"Net Name","Pass/Fail","Operation","Driver Comp Ref Des & Pin Name","Receiver Comp Ref Des & Pin Name","Rise Rail Overshoot, [mV]","Rise Rail Overshoot Limit, [mV]","Rise Rail Overshoot Margin, [mV]","Rise Rail Overshoot, [Pass/Fail]","Rise Rail Overshoot Trace Point, [ns]","Fall Rail Undershoot, [mV]","Fall Rail Undershoot Limit, [mV]","Fall Rail Undershoot Margin, [mV]","Fall Rail Undershoot, [Pass/Fail]","Fall Rail Undershoot Trace Point, [ns]","Rise Rail Overshoot Area, [V*ns]","Rise Rail Overshoot Area Limit, [V*ns]","Rise Rail Overshoot Area Margin, [V*ns]","Rise Rail Overshoot Area, [Pass/Fail]","Rise Rail Overshoot Area Trace Point, [ns]","Fall Rail Undershoot Area, [V*ns]","Fall Rail Undershoot Area Limit, [V*ns]","Fall Rail Undershoot Area Margin, [V*ns]","Fall Rail Undershoot Area, [Pass/Fail]","Fall Rail Undershoot Area Trace Point, [ns]","Rise Rail Overshoot Area (2), [V*ns]","Rise Rail Overshoot Area (2) Limit, [V*ns]","Rise Rail Overshoot Area (2) Margin, [V*ns]","Rise Rail Overshoot Area (2), [Pass/Fail]","Rise Rail Overshoot Area (2) Trace Point, [ns]","Fall Rail Undershoot Area (2), [V*ns]","Fall Rail Undershoot Area (2) Limit, [V*ns]","Fall Rail Undershoot Area (2) Margin, [V*ns]","Fall Rail Undershoot Area (2), [Pass/Fail]","Fall Rail Undershoot Area (2) Trace Point, [ns]","Monotonic, [Pass/Fail]","Monotonic Trace Point, [ns]","VIH/L(AC) Min Limit, [Pass/Fail]","VIH/L(AC) Min Limit, Trace Point, [ns]","VIH/L(DC) Monotonicity, [Pass/Fail]","VIH/L(DC) Monotonicity Trace Point, [ns]","Vref Threshold Multi Cross, [Pass/Fail]","Max Slew Time, [ps]","Max Slew Time, [Pass/Fail]","VIX Limit Low, mV","VIX Limit Hi, mV","VIX Margin, mV","VIX, [Pass/Fail]","VIX Trace Point, [ns]","VID(AC) Limit, mV","VID(AC) Margin, mV","VID(AC), [Pass/Fail]","VID(AC) Trace Point, [ns]","VID(DC) Limit, mV","VID(DC), [Pass/Fail]","VID(DC) Trace Point, [ns]","Vdd/2, mV","VSEL Limit, mV","VSEL Margin, mV","VSEL, [Pass/Fail]","VSEL Trace Point, [ns]","VSEH Limit, mV","VSEH Margin, mV","VSEH, [Pass/Fail]","VSEH Trace Point, [ns]","TVAC/TDVAC Min Time Over AC, ps","TVAC/TDVAC Time Limit, ps","TVAC/TDVAC Margin, ps","TVAC/TDVAC, [Pass/Fail]","TVAC/TDVAC Trace Point, [ns]"
"DDR_DQ13","Pass","Write rank(1,1)","U1.V6","U2.C8"," 149.2"," 400.0"," 250.8","Pass","33.062"," 216.0"," 400.0"," 184.0","Pass","64.296","0.0294","0.1050","0.0756","Pass","49.891","0.0539","0.1050","0.0511","Pass","40.475","0.0000","0.0150","0.0150","Pass","N/A","0.0000","0.0150","0.0150","Pass","N/A","Pass","N/A","Pass","N/A","N/A","N/A","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_DQ14","Pass","Write rank(1,1)","U1.Y1","U2.D3"," 188.9"," 400.0"," 211.1","Pass","41.234"," 280.0"," 400.0"," 120.0","Pass","41.822","0.0415","0.1050","0.0635","Pass","20.516","0.0747","0.1050","0.0303","Pass","74.279","0.0000","0.0150","0.0150","Pass","N/A","0.0000","0.0150","0.0150","Pass","N/A","Pass","N/A","Pass","N/A","N/A","N/A","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_DQ15","Pass","Write rank(1,1)","U1.W1","U2.D7"," 145.7"," 400.0"," 254.3","Pass","60.578"," 223.4"," 400.0"," 176.6","Pass","34.933","0.0311","0.1050","0.0739","Pass"," 4.288","0.0601","0.1050","0.0449","Pass","72.999","0.0000","0.0150","0.0150","Pass","N/A","0.0000","0.0150","0.0150","Pass","N/A","Pass","N/A","Pass","N/A","N/A","N/A","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_DQ2","Pass","Write rank(1,1)","U1.E3","U2.H3"," 122.4"," 400.0"," 277.6","Pass","19.381"," 194.1"," 400.0"," 205.9","Pass","19.958","0.0282","0.1050","0.0768","Pass","76.137","0.0589","0.1050","0.0461","Pass","36.772","0.0000","0.0150","0.0150","Pass","N/A","0.0000","0.0150","0.0150","Pass","N/A","Pass","N/A","Pass","N/A","N/A","N/A","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_DQ3","Pass","Write rank(1,1)","U1.F3","U2.H7"," 119.9"," 400.0"," 280.1","Pass","46.232"," 190.8"," 400.0"," 209.2","Pass"," 4.916","0.0242","0.1050","0.0808","Pass","43.684","0.0539","0.1050","0.0511","Pass","10.510","0.0000","0.0150","0.0150","Pass","N/A","0.0000","0.0150","0.0150","Pass","N/A","Pass","N/A","Pass","N/A","N/A","N/A","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_DQ4","Pass","Write rank(1,1)","U1.F1","U2.H2"," 105.6"," 400.0"," 294.4","Pass","10.635"," 176.4"," 400.0"," 223.6","Pass","11.222","0.0252","0.1050","0.0798","Pass"," 6.764","0.0560","0.1050","0.0490","Pass","37.399","0.0000","0.0150","0.0150","Pass","N/A","0.0000","0.0150","0.0150","Pass","N/A","Pass","N/A","Pass","N/A","N/A","N/A","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_DQ5","Pass","Write rank(1,1)","U1.G5","U2.H8","  92.2"," 400.0"," 307.8","Pass"," 9.886"," 165.1"," 400.0"," 234.9","Pass","63.624","0.0150","0.1050","0.0900","Pass"," 9.880","0.0348","0.1050","0.0702","Pass","76.089","0.0000","0.0150","0.0150","Pass","N/A","0.0000","0.0150","0.0150","Pass","N/A","Pass","N/A","Pass","N/A","N/A","N/A","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_DQ6","Pass","Write rank(1,1)","U1.G2","U2.J3"," 113.0"," 400.0"," 287.0","Pass","71.199"," 180.2"," 400.0"," 219.8","Pass","11.794","0.0217","0.1050","0.0833","Pass"," 8.049","0.0489","0.1050","0.0561","Pass","45.501","0.0000","0.0150","0.0150","Pass","N/A","0.0000","0.0150","0.0150","Pass","N/A","Pass","N/A","Pass","N/A","N/A","N/A","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_DQ7","Pass","Write rank(1,1)","U1.F2","U2.J7"," 122.9"," 400.0"," 277.1","Pass"," 3.139"," 195.0"," 400.0"," 205.0","Pass","12.473","0.0290","0.1050","0.0760","Pass","80.519","0.0597","0.1050","0.0453","Pass","52.404","0.0000","0.0150","0.0150","Pass","N/A","0.0000","0.0150","0.0150","Pass","N/A","Pass","N/A","Pass","N/A","N/A","N/A","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_DQ8","Pass","Write rank(1,1)","U1.U1","U2.A3"," 127.0"," 400.0"," 273.0","Pass","44.135"," 212.4"," 400.0"," 187.6","Pass","68.703","0.0344","0.1050","0.0706","Pass","49.938","0.0691","0.1050","0.0359","Pass","20.518","0.0000","0.0150","0.0150","Pass","N/A","0.0000","0.0150","0.0150","Pass","N/A","Pass","N/A","Pass","N/A","N/A","N/A","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_DQ9","Pass","Write rank(1,1)","U1.U3","U2.B8"," 165.9"," 400.0"," 234.1","Pass"," 2.443"," 234.9"," 400.0"," 165.1","Pass"," 3.679","0.0326","0.1050","0.0724","Pass","62.402","0.0596","0.1050","0.0454","Pass","61.110","0.0000","0.0150","0.0150","Pass","N/A","0.0000","0.0150","0.0150","Pass","N/A","Pass","N/A","Pass","N/A","N/A","N/A","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_LDM","Pass","Write rank(1,1)","U1.H5","U2.E7","  25.8"," 400.0"," 374.2","Pass","19.903","   0.0"," 400.0"," 400.0","Pass","N/A","0.0025","0.1050","0.1025","Pass"," 1.737","0.0000","0.1050","0.1050","Pass","N/A","0.0000","0.0150","0.0150","Pass","N/A","0.0000","0.0150","0.0150","Pass","N/A","Pass","N/A","Pass","N/A","N/A","N/A","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_ODT","Pass","Write rank(1,1)","U1.H1","U2.K3"," 155.3"," 300.0"," 144.7","Pass","45.978"," 224.2"," 300.0","  75.8","Pass","22.211","0.0460","0.2550","0.2090","Pass","79.650","0.0730","0.2644","0.1914","Pass","47.139","0.0000","0.0083","0.0083","Pass","N/A","N/A","N/A","N/A","N/A","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass","  30.2","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_PARITY","Pass","Write rank(1,1)","U1.T1","U2.T3"," 238.1"," 300.0","  61.9","Pass","33.414"," 296.7"," 300.0","   3.3","Pass","32.153","0.0460","0.2550","0.2090","Pass"," 7.096","0.0712","0.2644","0.1932","Pass","57.080","0.0000","0.0083","0.0083","Pass","N/A","N/A","N/A","N/A","N/A","N/A","Pass","N/A","Pass","N/A","Pass","N/A","Pass","  30.2","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DDR_UDM","Pass","Write rank(1,1)","U1.W5","U2.E2","  22.6"," 400.0"," 377.4","Pass","18.081","   0.0"," 400.0"," 400.0","Pass","N/A","0.0017","0.1050","0.1033","Pass","65.605","0.0000","0.1050","0.1050","Pass","N/A","0.0000","0.0150","0.0150","Pass","N/A","0.0000","0.0150","0.0150","Pass","N/A","Pass","N/A","Pass","N/A","N/A","N/A","Pass","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
