"Net Name","Pass/Fail","Operation","Driver Comp Ref Des & Pin Name","Receiver Comp Ref Des & Pin Name","Associated Clk/Strobe Net Name","Associated Clk/Strobe Driver Comp Ref Des & Pin Name","Associated Clk/Strobe Receiver Comp Ref Des & Pin Name","Clk/Strobe Crossing Threshold Time, [ns]","Average Center Voltage, Vcent(pin_mid), [mV]","Upper Eye Mask, Vcent(pin_mid) + VdIVW_Total/2, [mV]","Lower Eye Mask, Vcent(pin_mid) - VdIVW_Total/2, [mV]","Half Eye-Mask Width, TdIVW/2, [ps]","Output Delay Uncertainty, [ps]","Measured Setup Time, [ps]","Setup Time Margin, [ps]","Setup Time Margin with Output Delay Uncertainty, [ps]","Measured Hold Time, [ps]","Hold Time Margin, [ps]","Hold Time Margin with Output Delay Uncertainty, [ps]","Min Voltage Above/Below Eye-Mask, [mV]","Peak Voltage Above/Below Vcent(pin_mid), [mV]","VIHL_AC/2 Limit, [mV]","Peak Voltage Above/Below Vcent(pin_mid) Margin, [mV]","Vcent(pin_mid) to Vcent(pin_mid) Pulse Width, [ps]","Pulse Width Limit, tdIPW, [ps]","Pulse Width Margin, [ps]","Pulse Width Margin with Output Delay Uncertainty, [ps]","Min Slew Rate, [V/ns]","Min Slew Rate Limit, SRIN_VdIVW_min, [V/ns]","Min Slew Rate Margin, [V/ns]","Max Slew Rate, [V/ns]","Max Slew Rate Limit, SRIN_VdIVW_max, [V/ns]","Max Slew Rate Margin, [V/ns]","Min Slew Rate (2), [V/ns]","Min Slew Rate (2) Limit, SRIN_VdIVW_min, [V/ns]","Min Slew Rate (2) Margin, [V/ns]","Max Slew Rate (2), [V/ns]","Max Slew Rate (2) Limit, SRIN_VdIVW_max, [V/ns]","Max Slew Rate (2) Margin, [V/ns]","Eye Mask Shape"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","57.927"," 700.3"," 768.3"," 632.3","    62","   6.0"," 254.1"," 191.6"," 185.6"," 380.0"," 317.5"," 311.5","726.003"," 905.3","  93.0"," 812.3"," 658.6","   363"," 296.1"," 284.1"," 5.214"," 1.000"," 4.214"," 5.412"," 9.000"," 3.588"," 5.867"," 1.043"," 4.824"," 5.867"," 9.000"," 3.133","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","58.552"," 700.3"," 768.3"," 632.3","    62","   6.0"," 219.9"," 157.4"," 151.4"," 315.2"," 252.7"," 246.7","486.502"," 610.1","  93.0"," 517.1"," 562.6","   363"," 200.1"," 188.1"," 4.490"," 1.000"," 3.490"," 5.412"," 9.000"," 3.588"," 5.215"," 1.082"," 4.133"," 5.215"," 9.000"," 3.785","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","59.177"," 700.3"," 768.3"," 632.3","    62","   6.0"," 279.7"," 217.2"," 211.2","N/A","N/A","N/A","764.695"," 879.2","  93.0"," 786.2","N/A","N/A","N/A","N/A"," 4.490"," 1.000"," 3.490"," 4.490"," 9.000"," 4.510"," 4.684"," 0.898"," 3.786"," 4.684"," 9.000"," 4.316","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","59.802"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A"," 403.7"," 341.2"," 335.2","581.013"," 746.7","  93.0"," 653.7","N/A","N/A","N/A","N/A"," 5.386"," 1.000"," 4.386"," 5.386"," 9.000"," 3.614","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","60.428"," 700.3"," 768.3"," 632.3","    62","   6.0"," 197.1"," 134.6"," 128.6"," 319.9"," 257.4"," 251.4","452.308"," 647.7","  93.0"," 554.7"," 544.3","   363"," 181.8"," 169.8"," 4.802"," 1.000"," 3.802"," 5.386"," 9.000"," 3.614"," 5.159"," 1.077"," 4.082"," 5.159"," 9.000"," 3.841","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","61.051"," 700.3"," 768.3"," 632.3","    62","   6.0"," 275.2"," 212.7"," 206.7","N/A","N/A","N/A","776.257"," 901.5","  93.0"," 808.5","N/A","N/A","N/A","N/A"," 4.802"," 1.000"," 3.802"," 4.802"," 9.000"," 4.198"," 5.278"," 0.960"," 4.317"," 5.278"," 9.000"," 3.722","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","61.677"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","574.318"," 750.0","  93.0"," 657.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","62.302"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","605.747"," 722.7","  93.0"," 629.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","62.927"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","627.844"," 710.8","  93.0"," 617.8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","63.552"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A"," 406.2"," 343.7"," 337.7","631.471"," 702.0","  93.0"," 609.0","N/A","N/A","N/A","N/A"," 5.064"," 1.000"," 4.064"," 5.064"," 9.000"," 3.936","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","64.177"," 700.3"," 768.3"," 632.3","    62","   6.0"," 191.9"," 129.4"," 123.4","N/A","N/A","N/A","441.685"," 632.7","  93.0"," 539.7","N/A","N/A","N/A","N/A"," 5.064"," 1.000"," 4.064"," 5.064"," 9.000"," 3.936"," 5.088"," 1.013"," 4.075"," 5.088"," 9.000"," 3.912","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","64.802"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A"," 348.5"," 286.0"," 280.0","387.913"," 548.5","  93.0"," 455.5","N/A","N/A","N/A","N/A"," 5.798"," 1.000"," 4.798"," 5.798"," 9.000"," 3.202","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","65.428"," 700.3"," 768.3"," 632.3","    62","   6.0"," 254.0"," 191.5"," 185.5","N/A","N/A","N/A","726.435"," 927.7","  93.0"," 834.7","N/A","N/A","N/A","N/A"," 5.798"," 1.000"," 4.798"," 5.798"," 9.000"," 3.202"," 6.247"," 1.160"," 5.087"," 6.247"," 9.000"," 2.753","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","66.051"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","560.073"," 749.3","  93.0"," 656.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","66.677"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","602.262"," 726.9","  93.0"," 633.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","67.302"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","628.717"," 713.1","  93.0"," 620.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","67.927"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A"," 405.8"," 343.3"," 337.3","631.533"," 703.3","  93.0"," 610.3","N/A","N/A","N/A","N/A"," 5.147"," 1.000"," 4.147"," 5.147"," 9.000"," 3.853","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","68.552"," 700.3"," 768.3"," 632.3","    62","   6.0"," 192.9"," 130.4"," 124.4","N/A","N/A","N/A","442.199"," 633.0","  93.0"," 540.0","N/A","N/A","N/A","N/A"," 5.147"," 1.000"," 4.147"," 5.147"," 9.000"," 3.853"," 5.062"," 1.029"," 4.033"," 5.062"," 9.000"," 3.938","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","69.177"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A"," 348.2"," 285.7"," 279.7","387.669"," 549.0","  93.0"," 456.0","N/A","N/A","N/A","N/A"," 5.783"," 1.000"," 4.783"," 5.783"," 9.000"," 3.217","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","69.802"," 700.3"," 768.3"," 632.3","    62","   6.0"," 253.3"," 190.8"," 184.8","N/A","N/A","N/A","725.707"," 927.8","  93.0"," 834.8","N/A","N/A","N/A","N/A"," 5.783"," 1.000"," 4.783"," 5.783"," 9.000"," 3.217"," 6.238"," 1.157"," 5.081"," 6.238"," 9.000"," 2.762","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","70.428"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","559.857"," 749.5","  93.0"," 656.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","71.051"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","602.168"," 726.8","  93.0"," 633.8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","71.677"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","628.493"," 713.1","  93.0"," 620.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","72.302"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A"," 407.0"," 344.5"," 338.5","631.589"," 703.3","  93.0"," 610.3","N/A","N/A","N/A","N/A"," 5.069"," 1.000"," 4.069"," 5.069"," 9.000"," 3.931","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","72.927"," 700.3"," 768.3"," 632.3","    62","   6.0"," 191.6"," 129.1"," 123.1"," 323.1"," 260.6"," 254.6","438.649"," 632.2","  93.0"," 539.2"," 542.4","   363"," 179.9"," 167.9"," 5.009"," 1.000"," 4.009"," 5.069"," 9.000"," 3.931"," 5.074"," 1.014"," 4.060"," 5.074"," 9.000"," 3.926","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","73.552"," 700.3"," 768.3"," 632.3","    62","   6.0"," 274.9"," 212.4"," 206.4","N/A","N/A","N/A","768.074"," 909.4","  93.0"," 816.4","N/A","N/A","N/A","N/A"," 5.009"," 1.000"," 4.009"," 5.009"," 9.000"," 3.991"," 5.680"," 1.002"," 4.678"," 5.680"," 9.000"," 3.320","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","74.177"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","569.811"," 750.1","  93.0"," 657.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","74.802"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A"," 406.8"," 344.3"," 338.3","604.487"," 721.2","  93.0"," 628.2","N/A","N/A","N/A","N/A"," 5.013"," 1.000"," 4.013"," 5.013"," 9.000"," 3.987","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","75.428"," 700.3"," 768.3"," 632.3","    62","   6.0"," 192.0"," 129.5"," 123.5"," 323.0"," 260.5"," 254.5","427.709"," 637.6","  93.0"," 544.6"," 542.5","   363"," 180.0"," 168.0"," 5.013"," 1.000"," 4.013"," 5.048"," 9.000"," 3.952"," 4.987"," 1.003"," 3.984"," 4.987"," 9.000"," 4.013","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","76.052"," 700.3"," 768.3"," 632.3","    62","   6.0"," 273.9"," 211.4"," 205.4","N/A","N/A","N/A","772.688"," 905.7","  93.0"," 812.7","N/A","N/A","N/A","N/A"," 5.048"," 1.000"," 4.048"," 5.048"," 9.000"," 3.952"," 5.569"," 1.010"," 4.559"," 5.569"," 9.000"," 3.431","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","76.678"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","572.501"," 749.5","  93.0"," 656.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","77.302"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","605.191"," 721.8","  93.0"," 628.8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","77.927"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A"," 405.4"," 342.9"," 336.9","627.005"," 710.6","  93.0"," 617.6","N/A","N/A","N/A","N/A"," 5.175"," 1.000"," 4.175"," 5.175"," 9.000"," 3.825","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","78.552"," 700.3"," 768.3"," 632.3","    62","   6.0"," 193.4"," 130.9"," 124.9"," 322.6"," 260.1"," 254.1","437.586"," 635.1","  93.0"," 542.1"," 543.2","   363"," 180.7"," 168.7"," 4.993"," 1.000"," 3.993"," 5.175"," 9.000"," 3.825"," 5.087"," 1.035"," 4.052"," 5.087"," 9.000"," 3.913","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","79.177"," 700.3"," 768.3"," 632.3","    62","   6.0"," 274.6"," 212.1"," 206.1"," 381.6"," 319.1"," 313.1","766.908"," 907.4","  93.0"," 814.4"," 682.7","   363"," 320.2"," 308.2"," 4.993"," 1.000"," 3.993"," 5.041"," 9.000"," 3.959"," 5.488"," 0.999"," 4.489"," 5.488"," 9.000"," 3.512","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","79.802"," 700.3"," 768.3"," 632.3","    62","   6.0"," 216.3"," 153.8"," 147.8"," 318.7"," 256.2"," 250.2","476.985"," 596.0","  93.0"," 503.0"," 563.5","   363"," 201.0"," 189.0"," 4.635"," 1.000"," 3.635"," 5.041"," 9.000"," 3.959"," 4.840"," 1.008"," 3.832"," 4.840"," 9.000"," 4.160","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","80.428"," 700.3"," 768.3"," 632.3","    62","   6.0"," 277.8"," 215.3"," 209.3","N/A","N/A","N/A","755.111"," 888.0","  93.0"," 795.0","N/A","N/A","N/A","N/A"," 4.635"," 1.000"," 3.635"," 4.635"," 9.000"," 4.365"," 5.025"," 0.927"," 4.098"," 5.025"," 9.000"," 3.975","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","81.052"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","575.126"," 747.7","  93.0"," 654.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","81.678"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","605.883"," 720.8","  93.0"," 627.8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","82.302"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","627.357"," 711.2","  93.0"," 618.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ11","Pass","Write rank(1,1)","U1.V5","U2.C7","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","82.927"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","631.740"," 702.0","  93.0"," 609.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ12","Pass","Write rank(1,1)","U1.W2","U2.C2","DDR_UDQS_P","U1.V1&V2","U2.B7&A7"," 1.677"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","384.371"," 548.4","  93.0"," 455.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ12","Pass","Write rank(1,1)","U1.W2","U2.C2","DDR_UDQS_P","U1.V1&V2","U2.B7&A7"," 2.302"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A"," 353.0"," 290.5"," 284.5","422.049"," 544.5","  93.0"," 451.5","N/A","N/A","N/A","N/A"," 4.997"," 1.000"," 3.997"," 4.997"," 9.000"," 4.003","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ12","Pass","Write rank(1,1)","U1.W2","U2.C2","DDR_UDQS_P","U1.V1&V2","U2.B7&A7"," 2.928"," 700.3"," 768.3"," 632.3","    62","   6.0"," 245.7"," 183.2"," 177.2","N/A","N/A","N/A","724.574"," 905.2","  93.0"," 812.2","N/A","N/A","N/A","N/A"," 4.997"," 1.000"," 3.997"," 4.997"," 9.000"," 4.003"," 5.564"," 0.999"," 4.565"," 5.564"," 9.000"," 3.436","Eye-Rectangle"
"DDR_DQ12","Pass","Write rank(1,1)","U1.W2","U2.C2","DDR_UDQS_P","U1.V1&V2","U2.B7&A7"," 3.552"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A"," 412.3"," 349.8"," 343.8","568.214"," 736.1","  93.0"," 643.1","N/A","N/A","N/A","N/A"," 5.413"," 1.000"," 4.413"," 5.413"," 9.000"," 3.587","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ12","Pass","Write rank(1,1)","U1.W2","U2.C2","DDR_UDQS_P","U1.V1&V2","U2.B7&A7"," 4.178"," 700.3"," 768.3"," 632.3","    62","   6.0"," 188.7"," 126.2"," 120.2"," 331.2"," 268.7"," 262.7","442.971"," 660.8","  93.0"," 567.8"," 545.7","   363"," 183.2"," 171.2"," 5.364"," 1.000"," 4.364"," 5.413"," 9.000"," 3.587"," 5.552"," 1.083"," 4.470"," 5.552"," 9.000"," 3.448","Eye-Rectangle"
"DDR_DQ12","Pass","Write rank(1,1)","U1.W2","U2.C2","DDR_UDQS_P","U1.V1&V2","U2.B7&A7"," 4.802"," 700.3"," 768.3"," 632.3","    62","   6.0"," 267.5"," 205.0"," 199.0"," 384.4"," 321.9"," 315.9","778.538"," 915.2","  93.0"," 822.2"," 676.7","   363"," 314.2"," 302.2"," 5.079"," 1.000"," 4.079"," 5.364"," 9.000"," 3.636"," 6.078"," 1.073"," 5.005"," 6.078"," 9.000"," 2.922","Eye-Rectangle"
"DDR_DQ12","Pass","Write rank(1,1)","U1.W2","U2.C2","DDR_UDQS_P","U1.V1&V2","U2.B7&A7"," 5.427"," 700.3"," 768.3"," 632.3","    62","   6.0"," 214.5"," 152.0"," 146.0"," 325.4"," 262.9"," 256.9","485.892"," 608.6","  93.0"," 515.6"," 569.7","   363"," 207.2"," 195.2"," 4.542"," 1.000"," 3.542"," 5.079"," 9.000"," 3.921"," 4.453"," 1.016"," 3.437"," 4.453"," 9.000"," 4.547","Eye-Rectangle"
"DDR_DQ12","Pass","Write rank(1,1)","U1.W2","U2.C2","DDR_UDQS_P","U1.V1&V2","U2.B7&A7"," 6.052"," 700.3"," 768.3"," 632.3","    62","   6.0"," 269.6"," 207.1"," 201.1"," 383.9"," 321.4"," 315.4","770.348"," 890.1","  93.0"," 797.1"," 680.1","   363"," 317.6"," 305.6"," 4.542"," 1.000"," 3.542"," 5.152"," 9.000"," 3.848"," 5.362"," 0.908"," 4.454"," 5.362"," 9.000"," 3.638","Eye-Rectangle"
"DDR_DQ12","Pass","Write rank(1,1)","U1.W2","U2.C2","DDR_UDQS_P","U1.V1&V2","U2.B7&A7"," 6.677"," 700.3"," 768.3"," 632.3","    62","   6.0"," 214.1"," 151.6"," 145.6","N/A","N/A","N/A","478.207"," 608.9","  93.0"," 515.9","N/A","N/A","N/A","N/A"," 5.152"," 1.000"," 4.152"," 5.152"," 9.000"," 3.848"," 4.450"," 1.030"," 3.419"," 4.450"," 9.000"," 4.550","Eye-Rectangle"
"DDR_DQ12","Pass","Write rank(1,1)","U1.W2","U2.C2","DDR_UDQS_P","U1.V1&V2","U2.B7&A7"," 7.302"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","387.908"," 545.1","  93.0"," 452.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ12","Pass","Write rank(1,1)","U1.W2","U2.C2","DDR_UDQS_P","U1.V1&V2","U2.B7&A7"," 7.928"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","416.721"," 533.5","  93.0"," 440.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ12","Pass","Write rank(1,1)","U1.W2","U2.C2","DDR_UDQS_P","U1.V1&V2","U2.B7&A7"," 8.552"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","437.287"," 509.0","  93.0"," 416.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ12","Pass","Write rank(1,1)","U1.W2","U2.C2","DDR_UDQS_P","U1.V1&V2","U2.B7&A7"," 9.178"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","430.655"," 504.0","  93.0"," 411.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ12","Pass","Write rank(1,1)","U1.W2","U2.C2","DDR_UDQS_P","U1.V1&V2","U2.B7&A7"," 9.802"," 700.3"," 768.3"," 632.3","    62","   6.0","N/A","N/A","N/A"," 351.1"," 288.6"," 282.6","430.909"," 502.1","  93.0"," 409.1","N/A","N/A","N/A","N/A"," 5.054"," 1.000"," 4.054"," 5.054"," 9.000"," 3.946","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
