.HEADER
..NAMES
Time,V U1.U3
.DATA
8.1693e-09,-0.0115
8.1790e-09,-0.0114
8.1886e-09,-0.0116
8.1983e-09,-0.0119
8.2079e-09,-0.0125
8.2175e-09,-0.0132
8.2272e-09,-0.0138
8.2368e-09,-0.0144
8.2465e-09,-0.0148
8.2561e-09,-0.0151
8.2658e-09,-0.0153
8.2754e-09,-0.0155
8.2851e-09,-0.0158
8.2947e-09,-0.0162
8.3043e-09,-0.0167
8.3140e-09,-0.0173
8.3236e-09,-0.0180
8.3333e-09,-0.0187
8.3429e-09,-0.0194
8.3526e-09,-0.0199
8.3622e-09,-0.0204
8.3719e-09,-0.0207
8.3815e-09,-0.0211
8.3911e-09,-0.0214
8.4008e-09,-0.0217
8.4104e-09,-0.0219
8.4201e-09,-0.0219
8.4297e-09,-0.0217
8.4394e-09,-0.0213
8.4490e-09,-0.0205
8.4587e-09,-0.0194
8.4683e-09,-0.0182
8.4780e-09,-0.0168
8.4876e-09,-0.0153
8.4972e-09,-0.0139
8.5069e-09,-0.0125
8.5165e-09,-0.0113
8.5262e-09,-0.0103
8.5358e-09,-0.0095
8.5455e-09,-0.0087
8.5551e-09,-0.0080
8.5648e-09,-0.0072
8.5744e-09,-0.0065
8.5840e-09,-0.0056
8.5937e-09,-0.0047
8.6033e-09,-0.0037
8.6130e-09,-0.0028
8.6226e-09,-0.0020
8.6323e-09,-0.0013
8.6419e-09,-0.0008
8.6516e-09,-0.0003
8.6612e-09,0.0000
8.6709e-09,0.0004
8.6805e-09,0.0008
8.6901e-09,0.0013
8.6998e-09,0.0018
8.7094e-09,0.0022
8.7191e-09,0.0025
8.7287e-09,0.0028
8.7384e-09,0.0030
8.7480e-09,0.0032
8.7577e-09,0.0034
8.7673e-09,0.0036
8.7769e-09,0.0038
8.7866e-09,0.0041
8.7962e-09,0.0044
8.8059e-09,0.0047
8.8155e-09,0.0049
8.8252e-09,0.0051
8.8348e-09,0.0052
8.8445e-09,0.0052
8.8541e-09,0.0052
8.8638e-09,0.0052
8.8734e-09,0.0052
8.8830e-09,0.0053
8.8927e-09,0.0055
8.9023e-09,0.0058
8.9120e-09,0.0062
8.9216e-09,0.0066
8.9313e-09,0.0071
8.9409e-09,0.0074
8.9506e-09,0.0078
8.9602e-09,0.0079
8.9698e-09,0.0080
8.9795e-09,0.0080
8.9891e-09,0.0079
8.9988e-09,0.0078
9.0084e-09,0.0077
9.0181e-09,0.0076
9.0277e-09,0.0074
9.0374e-09,0.0073
9.0470e-09,0.0072
9.0567e-09,0.0070
9.0663e-09,0.0068
9.0759e-09,0.0065
9.0856e-09,0.0061
9.0952e-09,0.0058
9.1049e-09,0.0053
9.1145e-09,0.0049
9.1242e-09,0.0054
9.1338e-09,0.0080
9.1435e-09,0.0135
9.1531e-09,0.0228
9.1627e-09,0.0364
9.1724e-09,0.0552
9.1820e-09,0.0803
9.1917e-09,0.1126
9.2013e-09,0.1523
9.2110e-09,0.1990
9.2206e-09,0.2514
9.2303e-09,0.3079
9.2399e-09,0.3673
9.2496e-09,0.4285
9.2592e-09,0.4904
9.2688e-09,0.5520
9.2785e-09,0.6123
9.2881e-09,0.6704
9.2978e-09,0.7254
9.3074e-09,0.7770
9.3171e-09,0.8248
9.3267e-09,0.8687
9.3364e-09,0.9087
9.3460e-09,0.9451
9.3556e-09,0.9780
9.3653e-09,1.0076
9.3749e-09,1.0340
9.3846e-09,1.0576
9.3942e-09,1.0785
9.4039e-09,1.0970
9.4135e-09,1.1133
9.4232e-09,1.1276
9.4328e-09,1.1401
9.4425e-09,1.1511
9.4521e-09,1.1607
9.4617e-09,1.1692
9.4714e-09,1.1769
9.4810e-09,1.1840
9.4907e-09,1.1907
9.5003e-09,1.1972
9.5100e-09,1.2036
9.5196e-09,1.2098
9.5293e-09,1.2158
9.5389e-09,1.2213
9.5486e-09,1.2261
9.5582e-09,1.2301
9.5678e-09,1.2331
9.5775e-09,1.2353
9.5871e-09,1.2369
9.5968e-09,1.2380
9.6064e-09,1.2389
9.6161e-09,1.2397
