.HEADER
..NAMES
Time,V U2.K7&K8
.DATA
2.38952e-08,0.6727
2.39185e-08,0.5995
2.39417e-08,0.5294
2.39650e-08,0.4868
2.39883e-08,0.4846
2.40115e-08,0.5159
2.40348e-08,0.5619
2.40581e-08,0.5956
2.40813e-08,0.5749
2.41046e-08,0.4552
2.41279e-08,0.2796
2.41511e-08,0.0870
2.41744e-08,-0.1456
2.41977e-08,-0.3896
2.42209e-08,-0.5736
2.42442e-08,-0.6480
2.42675e-08,-0.6491
2.42907e-08,-0.6295
2.43140e-08,-0.5935
2.43373e-08,-0.5512
2.43605e-08,-0.5367
2.43838e-08,-0.5697
2.44071e-08,-0.6336
2.44303e-08,-0.6979
2.44536e-08,-0.7409
2.44769e-08,-0.7496
2.45002e-08,-0.7209
2.45234e-08,-0.6622
2.45467e-08,-0.5884
2.45700e-08,-0.5201
2.45932e-08,-0.4817
2.46165e-08,-0.4856
2.46398e-08,-0.5218
2.46630e-08,-0.5671
2.46863e-08,-0.5950
2.47096e-08,-0.5629
2.47328e-08,-0.4332
2.47561e-08,-0.2527
2.47794e-08,-0.0538
2.48026e-08,0.1825
2.48259e-08,0.4206
2.48492e-08,0.5911
2.48724e-08,0.6536
2.48957e-08,0.6486
2.49190e-08,0.6249
2.49422e-08,0.5870
2.49655e-08,0.5479
2.49888e-08,0.5389
2.50120e-08,0.5767
2.50353e-08,0.6427
2.50586e-08,0.7054
2.50818e-08,0.7436
2.51051e-08,0.7473
2.51284e-08,0.7150
2.51516e-08,0.6533
2.51749e-08,0.5785
2.51982e-08,0.5141
2.52214e-08,0.4825
2.52447e-08,0.4908
2.52680e-08,0.5281
2.52912e-08,0.5742
2.53145e-08,0.5988
2.53378e-08,0.5525
2.53610e-08,0.4081
2.53843e-08,0.2274
2.54076e-08,0.0273
2.54308e-08,-0.2150
2.54541e-08,-0.4518
2.54774e-08,-0.6072
2.55006e-08,-0.6530
2.55239e-08,-0.6445
2.55472e-08,-0.6218
2.55704e-08,-0.5817
2.55937e-08,-0.5427
2.56170e-08,-0.5407
2.56402e-08,-0.5857
2.56635e-08,-0.6529
2.56868e-08,-0.7129
2.57100e-08,-0.7472
2.57333e-08,-0.7452
2.57566e-08,-0.7070
2.57798e-08,-0.6425
2.58031e-08,-0.5676
2.58264e-08,-0.5050
2.58496e-08,-0.4781
2.58729e-08,-0.4934
2.58962e-08,-0.5348
2.59194e-08,-0.5778
2.59427e-08,-0.5947
2.59660e-08,-0.5362
2.59892e-08,-0.3849
2.60125e-08,-0.2006
2.60358e-08,0.0095
2.60590e-08,0.2526
2.60823e-08,0.4779
2.61056e-08,0.6191
2.61288e-08,0.6562
2.61521e-08,0.6439
2.61754e-08,0.6154
2.61986e-08,0.5741
2.62219e-08,0.5405
2.62452e-08,0.5450
2.62684e-08,0.5937
2.62917e-08,0.6615
2.63150e-08,0.7192
2.63382e-08,0.7487
2.63615e-08,0.7420
2.63848e-08,0.7001
2.64080e-08,0.6327
2.64313e-08,0.5582
2.64546e-08,0.5010
2.64778e-08,0.4807
2.65011e-08,0.4989
2.65244e-08,0.5412
2.65476e-08,0.5848
2.65709e-08,0.5960
2.65942e-08,0.5214
2.66174e-08,0.3593
2.66407e-08,0.1762
2.66640e-08,-0.0356
2.66872e-08,-0.2834
2.67105e-08,-0.5048
2.67338e-08,-0.6290
2.67570e-08,-0.6524
2.67803e-08,-0.6389
2.68036e-08,-0.6123
2.68269e-08,-0.5694
2.68501e-08,-0.5374
2.68734e-08,-0.5491
2.68967e-08,-0.6036
2.69199e-08,-0.6713
2.69432e-08,-0.7255
2.69665e-08,-0.7503
2.69897e-08,-0.7378
2.70130e-08,-0.6911
2.70363e-08,-0.6220
2.70595e-08,-0.5480
2.70828e-08,-0.4933
2.71061e-08,-0.4786
2.71293e-08,-0.5033
2.71526e-08,-0.5477
2.71759e-08,-0.5868
2.71991e-08,-0.5896
2.72224e-08,-0.5037
2.72457e-08,-0.3379
2.72689e-08,-0.1482
2.72922e-08,0.0719
2.73155e-08,0.3161
2.73387e-08,0.5256
2.73620e-08,0.6373
2.73853e-08,0.6552
2.74085e-08,0.6370
2.74318e-08,0.6050
2.74551e-08,0.5632
2.74783e-08,0.5373
2.75016e-08,0.5544
2.75249e-08,0.6114
2.75481e-08,0.6790
2.75714e-08,0.7304
2.75947e-08,0.7505
2.76179e-08,0.7340
2.76412e-08,0.6839
2.76645e-08,0.6125
2.76877e-08,0.5403
2.77110e-08,0.4916
2.77343e-08,0.4823
2.77575e-08,0.5087
2.77808e-08,0.5539
2.78041e-08,0.5921
2.78273e-08,0.5844
2.78506e-08,0.4795
2.78739e-08,0.3068
2.78971e-08,0.1208
2.79204e-08,-0.1053
2.79437e-08,-0.3537
2.79669e-08,-0.5529
2.79902e-08,-0.6436
2.80135e-08,-0.6503
2.80367e-08,-0.6341
2.80600e-08,-0.6015
2.80833e-08,-0.5573
2.81065e-08,-0.5353
2.81298e-08,-0.5611
2.81531e-08,-0.6227
2.81763e-08,-0.6886
2.81996e-08,-0.7358
2.82229e-08,-0.7506
2.82461e-08,-0.7278
2.82694e-08,-0.6733
2.82927e-08,-0.6006
2.83159e-08,-0.5294
2.83392e-08,-0.4847
2.83625e-08,-0.4823
2.83857e-08,-0.5148
2.84090e-08,-0.5604
2.84323e-08,-0.5938
2.84555e-08,-0.5776
2.84788e-08,-0.4637
2.85021e-08,-0.2862
2.85253e-08,-0.0916
2.85486e-08,0.1379
2.85719e-08,0.3808
2.85951e-08,0.5689
2.86184e-08,0.6500
2.86417e-08,0.6514
2.86649e-08,0.6294
2.86882e-08,0.5944
2.87115e-08,0.5536
2.87347e-08,0.5370
2.87580e-08,0.5670
2.87813e-08,0.6306
2.88045e-08,0.6960
2.88278e-08,0.7397
2.88511e-08,0.7496
2.88743e-08,0.7232
2.88976e-08,0.6657
2.89209e-08,0.5917
2.89441e-08,0.5234
2.89674e-08,0.4847
2.89907e-08,0.4865
2.90139e-08,0.5203
2.90372e-08,0.5665
2.90605e-08,0.5969
2.90838e-08,0.5669
2.91070e-08,0.4374
2.91303e-08,0.2598
2.91536e-08,0.0642
2.91768e-08,-0.1726
2.92001e-08,-0.4141
2.92234e-08,-0.5876
2.92466e-08,-0.6508
2.92699e-08,-0.6479
2.92932e-08,-0.6268
2.93164e-08,-0.5888
2.93397e-08,-0.5476
2.93630e-08,-0.5377
2.93862e-08,-0.5755
2.94095e-08,-0.6409
2.94328e-08,-0.7037
2.94560e-08,-0.7436
2.94793e-08,-0.7484
2.95026e-08,-0.7159
2.95258e-08,-0.6548
2.95491e-08,-0.5804
2.95724e-08,-0.5140
2.95956e-08,-0.4799
2.96189e-08,-0.4882
2.96422e-08,-0.5266
2.96654e-08,-0.5714
2.96887e-08,-0.5959
2.97120e-08,-0.5545
2.97352e-08,-0.4158
2.97585e-08,-0.2330
2.97818e-08,-0.0309
2.98050e-08,0.2082
2.98283e-08,0.4429
2.98516e-08,0.6031
2.98748e-08,0.6553
2.98981e-08,0.6465
2.99214e-08,0.6215
2.99446e-08,0.5826
2.99679e-08,0.5449
2.99912e-08,0.5405
3.00144e-08,0.5828
3.00377e-08,0.6500
3.00610e-08,0.7110
3.00842e-08,0.7459
3.01075e-08,0.7457
3.01308e-08,0.7098
3.01540e-08,0.6458
3.01773e-08,0.5708
3.02006e-08,0.5088
3.02238e-08,0.4814
3.02471e-08,0.4935
3.02704e-08,0.5330
3.02936e-08,0.5784
3.03169e-08,0.5985
3.03402e-08,0.5417
3.03634e-08,0.3904
3.03867e-08,0.2088
3.04100e-08,0.0040
3.04332e-08,-0.2409
3.04565e-08,-0.4724
3.04798e-08,-0.6162
3.05030e-08,-0.6533
3.05263e-08,-0.6428
3.05496e-08,-0.6183
3.05728e-08,-0.5767
3.05961e-08,-0.5402
3.06194e-08,-0.5435
3.06426e-08,-0.5921
3.06659e-08,-0.6598
3.06892e-08,-0.7179
3.07124e-08,-0.7488
3.07357e-08,-0.7429
3.07590e-08,-0.7013
3.07822e-08,-0.6349
3.08055e-08,-0.5601
3.08288e-08,-0.5003
3.08520e-08,-0.4779
3.08753e-08,-0.4968
3.08986e-08,-0.5396
3.09218e-08,-0.5813
3.09451e-08,-0.5932
3.09684e-08,-0.5240
3.09916e-08,-0.3661
3.10149e-08,-0.1804
3.10382e-08,0.0337
3.10614e-08,0.2781
3.10847e-08,0.4978
3.11080e-08,0.6274
3.11312e-08,0.6561
3.11545e-08,0.6415
3.11778e-08,0.6117
3.12010e-08,0.5698
3.12243e-08,0.5388
3.12476e-08,0.5482
3.12708e-08,0.6005
3.12941e-08,0.6684
3.13174e-08,0.7238
3.13406e-08,0.7497
3.13639e-08,0.7392
3.13872e-08,0.6940
3.14105e-08,0.6249
3.14337e-08,0.5510
3.14570e-08,0.4969
3.14803e-08,0.4810
3.15035e-08,0.5025
3.15268e-08,0.5462
3.15501e-08,0.5882
3.15733e-08,0.5933
3.15966e-08,0.5078
3.16199e-08,0.3407
3.16431e-08,0.1563
3.16664e-08,-0.0602
3.16897e-08,-0.3088
3.17129e-08,-0.5231
3.17362e-08,-0.6355
3.17595e-08,-0.6519
3.17827e-08,-0.6369
3.18060e-08,-0.6084
3.18293e-08,-0.5650
3.18525e-08,-0.5363
3.18758e-08,-0.5531
3.18991e-08,-0.6105
3.19223e-08,-0.6779
3.19456e-08,-0.7297
3.19689e-08,-0.7509
3.19921e-08,-0.7345
3.20154e-08,-0.6848
3.20387e-08,-0.6142
3.20619e-08,-0.5410
3.20852e-08,-0.4897
3.21085e-08,-0.4795
3.21317e-08,-0.5073
3.21550e-08,-0.5524
3.21783e-08,-0.5895
3.22015e-08,-0.5856
3.22248e-08,-0.4892
3.22481e-08,-0.3192
3.22713e-08,-0.1276
3.22946e-08,0.0966
3.23179e-08,0.3404
3.23411e-08,0.5420
3.23644e-08,0.6423
3.23877e-08,0.6542
3.24109e-08,0.6344
3.24342e-08,0.6008
3.24575e-08,0.5592
3.24807e-08,0.5369
3.25040e-08,0.5588
3.25273e-08,0.6184
3.25505e-08,0.6853
3.25738e-08,0.7341
3.25971e-08,0.7505
3.26203e-08,0.7302
3.26436e-08,0.6773
3.26669e-08,0.6048
3.26901e-08,0.5339
3.27134e-08,0.4888
3.27367e-08,0.4836
3.27599e-08,0.5128
3.27832e-08,0.5587
3.28065e-08,0.5943
3.28297e-08,0.5787
3.28530e-08,0.4641
3.28763e-08,0.2895
3.28995e-08,0.1008
3.29228e-08,-0.1297
3.29461e-08,-0.3763
3.29693e-08,-0.5662
3.29926e-08,-0.6460
3.30159e-08,-0.6490
3.30391e-08,-0.6316
3.30624e-08,-0.5970
3.30857e-08,-0.5535
3.31089e-08,-0.5359
3.31322e-08,-0.5664
3.31555e-08,-0.6296
3.31787e-08,-0.6943
3.32020e-08,-0.7388
3.32253e-08,-0.7498
3.32485e-08,-0.7235
3.32718e-08,-0.6665
3.32951e-08,-0.5931
3.33183e-08,-0.5235
3.33416e-08,-0.4827
3.33649e-08,-0.4844
3.33881e-08,-0.5193
3.34114e-08,-0.5647
3.34347e-08,-0.5953
3.34579e-08,-0.5704
3.34812e-08,-0.4470
3.35045e-08,-0.2670
3.35277e-08,-0.0697
3.35510e-08,0.1632
3.35743e-08,0.4040
3.35975e-08,0.5826
3.36208e-08,0.6529
3.36441e-08,0.6499
3.36673e-08,0.6267
3.36906e-08,0.5902
3.37139e-08,0.5502
3.37372e-08,0.5379
3.37604e-08,0.5724
3.37837e-08,0.6377
3.38070e-08,0.7017
3.38302e-08,0.7423
3.38535e-08,0.7485
3.38768e-08,0.7186
3.39000e-08,0.6586
3.39233e-08,0.5840
3.39466e-08,0.5177
3.39698e-08,0.4830
3.39931e-08,0.4887
3.40164e-08,0.5248
3.40396e-08,0.5708
3.40629e-08,0.5975
3.40862e-08,0.5576
3.41094e-08,0.4191
3.41327e-08,0.2402
3.41560e-08,0.0411
3.41792e-08,-0.1995
3.42025e-08,-0.4375
3.42258e-08,-0.5998
3.42490e-08,-0.6525
3.42723e-08,-0.6465
3.42956e-08,-0.6240
3.43188e-08,-0.5841
3.43421e-08,-0.5443
3.43654e-08,-0.5395
3.43886e-08,-0.5816
3.44119e-08,-0.6480
3.44352e-08,-0.7092
3.44584e-08,-0.7459
3.44817e-08,-0.7466
3.45050e-08,-0.7106
3.45282e-08,-0.6472
3.45515e-08,-0.5725
3.45748e-08,-0.5084
3.45980e-08,-0.4787
3.46213e-08,-0.4912
3.46446e-08,-0.5315
3.46678e-08,-0.5755
3.46911e-08,-0.5961
3.47144e-08,-0.5449
3.47376e-08,-0.3981
3.47609e-08,-0.2138
3.47842e-08,-0.0081
3.48074e-08,0.2333
3.48307e-08,0.4638
3.48540e-08,0.6133
3.48772e-08,0.6560
3.49005e-08,0.6443
3.49238e-08,0.6180
3.49470e-08,0.5781
3.49703e-08,0.5424
3.49936e-08,0.5428
3.50168e-08,0.5891
3.50401e-08,0.6570
3.50634e-08,0.7161
3.50866e-08,0.7476
3.51099e-08,0.7436
3.51332e-08,0.7043
3.51564e-08,0.6383
3.51797e-08,0.5634
3.52030e-08,0.5041
3.52262e-08,0.4808
3.52495e-08,0.4966
3.52728e-08,0.5378
3.52960e-08,0.5823
3.53193e-08,0.5972
3.53426e-08,0.5296
3.53658e-08,0.3724
3.53891e-08,0.1898
3.54124e-08,-0.0197
3.54356e-08,-0.2664
3.54589e-08,-0.4918
3.54822e-08,-0.6237
3.55054e-08,-0.6532
3.55287e-08,-0.6408
3.55520e-08,-0.6145
3.55752e-08,-0.5719
3.55985e-08,-0.5383
3.56218e-08,-0.5467
3.56450e-08,-0.5988
3.56683e-08,-0.6665
3.56916e-08,-0.7225
3.57148e-08,-0.7500
3.57381e-08,-0.7402
3.57614e-08,-0.6954
3.57846e-08,-0.6273
3.58079e-08,-0.5529
3.58312e-08,-0.4961
3.58544e-08,-0.4782
3.58777e-08,-0.5005
3.59010e-08,-0.5444
3.59242e-08,-0.5845
3.59475e-08,-0.5906
3.59708e-08,-0.5107
3.59940e-08,-0.3470
3.60173e-08,-0.1599
3.60406e-08,0.0582
3.60638e-08,0.3034
3.60871e-08,0.5166
3.61104e-08,0.6345
3.61337e-08,0.6555
3.61569e-08,0.6391
3.61802e-08,0.6078
3.62035e-08,0.5656
3.62267e-08,0.5376
3.62500e-08,0.5519
3.62733e-08,0.6074
3.62965e-08,0.6752
3.63198e-08,0.7280
3.63431e-08,0.7502
3.63663e-08,0.7359
3.63896e-08,0.6877
3.64129e-08,0.6170
3.64361e-08,0.5440
3.64594e-08,0.4933
3.64827e-08,0.4818
3.65059e-08,0.5064
3.65292e-08,0.5512
3.65525e-08,0.5912
3.65757e-08,0.5896
3.65990e-08,0.4932
3.66223e-08,0.3221
3.66455e-08,0.1362
3.66688e-08,-0.0849
3.66921e-08,-0.3336
3.67153e-08,-0.5400
3.67386e-08,-0.6404
3.67619e-08,-0.6509
3.67851e-08,-0.6347
3.68084e-08,-0.6044
3.68317e-08,-0.5607
3.68549e-08,-0.5357
3.68782e-08,-0.5576
3.69015e-08,-0.6176
3.69247e-08,-0.6843
3.69480e-08,-0.7335
3.69713e-08,-0.7509
3.69945e-08,-0.7307
3.70178e-08,-0.6782
3.70411e-08,-0.6064
3.70643e-08,-0.5344
3.70876e-08,-0.4867
3.71109e-08,-0.4809
3.71341e-08,-0.5116
3.71574e-08,-0.5570
3.71807e-08,-0.5918
3.72039e-08,-0.5804
3.72272e-08,-0.4739
3.72505e-08,-0.3005
3.72737e-08,-0.1065
3.72970e-08,0.1217
3.73203e-08,0.3641
3.73435e-08,0.5573
3.73668e-08,0.6465
3.73901e-08,0.6530
3.74133e-08,0.6317
3.74366e-08,0.5965
3.74599e-08,0.5555
3.74831e-08,0.5370
3.75064e-08,0.5637
3.75297e-08,0.6254
3.75529e-08,0.6913
3.75762e-08,0.7374
3.75995e-08,0.7501
3.76227e-08,0.7261
3.76460e-08,0.6704
3.76693e-08,0.5970
3.76925e-08,0.5277
3.77158e-08,0.4865
3.77391e-08,0.4853
3.77623e-08,0.5171
3.77856e-08,0.5633
3.78089e-08,0.5960
3.78321e-08,0.5718
3.78554e-08,0.4480
3.78787e-08,0.2715
3.79019e-08,0.0796
3.79252e-08,-0.1548
3.79485e-08,-0.3990
3.79717e-08,-0.5792
3.79950e-08,-0.6485
3.80183e-08,-0.6478
3.80415e-08,-0.6289
3.80648e-08,-0.5925
3.80881e-08,-0.5500
3.81113e-08,-0.5368
3.81346e-08,-0.5718
3.81579e-08,-0.6365
3.81811e-08,-0.6999
3.82044e-08,-0.7415
3.82277e-08,-0.7488
3.82509e-08,-0.7188
3.82742e-08,-0.6595
3.82975e-08,-0.5855
3.83207e-08,-0.5178
3.83440e-08,-0.4810
3.83673e-08,-0.4868
3.83905e-08,-0.5238
3.84138e-08,-0.5689
3.84371e-08,-0.5962
3.84603e-08,-0.5618
3.84836e-08,-0.4284
3.85069e-08,-0.2464
3.85302e-08,-0.0464
3.85534e-08,0.1904
3.85767e-08,0.4285
3.86000e-08,0.5965
3.86232e-08,0.6553
3.86465e-08,0.6483
3.86698e-08,0.6238
3.86930e-08,0.5858
3.87163e-08,0.5468
3.87396e-08,0.5389
3.87628e-08,0.5783
3.87861e-08,0.6450
3.88094e-08,0.7075
3.88326e-08,0.7448
3.88559e-08,0.7472
3.88792e-08,0.7135
3.89024e-08,0.6510
3.89257e-08,0.5759
3.89490e-08,0.5119
3.89722e-08,0.4815
3.89955e-08,0.4912
3.90188e-08,0.5295
3.90420e-08,0.5752
3.90653e-08,0.5977
3.90886e-08,0.5475
3.91118e-08,0.4011
3.91351e-08,0.2210
3.91584e-08,0.0177
3.91816e-08,-0.2259
3.92049e-08,-0.4593
3.92282e-08,-0.6100
3.92514e-08,-0.6531
3.92747e-08,-0.6445
3.92980e-08,-0.6204
3.93212e-08,-0.5791
3.93445e-08,-0.5415
3.93678e-08,-0.5418
3.93910e-08,-0.5880
3.94143e-08,-0.6552
3.94376e-08,-0.7146
3.94608e-08,-0.7478
3.94841e-08,-0.7445
3.95074e-08,-0.7050
3.95306e-08,-0.6395
3.95539e-08,-0.5648
3.95772e-08,-0.5033
3.96004e-08,-0.4782
3.96237e-08,-0.4945
3.96470e-08,-0.5365
3.96702e-08,-0.5794
3.96935e-08,-0.5955
3.97168e-08,-0.5341
3.97400e-08,-0.3804
3.97633e-08,-0.1947
3.97866e-08,0.0149
3.98098e-08,0.2581
3.98331e-08,0.4833
3.98564e-08,0.6217
3.98796e-08,0.6559
3.99029e-08,0.6421
3.99262e-08,0.6143
3.99494e-08,0.5737
3.99727e-08,0.5404
3.99960e-08,0.5457
4.00192e-08,0.5957
4.00425e-08,0.6639
4.00658e-08,0.7208
4.00890e-08,0.7489
4.01123e-08,0.7411
4.01356e-08,0.6985
4.01588e-08,0.6306
4.01821e-08,0.5563
4.02054e-08,0.4999
4.02286e-08,0.4808
4.02519e-08,0.5000
4.02752e-08,0.5428
4.02984e-08,0.5858
4.03217e-08,0.5949
4.03450e-08,0.5166
4.03682e-08,0.3543
4.03915e-08,0.1706
4.04148e-08,-0.0438
4.04380e-08,-0.2914
4.04613e-08,-0.5100
4.04846e-08,-0.6303
4.05078e-08,-0.6527
4.05311e-08,-0.6388
4.05544e-08,-0.6106
4.05776e-08,-0.5674
4.06009e-08,-0.5370
4.06242e-08,-0.5505
4.06474e-08,-0.6055
4.06707e-08,-0.6730
4.06940e-08,-0.7268
4.07173e-08,-0.7507
4.07405e-08,-0.7370
4.07638e-08,-0.6893
4.07871e-08,-0.6196
4.08103e-08,-0.5460
4.08336e-08,-0.4924
4.08569e-08,-0.4790
4.08801e-08,-0.5044
4.09034e-08,-0.5490
4.09267e-08,-0.5874
4.09499e-08,-0.5871
4.09732e-08,-0.4963
4.09965e-08,-0.3278
4.10197e-08,-0.1392
4.10430e-08,0.0830
4.10663e-08,0.3283
4.10895e-08,0.5343
4.11128e-08,0.6404
4.11361e-08,0.6545
4.11593e-08,0.6366
4.11826e-08,0.6040
4.12059e-08,0.5617
4.12291e-08,0.5368
4.12524e-08,0.5560
4.12757e-08,0.6145
4.12989e-08,0.6817
4.13222e-08,0.7318
4.13455e-08,0.7503
4.13687e-08,0.7323
4.13920e-08,0.6812
4.14153e-08,0.6092
4.14385e-08,0.5373
4.14618e-08,0.4902
4.14851e-08,0.4829
4.15083e-08,0.5105
4.15316e-08,0.5560
4.15549e-08,0.5938
4.15781e-08,0.5848
4.16014e-08,0.4778
4.16247e-08,0.3034
4.16479e-08,0.1158
4.16712e-08,-0.1100
4.16945e-08,-0.3580
4.17177e-08,-0.5557
4.17410e-08,-0.6444
4.17643e-08,-0.6496
4.17875e-08,-0.6323
4.18108e-08,-0.6001
4.18341e-08,-0.5566
4.18573e-08,-0.5357
4.18806e-08,-0.5625
4.19039e-08,-0.6246
4.19271e-08,-0.6905
4.19504e-08,-0.7369
4.19737e-08,-0.7506
4.19969e-08,-0.7267
4.20202e-08,-0.6715
4.20435e-08,-0.5987
4.20667e-08,-0.5279
4.20900e-08,-0.4841
4.21133e-08,-0.4827
4.21365e-08,-0.5161
4.21598e-08,-0.5615
4.21831e-08,-0.5936
4.22063e-08,-0.5739
4.22296e-08,-0.4575
4.22529e-08,-0.2810
4.22761e-08,-0.0843
4.22994e-08,0.1476
4.23227e-08,0.3881
4.23459e-08,0.5720
4.23692e-08,0.6501
4.23925e-08,0.6518
4.24157e-08,0.6290
4.24390e-08,0.5922
4.24623e-08,0.5519
4.24855e-08,0.5376
4.25088e-08,0.5690
4.25321e-08,0.6325
4.25553e-08,0.6973
4.25786e-08,0.7404
4.26019e-08,0.7493
4.26251e-08,0.7216
4.26484e-08,0.6633
4.26717e-08,0.5891
4.26949e-08,0.5217
4.27182e-08,0.4844
4.27415e-08,0.4873
4.27647e-08,0.5216
4.27880e-08,0.5679
4.28113e-08,0.5973
4.28345e-08,0.5638
4.28578e-08,0.4307
4.28811e-08,0.2523
4.29043e-08,0.0573
4.29276e-08,-0.1809
4.29509e-08,-0.4224
4.29742e-08,-0.5921
4.29974e-08,-0.6506
4.30207e-08,-0.6463
4.30440e-08,-0.6261
4.30672e-08,-0.5879
4.30905e-08,-0.5466
4.31138e-08,-0.5382
4.31370e-08,-0.5777
4.31603e-08,-0.6436
4.31836e-08,-0.7056
4.32068e-08,-0.7441
4.32301e-08,-0.7474
4.32534e-08,-0.7138
4.32766e-08,-0.6522
4.32999e-08,-0.5777
4.33232e-08,-0.5120
4.33464e-08,-0.4795
4.33697e-08,-0.4895
4.33930e-08,-0.5286
4.34162e-08,-0.5731
4.34395e-08,-0.5967
4.34628e-08,-0.5525
4.34860e-08,-0.4109
4.35093e-08,-0.2273
4.35326e-08,-0.0237
4.35558e-08,0.2160
4.35791e-08,0.4500
4.36024e-08,0.6071
4.36256e-08,0.6563
4.36489e-08,0.6463
4.36722e-08,0.6204
4.36954e-08,0.5811
4.37187e-08,0.5439
4.37420e-08,0.5409
4.37652e-08,0.5845
4.37885e-08,0.6521
4.38118e-08,0.7127
4.38350e-08,0.7468
4.38583e-08,0.7454
4.38816e-08,0.7082
4.39048e-08,0.6434
4.39281e-08,0.5684
4.39514e-08,0.5070
4.39746e-08,0.4807
4.39979e-08,0.4941
4.40212e-08,0.5343
4.40444e-08,0.5792
4.40677e-08,0.5970
4.40910e-08,0.5361
4.41142e-08,0.3828
4.41375e-08,0.2017
4.41608e-08,-0.0059
4.41840e-08,-0.2518
4.42073e-08,-0.4799
4.42306e-08,-0.6189
4.42538e-08,-0.6533
4.42771e-08,-0.6426
4.43004e-08,-0.6168
4.43236e-08,-0.5745
4.43469e-08,-0.5393
4.43702e-08,-0.5447
4.43934e-08,-0.5946
4.44167e-08,-0.6621
4.44400e-08,-0.7195
4.44632e-08,-0.7492
4.44865e-08,-0.7419
4.45098e-08,-0.6991
4.45330e-08,-0.6319
4.45563e-08,-0.5573
4.45796e-08,-0.4987
4.46028e-08,-0.4781
4.46261e-08,-0.4981
4.46494e-08,-0.5414
4.46726e-08,-0.5830
4.46959e-08,-0.5940
4.47192e-08,-0.5221
4.47424e-08,-0.3619
4.47657e-08,-0.1748
4.47890e-08,0.0388
4.48122e-08,0.2831
4.48355e-08,0.5026
4.48588e-08,0.6297
4.48820e-08,0.6558
4.49053e-08,0.6398
4.49286e-08,0.6106
4.49518e-08,0.5695
4.49751e-08,0.5388
4.49984e-08,0.5490
4.50216e-08,0.6024
4.50449e-08,0.6707
4.50682e-08,0.7253
4.50914e-08,0.7499
4.51147e-08,0.7383
4.51380e-08,0.6925
4.51612e-08,0.6229
4.51845e-08,0.5492
4.52078e-08,0.4959
4.52310e-08,0.4811
4.52543e-08,0.5036
4.52776e-08,0.5475
4.53008e-08,0.5887
4.53241e-08,0.5914
4.53474e-08,0.5025
4.53707e-08,0.3358
4.53939e-08,0.1505
4.54172e-08,-0.0686
4.54405e-08,-0.3163
4.54637e-08,-0.5274
4.54870e-08,-0.6359
4.55103e-08,-0.6520
4.55335e-08,-0.6366
4.55568e-08,-0.6065
4.55801e-08,-0.5630
4.56033e-08,-0.5362
4.56266e-08,-0.5547
4.56499e-08,-0.6124
4.56731e-08,-0.6795
4.56964e-08,-0.7308
4.57197e-08,-0.7510
4.57429e-08,-0.7335
4.57662e-08,-0.6829
4.57895e-08,-0.6119
4.58127e-08,-0.5392
4.58360e-08,-0.4891
4.58593e-08,-0.4801
4.58825e-08,-0.5085
4.59058e-08,-0.5537
4.59291e-08,-0.5899
4.59523e-08,-0.5826
4.59756e-08,-0.4811
4.59989e-08,-0.3086
4.60221e-08,-0.1183
4.60454e-08,0.1080
4.60687e-08,0.3527
4.60919e-08,0.5508
4.61152e-08,0.6452
4.61385e-08,0.6533
4.61617e-08,0.6341
4.61850e-08,0.6000
4.62083e-08,0.5578
4.62315e-08,0.5365
4.62548e-08,0.5607
4.62781e-08,0.6216
4.63013e-08,0.6880
4.63246e-08,0.7353
4.63479e-08,0.7501
4.63711e-08,0.7284
4.63944e-08,0.6744
4.64177e-08,0.6014
4.64409e-08,0.5309
4.64642e-08,0.4876
4.64875e-08,0.4844
4.65107e-08,0.5148
4.65340e-08,0.5608
4.65573e-08,0.5960
4.65805e-08,0.5788
4.66038e-08,0.4617
4.66271e-08,0.2848
4.66503e-08,0.0947
4.66736e-08,-0.1355
4.66969e-08,-0.3820
4.67201e-08,-0.5703
4.67434e-08,-0.6477
4.67667e-08,-0.6484
4.67899e-08,-0.6299
4.68132e-08,-0.5957
4.68365e-08,-0.5527
4.68597e-08,-0.5361
4.68830e-08,-0.5678
4.69063e-08,-0.6317
4.69295e-08,-0.6964
4.69528e-08,-0.7401
4.69761e-08,-0.7499
4.69993e-08,-0.7223
4.70226e-08,-0.6645
4.70459e-08,-0.5909
4.70691e-08,-0.5218
4.70924e-08,-0.4819
4.71157e-08,-0.4848
4.71389e-08,-0.5206
4.71622e-08,-0.5658
4.71855e-08,-0.5946
4.72087e-08,-0.5660
4.72320e-08,-0.4398
4.72553e-08,-0.2606
4.72785e-08,-0.0610
4.73018e-08,0.1744
4.73251e-08,0.4124
4.73483e-08,0.5863
4.73716e-08,0.6532
4.73949e-08,0.6503
4.74181e-08,0.6260
4.74414e-08,0.5877
4.74647e-08,0.5485
4.74879e-08,0.5385
4.75112e-08,0.5747
4.75345e-08,0.6398
4.75577e-08,0.7033
4.75810e-08,0.7431
4.76043e-08,0.7481
4.76275e-08,0.7167
4.76508e-08,0.6558
4.76741e-08,0.5811
4.76973e-08,0.5158
4.77206e-08,0.4827
4.77439e-08,0.4896
4.77672e-08,0.5263
4.77904e-08,0.5725
4.78137e-08,0.5982
4.78370e-08,0.5549
4.78602e-08,0.4130
4.78835e-08,0.2332
4.79068e-08,0.0346
4.79300e-08,-0.2071
4.79533e-08,-0.4449
