.HEADER
..NAMES
Time,V U2.K7&K8
7.2128e-09,0.2914
7.2360e-09,0.3630
7.2593e-09,0.4612
7.2826e-09,0.5625
7.3058e-09,0.6743
7.3291e-09,0.7898
7.3524e-09,0.8765
7.3756e-09,0.9079
7.3989e-09,0.9007
7.4222e-09,0.8849
7.4454e-09,0.8701
7.4687e-09,0.8569
7.4920e-09,0.8555
7.5152e-09,0.8757
7.5385e-09,0.9090
7.5618e-09,0.9394
7.5850e-09,0.9558
7.6083e-09,0.9547
7.6316e-09,0.9367
7.6548e-09,0.9057
7.6781e-09,0.8717
7.7014e-09,0.8451
7.7246e-09,0.8333
7.7479e-09,0.8391
7.7712e-09,0.8595
7.7944e-09,0.8817
7.8177e-09,0.8851
7.8410e-09,0.8483
7.8642e-09,0.7695
7.8875e-09,0.6798
7.9108e-09,0.5757
7.9340e-09,0.4536
7.9573e-09,0.3446
7.9806e-09,0.2802
8.0038e-09,0.2660
8.0271e-09,0.2733
8.0504e-09,0.2886
8.0736e-09,0.3109
8.0969e-09,0.3264
8.1202e-09,0.3193
8.1435e-09,0.2905
8.1667e-09,0.2553
8.1900e-09,0.2267
8.2133e-09,0.2120
8.2365e-09,0.2156
8.2598e-09,0.2373
8.2831e-09,0.2711
8.3063e-09,0.3074
8.3296e-09,0.3348
8.3529e-09,0.3436
8.3761e-09,0.3322
8.3994e-09,0.3088
8.4227e-09,0.2849
8.4459e-09,0.2748
8.4692e-09,0.3062
8.4925e-09,0.3896
8.5157e-09,0.4891
8.5390e-09,0.5924
8.5623e-09,0.7069
8.5855e-09,0.8186
8.6088e-09,0.8916
8.6321e-09,0.9093
8.6553e-09,0.8975
8.6786e-09,0.8819
8.7019e-09,0.8674
8.7251e-09,0.8558
8.7484e-09,0.8596
8.7717e-09,0.8844
8.7949e-09,0.9182
8.8182e-09,0.9453
8.8415e-09,0.9568
8.8647e-09,0.9509
8.8880e-09,0.9289
8.9113e-09,0.8962
8.9345e-09,0.8635
8.9578e-09,0.8405
8.9811e-09,0.8335
9.0043e-09,0.8438
9.0276e-09,0.8663
9.0509e-09,0.8852
9.0741e-09,0.8802
9.0974e-09,0.8300
9.1207e-09,0.7456
9.1439e-09,0.6539
9.1672e-09,0.5433
9.1905e-09,0.4217
9.2137e-09,0.3219
9.2370e-09,0.2721
9.2603e-09,0.2665
9.2835e-09,0.2761
9.3068e-09,0.2937
9.3301e-09,0.3160
9.3533e-09,0.3264
9.3766e-09,0.3128
9.3999e-09,0.2808
9.4231e-09,0.2465
9.4464e-09,0.2212
9.4697e-09,0.2112
9.4929e-09,0.2199
9.5162e-09,0.2456
9.5395e-09,0.2810
9.5627e-09,0.3160
9.5860e-09,0.3391
9.6093e-09,0.3422
9.6325e-09,0.3266
9.6558e-09,0.3020
9.6791e-09,0.2803
9.7023e-09,0.2786
9.7256e-09,0.3259
9.7489e-09,0.4174
9.7721e-09,0.5163
9.7954e-09,0.6237
9.8187e-09,0.7396
9.8419e-09,0.8435
9.8652e-09,0.9004
9.8885e-09,0.9067
9.9117e-09,0.8930
9.9350e-09,0.8775
9.9583e-09,0.8630
9.9815e-09,0.8548
1.00048e-08,0.8651
1.00281e-08,0.8939
1.00513e-08,0.9268
1.00746e-08,0.9500
1.00979e-08,0.9567
1.01211e-08,0.9460
1.01444e-08,0.9201
1.01677e-08,0.8863
1.01909e-08,0.8556
1.02142e-08,0.8369
1.02375e-08,0.8350
1.02607e-08,0.8497
1.02840e-08,0.8733
1.03073e-08,0.8876
1.03305e-08,0.8724
1.03538e-08,0.8093
1.03771e-08,0.7212
1.04003e-08,0.6265
1.04236e-08,0.5106
1.04469e-08,0.3914
1.04702e-08,0.3033
1.04934e-08,0.2682
1.05167e-08,0.2697
1.05400e-08,0.2810
1.05632e-08,0.3004
1.05865e-08,0.3212
1.06098e-08,0.3253
1.06330e-08,0.3051
1.06563e-08,0.2706
1.06796e-08,0.2380
1.07028e-08,0.2166
1.07261e-08,0.2116
1.07494e-08,0.2256
1.07726e-08,0.2550
1.07959e-08,0.2914
1.08192e-08,0.3243
1.08424e-08,0.3423
1.08657e-08,0.3394
1.08890e-08,0.3200
1.09122e-08,0.2950
1.09355e-08,0.2764
1.09588e-08,0.2853
1.09820e-08,0.3474
1.10053e-08,0.4429
1.10286e-08,0.5441
1.10518e-08,0.6544
1.10751e-08,0.7696
1.10984e-08,0.8635
1.11216e-08,0.9051
1.11449e-08,0.9035
1.11682e-08,0.8879
1.11914e-08,0.8723
1.12147e-08,0.8588
1.12380e-08,0.8551
1.12612e-08,0.8713
1.12845e-08,0.9029
1.13078e-08,0.9345
1.13310e-08,0.9539
1.13543e-08,0.9558
1.13776e-08,0.9404
1.14008e-08,0.9113
1.14241e-08,0.8772
1.14474e-08,0.8489
1.14706e-08,0.8344
1.14939e-08,0.8373
1.15172e-08,0.8556
1.15404e-08,0.8788
1.15637e-08,0.8869
1.15870e-08,0.8588
1.16102e-08,0.7853
1.16335e-08,0.6968
1.16568e-08,0.5970
1.16800e-08,0.4762
1.17033e-08,0.3631
1.17266e-08,0.2895
1.17498e-08,0.2684
1.17731e-08,0.2734
1.17964e-08,0.2863
1.18196e-08,0.3079
1.18429e-08,0.3255
1.18662e-08,0.3223
1.18894e-08,0.2960
1.19127e-08,0.2606
1.19360e-08,0.2306
1.19592e-08,0.2133
1.19825e-08,0.2137
1.20058e-08,0.2327
1.20290e-08,0.2651
1.20523e-08,0.3018
1.20756e-08,0.3315
1.20988e-08,0.3436
1.21221e-08,0.3351
1.21454e-08,0.3128
1.21686e-08,0.2882
1.21919e-08,0.2740
1.22152e-08,0.2962
1.22384e-08,0.3724
1.22617e-08,0.4712
1.22850e-08,0.5733
1.23082e-08,0.6863
1.23315e-08,0.8004
1.23548e-08,0.8819
1.23780e-08,0.9080
1.24013e-08,0.8990
1.24246e-08,0.8831
1.24478e-08,0.8683
1.24711e-08,0.8558
1.24944e-08,0.8566
1.25176e-08,0.8788
1.25409e-08,0.9125
1.25642e-08,0.9418
1.25874e-08,0.9565
1.26107e-08,0.9535
1.26340e-08,0.9339
1.26572e-08,0.9020
1.26805e-08,0.8683
1.27038e-08,0.8430
1.27270e-08,0.8330
1.27503e-08,0.8406
1.27736e-08,0.8621
1.27968e-08,0.8832
1.28201e-08,0.8835
1.28434e-08,0.8415
1.28667e-08,0.7601
1.28899e-08,0.6699
1.29132e-08,0.5634
1.29365e-08,0.4409
1.29597e-08,0.3352
1.29830e-08,0.2766
1.30063e-08,0.2663
1.30295e-08,0.2746
1.30528e-08,0.2907
1.30761e-08,0.3131
1.30993e-08,0.3269
1.31226e-08,0.3172
1.31459e-08,0.2868
1.31691e-08,0.2517
1.31924e-08,0.2244
1.32157e-08,0.2114
1.32389e-08,0.2170
1.32622e-08,0.2403
1.32855e-08,0.2749
1.33087e-08,0.3108
1.33320e-08,0.3367
1.33553e-08,0.3433
1.33785e-08,0.3302
1.34018e-08,0.3062
1.34251e-08,0.2829
1.34483e-08,0.2755
1.34716e-08,0.3126
1.34949e-08,0.3996
1.35181e-08,0.4993
1.35414e-08,0.6036
1.35647e-08,0.7188
1.35879e-08,0.8284
1.36112e-08,0.8956
1.36345e-08,0.9087
1.36577e-08,0.8957
1.36810e-08,0.8802
1.37043e-08,0.8658
1.37275e-08,0.8551
1.37508e-08,0.8612
1.37741e-08,0.8877
1.37973e-08,0.9214
1.38206e-08,0.9473
1.38439e-08,0.9570
1.38671e-08,0.9493
1.38904e-08,0.9258
1.39137e-08,0.8926
1.39369e-08,0.8604
1.39602e-08,0.8389
1.39835e-08,0.8337
1.40067e-08,0.8457
1.40300e-08,0.8688
1.40533e-08,0.8861
1.40765e-08,0.8773
1.40998e-08,0.8220
1.41231e-08,0.7363
1.41463e-08,0.6435
1.41696e-08,0.5307
1.41929e-08,0.4097
1.42161e-08,0.3140
1.42394e-08,0.2699
1.42627e-08,0.2671
1.42859e-08,0.2775
1.43092e-08,0.2959
1.43325e-08,0.3179
1.43557e-08,0.3262
1.43790e-08,0.3102
1.44023e-08,0.2771
1.44255e-08,0.2433
1.44488e-08,0.2193
1.44721e-08,0.2111
1.44953e-08,0.2218
1.45186e-08,0.2489
1.45419e-08,0.2847
1.45651e-08,0.3190
1.45884e-08,0.3405
1.46117e-08,0.3414
1.46349e-08,0.3243
1.46582e-08,0.2995
1.46815e-08,0.2787
1.47047e-08,0.2807
1.47280e-08,0.3337
1.47513e-08,0.4275
1.47745e-08,0.5268
1.47978e-08,0.6351
1.48211e-08,0.7514
1.48443e-08,0.8522
1.48676e-08,0.9034
1.48909e-08,0.9061
1.49141e-08,0.8916
1.49374e-08,0.8763
1.49607e-08,0.8619
1.49839e-08,0.8548
1.50072e-08,0.8671
1.50305e-08,0.8971
1.50537e-08,0.9296
1.50770e-08,0.9513
1.51003e-08,0.9563
1.51236e-08,0.9440
1.51468e-08,0.9170
1.51701e-08,0.8831
1.51934e-08,0.8532
1.52166e-08,0.8359
1.52399e-08,0.8357
1.52632e-08,0.8516
1.52864e-08,0.8753
1.53097e-08,0.8874
1.53330e-08,0.8678
1.53562e-08,0.8004
1.53795e-08,0.7118
1.54028e-08,0.6155
1.54260e-08,0.4977
1.54493e-08,0.3802
1.54726e-08,0.2969
1.54958e-08,0.2669
1.55191e-08,0.2702
1.55424e-08,0.2821
1.55656e-08,0.3023
1.55889e-08,0.3224
1.56122e-08,0.3242
1.56354e-08,0.3019
1.56587e-08,0.2670
1.56820e-08,0.2353
1.57052e-08,0.2153
1.57285e-08,0.2122
1.57518e-08,0.2280
1.57750e-08,0.2585
1.57983e-08,0.2950
1.58216e-08,0.3268
1.58448e-08,0.3428
1.58681e-08,0.3379
1.58914e-08,0.3175
1.59146e-08,0.2926
1.59379e-08,0.2756
1.59612e-08,0.2893
1.59844e-08,0.3572
1.60077e-08,0.4537
1.60310e-08,0.5553
1.60542e-08,0.6668
1.60775e-08,0.7816
1.61008e-08,0.8711
1.61240e-08,0.9066
1.61473e-08,0.9021
1.61706e-08,0.8864
1.61938e-08,0.8709
1.62171e-08,0.8577
1.62404e-08,0.8556
1.62636e-08,0.8741
1.62869e-08,0.9065
1.63102e-08,0.9372
1.63334e-08,0.9548
1.63567e-08,0.9549
1.63800e-08,0.9379
1.64032e-08,0.9076
1.64265e-08,0.8737
1.64498e-08,0.8466
1.64730e-08,0.8338
1.64963e-08,0.8385
1.65196e-08,0.8581
1.65428e-08,0.8807
1.65661e-08,0.8861
1.65894e-08,0.8532
1.66126e-08,0.7765
1.66359e-08,0.6875
1.66592e-08,0.5854
1.66824e-08,0.4638
1.67057e-08,0.3533
1.67290e-08,0.2850
1.67522e-08,0.2681
1.67755e-08,0.2743
1.67988e-08,0.2881
1.68220e-08,0.3101
1.68453e-08,0.3262
1.68686e-08,0.3204
1.68918e-08,0.2925
1.69151e-08,0.2571
1.69384e-08,0.2281
1.69616e-08,0.2124
1.69849e-08,0.2147
1.70082e-08,0.2355
1.70314e-08,0.2688
1.70547e-08,0.3052
1.70780e-08,0.3336
1.71012e-08,0.3436
1.71245e-08,0.3332
1.71478e-08,0.3102
1.71710e-08,0.2859
1.71943e-08,0.2741
1.72176e-08,0.3017
1.72408e-08,0.3820
1.72641e-08,0.4810
1.72874e-08,0.5842
1.73106e-08,0.6980
1.73339e-08,0.8104
1.73572e-08,0.8865
1.73804e-08,0.9077
1.74037e-08,0.8972
1.74270e-08,0.8814
1.74502e-08,0.8666
1.74735e-08,0.8549
1.74968e-08,0.8580
1.75201e-08,0.8820
1.75433e-08,0.9158
1.75666e-08,0.9440
1.75899e-08,0.9569
1.76131e-08,0.9521
1.76364e-08,0.9309
1.76597e-08,0.8984
1.76829e-08,0.8652
1.77062e-08,0.8412
1.77295e-08,0.8330
1.77527e-08,0.8423
1.77760e-08,0.8646
1.77993e-08,0.8845
1.78225e-08,0.8815
1.78458e-08,0.8342
1.78691e-08,0.7505
1.78923e-08,0.6599
1.79156e-08,0.5509
1.79389e-08,0.4285
1.79621e-08,0.3263
1.79854e-08,0.2737
1.80087e-08,0.2669
1.80319e-08,0.2760
1.80552e-08,0.2929
1.80785e-08,0.3153
1.81017e-08,0.3272
1.81250e-08,0.3148
1.81483e-08,0.2831
1.81715e-08,0.2483
1.81948e-08,0.2222
1.82181e-08,0.2111
1.82413e-08,0.2186
1.82646e-08,0.2435
1.82879e-08,0.2787
1.83111e-08,0.3141
1.83344e-08,0.3384
1.83577e-08,0.3428
1.83809e-08,0.3279
1.84042e-08,0.3035
1.84275e-08,0.2809
1.84507e-08,0.2766
1.84740e-08,0.3196
1.84973e-08,0.4095
1.85205e-08,0.5093
1.85438e-08,0.6147
1.85671e-08,0.7306
1.85903e-08,0.8374
1.86136e-08,0.8987
1.86369e-08,0.9076
1.86601e-08,0.8937
1.86834e-08,0.8784
1.87067e-08,0.8641
1.87299e-08,0.8546
1.87532e-08,0.8630
1.87765e-08,0.8911
1.87997e-08,0.9246
1.88230e-08,0.9490
1.88463e-08,0.9569
1.88695e-08,0.9475
1.88928e-08,0.9226
1.89161e-08,0.8889
1.89393e-08,0.8575
1.89626e-08,0.8375
1.89859e-08,0.8342
1.90091e-08,0.8477
1.90324e-08,0.8712
1.90557e-08,0.8867
1.90789e-08,0.8738
1.91022e-08,0.8138
1.91255e-08,0.7270
1.91487e-08,0.6329
1.91720e-08,0.5179
1.91953e-08,0.3979
1.92185e-08,0.3066
1.92418e-08,0.2681
1.92651e-08,0.2678
1.92883e-08,0.2789
1.93116e-08,0.2982
1.93349e-08,0.3197
1.93581e-08,0.3258
1.93814e-08,0.3073
1.94047e-08,0.2734
1.94279e-08,0.2402
1.94512e-08,0.2176
1.94745e-08,0.2112
1.94977e-08,0.2237
1.95210e-08,0.2522
1.95443e-08,0.2884
1.95675e-08,0.3220
1.95908e-08,0.3415
1.96141e-08,0.3404
1.96373e-08,0.3220
1.96606e-08,0.2970
1.96839e-08,0.2774
1.97071e-08,0.2834
1.97304e-08,0.3421
1.97537e-08,0.4378
1.97769e-08,0.5376
1.98002e-08,0.6468
1.98235e-08,0.7632
1.98468e-08,0.8606
1.98700e-08,0.9060
1.98933e-08,0.9053
1.99166e-08,0.8901
1.99398e-08,0.8750
1.99631e-08,0.8608
1.99864e-08,0.8549
2.00096e-08,0.8693
2.00329e-08,0.9003
2.00562e-08,0.9324
2.00794e-08,0.9526
2.01027e-08,0.9558
2.01260e-08,0.9419
2.01492e-08,0.9138
2.01725e-08,0.8798
2.01958e-08,0.8509
2.02190e-08,0.8351
2.02423e-08,0.8365
2.02656e-08,0.8537
2.02888e-08,0.8772
2.03121e-08,0.8871
2.03354e-08,0.8626
2.03586e-08,0.7912
2.03819e-08,0.7024
2.04052e-08,0.6040
2.04284e-08,0.4845
2.04517e-08,0.3691
2.04750e-08,0.2912
2.04982e-08,0.2663
2.05215e-08,0.2709
2.05448e-08,0.2836
2.05680e-08,0.3048
2.05913e-08,0.3236
2.06146e-08,0.3227
2.06378e-08,0.2983
2.06611e-08,0.2632
2.06844e-08,0.2325
2.07076e-08,0.2141
2.07309e-08,0.2131
2.07542e-08,0.2307
2.07774e-08,0.2623
2.08007e-08,0.2989
2.08240e-08,0.3294
2.08472e-08,0.3432
2.08705e-08,0.3361
2.08938e-08,0.3147
2.09170e-08,0.2900
2.09403e-08,0.2748
2.09636e-08,0.2936
2.09868e-08,0.3668
2.10101e-08,0.4642
2.10334e-08,0.5665
2.10566e-08,0.6791
2.10799e-08,0.7929
2.11032e-08,0.8775
2.11264e-08,0.9072
2.11497e-08,0.9003
2.11730e-08,0.8845
2.11962e-08,0.8692
2.12195e-08,0.8566
2.12428e-08,0.8565
2.12660e-08,0.8772
2.12893e-08,0.9102
2.13126e-08,0.9399
2.13358e-08,0.9558
2.13591e-08,0.9539
2.13824e-08,0.9351
2.14056e-08,0.9039
2.14289e-08,0.8702
2.14522e-08,0.8443
2.14754e-08,0.8333
2.14987e-08,0.8398
2.15220e-08,0.8606
2.15452e-08,0.8824
2.15685e-08,0.8851
2.15918e-08,0.8472
2.16150e-08,0.7676
2.16383e-08,0.6780
2.16616e-08,0.5735
2.16848e-08,0.4514
2.17081e-08,0.3438
2.17314e-08,0.2809
2.17546e-08,0.2679
2.17779e-08,0.2752
2.18012e-08,0.2900
2.18244e-08,0.3122
2.18477e-08,0.3266
2.18710e-08,0.3184
2.18942e-08,0.2890
2.19175e-08,0.2537
2.19408e-08,0.2258
2.19640e-08,0.2117
2.19873e-08,0.2160
2.20106e-08,0.2383
2.20338e-08,0.2724
2.20571e-08,0.3085
2.20804e-08,0.3354
2.21037e-08,0.3433
2.21269e-08,0.3312
2.21502e-08,0.3076
2.21735e-08,0.2839
2.21967e-08,0.2746
2.22200e-08,0.3078
2.22433e-08,0.3916
2.22665e-08,0.4908
2.22898e-08,0.5949
2.23131e-08,0.7096
2.23363e-08,0.8198
2.23596e-08,0.8904
2.23829e-08,0.9071
2.24061e-08,0.8954
2.24294e-08,0.8797
2.24527e-08,0.8651
2.24759e-08,0.8544
2.24992e-08,0.8597
2.25225e-08,0.8853
2.25457e-08,0.9191
2.25690e-08,0.9459
2.25923e-08,0.9571
2.26155e-08,0.9505
2.26388e-08,0.9278
2.26621e-08,0.8947
2.26853e-08,0.8621
2.27086e-08,0.8396
2.27319e-08,0.8333
2.27551e-08,0.8442
2.27784e-08,0.8672
2.28017e-08,0.8855
2.28249e-08,0.8789
2.28482e-08,0.8263
2.28715e-08,0.7409
2.28947e-08,0.6496
2.29180e-08,0.5382
2.29413e-08,0.4162
2.29645e-08,0.3180
2.29878e-08,0.2713
2.30111e-08,0.2677
2.30343e-08,0.2774
2.30576e-08,0.2952
2.30809e-08,0.3174
2.31041e-08,0.3272
2.31274e-08,0.3122
2.31507e-08,0.2792
2.31739e-08,0.2449
2.31972e-08,0.2201
2.32205e-08,0.2108
2.32437e-08,0.2204
2.32670e-08,0.2467
2.32903e-08,0.2826
2.33135e-08,0.3174
2.33368e-08,0.3399
2.33601e-08,0.3420
2.33833e-08,0.3257
2.34066e-08,0.3008
2.34299e-08,0.2791
2.34531e-08,0.2783
2.34764e-08,0.3270
2.34997e-08,0.4194
2.35229e-08,0.5193
2.35462e-08,0.6258
2.35695e-08,0.7422
2.35927e-08,0.8459
2.36160e-08,0.9013
2.36393e-08,0.9063
2.36625e-08,0.8918
2.36858e-08,0.8767
2.37091e-08,0.8625
2.37323e-08,0.8543
2.37556e-08,0.8651
2.37789e-08,0.8946
2.38021e-08,0.9277
2.38254e-08,0.9506
2.38487e-08,0.9567
2.38719e-08,0.9455
2.38952e-08,0.9193
2.39185e-08,0.8854
2.39417e-08,0.8548
2.39650e-08,0.8363
2.39883e-08,0.8348
2.40115e-08,0.8499
2.40348e-08,0.8735
2.40581e-08,0.8870
2.40813e-08,0.8698
2.41046e-08,0.8052
2.41279e-08,0.7175
2.41511e-08,0.6219
2.41744e-08,0.5049
2.41977e-08,0.3864
2.42209e-08,0.3000
2.42442e-08,0.2669
2.42675e-08,0.2687
2.42907e-08,0.2805
2.43140e-08,0.3006
2.43373e-08,0.3214
2.43605e-08,0.3250
2.43838e-08,0.3041
2.44071e-08,0.2696
2.44303e-08,0.2372
2.44536e-08,0.2160
2.44769e-08,0.2116
2.45002e-08,0.2260
2.45234e-08,0.2558
2.45467e-08,0.2923
2.45700e-08,0.3248
2.45932e-08,0.3424
2.46165e-08,0.3391
2.46398e-08,0.3194
2.46630e-08,0.2943
2.46863e-08,0.2761
2.47096e-08,0.2867
2.47328e-08,0.3511
2.47561e-08,0.4484
2.47794e-08,0.5485
2.48026e-08,0.6588
2.48259e-08,0.7752
2.48492e-08,0.8684
2.48724e-08,0.9078
2.48957e-08,0.9040
2.49190e-08,0.8884
2.49422e-08,0.8735
2.49655e-08,0.8595
2.49888e-08,0.8552
2.50120e-08,0.8719
