.HEADER
..NAMES
Time,V U2.L3
.DATA
1.00281e-08,1.2023
1.00513e-08,1.2000
1.00746e-08,1.1984
1.00979e-08,1.1975
1.01211e-08,1.1972
1.01444e-08,1.1976
1.01677e-08,1.1993
1.01909e-08,1.2024
1.02142e-08,1.2061
1.02375e-08,1.2090
1.02607e-08,1.2098
1.02840e-08,1.2083
1.03073e-08,1.2044
1.03305e-08,1.1878
1.03538e-08,1.1414
1.03771e-08,1.0398
1.04003e-08,0.8883
1.04236e-08,0.7336
1.04469e-08,0.5960
1.04702e-08,0.4499
1.04934e-08,0.2943
1.05167e-08,0.1530
1.05400e-08,0.0433
1.05632e-08,-0.0317
1.05865e-08,-0.0758
1.06098e-08,-0.0998
1.06330e-08,-0.1174
1.06563e-08,-0.1369
1.06796e-08,-0.1596
1.07028e-08,-0.1775
1.07261e-08,-0.1813
1.07494e-08,-0.1711
1.07726e-08,-0.1542
1.07959e-08,-0.1330
1.08192e-08,-0.0959
1.08424e-08,-0.0354
1.08657e-08,0.0329
1.08890e-08,0.0879
1.09122e-08,0.1236
1.09355e-08,0.1452
1.09588e-08,0.1564
1.09820e-08,0.1586
1.10053e-08,0.1523
1.10286e-08,0.1378
1.10518e-08,0.1164
1.10751e-08,0.0928
1.10984e-08,0.0740
1.11216e-08,0.0656
1.11449e-08,0.0656
1.11682e-08,0.0639
1.11914e-08,0.0521
1.12147e-08,0.0316
1.12380e-08,0.0098
1.12612e-08,-0.0103
1.12845e-08,-0.0317
1.13078e-08,-0.0544
1.13310e-08,-0.0726
1.13543e-08,-0.0805
1.13776e-08,-0.0766
1.14008e-08,-0.0634
1.14241e-08,-0.0461
1.14474e-08,-0.0299
1.14706e-08,-0.0180
1.14939e-08,-0.0100
1.15172e-08,-0.0032
1.15404e-08,0.0036
1.15637e-08,0.0082
1.15870e-08,0.0118
1.16102e-08,0.0299
1.16335e-08,0.0975
1.16568e-08,0.2318
1.16800e-08,0.3865
1.17033e-08,0.5264
1.17266e-08,0.6704
1.17498e-08,0.8239
1.17731e-08,0.9658
1.17964e-08,1.0788
1.18196e-08,1.1563
1.18429e-08,1.1997
1.18662e-08,1.2173
