.HEADER
..NAMES
Time,V U1.G2
.DATA
6.1632e-09,0.0850
6.1728e-09,0.0191
6.1824e-09,-0.0407
6.1921e-09,-0.0937
6.2017e-09,-0.1397
6.2114e-09,-0.1785
6.2210e-09,-0.2098
6.2307e-09,-0.2331
6.2403e-09,-0.2491
6.2500e-09,-0.2590
6.2596e-09,-0.2636
6.2693e-09,-0.2636
6.2789e-09,-0.2602
6.2885e-09,-0.2544
6.2982e-09,-0.2469
6.3078e-09,-0.2384
6.3175e-09,-0.2298
6.3271e-09,-0.2216
6.3368e-09,-0.2145
6.3464e-09,-0.2089
6.3561e-09,-0.2053
6.3657e-09,-0.2042
6.3753e-09,-0.2055
6.3850e-09,-0.2092
6.3946e-09,-0.2149
6.4043e-09,-0.2222
6.4139e-09,-0.2306
6.4236e-09,-0.2393
6.4332e-09,-0.2479
6.4429e-09,-0.2558
6.4525e-09,-0.2627
6.4621e-09,-0.2682
6.4718e-09,-0.2720
6.4814e-09,-0.2740
6.4911e-09,-0.2741
6.5007e-09,-0.2723
6.5104e-09,-0.2688
6.5200e-09,-0.2640
6.5297e-09,-0.2579
6.5393e-09,-0.2510
6.5490e-09,-0.2436
6.5586e-09,-0.2357
6.5682e-09,-0.2278
6.5779e-09,-0.2200
6.5875e-09,-0.2124
6.5972e-09,-0.2051
6.6068e-09,-0.1980
6.6165e-09,-0.1911
6.6261e-09,-0.1840
6.6358e-09,-0.1766
6.6454e-09,-0.1687
6.6550e-09,-0.1602
6.6647e-09,-0.1511
6.6743e-09,-0.1413
6.6840e-09,-0.1309
6.6936e-09,-0.1202
6.7033e-09,-0.1092
6.7129e-09,-0.0981
6.7226e-09,-0.0868
6.7322e-09,-0.0754
6.7419e-09,-0.0640
6.7515e-09,-0.0527
6.7611e-09,-0.0415
6.7708e-09,-0.0305
6.7804e-09,-0.0199
6.7901e-09,-0.0098
6.7997e-09,-0.0001
6.8094e-09,0.0090
6.8190e-09,0.0176
6.8287e-09,0.0253
6.8383e-09,0.0323
6.8480e-09,0.0385
6.8576e-09,0.0437
6.8672e-09,0.0480
6.8769e-09,0.0513
6.8865e-09,0.0537
6.8962e-09,0.0552
6.9058e-09,0.0558
6.9155e-09,0.0555
6.9251e-09,0.0544
6.9348e-09,0.0527
6.9444e-09,0.0505
6.9540e-09,0.0483
6.9637e-09,0.0463
6.9733e-09,0.0446
6.9830e-09,0.0436
6.9926e-09,0.0432
7.0023e-09,0.0437
7.0119e-09,0.0447
7.0216e-09,0.0464
7.0312e-09,0.0485
7.0409e-09,0.0509
7.0505e-09,0.0535
7.0601e-09,0.0562
7.0698e-09,0.0589
7.0794e-09,0.0613
7.0891e-09,0.0635
7.0987e-09,0.0652
7.1084e-09,0.0666
7.1180e-09,0.0674
7.1277e-09,0.0679
7.1373e-09,0.0680
7.1469e-09,0.0676
7.1566e-09,0.0669
7.1662e-09,0.0657
7.1759e-09,0.0643
7.1855e-09,0.0625
7.1952e-09,0.0606
7.2048e-09,0.0585
7.2145e-09,0.0562
7.2241e-09,0.0536
7.2338e-09,0.0511
7.2434e-09,0.0492
7.2530e-09,0.0482
7.2627e-09,0.0479
7.2723e-09,0.0493
7.2820e-09,0.0533
7.2916e-09,0.0611
7.3013e-09,0.0733
7.3109e-09,0.0906
7.3206e-09,0.1138
7.3302e-09,0.1429
7.3398e-09,0.1781
7.3495e-09,0.2192
7.3591e-09,0.2663
7.3688e-09,0.3184
7.3784e-09,0.3746
7.3881e-09,0.4337
7.3977e-09,0.4948
7.4074e-09,0.5566
7.4170e-09,0.6180
7.4266e-09,0.6777
7.4363e-09,0.7351
7.4459e-09,0.7893
7.4556e-09,0.8395
7.4652e-09,0.8853
7.4749e-09,0.9266
7.4845e-09,0.9632
7.4942e-09,0.9950
7.5038e-09,1.0223
7.5135e-09,1.0456
7.5231e-09,1.0653
7.5327e-09,1.0818
7.5424e-09,1.0955
7.5520e-09,1.1070
7.5617e-09,1.1164
7.5713e-09,1.1240
7.5810e-09,1.1300
7.5906e-09,1.1348
7.6003e-09,1.1387
7.6099e-09,1.1419
7.6196e-09,1.1450
7.6292e-09,1.1481
7.6388e-09,1.1516
7.6485e-09,1.1556
7.6581e-09,1.1602
7.6678e-09,1.1655
7.6774e-09,1.1717
7.6871e-09,1.1786
7.6967e-09,1.1863
7.7064e-09,1.1943
7.7160e-09,1.2024
7.7256e-09,1.2101
7.7353e-09,1.2173
7.7449e-09,1.2235
7.7546e-09,1.2288
7.7642e-09,1.2329
7.7739e-09,1.2357
7.7835e-09,1.2371
7.7932e-09,1.2371
7.8028e-09,1.2358
7.8125e-09,1.2331
7.8221e-09,1.2293
7.8317e-09,1.2245
7.8414e-09,1.2190
7.8510e-09,1.2130
7.8607e-09,1.2066
7.8703e-09,1.2000
7.8800e-09,1.1933
7.8896e-09,1.1865
7.8993e-09,1.1795
7.9089e-09,1.1724
7.9185e-09,1.1653
7.9282e-09,1.1581
7.9378e-09,1.1511
7.9475e-09,1.1443
7.9571e-09,1.1378
7.9668e-09,1.1318
7.9764e-09,1.1264
7.9861e-09,1.1218
7.9957e-09,1.1183
8.0054e-09,1.1159
8.0150e-09,1.1149
8.0246e-09,1.1151
8.0343e-09,1.1166
8.0439e-09,1.1190
8.0536e-09,1.1223
8.0632e-09,1.1263
8.0729e-09,1.1309
8.0825e-09,1.1358
8.0922e-09,1.1409
8.1018e-09,1.1461
8.1114e-09,1.1512
8.1211e-09,1.1559
8.1307e-09,1.1603
8.1404e-09,1.1643
8.1500e-09,1.1677
8.1597e-09,1.1708
8.1693e-09,1.1735
8.1790e-09,1.1760
8.1886e-09,1.1782
8.1983e-09,1.1802
8.2079e-09,1.1820
8.2175e-09,1.1836
8.2272e-09,1.1850
8.2368e-09,1.1861
8.2465e-09,1.1870
8.2561e-09,1.1877
8.2658e-09,1.1881
8.2754e-09,1.1883
8.2851e-09,1.1882
8.2947e-09,1.1878
8.3043e-09,1.1874
8.3140e-09,1.1869
8.3236e-09,1.1867
8.3333e-09,1.1867
8.3429e-09,1.1871
8.3526e-09,1.1879
8.3622e-09,1.1890
8.3719e-09,1.1905
8.3815e-09,1.1923
8.3911e-09,1.1944
8.4008e-09,1.1966
8.4104e-09,1.1990
8.4201e-09,1.2013
8.4297e-09,1.2037
8.4394e-09,1.2059
8.4490e-09,1.2078
8.4587e-09,1.2095
8.4683e-09,1.2108
8.4780e-09,1.2113
8.4876e-09,1.2102
8.4972e-09,1.2066
8.5069e-09,1.1991
8.5165e-09,1.1865
8.5262e-09,1.1678
8.5358e-09,1.1421
8.5455e-09,1.1085
8.5551e-09,1.0662
8.5648e-09,1.0146
8.5744e-09,0.9541
8.5840e-09,0.8852
8.5937e-09,0.8084
8.6033e-09,0.7249
8.6130e-09,0.6365
8.6226e-09,0.5449
8.6323e-09,0.4516
8.6419e-09,0.3584
8.6516e-09,0.2673
8.6612e-09,0.1800
8.6709e-09,0.0980
8.6805e-09,0.0228
8.6901e-09,-0.0446
8.6998e-09,-0.1035
8.7094e-09,-0.1536
8.7191e-09,-0.1942
8.7287e-09,-0.2250
8.7384e-09,-0.2467
8.7480e-09,-0.2604
8.7577e-09,-0.2675
8.7673e-09,-0.2692
8.7769e-09,-0.2666
8.7866e-09,-0.2610
8.7962e-09,-0.2532
8.8059e-09,-0.2441
8.8155e-09,-0.2346
8.8252e-09,-0.2256
8.8348e-09,-0.2174
8.8445e-09,-0.2105
8.8541e-09,-0.2053
8.8638e-09,-0.2020
8.8734e-09,-0.2008
8.8830e-09,-0.2019
8.8927e-09,-0.2054
8.9023e-09,-0.2111
8.9120e-09,-0.2187
8.9216e-09,-0.2279
8.9313e-09,-0.2378
8.9409e-09,-0.2478
8.9506e-09,-0.2574
8.9602e-09,-0.2660
8.9698e-09,-0.2733
8.9795e-09,-0.2791
8.9891e-09,-0.2830
8.9988e-09,-0.2849
9.0084e-09,-0.2847
9.0181e-09,-0.2825
9.0277e-09,-0.2783
9.0374e-09,-0.2724
9.0470e-09,-0.2651
9.0567e-09,-0.2569
9.0663e-09,-0.2483
9.0759e-09,-0.2397
9.0856e-09,-0.2314
9.0952e-09,-0.2234
9.1049e-09,-0.2158
9.1145e-09,-0.2084
9.1242e-09,-0.2012
9.1338e-09,-0.1942
9.1435e-09,-0.1871
9.1531e-09,-0.1798
9.1627e-09,-0.1721
9.1724e-09,-0.1636
9.1820e-09,-0.1542
9.1917e-09,-0.1438
9.2013e-09,-0.1324
9.2110e-09,-0.1204
9.2206e-09,-0.1078
9.2303e-09,-0.0948
9.2399e-09,-0.0817
9.2496e-09,-0.0685
9.2592e-09,-0.0553
9.2688e-09,-0.0423
9.2785e-09,-0.0297
9.2881e-09,-0.0178
9.2978e-09,-0.0065
9.3074e-09,0.0037
9.3171e-09,0.0129
9.3267e-09,0.0210
9.3364e-09,0.0281
9.3460e-09,0.0344
9.3556e-09,0.0398
9.3653e-09,0.0445
9.3749e-09,0.0484
9.3846e-09,0.0515
9.3942e-09,0.0536
9.4039e-09,0.0547
9.4135e-09,0.0550
9.4232e-09,0.0545
9.4328e-09,0.0534
9.4425e-09,0.0518
9.4521e-09,0.0498
9.4617e-09,0.0475
9.4714e-09,0.0452
9.4810e-09,0.0430
9.4907e-09,0.0413
9.5003e-09,0.0403
9.5100e-09,0.0402
9.5196e-09,0.0410
9.5293e-09,0.0427
9.5389e-09,0.0450
9.5486e-09,0.0478
9.5582e-09,0.0510
9.5678e-09,0.0543
9.5775e-09,0.0577
9.5871e-09,0.0610
9.5968e-09,0.0642
9.6064e-09,0.0670
9.6161e-09,0.0692
9.6257e-09,0.0708
9.6354e-09,0.0716
9.6450e-09,0.0717
9.6546e-09,0.0710
9.6643e-09,0.0699
9.6739e-09,0.0683
9.6836e-09,0.0665
9.6932e-09,0.0644
9.7029e-09,0.0623
9.7125e-09,0.0600
9.7222e-09,0.0576
9.7318e-09,0.0551
9.7415e-09,0.0526
9.7511e-09,0.0501
9.7607e-09,0.0476
9.7704e-09,0.0449
9.7800e-09,0.0421
9.7897e-09,0.0390
9.7993e-09,0.0358
