"Net Name","Pass/Fail","Operation","Driver Comp Ref Des & Pin Name","Receiver Comp Ref Des & Pin Name","Associated Clk/Strobe Net Name","Associated Clk/Strobe Driver Comp Ref Des & Pin Name","Associated Clk/Strobe Receiver Comp Ref Des & Pin Name","Clk/Strobe Crossing Threshold Time, [ns]","Average Center Voltage, Vcent(pin_mid), [mV]","Upper Eye Mask, Vcent(pin_mid) + VdIVW_Total/2, [mV]","Lower Eye Mask, Vcent(pin_mid) - VdIVW_Total/2, [mV]","Half Eye-Mask Width, TdIVW/2, [ps]","Output Delay Uncertainty, [ps]","Measured Setup Time, [ps]","Setup Time Margin, [ps]","Setup Time Margin with Output Delay Uncertainty, [ps]","Measured Hold Time, [ps]","Hold Time Margin, [ps]","Hold Time Margin with Output Delay Uncertainty, [ps]","Min Voltage Above/Below Eye-Mask, [mV]","Peak Voltage Above/Below Vcent(pin_mid), [mV]","VIHL_AC/2 Limit, [mV]","Peak Voltage Above/Below Vcent(pin_mid) Margin, [mV]","Vcent(pin_mid) to Vcent(pin_mid) Pulse Width, [ps]","Pulse Width Limit, tdIPW, [ps]","Pulse Width Margin, [ps]","Pulse Width Margin with Output Delay Uncertainty, [ps]","Min Slew Rate, [V/ns]","Min Slew Rate Limit, SRIN_VdIVW_min, [V/ns]","Min Slew Rate Margin, [V/ns]","Max Slew Rate, [V/ns]","Max Slew Rate Limit, SRIN_VdIVW_max, [V/ns]","Max Slew Rate Margin, [V/ns]","Min Slew Rate (2), [V/ns]","Min Slew Rate (2) Limit, SRIN_VdIVW_min, [V/ns]","Min Slew Rate (2) Margin, [V/ns]","Max Slew Rate (2), [V/ns]","Max Slew Rate (2) Limit, SRIN_VdIVW_max, [V/ns]","Max Slew Rate (2) Margin, [V/ns]","Eye Mask Shape"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7"," 5.850"," 691.7"," 756.7"," 626.7","    42","   6.0"," 102.1","  60.5","  54.5","N/A","N/A","N/A","403.508"," 753.7","  80.0"," 673.7","N/A","N/A","N/A","N/A"," 6.818"," 1.000"," 5.818"," 6.818"," 9.000"," 2.182"," 6.677"," 1.364"," 5.313"," 6.677"," 9.000"," 2.323","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7"," 6.266"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","286.104"," 679.9","  80.0"," 599.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7"," 6.683"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","434.834"," 572.2","  80.0"," 492.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7"," 7.099"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","415.899"," 571.6","  80.0"," 491.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7"," 7.516"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","437.849"," 526.9","  80.0"," 446.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7"," 7.932"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A"," 242.3"," 200.6"," 194.6","447.016"," 517.4","  80.0"," 437.4","N/A","N/A","N/A","N/A"," 5.255"," 1.000"," 4.255"," 5.255"," 9.000"," 3.745","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7"," 8.349"," 691.7"," 756.7"," 626.7","    42","   6.0"," 149.3"," 107.7"," 101.7"," 294.8"," 253.1"," 247.1","556.174"," 843.6","  80.0"," 763.6"," 464.9","   242"," 223.3"," 211.3"," 5.255"," 1.000"," 4.255"," 6.749"," 9.000"," 2.251"," 6.009"," 1.051"," 4.958"," 6.009"," 9.000"," 2.991","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7"," 8.765"," 691.7"," 756.7"," 626.7","    42","   6.0"," 102.7","  61.0","  55.0"," 268.8"," 227.2"," 221.2","399.721"," 756.7","  80.0"," 676.7"," 390.1","   242"," 148.6"," 136.6"," 6.749"," 1.000"," 5.749"," 7.173"," 9.000"," 1.827"," 6.561"," 1.350"," 5.211"," 6.561"," 9.000"," 2.439","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7"," 9.182"," 691.7"," 756.7"," 626.7","    42","   6.0"," 129.4","  87.7","  81.7"," 297.1"," 255.4"," 249.4","572.175","1007.6","  80.0"," 927.6"," 444.9","   242"," 203.3"," 191.3"," 7.078"," 1.000"," 6.078"," 7.173"," 9.000"," 1.827"," 6.646"," 1.435"," 5.211"," 6.646"," 9.000"," 2.354","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7"," 9.598"," 691.7"," 756.7"," 626.7","    42","   6.0"," 101.3","  59.6","  53.6","N/A","N/A","N/A","402.659"," 800.7","  80.0"," 720.7","N/A","N/A","N/A","N/A"," 7.078"," 1.000"," 6.078"," 7.078"," 9.000"," 1.922"," 7.056"," 1.416"," 5.640"," 7.056"," 9.000"," 1.944","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","10.015"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A"," 220.4"," 178.7"," 172.7","259.472"," 731.3","  80.0"," 651.3","N/A","N/A","N/A","N/A"," 3.179"," 1.000"," 2.179"," 3.179"," 9.000"," 5.821","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","10.431"," 691.7"," 756.7"," 626.7","    42","   6.0"," 155.4"," 113.8"," 107.8"," 294.8"," 253.2"," 247.2","537.370"," 770.5","  80.0"," 690.5"," 475.7","   242"," 234.1"," 222.1"," 3.179"," 1.000"," 2.179"," 6.131"," 9.000"," 2.869"," 5.082"," 0.636"," 4.446"," 5.082"," 9.000"," 3.918","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","10.848"," 691.7"," 756.7"," 626.7","    42","   6.0"," 100.3","  58.7","  52.7","N/A","N/A","N/A","366.624"," 737.8","  80.0"," 657.8","N/A","N/A","N/A","N/A"," 6.131"," 1.000"," 5.131"," 6.131"," 9.000"," 2.869"," 6.037"," 1.226"," 4.810"," 6.037"," 9.000"," 2.963","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","11.265"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A"," 223.5"," 181.9"," 175.9","306.373"," 665.3","  80.0"," 585.3","N/A","N/A","N/A","N/A"," 3.359"," 1.000"," 2.359"," 3.359"," 9.000"," 5.641","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","11.681"," 691.7"," 756.7"," 626.7","    42","   6.0"," 154.1"," 112.5"," 106.5","N/A","N/A","N/A","546.291"," 814.7","  80.0"," 734.7","N/A","N/A","N/A","N/A"," 3.359"," 1.000"," 2.359"," 3.359"," 9.000"," 5.641"," 5.066"," 0.672"," 4.394"," 5.066"," 9.000"," 3.934","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","12.098"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A"," 300.7"," 259.1"," 253.1","555.914"," 824.6","  80.0"," 744.6","N/A","N/A","N/A","N/A"," 5.236"," 1.000"," 4.236"," 5.236"," 9.000"," 3.764","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","12.514"," 691.7"," 756.7"," 626.7","    42","   6.0","  90.8","  49.2","  43.2","N/A","N/A","N/A","241.670"," 558.5","  80.0"," 478.5","N/A","N/A","N/A","N/A"," 5.236"," 1.000"," 4.236"," 5.236"," 9.000"," 3.764"," 4.915"," 1.047"," 3.868"," 4.915"," 9.000"," 4.085","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","12.931"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A"," 234.9"," 193.3"," 187.3","356.388"," 590.1","  80.0"," 510.1","N/A","N/A","N/A","N/A"," 4.332"," 1.000"," 3.332"," 4.332"," 9.000"," 4.668","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","13.347"," 691.7"," 756.7"," 626.7","    42","   6.0"," 151.4"," 109.8"," 103.8"," 293.7"," 252.0"," 246.0","580.867"," 833.9","  80.0"," 753.9"," 467.9","   242"," 226.4"," 214.4"," 4.332"," 1.000"," 3.332"," 6.233"," 9.000"," 2.767"," 5.642"," 0.866"," 4.775"," 5.642"," 9.000"," 3.358","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","13.764"," 691.7"," 756.7"," 626.7","    42","   6.0"," 102.2","  60.5","  54.5","N/A","N/A","N/A","373.002"," 760.1","  80.0"," 680.1","N/A","N/A","N/A","N/A"," 6.233"," 1.000"," 5.233"," 6.233"," 9.000"," 2.767"," 6.048"," 1.247"," 4.801"," 6.048"," 9.000"," 2.952","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","14.180"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","303.543"," 674.3","  80.0"," 594.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","14.597"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","446.694"," 562.4","  80.0"," 482.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","15.013"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","418.657"," 562.4","  80.0"," 482.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","15.430"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","436.957"," 523.8","  80.0"," 443.8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","15.846"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A"," 241.6"," 199.9"," 193.9","446.764"," 514.2","  80.0"," 434.2","N/A","N/A","N/A","N/A"," 5.179"," 1.000"," 4.179"," 5.179"," 9.000"," 3.821","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","16.263"," 691.7"," 756.7"," 626.7","    42","   6.0"," 150.0"," 108.4"," 102.4","N/A","N/A","N/A","556.802"," 871.0","  80.0"," 791.0","N/A","N/A","N/A","N/A"," 5.179"," 1.000"," 4.179"," 5.179"," 9.000"," 3.821"," 5.974"," 1.036"," 4.938"," 5.974"," 9.000"," 3.026","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","16.679"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","533.206"," 877.1","  80.0"," 797.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","17.096"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","589.446"," 740.0","  80.0"," 660.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","17.512"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","621.728"," 732.5","  80.0"," 652.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","17.929"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","622.342"," 696.8","  80.0"," 616.8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","18.345"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A"," 299.9"," 258.3"," 252.3","628.062"," 700.1","  80.0"," 620.1","N/A","N/A","N/A","N/A"," 5.342"," 1.000"," 4.342"," 5.342"," 9.000"," 3.658","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","18.762"," 691.7"," 756.7"," 626.7","    42","   6.0","  92.5","  50.8","  44.8","N/A","N/A","N/A","243.665"," 601.2","  80.0"," 521.2","N/A","N/A","N/A","N/A"," 5.342"," 1.000"," 4.342"," 5.342"," 9.000"," 3.658"," 5.045"," 1.068"," 3.977"," 5.045"," 9.000"," 3.955","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","19.178"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A"," 229.1"," 187.5"," 181.5","339.894"," 621.2","  80.0"," 541.2","N/A","N/A","N/A","N/A"," 3.882"," 1.000"," 2.882"," 3.882"," 9.000"," 5.118","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","19.595"," 691.7"," 756.7"," 626.7","    42","   6.0"," 154.2"," 112.5"," 106.5","N/A","N/A","N/A","572.775"," 831.6","  80.0"," 751.6","N/A","N/A","N/A","N/A"," 3.882"," 1.000"," 2.882"," 3.882"," 9.000"," 5.118"," 5.423"," 0.776"," 4.646"," 5.423"," 9.000"," 3.577","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","20.011"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","542.745"," 842.1","  80.0"," 762.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","20.428"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","587.737"," 735.5","  80.0"," 655.5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","20.844"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","612.832"," 736.0","  80.0"," 656.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","21.261"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A"," 299.3"," 257.6"," 251.6","620.564"," 700.8","  80.0"," 620.8","N/A","N/A","N/A","N/A"," 5.222"," 1.000"," 4.222"," 5.222"," 9.000"," 3.778","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","21.677"," 691.7"," 756.7"," 626.7","    42","   6.0","  92.1","  50.4","  44.4","N/A","N/A","N/A","233.602"," 611.4","  80.0"," 531.4","N/A","N/A","N/A","N/A"," 5.222"," 1.000"," 4.222"," 5.222"," 9.000"," 3.778"," 4.881"," 1.044"," 3.837"," 4.881"," 9.000"," 4.119","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","22.094"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","341.859"," 629.1","  80.0"," 549.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","22.510"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","423.243"," 557.8","  80.0"," 477.8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","22.927"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","432.732"," 545.6","  80.0"," 465.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","23.344"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","441.882"," 517.4","  80.0"," 437.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","23.760"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","446.687"," 516.3","  80.0"," 436.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","24.177"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","443.380"," 512.1","  80.0"," 432.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","24.593"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A"," 242.9"," 201.2"," 195.2","441.480"," 512.8","  80.0"," 432.8","N/A","N/A","N/A","N/A"," 5.439"," 1.000"," 4.439"," 5.439"," 9.000"," 3.561","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","25.010"," 691.7"," 756.7"," 626.7","    42","   6.0"," 149.5"," 107.8"," 101.8","N/A","N/A","N/A","568.874"," 872.5","  80.0"," 792.5","N/A","N/A","N/A","N/A"," 5.439"," 1.000"," 4.439"," 5.439"," 9.000"," 3.561"," 6.185"," 1.088"," 5.097"," 6.185"," 9.000"," 2.815","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","25.426"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A"," 298.6"," 257.0"," 251.0","530.778"," 879.1","  80.0"," 799.1","N/A","N/A","N/A","N/A"," 5.226"," 1.000"," 4.226"," 5.226"," 9.000"," 3.774","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","25.843"," 691.7"," 756.7"," 626.7","    42","   6.0","  92.8","  51.1","  45.1","N/A","N/A","N/A","243.243"," 560.5","  80.0"," 480.5","N/A","N/A","N/A","N/A"," 5.226"," 1.000"," 4.226"," 5.226"," 9.000"," 3.774"," 4.787"," 1.045"," 3.742"," 4.787"," 9.000"," 4.213","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","26.259"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","356.446"," 596.9","  80.0"," 516.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","26.676"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","409.613"," 554.7","  80.0"," 474.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","27.092"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A"," 238.6"," 196.9"," 190.9","425.339"," 553.8","  80.0"," 473.8","N/A","N/A","N/A","N/A"," 5.244"," 1.000"," 4.244"," 5.244"," 9.000"," 3.756","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","27.509"," 691.7"," 756.7"," 626.7","    42","   6.0"," 152.9"," 111.2"," 105.2"," 293.5"," 251.9"," 245.9","567.720"," 823.9","  80.0"," 743.9"," 466.8","   242"," 225.2"," 213.2"," 5.244"," 1.000"," 4.244"," 6.967"," 9.000"," 2.033"," 6.099"," 1.049"," 5.050"," 6.099"," 9.000"," 2.901","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","27.925"," 691.7"," 756.7"," 626.7","    42","   6.0"," 104.6","  63.0","  57.0","N/A","N/A","N/A","422.078"," 757.7","  80.0"," 677.7","N/A","N/A","N/A","N/A"," 6.967"," 1.000"," 5.967"," 6.967"," 9.000"," 2.033"," 6.722"," 1.393"," 5.329"," 6.722"," 9.000"," 2.278","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","28.342"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A","N/A","N/A","N/A","283.174"," 681.0","  80.0"," 601.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
"DDR_DQ10","Pass","Write rank(1,1)","U1.U2","U2.C3","DDR_UDQS_P","U1.V1&V2","U2.B7&A7","28.758"," 691.7"," 756.7"," 626.7","    42","   6.0","N/A","N/A","N/A"," 251.6"," 209.9"," 203.9","434.063"," 558.8","  80.0"," 478.8","N/A","N/A","N/A","N/A"," 6.654"," 1.000"," 5.654"," 6.654"," 9.000"," 2.346","N/A","N/A","N/A","N/A","N/A","N/A","Eye-Rectangle"
