.HEADER
..NAMES
Time,V U1.E1&E2
.DATA
0.0e+00,1.2000
2.33e-11,1.2000
4.65e-11,1.2000
6.98e-11,1.2000
9.31e-11,1.2000
1.163e-10,1.2000
1.396e-10,1.2000
1.629e-10,1.2000
1.861e-10,1.2000
2.094e-10,1.2000
2.327e-10,1.2000
2.559e-10,1.2000
2.792e-10,1.2000
3.025e-10,1.2000
3.257e-10,1.2000
3.490e-10,1.2000
3.723e-10,1.2000
3.955e-10,1.2000
4.188e-10,1.2000
4.421e-10,1.2000
4.653e-10,1.2000
4.886e-10,1.2000
5.119e-10,1.2000
5.351e-10,1.2000
5.584e-10,1.2000
5.817e-10,1.2000
6.049e-10,1.2000
6.282e-10,1.2000
6.515e-10,1.2000
6.747e-10,1.2000
6.980e-10,1.2000
7.213e-10,1.2000
7.445e-10,1.2000
7.678e-10,1.1971
7.911e-10,1.1626
8.143e-10,1.0952
8.376e-10,0.9411
8.609e-10,0.8115
8.841e-10,0.7255
9.074e-10,0.6677
9.307e-10,0.6260
9.539e-10,0.6004
9.772e-10,0.5921
1.0005e-09,0.5978
1.0237e-09,0.5985
1.0470e-09,0.5882
1.0703e-09,0.5714
1.0935e-09,0.5544
1.1168e-09,0.5422
1.1401e-09,0.5339
1.1633e-09,0.5241
1.1866e-09,0.5153
1.2099e-09,0.5160
1.2332e-09,0.5267
1.2564e-09,0.5437
1.2797e-09,0.5610
1.3030e-09,0.5736
1.3262e-09,0.5835
1.3495e-09,0.5940
1.3728e-09,0.6018
1.3960e-09,0.6017
1.4193e-09,0.6022
1.4426e-09,0.6569
1.4658e-09,0.8280
1.4891e-09,0.9720
1.5124e-09,1.0635
1.5356e-09,1.1197
1.5589e-09,1.1541
1.5822e-09,1.1700
1.6054e-09,1.1669
1.6287e-09,1.1524
1.6520e-09,1.1446
1.6752e-09,1.1483
1.6985e-09,1.1584
1.7218e-09,1.1693
1.7450e-09,1.1763
1.7683e-09,1.1802
1.7916e-09,1.1850
1.8148e-09,1.1878
1.8381e-09,1.1828
1.8614e-09,1.1693
1.8846e-09,1.1508
1.9079e-09,1.1348
1.9312e-09,1.1263
1.9544e-09,1.1219
1.9777e-09,1.1190
2.0010e-09,1.1200
2.0242e-09,1.1194
2.0475e-09,1.0912
2.0708e-09,1.0167
2.0940e-09,0.8783
2.1173e-09,0.7634
2.1406e-09,0.6966
2.1638e-09,0.6484
2.1871e-09,0.6179
2.2104e-09,0.5997
2.2336e-09,0.5964
2.2569e-09,0.5986
2.2802e-09,0.5922
2.3034e-09,0.5772
2.3267e-09,0.5592
2.3500e-09,0.5436
2.3732e-09,0.5338
2.3965e-09,0.5270
2.4198e-09,0.5193
2.4430e-09,0.5161
2.4663e-09,0.5232
2.4896e-09,0.5380
2.5128e-09,0.5559
2.5361e-09,0.5714
2.5594e-09,0.5817
2.5826e-09,0.5903
2.6059e-09,0.5985
2.6292e-09,0.6019
2.6524e-09,0.5966
2.6757e-09,0.6027
2.6990e-09,0.6865
2.7222e-09,0.8661
2.7455e-09,0.9856
2.7688e-09,1.0727
2.7920e-09,1.1303
2.8153e-09,1.1570
2.8386e-09,1.1701
2.8618e-09,1.1645
2.8851e-09,1.1513
2.9084e-09,1.1465
2.9316e-09,1.1513
2.9549e-09,1.1615
2.9782e-09,1.1711
3.0014e-09,1.1765
3.0247e-09,1.1800
3.0480e-09,1.1845
3.0712e-09,1.1856
3.0945e-09,1.1789
3.1178e-09,1.1647
3.1410e-09,1.1469
3.1643e-09,1.1331
3.1876e-09,1.1263
3.2108e-09,1.1225
3.2341e-09,1.1206
3.2574e-09,1.1230
3.2806e-09,1.1124
3.3039e-09,1.0803
3.3272e-09,0.9762
3.3504e-09,0.8399
3.3737e-09,0.7424
3.3970e-09,0.6841
3.4202e-09,0.6423
3.4435e-09,0.6127
3.4668e-09,0.5988
3.4901e-09,0.5987
3.5133e-09,0.5994
3.5366e-09,0.5892
3.5599e-09,0.5724
3.5831e-09,0.5543
3.6064e-09,0.5404
3.6297e-09,0.5319
3.6529e-09,0.5251
3.6762e-09,0.5174
3.6995e-09,0.5168
3.7227e-09,0.5267
3.7460e-09,0.5432
3.7693e-09,0.5610
3.7925e-09,0.5748
3.8158e-09,0.5840
3.8391e-09,0.5927
3.8623e-09,0.6003
3.8856e-09,0.6016
3.9089e-09,0.5960
3.9321e-09,0.6138
3.9554e-09,0.7363
3.9787e-09,0.9019
4.0019e-09,1.0206
4.0252e-09,1.0932
4.0485e-09,1.1382
4.0717e-09,1.1628
4.0950e-09,1.1703
4.1183e-09,1.1608
4.1415e-09,1.1486
4.1648e-09,1.1465
4.1881e-09,1.1536
4.2113e-09,1.1645
4.2346e-09,1.1733
4.2579e-09,1.1778
4.2811e-09,1.1815
4.3044e-09,1.1856
4.3277e-09,1.1850
4.3509e-09,1.1762
4.3742e-09,1.1601
4.3975e-09,1.1425
4.4207e-09,1.1305
4.4440e-09,1.1249
4.4673e-09,1.1216
4.4905e-09,1.1206
4.5138e-09,1.1245
4.5371e-09,1.1042
4.5603e-09,1.0635
4.5836e-09,0.9297
4.6069e-09,0.8054
4.6301e-09,0.7268
4.6534e-09,0.6711
4.6767e-09,0.6342
4.6999e-09,0.6092
4.7232e-09,0.5989
4.7465e-09,0.6010
4.7697e-09,0.5980
4.7930e-09,0.5848
4.8163e-09,0.5672
4.8395e-09,0.5501
4.8628e-09,0.5379
4.8861e-09,0.5304
4.9093e-09,0.5228
4.9326e-09,0.5161
4.9559e-09,0.5188
4.9791e-09,0.5312
5.0024e-09,0.5485
5.0257e-09,0.5655
5.0489e-09,0.5776
5.0722e-09,0.5863
5.0955e-09,0.5953
5.1187e-09,0.6017
5.1420e-09,0.6004
5.1653e-09,0.5961
5.1885e-09,0.6304
5.2118e-09,0.7877
5.2351e-09,0.9416
5.2583e-09,1.0426
5.2816e-09,1.1118
5.3049e-09,1.1479
5.3281e-09,1.1682
5.3514e-09,1.1703
5.3747e-09,1.1577
5.3979e-09,1.1470
5.4212e-09,1.1476
5.4445e-09,1.1564
5.4677e-09,1.1674
5.4910e-09,1.1750
5.5143e-09,1.1788
5.5375e-09,1.1827
5.5608e-09,1.1862
5.5841e-09,1.1836
5.6073e-09,1.1724
5.6306e-09,1.1551
5.6539e-09,1.1383
5.6771e-09,1.1285
5.7004e-09,1.1238
5.7237e-09,1.1210
5.7469e-09,1.1210
5.7702e-09,1.1213
5.7935e-09,1.0969
5.8168e-09,1.0347
5.8400e-09,0.8952
5.8633e-09,0.7831
5.8866e-09,0.7091
5.9098e-09,0.6589
5.9331e-09,0.6241
5.9564e-09,0.6037
5.9796e-09,0.5978
6.0029e-09,0.6003
