.HEADER
..NAMES
Time,V U1.E1&E2
6.0262e-09,0.5949
6.0494e-09,0.5805
6.0727e-09,0.5628
6.0960e-09,0.5468
6.1192e-09,0.5360
6.1425e-09,0.5288
6.1658e-09,0.5208
6.1890e-09,0.5161
6.2123e-09,0.5216
6.2356e-09,0.5354
6.2588e-09,0.5531
6.2821e-09,0.5692
6.3054e-09,0.5801
6.3286e-09,0.5888
6.3519e-09,0.5976
6.3752e-09,0.6022
6.3984e-09,0.5985
6.4217e-09,0.5994
6.4450e-09,0.6673
6.4682e-09,0.8400
6.4915e-09,0.9806
6.5148e-09,1.0678
6.5380e-09,1.1229
6.5613e-09,1.1566
6.5846e-09,1.1717
6.6078e-09,1.1678
6.6311e-09,1.1531
6.6544e-09,1.1459
6.6776e-09,1.1498
6.7009e-09,1.1599
6.7242e-09,1.1700
6.7474e-09,1.1761
6.7707e-09,1.1795
6.7940e-09,1.1841
6.8172e-09,1.1865
6.8405e-09,1.1812
6.8638e-09,1.1676
6.8870e-09,1.1495
6.9103e-09,1.1345
6.9336e-09,1.1270
6.9568e-09,1.1230
6.9801e-09,1.1204
7.0034e-09,1.1218
7.0266e-09,1.1180
7.0499e-09,1.0880
7.0732e-09,1.0033
7.0964e-09,0.8655
7.1197e-09,0.7560
7.1430e-09,0.6903
7.1662e-09,0.6449
7.1895e-09,0.6152
7.2128e-09,0.5987
7.2360e-09,0.5971
7.2593e-09,0.5990
7.2826e-09,0.5915
7.3058e-09,0.5760
7.3291e-09,0.5579
7.3524e-09,0.5428
7.3756e-09,0.5335
7.3989e-09,0.5267
7.4222e-09,0.5189
7.4454e-09,0.5165
7.4687e-09,0.5246
7.4920e-09,0.5400
7.5152e-09,0.5579
7.5385e-09,0.5729
7.5618e-09,0.5828
7.5850e-09,0.5914
7.6083e-09,0.5995
7.6316e-09,0.6022
7.6548e-09,0.5967
7.6781e-09,0.6067
7.7014e-09,0.7044
7.7246e-09,0.8814
7.7479e-09,0.9963
7.7712e-09,1.0835
7.7944e-09,1.1338
7.8177e-09,1.1599
7.8410e-09,1.1708
7.8642e-09,1.1634
7.8875e-09,1.1504
7.9108e-09,1.1468
7.9340e-09,1.1525
7.9573e-09,1.1629
7.9806e-09,1.1721
8.0038e-09,1.1771
8.0271e-09,1.1807
8.0504e-09,1.1852
8.0736e-09,1.1856
8.0969e-09,1.1779
8.1202e-09,1.1630
8.1435e-09,1.1453
8.1667e-09,1.1323
8.1900e-09,1.1261
8.2133e-09,1.1223
8.2365e-09,1.1207
8.2598e-09,1.1238
8.2831e-09,1.1099
8.3063e-09,1.0726
8.3296e-09,0.9597
8.3529e-09,0.8302
8.3761e-09,0.7357
8.3994e-09,0.6793
8.4227e-09,0.6387
8.4459e-09,0.6109
8.4692e-09,0.5981
8.4925e-09,0.5990
8.5157e-09,0.5988
8.5390e-09,0.5879
8.5623e-09,0.5708
8.5855e-09,0.5530
8.6088e-09,0.5395
8.6321e-09,0.5314
8.6553e-09,0.5245
8.6786e-09,0.5171
8.7019e-09,0.5176
8.7251e-09,0.5283
8.7484e-09,0.5451
8.7717e-09,0.5628
8.7949e-09,0.5761
8.8182e-09,0.5851
8.8415e-09,0.5938
8.8647e-09,0.6010
8.8880e-09,0.6014
8.9113e-09,0.5963
8.9345e-09,0.6219
8.9578e-09,0.7570
8.9811e-09,0.9160
9.0043e-09,1.0275
9.0276e-09,1.0978
9.0509e-09,1.1417
9.0741e-09,1.1641
9.0974e-09,1.1701
9.1207e-09,1.1596
9.1439e-09,1.1482
9.1672e-09,1.1473
9.1905e-09,1.1549
9.2137e-09,1.1658
9.2370e-09,1.1741
9.2603e-09,1.1783
9.2835e-09,1.1821
9.3068e-09,1.1860
9.3301e-09,1.1846
9.3533e-09,1.1749
9.3766e-09,1.1584
9.3999e-09,1.1411
9.4231e-09,1.1300
9.4464e-09,1.1248
9.4697e-09,1.1215
9.4929e-09,1.1210
9.5162e-09,1.1244
9.5395e-09,1.1014
9.5627e-09,1.0539
9.5860e-09,0.9160
9.6093e-09,0.7964
9.6325e-09,0.7198
9.6558e-09,0.6670
9.6791e-09,0.6309
9.7023e-09,0.6075
9.7256e-09,0.5988
9.7489e-09,0.6013
9.7721e-09,0.5971
9.7954e-09,0.5832
9.8187e-09,0.5654
9.8419e-09,0.5486
9.8652e-09,0.5371
9.8885e-09,0.5299
9.9117e-09,0.5221
9.9350e-09,0.5159
9.9583e-09,0.5199
9.9815e-09,0.5330
1.00048e-08,0.5505
1.00281e-08,0.5672
1.00513e-08,0.5788
1.00746e-08,0.5874
1.00979e-08,0.5963
1.01211e-08,0.6021
1.01444e-08,0.5998
1.01677e-08,0.5963
1.01909e-08,0.6425
1.02142e-08,0.8056
1.02375e-08,0.9520
1.02607e-08,1.0515
1.02840e-08,1.1159
1.03073e-08,1.1499
1.03305e-08,1.1692
1.03538e-08,1.1694
1.03771e-08,1.1563
1.04003e-08,1.1467
1.04236e-08,1.1484
1.04469e-08,1.1577
1.04702e-08,1.1685
1.04934e-08,1.1757
1.05167e-08,1.1793
1.05400e-08,1.1833
1.05632e-08,1.1864
1.05865e-08,1.1830
1.06098e-08,1.1710
1.06330e-08,1.1534
1.06563e-08,1.1371
1.06796e-08,1.1280
1.07028e-08,1.1236
1.07261e-08,1.1210
1.07494e-08,1.1214
1.07726e-08,1.1210
1.07959e-08,1.0946
1.08192e-08,1.0225
1.08424e-08,0.8805
1.08657e-08,0.7696
1.08890e-08,0.7040
1.09122e-08,0.6552
1.09355e-08,0.6219
1.09588e-08,0.6027
1.09820e-08,0.5985
1.10053e-08,0.6007
1.10286e-08,0.5940
1.10518e-08,0.5788
1.10751e-08,0.5610
1.10984e-08,0.5454
1.11216e-08,0.5352
1.11449e-08,0.5281
1.11682e-08,0.5200
1.11914e-08,0.5162
1.12147e-08,0.5228
1.12380e-08,0.5373
1.12612e-08,0.5551
1.12845e-08,0.5707
1.13078e-08,0.5811
1.13310e-08,0.5899
1.13543e-08,0.5985
1.13776e-08,0.6024
1.14008e-08,0.5977
1.14241e-08,0.6009
1.14474e-08,0.6797
1.14706e-08,0.8564
1.14939e-08,0.9925
1.15172e-08,1.0750
1.15404e-08,1.1302
1.15637e-08,1.1596
1.15870e-08,1.1724
1.16102e-08,1.1668
1.16335e-08,1.1520
1.16568e-08,1.1458
1.16800e-08,1.1507
1.17033e-08,1.1612
1.17266e-08,1.1710
1.17498e-08,1.1766
1.17731e-08,1.1800
1.17964e-08,1.1846
1.18196e-08,1.1864
1.18429e-08,1.1803
1.18662e-08,1.1660
1.18894e-08,1.1477
1.19127e-08,1.1334
1.19360e-08,1.1265
1.19592e-08,1.1227
1.19825e-08,1.1204
1.20058e-08,1.1223
1.20290e-08,1.1152
1.20523e-08,1.0837
1.20756e-08,0.9874
1.20988e-08,0.8526
1.21221e-08,0.7491
1.21454e-08,0.6861
1.21686e-08,0.6416
1.21919e-08,0.6128
1.22152e-08,0.5981
1.22384e-08,0.5977
1.22617e-08,0.5989
1.22850e-08,0.5902
1.23082e-08,0.5742
1.23315e-08,0.5563
1.23548e-08,0.5418
1.23780e-08,0.5330
1.24013e-08,0.5260
1.24246e-08,0.5183
1.24478e-08,0.5170
1.24711e-08,0.5260
1.24944e-08,0.5419
1.25176e-08,0.5598
1.25409e-08,0.5741
1.25642e-08,0.5837
1.25874e-08,0.5924
1.26107e-08,0.6002
1.26340e-08,0.6021
1.26572e-08,0.5965
1.26805e-08,0.6107
1.27038e-08,0.7240
1.27270e-08,0.8964
1.27503e-08,1.0116
1.27736e-08,1.0892
1.27968e-08,1.1372
1.28201e-08,1.1627
1.28434e-08,1.1712
1.28667e-08,1.1620
1.28899e-08,1.1495
1.29132e-08,1.1471
1.29365e-08,1.1536
1.29597e-08,1.1641
1.29830e-08,1.1729
1.30063e-08,1.1775
1.30295e-08,1.1812
1.30528e-08,1.1857
1.30761e-08,1.1853
1.30993e-08,1.1768
1.31226e-08,1.1612
1.31459e-08,1.1437
1.31691e-08,1.1314
1.31924e-08,1.1257
1.32157e-08,1.1221
1.32389e-08,1.1208
1.32622e-08,1.1245
1.32855e-08,1.1072
1.33087e-08,1.0709
1.33320e-08,0.9458
1.33553e-08,0.8206
1.33785e-08,0.7289
1.34018e-08,0.6742
1.34251e-08,0.6349
1.34483e-08,0.6089
1.34716e-08,0.5976
1.34949e-08,0.5992
1.35181e-08,0.5980
1.35414e-08,0.5864
1.35647e-08,0.5691
1.35879e-08,0.5515
1.36112e-08,0.5386
1.36345e-08,0.5308
1.36577e-08,0.5237
1.36810e-08,0.5168
1.37043e-08,0.5184
1.37275e-08,0.5299
1.37508e-08,0.5469
1.37741e-08,0.5644
1.37973e-08,0.5772
1.38206e-08,0.5861
1.38439e-08,0.5948
1.38671e-08,0.6015
1.38904e-08,0.6011
1.39137e-08,0.5968
1.39369e-08,0.6206
1.39602e-08,0.7762
1.39835e-08,0.9282
1.40067e-08,1.0347
1.40300e-08,1.1083
1.40533e-08,1.1443
1.40765e-08,1.1656
1.40998e-08,1.1697
1.41231e-08,1.1583
1.41463e-08,1.1479
1.41696e-08,1.1480
1.41929e-08,1.1560
1.42161e-08,1.1668
1.42394e-08,1.1748
1.42627e-08,1.1787
1.42859e-08,1.1827
1.43092e-08,1.1863
1.43325e-08,1.1840
1.43557e-08,1.1735
1.43790e-08,1.1567
1.44023e-08,1.1398
1.44255e-08,1.1294
1.44488e-08,1.1245
1.44721e-08,1.1214
1.44953e-08,1.1213
1.45186e-08,1.1232
1.45419e-08,1.0986
1.45651e-08,1.0415
1.45884e-08,0.9032
1.46117e-08,0.7883
1.46349e-08,0.7143
1.46582e-08,0.6633
1.46815e-08,0.6282
1.47047e-08,0.6060
1.47280e-08,0.5988
1.47513e-08,0.6014
1.47745e-08,0.5961
1.47978e-08,0.5815
1.48211e-08,0.5635
1.48443e-08,0.5471
1.48676e-08,0.5362
1.48909e-08,0.5292
1.49141e-08,0.5213
1.49374e-08,0.5159
1.49607e-08,0.5209
1.49839e-08,0.5347
1.50072e-08,0.5525
1.50305e-08,0.5688
1.50537e-08,0.5798
1.50770e-08,0.5883
1.51003e-08,0.5972
1.51236e-08,0.6023
1.51468e-08,0.5991
1.51701e-08,0.5976
1.51934e-08,0.6535
1.52166e-08,0.8213
1.52399e-08,0.9724
1.52632e-08,1.0576
1.52864e-08,1.1198
1.53097e-08,1.1521
1.53330e-08,1.1698
1.53562e-08,1.1683
1.53795e-08,1.1549
1.54028e-08,1.1465
1.54260e-08,1.1492
1.54493e-08,1.1590
1.54726e-08,1.1695
1.54958e-08,1.1763
1.55191e-08,1.1798
1.55424e-08,1.1838
1.55656e-08,1.1865
1.55889e-08,1.1822
1.56122e-08,1.1695
1.56354e-08,1.1516
1.56587e-08,1.1359
1.56820e-08,1.1275
1.57052e-08,1.1233
1.57285e-08,1.1209
1.57518e-08,1.1219
1.57750e-08,1.1186
1.57983e-08,1.0901
1.58216e-08,1.0080
1.58448e-08,0.8676
1.58681e-08,0.7623
1.58914e-08,0.6983
1.59146e-08,0.6506
1.59379e-08,0.6194
1.59612e-08,0.6018
1.59844e-08,0.5990
1.60077e-08,0.6009
1.60310e-08,0.5928
1.60542e-08,0.5770
1.60775e-08,0.5591
1.61008e-08,0.5440
1.61240e-08,0.5344
1.61473e-08,0.5274
1.61706e-08,0.5193
1.61938e-08,0.5164
1.62171e-08,0.5241
1.62404e-08,0.5393
1.62636e-08,0.5571
1.62869e-08,0.5721
1.63102e-08,0.5821
1.63334e-08,0.5909
1.63567e-08,0.5992
1.63800e-08,0.6024
1.64032e-08,0.5966
1.64265e-08,0.6036
1.64498e-08,0.6976
1.64730e-08,0.8851
1.64963e-08,1.0022
1.65196e-08,1.0844
1.65428e-08,1.1326
1.65661e-08,1.1614
1.65894e-08,1.1726
1.66126e-08,1.1656
1.66359e-08,1.1510
1.66592e-08,1.1460
1.66824e-08,1.1517
1.67057e-08,1.1624
1.67290e-08,1.1718
1.67522e-08,1.1770
1.67755e-08,1.1805
1.67988e-08,1.1851
1.68220e-08,1.1863
1.68453e-08,1.1793
1.68686e-08,1.1643
1.68918e-08,1.1461
1.69151e-08,1.1325
1.69384e-08,1.1261
1.69616e-08,1.1224
1.69849e-08,1.1205
1.70082e-08,1.1229
1.70314e-08,1.1123
1.70547e-08,1.0790
1.70780e-08,0.9714
1.71012e-08,0.8409
1.71245e-08,0.7400
1.71478e-08,0.6818
1.71710e-08,0.6386
1.71943e-08,0.6106
1.72176e-08,0.5977
1.72408e-08,0.5982
1.72641e-08,0.5987
1.72874e-08,0.5888
1.73106e-08,0.5724
1.73339e-08,0.5547
1.73572e-08,0.5408
1.73804e-08,0.5323
1.74037e-08,0.5252
1.74270e-08,0.5177
1.74502e-08,0.5176
1.74735e-08,0.5275
1.74968e-08,0.5438
1.75201e-08,0.5615
1.75433e-08,0.5753
1.75666e-08,0.5846
1.75899e-08,0.5934
1.76131e-08,0.6008
1.76364e-08,0.6018
1.76597e-08,0.5966
1.76829e-08,0.6182
1.77062e-08,0.7445
1.77295e-08,0.9114
1.77527e-08,1.0203
1.77760e-08,1.0953
1.77993e-08,1.1420
1.78225e-08,1.1649
1.78458e-08,1.1713
1.78691e-08,1.1607
1.78923e-08,1.1488
1.79156e-08,1.1475
1.79389e-08,1.1546
1.79621e-08,1.1653
1.79854e-08,1.1736
1.80087e-08,1.1778
1.80319e-08,1.1818
1.80552e-08,1.1860
1.80785e-08,1.1849
1.81017e-08,1.1755
1.81250e-08,1.1594
1.81483e-08,1.1420
1.81715e-08,1.1306
1.81948e-08,1.1253
1.82181e-08,1.1218
1.82413e-08,1.1209
1.82646e-08,1.1252
1.82879e-08,1.1046
1.83111e-08,1.0660
1.83344e-08,0.9322
1.83577e-08,0.8057
1.83809e-08,0.7219
1.84042e-08,0.6685
1.84275e-08,0.6311
1.84507e-08,0.6068
1.84740e-08,0.5971
1.84973e-08,0.5993
1.85205e-08,0.5971
1.85438e-08,0.5848
1.85671e-08,0.5674
1.85903e-08,0.5501
1.86136e-08,0.5378
1.86369e-08,0.5303
1.86601e-08,0.5230
1.86834e-08,0.5166
1.87067e-08,0.5193
1.87299e-08,0.5315
1.87532e-08,0.5488
1.87765e-08,0.5660
1.87997e-08,0.5783
1.88230e-08,0.5870
1.88463e-08,0.5957
1.88695e-08,0.6018
1.88928e-08,0.6006
1.89161e-08,0.5970
1.89393e-08,0.6319
1.89626e-08,0.7941
1.89859e-08,0.9379
1.90091e-08,1.0429
1.90324e-08,1.1117
1.90557e-08,1.1464
1.90789e-08,1.1670
1.91022e-08,1.1691
1.91255e-08,1.1569
1.91487e-08,1.1475
1.91720e-08,1.1487
1.91953e-08,1.1571
1.92185e-08,1.1679
1.92418e-08,1.1754
1.92651e-08,1.1791
1.92883e-08,1.1832
1.93116e-08,1.1864
1.93349e-08,1.1833
1.93581e-08,1.1720
1.93814e-08,1.1549
1.94047e-08,1.1385
1.94279e-08,1.1289
1.94512e-08,1.1242
1.94745e-08,1.1213
1.94977e-08,1.1217
1.95210e-08,1.1219
1.95443e-08,1.0963
1.95675e-08,1.0330
1.95908e-08,0.8900
1.96141e-08,0.7792
1.96373e-08,0.7084
1.96606e-08,0.6593
1.96839e-08,0.6254
1.97071e-08,0.6044
1.97304e-08,0.5989
1.97537e-08,0.6014
1.97769e-08,0.5951
1.98002e-08,0.5798
1.98235e-08,0.5616
1.98468e-08,0.5456
1.98700e-08,0.5353
1.98933e-08,0.5285
1.99166e-08,0.5205
1.99398e-08,0.5159
1.99631e-08,0.5220
1.99864e-08,0.5365
2.00096e-08,0.5544
2.00329e-08,0.5703
2.00562e-08,0.5808
2.00794e-08,0.5893
2.01027e-08,0.5980
2.01260e-08,0.6024
2.01492e-08,0.5983
2.01725e-08,0.5991
2.01958e-08,0.6686
2.02190e-08,0.8433
2.02423e-08,0.9853
2.02656e-08,1.0665
2.02888e-08,1.1257
2.03121e-08,1.1555
2.03354e-08,1.1707
2.03586e-08,1.1672
2.03819e-08,1.1531
2.04052e-08,1.1460
2.04284e-08,1.1500
2.04517e-08,1.1603
2.04750e-08,1.1706
2.04982e-08,1.1768
2.05215e-08,1.1802
2.05448e-08,1.1844
2.05680e-08,1.1866
2.05913e-08,1.1813
2.06146e-08,1.1676
2.06378e-08,1.1494
2.06611e-08,1.1345
2.06844e-08,1.1269
2.07076e-08,1.1230
2.07309e-08,1.1207
2.07542e-08,1.1222
2.07774e-08,1.1159
2.08007e-08,1.0859
2.08240e-08,0.9936
2.08472e-08,0.8550
2.08705e-08,0.7551
2.08938e-08,0.6916
2.09170e-08,0.6476
2.09403e-08,0.6173
2.09636e-08,0.6012
2.09868e-08,0.5997
2.10101e-08,0.6008
2.10334e-08,0.5914
2.10566e-08,0.5752
2.10799e-08,0.5573
2.11032e-08,0.5427
2.11264e-08,0.5337
2.11497e-08,0.5266
2.11730e-08,0.5186
2.11962e-08,0.5168
2.12195e-08,0.5255
2.12428e-08,0.5412
2.12660e-08,0.5590
2.12893e-08,0.5733
2.13126e-08,0.5830
2.13358e-08,0.5919
2.13591e-08,0.6000
2.13824e-08,0.6022
2.14056e-08,0.5964
2.14289e-08,0.6027
2.14522e-08,0.7154
2.14754e-08,0.8947
2.14987e-08,1.0108
2.15220e-08,1.0915
2.15452e-08,1.1347
2.15685e-08,1.1633
2.15918e-08,1.1726
2.16150e-08,1.1641
2.16383e-08,1.1501
2.16616e-08,1.1463
2.16848e-08,1.1527
2.17081e-08,1.1635
2.17314e-08,1.1726
2.17546e-08,1.1774
2.17779e-08,1.1810
2.18012e-08,1.1855
2.18244e-08,1.1860
2.18477e-08,1.1781
2.18710e-08,1.1626
2.18942e-08,1.1446
2.19175e-08,1.1317
2.19408e-08,1.1258
2.19640e-08,1.1222
2.19873e-08,1.1206
2.20106e-08,1.1236
2.20338e-08,1.1095
2.20571e-08,1.0708
2.20804e-08,0.9556
2.21037e-08,0.8291
2.21269e-08,0.7340
2.21502e-08,0.6772
2.21735e-08,0.6356
2.21967e-08,0.6093
2.22200e-08,0.5975
2.22433e-08,0.5988
2.22665e-08,0.5982
2.22898e-08,0.5873
2.23131e-08,0.5706
2.23363e-08,0.5532
2.23596e-08,0.5398
2.23829e-08,0.5317
2.24061e-08,0.5244
2.24294e-08,0.5173
2.24527e-08,0.5182
2.24759e-08,0.5290
2.24992e-08,0.5457
2.25225e-08,0.5632
2.25457e-08,0.5764
2.25690e-08,0.5855
2.25923e-08,0.5943
2.26155e-08,0.6013
2.26388e-08,0.6015
2.26621e-08,0.5967
2.26853e-08,0.6255
2.27086e-08,0.7653
2.27319e-08,0.9282
2.27551e-08,1.0284
2.27784e-08,1.1018
2.28017e-08,1.1453
2.28249e-08,1.1666
2.28482e-08,1.1711
2.28715e-08,1.1593
2.28947e-08,1.1482
2.29180e-08,1.1479
2.29413e-08,1.1557
2.29645e-08,1.1664
2.29878e-08,1.1742
2.30111e-08,1.1782
2.30343e-08,1.1823
2.30576e-08,1.1863
2.30809e-08,1.1844
2.31041e-08,1.1741
2.31274e-08,1.1575
2.31507e-08,1.1404
2.31739e-08,1.1299
2.31972e-08,1.1249
2.32205e-08,1.1215
2.32437e-08,1.1211
2.32670e-08,1.1247
2.32903e-08,1.1017
2.33135e-08,1.0547
2.33368e-08,0.9190
2.33601e-08,0.7969
2.33833e-08,0.7144
2.34066e-08,0.6641
2.34299e-08,0.6277
2.34531e-08,0.6048
2.34764e-08,0.5969
2.34997e-08,0.5993
2.35229e-08,0.5961
2.35462e-08,0.5833
2.35695e-08,0.5656
2.35927e-08,0.5487
2.36160e-08,0.5370
2.36393e-08,0.5297
2.36625e-08,0.5222
2.36858e-08,0.5165
2.37091e-08,0.5202
2.37323e-08,0.5331
2.37556e-08,0.5506
2.37789e-08,0.5675
2.38021e-08,0.5793
2.38254e-08,0.5879
2.38487e-08,0.5966
2.38719e-08,0.6021
2.38952e-08,0.5999
2.39185e-08,0.5984
2.39417e-08,0.6456
2.39650e-08,0.8132
2.39883e-08,0.9505
2.40115e-08,1.0507
2.40348e-08,1.1158
2.40581e-08,1.1494
2.40813e-08,1.1685
2.41046e-08,1.1682
2.41279e-08,1.1554
2.41511e-08,1.1473
2.41744e-08,1.1494
2.41977e-08,1.1583
2.42209e-08,1.1689
2.42442e-08,1.1759
2.42675e-08,1.1795
2.42907e-08,1.1837
2.43140e-08,1.1865
2.43373e-08,1.1824
2.43605e-08,1.1704
2.43838e-08,1.1530
2.44071e-08,1.1372
2.44303e-08,1.1283
2.44536e-08,1.1238
2.44769e-08,1.1212
2.45002e-08,1.1220
2.45234e-08,1.1205
2.45467e-08,1.0926
2.45700e-08,1.0190
2.45932e-08,0.8768
2.46165e-08,0.7690
2.46398e-08,0.7024
2.46630e-08,0.6549
2.46863e-08,0.6225
2.47096e-08,0.6029
2.47328e-08,0.5990
2.47561e-08,0.6013
2.47794e-08,0.5939
2.48026e-08,0.5780
2.48259e-08,0.5598
2.48492e-08,0.5442
2.48724e-08,0.5344
2.48957e-08,0.5277
2.49190e-08,0.5197
2.49422e-08,0.5160
2.49655e-08,0.5232
2.49888e-08,0.5383
2.50120e-08,0.5563
