.HEADER
..NAMES
Time,V U1.V6
4.5138e-09,0.4998
4.5371e-09,0.5014
4.5603e-09,0.5037
4.5836e-09,0.5077
4.6069e-09,0.5149
4.6301e-09,0.5243
4.6534e-09,0.5341
4.6767e-09,0.5415
4.6999e-09,0.5456
4.7232e-09,0.5453
4.7465e-09,0.5345
4.7697e-09,0.5077
4.7930e-09,0.4632
4.8163e-09,0.4014
4.8395e-09,0.3284
4.8628e-09,0.2690
4.8861e-09,0.2686
4.9093e-09,0.3653
4.9326e-09,0.4697
4.9559e-09,0.5359
4.9791e-09,0.5761
5.0024e-09,0.5959
5.0257e-09,0.5971
5.0489e-09,0.5920
5.0722e-09,0.5855
5.0955e-09,0.5790
5.1187e-09,0.5728
5.1420e-09,0.5682
5.1653e-09,0.5646
5.1885e-09,0.5610
5.2118e-09,0.5577
5.2351e-09,0.5538
5.2583e-09,0.5510
5.2816e-09,0.5534
5.3049e-09,0.5638
5.3281e-09,0.5824
5.3514e-09,0.6080
5.3747e-09,0.6425
5.3979e-09,0.6865
5.4212e-09,0.7397
5.4445e-09,0.8024
5.4677e-09,0.8544
5.4910e-09,0.8829
5.5143e-09,0.8213
5.5375e-09,0.7111
5.5608e-09,0.6373
5.5841e-09,0.5933
5.6073e-09,0.5718
5.6306e-09,0.5621
5.6539e-09,0.5615
5.6771e-09,0.5616
5.7004e-09,0.5614
5.7237e-09,0.5614
5.7469e-09,0.5611
5.7702e-09,0.5605
5.7935e-09,0.5592
5.8168e-09,0.5561
5.8400e-09,0.5523
5.8633e-09,0.5479
5.8866e-09,0.5433
5.9098e-09,0.5374
5.9331e-09,0.5289
5.9564e-09,0.5178
5.9796e-09,0.5016
6.0029e-09,0.4737
6.0262e-09,0.4322
6.0494e-09,0.3773
6.0727e-09,0.3115
6.0960e-09,0.2409
6.1192e-09,0.1719
6.1425e-09,0.1107
6.1658e-09,0.0616
6.1890e-09,0.0248
6.2123e-09,-0.0014
6.2356e-09,-0.0204
6.2588e-09,-0.0344
6.2821e-09,-0.0446
6.3054e-09,-0.0523
6.3286e-09,-0.0584
6.3519e-09,-0.0637
6.3752e-09,-0.0677
6.3984e-09,-0.0699
6.4217e-09,-0.0712
6.4450e-09,-0.0720
6.4682e-09,-0.0719
6.4915e-09,-0.0699
6.5148e-09,-0.0648
6.5380e-09,-0.0548
6.5613e-09,-0.0396
6.5846e-09,-0.0195
6.6078e-09,0.0032
6.6311e-09,0.0251
6.6544e-09,0.0425
6.6776e-09,0.0531
6.7009e-09,0.0568
6.7242e-09,0.0583
6.7474e-09,0.0795
6.7707e-09,0.1676
6.7940e-09,0.3159
6.8172e-09,0.4556
6.8405e-09,0.5417
6.8638e-09,0.6040
6.8870e-09,0.6403
6.9103e-09,0.6567
6.9336e-09,0.6643
6.9568e-09,0.6687
6.9801e-09,0.6726
7.0034e-09,0.6759
7.0266e-09,0.6787
7.0499e-09,0.6794
7.0732e-09,0.6769
7.0964e-09,0.6697
7.1197e-09,0.6578
7.1430e-09,0.6438
7.1662e-09,0.6314
7.1895e-09,0.6229
7.2128e-09,0.6186
7.2360e-09,0.6196
7.2593e-09,0.6308
7.2826e-09,0.6559
7.3058e-09,0.6974
7.3291e-09,0.7544
7.3524e-09,0.7947
7.3756e-09,0.8045
7.3989e-09,0.7136
7.4222e-09,0.6249
7.4454e-09,0.5706
7.4687e-09,0.5412
7.4920e-09,0.5305
7.5152e-09,0.5301
7.5385e-09,0.5337
7.5618e-09,0.5372
7.5850e-09,0.5410
7.6083e-09,0.5459
7.6316e-09,0.5519
7.6548e-09,0.5582
7.6781e-09,0.5635
7.7014e-09,0.5675
7.7246e-09,0.5714
7.7479e-09,0.5745
7.7712e-09,0.5759
7.7944e-09,0.5727
7.8177e-09,0.5634
7.8410e-09,0.5481
7.8642e-09,0.5225
7.8875e-09,0.4824
7.9108e-09,0.4283
7.9340e-09,0.3618
7.9573e-09,0.2878
7.9806e-09,0.2129
8.0038e-09,0.1436
8.0271e-09,0.0858
8.0504e-09,0.0416
8.0736e-09,0.0099
8.0969e-09,-0.0127
8.1202e-09,-0.0298
8.1435e-09,-0.0432
8.1667e-09,-0.0537
8.1900e-09,-0.0621
8.2133e-09,-0.0696
8.2365e-09,-0.0761
8.2598e-09,-0.0808
8.2831e-09,-0.0836
8.3063e-09,-0.0848
8.3296e-09,-0.0843
8.3529e-09,-0.0812
8.3761e-09,-0.0748
8.3994e-09,-0.0642
8.4227e-09,-0.0487
8.4459e-09,-0.0288
8.4692e-09,-0.0056
8.4925e-09,0.0181
8.5157e-09,0.0385
8.5390e-09,0.0526
8.5623e-09,0.0591
8.5855e-09,0.0591
8.6088e-09,0.0549
8.6321e-09,0.0487
8.6553e-09,0.0425
8.6786e-09,0.0375
8.7019e-09,0.0344
8.7251e-09,0.0328
8.7484e-09,0.0319
8.7717e-09,0.0313
8.7949e-09,0.0305
8.8182e-09,0.0293
8.8415e-09,0.0275
8.8647e-09,0.0250
8.8880e-09,0.0217
8.9113e-09,0.0176
8.9345e-09,0.0122
8.9578e-09,0.0050
8.9811e-09,-0.0039
9.0043e-09,-0.0131
9.0276e-09,-0.0208
9.0509e-09,-0.0254
9.0741e-09,-0.0261
9.0974e-09,-0.0232
9.1207e-09,-0.0177
9.1439e-09,-0.0113
9.1672e-09,-0.0056
9.1905e-09,-0.0018
9.2137e-09,0.0001
9.2370e-09,0.0004
9.2603e-09,-0.0002
9.2835e-09,-0.0013
9.3068e-09,-0.0022
9.3301e-09,-0.0025
9.3533e-09,-0.0020
9.3766e-09,-0.0011
9.3999e-09,0.0001
9.4231e-09,0.0013
9.4464e-09,0.0028
9.4697e-09,0.0050
9.4929e-09,0.0078
9.5162e-09,0.0111
9.5395e-09,0.0140
9.5627e-09,0.0157
9.5860e-09,0.0156
9.6093e-09,0.0135
9.6325e-09,0.0098
9.6558e-09,0.0057
9.6791e-09,0.0021
9.7023e-09,-0.0002
9.7256e-09,-0.0011
9.7489e-09,-0.0007
9.7721e-09,0.0006
9.7954e-09,0.0023
9.8187e-09,0.0036
9.8419e-09,0.0043
9.8652e-09,0.0043
9.8885e-09,0.0038
9.9117e-09,0.0030
9.9350e-09,0.0024
9.9583e-09,0.0018
9.9815e-09,0.0012
1.00048e-08,0.0004
1.00281e-08,-0.0007
1.00513e-08,-0.0018
1.00746e-08,-0.0027
1.00979e-08,-0.0027
1.01211e-08,-0.0017
1.01444e-08,0.0002
1.01677e-08,0.0024
1.01909e-08,0.0044
1.02142e-08,0.0058
1.02375e-08,0.0062
1.02607e-08,0.0056
1.02840e-08,0.0044
1.03073e-08,0.0030
1.03305e-08,0.0018
1.03538e-08,0.0011
1.03771e-08,0.0010
1.04003e-08,0.0014
1.04236e-08,0.0021
1.04469e-08,0.0027
1.04702e-08,0.0045
1.04934e-08,0.0238
1.05167e-08,0.0858
1.05400e-08,0.2388
1.05632e-08,0.3749
1.05865e-08,0.4843
1.06098e-08,0.5573
1.06330e-08,0.5981
1.06563e-08,0.6226
1.06796e-08,0.6329
1.07028e-08,0.6387
1.07261e-08,0.6437
1.07494e-08,0.6485
1.07726e-08,0.6543
1.07959e-08,0.6596
1.08192e-08,0.6642
1.08424e-08,0.6670
1.08657e-08,0.6669
1.08890e-08,0.6641
1.09122e-08,0.6597
1.09355e-08,0.6553
1.09588e-08,0.6509
1.09820e-08,0.6472
1.10053e-08,0.6496
1.10286e-08,0.6637
1.10518e-08,0.6935
1.10751e-08,0.7418
1.10984e-08,0.8058
1.11216e-08,0.8789
1.11449e-08,0.9533
1.11682e-08,1.0215
1.11914e-08,1.0785
1.12147e-08,1.1226
1.12380e-08,1.1551
1.12612e-08,1.1783
1.12845e-08,1.1942
1.13078e-08,1.2049
1.13310e-08,1.2129
1.13543e-08,1.2205
1.13776e-08,1.2286
1.14008e-08,1.2364
1.14241e-08,1.2431
1.14474e-08,1.2487
1.14706e-08,1.2536
1.14939e-08,1.2576
1.15172e-08,1.2600
1.15404e-08,1.2588
1.15637e-08,1.2520
1.15870e-08,1.2385
1.16102e-08,1.2184
1.16335e-08,1.1945
1.16568e-08,1.1709
1.16800e-08,1.1519
1.17033e-08,1.1391
1.17266e-08,1.1014
1.17498e-08,1.0395
1.17731e-08,0.8789
1.17964e-08,0.7364
1.18196e-08,0.6426
1.18429e-08,0.5814
1.18662e-08,0.5457
1.18894e-08,0.5261
1.19127e-08,0.5148
1.19360e-08,0.5069
1.19592e-08,0.5008
1.19825e-08,0.4955
1.20058e-08,0.4908
1.20290e-08,0.4873
1.20523e-08,0.4854
1.20756e-08,0.4867
1.20988e-08,0.4933
1.21221e-08,0.5048
1.21454e-08,0.5195
1.21686e-08,0.5334
1.21919e-08,0.5442
1.22152e-08,0.5507
1.22384e-08,0.5473
1.22617e-08,0.5270
1.22850e-08,0.4875
1.23082e-08,0.4288
1.23315e-08,0.3558
1.23548e-08,0.2777
1.23780e-08,0.2020
1.24013e-08,0.1364
1.24246e-08,0.0845
1.24478e-08,0.0460
1.24711e-08,0.0182
1.24944e-08,-0.0021
1.25176e-08,-0.0168
1.25409e-08,-0.0273
1.25642e-08,-0.0357
1.25874e-08,-0.0443
1.26107e-08,-0.0540
1.26340e-08,-0.0642
1.26572e-08,-0.0738
1.26805e-08,-0.0825
1.27038e-08,-0.0896
1.27270e-08,-0.0941
1.27503e-08,-0.0949
1.27736e-08,-0.0898
1.27968e-08,-0.0774
1.28201e-08,-0.0576
1.28434e-08,-0.0316
1.28667e-08,-0.0031
1.28899e-08,0.0231
1.29132e-08,0.0426
1.29365e-08,0.0535
1.29597e-08,0.0567
1.29830e-08,0.0544
1.30063e-08,0.0488
1.30295e-08,0.0419
1.30528e-08,0.0355
1.30761e-08,0.0307
1.30993e-08,0.0281
1.31226e-08,0.0276
1.31459e-08,0.0286
1.31691e-08,0.0303
1.31924e-08,0.0320
1.32157e-08,0.0330
1.32389e-08,0.0331
1.32622e-08,0.0321
1.32855e-08,0.0295
1.33087e-08,0.0246
1.33320e-08,0.0166
1.33553e-08,0.0056
1.33785e-08,-0.0068
1.34018e-08,-0.0179
1.34251e-08,-0.0255
1.34483e-08,-0.0283
1.34716e-08,-0.0265
1.34949e-08,-0.0214
1.35181e-08,-0.0146
1.35414e-08,-0.0079
1.35647e-08,-0.0026
1.35879e-08,0.0008
1.36112e-08,0.0021
1.36345e-08,0.0017
1.36577e-08,0.0000
1.36810e-08,-0.0021
1.37043e-08,-0.0038
1.37275e-08,-0.0047
1.37508e-08,-0.0048
1.37741e-08,-0.0044
1.37973e-08,-0.0036
1.38206e-08,-0.0020
1.38439e-08,0.0007
1.38671e-08,0.0047
1.38904e-08,0.0096
1.39137e-08,0.0143
1.39369e-08,0.0174
1.39602e-08,0.0182
1.39835e-08,0.0164
1.40067e-08,0.0126
1.40300e-08,0.0078
1.40533e-08,0.0033
1.40765e-08,0.0000
1.40998e-08,-0.0018
1.41231e-08,-0.0020
1.41463e-08,-0.0009
1.41696e-08,0.0010
1.41929e-08,0.0030
1.42161e-08,0.0046
1.42394e-08,0.0205
1.42627e-08,0.0674
1.42859e-08,0.2089
1.43092e-08,0.3567
1.43325e-08,0.4636
1.43557e-08,0.5373
1.43790e-08,0.5879
1.44023e-08,0.6140
1.44255e-08,0.6252
1.44488e-08,0.6314
1.44721e-08,0.6367
1.44953e-08,0.6429
1.45186e-08,0.6507
1.45419e-08,0.6584
1.45651e-08,0.6651
1.45884e-08,0.6697
1.46117e-08,0.6706
1.46349e-08,0.6678
1.46582e-08,0.6629
1.46815e-08,0.6573
1.47047e-08,0.6518
1.47280e-08,0.6467
1.47513e-08,0.6471
1.47745e-08,0.6591
1.47978e-08,0.6863
1.48211e-08,0.7320
1.48443e-08,0.7744
1.48676e-08,0.8001
1.48909e-08,0.7372
1.49141e-08,0.6409
1.49374e-08,0.5774
1.49607e-08,0.5413
1.49839e-08,0.5265
1.50072e-08,0.5240
1.50305e-08,0.5276
1.50537e-08,0.5309
1.50770e-08,0.5330
1.51003e-08,0.5350
1.51236e-08,0.5376
1.51468e-08,0.5411
1.51701e-08,0.5451
1.51934e-08,0.5496
1.52166e-08,0.5560
1.52399e-08,0.5635
1.52632e-08,0.5710
1.52864e-08,0.5748
1.53097e-08,0.5719
1.53330e-08,0.5619
1.53562e-08,0.5421
1.53795e-08,0.5070
1.54028e-08,0.4561
1.54260e-08,0.3911
1.54493e-08,0.3161
1.54726e-08,0.2385
1.54958e-08,0.1649
1.55191e-08,0.1020
1.55424e-08,0.0532
1.55656e-08,0.0182
1.55889e-08,-0.0060
1.56122e-08,-0.0234
1.56354e-08,-0.0366
1.56587e-08,-0.0467
1.56820e-08,-0.0549
1.57052e-08,-0.0627
1.57285e-08,-0.0707
1.57518e-08,-0.0781
1.57750e-08,-0.0838
1.57983e-08,-0.0878
1.58216e-08,-0.0896
1.58448e-08,-0.0883
1.58681e-08,-0.0832
1.58914e-08,-0.0733
1.59146e-08,-0.0581
1.59379e-08,-0.0379
1.59612e-08,-0.0138
1.59844e-08,0.0115
1.60077e-08,0.0342
1.60310e-08,0.0509
1.60542e-08,0.0595
1.60775e-08,0.0608
1.61008e-08,0.0570
1.61240e-08,0.0505
1.61473e-08,0.0434
1.61706e-08,0.0373
1.61938e-08,0.0332
1.62171e-08,0.0311
1.62404e-08,0.0306
1.62636e-08,0.0308
1.62869e-08,0.0313
1.63102e-08,0.0314
1.63334e-08,0.0306
1.63567e-08,0.0288
1.63800e-08,0.0256
1.64032e-08,0.0212
1.64265e-08,0.0155
1.64498e-08,0.0078
1.64730e-08,-0.0015
1.64963e-08,-0.0115
1.65196e-08,-0.0203
1.65428e-08,-0.0260
1.65661e-08,-0.0277
1.65894e-08,-0.0253
1.66126e-08,-0.0199
1.66359e-08,-0.0132
1.66592e-08,-0.0068
1.66824e-08,-0.0020
1.67057e-08,0.0006
1.67290e-08,0.0070
1.67522e-08,0.0369
1.67755e-08,0.1371
1.67988e-08,0.2938
1.68220e-08,0.4188
1.68453e-08,0.5020
1.68686e-08,0.5658
1.68918e-08,0.6017
1.69151e-08,0.6214
1.69384e-08,0.6333
1.69616e-08,0.6429
1.69849e-08,0.6526
1.70082e-08,0.6623
1.70314e-08,0.6713
1.70547e-08,0.6780
1.70780e-08,0.6819
1.71012e-08,0.6810
1.71245e-08,0.6753
1.71478e-08,0.6668
1.71710e-08,0.6582
1.71943e-08,0.6510
1.72176e-08,0.6452
1.72408e-08,0.6434
1.72641e-08,0.6511
1.72874e-08,0.6727
1.73106e-08,0.7117
1.73339e-08,0.7681
1.73572e-08,0.8369
1.73804e-08,0.9108
1.74037e-08,0.9823
1.74270e-08,1.0448
1.74502e-08,1.0949
1.74735e-08,1.1327
1.74968e-08,1.1600
1.75201e-08,1.1792
1.75433e-08,1.1922
1.75666e-08,1.2017
1.75899e-08,1.2104
1.76131e-08,1.2202
1.76364e-08,1.2308
1.76597e-08,1.2407
1.76829e-08,1.2490
1.77062e-08,1.2554
1.77295e-08,1.2600
1.77527e-08,1.2627
1.77760e-08,1.2624
1.77993e-08,1.2576
1.78225e-08,1.2468
1.78458e-08,1.2295
1.78691e-08,1.2072
1.78923e-08,1.1832
1.79156e-08,1.1619
1.79389e-08,1.1466
1.79621e-08,1.1299
1.79854e-08,1.0862
1.80087e-08,0.9891
1.80319e-08,0.8277
1.80552e-08,0.6972
1.80785e-08,0.6166
1.81017e-08,0.5651
1.81250e-08,0.5358
1.81483e-08,0.5196
1.81715e-08,0.5093
1.81948e-08,0.5017
1.82181e-08,0.4958
1.82413e-08,0.4907
1.82646e-08,0.4870
1.82879e-08,0.4851
1.83111e-08,0.4854
1.83344e-08,0.4895
1.83577e-08,0.4987
1.83809e-08,0.5119
1.84042e-08,0.5265
1.84275e-08,0.5388
1.84507e-08,0.5474
1.84740e-08,0.5504
1.84973e-08,0.5409
1.85205e-08,0.5136
1.85438e-08,0.4670
1.85671e-08,0.4024
1.85903e-08,0.3266
1.86136e-08,0.2671
1.86369e-08,0.2667
1.86601e-08,0.3739
1.86834e-08,0.4730
1.87067e-08,0.5459
1.87299e-08,0.5808
1.87532e-08,0.6004
1.87765e-08,0.6034
1.87997e-08,0.5992
1.88230e-08,0.5932
1.88463e-08,0.5862
1.88695e-08,0.5787
1.88928e-08,0.5719
1.89161e-08,0.5655
1.89393e-08,0.5592
1.89626e-08,0.5534
1.89859e-08,0.5478
1.90091e-08,0.5444
1.90324e-08,0.5474
1.90557e-08,0.5595
1.90789e-08,0.5803
1.91022e-08,0.6081
1.91255e-08,0.6447
1.91487e-08,0.6900
1.91720e-08,0.7440
1.91953e-08,0.8073
1.92185e-08,0.8584
1.92418e-08,0.8859
1.92651e-08,0.8217
1.92883e-08,0.7150
1.93116e-08,0.6323
1.93349e-08,0.5895
1.93581e-08,0.5667
1.93814e-08,0.5592
1.94047e-08,0.5604
1.94279e-08,0.5622
1.94512e-08,0.5636
1.94745e-08,0.5645
1.94977e-08,0.5647
1.95210e-08,0.5638
1.95443e-08,0.5615
1.95675e-08,0.5571
1.95908e-08,0.5518
1.96141e-08,0.5461
1.96373e-08,0.5408
1.96606e-08,0.5346
1.96839e-08,0.5262
1.97071e-08,0.5154
1.97304e-08,0.4995
1.97537e-08,0.4721
1.97769e-08,0.4309
1.98002e-08,0.3762
1.98235e-08,0.3105
1.98468e-08,0.2423
1.98700e-08,0.2005
1.98933e-08,0.2340
1.99166e-08,0.3420
1.99398e-08,0.4397
1.99631e-08,0.5057
1.99864e-08,0.5447
2.00096e-08,0.5622
2.00329e-08,0.5681
2.00562e-08,0.5671
2.00794e-08,0.5657
2.01027e-08,0.5658
2.01260e-08,0.5669
2.01492e-08,0.5699
2.01725e-08,0.5727
2.01958e-08,0.5749
2.02190e-08,0.5757
2.02423e-08,0.5755
2.02656e-08,0.5769
2.02888e-08,0.5834
2.03121e-08,0.5965
2.03354e-08,0.6155
2.03586e-08,0.6396
2.03819e-08,0.6715
2.04052e-08,0.7119
2.04284e-08,0.7620
2.04517e-08,0.8224
2.04750e-08,0.8900
2.04982e-08,0.9596
2.05215e-08,1.0252
2.05448e-08,1.0815
2.05680e-08,1.1264
2.05913e-08,1.1600
2.06146e-08,1.1840
2.06378e-08,1.2008
2.06611e-08,1.2118
2.06844e-08,1.2191
2.07076e-08,1.2252
2.07309e-08,1.2317
2.07542e-08,1.2383
2.07774e-08,1.2436
2.08007e-08,1.2464
2.08240e-08,1.2461
2.08472e-08,1.2430
2.08705e-08,1.2379
2.08938e-08,1.2317
2.09170e-08,1.2238
2.09403e-08,1.2137
2.09636e-08,1.2004
2.09868e-08,1.1843
2.10101e-08,1.1672
2.10334e-08,1.1521
2.10566e-08,1.1418
2.10799e-08,1.1372
2.11032e-08,1.1380
2.11264e-08,1.1428
2.11497e-08,1.1504
2.11730e-08,1.1591
2.11962e-08,1.1673
2.12195e-08,1.1737
2.12428e-08,1.1778
2.12660e-08,1.1797
2.12893e-08,1.1803
2.13126e-08,1.1809
2.13358e-08,1.1827
2.13591e-08,1.1857
2.13824e-08,1.1897
2.14056e-08,1.1938
2.14289e-08,1.1975
2.14522e-08,1.2011
2.14754e-08,1.2056
2.14987e-08,1.2111
2.15220e-08,1.2170
2.15452e-08,1.2221
2.15685e-08,1.2252
2.15918e-08,1.2255
2.16150e-08,1.2230
2.16383e-08,1.2183
2.16616e-08,1.2126
2.16848e-08,1.2068
2.17081e-08,1.1966
2.17314e-08,1.1553
2.17546e-08,1.0709
2.17779e-08,0.9005
2.18012e-08,0.7627
2.18244e-08,0.6693
2.18477e-08,0.6089
2.18710e-08,0.5722
2.18942e-08,0.5498
2.19175e-08,0.5361
2.19408e-08,0.5263
2.19640e-08,0.5187
2.19873e-08,0.5114
2.20106e-08,0.5045
2.20338e-08,0.4986
2.20571e-08,0.4941
2.20804e-08,0.4922
2.21037e-08,0.4942
2.21269e-08,0.4993
2.21502e-08,0.5063
2.21735e-08,0.5131
2.21967e-08,0.5191
2.22200e-08,0.5237
2.22433e-08,0.5201
2.22665e-08,0.5013
2.22898e-08,0.4643
2.23131e-08,0.4082
2.23363e-08,0.3387
2.23596e-08,0.2642
2.23829e-08,0.1922
2.24061e-08,0.1301
2.24294e-08,0.0807
2.24527e-08,0.0435
2.24759e-08,0.0164
2.24992e-08,-0.0035
2.25225e-08,-0.0174
2.25457e-08,-0.0273
2.25690e-08,-0.0353
2.25923e-08,-0.0435
2.26155e-08,-0.0522
2.26388e-08,-0.0604
2.26621e-08,-0.0676
2.26853e-08,-0.0740
2.27086e-08,-0.0796
2.27319e-08,-0.0840
2.27551e-08,-0.0860
2.27784e-08,-0.0829
2.28017e-08,-0.0726
2.28249e-08,-0.0546
2.28482e-08,-0.0301
2.28715e-08,-0.0029
2.28947e-08,0.0220
2.29180e-08,0.0406
2.29413e-08,0.0511
2.29645e-08,0.0545
2.29878e-08,0.0665
2.30111e-08,0.1160
2.30343e-08,0.2467
2.30576e-08,0.3936
2.30809e-08,0.4986
2.31041e-08,0.5740
2.31274e-08,0.6237
2.31507e-08,0.6495
2.31739e-08,0.6631
2.31972e-08,0.6711
2.32205e-08,0.6771
2.32437e-08,0.6822
2.32670e-08,0.6872
2.32903e-08,0.6906
2.33135e-08,0.6903
2.33368e-08,0.6850
2.33601e-08,0.6733
2.33833e-08,0.6570
2.34066e-08,0.6403
2.34299e-08,0.6269
2.34531e-08,0.6185
2.34764e-08,0.6151
2.34997e-08,0.6207
2.35229e-08,0.6394
2.35462e-08,0.6741
2.35695e-08,0.7262
2.35927e-08,0.7755
2.36160e-08,0.8080
2.36393e-08,0.7530
2.36625e-08,0.6518
2.36858e-08,0.5841
2.37091e-08,0.5453
2.37323e-08,0.5289
2.37556e-08,0.5243
2.37789e-08,0.5278
2.38021e-08,0.5318
2.38254e-08,0.5356
2.38487e-08,0.5406
2.38719e-08,0.5469
2.38952e-08,0.5546
2.39185e-08,0.5621
2.39417e-08,0.5679
2.39650e-08,0.5730
2.39883e-08,0.5768
2.40115e-08,0.5789
2.40348e-08,0.5773
2.40581e-08,0.5697
2.40813e-08,0.5563
2.41046e-08,0.5350
2.41279e-08,0.5004
2.41511e-08,0.4517
2.41744e-08,0.3901
2.41977e-08,0.3187
2.42209e-08,0.2438
2.42442e-08,0.1716
2.42675e-08,0.1084
2.42907e-08,0.0585
2.43140e-08,0.0218
2.43373e-08,-0.0041
2.43605e-08,-0.0233
2.43838e-08,-0.0383
2.44071e-08,-0.0503
2.44303e-08,-0.0600
2.44536e-08,-0.0683
2.44769e-08,-0.0756
2.45002e-08,-0.0811
2.45234e-08,-0.0843
2.45467e-08,-0.0856
2.45700e-08,-0.0853
2.45932e-08,-0.0829
2.46165e-08,-0.0775
2.46398e-08,-0.0685
2.46630e-08,-0.0550
2.46863e-08,-0.0371
2.47096e-08,-0.0153
2.47328e-08,0.0083
