.HEADER
..NAMES
Time,V U1.Y1
.DATA
2.46398e-08,1.2668
2.46630e-08,1.2633
2.46863e-08,1.2585
2.47096e-08,1.2513
2.47328e-08,1.2401
2.47561e-08,1.2246
2.47794e-08,1.2065
2.48026e-08,1.1887
2.48259e-08,1.1735
2.48492e-08,1.1321
2.48724e-08,1.0676
2.48957e-08,0.9033
2.49190e-08,0.7444
2.49422e-08,0.6314
2.49655e-08,0.5498
2.49888e-08,0.4969
2.50120e-08,0.4699
2.50353e-08,0.4564
2.50586e-08,0.4512
2.50818e-08,0.4523
2.51051e-08,0.4581
2.51284e-08,0.4671
2.51516e-08,0.4771
2.51749e-08,0.4861
2.51982e-08,0.4939
2.52214e-08,0.5020
2.52447e-08,0.5095
2.52680e-08,0.5159
2.52912e-08,0.5212
2.53145e-08,0.5258
2.53378e-08,0.5305
2.53610e-08,0.5343
2.53843e-08,0.5326
2.54076e-08,0.5182
2.54308e-08,0.4878
2.54541e-08,0.4425
2.54774e-08,0.3901
2.55006e-08,0.3666
2.55239e-08,0.4438
2.55472e-08,0.5597
2.55704e-08,0.6318
2.55937e-08,0.6756
2.56170e-08,0.6966
2.56402e-08,0.6940
2.56635e-08,0.6828
2.56868e-08,0.6681
2.57100e-08,0.6507
2.57333e-08,0.6325
2.57566e-08,0.6133
2.57798e-08,0.5955
2.58031e-08,0.5792
2.58264e-08,0.5642
2.58496e-08,0.5475
2.58729e-08,0.5301
2.58962e-08,0.5151
2.59194e-08,0.5046
2.59427e-08,0.5004
2.59660e-08,0.5048
2.59892e-08,0.5190
2.60125e-08,0.5451
2.60358e-08,0.5872
2.60590e-08,0.6463
2.60823e-08,0.7149
2.61056e-08,0.7642
2.61288e-08,0.7679
2.61521e-08,0.6807
2.61754e-08,0.5975
2.61986e-08,0.5404
2.62219e-08,0.5078
2.62452e-08,0.4935
2.62684e-08,0.4936
2.62917e-08,0.4986
2.63150e-08,0.5060
2.63382e-08,0.5158
2.63615e-08,0.5284
2.63848e-08,0.5430
2.64080e-08,0.5586
2.64313e-08,0.5737
2.64546e-08,0.5883
2.64778e-08,0.6018
2.65011e-08,0.6118
2.65244e-08,0.6166
2.65476e-08,0.6146
2.65709e-08,0.6055
2.65942e-08,0.5899
2.66174e-08,0.5671
2.66407e-08,0.5339
2.66640e-08,0.4878
2.66872e-08,0.4306
2.67105e-08,0.3657
2.67338e-08,0.2954
2.67570e-08,0.2243
2.67803e-08,0.1592
2.68036e-08,0.1045
2.68269e-08,0.0605
2.68501e-08,0.0256
2.68734e-08,-0.0012
2.68967e-08,-0.0212
2.69199e-08,-0.0363
2.69432e-08,-0.0490
2.69665e-08,-0.0609
2.69897e-08,-0.0722
2.70130e-08,-0.0822
2.70363e-08,-0.0906
2.70595e-08,-0.0973
2.70828e-08,-0.1020
2.71061e-08,-0.1049
2.71293e-08,-0.1060
2.71526e-08,-0.1050
2.71759e-08,-0.1007
2.71991e-08,-0.0923
2.72224e-08,-0.0784
2.72457e-08,-0.0591
2.72689e-08,-0.0364
2.72922e-08,-0.0135
2.73155e-08,0.0068
2.73387e-08,0.0231
2.73620e-08,0.0341
2.73853e-08,0.0395
2.74085e-08,0.0400
2.74318e-08,0.0374
2.74551e-08,0.0336
2.74783e-08,0.0298
2.75016e-08,0.0270
2.75249e-08,0.0258
2.75481e-08,0.0263
2.75714e-08,0.0279
2.75947e-08,0.0295
2.76179e-08,0.0309
2.76412e-08,0.0323
2.76645e-08,0.0337
2.76877e-08,0.0350
2.77110e-08,0.0352
2.77343e-08,0.0334
2.77575e-08,0.0288
2.77808e-08,0.0213
2.78041e-08,0.0116
2.78273e-08,0.0010
2.78506e-08,-0.0090
2.78739e-08,-0.0167
2.78971e-08,-0.0212
2.79204e-08,-0.0222
2.79437e-08,-0.0203
2.79669e-08,-0.0162
2.79902e-08,-0.0110
2.80135e-08,-0.0060
2.80367e-08,-0.0023
2.80600e-08,-0.0004
2.80833e-08,-0.0001
2.81065e-08,-0.0008
2.81298e-08,-0.0022
2.81531e-08,-0.0038
2.81763e-08,-0.0055
2.81996e-08,-0.0074
2.82229e-08,-0.0092
2.82461e-08,-0.0107
2.82694e-08,-0.0112
2.82927e-08,-0.0102
2.83159e-08,-0.0074
2.83392e-08,-0.0031
2.83625e-08,0.0023
2.83857e-08,0.0076
2.84090e-08,0.0119
2.84323e-08,0.0147
2.84555e-08,0.0153
2.84788e-08,0.0138
2.85021e-08,0.0107
2.85253e-08,0.0066
2.85486e-08,0.0027
2.85719e-08,-0.0003
2.85951e-08,-0.0008
2.86184e-08,0.0178
2.86417e-08,0.0797
2.86649e-08,0.2340
2.86882e-08,0.3745
2.87115e-08,0.4928
2.87347e-08,0.5814
2.87580e-08,0.6370
2.87813e-08,0.6727
2.88045e-08,0.6904
2.88278e-08,0.6977
2.88511e-08,0.6978
2.88743e-08,0.6914
2.88976e-08,0.6812
2.89209e-08,0.6693
2.89441e-08,0.6580
2.89674e-08,0.6475
2.89907e-08,0.6379
2.90139e-08,0.6316
2.90372e-08,0.6299
2.90605e-08,0.6322
2.90838e-08,0.6373
2.91070e-08,0.6433
2.91303e-08,0.6494
2.91536e-08,0.6579
2.91768e-08,0.6751
2.92001e-08,0.7043
2.92234e-08,0.7209
2.92466e-08,0.7264
2.92699e-08,0.6318
2.92932e-08,0.5338
2.93164e-08,0.4690
2.93397e-08,0.4328
2.93630e-08,0.4182
2.93862e-08,0.4265
2.94095e-08,0.4440
2.94328e-08,0.4632
2.94560e-08,0.4832
2.94793e-08,0.5037
2.95026e-08,0.5238
2.95258e-08,0.5419
2.95491e-08,0.5561
2.95724e-08,0.5667
2.95956e-08,0.5757
2.96189e-08,0.5827
2.96422e-08,0.5885
2.96654e-08,0.5929
2.96887e-08,0.5955
2.97120e-08,0.5961
2.97352e-08,0.5925
2.97585e-08,0.5791
2.97818e-08,0.5494
2.98050e-08,0.5020
2.98283e-08,0.4399
2.98516e-08,0.3724
2.98748e-08,0.3322
2.98981e-08,0.3961
2.99214e-08,0.4946
2.99446e-08,0.5745
2.99679e-08,0.6152
2.99912e-08,0.6389
3.00144e-08,0.6447
3.00377e-08,0.6384
3.00610e-08,0.6289
3.00842e-08,0.6164
3.01075e-08,0.6030
3.01308e-08,0.5881
3.01540e-08,0.5737
3.01773e-08,0.5597
3.02006e-08,0.5459
3.02238e-08,0.5300
3.02471e-08,0.5135
3.02704e-08,0.5001
3.02936e-08,0.4927
3.03169e-08,0.4936
3.03402e-08,0.5045
3.03634e-08,0.5262
3.03867e-08,0.5594
3.04100e-08,0.6064
3.04332e-08,0.6676
3.04565e-08,0.7358
3.04798e-08,0.7815
3.05030e-08,0.7836
3.05263e-08,0.6923
3.05496e-08,0.6047
3.05728e-08,0.5464
3.05961e-08,0.5083
3.06194e-08,0.4924
3.06426e-08,0.4898
3.06659e-08,0.4932
3.06892e-08,0.5000
3.07124e-08,0.5101
3.07357e-08,0.5238
3.07590e-08,0.5399
3.07822e-08,0.5571
3.08055e-08,0.5734
3.08288e-08,0.5881
3.08520e-08,0.6007
3.08753e-08,0.6086
3.08986e-08,0.6109
3.09218e-08,0.6062
3.09451e-08,0.5952
3.09684e-08,0.5790
3.09916e-08,0.5572
3.10149e-08,0.5265
3.10382e-08,0.4839
3.10614e-08,0.4304
3.10847e-08,0.3688
3.11080e-08,0.3013
3.11312e-08,0.2319
3.11545e-08,0.1673
3.11778e-08,0.1125
3.12010e-08,0.0678
3.12243e-08,0.0319
3.12476e-08,0.0036
3.12708e-08,-0.0180
3.12941e-08,-0.0347
3.13174e-08,-0.0489
3.13406e-08,-0.0620
3.13639e-08,-0.0738
3.13872e-08,-0.0836
3.14105e-08,-0.0911
3.14337e-08,-0.0964
3.14570e-08,-0.0996
3.14803e-08,-0.1012
3.15035e-08,-0.1016
3.15268e-08,-0.1006
3.15501e-08,-0.0973
3.15733e-08,-0.0904
3.15966e-08,-0.0785
3.16199e-08,-0.0610
3.16431e-08,-0.0397
3.16664e-08,-0.0176
3.16897e-08,0.0025
3.17129e-08,0.0190
3.17362e-08,0.0307
3.17595e-08,0.0370
3.17827e-08,0.0384
3.18060e-08,0.0368
3.18293e-08,0.0340
3.18525e-08,0.0312
3.18758e-08,0.0291
3.18991e-08,0.0283
3.19223e-08,0.0287
3.19456e-08,0.0296
3.19689e-08,0.0303
3.19921e-08,0.0306
3.20154e-08,0.0309
3.20387e-08,0.0315
3.20619e-08,0.0325
3.20852e-08,0.0330
3.21085e-08,0.0320
3.21317e-08,0.0285
3.21550e-08,0.0222
3.21783e-08,0.0136
3.22015e-08,0.0036
3.22248e-08,-0.0062
3.22481e-08,-0.0141
3.22713e-08,-0.0190
3.22946e-08,-0.0206
3.23179e-08,-0.0193
3.23411e-08,-0.0159
3.23644e-08,-0.0113
3.23877e-08,-0.0068
3.24109e-08,-0.0035
3.24342e-08,-0.0019
3.24575e-08,-0.0015
3.24807e-08,-0.0019
3.25040e-08,-0.0027
3.25273e-08,-0.0036
3.25505e-08,-0.0046
3.25738e-08,-0.0058
3.25971e-08,-0.0072
3.26203e-08,-0.0088
3.26436e-08,-0.0097
3.26669e-08,-0.0094
3.26901e-08,-0.0074
3.27134e-08,-0.0037
3.27367e-08,0.0011
3.27599e-08,0.0062
3.27832e-08,0.0106
3.28065e-08,0.0136
3.28297e-08,0.0146
3.28530e-08,0.0135
3.28763e-08,0.0108
3.28995e-08,0.0072
3.29228e-08,0.0036
3.29461e-08,0.0008
3.29693e-08,-0.0001
3.29926e-08,0.0179
3.30159e-08,0.0845
3.30391e-08,0.2242
3.30624e-08,0.3721
3.30857e-08,0.4849
3.31089e-08,0.5753
3.31322e-08,0.6341
3.31555e-08,0.6691
3.31787e-08,0.6879
3.32020e-08,0.6963
3.32253e-08,0.6973
3.32485e-08,0.6918
3.32718e-08,0.6824
3.32951e-08,0.6709
3.33183e-08,0.6597
3.33416e-08,0.6491
3.33649e-08,0.6393
3.33881e-08,0.6326
3.34114e-08,0.6304
3.34347e-08,0.6324
3.34579e-08,0.6371
3.34812e-08,0.6427
3.35045e-08,0.6487
3.35277e-08,0.6569
3.35510e-08,0.6739
3.35743e-08,0.7028
3.35975e-08,0.7198
3.36208e-08,0.7207
3.36441e-08,0.6348
3.36673e-08,0.5373
3.36906e-08,0.4746
3.37139e-08,0.4375
3.37372e-08,0.4232
3.37604e-08,0.4284
3.37837e-08,0.4444
3.38070e-08,0.4627
3.38302e-08,0.4822
3.38535e-08,0.5023
3.38768e-08,0.5224
3.39000e-08,0.5406
3.39233e-08,0.5552
3.39466e-08,0.5661
3.39698e-08,0.5755
3.39931e-08,0.5827
3.40164e-08,0.5886
3.40396e-08,0.5932
3.40629e-08,0.5960
3.40862e-08,0.5967
3.41094e-08,0.5932
3.41327e-08,0.5799
3.41560e-08,0.5505
3.41792e-08,0.5034
3.42025e-08,0.4418
3.42258e-08,0.3739
3.42490e-08,0.3326
3.42723e-08,0.3894
3.42956e-08,0.4964
3.43188e-08,0.5685
3.43421e-08,0.6163
3.43654e-08,0.6389
3.43886e-08,0.6454
3.44119e-08,0.6403
3.44352e-08,0.6306
3.44584e-08,0.6182
3.44817e-08,0.6045
3.45050e-08,0.5893
3.45282e-08,0.5747
3.45515e-08,0.5605
3.45748e-08,0.5466
3.45980e-08,0.5306
3.46213e-08,0.5139
3.46446e-08,0.5005
3.46678e-08,0.4930
3.46911e-08,0.4937
3.47144e-08,0.5046
3.47376e-08,0.5260
3.47609e-08,0.5585
3.47842e-08,0.6046
3.48074e-08,0.6651
3.48307e-08,0.7332
3.48540e-08,0.7786
3.48772e-08,0.7817
3.49005e-08,0.6894
3.49238e-08,0.6019
3.49470e-08,0.5463
3.49703e-08,0.5066
3.49936e-08,0.4909
3.50168e-08,0.4896
3.50401e-08,0.4930
3.50634e-08,0.5001
3.50866e-08,0.5102
3.51099e-08,0.5239
3.51332e-08,0.5401
3.51564e-08,0.5572
3.51797e-08,0.5734
3.52030e-08,0.5880
3.52262e-08,0.6006
3.52495e-08,0.6084
3.52728e-08,0.6107
3.52960e-08,0.6062
3.53193e-08,0.5954
3.53426e-08,0.5797
3.53658e-08,0.5583
3.53891e-08,0.5282
3.54124e-08,0.4859
3.54356e-08,0.4326
3.54589e-08,0.3711
3.54822e-08,0.3137
3.55054e-08,0.2996
3.55287e-08,0.3865
3.55520e-08,0.5047
3.55752e-08,0.5737
3.55985e-08,0.6247
3.56218e-08,0.6506
3.56450e-08,0.6550
3.56683e-08,0.6504
3.56916e-08,0.6376
3.57148e-08,0.6204
3.57381e-08,0.6004
3.57614e-08,0.5794
3.57846e-08,0.5601
3.58079e-08,0.5437
3.58312e-08,0.5306
3.58544e-08,0.5185
3.58777e-08,0.5090
3.59010e-08,0.5051
3.59242e-08,0.5078
3.59475e-08,0.5175
3.59708e-08,0.5347
3.59940e-08,0.5591
3.60173e-08,0.5913
3.60406e-08,0.6351
3.60638e-08,0.6909
3.60871e-08,0.7560
3.61104e-08,0.8279
3.61337e-08,0.9029
3.61569e-08,0.9746
3.61802e-08,1.0375
3.62035e-08,1.0903
3.62267e-08,1.1341
3.62500e-08,1.1697
3.62733e-08,1.1973
3.62965e-08,1.2174
3.63198e-08,1.2314
3.63431e-08,1.2418
3.63663e-08,1.2499
3.63896e-08,1.2562
3.64129e-08,1.2610
3.64361e-08,1.2646
3.64594e-08,1.2665
3.64827e-08,1.2671
3.65059e-08,1.2669
3.65292e-08,1.2661
3.65525e-08,1.2639
3.65757e-08,1.2591
3.65990e-08,1.2503
3.66223e-08,1.2362
3.66455e-08,1.2180
3.66688e-08,1.1986
3.66921e-08,1.1808
3.67153e-08,1.1661
3.67386e-08,1.1555
3.67619e-08,1.1493
3.67851e-08,1.1475
3.68084e-08,1.1493
3.68317e-08,1.1536
3.68549e-08,1.1593
3.68782e-08,1.1654
3.69015e-08,1.1708
3.69247e-08,1.1748
3.69480e-08,1.1774
3.69713e-08,1.1793
3.69945e-08,1.1809
3.70178e-08,1.1820
3.70411e-08,1.1822
3.70643e-08,1.1816
3.70876e-08,1.1808
3.71109e-08,1.1808
3.71341e-08,1.1831
3.71574e-08,1.1880
3.71807e-08,1.1952
3.72039e-08,1.2037
3.72272e-08,1.2121
3.72505e-08,1.2191
3.72737e-08,1.2238
3.72970e-08,1.2257
3.73203e-08,1.2251
3.73435e-08,1.2223
3.73668e-08,1.2179
3.73901e-08,1.2126
3.74133e-08,1.2076
3.74366e-08,1.2039
3.74599e-08,1.2016
3.74831e-08,1.2004
3.75064e-08,1.2000
3.75297e-08,1.2002
3.75529e-08,1.2009
3.75762e-08,1.2021
3.75995e-08,1.2039
3.76227e-08,1.2060
3.76460e-08,1.2077
3.76693e-08,1.2083
3.76925e-08,1.2071
3.77158e-08,1.2043
3.77391e-08,1.2004
3.77623e-08,1.1961
3.77856e-08,1.1923
3.78089e-08,1.1895
3.78321e-08,1.1882
3.78554e-08,1.1886
3.78787e-08,1.1907
3.79019e-08,1.1938
3.79252e-08,1.1975
3.79485e-08,1.2009
3.79717e-08,1.1782
3.79950e-08,1.1229
3.80183e-08,0.9778
3.80415e-08,0.8166
3.80648e-08,0.6955
3.80881e-08,0.6077
3.81113e-08,0.5466
3.81346e-08,0.5095
3.81579e-08,0.4888
3.81811e-08,0.4783
3.82044e-08,0.4758
3.82277e-08,0.4791
3.82509e-08,0.4867
3.82742e-08,0.4964
3.82975e-08,0.5065
3.83207e-08,0.5159
3.83440e-08,0.5255
3.83673e-08,0.5327
3.83905e-08,0.5360
3.84138e-08,0.5348
3.84371e-08,0.5303
3.84603e-08,0.5247
3.84836e-08,0.5191
3.85069e-08,0.5111
3.85302e-08,0.4944
3.85534e-08,0.4652
3.85767e-08,0.4238
3.86000e-08,0.3757
3.86232e-08,0.3537
3.86465e-08,0.4227
3.86698e-08,0.5474
3.86930e-08,0.6283
3.87163e-08,0.6767
3.87396e-08,0.6998
3.87628e-08,0.7002
3.87861e-08,0.6881
3.88094e-08,0.6716
3.88326e-08,0.6521
3.88559e-08,0.6310
3.88792e-08,0.6087
3.89024e-08,0.5883
3.89257e-08,0.5712
3.89490e-08,0.5579
3.89722e-08,0.5452
3.89955e-08,0.5327
3.90188e-08,0.5224
3.90420e-08,0.5157
3.90653e-08,0.5138
3.90886e-08,0.5184
3.91118e-08,0.5306
3.91351e-08,0.5526
3.91584e-08,0.5887
3.91816e-08,0.6416
3.92049e-08,0.7069
3.92282e-08,0.7537
3.92514e-08,0.7691
3.92747e-08,0.6835
3.92980e-08,0.5975
3.93212e-08,0.5418
3.93445e-08,0.5067
3.93678e-08,0.4922
3.93910e-08,0.4944
3.94143e-08,0.5013
3.94376e-08,0.5101
3.94608e-08,0.5202
3.94841e-08,0.5319
3.95074e-08,0.5444
3.95306e-08,0.5574
3.95539e-08,0.5697
3.95772e-08,0.5817
3.96004e-08,0.5938
3.96237e-08,0.6037
3.96470e-08,0.6099
3.96702e-08,0.6105
3.96935e-08,0.6048
3.97168e-08,0.5930
3.97400e-08,0.5735
3.97633e-08,0.5433
3.97866e-08,0.4992
3.98098e-08,0.4427
3.98331e-08,0.3777
3.98564e-08,0.3066
3.98796e-08,0.2339
3.99029e-08,0.1662
3.99262e-08,0.1087
3.99494e-08,0.0622
3.99727e-08,0.0253
3.99960e-08,-0.0027
4.00192e-08,-0.0230
4.00425e-08,-0.0374
4.00658e-08,-0.0486
4.00890e-08,-0.0588
4.01123e-08,-0.0685
4.01356e-08,-0.0775
4.01588e-08,-0.0856
4.01821e-08,-0.0928
4.02054e-08,-0.0988
4.02286e-08,-0.1033
4.02519e-08,-0.1063
4.02752e-08,-0.1069
4.02984e-08,-0.1041
4.03217e-08,-0.0966
4.03450e-08,-0.0832
4.03682e-08,-0.0639
4.03915e-08,-0.0407
4.04148e-08,-0.0168
4.04380e-08,0.0049
4.04613e-08,0.0226
4.04846e-08,0.0453
4.05078e-08,0.0962
4.05311e-08,0.2278
4.05544e-08,0.3890
4.05776e-08,0.5081
4.06009e-08,0.5944
4.06242e-08,0.6560
4.06474e-08,0.6922
4.06707e-08,0.7099
4.06940e-08,0.7192
4.07173e-08,0.7223
4.07405e-08,0.7208
4.07638e-08,0.7163
4.07871e-08,0.7106
4.08103e-08,0.7048
4.08336e-08,0.6987
4.08569e-08,0.6894
4.08801e-08,0.6776
4.09034e-08,0.6652
4.09267e-08,0.6533
4.09499e-08,0.6422
4.09732e-08,0.6328
4.09965e-08,0.6260
4.10197e-08,0.6244
4.10430e-08,0.6351
4.10663e-08,0.6623
4.10895e-08,0.6926
4.11128e-08,0.7161
4.11361e-08,0.6720
4.11593e-08,0.5754
4.11826e-08,0.4998
4.12059e-08,0.4554
4.12291e-08,0.4334
4.12524e-08,0.4341
4.12757e-08,0.4458
4.12989e-08,0.4597
4.13222e-08,0.4741
4.13455e-08,0.4889
4.13687e-08,0.5048
4.13920e-08,0.5212
4.14153e-08,0.5372
4.14385e-08,0.5524
4.14618e-08,0.5680
4.14851e-08,0.5833
4.15083e-08,0.5973
4.15316e-08,0.6089
4.15549e-08,0.6163
4.15781e-08,0.6186
4.16014e-08,0.6143
4.16247e-08,0.5999
4.16479e-08,0.5697
4.16712e-08,0.5216
4.16945e-08,0.4587
4.17177e-08,0.3860
4.17410e-08,0.3281
4.17643e-08,0.3409
4.17875e-08,0.4486
4.18108e-08,0.5348
4.18341e-08,0.5984
4.18573e-08,0.6333
4.18806e-08,0.6476
4.19039e-08,0.6498
4.19271e-08,0.6440
4.19504e-08,0.6330
4.19737e-08,0.6187
4.19969e-08,0.6008
4.20202e-08,0.5816
4.20435e-08,0.5623
4.20667e-08,0.5439
4.20900e-08,0.5256
4.21133e-08,0.5077
4.21365e-08,0.4933
4.21598e-08,0.4860
4.21831e-08,0.4876
4.22063e-08,0.4994
4.22296e-08,0.5213
4.22529e-08,0.5533
4.22761e-08,0.5963
4.22994e-08,0.6523
4.23227e-08,0.7188
4.23459e-08,0.7701
4.23692e-08,0.7965
4.23925e-08,0.7288
4.24157e-08,0.6303
4.24390e-08,0.5559
4.24623e-08,0.5113
4.24855e-08,0.4856
4.25088e-08,0.4800
4.25321e-08,0.4855
4.25553e-08,0.4948
4.25786e-08,0.5073
4.26019e-08,0.5227
4.26251e-08,0.5401
4.26484e-08,0.5579
4.26717e-08,0.5742
4.26949e-08,0.5874
4.27182e-08,0.5984
4.27415e-08,0.6052
4.27647e-08,0.6071
4.27880e-08,0.6031
4.28113e-08,0.5935
4.28345e-08,0.5794
4.28578e-08,0.5611
4.28811e-08,0.5362
4.29043e-08,0.5004
4.29276e-08,0.4527
4.29509e-08,0.3957
4.29742e-08,0.3355
4.29974e-08,0.3031
4.30207e-08,0.3586
4.30440e-08,0.4692
4.30672e-08,0.5629
4.30905e-08,0.6118
4.31138e-08,0.6435
4.31370e-08,0.6533
4.31603e-08,0.6477
4.31836e-08,0.6362
4.32068e-08,0.6204
4.32301e-08,0.6027
4.32534e-08,0.5832
4.32766e-08,0.5653
4.32999e-08,0.5498
4.33232e-08,0.5374
4.33464e-08,0.5259
4.33697e-08,0.5155
4.33930e-08,0.5092
4.34162e-08,0.5087
4.34395e-08,0.5146
4.34628e-08,0.5278
4.34860e-08,0.5481
4.35093e-08,0.5762
4.35326e-08,0.6151
4.35558e-08,0.6669
4.35791e-08,0.7282
4.36024e-08,0.7688
4.36256e-08,0.7784
4.36489e-08,0.6880
4.36722e-08,0.5977
4.36954e-08,0.5401
4.37187e-08,0.5025
4.37420e-08,0.4879
4.37652e-08,0.4886
4.37885e-08,0.4956
4.38118e-08,0.5051
4.38350e-08,0.5163
4.38583e-08,0.5294
4.38816e-08,0.5434
4.39048e-08,0.5573
4.39281e-08,0.5695
4.39514e-08,0.5801
4.39746e-08,0.5897
4.39979e-08,0.5964
4.40212e-08,0.5996
4.40444e-08,0.5980
4.40677e-08,0.5915
4.40910e-08,0.5806
4.41142e-08,0.5640
4.41375e-08,0.5380
4.41608e-08,0.4988
4.41840e-08,0.4469
4.42073e-08,0.3854
4.42306e-08,0.3165
4.42538e-08,0.2445
4.42771e-08,0.1762
4.43004e-08,0.1172
4.43236e-08,0.0689
4.43469e-08,0.0302
4.43702e-08,0.0002
4.43934e-08,-0.0220
4.44167e-08,-0.0379
4.44400e-08,-0.0502
4.44632e-08,-0.0607
4.44865e-08,-0.0700
4.45098e-08,-0.0778
4.45330e-08,-0.0842
4.45563e-08,-0.0897
4.45796e-08,-0.0942
4.46028e-08,-0.0979
4.46261e-08,-0.1010
4.46494e-08,-0.1028
4.46726e-08,-0.1019
4.46959e-08,-0.0968
4.47192e-08,-0.0859
4.47424e-08,-0.0685
4.47657e-08,-0.0464
4.47890e-08,-0.0227
4.48122e-08,-0.0004
4.48355e-08,0.0184
4.48588e-08,0.0418
4.48820e-08,0.0926
4.49053e-08,0.2262
4.49286e-08,0.3849
4.49518e-08,0.5126
4.49751e-08,0.5986
4.49984e-08,0.6587
4.50216e-08,0.6944
4.50449e-08,0.7119
4.50682e-08,0.7198
4.50914e-08,0.7216
4.51147e-08,0.7187
4.51380e-08,0.7132
4.51612e-08,0.7071
4.51845e-08,0.7015
4.52078e-08,0.6963
4.52310e-08,0.6886
4.52543e-08,0.6785
4.52776e-08,0.6677
4.53008e-08,0.6567
4.53241e-08,0.6462
4.53474e-08,0.6366
4.53707e-08,0.6292
4.53939e-08,0.6267
4.54172e-08,0.6361
4.54405e-08,0.6619
4.54637e-08,0.7044
4.54870e-08,0.7621
4.55103e-08,0.8313
4.55335e-08,0.9045
4.55568e-08,0.9738
4.55801e-08,1.0348
4.56033e-08,1.0865
4.56266e-08,1.1290
4.56499e-08,1.1619
4.56731e-08,1.1853
4.56964e-08,1.2011
4.57197e-08,1.2120
4.57429e-08,1.2205
4.57662e-08,1.2275
4.57895e-08,1.2340
4.58127e-08,1.2405
4.58360e-08,1.2476
4.58593e-08,1.2554
4.58825e-08,1.2648
4.59058e-08,1.2751
4.59291e-08,1.2845
4.59523e-08,1.2904
4.59756e-08,1.2900
4.59989e-08,1.2809
4.60221e-08,1.2634
4.60454e-08,1.2404
4.60687e-08,1.2159
4.60919e-08,1.1762
4.61152e-08,1.1094
4.61385e-08,0.9704
4.61617e-08,0.7926
4.61850e-08,0.6581
4.62083e-08,0.5656
4.62315e-08,0.5057
4.62548e-08,0.4748
4.62781e-08,0.4625
4.63013e-08,0.4596
4.63246e-08,0.4625
4.63479e-08,0.4686
4.63711e-08,0.4763
4.63944e-08,0.4835
4.64177e-08,0.4885
4.64409e-08,0.4902
4.64642e-08,0.4913
4.64875e-08,0.4922
4.65107e-08,0.4936
4.65340e-08,0.4962
4.65573e-08,0.5009
4.65805e-08,0.5082
4.66038e-08,0.5176
4.66271e-08,0.5251
4.66503e-08,0.5224
4.66736e-08,0.5033
4.66969e-08,0.4670
4.67201e-08,0.4147
4.67434e-08,0.3489
4.67667e-08,0.2767
4.67899e-08,0.2063
4.68132e-08,0.1435
4.68365e-08,0.0901
4.68597e-08,0.0461
4.68830e-08,0.0120
4.69063e-08,-0.0125
4.69295e-08,-0.0289
4.69528e-08,-0.0397
4.69761e-08,-0.0470
4.69993e-08,-0.0516
4.70226e-08,-0.0542
4.70459e-08,-0.0565
4.70691e-08,-0.0599
4.70924e-08,-0.0654
4.71157e-08,-0.0739
4.71389e-08,-0.0848
4.71622e-08,-0.0964
4.71855e-08,-0.1059
4.72087e-08,-0.1100
4.72320e-08,-0.1052
4.72553e-08,-0.0905
4.72785e-08,-0.0684
4.73018e-08,-0.0425
4.73251e-08,-0.0163
4.73483e-08,0.0074
4.73716e-08,0.0260
4.73949e-08,0.0382
4.74181e-08,0.0441
4.74414e-08,0.0449
4.74647e-08,0.0422
4.74879e-08,0.0371
4.75112e-08,0.0308
4.75345e-08,0.0246
4.75577e-08,0.0194
4.75810e-08,0.0154
4.76043e-08,0.0128
4.76275e-08,0.0124
4.76508e-08,0.0151
4.76741e-08,0.0208
4.76973e-08,0.0288
4.77206e-08,0.0369
4.77439e-08,0.0425
4.77672e-08,0.0437
4.77904e-08,0.0397
4.78137e-08,0.0306
4.78370e-08,0.0178
4.78602e-08,0.0038
4.78835e-08,-0.0090
4.79068e-08,-0.0188
4.79300e-08,-0.0247
4.79533e-08,-0.0266
4.79766e-08,-0.0210
4.79998e-08,0.0099
4.80231e-08,0.1091
4.80464e-08,0.2614
4.80696e-08,0.4107
4.80929e-08,0.5134
4.81162e-08,0.5962
4.81394e-08,0.6495
4.81627e-08,0.6772
4.81860e-08,0.6903
4.82092e-08,0.6918
4.82325e-08,0.6858
4.82558e-08,0.6738
4.82790e-08,0.6599
4.83023e-08,0.6474
4.83256e-08,0.6391
4.83488e-08,0.6340
4.83721e-08,0.6323
4.83954e-08,0.6349
4.84186e-08,0.6411
4.84419e-08,0.6491
4.84652e-08,0.6568
4.84884e-08,0.6625
4.85117e-08,0.6661
4.85350e-08,0.6726
4.85582e-08,0.6887
4.85815e-08,0.7169
4.86048e-08,0.7582
4.86280e-08,0.8122
4.86513e-08,0.8746
4.86746e-08,0.9384
4.86978e-08,0.9987
4.87211e-08,1.0533
4.87444e-08,1.1017
4.87676e-08,1.1429
4.87909e-08,1.1761
4.88142e-08,1.2013
4.88374e-08,1.2199
4.88607e-08,1.2334
4.88840e-08,1.2422
4.89072e-08,1.2467
4.89305e-08,1.2476
4.89538e-08,1.2464
4.89770e-08,1.2448
4.90003e-08,1.2451
4.90236e-08,1.2488
4.90468e-08,1.2557
4.90701e-08,1.2637
4.90934e-08,1.2699
4.91166e-08,1.2707
4.91399e-08,1.2640
4.91632e-08,1.2504
4.91864e-08,1.2327
4.92097e-08,1.2094
4.92330e-08,1.1497
4.92562e-08,1.0441
4.92795e-08,0.8595
4.93028e-08,0.7009
4.93260e-08,0.5944
4.93493e-08,0.5202
