.HEADER
..NAMES
Time,V U1.E3
.DATA
1.93349e-08,0.4344
1.93581e-08,0.4365
1.93814e-08,0.4625
1.94047e-08,0.4921
1.94279e-08,0.5138
1.94512e-08,0.5303
1.94745e-08,0.5417
1.94977e-08,0.5423
1.95210e-08,0.5341
1.95443e-08,0.5271
1.95675e-08,0.5243
1.95908e-08,0.5233
1.96141e-08,0.5253
1.96373e-08,0.5373
1.96606e-08,0.5575
1.96839e-08,0.5774
1.97071e-08,0.5943
1.97304e-08,0.6075
1.97537e-08,0.6102
1.97769e-08,0.5929
1.98002e-08,0.5543
1.98235e-08,0.4982
1.98468e-08,0.4293
1.98700e-08,0.3774
1.98933e-08,0.4063
1.99166e-08,0.4988
1.99398e-08,0.5678
1.99631e-08,0.6032
1.99864e-08,0.6165
2.00096e-08,0.6072
2.00329e-08,0.5900
2.00562e-08,0.5757
2.00794e-08,0.5678
2.01027e-08,0.5635
2.01260e-08,0.5641
2.01492e-08,0.5717
2.01725e-08,0.5785
2.01958e-08,0.5791
2.02190e-08,0.5757
2.02423e-08,0.5710
2.02656e-08,0.5616
2.02888e-08,0.5464
2.03121e-08,0.5325
2.03354e-08,0.5255
2.03586e-08,0.5266
2.03819e-08,0.5385
2.04052e-08,0.5667
2.04284e-08,0.6140
2.04517e-08,0.6767
2.04750e-08,0.7506
2.04982e-08,0.8332
2.05215e-08,0.9178
2.05448e-08,0.9950
2.05680e-08,1.0596
2.05913e-08,1.1122
2.06146e-08,1.1522
2.06378e-08,1.1783
2.06611e-08,1.1934
2.06844e-08,1.2033
2.07076e-08,1.2102
2.07309e-08,1.2141
2.07542e-08,1.2170
2.07774e-08,1.2218
2.08007e-08,1.2281
2.08240e-08,1.2343
2.08472e-08,1.2407
2.08705e-08,1.2478
2.08938e-08,1.2531
2.09170e-08,1.2540
2.09403e-08,1.2504
2.09636e-08,1.2431
2.09868e-08,1.2307
2.10101e-08,1.2127
2.10334e-08,1.1916
2.10566e-08,1.1707
2.10799e-08,1.1501
2.11032e-08,1.1001
2.11264e-08,1.0220
2.11497e-08,0.8556
2.11730e-08,0.7059
2.11962e-08,0.6043
2.12195e-08,0.5409
2.12428e-08,0.5117
2.12660e-08,0.5092
2.12893e-08,0.5128
2.13126e-08,0.5153
2.13358e-08,0.5195
