.HEADER
..NAMES
Time,V U2.H8
.DATA
0.0e+00,0.0027
2.33e-11,0.0027
4.65e-11,0.0027
6.98e-11,0.0027
9.31e-11,0.0027
1.163e-10,0.0027
1.396e-10,0.0027
1.629e-10,0.0027
1.861e-10,0.0027
2.094e-10,0.0027
2.327e-10,0.0027
2.559e-10,0.0027
2.792e-10,0.0027
3.025e-10,0.0027
3.257e-10,0.0027
3.490e-10,0.0027
3.723e-10,0.0027
3.955e-10,0.0027
4.188e-10,0.0027
4.421e-10,0.0027
4.653e-10,0.0027
4.886e-10,0.0027
5.119e-10,0.0027
5.351e-10,0.0027
5.584e-10,0.0027
5.817e-10,0.0027
6.049e-10,0.0027
6.282e-10,0.0027
6.515e-10,0.0044
6.747e-10,0.0136
6.980e-10,0.0450
7.213e-10,0.1045
7.445e-10,0.1866
7.678e-10,0.2926
7.911e-10,0.4096
8.143e-10,0.5273
8.376e-10,0.6476
8.609e-10,0.7608
8.841e-10,0.8653
9.074e-10,0.9601
9.307e-10,1.0402
9.539e-10,1.1031
9.772e-10,1.1465
1.0005e-09,1.1749
1.0237e-09,1.1962
1.0470e-09,1.2151
1.0703e-09,1.2356
1.0935e-09,1.2561
1.1168e-09,1.2720
1.1401e-09,1.2811
1.1633e-09,1.2823
1.1866e-09,1.2753
1.2099e-09,1.2607
1.2332e-09,1.2395
1.2564e-09,1.2119
1.2797e-09,1.1716
1.3030e-09,1.1089
1.3262e-09,1.0139
1.3495e-09,0.9010
1.3728e-09,0.7735
1.3960e-09,0.6422
1.4193e-09,0.5221
1.4426e-09,0.4023
1.4658e-09,0.2905
1.4891e-09,0.1887
1.5124e-09,0.0968
1.5356e-09,0.0199
1.5589e-09,-0.0381
1.5822e-09,-0.0753
1.6054e-09,-0.0958
1.6287e-09,-0.1097
1.6520e-09,-0.1226
1.6752e-09,-0.1365
1.6985e-09,-0.1487
1.7218e-09,-0.1531
1.7450e-09,-0.1479
1.7683e-09,-0.1348
1.7916e-09,-0.1157
1.8148e-09,-0.0916
1.8381e-09,-0.0635
1.8614e-09,-0.0331
1.8846e-09,0.0001
1.9079e-09,0.0403
1.9312e-09,0.0917
1.9544e-09,0.1648
1.9777e-09,0.2524
2.0010e-09,0.3519
2.0242e-09,0.4635
2.0475e-09,0.5755
2.0708e-09,0.6902
2.0940e-09,0.8033
2.1173e-09,0.9052
2.1406e-09,0.9952
2.1638e-09,1.0702
2.1871e-09,1.1269
2.2104e-09,1.1658
2.2336e-09,1.1887
2.2569e-09,1.2029
2.2802e-09,1.2135
2.3034e-09,1.2220
2.3267e-09,1.2295
2.3500e-09,1.2339
2.3732e-09,1.2343
2.3965e-09,1.2317
2.4198e-09,1.2252
2.4430e-09,1.2142
2.4663e-09,1.1982
2.4896e-09,1.1784
2.5128e-09,1.1517
2.5361e-09,1.1132
2.5594e-09,1.0493
2.5826e-09,0.9591
2.6059e-09,0.8541
2.6292e-09,0.7323
2.6524e-09,0.6098
2.6757e-09,0.4929
2.6990e-09,0.3760
2.7222e-09,0.2705
2.7455e-09,0.1758
2.7688e-09,0.0927
2.7920e-09,0.0256
2.8153e-09,-0.0241
2.8386e-09,-0.0556
2.8618e-09,-0.0749
2.8851e-09,-0.0901
2.9084e-09,-0.1044
2.9316e-09,-0.1191
2.9549e-09,-0.1312
2.9782e-09,-0.1362
3.0014e-09,-0.1339
3.0247e-09,-0.1243
3.0480e-09,-0.1082
3.0712e-09,-0.0862
3.0945e-09,-0.0595
3.1178e-09,-0.0303
3.1410e-09,0.0027
3.1643e-09,0.0435
3.1876e-09,0.0988
3.2108e-09,0.1773
3.2341e-09,0.2688
3.2574e-09,0.3742
3.2806e-09,0.4897
3.3039e-09,0.6015
3.3272e-09,0.7166
3.3504e-09,0.8265
3.3737e-09,0.9244
3.3970e-09,1.0134
3.4202e-09,1.0863
3.4435e-09,1.1413
3.4668e-09,1.1782
3.4901e-09,1.1993
3.5133e-09,1.2130
3.5366e-09,1.2228
3.5599e-09,1.2311
3.5831e-09,1.2386
3.6064e-09,1.2419
3.6297e-09,1.2410
3.6529e-09,1.2363
3.6762e-09,1.2269
3.6995e-09,1.2132
3.7227e-09,1.1953
3.7460e-09,1.1746
3.7693e-09,1.1512
3.7925e-09,1.1251
3.8158e-09,1.1010
3.8391e-09,1.0823
3.8623e-09,1.0713
3.8856e-09,1.0696
3.9089e-09,1.0742
3.9321e-09,1.0825
3.9554e-09,1.0932
3.9787e-09,1.1049
4.0019e-09,1.1176
4.0252e-09,1.1304
4.0485e-09,1.1432
4.0717e-09,1.1554
4.0950e-09,1.1655
4.1183e-09,1.1728
4.1415e-09,1.1783
4.1648e-09,1.1837
4.1881e-09,1.1908
4.2113e-09,1.2003
4.2346e-09,1.2110
4.2579e-09,1.2211
4.2811e-09,1.2295
4.3044e-09,1.2357
4.3277e-09,1.2395
4.3509e-09,1.2406
4.3742e-09,1.2389
4.3975e-09,1.2272
4.4207e-09,1.2007
4.4440e-09,1.1390
