.HEADER
..NAMES
Time,V U2.H7
.DATA
2.15452e-08,0.9655
2.15685e-08,1.0481
2.15918e-08,1.1104
2.16150e-08,1.1556
2.16383e-08,1.1870
2.16616e-08,1.2100
2.16848e-08,1.2292
2.17081e-08,1.2469
2.17314e-08,1.2642
2.17546e-08,1.2799
2.17779e-08,1.2924
2.18012e-08,1.3031
2.18244e-08,1.3126
2.18477e-08,1.3185
2.18710e-08,1.3173
2.18942e-08,1.3047
2.19175e-08,1.2806
2.19408e-08,1.2484
2.19640e-08,1.2136
2.19873e-08,1.1801
2.20106e-08,1.1489
2.20338e-08,1.1216
2.20571e-08,1.0997
2.20804e-08,1.0846
2.21037e-08,1.0779
2.21269e-08,1.0797
2.21502e-08,1.0885
2.21735e-08,1.1024
2.21967e-08,1.1186
2.22200e-08,1.1334
2.22433e-08,1.1441
2.22665e-08,1.1501
2.22898e-08,1.1531
2.23131e-08,1.1554
2.23363e-08,1.1580
2.23596e-08,1.1606
2.23829e-08,1.1628
2.24061e-08,1.1655
2.24294e-08,1.1706
2.24527e-08,1.1796
2.24759e-08,1.1922
2.24992e-08,1.2065
2.25225e-08,1.2201
2.25457e-08,1.2314
2.25690e-08,1.2394
2.25923e-08,1.2438
2.26155e-08,1.2447
2.26388e-08,1.2425
2.26621e-08,1.2379
2.26853e-08,1.2314
2.27086e-08,1.2232
2.27319e-08,1.2141
2.27551e-08,1.2056
2.27784e-08,1.1995
2.28017e-08,1.1969
2.28249e-08,1.1974
2.28482e-08,1.1995
2.28715e-08,1.2014
2.28947e-08,1.2025
2.29180e-08,1.2029
2.29413e-08,1.2029
2.29645e-08,1.2023
2.29878e-08,1.2007
2.30111e-08,1.1978
2.30343e-08,1.1938
2.30576e-08,1.1894
2.30809e-08,1.1855
2.31041e-08,1.1829
2.31274e-08,1.1823
2.31507e-08,1.1793
2.31739e-08,1.1685
2.31972e-08,1.1334
2.32205e-08,1.0709
2.32437e-08,0.9887
2.32670e-08,0.8860
2.32903e-08,0.7763
2.33135e-08,0.6620
2.33368e-08,0.5385
2.33601e-08,0.4129
2.33833e-08,0.2926
2.34066e-08,0.1846
2.34299e-08,0.0965
2.34531e-08,0.0304
2.34764e-08,-0.0176
2.34997e-08,-0.0506
2.35229e-08,-0.0740
2.35462e-08,-0.0936
2.35695e-08,-0.1109
2.35927e-08,-0.1260
2.36160e-08,-0.1379
2.36393e-08,-0.1453
2.36625e-08,-0.1511
2.36858e-08,-0.1573
2.37091e-08,-0.1626
2.37323e-08,-0.1630
2.37556e-08,-0.1531
2.37789e-08,-0.1313
2.38021e-08,-0.0930
2.38254e-08,-0.0276
2.38487e-08,0.0680
2.38719e-08,0.1826
2.38952e-08,0.3181
2.39185e-08,0.4573
2.39417e-08,0.5922
2.39650e-08,0.7301
2.39883e-08,0.8589
2.40115e-08,0.9743
2.40348e-08,1.0704
2.40581e-08,1.1409
2.40813e-08,1.1897
2.41046e-08,1.2229
2.41279e-08,1.2444
2.41511e-08,1.2592
2.41744e-08,1.2704
2.41977e-08,1.2803
2.42209e-08,1.2901
2.42442e-08,1.2983
2.42675e-08,1.3025
2.42907e-08,1.3026
2.43140e-08,1.2996
2.43373e-08,1.2924
2.43605e-08,1.2792
2.43838e-08,1.2570
2.44071e-08,1.2254
2.44303e-08,1.1882
2.44536e-08,1.1517
