.HEADER
..NAMES
Time,V U2.B7&A7
4.0019e-09,0.7217
4.0252e-09,0.7038
4.0485e-09,0.6874
4.0717e-09,0.6726
4.0950e-09,0.6403
4.1183e-09,0.5586
4.1415e-09,0.3727
4.1648e-09,0.1226
4.1881e-09,-0.0812
4.2113e-09,-0.2163
4.2346e-09,-0.3213
4.2579e-09,-0.4123
4.2811e-09,-0.4865
4.3044e-09,-0.5334
4.3277e-09,-0.5725
4.3509e-09,-0.6079
4.3742e-09,-0.6228
4.3975e-09,-0.6244
4.4207e-09,-0.6367
4.4440e-09,-0.6655
4.4673e-09,-0.6913
4.4905e-09,-0.7019
4.5138e-09,-0.6993
4.5371e-09,-0.6952
4.5603e-09,-0.7033
4.5836e-09,-0.7202
4.6069e-09,-0.7301
4.6301e-09,-0.7231
4.6534e-09,-0.7036
4.6767e-09,-0.6843
4.6999e-09,-0.6668
4.7232e-09,-0.6311
4.7465e-09,-0.5370
4.7697e-09,-0.3301
4.7930e-09,-0.0790
4.8163e-09,0.1059
4.8395e-09,0.2314
4.8628e-09,0.3387
4.8861e-09,0.4313
4.9093e-09,0.4973
4.9326e-09,0.5343
4.9559e-09,0.5739
4.9791e-09,0.6116
5.0024e-09,0.6231
5.0257e-09,0.6219
5.0489e-09,0.6364
5.0722e-09,0.6690
5.0955e-09,0.6946
5.1187e-09,0.7017
5.1420e-09,0.6966
5.1653e-09,0.6942
5.1885e-09,0.7063
5.2118e-09,0.7230
5.2351e-09,0.7280
5.2583e-09,0.7168
5.2816e-09,0.6986
5.3049e-09,0.6838
5.3281e-09,0.6665
5.3514e-09,0.6247
5.3747e-09,0.5197
5.3979e-09,0.3060
5.4212e-09,0.0572
5.4445e-09,-0.1263
5.4677e-09,-0.2485
5.4910e-09,-0.3474
5.5143e-09,-0.4364
5.5375e-09,-0.5036
5.5608e-09,-0.5448
5.5841e-09,-0.5831
5.6073e-09,-0.6144
5.6306e-09,-0.6244
5.6539e-09,-0.6260
5.6771e-09,-0.6430
5.7004e-09,-0.6737
5.7237e-09,-0.6964
5.7469e-09,-0.7025
5.7702e-09,-0.6974
5.7935e-09,-0.6957
5.8168e-09,-0.7077
5.8400e-09,-0.7246
5.8633e-09,-0.7303
5.8866e-09,-0.7185
5.9098e-09,-0.6976
5.9331e-09,-0.6796
5.9564e-09,-0.6602
5.9796e-09,-0.6141
6.0029e-09,-0.4938
6.0262e-09,-0.2647
6.0494e-09,-0.0258
6.0727e-09,0.1418
6.0960e-09,0.2624
6.1192e-09,0.3645
6.1425e-09,0.4509
6.1658e-09,0.5082
6.1890e-09,0.5445
6.2123e-09,0.5860
6.2356e-09,0.6171
6.2588e-09,0.6232
6.2821e-09,0.6242
6.3054e-09,0.6444
6.3286e-09,0.6768
6.3519e-09,0.6980
6.3752e-09,0.7016
6.3984e-09,0.6954
6.4217e-09,0.6960
6.4450e-09,0.7105
6.4682e-09,0.7254
6.4915e-09,0.7265
6.5148e-09,0.7126
6.5380e-09,0.6945
6.5613e-09,0.6801
6.5846e-09,0.6580
6.6078e-09,0.6036
6.6311e-09,0.4670
6.6544e-09,0.2272
6.6776e-09,-0.0069
6.7009e-09,-0.1636
6.7242e-09,-0.2764
6.7474e-09,-0.3742
6.7707e-09,-0.4588
6.7940e-09,-0.5160
6.8172e-09,-0.5535
6.8405e-09,-0.5936
6.8638e-09,-0.6193
6.8870e-09,-0.6234
6.9103e-09,-0.6279
6.9336e-09,-0.6516
6.9568e-09,-0.6822
6.9801e-09,-0.6993
7.0034e-09,-0.7010
7.0266e-09,-0.6955
7.0499e-09,-0.6980
7.0732e-09,-0.7135
7.0964e-09,-0.7281
7.1197e-09,-0.7282
7.1430e-09,-0.7121
7.1662e-09,-0.6916
7.1895e-09,-0.6753
7.2128e-09,-0.6522
7.2360e-09,-0.5929
7.2593e-09,-0.4406
7.2826e-09,-0.1935
7.3058e-09,0.0340
7.3291e-09,0.1835
7.3524e-09,0.2946
7.3756e-09,0.3920
7.3989e-09,0.4727
7.4222e-09,0.5213
7.4454e-09,0.5567
7.4687e-09,0.5973
7.4920e-09,0.6218
7.5152e-09,0.6232
7.5385e-09,0.6271
7.5618e-09,0.6531
7.5850e-09,0.6854
7.6083e-09,0.7017
7.6316e-09,0.7005
7.6548e-09,0.6939
7.6781e-09,0.6986
7.7014e-09,0.7154
7.7246e-09,0.7281
7.7479e-09,0.7244
7.7712e-09,0.7076
7.7944e-09,0.6900
7.8177e-09,0.6752
7.8410e-09,0.6470
7.8642e-09,0.5765
7.8875e-09,0.4086
7.9108e-09,0.1607
7.9340e-09,-0.0508
7.9573e-09,-0.1929
7.9806e-09,-0.3032
8.0038e-09,-0.3971
8.0271e-09,-0.4747
8.0504e-09,-0.5245
8.0736e-09,-0.5644
8.0969e-09,-0.6033
8.1202e-09,-0.6213
8.1435e-09,-0.6230
8.1667e-09,-0.6329
8.1900e-09,-0.6607
8.2133e-09,-0.6879
8.2365e-09,-0.7004
8.2598e-09,-0.6997
8.2831e-09,-0.6953
8.3063e-09,-0.7015
8.3296e-09,-0.7178
8.3529e-09,-0.7290
8.3761e-09,-0.7247
8.3994e-09,-0.7068
8.4227e-09,-0.6873
8.4459e-09,-0.6706
8.4692e-09,-0.6405
8.4925e-09,-0.5623
8.5157e-09,-0.3767
8.5390e-09,-0.1219
8.5623e-09,0.0828
8.5855e-09,0.2153
8.6088e-09,0.3217
8.6321e-09,0.4174
8.6553e-09,0.4903
8.6786e-09,0.5306
8.7019e-09,0.5669
8.7251e-09,0.6065
8.7484e-09,0.6237
8.7717e-09,0.6223
8.7949e-09,0.6317
8.8182e-09,0.6627
8.8415e-09,0.6919
8.8647e-09,0.7025
8.8880e-09,0.6981
8.9113e-09,0.6936
8.9345e-09,0.7029
8.9578e-09,0.7205
8.9811e-09,0.7288
9.0043e-09,0.7203
9.0276e-09,0.7020
9.0509e-09,0.6860
9.0741e-09,0.6703
9.0974e-09,0.6344
9.1207e-09,0.5446
9.1439e-09,0.3477
9.1672e-09,0.0986
9.1905e-09,-0.0967
9.2137e-09,-0.2274
9.2370e-09,-0.3310
9.2603e-09,-0.4207
9.2835e-09,-0.4920
9.3068e-09,-0.5370
9.3301e-09,-0.5765
9.3533e-09,-0.6106
9.3766e-09,-0.6231
9.3999e-09,-0.6248
9.4231e-09,-0.6392
9.4464e-09,-0.6686
9.4697e-09,-0.6930
9.4929e-09,-0.7019
9.5162e-09,-0.6987
9.5395e-09,-0.6954
9.5627e-09,-0.7049
9.5860e-09,-0.7217
9.6093e-09,-0.7300
9.6325e-09,-0.7214
9.6558e-09,-0.7014
9.6791e-09,-0.6826
9.7023e-09,-0.6645
9.7256e-09,-0.6252
9.7489e-09,-0.5213
9.7721e-09,-0.3037
9.7954e-09,-0.0552
9.8187e-09,0.1215
9.8419e-09,0.2434
9.8652e-09,0.3491
9.8885e-09,0.4399
9.9117e-09,0.5024
9.9350e-09,0.5379
9.9583e-09,0.5784
9.9815e-09,0.6142
1.00048e-08,0.6232
1.00281e-08,0.6222
1.00513e-08,0.6392
1.00746e-08,0.6724
1.00979e-08,0.6963
1.01211e-08,0.7017
1.01444e-08,0.6959
1.01677e-08,0.6947
1.01909e-08,0.7081
1.02142e-08,0.7244
1.02375e-08,0.7276
1.02607e-08,0.7150
1.02840e-08,0.6968
1.03073e-08,0.6824
1.03305e-08,0.6638
1.03538e-08,0.6180
1.03771e-08,0.5030
1.04003e-08,0.2808
1.04236e-08,0.0352
1.04469e-08,-0.1406
1.04702e-08,-0.2593
1.04934e-08,-0.3566
1.05167e-08,-0.4442
1.05400e-08,-0.5085
1.05632e-08,-0.5486
1.05865e-08,-0.5870
1.06098e-08,-0.6164
1.06330e-08,-0.6245
1.06563e-08,-0.6269
1.06796e-08,-0.6458
1.07028e-08,-0.6766
1.07261e-08,-0.6977
1.07494e-08,-0.7024
1.07726e-08,-0.6968
1.07959e-08,-0.6962
1.08192e-08,-0.7093
1.08424e-08,-0.7258
1.08657e-08,-0.7299
1.08890e-08,-0.7166
1.09122e-08,-0.6955
1.09355e-08,-0.6780
1.09588e-08,-0.6571
1.09820e-08,-0.6062
1.10053e-08,-0.4738
1.10286e-08,-0.2370
1.10518e-08,-0.0040
1.10751e-08,0.1558
1.10984e-08,0.2739
1.11216e-08,0.3745
1.11449e-08,0.4587
1.11682e-08,0.5124
1.11914e-08,0.5483
1.12147e-08,0.5902
1.12380e-08,0.6187
1.12612e-08,0.6229
1.12845e-08,0.6251
1.13078e-08,0.6476
1.13310e-08,0.6799
1.13543e-08,0.6991
1.13776e-08,0.7011
1.14008e-08,0.6948
1.14241e-08,0.6970
1.14474e-08,0.7125
1.14706e-08,0.7264
1.14939e-08,0.7256
1.15172e-08,0.7105
1.15404e-08,0.6928
1.15637e-08,0.6785
1.15870e-08,0.6545
1.16102e-08,0.5948
1.16335e-08,0.4464
1.16568e-08,0.2007
1.16800e-08,-0.0275
1.17033e-08,-0.1774
1.17266e-08,-0.2874
1.17498e-08,-0.3839
1.17731e-08,-0.4668
1.17964e-08,-0.5208
1.18196e-08,-0.5578
1.18429e-08,-0.5973
1.18662e-08,-0.6207
1.18894e-08,-0.6236
1.19127e-08,-0.6293
1.19360e-08,-0.6548
1.19592e-08,-0.6848
1.19825e-08,-0.7003
1.20058e-08,-0.7007
1.20290e-08,-0.6951
1.20523e-08,-0.6990
1.20756e-08,-0.7153
1.20988e-08,-0.7291
1.21221e-08,-0.7273
1.21454e-08,-0.7100
1.21686e-08,-0.6896
1.21919e-08,-0.6736
1.22152e-08,-0.6484
1.22384e-08,-0.5826
1.22617e-08,-0.4177
1.22850e-08,-0.1674
1.23082e-08,0.0518
1.23315e-08,0.1950
1.23548e-08,0.3048
1.23780e-08,0.4012
1.24013e-08,0.4789
1.24246e-08,0.5245
1.24478e-08,0.5606
1.24711e-08,0.6011
1.24944e-08,0.6227
1.25176e-08,0.6228
1.25409e-08,0.6288
1.25642e-08,0.6567
1.25874e-08,0.6880
1.26107e-08,0.7022
1.26340e-08,0.6998
1.26572e-08,0.6937
1.26805e-08,0.7000
1.27038e-08,0.7173
1.27270e-08,0.7284
1.27503e-08,0.7231
1.27736e-08,0.7056
1.27968e-08,0.6885
1.28201e-08,0.6735
1.28434e-08,0.6424
1.28667e-08,0.5647
1.28899e-08,0.3846
1.29132e-08,0.1348
1.29365e-08,-0.0685
1.29597e-08,-0.2050
1.29830e-08,-0.3134
1.30063e-08,-0.4062
1.30295e-08,-0.4814
1.30528e-08,-0.5286
1.30761e-08,-0.5686
1.30993e-08,-0.6063
1.31226e-08,-0.6218
1.31459e-08,-0.6232
1.31691e-08,-0.6350
1.31924e-08,-0.6640
1.32157e-08,-0.6900
1.32389e-08,-0.7008
1.32622e-08,-0.6990
1.32855e-08,-0.6952
1.33087e-08,-0.7030
1.33320e-08,-0.7195
1.33553e-08,-0.7294
1.33785e-08,-0.7232
1.34018e-08,-0.7045
1.34251e-08,-0.6855
1.34483e-08,-0.6687
1.34716e-08,-0.6356
1.34949e-08,-0.5491
1.35181e-08,-0.3522
1.35414e-08,-0.0979
1.35647e-08,0.0991
1.35879e-08,0.2275
1.36112e-08,0.3323
1.36345e-08,0.4262
1.36577e-08,0.4958
1.36810e-08,0.5342
1.37043e-08,0.5714
1.37275e-08,0.6095
1.37508e-08,0.6240
1.37741e-08,0.6225
1.37973e-08,0.6342
1.38206e-08,0.6662
1.38439e-08,0.6939
1.38671e-08,0.7027
1.38904e-08,0.6975
1.39137e-08,0.6938
1.39369e-08,0.7046
1.39602e-08,0.7219
1.39835e-08,0.7288
1.40067e-08,0.7188
1.40300e-08,0.7002
1.40533e-08,0.6846
1.40765e-08,0.6679
1.40998e-08,0.6285
1.41231e-08,0.5296
1.41463e-08,0.3224
1.41696e-08,0.0755
1.41929e-08,-0.1112
1.42161e-08,-0.2385
1.42394e-08,-0.3406
1.42627e-08,-0.4289
1.42859e-08,-0.4972
1.43092e-08,-0.5405
1.43325e-08,-0.5807
1.43557e-08,-0.6130
1.43790e-08,-0.6232
1.44023e-08,-0.6253
1.44255e-08,-0.6418
1.44488e-08,-0.6717
1.44721e-08,-0.6945
1.44953e-08,-0.7019
1.45186e-08,-0.6980
1.45419e-08,-0.6958
1.45651e-08,-0.7066
1.45884e-08,-0.7231
1.46117e-08,-0.7298
1.46349e-08,-0.7196
1.46582e-08,-0.6994
1.46815e-08,-0.6810
1.47047e-08,-0.6619
1.47280e-08,-0.6185
1.47513e-08,-0.5041
1.47745e-08,-0.2769
1.47978e-08,-0.0326
1.48211e-08,0.1361
1.48443e-08,0.2552
1.48676e-08,0.3593
1.48909e-08,0.4482
1.49141e-08,0.5070
1.49374e-08,0.5415
1.49607e-08,0.5828
1.49839e-08,0.6163
1.50072e-08,0.6230
1.50305e-08,0.6228
1.50537e-08,0.6422
1.50770e-08,0.6757
1.51003e-08,0.6977
1.51236e-08,0.7014
1.51468e-08,0.6953
1.51701e-08,0.6955
1.51934e-08,0.7101
1.52166e-08,0.7255
1.52399e-08,0.7270
1.52632e-08,0.7132
1.52864e-08,0.6951
1.53097e-08,0.6810
1.53330e-08,0.6608
1.53562e-08,0.6106
1.53795e-08,0.4849
1.54028e-08,0.2552
1.54260e-08,0.0139
1.54493e-08,-0.1543
1.54726e-08,-0.2699
1.54958e-08,-0.3660
1.55191e-08,-0.4520
1.55424e-08,-0.5133
1.55656e-08,-0.5525
1.55889e-08,-0.5908
1.56122e-08,-0.6181
1.56354e-08,-0.6246
1.56587e-08,-0.6280
1.56820e-08,-0.6488
1.57052e-08,-0.6794
1.57285e-08,-0.6989
1.57518e-08,-0.7021
1.57750e-08,-0.6963
1.57983e-08,-0.6969
1.58216e-08,-0.7111
1.58448e-08,-0.7269
1.58681e-08,-0.7293
1.58914e-08,-0.7146
1.59146e-08,-0.6935
1.59379e-08,-0.6763
1.59612e-08,-0.6538
1.59844e-08,-0.5973
1.60077e-08,-0.4523
1.60310e-08,-0.2094
1.60542e-08,0.0167
1.60775e-08,0.1691
1.61008e-08,0.2849
1.61240e-08,0.3843
1.61473e-08,0.4660
1.61706e-08,0.5162
1.61938e-08,0.5522
1.62171e-08,0.5943
1.62404e-08,0.6201
1.62636e-08,0.6225
1.62869e-08,0.6263
1.63102e-08,0.6511
1.63334e-08,0.6828
1.63567e-08,0.7000
1.63800e-08,0.7005
1.64032e-08,0.6944
1.64265e-08,0.6983
1.64498e-08,0.7145
1.64730e-08,0.7272
1.64963e-08,0.7245
1.65196e-08,0.7085
1.65428e-08,0.6912
1.65661e-08,0.6769
1.65894e-08,0.6506
1.66126e-08,0.5851
1.66359e-08,0.4251
1.66592e-08,0.1757
1.66824e-08,-0.0456
1.67057e-08,-0.1897
1.67290e-08,-0.2975
1.67522e-08,-0.3930
1.67755e-08,-0.4738
1.67988e-08,-0.5249
1.68220e-08,-0.5620
1.68453e-08,-0.6007
1.68686e-08,-0.6217
1.68918e-08,-0.6238
1.69151e-08,-0.6311
1.69384e-08,-0.6580
1.69616e-08,-0.6871
1.69849e-08,-0.7010
1.70082e-08,-0.7002
1.70314e-08,-0.6949
1.70547e-08,-0.7002
1.70780e-08,-0.7170
1.71012e-08,-0.7297
1.71245e-08,-0.7261
1.71478e-08,-0.7079
1.71710e-08,-0.6879
1.71943e-08,-0.6718
1.72176e-08,-0.6442
1.72408e-08,-0.5711
1.72641e-08,-0.3938
1.72874e-08,-0.1419
1.73106e-08,0.0687
1.73339e-08,0.2064
1.73572e-08,0.3150
1.73804e-08,0.4102
1.74037e-08,0.4846
1.74270e-08,0.5277
1.74502e-08,0.5647
1.74735e-08,0.6045
1.74968e-08,0.6231
1.75201e-08,0.6226
1.75433e-08,0.6308
1.75666e-08,0.6603
1.75899e-08,0.6902
1.76131e-08,0.7024
1.76364e-08,0.6990
1.76597e-08,0.6937
1.76829e-08,0.7016
1.77062e-08,0.7190
1.77295e-08,0.7286
1.77527e-08,0.7215
1.77760e-08,0.7037
1.77993e-08,0.6871
1.78225e-08,0.6715
1.78458e-08,0.6373
1.78691e-08,0.5516
1.78923e-08,0.3597
1.79156e-08,0.1093
1.79389e-08,-0.0860
1.79621e-08,-0.2176
1.79854e-08,-0.3239
1.80087e-08,-0.4155
1.80319e-08,-0.4881
1.80552e-08,-0.5328
1.80785e-08,-0.5730
1.81017e-08,-0.6092
1.81250e-08,-0.6224
1.81483e-08,-0.6235
1.81715e-08,-0.6373
1.81948e-08,-0.6672
1.82181e-08,-0.6919
1.82413e-08,-0.7011
1.82646e-08,-0.6984
1.82879e-08,-0.6952
1.83111e-08,-0.7046
1.83344e-08,-0.7212
1.83577e-08,-0.7297
1.83809e-08,-0.7217
1.84042e-08,-0.7023
1.84275e-08,-0.6838
1.84507e-08,-0.6665
1.84740e-08,-0.6301
1.84973e-08,-0.5347
1.85205e-08,-0.3272
1.85438e-08,-0.0747
1.85671e-08,0.1142
1.85903e-08,0.2389
1.86136e-08,0.3423
1.86369e-08,0.4345
1.86601e-08,0.5006
1.86834e-08,0.5377
1.87067e-08,0.5759
1.87299e-08,0.6123
1.87532e-08,0.6242
1.87765e-08,0.6228
1.87997e-08,0.6369
1.88230e-08,0.6696
1.88463e-08,0.6957
1.88695e-08,0.7027
1.88928e-08,0.6968
1.89161e-08,0.6942
1.89393e-08,0.7062
1.89626e-08,0.7232
1.89859e-08,0.7285
1.90091e-08,0.7172
1.90324e-08,0.6985
1.90557e-08,0.6832
1.90789e-08,0.6652
1.91022e-08,0.6220
1.91255e-08,0.5134
1.91487e-08,0.2967
1.91720e-08,0.0533
1.91953e-08,-0.1252
1.92185e-08,-0.2492
1.92418e-08,-0.3498
1.92651e-08,-0.4366
1.92883e-08,-0.5019
1.93116e-08,-0.5441
1.93349e-08,-0.5846
1.93581e-08,-0.6150
1.93814e-08,-0.6231
1.94047e-08,-0.6260
1.94279e-08,-0.6446
1.94512e-08,-0.6747
1.94745e-08,-0.6958
1.94977e-08,-0.7017
1.95210e-08,-0.6974
1.95443e-08,-0.6963
1.95675e-08,-0.7084
1.95908e-08,-0.7243
1.96141e-08,-0.7294
1.96373e-08,-0.7177
1.96606e-08,-0.6973
1.96839e-08,-0.6794
1.97071e-08,-0.6590
1.97304e-08,-0.6113
1.97537e-08,-0.4856
1.97769e-08,-0.2498
1.98002e-08,-0.0103
1.98235e-08,0.1512
1.98468e-08,0.2672
1.98700e-08,0.3697
1.98933e-08,0.4564
1.99166e-08,0.5116
1.99398e-08,0.5454
1.99631e-08,0.5872
1.99864e-08,0.6182
2.00096e-08,0.6229
2.00329e-08,0.6236
2.00562e-08,0.6453
2.00794e-08,0.6789
2.01027e-08,0.6991
2.01260e-08,0.7012
2.01492e-08,0.6947
2.01725e-08,0.6964
2.01958e-08,0.7120
2.02190e-08,0.7266
2.02423e-08,0.7263
2.02656e-08,0.7113
2.02888e-08,0.6934
2.03121e-08,0.6795
2.03354e-08,0.6575
2.03586e-08,0.6022
2.03819e-08,0.4641
2.04052e-08,0.2252
2.04284e-08,-0.0106
2.04517e-08,-0.1698
2.04750e-08,-0.2818
2.04982e-08,-0.3768
2.05215e-08,-0.4610
2.05448e-08,-0.5186
2.05680e-08,-0.5567
2.05913e-08,-0.5948
2.06146e-08,-0.6199
2.06378e-08,-0.6246
2.06611e-08,-0.6291
2.06844e-08,-0.6522
2.07076e-08,-0.6825
2.07309e-08,-0.7001
2.07542e-08,-0.7017
2.07774e-08,-0.6957
2.08007e-08,-0.6978
2.08240e-08,-0.7132
2.08472e-08,-0.7282
2.08705e-08,-0.7285
2.08938e-08,-0.7122
2.09170e-08,-0.6912
2.09403e-08,-0.6744
2.09636e-08,-0.6500
2.09868e-08,-0.5874
2.10101e-08,-0.4296
2.10334e-08,-0.1821
2.10566e-08,0.0363
2.10799e-08,0.1819
2.11032e-08,0.2956
2.11264e-08,0.3939
2.11497e-08,0.4728
2.11730e-08,0.5198
2.11962e-08,0.5563
2.12195e-08,0.5983
2.12428e-08,0.6212
2.12660e-08,0.6221
2.12893e-08,0.6277
2.13126e-08,0.6547
2.13358e-08,0.6857
2.13591e-08,0.7008
2.13824e-08,0.6997
2.14056e-08,0.6939
2.14289e-08,0.6996
2.14522e-08,0.7164
2.14754e-08,0.7277
2.14987e-08,0.7232
2.15220e-08,0.7064
2.15452e-08,0.6896
2.15685e-08,0.6752
2.15918e-08,0.6463
2.16150e-08,0.5744
2.16383e-08,0.4029
2.16616e-08,0.1517
2.16848e-08,-0.0622
2.17081e-08,-0.2014
2.17314e-08,-0.3074
2.17546e-08,-0.4018
2.17779e-08,-0.4802
2.18012e-08,-0.5288
2.18244e-08,-0.5662
2.18477e-08,-0.6039
2.18710e-08,-0.6225
2.18942e-08,-0.6240
2.19175e-08,-0.6331
2.19408e-08,-0.6612
2.19640e-08,-0.6892
2.19873e-08,-0.7015
2.20106e-08,-0.6996
2.20338e-08,-0.6948
2.20571e-08,-0.7015
2.20804e-08,-0.7186
2.21037e-08,-0.7301
2.21269e-08,-0.7248
2.21502e-08,-0.7058
2.21735e-08,-0.6862
2.21967e-08,-0.6700
2.22200e-08,-0.6395
2.22433e-08,-0.5585
2.22665e-08,-0.3694
2.22898e-08,-0.1174
2.23131e-08,0.0844
2.23363e-08,0.2175
2.23596e-08,0.3250
2.23829e-08,0.4188
2.24061e-08,0.4899
2.24294e-08,0.5308
2.24527e-08,0.5688
2.24759e-08,0.6076
2.24992e-08,0.6234
2.25225e-08,0.6225
2.25457e-08,0.6331
2.25690e-08,0.6638
2.25923e-08,0.6922
2.26155e-08,0.7025
2.26388e-08,0.6982
2.26621e-08,0.6938
2.26853e-08,0.7033
2.27086e-08,0.7206
2.27319e-08,0.7285
2.27551e-08,0.7199
2.27784e-08,0.7018
2.28017e-08,0.6858
2.28249e-08,0.6693
2.28482e-08,0.6317
2.28715e-08,0.5373
2.28947e-08,0.3339
2.29180e-08,0.0843
2.29413e-08,-0.1028
2.29645e-08,-0.2299
2.29878e-08,-0.3344
2.30111e-08,-0.4247
2.30343e-08,-0.4944
2.30576e-08,-0.5370
2.30809e-08,-0.5774
2.31041e-08,-0.6118
2.31274e-08,-0.6227
2.31507e-08,-0.6241
2.31739e-08,-0.6399
2.31972e-08,-0.6704
2.32205e-08,-0.6937
2.32437e-08,-0.7013
2.32670e-08,-0.6978
2.32903e-08,-0.6955
2.33135e-08,-0.7062
2.33368e-08,-0.7228
2.33601e-08,-0.7298
2.33833e-08,-0.7200
2.34066e-08,-0.7000
2.34299e-08,-0.6820
2.34531e-08,-0.6641
2.34764e-08,-0.6241
2.34997e-08,-0.5190
2.35229e-08,-0.3019
2.35462e-08,-0.0522
2.35695e-08,0.1288
2.35927e-08,0.2502
2.36160e-08,0.3522
2.36393e-08,0.4424
2.36625e-08,0.5052
2.36858e-08,0.5414
2.37091e-08,0.5803
2.37323e-08,0.6147
2.37556e-08,0.6242
2.37789e-08,0.6233
2.38021e-08,0.6398
2.38254e-08,0.6729
2.38487e-08,0.6973
2.38719e-08,0.7025
2.38952e-08,0.6962
2.39185e-08,0.6947
2.39417e-08,0.7079
2.39650e-08,0.7244
2.39883e-08,0.7281
2.40115e-08,0.7155
2.40348e-08,0.6968
2.40581e-08,0.6817
