.HEADER
..NAMES
Time,V U2.P7
4.3975e-09,0.0119
4.4207e-09,0.0154
4.4440e-09,0.0164
4.4673e-09,0.0150
4.4905e-09,0.0119
4.5138e-09,0.0076
4.5371e-09,0.0029
4.5603e-09,-0.0016
4.5836e-09,-0.0051
4.6069e-09,-0.0074
4.6301e-09,-0.0082
4.6534e-09,-0.0072
4.6767e-09,-0.0043
4.6999e-09,0.0000
4.7232e-09,0.0046
4.7465e-09,0.0083
4.7697e-09,0.0103
4.7930e-09,0.0108
4.8163e-09,0.0103
4.8395e-09,0.0087
4.8628e-09,0.0061
4.8861e-09,0.0026
4.9093e-09,-0.0011
4.9326e-09,-0.0042
4.9559e-09,-0.0058
4.9791e-09,-0.0058
5.0024e-09,-0.0042
5.0257e-09,-0.0016
5.0489e-09,0.0015
5.0722e-09,0.0046
5.0955e-09,0.0070
5.1187e-09,0.0086
5.1420e-09,0.0092
5.1653e-09,0.0090
5.1885e-09,0.0078
5.2118e-09,0.0056
5.2351e-09,0.0027
5.2583e-09,-0.0002
5.2816e-09,-0.0023
5.3049e-09,-0.0033
5.3281e-09,-0.0030
5.3514e-09,-0.0018
5.3747e-09,0.0043
5.3979e-09,0.0287
5.4212e-09,0.0971
5.4445e-09,0.2157
5.4677e-09,0.3346
5.4910e-09,0.4391
5.5143e-09,0.5602
5.5375e-09,0.7028
5.5608e-09,0.8399
5.5841e-09,0.9674
5.6073e-09,1.0793
5.6306e-09,1.1581
5.6539e-09,1.2071
5.6771e-09,1.2400
5.7004e-09,1.2644
5.7237e-09,1.2785
5.7469e-09,1.2870
5.7702e-09,1.2981
5.7935e-09,1.3131
5.8168e-09,1.3251
5.8400e-09,1.3296
5.8633e-09,1.3342
5.8866e-09,1.3455
5.9098e-09,1.3594
5.9331e-09,1.3601
5.9564e-09,1.3368
5.9796e-09,1.2977
6.0029e-09,1.2572
6.0262e-09,1.2189
6.0494e-09,1.1819
6.0727e-09,1.1479
6.0960e-09,1.1145
6.1192e-09,1.0837
6.1425e-09,1.0663
6.1658e-09,1.0675
6.1890e-09,1.0804
6.2123e-09,1.0983
6.2356e-09,1.1197
6.2588e-09,1.1417
6.2821e-09,1.1576
6.3054e-09,1.1638
6.3286e-09,1.1641
6.3519e-09,1.1644
6.3752e-09,1.1660
6.3984e-09,1.1657
6.4217e-09,1.1611
6.4450e-09,1.1546
6.4682e-09,1.1531
6.4915e-09,1.1618
6.5148e-09,1.1801
6.5380e-09,1.2022
6.5613e-09,1.2221
6.5846e-09,1.2364
6.6078e-09,1.2403
6.6311e-09,1.2203
6.6544e-09,1.1538
6.6776e-09,1.0278
6.7009e-09,0.8883
6.7242e-09,0.7624
6.7474e-09,0.6225
6.7707e-09,0.4551
6.7940e-09,0.2928
6.8172e-09,0.1517
6.8405e-09,0.0371
6.8638e-09,-0.0381
6.8870e-09,-0.0797
6.9103e-09,-0.1050
6.9336e-09,-0.1239
6.9568e-09,-0.1328
6.9801e-09,-0.1351
7.0034e-09,-0.1419
7.0266e-09,-0.1590
7.0499e-09,-0.1807
7.0732e-09,-0.1987
7.0964e-09,-0.2153
7.1197e-09,-0.2349
7.1430e-09,-0.2531
7.1662e-09,-0.2546
7.1895e-09,-0.2271
7.2128e-09,-0.1771
7.2360e-09,-0.1221
7.2593e-09,-0.0689
7.2826e-09,-0.0157
7.3058e-09,0.0354
7.3291e-09,0.0831
7.3524e-09,0.1235
7.3756e-09,0.1451
7.3989e-09,0.1428
7.4222e-09,0.1257
7.4454e-09,0.1047
7.4687e-09,0.0824
7.4920e-09,0.0602
7.5152e-09,0.0437
7.5385e-09,0.0381
7.5618e-09,0.0419
7.5850e-09,0.0494
7.6083e-09,0.0570
7.6316e-09,0.0658
7.6548e-09,0.0767
7.6781e-09,0.0866
7.7014e-09,0.0880
7.7246e-09,0.0755
7.7479e-09,0.0505
7.7712e-09,0.0201
7.7944e-09,-0.0082
7.8177e-09,-0.0311
7.8410e-09,-0.0497
7.8642e-09,-0.0657
7.8875e-09,-0.0757
7.9108e-09,-0.0745
7.9340e-09,-0.0627
7.9573e-09,-0.0449
7.9806e-09,-0.0253
8.0038e-09,-0.0065
8.0271e-09,0.0085
8.0504e-09,0.0165
8.0736e-09,0.0164
8.0969e-09,0.0100
8.1202e-09,0.0008
8.1435e-09,-0.0081
8.1667e-09,-0.0160
8.1900e-09,-0.0236
8.2133e-09,-0.0300
8.2365e-09,-0.0320
8.2598e-09,-0.0260
8.2831e-09,-0.0121
8.3063e-09,0.0051
8.3296e-09,0.0205
8.3529e-09,0.0315
8.3761e-09,0.0388
8.3994e-09,0.0427
8.4227e-09,0.0422
8.4459e-09,0.0365
8.4692e-09,0.0265
8.4925e-09,0.0140
8.5157e-09,0.0014
8.5390e-09,-0.0095
8.5623e-09,-0.0167
8.5855e-09,-0.0191
8.6088e-09,-0.0161
8.6321e-09,-0.0088
8.6553e-09,-0.0001
8.6786e-09,0.0075
8.7019e-09,0.0131
8.7251e-09,0.0175
8.7484e-09,0.0205
8.7717e-09,0.0208
8.7949e-09,0.0166
8.8182e-09,0.0082
8.8415e-09,-0.0021
8.8647e-09,-0.0112
8.8880e-09,-0.0172
8.9113e-09,-0.0199
8.9345e-09,-0.0195
8.9578e-09,-0.0164
8.9811e-09,-0.0109
9.0043e-09,-0.0038
9.0276e-09,0.0038
9.0509e-09,0.0106
9.0741e-09,0.0158
9.0974e-09,0.0187
9.1207e-09,0.0184
9.1439e-09,0.0148
9.1672e-09,0.0087
9.1905e-09,0.0020
9.2137e-09,-0.0034
9.2370e-09,-0.0068
9.2603e-09,-0.0087
9.2835e-09,-0.0092
9.3068e-09,-0.0081
9.3301e-09,-0.0048
9.3533e-09,0.0006
9.3766e-09,0.0069
9.3999e-09,0.0123
9.4231e-09,0.0154
9.4464e-09,0.0161
9.4697e-09,0.0145
9.4929e-09,0.0112
9.5162e-09,0.0069
9.5395e-09,0.0022
9.5627e-09,-0.0021
9.5860e-09,-0.0054
9.6093e-09,-0.0075
9.6325e-09,-0.0082
9.6558e-09,-0.0070
9.6791e-09,-0.0039
9.7023e-09,0.0005
9.7256e-09,0.0050
9.7489e-09,0.0084
9.7721e-09,0.0102
9.7954e-09,0.0106
9.8187e-09,0.0099
9.8419e-09,0.0082
9.8652e-09,0.0056
9.8885e-09,0.0021
9.9117e-09,-0.0016
9.9350e-09,-0.0045
9.9583e-09,-0.0059
9.9815e-09,-0.0057
1.00048e-08,-0.0040
1.00281e-08,-0.0013
1.00513e-08,0.0018
1.00746e-08,0.0048
1.00979e-08,0.0071
1.01211e-08,0.0085
1.01444e-08,0.0091
1.01677e-08,0.0087
1.01909e-08,0.0074
1.02142e-08,0.0052
1.02375e-08,0.0023
1.02607e-08,-0.0005
1.02840e-08,-0.0025
1.03073e-08,-0.0033
1.03305e-08,-0.0030
1.03538e-08,-0.0015
1.03771e-08,0.0057
1.04003e-08,0.0332
1.04236e-08,0.1078
1.04469e-08,0.2288
1.04702e-08,0.3456
1.04934e-08,0.4502
1.05167e-08,0.5744
1.05400e-08,0.7175
1.05632e-08,0.8533
1.05865e-08,0.9799
1.06098e-08,1.0890
1.06330e-08,1.1642
1.06563e-08,1.2109
1.06796e-08,1.2428
1.07028e-08,1.2662
1.07261e-08,1.2793
1.07494e-08,1.2878
1.07726e-08,1.2994
1.07959e-08,1.3145
1.08192e-08,1.3256
1.08424e-08,1.3297
1.08657e-08,1.3348
1.08890e-08,1.3469
1.09122e-08,1.3602
1.09355e-08,1.3586
1.09588e-08,1.3331
1.09820e-08,1.2933
1.10053e-08,1.2532
1.10286e-08,1.2149
1.10518e-08,1.1782
1.10751e-08,1.1444
1.10984e-08,1.1110
1.11216e-08,1.0810
1.11449e-08,1.0656
1.11682e-08,1.0684
1.11914e-08,1.0819
1.12147e-08,1.1002
1.12380e-08,1.1220
1.12612e-08,1.1436
1.12845e-08,1.1585
1.13078e-08,1.1639
1.13310e-08,1.1640
1.13543e-08,1.1645
1.13776e-08,1.1661
1.14008e-08,1.1654
1.14241e-08,1.1604
1.14474e-08,1.1540
1.14706e-08,1.1534
1.14939e-08,1.1633
1.15172e-08,1.1822
1.15404e-08,1.2044
1.15637e-08,1.2237
1.15870e-08,1.2379
1.16102e-08,1.2490
1.16335e-08,1.2590
1.16568e-08,1.2648
1.16800e-08,1.2627
1.17033e-08,1.2537
1.17266e-08,1.2404
1.17498e-08,1.2245
1.17731e-08,1.2080
1.17964e-08,1.1949
1.18196e-08,1.1884
1.18429e-08,1.1887
1.18662e-08,1.1934
1.18894e-08,1.1988
1.19127e-08,1.2029
1.19360e-08,1.2063
1.19592e-08,1.2110
1.19825e-08,1.2165
1.20058e-08,1.2193
1.20290e-08,1.2158
1.20523e-08,1.2063
1.20756e-08,1.1945
1.20988e-08,1.1844
1.21221e-08,1.1776
1.21454e-08,1.1737
1.21686e-08,1.1723
1.21919e-08,1.1740
1.22152e-08,1.1788
1.22384e-08,1.1860
1.22617e-08,1.1949
1.22850e-08,1.2043
1.23082e-08,1.2130
1.23315e-08,1.2189
1.23548e-08,1.2207
1.23780e-08,1.2178
1.24013e-08,1.2118
1.24246e-08,1.2054
1.24478e-08,1.2008
1.24711e-08,1.1977
1.24944e-08,1.1949
1.25176e-08,1.1921
1.25409e-08,1.1911
1.25642e-08,1.1933
1.25874e-08,1.1990
1.26107e-08,1.2061
1.26340e-08,1.2125
1.26572e-08,1.2165
1.26805e-08,1.2178
1.27038e-08,1.2167
1.27270e-08,1.2137
1.27503e-08,1.2094
1.27736e-08,1.2044
1.27968e-08,1.1994
1.28201e-08,1.1948
1.28434e-08,1.1911
1.28667e-08,1.1889
1.28899e-08,1.1892
1.29132e-08,1.1923
1.29365e-08,1.1973
1.29597e-08,1.2023
1.29830e-08,1.2059
1.30063e-08,1.2079
1.30295e-08,1.2089
1.30528e-08,1.2094
1.30761e-08,1.2089
1.30993e-08,1.2069
1.31226e-08,1.2032
1.31459e-08,1.1988
1.31691e-08,1.1949
1.31924e-08,1.1927
1.32157e-08,1.1925
1.32389e-08,1.1940
1.32622e-08,1.1969
1.32855e-08,1.2003
1.33087e-08,1.2035
1.33320e-08,1.2061
1.33553e-08,1.2080
1.33785e-08,1.2093
1.34018e-08,1.2097
1.34251e-08,1.2088
1.34483e-08,1.2064
1.34716e-08,1.2029
1.34949e-08,1.1996
1.35181e-08,1.1972
1.35414e-08,1.1962
1.35647e-08,1.1963
1.35879e-08,1.1969
1.36112e-08,1.1980
1.36345e-08,1.1998
1.36577e-08,1.2022
1.36810e-08,1.2048
1.37043e-08,1.2069
1.37275e-08,1.2079
1.37508e-08,1.2076
1.37741e-08,1.2061
1.37973e-08,1.2038
1.38206e-08,1.2014
1.38439e-08,1.1994
1.38671e-08,1.1981
1.38904e-08,1.1975
1.39137e-08,1.1973
1.39369e-08,1.1977
1.39602e-08,1.1986
1.39835e-08,1.2002
1.40067e-08,1.2024
1.40300e-08,1.2044
1.40533e-08,1.2058
1.40765e-08,1.2062
1.40998e-08,1.2057
1.41231e-08,1.2047
1.41463e-08,1.2035
1.41696e-08,1.2020
1.41929e-08,1.2006
1.42161e-08,1.1992
1.42394e-08,1.1983
1.42627e-08,1.1981
1.42859e-08,1.1986
1.43092e-08,1.1998
1.43325e-08,1.2014
1.43557e-08,1.2030
1.43790e-08,1.2042
1.44023e-08,1.2048
1.44255e-08,1.2048
1.44488e-08,1.2045
1.44721e-08,1.2039
1.44953e-08,1.2031
1.45186e-08,1.2021
1.45419e-08,1.2008
1.45651e-08,1.1997
1.45884e-08,1.1990
1.46117e-08,1.1989
1.46349e-08,1.1995
1.46582e-08,1.2005
1.46815e-08,1.2015
1.47047e-08,1.2025
1.47280e-08,1.2033
1.47513e-08,1.2039
1.47745e-08,1.2042
1.47978e-08,1.2040
1.48211e-08,1.2035
1.48443e-08,1.2026
1.48676e-08,1.2016
1.48909e-08,1.2007
1.49141e-08,1.2000
1.49374e-08,1.1998
1.49607e-08,1.1999
1.49839e-08,1.2004
1.50072e-08,1.2009
1.50305e-08,1.2015
1.50537e-08,1.2022
1.50770e-08,1.2029
1.51003e-08,1.2034
1.51236e-08,1.2037
1.51468e-08,1.2036
1.51701e-08,1.2030
1.51934e-08,1.2023
1.52166e-08,1.2015
1.52399e-08,1.2009
1.52632e-08,1.2005
1.52864e-08,1.2003
1.53097e-08,1.2004
1.53330e-08,1.2006
1.53562e-08,1.2011
1.53795e-08,1.2016
1.54028e-08,1.2022
1.54260e-08,1.2028
1.54493e-08,1.2031
1.54726e-08,1.2031
1.54958e-08,1.2029
1.55191e-08,1.2025
1.55424e-08,1.2020
1.55656e-08,1.2016
1.55889e-08,1.2012
1.56122e-08,1.2008
1.56354e-08,1.2006
1.56587e-08,1.2006
1.56820e-08,1.2008
1.57052e-08,1.2012
1.57285e-08,1.2017
1.57518e-08,1.2022
1.57750e-08,1.2026
1.57983e-08,1.2027
1.58216e-08,1.2027
1.58448e-08,1.2025
1.58681e-08,1.2022
1.58914e-08,1.2019
1.59146e-08,1.2016
1.59379e-08,1.2012
1.59612e-08,1.2010
1.59844e-08,1.2008
1.60077e-08,1.2009
1.60310e-08,1.2011
1.60542e-08,1.2014
1.60775e-08,1.2017
1.61008e-08,1.2020
1.61240e-08,1.2023
1.61473e-08,1.2024
1.61706e-08,1.2024
1.61938e-08,1.2024
1.62171e-08,1.2022
1.62404e-08,1.2019
1.62636e-08,1.2015
1.62869e-08,1.2012
1.63102e-08,1.2010
1.63334e-08,1.2010
1.63567e-08,1.2011
1.63800e-08,1.2013
1.64032e-08,1.2015
1.64265e-08,1.2017
1.64498e-08,1.2019
1.64730e-08,1.2021
1.64963e-08,1.2022
1.65196e-08,1.2022
1.65428e-08,1.2021
1.65661e-08,1.2020
1.65894e-08,1.2017
1.66126e-08,1.2015
1.66359e-08,1.2013
1.66592e-08,1.2012
1.66824e-08,1.2012
1.67057e-08,1.2012
1.67290e-08,1.2013
1.67522e-08,1.2015
1.67755e-08,1.2017
1.67988e-08,1.2018
1.68220e-08,1.2020
1.68453e-08,1.2021
1.68686e-08,1.2020
1.68918e-08,1.2019
1.69151e-08,1.2018
1.69384e-08,1.2016
1.69616e-08,1.2015
1.69849e-08,1.2014
1.70082e-08,1.2013
1.70314e-08,1.2013
1.70547e-08,1.2013
1.70780e-08,1.2013
1.71012e-08,1.2015
1.71245e-08,1.2016
1.71478e-08,1.2018
1.71710e-08,1.2019
1.71943e-08,1.2019
1.72176e-08,1.2019
1.72408e-08,1.2018
1.72641e-08,1.2017
1.72874e-08,1.2016
1.73106e-08,1.2015
1.73339e-08,1.2014
1.73572e-08,1.2013
1.73804e-08,1.2013
1.74037e-08,1.2013
1.74270e-08,1.2014
1.74502e-08,1.2015
1.74735e-08,1.2016
1.74968e-08,1.2017
1.75201e-08,1.2017
1.75433e-08,1.2018
1.75666e-08,1.2018
1.75899e-08,1.2017
1.76131e-08,1.2016
1.76364e-08,1.2016
1.76597e-08,1.2015
1.76829e-08,1.2014
1.77062e-08,1.2013
1.77295e-08,1.2013
1.77527e-08,1.2013
1.77760e-08,1.2014
1.77993e-08,1.2015
1.78225e-08,1.2016
1.78458e-08,1.2016
1.78691e-08,1.2017
1.78923e-08,1.2017
1.79156e-08,1.2017
1.79389e-08,1.2016
1.79621e-08,1.2016
1.79854e-08,1.2015
1.80087e-08,1.2014
1.80319e-08,1.2014
1.80552e-08,1.2013
1.80785e-08,1.2013
1.81017e-08,1.2014
1.81250e-08,1.2014
1.81483e-08,1.2014
1.81715e-08,1.2015
1.81948e-08,1.2016
1.82181e-08,1.2016
1.82413e-08,1.2016
1.82646e-08,1.2016
1.82879e-08,1.2016
1.83111e-08,1.2015
1.83344e-08,1.2014
1.83577e-08,1.2014
1.83809e-08,1.2014
1.84042e-08,1.2013
1.84275e-08,1.2013
1.84507e-08,1.2014
1.84740e-08,1.2014
1.84973e-08,1.2014
1.85205e-08,1.2015
1.85438e-08,1.2015
1.85671e-08,1.2015
1.85903e-08,1.2015
1.86136e-08,1.2015
1.86369e-08,1.2015
1.86601e-08,1.2015
1.86834e-08,1.2014
1.87067e-08,1.2014
1.87299e-08,1.2014
1.87532e-08,1.2013
1.87765e-08,1.2013
1.87997e-08,1.2013
1.88230e-08,1.2014
1.88463e-08,1.2014
1.88695e-08,1.2014
1.88928e-08,1.2015
1.89161e-08,1.2015
1.89393e-08,1.2015
1.89626e-08,1.2015
1.89859e-08,1.2014
1.90091e-08,1.2014
1.90324e-08,1.2014
1.90557e-08,1.2014
1.90789e-08,1.2013
1.91022e-08,1.2013
1.91255e-08,1.2013
1.91487e-08,1.2013
1.91720e-08,1.2014
1.91953e-08,1.2014
1.92185e-08,1.2014
1.92418e-08,1.2014
1.92651e-08,1.2014
1.92883e-08,1.2014
1.93116e-08,1.2014
1.93349e-08,1.2014
1.93581e-08,1.2014
1.93814e-08,1.2014
1.94047e-08,1.2013
1.94279e-08,1.2013
1.94512e-08,1.2013
1.94745e-08,1.2013
1.94977e-08,1.2013
1.95210e-08,1.2013
1.95443e-08,1.2014
1.95675e-08,1.2014
1.95908e-08,1.2014
1.96141e-08,1.2014
1.96373e-08,1.2014
1.96606e-08,1.2014
1.96839e-08,1.2014
1.97071e-08,1.2014
1.97304e-08,1.2013
1.97537e-08,1.2013
1.97769e-08,1.2013
1.98002e-08,1.2013
1.98235e-08,1.2013
1.98468e-08,1.2013
1.98700e-08,1.2013
1.98933e-08,1.2013
1.99166e-08,1.2013
1.99398e-08,1.2014
1.99631e-08,1.2014
1.99864e-08,1.2014
2.00096e-08,1.2013
2.00329e-08,1.2013
2.00562e-08,1.2013
2.00794e-08,1.2013
2.01027e-08,1.2013
2.01260e-08,1.2013
2.01492e-08,1.2013
2.01725e-08,1.2013
2.01958e-08,1.2013
2.02190e-08,1.2013
2.02423e-08,1.2013
2.02656e-08,1.2013
2.02888e-08,1.2013
2.03121e-08,1.2013
2.03354e-08,1.2013
2.03586e-08,1.2013
2.03819e-08,1.2013
2.04052e-08,1.2013
2.04284e-08,1.2013
2.04517e-08,1.2013
2.04750e-08,1.2013
2.04982e-08,1.2013
2.05215e-08,1.2013
2.05448e-08,1.2013
2.05680e-08,1.2013
2.05913e-08,1.2013
2.06146e-08,1.2013
2.06378e-08,1.2013
2.06611e-08,1.2013
2.06844e-08,1.2013
2.07076e-08,1.2013
2.07309e-08,1.2013
2.07542e-08,1.2013
2.07774e-08,1.2013
2.08007e-08,1.2013
2.08240e-08,1.2012
2.08472e-08,1.2012
2.08705e-08,1.2012
2.08938e-08,1.2013
2.09170e-08,1.2013
2.09403e-08,1.2013
2.09636e-08,1.2013
2.09868e-08,1.2013
2.10101e-08,1.2013
2.10334e-08,1.2013
2.10566e-08,1.2013
2.10799e-08,1.2013
2.11032e-08,1.2012
2.11264e-08,1.2012
2.11497e-08,1.2012
2.11730e-08,1.2012
2.11962e-08,1.2012
2.12195e-08,1.2012
2.12428e-08,1.2012
2.12660e-08,1.2012
2.12893e-08,1.2012
2.13126e-08,1.2012
2.13358e-08,1.2012
2.13591e-08,1.2012
2.13824e-08,1.2012
2.14056e-08,1.2012
2.14289e-08,1.2012
2.14522e-08,1.2012
2.14754e-08,1.2012
2.14987e-08,1.2012
2.15220e-08,1.2012
2.15452e-08,1.2012
2.15685e-08,1.2012
2.15918e-08,1.2012
2.16150e-08,1.2012
2.16383e-08,1.2012
2.16616e-08,1.2012
2.16848e-08,1.2012
2.17081e-08,1.2012
2.17314e-08,1.2012
2.17546e-08,1.2012
2.17779e-08,1.2012
2.18012e-08,1.2012
2.18244e-08,1.2012
2.18477e-08,1.2012
2.18710e-08,1.2012
2.18942e-08,1.2012
2.19175e-08,1.2012
2.19408e-08,1.2012
2.19640e-08,1.2012
2.19873e-08,1.2012
2.20106e-08,1.2012
2.20338e-08,1.2012
2.20571e-08,1.2012
2.20804e-08,1.2012
2.21037e-08,1.2012
2.21269e-08,1.2012
2.21502e-08,1.2012
2.21735e-08,1.2012
2.21967e-08,1.2012
2.22200e-08,1.2012
2.22433e-08,1.2012
2.22665e-08,1.2012
2.22898e-08,1.2012
2.23131e-08,1.2012
2.23363e-08,1.2012
2.23596e-08,1.2012
2.23829e-08,1.2012
2.24061e-08,1.2012
2.24294e-08,1.2012
2.24527e-08,1.2012
2.24759e-08,1.2012
2.24992e-08,1.2012
2.25225e-08,1.2012
2.25457e-08,1.2012
2.25690e-08,1.2012
2.25923e-08,1.2012
2.26155e-08,1.2011
2.26388e-08,1.2011
2.26621e-08,1.2011
2.26853e-08,1.2011
2.27086e-08,1.2011
2.27319e-08,1.2011
2.27551e-08,1.2011
2.27784e-08,1.2011
2.28017e-08,1.2011
2.28249e-08,1.2011
2.28482e-08,1.2011
2.28715e-08,1.2011
2.28947e-08,1.2011
2.29180e-08,1.2011
2.29413e-08,1.2011
2.29645e-08,1.2011
2.29878e-08,1.2011
2.30111e-08,1.2011
2.30343e-08,1.2011
2.30576e-08,1.2011
2.30809e-08,1.2011
2.31041e-08,1.2011
2.31274e-08,1.2011
2.31507e-08,1.2011
2.31739e-08,1.2011
2.31972e-08,1.2011
2.32205e-08,1.2011
2.32437e-08,1.2011
2.32670e-08,1.2011
2.32903e-08,1.2011
2.33135e-08,1.2011
2.33368e-08,1.2011
2.33601e-08,1.2011
2.33833e-08,1.2011
2.34066e-08,1.2011
2.34299e-08,1.2011
2.34531e-08,1.2011
2.34764e-08,1.2011
2.34997e-08,1.2011
2.35229e-08,1.2011
2.35462e-08,1.2011
2.35695e-08,1.2011
2.35927e-08,1.2011
2.36160e-08,1.2011
2.36393e-08,1.2011
2.36625e-08,1.2011
2.36858e-08,1.2011
2.37091e-08,1.2011
2.37323e-08,1.2011
2.37556e-08,1.2011
2.37789e-08,1.2011
2.38021e-08,1.2011
2.38254e-08,1.2011
2.38487e-08,1.2011
2.38719e-08,1.2011
2.38952e-08,1.2011
2.39185e-08,1.2011
2.39417e-08,1.2011
2.39650e-08,1.2011
2.39883e-08,1.2011
2.40115e-08,1.2011
2.40348e-08,1.2011
2.40581e-08,1.2011
2.40813e-08,1.2009
2.41046e-08,1.1955
2.41279e-08,1.1696
2.41511e-08,1.1048
2.41744e-08,0.9862
2.41977e-08,0.8542
2.42209e-08,0.7403
2.42442e-08,0.6204
2.42675e-08,0.4729
2.42907e-08,0.3229
2.43140e-08,0.1874
2.43373e-08,0.0694
2.43605e-08,-0.0160
2.43838e-08,-0.0673
2.44071e-08,-0.0992
2.44303e-08,-0.1232
2.44536e-08,-0.1387
2.44769e-08,-0.1474
2.45002e-08,-0.1572
2.45234e-08,-0.1715
2.45467e-08,-0.1850
2.45700e-08,-0.1920
2.45932e-08,-0.1978
2.46165e-08,-0.2095
2.46398e-08,-0.2242
2.46630e-08,-0.2272
2.46863e-08,-0.2052
2.47096e-08,-0.1620
