.HEADER
..NAMES
Time,V U2.D7
4.4440e-09,1.2548
4.4673e-09,1.2154
4.4905e-09,1.1725
4.5138e-09,1.1339
4.5371e-09,1.1092
4.5603e-09,1.0949
4.5836e-09,1.0798
4.6069e-09,1.0673
4.6301e-09,1.0679
4.6534e-09,1.0806
4.6767e-09,1.0983
4.6999e-09,1.1208
4.7232e-09,1.1469
4.7465e-09,1.1678
4.7697e-09,1.1764
4.7930e-09,1.1748
4.8163e-09,1.1707
4.8395e-09,1.1704
4.8628e-09,1.1730
4.8861e-09,1.1725
4.9093e-09,1.1690
4.9326e-09,1.1695
4.9559e-09,1.1791
4.9791e-09,1.1966
5.0024e-09,1.2156
5.0257e-09,1.2283
5.0489e-09,1.2350
5.0722e-09,1.2417
5.0955e-09,1.2496
5.1187e-09,1.2541
5.1420e-09,1.2537
5.1653e-09,1.2495
5.1885e-09,1.2400
5.2118e-09,1.2251
5.2351e-09,1.2092
5.2583e-09,1.1969
5.2816e-09,1.1900
5.3049e-09,1.1875
5.3281e-09,1.1869
5.3514e-09,1.1870
5.3747e-09,1.1902
5.3979e-09,1.1984
5.4212e-09,1.2083
5.4445e-09,1.2138
5.4677e-09,1.2122
5.4910e-09,1.2059
5.5143e-09,1.1996
5.5375e-09,1.1955
5.5608e-09,1.1920
5.5841e-09,1.1878
5.6073e-09,1.1838
5.6306e-09,1.1810
5.6539e-09,1.1797
5.6771e-09,1.1811
5.7004e-09,1.1857
5.7237e-09,1.1924
5.7469e-09,1.1994
5.7702e-09,1.2053
5.7935e-09,1.2097
5.8168e-09,1.2133
5.8400e-09,1.2169
5.8633e-09,1.2187
5.8866e-09,1.2161
5.9098e-09,1.2092
5.9331e-09,1.2014
5.9564e-09,1.1962
5.9796e-09,1.1946
6.0029e-09,1.1951
6.0262e-09,1.1962
6.0494e-09,1.1978
6.0727e-09,1.2003
6.0960e-09,1.2036
6.1192e-09,1.2071
6.1425e-09,1.2100
6.1658e-09,1.2113
6.1890e-09,1.2108
6.2123e-09,1.2089
6.2356e-09,1.2062
6.2588e-09,1.2037
6.2821e-09,1.2017
6.3054e-09,1.1996
6.3286e-09,1.1964
6.3519e-09,1.1928
6.3752e-09,1.1908
6.3984e-09,1.1917
6.4217e-09,1.1951
6.4450e-09,1.1991
6.4682e-09,1.2024
6.4915e-09,1.2047
6.5148e-09,1.2064
6.5380e-09,1.2077
6.5613e-09,1.2078
6.5846e-09,1.2065
6.6078e-09,1.2039
6.6311e-09,1.2009
6.6544e-09,1.1984
6.6776e-09,1.1969
6.7009e-09,1.1968
6.7242e-09,1.1977
6.7474e-09,1.1987
6.7707e-09,1.1994
6.7940e-09,1.2000
6.8172e-09,1.2012
6.8405e-09,1.2033
6.8638e-09,1.2056
6.8870e-09,1.2069
6.9103e-09,1.2069
6.9336e-09,1.2059
6.9568e-09,1.2046
6.9801e-09,1.2033
7.0034e-09,1.2017
7.0266e-09,1.1997
7.0499e-09,1.1978
7.0732e-09,1.1968
7.0964e-09,1.1969
7.1197e-09,1.1983
7.1430e-09,1.2003
7.1662e-09,1.2022
7.1895e-09,1.2036
7.2128e-09,1.2041
7.2360e-09,1.2041
7.2593e-09,1.2039
7.2826e-09,1.2038
7.3058e-09,1.2034
7.3291e-09,1.2024
7.3524e-09,1.2011
7.3756e-09,1.2000
7.3989e-09,1.1993
7.4222e-09,1.1992
7.4454e-09,1.1993
7.4687e-09,1.1993
7.4920e-09,1.1995
7.5152e-09,1.1997
7.5385e-09,1.1911
7.5618e-09,1.1595
7.5850e-09,1.0862
7.6083e-09,0.9767
7.6316e-09,0.8760
7.6548e-09,0.7936
7.6781e-09,0.6796
7.7014e-09,0.5374
7.7246e-09,0.4031
7.7479e-09,0.2780
7.7712e-09,0.1665
7.7944e-09,0.0783
7.8177e-09,0.0085
7.8410e-09,-0.0536
7.8642e-09,-0.0976
7.8875e-09,-0.1188
7.9108e-09,-0.1296
7.9340e-09,-0.1358
7.9573e-09,-0.1367
7.9806e-09,-0.1364
8.0038e-09,-0.1470
8.0271e-09,-0.1686
8.0504e-09,-0.1861
8.0736e-09,-0.1864
8.0969e-09,-0.1693
8.1202e-09,-0.1506
8.1435e-09,-0.1382
8.1667e-09,-0.1186
8.1900e-09,-0.0849
8.2133e-09,-0.0447
8.2365e-09,-0.0032
8.2598e-09,0.0340
8.2831e-09,0.0598
8.3063e-09,0.0790
8.3296e-09,0.0989
8.3529e-09,0.1130
8.3761e-09,0.1152
8.3994e-09,0.1096
8.4227e-09,0.0988
8.4459e-09,0.0803
8.4692e-09,0.0582
8.4925e-09,0.0430
8.5157e-09,0.0391
8.5390e-09,0.0417
8.5623e-09,0.0439
8.5855e-09,0.0427
8.6088e-09,0.0409
8.6321e-09,0.0426
8.6553e-09,0.0451
8.6786e-09,0.0416
8.7019e-09,0.0301
8.7251e-09,0.0129
8.7484e-09,-0.0041
8.7717e-09,-0.0158
8.7949e-09,-0.0239
8.8182e-09,-0.0326
8.8415e-09,-0.0408
8.8647e-09,-0.0456
8.8880e-09,-0.0474
8.9113e-09,-0.0460
8.9345e-09,-0.0385
8.9578e-09,-0.0257
8.9811e-09,-0.0125
9.0043e-09,-0.0029
9.0276e-09,0.0027
9.0509e-09,0.0057
9.0741e-09,0.0079
9.0974e-09,0.0088
9.1207e-09,0.0058
9.1439e-09,-0.0017
9.1672e-09,-0.0093
9.1905e-09,-0.0123
9.2137e-09,-0.0096
9.2370e-09,-0.0038
9.2603e-09,0.0018
9.2835e-09,0.0061
9.3068e-09,0.0103
9.3301e-09,0.0146
9.3533e-09,0.0184
9.3766e-09,0.0215
9.3999e-09,0.0236
9.4231e-09,0.0229
9.4464e-09,0.0192
9.4697e-09,0.0137
9.4929e-09,0.0082
9.5162e-09,0.0035
9.5395e-09,-0.0004
9.5627e-09,-0.0046
9.5860e-09,-0.0089
9.6093e-09,-0.0109
9.6325e-09,-0.0086
9.6558e-09,-0.0029
9.6791e-09,0.0030
9.7023e-09,0.0067
9.7256e-09,0.0080
9.7489e-09,0.0077
9.7721e-09,0.0068
9.7954e-09,0.0052
9.8187e-09,0.0028
9.8419e-09,-0.0002
9.8652e-09,-0.0033
9.8885e-09,-0.0060
9.9117e-09,-0.0073
9.9350e-09,-0.0070
9.9583e-09,-0.0054
9.9815e-09,-0.0034
1.00048e-08,-0.0017
1.00281e-08,-0.0001
1.00513e-08,0.0061
1.00746e-08,0.0311
1.00979e-08,0.0959
1.01211e-08,0.1972
1.01444e-08,0.2897
1.01677e-08,0.3651
1.01909e-08,0.4655
1.02142e-08,0.5939
1.02375e-08,0.7183
1.02607e-08,0.8373
1.02840e-08,0.9488
1.03073e-08,1.0385
1.03305e-08,1.1119
1.03538e-08,1.1784
1.03771e-08,1.2285
1.04003e-08,1.2560
1.04236e-08,1.2702
1.04469e-08,1.2781
1.04702e-08,1.2779
1.04934e-08,1.2747
1.05167e-08,1.2810
1.05400e-08,1.2986
1.05632e-08,1.3157
1.05865e-08,1.3175
1.06098e-08,1.3024
1.06330e-08,1.2854
1.06563e-08,1.2755
1.06796e-08,1.2615
1.07028e-08,1.2361
1.07261e-08,1.2052
1.07494e-08,1.1722
1.07726e-08,1.1423
1.07959e-08,1.1229
1.08192e-08,1.1097
1.08424e-08,1.0949
1.08657e-08,1.0837
1.08890e-08,1.0825
1.09122e-08,1.0883
1.09355e-08,1.0994
1.09588e-08,1.1189
1.09820e-08,1.1435
1.10053e-08,1.1629
1.10286e-08,1.1716
1.10518e-08,1.1729
1.10751e-08,1.1732
1.10984e-08,1.1762
1.11216e-08,1.1797
1.11449e-08,1.1794
1.11682e-08,1.1771
1.11914e-08,1.1788
1.12147e-08,1.1874
1.12380e-08,1.2014
1.12612e-08,1.2156
1.12845e-08,1.2245
1.13078e-08,1.2293
1.13310e-08,1.2344
1.13543e-08,1.2396
1.13776e-08,1.2426
1.14008e-08,1.2439
1.14241e-08,1.2431
1.14474e-08,1.2369
1.14706e-08,1.2251
1.14939e-08,1.2122
1.15172e-08,1.2021
1.15404e-08,1.1956
1.15637e-08,1.1919
1.15870e-08,1.1891
1.16102e-08,1.1873
1.16335e-08,1.1893
1.16568e-08,1.1961
1.16800e-08,1.2040
1.17033e-08,1.2083
1.17266e-08,1.2071
1.17498e-08,1.2026
1.17731e-08,1.1982
1.17964e-08,1.1951
1.18196e-08,1.1926
1.18429e-08,1.1901
1.18662e-08,1.1881
1.18894e-08,1.1858
1.19127e-08,1.1750
1.19360e-08,1.1435
1.19592e-08,1.0727
1.19825e-08,0.9673
1.20058e-08,0.8731
1.20290e-08,0.7968
1.20523e-08,0.6862
1.20756e-08,0.5484
1.20988e-08,0.4204
1.21221e-08,0.2980
1.21454e-08,0.1843
1.21686e-08,0.0909
1.21919e-08,0.0142
1.22152e-08,-0.0540
1.22384e-08,-0.1010
1.22617e-08,-0.1231
1.22850e-08,-0.1341
1.23082e-08,-0.1397
1.23315e-08,-0.1388
1.23548e-08,-0.1362
1.23780e-08,-0.1445
1.24013e-08,-0.1637
1.24246e-08,-0.1798
1.24478e-08,-0.1798
1.24711e-08,-0.1635
1.24944e-08,-0.1467
1.25176e-08,-0.1360
1.25409e-08,-0.1173
1.25642e-08,-0.0851
1.25874e-08,-0.0485
1.26107e-08,-0.0109
1.26340e-08,0.0239
1.26572e-08,0.0493
1.26805e-08,0.0705
1.27038e-08,0.0938
1.27270e-08,0.1111
1.27503e-08,0.1159
1.27736e-08,0.1129
1.27968e-08,0.1040
1.28201e-08,0.0861
1.28434e-08,0.0632
1.28667e-08,0.0463
1.28899e-08,0.0401
1.29132e-08,0.0403
1.29365e-08,0.0411
1.29597e-08,0.0396
1.29830e-08,0.0382
1.30063e-08,0.0405
1.30295e-08,0.0431
1.30528e-08,0.0396
1.30761e-08,0.0287
1.30993e-08,0.0132
1.31226e-08,-0.0017
1.31459e-08,-0.0118
1.31691e-08,-0.0171
1.31924e-08,-0.0104
1.32157e-08,0.0333
1.32389e-08,0.1275
1.32622e-08,0.2259
1.32855e-08,0.3039
1.33087e-08,0.4058
1.33320e-08,0.5482
1.33553e-08,0.6916
1.33785e-08,0.8255
1.34018e-08,0.9500
1.34251e-08,1.0488
1.34483e-08,1.1255
1.34716e-08,1.1921
1.34949e-08,1.2399
1.35181e-08,1.2598
1.35414e-08,1.2648
1.35647e-08,1.2692
1.35879e-08,1.2720
1.36112e-08,1.2728
1.36345e-08,1.2806
1.36577e-08,1.3007
1.36810e-08,1.3248
1.37043e-08,1.3362
1.37275e-08,1.3269
1.37508e-08,1.3103
1.37741e-08,1.2981
1.37973e-08,1.2691
1.38206e-08,1.1967
1.38439e-08,1.0646
1.38671e-08,0.9103
1.38904e-08,0.7825
1.39137e-08,0.6637
1.39369e-08,0.5152
1.39602e-08,0.3560
1.39835e-08,0.2132
1.40067e-08,0.0911
1.40300e-08,0.0006
1.40533e-08,-0.0595
1.40765e-08,-0.1041
1.40998e-08,-0.1330
1.41231e-08,-0.1445
1.41463e-08,-0.1493
1.41696e-08,-0.1576
1.41929e-08,-0.1652
1.42161e-08,-0.1640
1.42394e-08,-0.1654
1.42627e-08,-0.1826
1.42859e-08,-0.2083
1.43092e-08,-0.2201
1.43325e-08,-0.2031
1.43557e-08,-0.1666
1.43790e-08,-0.1328
1.44023e-08,-0.1060
1.44255e-08,-0.0720
1.44488e-08,-0.0266
1.44721e-08,0.0233
1.44953e-08,0.0700
1.45186e-08,0.1035
1.45419e-08,0.1215
1.45651e-08,0.1320
1.45884e-08,0.1362
1.46117e-08,0.1289
1.46349e-08,0.1139
1.46582e-08,0.0983
1.46815e-08,0.0808
1.47047e-08,0.0581
1.47280e-08,0.0372
1.47513e-08,0.0295
1.47745e-08,0.0366
1.47978e-08,0.0492
1.48211e-08,0.0560
1.48443e-08,0.0532
1.48676e-08,0.0472
1.48909e-08,0.0442
1.49141e-08,0.0407
1.49374e-08,0.0299
1.49607e-08,0.0107
1.49839e-08,-0.0120
1.50072e-08,-0.0309
1.50305e-08,-0.0428
1.50537e-08,-0.0506
1.50770e-08,-0.0558
1.51003e-08,-0.0564
1.51236e-08,-0.0527
1.51468e-08,-0.0472
1.51701e-08,-0.0384
1.51934e-08,-0.0239
1.52166e-08,-0.0061
1.52399e-08,0.0083
1.52632e-08,0.0144
1.52864e-08,0.0126
1.53097e-08,0.0077
1.53330e-08,0.0044
1.53562e-08,0.0019
1.53795e-08,-0.0033
1.54028e-08,-0.0108
1.54260e-08,-0.0157
1.54493e-08,-0.0140
1.54726e-08,-0.0063
1.54958e-08,0.0034
1.55191e-08,0.0115
1.55424e-08,0.0177
1.55656e-08,0.0223
1.55889e-08,0.0252
1.56122e-08,0.0265
1.56354e-08,0.0270
1.56587e-08,0.0259
1.56820e-08,0.0215
1.57052e-08,0.0133
1.57285e-08,0.0036
1.57518e-08,-0.0042
1.57750e-08,-0.0083
1.57983e-08,-0.0094
1.58216e-08,-0.0102
1.58448e-08,-0.0107
1.58681e-08,-0.0086
1.58914e-08,-0.0026
1.59146e-08,0.0052
1.59379e-08,0.0109
1.59612e-08,0.0127
1.59844e-08,0.0110
1.60077e-08,0.0076
1.60310e-08,0.0039
1.60542e-08,0.0002
1.60775e-08,-0.0030
1.61008e-08,-0.0058
1.61240e-08,-0.0082
1.61473e-08,-0.0099
1.61706e-08,-0.0100
1.61938e-08,-0.0079
1.62171e-08,-0.0038
1.62404e-08,0.0007
1.62636e-08,0.0039
1.62869e-08,0.0067
1.63102e-08,0.0174
1.63334e-08,0.0533
1.63567e-08,0.1354
1.63800e-08,0.2376
1.64032e-08,0.3161
1.64265e-08,0.3942
1.64498e-08,0.5105
1.64730e-08,0.6383
1.64963e-08,0.7595
1.65196e-08,0.8807
1.65428e-08,0.9863
1.65661e-08,1.0690
1.65894e-08,1.1410
1.66126e-08,1.2037
1.66359e-08,1.2440
1.66592e-08,1.2648
1.66824e-08,1.2767
1.67057e-08,1.2806
1.67290e-08,1.2764
1.67522e-08,1.2742
1.67755e-08,1.2850
1.67988e-08,1.3039
1.68220e-08,1.3163
1.68453e-08,1.3105
1.68686e-08,1.2926
1.68918e-08,1.2800
1.69151e-08,1.2718
1.69384e-08,1.2541
1.69616e-08,1.2272
1.69849e-08,1.1963
1.70082e-08,1.1629
1.70314e-08,1.1357
1.70547e-08,1.1193
1.70780e-08,1.1043
1.71012e-08,1.0885
1.71245e-08,1.0808
1.71478e-08,1.0826
1.71710e-08,1.0896
1.71943e-08,1.1038
1.72176e-08,1.1272
1.72408e-08,1.1519
1.72641e-08,1.1677
1.72874e-08,1.1734
1.73106e-08,1.1739
1.73339e-08,1.1753
1.73572e-08,1.1795
1.73804e-08,1.1818
1.74037e-08,1.1797
1.74270e-08,1.1779
1.74502e-08,1.1814
1.74735e-08,1.1916
1.74968e-08,1.2058
1.75201e-08,1.2169
1.75433e-08,1.2098
1.75666e-08,1.1755
1.75899e-08,1.0964
1.76131e-08,0.9894
1.76364e-08,0.8960
1.76597e-08,0.8123
1.76829e-08,0.6879
1.77062e-08,0.5365
1.77295e-08,0.3922
1.77527e-08,0.2557
1.77760e-08,0.1392
1.77993e-08,0.0506
1.78225e-08,-0.0212
1.78458e-08,-0.0834
1.78691e-08,-0.1237
1.78923e-08,-0.1372
1.79156e-08,-0.1383
1.79389e-08,-0.1358
1.79621e-08,-0.1323
1.79854e-08,-0.1356
1.80087e-08,-0.1531
1.80319e-08,-0.1783
1.80552e-08,-0.1952
1.80785e-08,-0.1931
1.81017e-08,-0.1758
1.81250e-08,-0.1599
1.81483e-08,-0.1489
1.81715e-08,-0.1235
1.81948e-08,-0.0616
1.82181e-08,0.0601
1.82413e-08,0.2217
1.82646e-08,0.3553
1.82879e-08,0.4571
1.83111e-08,0.5900
1.83344e-08,0.7509
1.83577e-08,0.8949
1.83809e-08,1.0170
1.84042e-08,1.1132
1.84275e-08,1.1737
1.84507e-08,1.2108
1.84740e-08,1.2424
1.84973e-08,1.2660
1.85205e-08,1.2782
1.85438e-08,1.2867
1.85671e-08,1.2912
1.85903e-08,1.2860
1.86136e-08,1.2812
1.86369e-08,1.2935
1.86601e-08,1.3188
1.86834e-08,1.3343
1.87067e-08,1.3207
1.87299e-08,1.2829
1.87532e-08,1.2491
1.87765e-08,1.2312
1.87997e-08,1.2095
1.88230e-08,1.1733
1.88463e-08,1.1315
1.88695e-08,1.0911
1.88928e-08,1.0613
1.89161e-08,1.0517
1.89393e-08,1.0552
1.89626e-08,1.0605
1.89859e-08,1.0698
1.90091e-08,1.0861
1.90324e-08,1.1040
1.90557e-08,1.1230
1.90789e-08,1.1485
1.91022e-08,1.1746
1.91255e-08,1.1867
1.91487e-08,1.1814
1.91720e-08,1.1699
1.91953e-08,1.1651
1.92185e-08,1.1712
1.92418e-08,1.1804
1.92651e-08,1.1836
1.92883e-08,1.1836
1.93116e-08,1.1891
1.93349e-08,1.2038
1.93581e-08,1.2246
1.93814e-08,1.2435
1.94047e-08,1.2531
1.94279e-08,1.2550
1.94512e-08,1.2546
1.94745e-08,1.2524
1.94977e-08,1.2473
1.95210e-08,1.2410
1.95443e-08,1.2327
1.95675e-08,1.2182
1.95908e-08,1.1995
1.96141e-08,1.1851
1.96373e-08,1.1804
1.96606e-08,1.1839
1.96839e-08,1.1895
1.97071e-08,1.1924
1.97304e-08,1.1929
1.97537e-08,1.1961
1.97769e-08,1.2039
1.98002e-08,1.2111
1.98235e-08,1.2122
1.98468e-08,1.2059
1.98700e-08,1.1963
1.98933e-08,1.1886
1.99166e-08,1.1844
1.99398e-08,1.1825
1.99631e-08,1.1817
1.99864e-08,1.1816
2.00096e-08,1.1814
2.00329e-08,1.1763
2.00562e-08,1.1547
2.00794e-08,1.1008
2.01027e-08,1.0043
2.01260e-08,0.9063
2.01492e-08,0.8271
2.01725e-08,0.7218
2.01958e-08,0.5824
2.02190e-08,0.4468
2.02423e-08,0.3202
2.02656e-08,0.1986
2.02888e-08,0.0968
2.03121e-08,0.0178
2.03354e-08,-0.0502
2.03586e-08,-0.0979
2.03819e-08,-0.1204
2.04052e-08,-0.1295
2.04284e-08,-0.1345
2.04517e-08,-0.1348
2.04750e-08,-0.1313
2.04982e-08,-0.1369
2.05215e-08,-0.1548
2.05448e-08,-0.1741
2.05680e-08,-0.1810
2.05913e-08,-0.1707
2.06146e-08,-0.1556
2.06378e-08,-0.1453
2.06611e-08,-0.1292
2.06844e-08,-0.0988
2.07076e-08,-0.0619
2.07309e-08,-0.0229
2.07542e-08,0.0163
2.07774e-08,0.0477
2.08007e-08,0.0723
2.08240e-08,0.0967
2.08472e-08,0.1155
2.08705e-08,0.1209
2.08938e-08,0.1164
2.09170e-08,0.1067
2.09403e-08,0.0890
2.09636e-08,0.0652
2.09868e-08,0.0454
2.10101e-08,0.0365
2.10334e-08,0.0359
2.10566e-08,0.0379
2.10799e-08,0.0385
2.11032e-08,0.0386
2.11264e-08,0.0413
2.11497e-08,0.0448
2.11730e-08,0.0433
2.11962e-08,0.0347
2.12195e-08,0.0206
2.12428e-08,0.0048
2.12660e-08,-0.0078
2.12893e-08,-0.0176
2.13126e-08,-0.0283
2.13358e-08,-0.0389
2.13591e-08,-0.0458
2.13824e-08,-0.0493
2.14056e-08,-0.0499
2.14289e-08,-0.0448
2.14522e-08,-0.0330
2.14754e-08,-0.0188
2.14987e-08,-0.0065
2.15220e-08,0.0022
2.15452e-08,0.0076
2.15685e-08,0.0106
2.15918e-08,0.0116
2.16150e-08,0.0089
2.16383e-08,0.0017
2.16616e-08,-0.0065
2.16848e-08,-0.0112
2.17081e-08,-0.0107
2.17314e-08,-0.0068
2.17546e-08,-0.0021
2.17779e-08,0.0022
2.18012e-08,0.0069
2.18244e-08,0.0119
2.18477e-08,0.0163
2.18710e-08,0.0201
2.18942e-08,0.0233
2.19175e-08,0.0261
2.19408e-08,0.0364
2.19640e-08,0.0757
2.19873e-08,0.1608
2.20106e-08,0.2559
2.20338e-08,0.3312
2.20571e-08,0.4168
2.20804e-08,0.5349
2.21037e-08,0.6628
2.21269e-08,0.7874
2.21502e-08,0.9100
2.21735e-08,1.0148
2.21967e-08,1.0959
2.22200e-08,1.1658
2.22433e-08,1.2206
2.22665e-08,1.2531
2.22898e-08,1.2674
2.23131e-08,1.2740
2.23363e-08,1.2742
2.23596e-08,1.2683
2.23829e-08,1.2679
2.24061e-08,1.2807
2.24294e-08,1.3009
2.24527e-08,1.3131
2.24759e-08,1.3068
2.24992e-08,1.2915
2.25225e-08,1.2795
2.25457e-08,1.2562
2.25690e-08,1.1981
2.25923e-08,1.0814
2.26155e-08,0.9361
2.26388e-08,0.8088
2.26621e-08,0.6923
2.26853e-08,0.5476
2.27086e-08,0.3893
2.27319e-08,0.2435
2.27551e-08,0.1127
2.27784e-08,0.0103
2.28017e-08,-0.0601
2.28249e-08,-0.1104
2.28482e-08,-0.1418
2.28715e-08,-0.1531
2.28947e-08,-0.1540
2.29180e-08,-0.1579
2.29413e-08,-0.1625
2.29645e-08,-0.1596
2.29878e-08,-0.1583
2.30111e-08,-0.1716
2.30343e-08,-0.1963
2.30576e-08,-0.2121
2.30809e-08,-0.2026
2.31041e-08,-0.1722
2.31274e-08,-0.1407
2.31507e-08,-0.1149
2.31739e-08,-0.0785
2.31972e-08,-0.0093
2.32205e-08,0.1147
2.32437e-08,0.2718
2.32670e-08,0.3996
2.32903e-08,0.4986
2.33135e-08,0.6235
2.33368e-08,0.7660
2.33601e-08,0.8870
2.33833e-08,0.9908
2.34066e-08,1.0787
2.34299e-08,1.1392
2.34531e-08,1.1795
2.34764e-08,1.2132
2.34997e-08,1.2400
2.35229e-08,1.2598
2.35462e-08,1.2786
2.35695e-08,1.2910
2.35927e-08,1.2881
2.36160e-08,1.2808
2.36393e-08,1.2877
2.36625e-08,1.3071
2.36858e-08,1.3178
2.37091e-08,1.3018
2.37323e-08,1.2648
2.37556e-08,1.2322
2.37789e-08,1.2094
2.38021e-08,1.1665
2.38254e-08,1.0799
2.38487e-08,0.9441
2.38719e-08,0.8050
2.38952e-08,0.7004
2.39185e-08,0.5967
2.39417e-08,0.4656
2.39650e-08,0.3339
2.39883e-08,0.2163
2.40115e-08,0.1100
2.40348e-08,0.0231
2.40581e-08,-0.0409
2.40813e-08,-0.0894
2.41046e-08,-0.1201
2.41279e-08,-0.1376
2.41511e-08,-0.1538
2.41744e-08,-0.1694
2.41977e-08,-0.1736
2.42209e-08,-0.1630
2.42442e-08,-0.1575
2.42675e-08,-0.1705
2.42907e-08,-0.1893
2.43140e-08,-0.1908
2.43373e-08,-0.1655
2.43605e-08,-0.1284
2.43838e-08,-0.0999
2.44071e-08,-0.0775
2.44303e-08,-0.0402
2.44536e-08,0.0331
2.44769e-08,0.1598
2.45002e-08,0.3042
2.45234e-08,0.4099
2.45467e-08,0.5057
2.45700e-08,0.6390
