.HEADER
..NAMES
Time,V U2.B7&A7
.DATA
2.48492e-08,0.7495
2.48724e-08,0.7061
2.48957e-08,0.6672
2.49190e-08,0.6380
2.49422e-08,0.6148
2.49655e-08,0.5907
2.49888e-08,0.5730
2.50120e-08,0.5647
2.50353e-08,0.5564
2.50586e-08,0.5419
2.50818e-08,0.5264
2.51051e-08,0.5161
2.51284e-08,0.5140
2.51516e-08,0.5177
2.51749e-08,0.5168
2.51982e-08,0.5052
2.52214e-08,0.4913
2.52447e-08,0.4872
2.52680e-08,0.4947
2.52912e-08,0.5042
2.53145e-08,0.5099
2.53378e-08,0.5189
2.53610e-08,0.5446
2.53843e-08,0.6172
2.54076e-08,0.7441
2.54308e-08,0.8686
2.54541e-08,0.9517
2.54774e-08,1.0118
2.55006e-08,1.0656
2.55239e-08,1.1150
2.55472e-08,1.1506
2.55704e-08,1.1695
2.55937e-08,1.1822
2.56170e-08,1.1905
2.56402e-08,1.1900
2.56635e-08,1.1886
2.56868e-08,1.1941
2.57100e-08,1.2033
2.57333e-08,1.2117
2.57566e-08,1.2143
2.57798e-08,1.2106
2.58031e-08,1.2097
2.58264e-08,1.2167
2.58496e-08,1.2246
2.58729e-08,1.2225
2.58962e-08,1.2088
2.59194e-08,1.1942
2.59427e-08,1.1859
2.59660e-08,1.1742
2.59892e-08,1.1372
2.60125e-08,1.0510
2.60358e-08,0.9342
2.60590e-08,0.8411
2.60823e-08,0.7833
2.61056e-08,0.7367
2.61288e-08,0.6941
2.61521e-08,0.6577
2.61754e-08,0.6315
2.61986e-08,0.6080
2.62219e-08,0.5842
2.62452e-08,0.5694
2.62684e-08,0.5626
2.62917e-08,0.5532
2.63150e-08,0.5377
2.63382e-08,0.5229
2.63615e-08,0.5145
2.63848e-08,0.5148
2.64080e-08,0.5186
2.64313e-08,0.5146
2.64546e-08,0.5011
2.64778e-08,0.4890
2.65011e-08,0.4885
2.65244e-08,0.4974
2.65476e-08,0.5056
2.65709e-08,0.5113
2.65942e-08,0.5235
2.66174e-08,0.5587
2.66407e-08,0.6490
2.66640e-08,0.7822
2.66872e-08,0.8958
2.67105e-08,0.9699
2.67338e-08,1.0276
2.67570e-08,1.0815
2.67803e-08,1.1281
2.68036e-08,1.1579
2.68269e-08,1.1739
2.68501e-08,1.1859
2.68734e-08,1.1917
2.68967e-08,1.1897
2.69199e-08,1.1897
2.69432e-08,1.1967
2.69665e-08,1.2059
2.69897e-08,1.2130
2.70130e-08,1.2135
2.70363e-08,1.2097
2.70595e-08,1.2111
2.70828e-08,1.2194
2.71061e-08,1.2253
2.71293e-08,1.2193
2.71526e-08,1.2042
2.71759e-08,1.1914
2.71991e-08,1.1843
2.72224e-08,1.1681
2.72457e-08,1.1201
2.72689e-08,1.0216
2.72922e-08,0.9071
2.73155e-08,0.8222
2.73387e-08,0.7684
2.73620e-08,0.7235
2.73853e-08,0.6825
2.74085e-08,0.6488
2.74318e-08,0.6240
2.74551e-08,0.5998
2.74783e-08,0.5782
2.75016e-08,0.5665
2.75249e-08,0.5599
2.75481e-08,0.5488
2.75714e-08,0.5329
2.75947e-08,0.5196
2.76179e-08,0.5137
2.76412e-08,0.5158
2.76645e-08,0.5185
2.76877e-08,0.5117
2.77110e-08,0.4974
2.77343e-08,0.4877
2.77575e-08,0.4902
2.77808e-08,0.4997
2.78041e-08,0.5071
2.78273e-08,0.5138
2.78506e-08,0.5301
2.78739e-08,0.5779
2.78971e-08,0.6847
2.79204e-08,0.8172
2.79437e-08,0.9169
2.79669e-08,0.9850
2.79902e-08,1.0426
2.80135e-08,1.0947
2.80367e-08,1.1372
2.80600e-08,1.1623
2.80833e-08,1.1773
2.81065e-08,1.1884
2.81298e-08,1.1914
2.81531e-08,1.1891
2.81763e-08,1.1915
2.81996e-08,1.1993
2.82229e-08,1.2079
2.82461e-08,1.2137
2.82694e-08,1.2126
2.82927e-08,1.2094
2.83159e-08,1.2132
2.83392e-08,1.2218
2.83625e-08,1.2245
2.83857e-08,1.2151
2.84090e-08,1.1998
2.84323e-08,1.1894
2.84555e-08,1.1820
2.84788e-08,1.1594
2.85021e-08,1.0988
2.85253e-08,0.9910
2.85486e-08,0.8804
2.85719e-08,0.8045
2.85951e-08,0.7554
2.86184e-08,0.7123
2.86417e-08,0.6727
2.86649e-08,0.6412
2.86882e-08,0.6171
2.87115e-08,0.5933
2.87347e-08,0.5743
2.87580e-08,0.5647
2.87813e-08,0.5575
2.88045e-08,0.5446
2.88278e-08,0.5286
2.88511e-08,0.5171
2.88743e-08,0.5136
2.88976e-08,0.5168
2.89209e-08,0.5177
2.89441e-08,0.5082
2.89674e-08,0.4939
2.89907e-08,0.4870
2.90139e-08,0.4923
2.90372e-08,0.5021
2.90605e-08,0.5089
2.90838e-08,0.5169
2.91070e-08,0.5385
2.91303e-08,0.6003
2.91536e-08,0.7186
2.91768e-08,0.8449
2.92001e-08,0.9358
2.92234e-08,1.0007
2.92466e-08,1.0559
2.92699e-08,1.1053
2.92932e-08,1.1440
2.93164e-08,1.1663
2.93397e-08,1.1804
2.93630e-08,1.1895
2.93862e-08,1.1903
2.94095e-08,1.1891
2.94328e-08,1.1933
2.94560e-08,1.2013
2.94793e-08,1.2097
2.95026e-08,1.2142
2.95258e-08,1.2117
2.95491e-08,1.2098
2.95724e-08,1.2153
2.95956e-08,1.2231
2.96189e-08,1.2229
2.96422e-08,1.2113
2.96654e-08,1.1967
2.96887e-08,1.1876
2.97120e-08,1.1776
2.97352e-08,1.1465
2.97585e-08,1.0702
2.97818e-08,0.9542
2.98050e-08,0.8536
2.98283e-08,0.7907
2.98516e-08,0.7448
2.98748e-08,0.7018
2.98981e-08,0.6636
2.99214e-08,0.6354
2.99446e-08,0.6122
2.99679e-08,0.5883
2.99912e-08,0.5718
3.00144e-08,0.5640
3.00377e-08,0.5551
3.00610e-08,0.5401
3.00842e-08,0.5249
3.01075e-08,0.5155
3.01308e-08,0.5142
3.01540e-08,0.5180
3.01773e-08,0.5160
3.02006e-08,0.5037
3.02238e-08,0.4903
3.02471e-08,0.4875
3.02704e-08,0.4957
3.02936e-08,0.5049
3.03169e-08,0.5105
3.03402e-08,0.5205
3.03634e-08,0.5494
3.03867e-08,0.6284
3.04100e-08,0.7579
3.04332e-08,0.8783
3.04565e-08,0.9580
3.04798e-08,1.0172
3.05030e-08,1.0706
3.05263e-08,1.1191
3.05496e-08,1.1529
3.05728e-08,1.1708
3.05961e-08,1.1833
3.06194e-08,1.1907
3.06426e-08,1.1897
3.06659e-08,1.1889
3.06892e-08,1.1949
3.07124e-08,1.2041
3.07357e-08,1.2123
3.07590e-08,1.2141
3.07822e-08,1.2103
3.08055e-08,1.2101
3.08288e-08,1.2177
3.08520e-08,1.2249
3.08753e-08,1.2214
3.08986e-08,1.2072
3.09218e-08,1.1931
3.09451e-08,1.1852
3.09684e-08,1.1719
3.09916e-08,1.1308
3.10149e-08,1.0392
3.10382e-08,0.9226
3.10614e-08,0.8338
3.10847e-08,0.7785
3.11080e-08,0.7323
3.11312e-08,0.6900
3.11545e-08,0.6546
3.11778e-08,0.6292
3.12010e-08,0.6056
3.12243e-08,0.5822
3.12476e-08,0.5686
3.12708e-08,0.5620
3.12941e-08,0.5518
3.13174e-08,0.5359
3.13406e-08,0.5217
3.13639e-08,0.5142
3.13872e-08,0.5152
3.14105e-08,0.5187
3.14337e-08,0.5135
3.14570e-08,0.4995
3.14803e-08,0.4883
3.15035e-08,0.4892
3.15268e-08,0.4985
3.15501e-08,0.5063
3.15733e-08,0.5121
3.15966e-08,0.5256
3.16199e-08,0.5649
3.16431e-08,0.6615
3.16664e-08,0.7955
3.16897e-08,0.9050
3.17129e-08,0.9765
3.17362e-08,1.0334
3.17595e-08,1.0867
3.17827e-08,1.1320
3.18060e-08,1.1600
3.18293e-08,1.1753
3.18525e-08,1.1869
3.18758e-08,1.1917
3.18991e-08,1.1894
3.19223e-08,1.1901
3.19456e-08,1.1976
3.19689e-08,1.2069
3.19921e-08,1.2134
3.20154e-08,1.2132
3.20387e-08,1.2095
3.20619e-08,1.2117
3.20852e-08,1.2203
3.21085e-08,1.2253
3.21317e-08,1.2181
3.21550e-08,1.2027
3.21783e-08,1.1905
3.22015e-08,1.1833
3.22248e-08,1.1649
3.22481e-08,1.1122
3.22713e-08,1.0092
3.22946e-08,0.8963
3.23179e-08,0.8157
3.23411e-08,0.7637
3.23644e-08,0.7191
3.23877e-08,0.6785
3.24109e-08,0.6459
3.24342e-08,0.6216
3.24575e-08,0.5974
3.24807e-08,0.5766
3.25040e-08,0.5658
3.25273e-08,0.5591
3.25505e-08,0.5474
3.25738e-08,0.5314
3.25971e-08,0.5186
3.26203e-08,0.5135
3.26436e-08,0.5163
3.26669e-08,0.5184
3.26901e-08,0.5104
3.27134e-08,0.4960
3.27367e-08,0.4874
3.27599e-08,0.4910
3.27832e-08,0.5006
3.28065e-08,0.5076
3.28297e-08,0.5148
3.28530e-08,0.5329
3.28763e-08,0.5861
3.28995e-08,0.6987
3.29228e-08,0.8302
3.29461e-08,0.9256
3.29693e-08,0.9916
3.29926e-08,1.0486
3.30159e-08,1.1000
3.30391e-08,1.1410
3.30624e-08,1.1642
3.30857e-08,1.1788
3.31089e-08,1.1892
3.31322e-08,1.1913
3.31555e-08,1.1890
3.31787e-08,1.1921
3.32020e-08,1.2002
3.32253e-08,1.2088
3.32485e-08,1.2140
3.32718e-08,1.2121
3.32951e-08,1.2094
3.33183e-08,1.2140
3.33416e-08,1.2225
3.33649e-08,1.2242
3.33881e-08,1.2136
3.34114e-08,1.1984
3.34347e-08,1.1887
3.34579e-08,1.1808
3.34812e-08,1.1554
3.35045e-08,1.0896
3.35277e-08,0.9790
3.35510e-08,0.8708
3.35743e-08,0.7986
3.35975e-08,0.7506
3.36208e-08,0.7078
3.36441e-08,0.6687
3.36673e-08,0.6383
3.36906e-08,0.6144
3.37139e-08,0.5908
3.37372e-08,0.5727
3.37604e-08,0.5639
3.37837e-08,0.5564
3.38070e-08,0.5429
3.38302e-08,0.5271
3.38535e-08,0.5163
3.38768e-08,0.5137
3.39000e-08,0.5172
3.39233e-08,0.5172
3.39466e-08,0.5068
3.39698e-08,0.4928
3.39931e-08,0.4871
3.40164e-08,0.4932
3.40396e-08,0.5029
3.40629e-08,0.5094
3.40862e-08,0.5183
3.41094e-08,0.5425
3.41327e-08,0.6106
3.41560e-08,0.7331
3.41792e-08,0.8566
3.42025e-08,0.9434
3.42258e-08,1.0067
3.42490e-08,1.0615
3.42723e-08,1.1103
3.42956e-08,1.1471
3.43188e-08,1.1680
3.43421e-08,1.1817
3.43654e-08,1.1900
3.43886e-08,1.1901
3.44119e-08,1.1892
3.44352e-08,1.1940
3.44584e-08,1.2022
3.44817e-08,1.2105
3.45050e-08,1.2142
3.45282e-08,1.2113
3.45515e-08,1.2100
3.45748e-08,1.2162
3.45980e-08,1.2236
3.46213e-08,1.2221
3.46446e-08,1.2096
3.46678e-08,1.1954
3.46911e-08,1.1869
3.47144e-08,1.1758
3.47376e-08,1.1413
3.47609e-08,1.0597
3.47842e-08,0.9429
3.48074e-08,0.8457
3.48307e-08,0.7855
3.48540e-08,0.7400
3.48772e-08,0.6974
3.49005e-08,0.6601
3.49238e-08,0.6329
3.49470e-08,0.6095
3.49703e-08,0.5860
3.49936e-08,0.5706
3.50168e-08,0.5632
3.50401e-08,0.5538
3.50634e-08,0.5384
3.50866e-08,0.5236
3.51099e-08,0.5150
3.51332e-08,0.5145
3.51564e-08,0.5182
3.51797e-08,0.5151
3.52030e-08,0.5022
3.52262e-08,0.4895
3.52495e-08,0.4880
3.52728e-08,0.4967
3.52960e-08,0.5055
3.53193e-08,0.5111
3.53426e-08,0.5223
3.53658e-08,0.5547
3.53891e-08,0.6401
3.54124e-08,0.7714
3.54356e-08,0.8876
3.54589e-08,0.9642
3.54822e-08,1.0228
3.55054e-08,1.0758
3.55287e-08,1.1232
3.55520e-08,1.1551
3.55752e-08,1.1722
3.55985e-08,1.1844
3.56218e-08,1.1908
3.56450e-08,1.1894
3.56683e-08,1.1893
3.56916e-08,1.1958
3.57148e-08,1.2050
3.57381e-08,1.2127
3.57614e-08,1.2138
3.57846e-08,1.2099
3.58079e-08,1.2107
3.58312e-08,1.2186
3.58544e-08,1.2251
3.58777e-08,1.2202
3.59010e-08,1.2055
3.59242e-08,1.1921
3.59475e-08,1.1845
3.59708e-08,1.1693
3.59940e-08,1.1238
3.60173e-08,1.0271
3.60406e-08,0.9113
3.60638e-08,0.8266
3.60871e-08,0.7734
3.61104e-08,0.7277
3.61337e-08,0.6859
3.61569e-08,0.6515
3.61802e-08,0.6268
3.62035e-08,0.6030
3.62267e-08,0.5803
3.62500e-08,0.5679
3.62733e-08,0.5613
3.62965e-08,0.5503
3.63198e-08,0.5342
3.63431e-08,0.5206
3.63663e-08,0.5139
3.63896e-08,0.5156
3.64129e-08,0.5187
3.64361e-08,0.5123
3.64594e-08,0.4980
3.64827e-08,0.4878
3.65059e-08,0.4899
3.65292e-08,0.4995
3.65525e-08,0.5069
3.65757e-08,0.5129
3.65990e-08,0.5279
3.66223e-08,0.5718
3.66455e-08,0.6742
3.66688e-08,0.8081
3.66921e-08,0.9132
3.67153e-08,0.9823
3.67386e-08,1.0386
3.67619e-08,1.0914
3.67851e-08,1.1353
3.68084e-08,1.1617
3.68317e-08,1.1764
3.68549e-08,1.1876
3.68782e-08,1.1915
3.69015e-08,1.1890
3.69247e-08,1.1906
3.69480e-08,1.1985
3.69713e-08,1.2077
3.69945e-08,1.2138
3.70178e-08,1.2128
3.70411e-08,1.2094
3.70643e-08,1.2124
3.70876e-08,1.2211
3.71109e-08,1.2251
3.71341e-08,1.2167
3.71574e-08,1.2012
3.71807e-08,1.1897
3.72039e-08,1.1822
3.72272e-08,1.1614
3.72505e-08,1.1037
3.72737e-08,0.9968
3.72970e-08,0.8859
3.73203e-08,0.8096
3.73435e-08,0.7591
3.73668e-08,0.7148
3.73901e-08,0.6748
3.74133e-08,0.6432
3.74366e-08,0.6193
3.74599e-08,0.5951
3.74831e-08,0.5751
3.75064e-08,0.5652
3.75297e-08,0.5583
3.75529e-08,0.5459
3.75762e-08,0.5299
3.75995e-08,0.5177
3.76227e-08,0.5135
3.76460e-08,0.5168
3.76693e-08,0.5182
3.76925e-08,0.5091
3.77158e-08,0.4946
3.77391e-08,0.4872
3.77623e-08,0.4919
3.77856e-08,0.5015
3.78089e-08,0.5082
3.78321e-08,0.5159
3.78554e-08,0.5361
3.78787e-08,0.5950
3.79019e-08,0.7130
3.79252e-08,0.8430
3.79485e-08,0.9344
3.79717e-08,0.9985
3.79950e-08,1.0546
3.80183e-08,1.1055
3.80415e-08,1.1447
3.80648e-08,1.1663
3.80881e-08,1.1802
3.81113e-08,1.1900
3.81346e-08,1.1912
3.81579e-08,1.1890
3.81811e-08,1.1927
3.82044e-08,1.2011
3.82277e-08,1.2097
3.82509e-08,1.2142
3.82742e-08,1.2117
3.82975e-08,1.2094
3.83207e-08,1.2149
3.83440e-08,1.2232
3.83673e-08,1.2237
3.83905e-08,1.2121
3.84138e-08,1.1971
3.84371e-08,1.1880
3.84603e-08,1.1794
3.84836e-08,1.1510
3.85069e-08,1.0792
3.85302e-08,0.9659
3.85534e-08,0.8610
3.85767e-08,0.7928
3.86000e-08,0.7458
3.86232e-08,0.7034
3.86465e-08,0.6650
3.86698e-08,0.6359
3.86930e-08,0.6120
3.87163e-08,0.5883
3.87396e-08,0.5715
3.87628e-08,0.5633
3.87861e-08,0.5552
3.88094e-08,0.5411
3.88326e-08,0.5256
3.88559e-08,0.5156
3.88792e-08,0.5138
3.89024e-08,0.5176
3.89257e-08,0.5166
3.89490e-08,0.5052
3.89722e-08,0.4915
3.89955e-08,0.4873
3.90188e-08,0.4944
3.90420e-08,0.5039
3.90653e-08,0.5101
3.90886e-08,0.5198
3.91118e-08,0.5471
3.91351e-08,0.6216
3.91584e-08,0.7475
3.91816e-08,0.8678
3.92049e-08,0.9507
3.92282e-08,1.0126
3.92514e-08,1.0668
3.92747e-08,1.1151
3.92980e-08,1.1501
3.93212e-08,1.1697
3.93445e-08,1.1829
3.93678e-08,1.1904
3.93910e-08,1.1899
3.94143e-08,1.1894
3.94376e-08,1.1948
3.94608e-08,1.2032
3.94841e-08,1.2113
3.95074e-08,1.2141
3.95306e-08,1.2108
3.95539e-08,1.2103
3.95772e-08,1.2171
3.96004e-08,1.2241
3.96237e-08,1.2213
3.96470e-08,1.2079
3.96702e-08,1.1941
3.96935e-08,1.1862
3.97168e-08,1.1738
3.97400e-08,1.1356
3.97633e-08,1.0489
3.97866e-08,0.9320
3.98098e-08,0.8383
3.98331e-08,0.7804
3.98564e-08,0.7353
3.98796e-08,0.6931
3.99029e-08,0.6566
3.99262e-08,0.6302
3.99494e-08,0.6067
3.99727e-08,0.5837
3.99960e-08,0.5694
4.00192e-08,0.5623
4.00425e-08,0.5524
4.00658e-08,0.5367
4.00890e-08,0.5224
4.01123e-08,0.5145
4.01356e-08,0.5148
4.01588e-08,0.5184
4.01821e-08,0.5142
4.02054e-08,0.5008
4.02286e-08,0.4888
4.02519e-08,0.4885
4.02752e-08,0.4976
4.02984e-08,0.5060
4.03217e-08,0.5118
4.03450e-08,0.5242
4.03682e-08,0.5604
4.03915e-08,0.6520
4.04148e-08,0.7843
4.04380e-08,0.8962
4.04613e-08,0.9701
4.04846e-08,1.0282
4.05078e-08,1.0808
4.05311e-08,1.1270
4.05544e-08,1.1571
4.05776e-08,1.1735
4.06009e-08,1.1854
4.06242e-08,1.1909
4.06474e-08,1.1891
4.06707e-08,1.1898
4.06940e-08,1.1968
4.07173e-08,1.2058
4.07405e-08,1.2131
4.07638e-08,1.2135
4.07871e-08,1.2097
4.08103e-08,1.2113
4.08336e-08,1.2195
4.08569e-08,1.2251
4.08801e-08,1.2189
4.09034e-08,1.2039
4.09267e-08,1.1912
4.09499e-08,1.1837
4.09732e-08,1.1664
4.09965e-08,1.1163
4.10197e-08,1.0148
4.10430e-08,0.9004
4.10663e-08,0.8197
4.10895e-08,0.7684
4.11128e-08,0.7231
4.11361e-08,0.6819
4.11593e-08,0.6485
4.11826e-08,0.6244
4.12059e-08,0.6005
4.12291e-08,0.5786
4.12524e-08,0.5672
4.12757e-08,0.5605
4.12989e-08,0.5487
4.13222e-08,0.5326
4.13455e-08,0.5195
4.13687e-08,0.5138
4.13920e-08,0.5161
4.14153e-08,0.5186
4.14385e-08,0.5111
4.14618e-08,0.4965
4.14851e-08,0.4873
4.15083e-08,0.4907
4.15316e-08,0.5005
4.15549e-08,0.5075
4.15781e-08,0.5139
4.16014e-08,0.5306
4.16247e-08,0.5794
4.16479e-08,0.6872
4.16712e-08,0.8204
4.16945e-08,0.9211
4.17177e-08,0.9882
4.17410e-08,1.0439
4.17643e-08,1.0960
4.17875e-08,1.1384
4.18108e-08,1.1632
4.18341e-08,1.1775
4.18573e-08,1.1883
4.18806e-08,1.1913
4.19039e-08,1.1887
4.19271e-08,1.1912
4.19504e-08,1.1994
4.19737e-08,1.2086
4.19969e-08,1.2140
4.20202e-08,1.2124
4.20435e-08,1.2093
4.20667e-08,1.2132
4.20900e-08,1.2219
4.21133e-08,1.2248
4.21365e-08,1.2153
4.21598e-08,1.1997
4.21831e-08,1.1889
4.22063e-08,1.1810
4.22296e-08,1.1575
4.22529e-08,1.0943
4.22761e-08,0.9841
4.22994e-08,0.8759
4.23227e-08,0.8039
4.23459e-08,0.7546
4.23692e-08,0.7107
4.23925e-08,0.6712
4.24157e-08,0.6407
4.24390e-08,0.6171
4.24623e-08,0.5929
4.24855e-08,0.5738
4.25088e-08,0.5646
4.25321e-08,0.5575
4.25553e-08,0.5444
4.25786e-08,0.5284
4.26019e-08,0.5169
4.26251e-08,0.5136
4.26484e-08,0.5172
4.26717e-08,0.5177
4.26949e-08,0.5076
4.27182e-08,0.4933
4.27415e-08,0.4871
4.27647e-08,0.4929
4.27880e-08,0.5025
4.28113e-08,0.5088
4.28345e-08,0.5171
4.28578e-08,0.5397
4.28811e-08,0.6047
4.29043e-08,0.7276
4.29276e-08,0.8555
4.29509e-08,0.9427
4.29742e-08,1.0048
4.29974e-08,1.0604
4.30207e-08,1.1106
4.30440e-08,1.1481
4.30672e-08,1.1681
4.30905e-08,1.1815
4.31138e-08,1.1906
4.31370e-08,1.1910
4.31603e-08,1.1889
4.31836e-08,1.1934
4.32068e-08,1.2021
4.32301e-08,1.2105
4.32534e-08,1.2143
4.32766e-08,1.2112
4.32999e-08,1.2095
4.33232e-08,1.2157
4.33464e-08,1.2239
4.33697e-08,1.2232
4.33930e-08,1.2105
4.34162e-08,1.1957
4.34395e-08,1.1873
4.34628e-08,1.1778
4.34860e-08,1.1461
4.35093e-08,1.0686
4.35326e-08,0.9536
4.35558e-08,0.8521
4.35791e-08,0.7876
4.36024e-08,0.7411
4.36256e-08,0.6989
4.36489e-08,0.6613
4.36722e-08,0.6333
4.36954e-08,0.6094
4.37187e-08,0.5860
4.37420e-08,0.5702
4.37652e-08,0.5626
4.37885e-08,0.5540
4.38118e-08,0.5394
4.38350e-08,0.5242
4.38583e-08,0.5150
4.38816e-08,0.5141
4.39048e-08,0.5180
4.39281e-08,0.5159
4.39514e-08,0.5036
4.39746e-08,0.4904
4.39979e-08,0.4876
4.40212e-08,0.4955
4.40444e-08,0.5046
4.40677e-08,0.5107
4.40910e-08,0.5215
4.41142e-08,0.5520
4.41375e-08,0.6331
4.41608e-08,0.7618
4.41840e-08,0.8784
4.42073e-08,0.9577
4.42306e-08,1.0184
4.42538e-08,1.0723
4.42771e-08,1.1198
4.43004e-08,1.1528
4.43236e-08,1.1712
4.43469e-08,1.1841
4.43702e-08,1.1908
4.43934e-08,1.1897
4.44167e-08,1.1897
4.44400e-08,1.1957
4.44632e-08,1.2041
4.44865e-08,1.2119
4.45098e-08,1.2139
4.45330e-08,1.2104
4.45563e-08,1.2107
4.45796e-08,1.2181
4.46028e-08,1.2244
4.46261e-08,1.2202
4.46494e-08,1.2062
4.46726e-08,1.1931
4.46959e-08,1.1855
4.47192e-08,1.1716
4.47424e-08,1.1294
4.47657e-08,1.0377
4.47890e-08,0.9212
4.48122e-08,0.8310
4.48355e-08,0.7753
4.48588e-08,0.7306
4.48820e-08,0.6889
4.49053e-08,0.6533
4.49286e-08,0.6277
4.49518e-08,0.6040
4.49751e-08,0.5816
4.49984e-08,0.5684
4.50216e-08,0.5615
4.50449e-08,0.5509
4.50682e-08,0.5350
4.50914e-08,0.5212
4.51147e-08,0.5142
4.51380e-08,0.5152
4.51612e-08,0.5184
4.51845e-08,0.5132
4.52078e-08,0.4993
4.52310e-08,0.4882
4.52543e-08,0.4891
4.52776e-08,0.4986
4.53008e-08,0.5066
4.53241e-08,0.5127
4.53474e-08,0.5265
4.53707e-08,0.5669
4.53939e-08,0.6643
4.54172e-08,0.7968
4.54405e-08,0.9042
4.54637e-08,0.9759
4.54870e-08,1.0335
4.55103e-08,1.0856
4.55335e-08,1.1305
4.55568e-08,1.1589
4.55801e-08,1.1748
4.56033e-08,1.1864
4.56266e-08,1.1909
4.56499e-08,1.1890
4.56731e-08,1.1904
4.56964e-08,1.1977
4.57197e-08,1.2067
4.57429e-08,1.2135
4.57662e-08,1.2132
4.57895e-08,1.2096
4.58127e-08,1.2119
4.58360e-08,1.2203
4.58593e-08,1.2249
4.58825e-08,1.2175
4.59058e-08,1.2023
4.59291e-08,1.1904
4.59523e-08,1.1828
4.59756e-08,1.1632
4.59989e-08,1.1082
4.60221e-08,1.0026
4.60454e-08,0.8901
4.60687e-08,0.8133
4.60919e-08,0.7636
4.61152e-08,0.7188
4.61385e-08,0.6781
4.61617e-08,0.6457
4.61850e-08,0.6220
4.62083e-08,0.5980
4.62315e-08,0.5770
4.62548e-08,0.5665
4.62781e-08,0.5596
4.63013e-08,0.5471
4.63246e-08,0.5310
4.63479e-08,0.5185
4.63711e-08,0.5137
4.63944e-08,0.5165
4.64177e-08,0.5184
4.64409e-08,0.5097
4.64642e-08,0.4951
4.64875e-08,0.4871
4.65107e-08,0.4916
4.65340e-08,0.5015
4.65573e-08,0.5081
4.65805e-08,0.5150
4.66038e-08,0.5334
4.66271e-08,0.5875
4.66503e-08,0.7004
4.66736e-08,0.8323
4.66969e-08,0.9287
4.67201e-08,0.9939
4.67434e-08,1.0490
4.67667e-08,1.1005
4.67899e-08,1.1414
4.68132e-08,1.1648
4.68365e-08,1.1787
4.68597e-08,1.1889
4.68830e-08,1.1910
4.69063e-08,1.1886
4.69295e-08,1.1918
4.69528e-08,1.2003
4.69761e-08,1.2093
4.69993e-08,1.2141
4.70226e-08,1.2120
4.70459e-08,1.2093
4.70691e-08,1.2140
4.70924e-08,1.2226
4.71157e-08,1.2244
4.71389e-08,1.2138
4.71622e-08,1.1983
4.71855e-08,1.1881
4.72087e-08,1.1796
4.72320e-08,1.1531
4.72553e-08,1.0843
4.72785e-08,0.9714
4.73018e-08,0.8664
4.73251e-08,0.7984
4.73483e-08,0.7502
4.73716e-08,0.7066
4.73949e-08,0.6677
4.74181e-08,0.6384
4.74414e-08,0.6149
4.74647e-08,0.5907
4.74879e-08,0.5726
4.75112e-08,0.5641
4.75345e-08,0.5566
4.75577e-08,0.5428
4.75810e-08,0.5270
4.76043e-08,0.5161
4.76275e-08,0.5137
4.76508e-08,0.5177
4.76741e-08,0.5172
4.76973e-08,0.5060
4.77206e-08,0.4920
4.77439e-08,0.4872
4.77672e-08,0.4940
4.77904e-08,0.5034
4.78137e-08,0.5094
4.78370e-08,0.5185
4.78602e-08,0.5436
4.78835e-08,0.6151
4.79068e-08,0.7421
4.79300e-08,0.8674
4.79533e-08,0.9506
4.79766e-08,1.0110
4.79998e-08,1.0661
4.80231e-08,1.1157
4.80464e-08,1.1512
4.80696e-08,1.1698
4.80929e-08,1.1828
4.81162e-08,1.1911
4.81394e-08,1.1908
4.81627e-08,1.1890
4.81860e-08,1.1941
4.82092e-08,1.2031
4.82325e-08,1.2113
4.82558e-08,1.2143
4.82790e-08,1.2108
4.83023e-08,1.2097
4.83256e-08,1.2166
4.83488e-08,1.2245
4.83721e-08,1.2225
4.83954e-08,1.2090
4.84186e-08,1.1944
4.84419e-08,1.1866
4.84652e-08,1.1759
4.84884e-08,1.1406
4.85117e-08,1.0574
4.85350e-08,0.9416
4.85582e-08,0.8440
4.85815e-08,0.7828
4.86048e-08,0.7367
4.86280e-08,0.6946
4.86513e-08,0.6579
4.86746e-08,0.6310
4.86978e-08,0.6070
4.87211e-08,0.5838
4.87444e-08,0.5690
4.87676e-08,0.5619
4.87909e-08,0.5528
4.88142e-08,0.5377
4.88374e-08,0.5229
4.88607e-08,0.5145
4.88840e-08,0.5145
4.89072e-08,0.5183
4.89305e-08,0.5150
4.89538e-08,0.5020
4.89770e-08,0.4895
4.90003e-08,0.4881
4.90236e-08,0.4966
4.90468e-08,0.5053
4.90701e-08,0.5113
4.90934e-08,0.5232
4.91166e-08,0.5575
4.91399e-08,0.6451
4.91632e-08,0.7759
4.91864e-08,0.8883
4.92097e-08,0.9644
4.92330e-08,1.0243
4.92562e-08,1.0779
4.92795e-08,1.1243
4.93028e-08,1.1553
4.93260e-08,1.1728
4.93493e-08,1.1852
4.93726e-08,1.1910
4.93958e-08,1.1895
4.94191e-08,1.1900
4.94424e-08,1.1965
4.94656e-08,1.2051
4.94889e-08,1.2125
4.95122e-08,1.2136
4.95354e-08,1.2100
4.95587e-08,1.2112
4.95820e-08,1.2191
4.96052e-08,1.2246
4.96285e-08,1.2191
4.96518e-08,1.2046
4.96750e-08,1.1921
4.96983e-08,1.1848
4.97216e-08,1.1690
4.97448e-08,1.1226
4.97681e-08,1.0263
4.97914e-08,0.9106
4.98146e-08,0.8240
