.HEADER
..NAMES
Time,V U2.J3
4.4673e-09,0.7117
4.4905e-09,0.5716
4.5138e-09,0.4276
4.5371e-09,0.2843
4.5603e-09,0.1504
4.5836e-09,0.0320
4.6069e-09,-0.0653
4.6301e-09,-0.1322
4.6534e-09,-0.1797
4.6767e-09,-0.2185
4.6999e-09,-0.2439
4.7232e-09,-0.2594
4.7465e-09,-0.2693
4.7697e-09,-0.2683
4.7930e-09,-0.2567
4.8163e-09,-0.2414
4.8395e-09,-0.2243
4.8628e-09,-0.2044
4.8861e-09,-0.1845
4.9093e-09,-0.1630
4.9326e-09,-0.1322
4.9559e-09,-0.0915
4.9791e-09,-0.0487
5.0024e-09,-0.0076
5.0257e-09,0.0306
5.0489e-09,0.0607
5.0722e-09,0.0842
5.0955e-09,0.1059
5.1187e-09,0.1239
5.1420e-09,0.1367
5.1653e-09,0.1508
5.1885e-09,0.1761
5.2118e-09,0.2171
5.2351e-09,0.2684
5.2583e-09,0.3405
5.2816e-09,0.4328
5.3049e-09,0.5283
5.3281e-09,0.6318
5.3514e-09,0.7375
5.3747e-09,0.8317
5.3979e-09,0.9152
5.4212e-09,0.9917
5.4445e-09,1.0540
5.4677e-09,1.0951
5.4910e-09,1.1234
5.5143e-09,1.1454
5.5375e-09,1.1570
5.5608e-09,1.1657
5.5841e-09,1.1808
5.6073e-09,1.1970
5.6306e-09,1.2107
5.6539e-09,1.2287
5.6771e-09,1.2462
5.7004e-09,1.2536
5.7237e-09,1.2564
5.7469e-09,1.2581
5.7702e-09,1.2512
5.7935e-09,1.2347
5.8168e-09,1.2152
5.8400e-09,1.1928
5.8633e-09,1.1657
5.8866e-09,1.1427
5.9098e-09,1.1279
5.9331e-09,1.1166
5.9564e-09,1.1072
5.9796e-09,1.0980
6.0029e-09,1.0699
6.0262e-09,1.0122
6.0494e-09,0.9376
6.0727e-09,0.8466
6.0960e-09,0.7358
6.1192e-09,0.6207
6.1425e-09,0.5028
6.1658e-09,0.3768
6.1890e-09,0.2581
6.2123e-09,0.1546
6.2356e-09,0.0656
6.2588e-09,-0.0029
6.2821e-09,-0.0444
6.3054e-09,-0.0638
6.3286e-09,-0.0777
6.3519e-09,-0.0864
6.3752e-09,-0.0910
6.3984e-09,-0.1007
6.4217e-09,-0.1102
6.4450e-09,-0.1138
6.4682e-09,-0.1194
6.4915e-09,-0.1290
6.5148e-09,-0.1332
6.5380e-09,-0.1320
6.5613e-09,-0.1283
6.5846e-09,-0.1147
6.6078e-09,-0.0870
6.6311e-09,-0.0530
6.6544e-09,-0.0182
6.6776e-09,0.0177
6.7009e-09,0.0482
6.7242e-09,0.0685
6.7474e-09,0.0853
6.7707e-09,0.0988
6.7940e-09,0.1030
6.8172e-09,0.0987
6.8405e-09,0.0905
6.8638e-09,0.0770
6.8870e-09,0.0595
6.9103e-09,0.0459
6.9336e-09,0.0386
6.9568e-09,0.0350
6.9801e-09,0.0356
7.0034e-09,0.0395
7.0266e-09,0.0409
7.0499e-09,0.0385
7.0732e-09,0.0363
7.0964e-09,0.0334
7.1197e-09,0.0269
7.1430e-09,0.0181
7.1662e-09,0.0078
7.1895e-09,-0.0055
7.2128e-09,-0.0192
7.2360e-09,-0.0237
7.2593e-09,-0.0065
7.2826e-09,0.0431
7.3058e-09,0.1190
7.3291e-09,0.2184
7.3524e-09,0.3370
7.3756e-09,0.4588
7.3989e-09,0.5841
7.4222e-09,0.7133
7.4454e-09,0.8344
7.4687e-09,0.9410
7.4920e-09,1.0342
7.5152e-09,1.1080
7.5385e-09,1.1546
7.5618e-09,1.1816
7.5850e-09,1.2017
7.6083e-09,1.2171
7.6316e-09,1.2257
7.6548e-09,1.2299
7.6781e-09,1.2053
7.7014e-09,1.1484
7.7246e-09,1.0722
7.7479e-09,0.9697
7.7712e-09,0.8524
7.7944e-09,0.7257
7.8177e-09,0.5900
7.8410e-09,0.4502
7.8642e-09,0.3077
7.8875e-09,0.1722
7.9108e-09,0.0507
7.9340e-09,-0.0481
7.9573e-09,-0.1150
7.9806e-09,-0.1581
8.0038e-09,-0.1876
8.0271e-09,-0.2068
8.0504e-09,-0.2198
8.0736e-09,-0.2295
8.0969e-09,-0.2319
8.1202e-09,-0.2262
8.1435e-09,-0.2181
8.1667e-09,-0.2088
8.1900e-09,-0.1976
8.2133e-09,-0.1869
8.2365e-09,-0.1747
8.2598e-09,-0.1535
8.2831e-09,-0.1201
8.3063e-09,-0.0794
8.3296e-09,-0.0356
8.3529e-09,0.0069
8.3761e-09,0.0423
8.3994e-09,0.0707
8.4227e-09,0.0960
8.4459e-09,0.1165
8.4692e-09,0.1303
8.4925e-09,0.1431
8.5157e-09,0.1634
8.5390e-09,0.2002
8.5623e-09,0.2472
8.5855e-09,0.3139
8.6088e-09,0.4039
8.6321e-09,0.5006
8.6553e-09,0.6079
8.6786e-09,0.7192
8.7019e-09,0.8211
8.7251e-09,0.9107
8.7484e-09,0.9913
8.7717e-09,1.0591
8.7949e-09,1.1042
8.8182e-09,1.1335
8.8415e-09,1.1549
8.8647e-09,1.1639
8.8880e-09,1.1611
8.9113e-09,1.1464
8.9345e-09,1.1055
8.9578e-09,1.0401
8.9811e-09,0.9600
9.0043e-09,0.8605
9.0276e-09,0.7481
9.0509e-09,0.6288
9.0741e-09,0.5037
9.0974e-09,0.3795
9.1207e-09,0.2585
9.1439e-09,0.1441
9.1672e-09,0.0438
9.1905e-09,-0.0380
9.2137e-09,-0.0970
9.2370e-09,-0.1395
9.2603e-09,-0.1707
9.2835e-09,-0.1916
9.3068e-09,-0.2030
9.3301e-09,-0.1907
9.3533e-09,-0.1320
9.3766e-09,-0.0487
9.3999e-09,0.0603
9.4231e-09,0.2023
9.4464e-09,0.3432
9.4697e-09,0.4899
9.4929e-09,0.6442
9.5162e-09,0.7955
9.5395e-09,0.9382
9.5627e-09,1.0684
9.5860e-09,1.1851
9.6093e-09,1.2667
9.6325e-09,1.3160
9.6558e-09,1.3546
9.6791e-09,1.3806
9.7023e-09,1.3951
9.7256e-09,1.4102
9.7489e-09,1.4228
9.7721e-09,1.4182
9.7954e-09,1.4052
9.8187e-09,1.3935
9.8419e-09,1.3730
9.8652e-09,1.3468
9.8885e-09,1.3247
9.9117e-09,1.2992
9.9350e-09,1.2591
9.9583e-09,1.2121
9.9815e-09,1.1679
1.00048e-08,1.1232
1.00281e-08,1.0855
1.00513e-08,1.0642
1.00746e-08,1.0512
1.00979e-08,1.0386
1.01211e-08,1.0342
1.01444e-08,1.0390
1.01677e-08,1.0454
1.01909e-08,1.0582
1.02142e-08,1.0809
1.02375e-08,1.1039
1.02607e-08,1.1205
1.02840e-08,1.1338
1.03073e-08,1.1436
1.03305e-08,1.1479
1.03538e-08,1.1545
1.03771e-08,1.1679
1.04003e-08,1.1812
1.04236e-08,1.1922
1.04469e-08,1.2044
1.04702e-08,1.2158
1.04934e-08,1.2242
1.05167e-08,1.2343
1.05400e-08,1.2471
1.05632e-08,1.2571
1.05865e-08,1.2624
1.06098e-08,1.2635
1.06330e-08,1.2586
1.06563e-08,1.2481
1.06796e-08,1.2383
1.07028e-08,1.2312
1.07261e-08,1.2241
1.07494e-08,1.2167
1.07726e-08,1.2103
1.07959e-08,1.2034
1.08192e-08,1.1966
1.08424e-08,1.1933
1.08657e-08,1.1938
1.08890e-08,1.1956
1.09122e-08,1.1977
1.09355e-08,1.1987
1.09588e-08,1.1964
1.09820e-08,1.1915
1.10053e-08,1.1872
1.10286e-08,1.1849
1.10518e-08,1.1838
1.10751e-08,1.1838
1.10984e-08,1.1843
1.11216e-08,1.1843
1.11449e-08,1.1844
1.11682e-08,1.1865
1.11914e-08,1.1906
1.12147e-08,1.1960
1.12380e-08,1.2019
1.12612e-08,1.2069
1.12845e-08,1.2093
1.13078e-08,1.2093
1.13310e-08,1.2087
1.13543e-08,1.2083
1.13776e-08,1.2083
1.14008e-08,1.2085
1.14241e-08,1.2082
1.14474e-08,1.2066
1.14706e-08,1.2045
1.14939e-08,1.2031
1.15172e-08,1.2030
1.15404e-08,1.2043
1.15637e-08,1.2066
1.15870e-08,1.2087
1.16102e-08,1.2094
1.16335e-08,1.2084
1.16568e-08,1.2065
1.16800e-08,1.2047
1.17033e-08,1.2035
1.17266e-08,1.2027
1.17498e-08,1.2019
1.17731e-08,1.2002
1.17964e-08,1.1913
1.18196e-08,1.1715
1.18429e-08,1.1222
1.18662e-08,1.0498
1.18894e-08,0.9600
1.19127e-08,0.8482
1.19360e-08,0.7295
1.19592e-08,0.6061
1.19825e-08,0.4812
1.20058e-08,0.3576
1.20290e-08,0.2466
1.20523e-08,0.1513
1.20756e-08,0.0678
1.20988e-08,0.0075
1.21221e-08,-0.0308
1.21454e-08,-0.0576
1.21686e-08,-0.0788
1.21919e-08,-0.0946
1.22152e-08,-0.1090
1.22384e-08,-0.1267
1.22617e-08,-0.1386
1.22850e-08,-0.1453
1.23082e-08,-0.1537
1.23315e-08,-0.1584
1.23548e-08,-0.1542
1.23780e-08,-0.1454
1.24013e-08,-0.1320
1.24246e-08,-0.1066
1.24478e-08,-0.0721
1.24711e-08,-0.0363
1.24944e-08,-0.0004
1.25176e-08,0.0335
1.25409e-08,0.0586
1.25642e-08,0.0749
1.25874e-08,0.0888
1.26107e-08,0.0972
1.26340e-08,0.0964
1.26572e-08,0.0917
1.26805e-08,0.0847
1.27038e-08,0.0731
1.27270e-08,0.0607
1.27503e-08,0.0532
1.27736e-08,0.0494
1.27968e-08,0.0474
1.28201e-08,0.0488
1.28434e-08,0.0505
1.28667e-08,0.0480
1.28899e-08,0.0429
1.29132e-08,0.0378
1.29365e-08,0.0305
1.29597e-08,0.0201
1.29830e-08,0.0092
1.30063e-08,-0.0026
1.30295e-08,-0.0158
1.30528e-08,-0.0274
1.30761e-08,-0.0348
1.30993e-08,-0.0385
1.31226e-08,-0.0384
1.31459e-08,-0.0337
1.31691e-08,-0.0275
1.31924e-08,-0.0222
1.32157e-08,-0.0171
1.32389e-08,-0.0115
1.32622e-08,-0.0067
1.32855e-08,-0.0031
1.33087e-08,-0.0003
1.33320e-08,0.0004
1.33553e-08,-0.0013
1.33785e-08,-0.0037
1.34018e-08,-0.0056
1.34251e-08,-0.0065
1.34483e-08,-0.0053
1.34716e-08,0.0007
1.34949e-08,0.0162
1.35181e-08,0.0542
1.35414e-08,0.1175
1.35647e-08,0.1969
1.35879e-08,0.2979
1.36112e-08,0.4117
1.36345e-08,0.5243
1.36577e-08,0.6419
1.36810e-08,0.7576
1.37043e-08,0.8617
1.37275e-08,0.9550
1.37508e-08,1.0375
1.37741e-08,1.1024
1.37973e-08,1.1451
1.38206e-08,1.1754
1.38439e-08,1.2001
1.38671e-08,1.2166
1.38904e-08,1.2326
1.39137e-08,1.2527
1.39369e-08,1.2681
1.39602e-08,1.2770
1.39835e-08,1.2867
1.40067e-08,1.2927
1.40300e-08,1.2886
1.40533e-08,1.2811
1.40765e-08,1.2707
1.40998e-08,1.2504
1.41231e-08,1.2218
1.41463e-08,1.1923
1.41696e-08,1.1626
1.41929e-08,1.1334
1.42161e-08,1.1136
1.42394e-08,1.1034
1.42627e-08,1.0959
1.42859e-08,1.0931
1.43092e-08,1.0982
1.43325e-08,1.1060
1.43557e-08,1.1144
1.43790e-08,1.1273
1.44023e-08,1.1417
1.44255e-08,1.1516
1.44488e-08,1.1583
1.44721e-08,1.1631
1.44953e-08,1.1638
1.45186e-08,1.1626
1.45419e-08,1.1655
1.45651e-08,1.1713
1.45884e-08,1.1771
1.46117e-08,1.1851
1.46349e-08,1.1956
1.46582e-08,1.2054
1.46815e-08,1.2148
1.47047e-08,1.2253
1.47280e-08,1.2344
1.47513e-08,1.2394
1.47745e-08,1.2415
1.47978e-08,1.2401
1.48211e-08,1.2341
1.48443e-08,1.2262
1.48676e-08,1.2196
1.48909e-08,1.2139
1.49141e-08,1.2083
1.49374e-08,1.2043
1.49607e-08,1.2015
1.49839e-08,1.1990
1.50072e-08,1.1979
1.50305e-08,1.1991
1.50537e-08,1.2010
1.50770e-08,1.2028
1.51003e-08,1.2042
1.51236e-08,1.2040
1.51468e-08,1.2012
1.51701e-08,1.1972
1.51934e-08,1.1936
1.52166e-08,1.1905
1.52399e-08,1.1882
1.52632e-08,1.1873
1.52864e-08,1.1873
1.53097e-08,1.1878
1.53330e-08,1.1897
1.53562e-08,1.1930
1.53795e-08,1.1970
1.54028e-08,1.2011
1.54260e-08,1.2049
1.54493e-08,1.2073
1.54726e-08,1.2079
1.54958e-08,1.2072
1.55191e-08,1.2062
1.55424e-08,1.2051
1.55656e-08,1.2042
1.55889e-08,1.2035
1.56122e-08,1.2027
1.56354e-08,1.2017
1.56587e-08,1.2012
1.56820e-08,1.2014
1.57052e-08,1.2025
1.57285e-08,1.2041
1.57518e-08,1.2060
1.57750e-08,1.2074
1.57983e-08,1.2077
1.58216e-08,1.2071
1.58448e-08,1.2058
1.58681e-08,1.2043
1.58914e-08,1.2028
1.59146e-08,1.2014
1.59379e-08,1.2002
1.59612e-08,1.1989
1.59844e-08,1.1981
1.60077e-08,1.1979
1.60310e-08,1.1985
1.60542e-08,1.1996
1.60775e-08,1.2010
1.61008e-08,1.2023
1.61240e-08,1.2030
1.61473e-08,1.2031
1.61706e-08,1.2029
1.61938e-08,1.2026
1.62171e-08,1.2023
1.62404e-08,1.2021
1.62636e-08,1.2018
1.62869e-08,1.2012
1.63102e-08,1.2006
1.63334e-08,1.2002
1.63567e-08,1.1997
1.63800e-08,1.1921
1.64032e-08,1.1731
1.64265e-08,1.1228
1.64498e-08,1.0483
1.64730e-08,0.9557
1.64963e-08,0.8402
1.65196e-08,0.7197
1.65428e-08,0.5952
1.65661e-08,0.4699
1.65894e-08,0.3472
1.66126e-08,0.2362
1.66359e-08,0.1412
1.66592e-08,0.0586
1.66824e-08,0.0002
1.67057e-08,-0.0351
1.67290e-08,-0.0597
1.67522e-08,-0.0789
1.67755e-08,-0.0941
1.67988e-08,-0.1094
1.68220e-08,-0.1283
1.68453e-08,-0.1411
1.68686e-08,-0.1481
1.68918e-08,-0.1563
1.69151e-08,-0.1600
1.69384e-08,-0.1553
1.69616e-08,-0.1464
1.69849e-08,-0.1327
1.70082e-08,-0.1065
1.70314e-08,-0.0708
1.70547e-08,-0.0338
1.70780e-08,0.0033
1.71012e-08,0.0375
1.71245e-08,0.0619
1.71478e-08,0.0773
1.71710e-08,0.0902
1.71943e-08,0.0976
1.72176e-08,0.0964
1.72408e-08,0.0916
1.72641e-08,0.0841
1.72874e-08,0.0718
1.73106e-08,0.0588
1.73339e-08,0.0511
1.73572e-08,0.0478
1.73804e-08,0.0468
1.74037e-08,0.0494
1.74270e-08,0.0516
1.74502e-08,0.0489
1.74735e-08,0.0433
1.74968e-08,0.0375
1.75201e-08,0.0295
1.75433e-08,0.0189
1.75666e-08,0.0081
1.75899e-08,-0.0037
1.76131e-08,-0.0171
1.76364e-08,-0.0290
1.76597e-08,-0.0365
1.76829e-08,-0.0400
1.77062e-08,-0.0392
1.77295e-08,-0.0338
1.77527e-08,-0.0270
1.77760e-08,-0.0216
1.77993e-08,-0.0165
1.78225e-08,-0.0111
1.78458e-08,-0.0066
1.78691e-08,-0.0030
1.78923e-08,-0.0001
1.79156e-08,0.0006
1.79389e-08,-0.0015
1.79621e-08,-0.0043
1.79854e-08,-0.0065
1.80087e-08,-0.0075
1.80319e-08,-0.0060
1.80552e-08,0.0010
1.80785e-08,0.0182
1.81017e-08,0.0597
1.81250e-08,0.1246
1.81483e-08,0.2055
1.81715e-08,0.3084
1.81948e-08,0.4223
1.82181e-08,0.5353
1.82413e-08,0.6531
1.82646e-08,0.7687
1.82879e-08,0.8710
1.83111e-08,0.9631
1.83344e-08,1.0445
1.83577e-08,1.1069
1.83809e-08,1.1480
1.84042e-08,1.1777
1.84275e-08,1.2022
1.84507e-08,1.2181
1.84740e-08,1.2341
1.84973e-08,1.2545
1.85205e-08,1.2688
1.85438e-08,1.2775
1.85671e-08,1.2877
1.85903e-08,1.2929
1.86136e-08,1.2878
1.86369e-08,1.2799
1.86601e-08,1.2688
1.86834e-08,1.2472
1.87067e-08,1.2181
1.87299e-08,1.1891
1.87532e-08,1.1595
1.87765e-08,1.1308
1.87997e-08,1.1121
1.88230e-08,1.1024
1.88463e-08,1.0948
1.88695e-08,1.0887
1.88928e-08,1.0809
1.89161e-08,1.0511
1.89393e-08,0.9937
1.89626e-08,0.9195
1.89859e-08,0.8283
1.90091e-08,0.7170
1.90324e-08,0.6010
1.90557e-08,0.4835
1.90789e-08,0.3581
1.91022e-08,0.2432
1.91255e-08,0.1464
1.91487e-08,0.0646
1.91720e-08,0.0028
1.91953e-08,-0.0333
1.92185e-08,-0.0494
1.92418e-08,-0.0623
1.92651e-08,-0.0706
1.92883e-08,-0.0746
1.93116e-08,-0.0782
1.93349e-08,-0.0554
1.93581e-08,0.0052
1.93814e-08,0.0846
1.94047e-08,0.1856
1.94279e-08,0.3097
1.94512e-08,0.4403
1.94745e-08,0.5776
1.94977e-08,0.7274
1.95210e-08,0.8766
1.95443e-08,1.0140
1.95675e-08,1.1390
1.95908e-08,1.2411
1.96141e-08,1.3066
1.96373e-08,1.3422
1.96606e-08,1.3676
1.96839e-08,1.3816
1.97071e-08,1.3845
1.97304e-08,1.3880
1.97537e-08,1.3852
1.97769e-08,1.3699
1.98002e-08,1.3547
1.98235e-08,1.3445
1.98468e-08,1.3308
1.98700e-08,1.3162
1.98933e-08,1.3053
1.99166e-08,1.2863
1.99398e-08,1.2521
1.99631e-08,1.2116
1.99864e-08,1.1716
2.00096e-08,1.1308
2.00329e-08,1.0972
2.00562e-08,1.0762
2.00794e-08,1.0581
2.01027e-08,1.0419
2.01260e-08,1.0299
2.01492e-08,1.0170
2.01725e-08,0.9805
2.01958e-08,0.9285
2.02190e-08,0.8658
2.02423e-08,0.7799
2.02656e-08,0.6792
2.02888e-08,0.5702
2.03121e-08,0.4566
2.03354e-08,0.3381
2.03586e-08,0.2340
2.03819e-08,0.1488
2.04052e-08,0.0717
2.04284e-08,0.0149
2.04517e-08,-0.0182
2.04750e-08,-0.0385
2.04982e-08,-0.0535
2.05215e-08,-0.0603
2.05448e-08,-0.0613
2.05680e-08,-0.0583
2.05913e-08,-0.0210
2.06146e-08,0.0466
2.06378e-08,0.1280
2.06611e-08,0.2362
2.06844e-08,0.3610
2.07076e-08,0.4914
2.07309e-08,0.6293
2.07542e-08,0.7743
2.07774e-08,0.9150
2.08007e-08,1.0416
2.08240e-08,1.1574
2.08472e-08,1.2487
2.08705e-08,1.3047
2.08938e-08,1.3393
2.09170e-08,1.3646
2.09403e-08,1.3763
2.09636e-08,1.3793
2.09868e-08,1.3833
2.10101e-08,1.3789
2.10334e-08,1.3649
2.10566e-08,1.3541
2.10799e-08,1.3442
2.11032e-08,1.3284
2.11264e-08,1.3127
2.11497e-08,1.2989
2.11730e-08,1.2748
2.11962e-08,1.2384
2.12195e-08,1.2002
2.12428e-08,1.1622
2.12660e-08,1.1240
2.12893e-08,1.0950
2.13126e-08,1.0763
2.13358e-08,1.0591
2.13591e-08,1.0456
2.13824e-08,1.0349
2.14056e-08,1.0169
2.14289e-08,0.9717
2.14522e-08,0.9128
2.14754e-08,0.8435
2.14987e-08,0.7478
2.15220e-08,0.6448
2.15452e-08,0.5356
2.15685e-08,0.4188
2.15918e-08,0.3048
2.16150e-08,0.2055
2.16383e-08,0.1232
2.16616e-08,0.0509
2.16848e-08,0.0017
2.17081e-08,-0.0236
2.17314e-08,-0.0422
2.17546e-08,-0.0549
2.17779e-08,-0.0603
2.18012e-08,-0.0632
2.18244e-08,-0.0543
2.18477e-08,-0.0058
2.18710e-08,0.0673
2.18942e-08,0.1548
2.19175e-08,0.2720
2.19408e-08,0.3993
2.19640e-08,0.5312
2.19873e-08,0.6733
2.20106e-08,0.8189
2.20338e-08,0.9568
2.20571e-08,1.0810
2.20804e-08,1.1913
2.21037e-08,1.2717
2.21269e-08,1.3173
2.21502e-08,1.3479
2.21735e-08,1.3693
2.21967e-08,1.3746
2.22200e-08,1.3697
2.22433e-08,1.3443
2.22665e-08,1.2801
2.22898e-08,1.1888
2.23131e-08,1.0806
2.23363e-08,0.9521
2.23596e-08,0.8155
2.23829e-08,0.6789
2.24061e-08,0.5368
2.24294e-08,0.3906
2.24527e-08,0.2478
2.24759e-08,0.1152
2.24992e-08,-0.0001
2.25225e-08,-0.0883
2.25457e-08,-0.1469
2.25690e-08,-0.1907
2.25923e-08,-0.2254
2.26155e-08,-0.2476
2.26388e-08,-0.2582
2.26621e-08,-0.2373
2.26853e-08,-0.1669
2.27086e-08,-0.0665
2.27319e-08,0.0603
2.27551e-08,0.2112
2.27784e-08,0.3606
2.28017e-08,0.5112
2.28249e-08,0.6706
2.28482e-08,0.8279
2.28715e-08,0.9771
2.28947e-08,1.1144
2.29180e-08,1.2287
2.29413e-08,1.3056
2.29645e-08,1.3497
2.29878e-08,1.3836
2.30111e-08,1.4077
2.30343e-08,1.4193
2.30576e-08,1.4272
2.30809e-08,1.4028
2.31041e-08,1.3346
2.31274e-08,1.2400
2.31507e-08,1.1195
2.31739e-08,0.9799
2.31972e-08,0.8348
2.32205e-08,0.6896
2.32437e-08,0.5359
2.32670e-08,0.3757
2.32903e-08,0.2221
2.33135e-08,0.0807
2.33368e-08,-0.0390
2.33601e-08,-0.1230
2.33833e-08,-0.1750
2.34066e-08,-0.2140
2.34299e-08,-0.2434
2.34531e-08,-0.2611
2.34764e-08,-0.2698
2.34997e-08,-0.2406
2.35229e-08,-0.1627
2.35462e-08,-0.0557
2.35695e-08,0.0784
2.35927e-08,0.2283
2.36160e-08,0.3766
2.36393e-08,0.5262
2.36625e-08,0.6852
2.36858e-08,0.8448
2.37091e-08,0.9965
2.37323e-08,1.1373
2.37556e-08,1.2505
2.37789e-08,1.3238
2.38021e-08,1.3668
2.38254e-08,1.3996
2.38487e-08,1.4229
2.38719e-08,1.4388
2.38952e-08,1.4561
2.39185e-08,1.4600
2.39417e-08,1.4430
2.39650e-08,1.4198
2.39883e-08,1.3957
2.40115e-08,1.3667
2.40348e-08,1.3396
2.40581e-08,1.3174
2.40813e-08,1.2854
2.41046e-08,1.2375
2.41279e-08,1.1853
2.41511e-08,1.1362
2.41744e-08,1.0910
2.41977e-08,1.0606
2.42209e-08,1.0471
2.42442e-08,1.0358
2.42675e-08,1.0240
2.42907e-08,1.0131
2.43140e-08,0.9976
2.43373e-08,0.9583
2.43605e-08,0.9067
2.43838e-08,0.8465
2.44071e-08,0.7624
2.44303e-08,0.6631
2.44536e-08,0.5553
2.44769e-08,0.4422
2.45002e-08,0.3263
2.45234e-08,0.2288
2.45467e-08,0.1523
2.45700e-08,0.0837
2.45932e-08,0.0336
2.46165e-08,0.0039
2.46398e-08,-0.0168
