.HEADER
..NAMES
Time,V U2.B8
.DATA
2.46630e-08,1.2143
2.46863e-08,1.2085
2.47096e-08,1.2020
2.47328e-08,1.1984
2.47561e-08,1.1986
2.47794e-08,1.2006
2.48026e-08,1.2028
2.48259e-08,1.2043
2.48492e-08,1.2051
2.48724e-08,1.2055
2.48957e-08,1.2061
2.49190e-08,1.2069
2.49422e-08,1.2074
2.49655e-08,1.2070
2.49888e-08,1.2054
2.50120e-08,1.2032
2.50353e-08,1.2014
2.50586e-08,1.2000
2.50818e-08,1.1982
2.51051e-08,1.1954
2.51284e-08,1.1922
2.51516e-08,1.1905
2.51749e-08,1.1916
2.51982e-08,1.1951
2.52214e-08,1.1994
2.52447e-08,1.2027
2.52680e-08,1.2041
2.52912e-08,1.2035
2.53145e-08,1.2016
2.53378e-08,1.1998
2.53610e-08,1.1988
2.53843e-08,1.1985
2.54076e-08,1.1983
2.54308e-08,1.1979
2.54541e-08,1.1976
2.54774e-08,1.1979
2.55006e-08,1.1989
2.55239e-08,1.1993
2.55472e-08,1.1871
2.55704e-08,1.1490
2.55937e-08,1.0647
2.56170e-08,0.9473
2.56402e-08,0.8448
2.56635e-08,0.7594
2.56868e-08,0.6526
2.57100e-08,0.5305
2.57333e-08,0.4063
2.57566e-08,0.2770
2.57798e-08,0.1596
2.58031e-08,0.0660
2.58264e-08,-0.0033
2.58496e-08,-0.0504
2.58729e-08,-0.0811
2.58962e-08,-0.1058
2.59194e-08,-0.1299
2.59427e-08,-0.1491
2.59660e-08,-0.1579
2.59892e-08,-0.1621
2.60125e-08,-0.1755
2.60358e-08,-0.1992
2.60590e-08,-0.2154
2.60823e-08,-0.2066
2.61056e-08,-0.1790
2.61288e-08,-0.1464
2.61521e-08,-0.1111
2.61754e-08,-0.0775
2.61986e-08,-0.0506
2.62219e-08,-0.0239
2.62452e-08,0.0073
2.62684e-08,0.0410
2.62917e-08,0.0748
2.63150e-08,0.1008
2.63382e-08,0.1103
2.63615e-08,0.1048
2.63848e-08,0.0950
2.64080e-08,0.0886
2.64313e-08,0.0830
2.64546e-08,0.0730
2.64778e-08,0.0609
2.65011e-08,0.0544
2.65244e-08,0.0566
2.65476e-08,0.0631
2.65709e-08,0.0686
2.65942e-08,0.0694
2.66174e-08,0.0615
2.66407e-08,0.0446
2.66640e-08,0.0248
2.66872e-08,0.0077
2.67105e-08,-0.0035
2.67338e-08,-0.0090
2.67570e-08,-0.0148
2.67803e-08,-0.0260
2.68036e-08,-0.0357
2.68269e-08,-0.0231
2.68501e-08,0.0411
2.68734e-08,0.1588
2.68967e-08,0.2693
2.69199e-08,0.3600
2.69432e-08,0.4669
2.69665e-08,0.5872
2.69897e-08,0.7069
2.70130e-08,0.8332
2.70363e-08,0.9514
2.70595e-08,1.0469
2.70828e-08,1.1184
2.71061e-08,1.1676
2.71293e-08,1.2021
2.71526e-08,1.2333
2.71759e-08,1.2674
2.71991e-08,1.2946
2.72224e-08,1.2914
2.72457e-08,1.2449
2.72689e-08,1.1532
2.72922e-08,1.0632
2.73155e-08,0.9940
2.73387e-08,0.8947
2.73620e-08,0.7564
2.73853e-08,0.6108
2.74085e-08,0.4505
2.74318e-08,0.2856
2.74551e-08,0.1461
2.74783e-08,0.0319
2.75016e-08,-0.0612
2.75249e-08,-0.1318
2.75481e-08,-0.1884
2.75714e-08,-0.2335
2.75947e-08,-0.2594
2.76179e-08,-0.2615
2.76412e-08,-0.2433
2.76645e-08,-0.1932
2.76877e-08,-0.0833
2.77110e-08,0.0397
2.77343e-08,0.1384
2.77575e-08,0.2580
2.77808e-08,0.4080
2.78041e-08,0.5617
2.78273e-08,0.7275
2.78506e-08,0.8921
2.78739e-08,1.0361
2.78971e-08,1.1656
2.79204e-08,1.2737
2.79437e-08,1.3553
2.79669e-08,1.4132
2.79902e-08,1.4504
2.80135e-08,1.4714
2.80367e-08,1.4723
2.80600e-08,1.4433
2.80833e-08,1.3747
2.81065e-08,1.2700
2.81298e-08,1.1649
2.81531e-08,1.0588
2.81763e-08,0.9163
2.81996e-08,0.7584
2.82229e-08,0.6039
2.82461e-08,0.4380
2.82694e-08,0.2779
2.82927e-08,0.1369
2.83159e-08,0.0107
2.83392e-08,-0.0922
2.83625e-08,-0.1715
2.83857e-08,-0.2358
2.84090e-08,-0.2841
2.84323e-08,-0.3125
2.84555e-08,-0.3204
2.84788e-08,-0.3155
2.85021e-08,-0.3120
2.85253e-08,-0.3125
2.85486e-08,-0.3064
2.85719e-08,-0.2849
2.85951e-08,-0.2539
2.86184e-08,-0.2218
2.86417e-08,-0.1836
2.86649e-08,-0.1405
2.86882e-08,-0.1006
2.87115e-08,-0.0591
2.87347e-08,-0.0134
2.87580e-08,0.0315
2.87813e-08,0.0757
2.88045e-08,0.1134
2.88278e-08,0.1358
2.88511e-08,0.1460
2.88743e-08,0.1512
2.88976e-08,0.1541
2.89209e-08,0.1521
2.89441e-08,0.1418
2.89674e-08,0.1262
2.89907e-08,0.1118
2.90139e-08,0.1007
2.90372e-08,0.0916
2.90605e-08,0.0835
2.90838e-08,0.0763
2.91070e-08,0.0668
2.91303e-08,0.0525
2.91536e-08,0.0363
2.91768e-08,0.0207
2.92001e-08,0.0069
2.92234e-08,-0.0041
2.92466e-08,-0.0160
2.92699e-08,-0.0317
2.92932e-08,-0.0470
2.93164e-08,-0.0567
2.93397e-08,-0.0603
2.93630e-08,-0.0596
2.93862e-08,-0.0568
2.94095e-08,-0.0520
2.94328e-08,-0.0451
2.94560e-08,-0.0372
2.94793e-08,-0.0290
2.95026e-08,-0.0208
2.95258e-08,-0.0136
2.95491e-08,-0.0092
2.95724e-08,-0.0083
2.95956e-08,-0.0090
2.96189e-08,-0.0085
2.96422e-08,-0.0051
2.96654e-08,0.0008
2.96887e-08,0.0059
2.97120e-08,0.0102
2.97352e-08,0.0246
2.97585e-08,0.0690
2.97818e-08,0.1656
2.98050e-08,0.2755
2.98283e-08,0.3634
2.98516e-08,0.4523
2.98748e-08,0.5586
2.98981e-08,0.6651
2.99214e-08,0.7768
2.99446e-08,0.8925
2.99679e-08,0.9948
2.99912e-08,1.0777
3.00144e-08,1.1393
3.00377e-08,1.1805
3.00610e-08,1.2097
3.00842e-08,1.2369
3.01075e-08,1.2631
3.01308e-08,1.2697
3.01540e-08,1.2406
3.01773e-08,1.1592
3.02006e-08,1.0609
3.02238e-08,0.9845
3.02471e-08,0.8986
3.02704e-08,0.7723
3.02936e-08,0.6329
3.03169e-08,0.4847
3.03402e-08,0.3244
3.03634e-08,0.1810
3.03867e-08,0.0654
3.04100e-08,-0.0285
3.04332e-08,-0.1000
3.04565e-08,-0.1559
3.04798e-08,-0.2047
3.05030e-08,-0.2424
3.05263e-08,-0.2589
3.05496e-08,-0.2552
3.05728e-08,-0.2490
3.05961e-08,-0.2561
3.06194e-08,-0.2708
3.06426e-08,-0.2724
3.06659e-08,-0.2525
3.06892e-08,-0.2235
3.07124e-08,-0.1926
3.07357e-08,-0.1570
3.07590e-08,-0.1239
3.07822e-08,-0.0949
3.08055e-08,-0.0581
3.08288e-08,-0.0124
3.08520e-08,0.0363
3.08753e-08,0.0831
3.08986e-08,0.1163
3.09218e-08,0.1287
3.09451e-08,0.1296
3.09684e-08,0.1334
3.09916e-08,0.1499
3.10149e-08,0.1891
3.10382e-08,0.2645
3.10614e-08,0.3416
3.10847e-08,0.4057
3.11080e-08,0.4878
3.11312e-08,0.5894
3.11545e-08,0.6930
3.11778e-08,0.8023
3.12010e-08,0.9049
3.12243e-08,0.9880
3.12476e-08,1.0547
3.12708e-08,1.1066
3.12941e-08,1.1451
3.13174e-08,1.1734
3.13406e-08,1.1919
3.13639e-08,1.1986
3.13872e-08,1.1845
3.14105e-08,1.1383
3.14337e-08,1.0510
3.14570e-08,0.9645
3.14803e-08,0.9026
3.15035e-08,0.8192
3.15268e-08,0.7000
3.15501e-08,0.5744
3.15733e-08,0.4364
3.15966e-08,0.2905
3.16199e-08,0.1624
3.16431e-08,0.0534
3.16664e-08,-0.0391
3.16897e-08,-0.1091
3.17129e-08,-0.1616
3.17362e-08,-0.2031
3.17595e-08,-0.2315
3.17827e-08,-0.2421
3.18060e-08,-0.2392
3.18293e-08,-0.2378
3.18525e-08,-0.2474
3.18758e-08,-0.2570
3.18991e-08,-0.2480
3.19223e-08,-0.2209
3.19456e-08,-0.1921
3.19689e-08,-0.1648
3.19921e-08,-0.1356
3.20154e-08,-0.1105
3.20387e-08,-0.0857
3.20619e-08,-0.0512
3.20852e-08,-0.0104
3.21085e-08,0.0328
3.21317e-08,0.0750
3.21550e-08,0.1052
3.21783e-08,0.1188
3.22015e-08,0.1238
3.22248e-08,0.1275
3.22481e-08,0.1282
3.22713e-08,0.1200
3.22946e-08,0.1034
3.23179e-08,0.0873
3.23411e-08,0.0785
3.23644e-08,0.0751
3.23877e-08,0.0729
3.24109e-08,0.0695
3.24342e-08,0.0625
3.24575e-08,0.0497
3.24807e-08,0.0345
3.25040e-08,0.0220
3.25273e-08,0.0133
3.25505e-08,0.0082
3.25738e-08,0.0028
3.25971e-08,-0.0093
3.26203e-08,-0.0270
3.26436e-08,-0.0421
3.26669e-08,-0.0501
3.26901e-08,-0.0523
3.27134e-08,-0.0517
3.27367e-08,-0.0491
3.27599e-08,-0.0433
3.27832e-08,-0.0345
3.28065e-08,-0.0246
3.28297e-08,-0.0153
3.28530e-08,-0.0082
3.28763e-08,-0.0052
3.28995e-08,-0.0065
3.29228e-08,-0.0096
3.29461e-08,-0.0108
3.29693e-08,-0.0078
3.29926e-08,-0.0010
3.30159e-08,0.0053
3.30391e-08,0.0080
3.30624e-08,0.0158
3.30857e-08,0.0489
3.31089e-08,0.1352
3.31322e-08,0.2483
3.31555e-08,0.3431
3.31787e-08,0.4309
3.32020e-08,0.5374
3.32253e-08,0.6468
3.32485e-08,0.7577
3.32718e-08,0.8743
3.32951e-08,0.9796
3.33183e-08,1.0651
3.33416e-08,1.1296
3.33649e-08,1.1733
3.33881e-08,1.2038
3.34114e-08,1.2320
3.34347e-08,1.2610
3.34579e-08,1.2745
3.34812e-08,1.2534
3.35045e-08,1.1801
3.35277e-08,1.0809
3.35510e-08,0.9997
3.35743e-08,0.9206
3.35975e-08,0.8028
3.36208e-08,0.6646
3.36441e-08,0.5193
3.36673e-08,0.3592
3.36906e-08,0.2086
3.37139e-08,0.0861
3.37372e-08,-0.0133
3.37604e-08,-0.0900
3.37837e-08,-0.1483
3.38070e-08,-0.1981
3.38302e-08,-0.2380
3.38535e-08,-0.2575
3.38768e-08,-0.2535
3.39000e-08,-0.2246
3.39233e-08,-0.1437
3.39466e-08,-0.0148
3.39698e-08,0.0940
3.39931e-08,0.1959
3.40164e-08,0.3348
3.40396e-08,0.4889
3.40629e-08,0.6476
3.40862e-08,0.8184
3.41094e-08,0.9725
3.41327e-08,1.1059
3.41560e-08,1.2226
3.41792e-08,1.3145
3.42025e-08,1.3825
3.42258e-08,1.4296
3.42490e-08,1.4583
3.42723e-08,1.4708
3.42956e-08,1.4662
3.43188e-08,1.4518
3.43421e-08,1.4439
3.43654e-08,1.4476
3.43886e-08,1.4450
3.44119e-08,1.4165
3.44352e-08,1.3727
3.44584e-08,1.3295
3.44817e-08,1.2846
3.45050e-08,1.2430
3.45282e-08,1.2087
3.45515e-08,1.1712
3.45748e-08,1.1310
3.45980e-08,1.0939
3.46213e-08,1.0580
3.46446e-08,1.0294
3.46678e-08,1.0159
3.46911e-08,1.0140
3.47144e-08,1.0032
3.47376e-08,0.9667
3.47609e-08,0.8866
3.47842e-08,0.7942
3.48074e-08,0.7310
3.48307e-08,0.6706
3.48540e-08,0.5741
3.48772e-08,0.4613
3.49005e-08,0.3457
3.49238e-08,0.2288
3.49470e-08,0.1325
3.49703e-08,0.0633
3.49936e-08,0.0152
3.50168e-08,-0.0159
3.50401e-08,-0.0374
3.50634e-08,-0.0597
3.50866e-08,-0.0811
3.51099e-08,-0.0908
3.51332e-08,-0.0843
3.51564e-08,-0.0531
3.51797e-08,0.0302
3.52030e-08,0.1400
3.52262e-08,0.2256
3.52495e-08,0.3223
3.52728e-08,0.4559
3.52960e-08,0.5949
3.53193e-08,0.7411
3.53426e-08,0.8954
3.53658e-08,1.0313
3.53891e-08,1.1497
3.54124e-08,1.2487
3.54356e-08,1.3217
3.54589e-08,1.3713
3.54822e-08,1.4012
3.55054e-08,1.4142
3.55287e-08,1.4096
3.55520e-08,1.3794
3.55752e-08,1.3179
3.55985e-08,1.2221
3.56218e-08,1.1226
3.56450e-08,1.0299
3.56683e-08,0.9082
3.56916e-08,0.7637
3.57148e-08,0.6190
3.57381e-08,0.4616
3.57614e-08,0.3028
3.57846e-08,0.1622
3.58079e-08,0.0363
3.58312e-08,-0.0698
3.58544e-08,-0.1511
3.58777e-08,-0.2161
3.59010e-08,-0.2652
3.59242e-08,-0.2946
3.59475e-08,-0.3041
3.59708e-08,-0.2996
3.59940e-08,-0.2944
3.60173e-08,-0.2937
3.60406e-08,-0.2894
3.60638e-08,-0.2713
3.60871e-08,-0.2422
3.61104e-08,-0.2119
3.61337e-08,-0.1786
3.61569e-08,-0.1415
3.61802e-08,-0.1073
3.62035e-08,-0.0724
3.62267e-08,-0.0308
3.62500e-08,0.0128
3.62733e-08,0.0570
3.62965e-08,0.0974
3.63198e-08,0.1241
3.63431e-08,0.1374
3.63663e-08,0.1450
3.63896e-08,0.1547
3.64129e-08,0.1736
3.64361e-08,0.2205
3.64594e-08,0.2983
3.64827e-08,0.3712
3.65059e-08,0.4333
3.65292e-08,0.5160
3.65525e-08,0.6120
3.65757e-08,0.7088
3.65990e-08,0.8123
3.66223e-08,0.9094
3.66455e-08,0.9902
3.66688e-08,1.0563
3.66921e-08,1.1066
3.67153e-08,1.1427
3.67386e-08,1.1688
3.67619e-08,1.1871
3.67851e-08,1.1940
3.68084e-08,1.1776
3.68317e-08,1.1180
3.68549e-08,1.0225
3.68782e-08,0.9403
3.69015e-08,0.8758
3.69247e-08,0.7802
3.69480e-08,0.6575
3.69713e-08,0.5308
3.69945e-08,0.3894
3.70178e-08,0.2476
3.70411e-08,0.1275
3.70643e-08,0.0268
3.70876e-08,-0.0549
3.71109e-08,-0.1154
3.71341e-08,-0.1636
3.71574e-08,-0.2045
3.71807e-08,-0.2320
3.72039e-08,-0.2395
3.72272e-08,-0.2216
3.72505e-08,-0.1564
3.72737e-08,-0.0324
3.72970e-08,0.0848
3.73203e-08,0.1871
3.73435e-08,0.3204
3.73668e-08,0.4724
3.73901e-08,0.6240
3.74133e-08,0.7890
3.74366e-08,0.9437
3.74599e-08,1.0754
3.74831e-08,1.1908
3.75064e-08,1.2820
3.75297e-08,1.3500
3.75529e-08,1.4010
3.75762e-08,1.4367
3.75995e-08,1.4560
3.76227e-08,1.4493
3.76460e-08,1.4110
3.76693e-08,1.3315
3.76925e-08,1.2279
3.77158e-08,1.1307
3.77391e-08,1.0202
3.77623e-08,0.8730
3.77856e-08,0.7166
3.78089e-08,0.5556
3.78321e-08,0.3843
3.78554e-08,0.2276
3.78787e-08,0.0906
3.79019e-08,-0.0290
3.79252e-08,-0.1227
3.79485e-08,-0.1954
3.79717e-08,-0.2521
3.79950e-08,-0.2897
3.80183e-08,-0.3073
3.80415e-08,-0.3085
3.80648e-08,-0.3045
3.80881e-08,-0.3060
3.81113e-08,-0.3095
3.81346e-08,-0.3019
3.81579e-08,-0.2776
3.81811e-08,-0.2457
3.82044e-08,-0.2120
3.82277e-08,-0.1726
3.82509e-08,-0.1324
3.82742e-08,-0.0947
3.82975e-08,-0.0513
3.83207e-08,-0.0033
3.83440e-08,0.0443
3.83673e-08,0.0896
3.83905e-08,0.1241
3.84138e-08,0.1425
3.84371e-08,0.1510
3.84603e-08,0.1553
3.84836e-08,0.1560
3.85069e-08,0.1497
3.85302e-08,0.1350
3.85534e-08,0.1173
3.85767e-08,0.1033
3.86000e-08,0.0940
3.86232e-08,0.0875
3.86465e-08,0.0820
3.86698e-08,0.0755
3.86930e-08,0.0644
3.87163e-08,0.0486
3.87396e-08,0.0325
3.87628e-08,0.0183
3.87861e-08,0.0064
3.88094e-08,-0.0045
3.88326e-08,-0.0184
3.88559e-08,-0.0358
3.88792e-08,-0.0483
3.89024e-08,-0.0390
3.89257e-08,0.0195
3.89490e-08,0.1325
3.89722e-08,0.2452
3.89955e-08,0.3375
3.90188e-08,0.4428
3.90420e-08,0.5647
3.90653e-08,0.6899
3.90886e-08,0.8215
3.91118e-08,0.9471
3.91351e-08,1.0508
3.91584e-08,1.1285
3.91816e-08,1.1825
3.92049e-08,1.2184
3.92282e-08,1.2463
3.92514e-08,1.2740
3.92747e-08,1.2965
3.92980e-08,1.2937
3.93212e-08,1.2523
3.93445e-08,1.1659
3.93678e-08,1.0748
3.93910e-08,1.0059
3.94143e-08,0.9128
3.94376e-08,0.7763
3.94608e-08,0.6286
3.94841e-08,0.4691
3.95074e-08,0.3031
3.95306e-08,0.1600
3.95539e-08,0.0426
3.95772e-08,-0.0540
3.96004e-08,-0.1286
3.96237e-08,-0.1878
3.96470e-08,-0.2351
3.96702e-08,-0.2646
3.96935e-08,-0.2705
3.97168e-08,-0.2602
3.97400e-08,-0.2543
3.97633e-08,-0.2638
3.97866e-08,-0.2767
3.98098e-08,-0.2723
3.98331e-08,-0.2480
3.98564e-08,-0.2192
3.98796e-08,-0.1900
3.99029e-08,-0.1573
3.99262e-08,-0.1272
3.99494e-08,-0.0967
3.99727e-08,-0.0545
3.99960e-08,-0.0037
4.00192e-08,0.0483
4.00425e-08,0.0949
4.00658e-08,0.1247
4.00890e-08,0.1357
4.01123e-08,0.1390
4.01356e-08,0.1469
4.01588e-08,0.1664
4.01821e-08,0.2111
4.02054e-08,0.2847
4.02286e-08,0.3569
4.02519e-08,0.4203
4.02752e-08,0.5056
4.02984e-08,0.6086
4.03217e-08,0.7134
4.03450e-08,0.8216
4.03682e-08,0.9210
4.03915e-08,1.0018
4.04148e-08,1.0674
4.04380e-08,1.1184
4.04613e-08,1.1548
4.04846e-08,1.1795
4.05078e-08,1.1937
4.05311e-08,1.1952
4.05544e-08,1.1760
4.05776e-08,1.1204
4.06009e-08,1.0271
4.06242e-08,0.9434
4.06474e-08,0.8812
4.06707e-08,0.7909
4.06940e-08,0.6694
4.07173e-08,0.5440
4.07405e-08,0.4050
4.07638e-08,0.2625
4.07871e-08,0.1389
4.08103e-08,0.0331
4.08336e-08,-0.0547
4.08569e-08,-0.1200
4.08801e-08,-0.1694
4.09034e-08,-0.2091
4.09267e-08,-0.2357
4.09499e-08,-0.2443
4.09732e-08,-0.2402
4.09965e-08,-0.2396
4.10197e-08,-0.2496
4.10430e-08,-0.2564
4.10663e-08,-0.2426
4.10895e-08,-0.2131
4.11128e-08,-0.1844
4.11361e-08,-0.1564
4.11593e-08,-0.1272
4.11826e-08,-0.1028
4.12059e-08,-0.0772
4.12291e-08,-0.0422
4.12524e-08,-0.0021
4.12757e-08,0.0407
4.12989e-08,0.0815
4.13222e-08,0.1087
4.13455e-08,0.1197
4.13687e-08,0.1242
4.13920e-08,0.1347
4.14153e-08,0.1610
4.14385e-08,0.2205
4.14618e-08,0.3013
4.14851e-08,0.3738
4.15083e-08,0.4452
4.15316e-08,0.5395
4.15549e-08,0.6430
4.15781e-08,0.7463
4.16014e-08,0.8521
4.16247e-08,0.9465
4.16479e-08,1.0227
4.16712e-08,1.0844
4.16945e-08,1.1314
4.17177e-08,1.1663
4.17410e-08,1.1930
4.17643e-08,1.2105
4.17875e-08,1.2183
4.18108e-08,1.2200
4.18341e-08,1.2239
4.18573e-08,1.2400
4.18806e-08,1.2672
4.19039e-08,1.2904
4.19271e-08,1.2967
4.19504e-08,1.2905
4.19737e-08,1.2785
4.19969e-08,1.2600
4.20202e-08,1.2389
4.20435e-08,1.2191
4.20667e-08,1.1964
4.20900e-08,1.1705
4.21133e-08,1.1455
4.21365e-08,1.1239
4.21598e-08,1.1101
4.21831e-08,1.1076
4.22063e-08,1.1125
4.22296e-08,1.1189
4.22529e-08,1.1252
4.22761e-08,1.1344
4.22994e-08,1.1492
4.23227e-08,1.1655
4.23459e-08,1.1755
4.23692e-08,1.1763
4.23925e-08,1.1708
4.24157e-08,1.1632
4.24390e-08,1.1578
4.24623e-08,1.1588
4.24855e-08,1.1672
4.25088e-08,1.1789
4.25321e-08,1.1906
4.25553e-08,1.2006
4.25786e-08,1.2088
4.26019e-08,1.2178
4.26251e-08,1.2284
4.26484e-08,1.2370
4.26717e-08,1.2396
4.26949e-08,1.2366
4.27182e-08,1.2311
4.27415e-08,1.2258
4.27647e-08,1.2203
4.27880e-08,1.2137
4.28113e-08,1.2060
4.28345e-08,1.1984
4.28578e-08,1.1927
4.28811e-08,1.1910
4.29043e-08,1.1945
4.29276e-08,1.2018
4.29509e-08,1.2089
4.29742e-08,1.2123
4.29974e-08,1.2105
4.30207e-08,1.2033
4.30440e-08,1.1810
4.30672e-08,1.1325
4.30905e-08,1.0335
4.31138e-08,0.9112
4.31370e-08,0.8139
4.31603e-08,0.7245
4.31836e-08,0.6121
4.32068e-08,0.4947
4.32301e-08,0.3763
4.32534e-08,0.2538
4.32766e-08,0.1463
4.32999e-08,0.0603
4.33232e-08,-0.0035
4.33464e-08,-0.0456
4.33697e-08,-0.0732
4.33930e-08,-0.0980
4.34162e-08,-0.1253
4.34395e-08,-0.1485
4.34628e-08,-0.1563
4.34860e-08,-0.1309
4.35093e-08,-0.0407
4.35326e-08,0.0779
4.35558e-08,0.1720
4.35791e-08,0.2807
4.36024e-08,0.4296
4.36256e-08,0.5839
4.36489e-08,0.7474
4.36722e-08,0.9163
4.36954e-08,1.0585
4.37187e-08,1.1757
4.37420e-08,1.2680
4.37652e-08,1.3331
4.37885e-08,1.3793
4.38118e-08,1.4124
4.38350e-08,1.4321
4.38583e-08,1.4337
4.38816e-08,1.4177
4.39048e-08,1.4008
4.39281e-08,1.4009
4.39514e-08,1.4147
4.39746e-08,1.4178
4.39979e-08,1.3965
4.40212e-08,1.3647
4.40444e-08,1.3290
4.40677e-08,1.2860
4.40910e-08,1.2461
4.41142e-08,1.2097
4.41375e-08,1.1672
4.41608e-08,1.1228
4.41840e-08,1.0807
4.42073e-08,1.0427
4.42306e-08,1.0203
4.42538e-08,1.0183
4.42771e-08,1.0248
4.43004e-08,1.0135
4.43236e-08,0.9677
4.43469e-08,0.8774
4.43702e-08,0.7917
4.43934e-08,0.7349
4.44167e-08,0.6622
4.44400e-08,0.5549
4.44632e-08,0.4389
4.44865e-08,0.3143
4.45098e-08,0.1926
4.45330e-08,0.0981
4.45563e-08,0.0320
4.45796e-08,-0.0111
4.46028e-08,-0.0362
4.46261e-08,-0.0545
4.46494e-08,-0.0736
4.46726e-08,-0.0875
4.46959e-08,-0.0879
4.47192e-08,-0.0816
4.47424e-08,-0.0877
4.47657e-08,-0.1151
4.47890e-08,-0.1489
4.48122e-08,-0.1638
4.48355e-08,-0.1545
4.48588e-08,-0.1370
4.48820e-08,-0.1172
4.49053e-08,-0.0942
4.49286e-08,-0.0745
4.49518e-08,-0.0542
4.49751e-08,-0.0237
4.49984e-08,0.0143
4.50216e-08,0.0540
4.50449e-08,0.0872
4.50682e-08,0.1017
4.50914e-08,0.0961
4.51147e-08,0.0833
4.51380e-08,0.0751
4.51612e-08,0.0698
4.51845e-08,0.0593
4.52078e-08,0.0429
4.52310e-08,0.0295
4.52543e-08,0.0273
4.52776e-08,0.0351
4.53008e-08,0.0466
4.53241e-08,0.0565
4.53474e-08,0.0597
4.53707e-08,0.0522
4.53939e-08,0.0378
4.54172e-08,0.0241
4.54405e-08,0.0146
4.54637e-08,0.0092
4.54870e-08,0.0027
4.55103e-08,-0.0115
4.55335e-08,-0.0310
4.55568e-08,-0.0451
4.55801e-08,-0.0481
4.56033e-08,-0.0424
4.56266e-08,-0.0339
4.56499e-08,-0.0257
4.56731e-08,-0.0176
4.56964e-08,-0.0093
4.57197e-08,-0.0013
4.57429e-08,0.0052
4.57662e-08,0.0086
4.57895e-08,0.0064
4.58127e-08,-0.0017
4.58360e-08,-0.0120
4.58593e-08,-0.0186
4.58825e-08,-0.0175
4.59058e-08,-0.0096
4.59291e-08,-0.0009
4.59523e-08,0.0042
4.59756e-08,0.0147
4.59989e-08,0.0547
4.60221e-08,0.1470
4.60454e-08,0.2597
4.60687e-08,0.3533
4.60919e-08,0.4421
4.61152e-08,0.5454
4.61385e-08,0.6513
4.61617e-08,0.7605
4.61850e-08,0.8749
4.62083e-08,0.9798
4.62315e-08,1.0654
4.62548e-08,1.1299
4.62781e-08,1.1740
4.63013e-08,1.2063
4.63246e-08,1.2379
4.63479e-08,1.2700
4.63711e-08,1.2837
4.63944e-08,1.2595
4.64177e-08,1.1821
4.64409e-08,1.0786
4.64642e-08,0.9942
4.64875e-08,0.9098
4.65107e-08,0.7891
4.65340e-08,0.6492
4.65573e-08,0.5011
4.65805e-08,0.3400
4.66038e-08,0.1918
4.66271e-08,0.0726
4.66503e-08,-0.0220
4.66736e-08,-0.0941
4.66969e-08,-0.1499
4.67201e-08,-0.1987
4.67434e-08,-0.2378
4.67667e-08,-0.2568
4.67899e-08,-0.2523
4.68132e-08,-0.2219
4.68365e-08,-0.1387
4.68597e-08,-0.0141
4.68830e-08,0.0912
4.69063e-08,0.1965
4.69295e-08,0.3395
4.69528e-08,0.4935
4.69761e-08,0.6554
4.69993e-08,0.8283
4.70226e-08,0.9811
4.70459e-08,1.1144
4.70691e-08,1.2309
4.70924e-08,1.3217
4.71157e-08,1.3885
4.71389e-08,1.4339
4.71622e-08,1.4599
4.71855e-08,1.4693
4.72087e-08,1.4628
4.72320e-08,1.4487
4.72553e-08,1.4424
4.72785e-08,1.4463
4.73018e-08,1.4423
4.73251e-08,1.4136
4.73483e-08,1.3717
4.73716e-08,1.3296
4.73949e-08,1.2851
4.74181e-08,1.2445
4.74414e-08,1.2097
4.74647e-08,1.1702
4.74879e-08,1.1288
4.75112e-08,1.0908
4.75345e-08,1.0545
4.75577e-08,1.0268
4.75810e-08,1.0142
4.76043e-08,1.0118
4.76275e-08,0.9996
4.76508e-08,0.9612
4.76741e-08,0.8787
4.76973e-08,0.7900
4.77206e-08,0.7302
4.77439e-08,0.6668
4.77672e-08,0.5673
4.77904e-08,0.4550
4.78137e-08,0.3385
4.78370e-08,0.2218
4.78602e-08,0.1271
4.78835e-08,0.0588
4.79068e-08,0.0109
4.79300e-08,-0.0196
4.79533e-08,-0.0406
4.79766e-08,-0.0623
4.79998e-08,-0.0821
4.80231e-08,-0.0898
4.80464e-08,-0.0815
4.80696e-08,-0.0482
4.80929e-08,0.0375
4.81162e-08,0.1432
4.81394e-08,0.2301
4.81627e-08,0.3308
4.81860e-08,0.4633
4.82092e-08,0.6004
4.82325e-08,0.7477
4.82558e-08,0.9008
4.82790e-08,1.0356
4.83023e-08,1.1539
4.83256e-08,1.2522
4.83488e-08,1.3242
4.83721e-08,1.3732
4.83954e-08,1.4023
4.84186e-08,1.4146
4.84419e-08,1.4087
4.84652e-08,1.3775
4.84884e-08,1.3133
4.85117e-08,1.2132
4.85350e-08,1.1102
4.85582e-08,1.0157
4.85815e-08,0.8938
4.86048e-08,0.7498
4.86280e-08,0.6045
4.86513e-08,0.4457
4.86746e-08,0.2877
4.86978e-08,0.1485
4.87211e-08,0.0242
4.87444e-08,-0.0784
4.87676e-08,-0.1569
4.87909e-08,-0.2199
4.88142e-08,-0.2673
4.88374e-08,-0.2961
4.88607e-08,-0.3053
4.88840e-08,-0.3001
4.89072e-08,-0.2942
4.89305e-08,-0.2936
4.89538e-08,-0.2898
4.89770e-08,-0.2716
4.90003e-08,-0.2412
4.90236e-08,-0.2090
4.90468e-08,-0.1742
4.90701e-08,-0.1364
4.90934e-08,-0.1025
