.HEADER
..NAMES
Time,V U2.E2
.DATA
1.96839e-08,0.5230
1.97071e-08,0.5191
1.97304e-08,0.5225
1.97537e-08,0.5615
1.97769e-08,0.6714
1.98002e-08,0.8099
1.98235e-08,0.9042
1.98468e-08,0.9704
1.98700e-08,1.0396
1.98933e-08,1.0924
1.99166e-08,1.1273
1.99398e-08,1.1538
1.99631e-08,1.1704
1.99864e-08,1.1825
2.00096e-08,1.1883
2.00329e-08,1.1866
2.00562e-08,1.1880
2.00794e-08,1.1962
2.01027e-08,1.2058
2.01260e-08,1.2095
2.01492e-08,1.2034
2.01725e-08,1.1910
2.01958e-08,1.1845
2.02190e-08,1.1958
2.02423e-08,1.2160
2.02656e-08,1.2235
2.02888e-08,1.2176
2.03121e-08,1.2116
2.03354e-08,1.2067
2.03586e-08,1.1999
2.03819e-08,1.1952
2.04052e-08,1.1943
2.04284e-08,1.1946
2.04517e-08,1.1943
2.04750e-08,1.1917
2.04982e-08,1.1897
2.05215e-08,1.1928
2.05448e-08,1.1939
2.05680e-08,1.1733
2.05913e-08,1.1133
2.06146e-08,1.0050
2.06378e-08,0.8925
2.06611e-08,0.8216
2.06844e-08,0.7728
2.07076e-08,0.7223
2.07309e-08,0.6802
2.07542e-08,0.6461
2.07774e-08,0.6154
2.08007e-08,0.5901
2.08240e-08,0.5697
2.08472e-08,0.5566
2.08705e-08,0.5491
2.08938e-08,0.5399
2.09170e-08,0.5270
2.09403e-08,0.5163
2.09636e-08,0.5148
2.09868e-08,0.5323
2.10101e-08,0.5966
2.10334e-08,0.7199
2.10566e-08,0.8339
2.10799e-08,0.8979
2.11032e-08,0.9618
2.11264e-08,1.0343
2.11497e-08,1.0849
2.11730e-08,1.1228
2.11962e-08,1.1535
2.12195e-08,1.1726
2.12428e-08,1.1854
2.12660e-08,1.1907
2.12893e-08,1.1924
2.13126e-08,1.1996
2.13358e-08,1.2091
2.13591e-08,1.2128
2.13824e-08,1.2012
2.14056e-08,1.1621
2.14289e-08,1.0845
2.14522e-08,0.9783
2.14754e-08,0.8930
2.14987e-08,0.8421
2.15220e-08,0.7835
2.15452e-08,0.7205
2.15685e-08,0.6776
2.15918e-08,0.6426
2.16150e-08,0.6096
2.16383e-08,0.5862
2.16616e-08,0.5679
2.16848e-08,0.5539
2.17081e-08,0.5423
2.17314e-08,0.5285
2.17546e-08,0.5169
2.17779e-08,0.5138
2.18012e-08,0.5168
2.18244e-08,0.5217
2.18477e-08,0.5236
2.18710e-08,0.5160
2.18942e-08,0.5005
2.19175e-08,0.4901
2.19408e-08,0.4910
2.19640e-08,0.4935
2.19873e-08,0.4931
2.20106e-08,0.4960
2.20338e-08,0.5022
2.20571e-08,0.5067
2.20804e-08,0.5109
2.21037e-08,0.5164
2.21269e-08,0.5212
2.21502e-08,0.5239
2.21735e-08,0.5228
2.21967e-08,0.5189
2.22200e-08,0.5170
2.22433e-08,0.5183
2.22665e-08,0.5208
2.22898e-08,0.5224
2.23131e-08,0.5209
2.23363e-08,0.5162
2.23596e-08,0.5127
2.23829e-08,0.5130
2.24061e-08,0.5148
2.24294e-08,0.5157
2.24527e-08,0.5165
2.24759e-08,0.5175
2.24992e-08,0.5172
2.25225e-08,0.5161
2.25457e-08,0.5156
2.25690e-08,0.5158
2.25923e-08,0.5157
2.26155e-08,0.5144
2.26388e-08,0.5149
2.26621e-08,0.5373
2.26853e-08,0.6234
2.27086e-08,0.7619
2.27319e-08,0.8741
2.27551e-08,0.9468
2.27784e-08,1.0199
2.28017e-08,1.0807
2.28249e-08,1.1178
2.28482e-08,1.1458
2.28715e-08,1.1638
2.28947e-08,1.1752
2.29180e-08,1.1838
2.29413e-08,1.1848
