.HEADER
..NAMES
Time,V U2.K7&K8
.DATA
2.48957e-08,0.8920
2.49190e-08,0.8031
2.49422e-08,0.6957
2.49655e-08,0.5948
2.49888e-08,0.4862
2.50120e-08,0.3761
2.50353e-08,0.2980
2.50586e-08,0.2690
2.50818e-08,0.2708
2.51051e-08,0.2735
2.51284e-08,0.2780
2.51516e-08,0.2869
2.51749e-08,0.2875
2.51982e-08,0.2726
2.52214e-08,0.2482
2.52447e-08,0.2270
2.52680e-08,0.2181
2.52912e-08,0.2285
2.53145e-08,0.2698
2.53378e-08,0.3583
2.53610e-08,0.4716
2.53843e-08,0.5754
2.54076e-08,0.6793
2.54308e-08,0.7853
2.54541e-08,0.8669
2.54774e-08,0.9012
2.55006e-08,0.9007
2.55239e-08,0.8965
2.55472e-08,0.8945
2.55704e-08,0.8909
2.55937e-08,0.8921
2.56170e-08,0.9047
2.56402e-08,0.9258
2.56635e-08,0.9454
2.56868e-08,0.9518
2.57100e-08,0.9325
2.57333e-08,0.8778
2.57566e-08,0.7821
2.57798e-08,0.6753
2.58031e-08,0.5746
2.58264e-08,0.4636
2.58496e-08,0.3573
2.58729e-08,0.2883
2.58962e-08,0.2679
2.59194e-08,0.2716
2.59427e-08,0.2739
2.59660e-08,0.2796
2.59892e-08,0.2880
2.60125e-08,0.2858
2.60358e-08,0.2681
2.60590e-08,0.2434
2.60823e-08,0.2240
2.61056e-08,0.2184
2.61288e-08,0.2336
2.61521e-08,0.2833
2.61754e-08,0.3800
2.61986e-08,0.4927
2.62219e-08,0.5952
2.62452e-08,0.7004
2.62684e-08,0.8040
2.62917e-08,0.8774
2.63150e-08,0.9026
2.63382e-08,0.8995
2.63615e-08,0.8961
2.63848e-08,0.8938
2.64080e-08,0.8905
2.64313e-08,0.8936
2.64546e-08,0.9084
2.64778e-08,0.9301
2.65011e-08,0.9480
2.65244e-08,0.9503
2.65476e-08,0.9250
2.65709e-08,0.8619
2.65942e-08,0.7607
2.66174e-08,0.6554
2.66407e-08,0.5538
2.66640e-08,0.4412
2.66872e-08,0.3400
2.67105e-08,0.2806
2.67338e-08,0.2678
2.67570e-08,0.2722
2.67803e-08,0.2743
2.68036e-08,0.2814
2.68269e-08,0.2887
2.68501e-08,0.2834
2.68734e-08,0.2635
2.68967e-08,0.2389
2.69199e-08,0.2216
2.69432e-08,0.2195
2.69665e-08,0.2400
2.69897e-08,0.2988
2.70130e-08,0.4022
2.70363e-08,0.5132
2.70595e-08,0.6150
2.70828e-08,0.7214
2.71061e-08,0.8214
2.71293e-08,0.8858
2.71526e-08,0.9028
2.71759e-08,0.8984
2.71991e-08,0.8956
2.72224e-08,0.8929
2.72457e-08,0.8903
2.72689e-08,0.8956
2.72922e-08,0.9124
2.73155e-08,0.9342
2.73387e-08,0.9501
2.73620e-08,0.9477
2.73853e-08,0.9160
2.74085e-08,0.8442
2.74318e-08,0.7393
2.74551e-08,0.6357
2.74783e-08,0.5324
2.75016e-08,0.4192
2.75249e-08,0.3243
2.75481e-08,0.2749
2.75714e-08,0.2683
2.75947e-08,0.2726
2.76179e-08,0.2750
2.76412e-08,0.2831
2.76645e-08,0.2889
2.76877e-08,0.2804
2.77110e-08,0.2586
2.77343e-08,0.2346
2.77575e-08,0.2198
2.77808e-08,0.2215
2.78041e-08,0.2478
2.78273e-08,0.3161
2.78506e-08,0.4244
2.78739e-08,0.5332
2.78971e-08,0.6351
2.79204e-08,0.7421
2.79437e-08,0.8373
2.79669e-08,0.8922
2.79902e-08,0.9022
2.80135e-08,0.8974
2.80367e-08,0.8952
2.80600e-08,0.8921
2.80833e-08,0.8904
2.81065e-08,0.8981
2.81298e-08,0.9167
2.81531e-08,0.9382
2.81763e-08,0.9515
2.81996e-08,0.9440
2.82229e-08,0.9054
2.82461e-08,0.8251
2.82694e-08,0.7181
2.82927e-08,0.6161
2.83159e-08,0.5105
2.83392e-08,0.3980
2.83625e-08,0.3104
2.83857e-08,0.2708
2.84090e-08,0.2691
2.84323e-08,0.2728
2.84555e-08,0.2760
2.84788e-08,0.2848
2.85021e-08,0.2885
2.85253e-08,0.2770
2.85486e-08,0.2537
2.85719e-08,0.2308
2.85951e-08,0.2187
2.86184e-08,0.2242
2.86417e-08,0.2571
2.86649e-08,0.3350
2.86882e-08,0.4465
2.87115e-08,0.5528
2.87347e-08,0.6553
2.87580e-08,0.7623
2.87813e-08,0.8517
2.88045e-08,0.8968
2.88278e-08,0.9012
2.88511e-08,0.8966
2.88743e-08,0.8947
2.88976e-08,0.8914
2.89209e-08,0.8909
2.89441e-08,0.9009
2.89674e-08,0.9209
2.89907e-08,0.9417
2.90139e-08,0.9521
2.90372e-08,0.9391
2.90605e-08,0.8932
2.90838e-08,0.8048
2.91070e-08,0.6973
2.91303e-08,0.5963
2.91536e-08,0.4880
2.91768e-08,0.3776
2.92001e-08,0.2984
2.92234e-08,0.2684
2.92466e-08,0.2701
2.92699e-08,0.2730
2.92932e-08,0.2773
2.93164e-08,0.2864
2.93397e-08,0.2875
2.93630e-08,0.2730
2.93862e-08,0.2487
2.94095e-08,0.2273
2.94328e-08,0.2181
2.94560e-08,0.2280
2.94793e-08,0.2684
2.95026e-08,0.3557
2.95258e-08,0.4685
2.95491e-08,0.5726
2.95724e-08,0.6763
2.95956e-08,0.7823
2.96189e-08,0.8647
2.96422e-08,0.8999
2.96654e-08,0.9001
2.96887e-08,0.8960
2.97120e-08,0.8941
2.97352e-08,0.8907
2.97585e-08,0.8918
2.97818e-08,0.9043
2.98050e-08,0.9253
2.98283e-08,0.9450
2.98516e-08,0.9517
2.98748e-08,0.9330
2.98981e-08,0.8791
2.99214e-08,0.7837
2.99446e-08,0.6768
2.99679e-08,0.5761
2.99912e-08,0.4653
3.00144e-08,0.3585
3.00377e-08,0.2885
3.00610e-08,0.2673
3.00842e-08,0.2710
3.01075e-08,0.2734
3.01308e-08,0.2790
3.01540e-08,0.2876
3.01773e-08,0.2858
3.02006e-08,0.2685
3.02238e-08,0.2438
3.02471e-08,0.2243
3.02704e-08,0.2184
3.02936e-08,0.2330
3.03169e-08,0.2818
3.03402e-08,0.3777
3.03634e-08,0.4903
3.03867e-08,0.5927
3.04100e-08,0.6977
3.04332e-08,0.8016
3.04565e-08,0.8759
3.04798e-08,0.9017
3.05030e-08,0.8989
3.05263e-08,0.8956
3.05496e-08,0.8935
3.05728e-08,0.8903
3.05961e-08,0.8932
3.06194e-08,0.9080
3.06426e-08,0.9297
3.06659e-08,0.9478
3.06892e-08,0.9503
3.07124e-08,0.9255
3.07357e-08,0.8632
3.07590e-08,0.7622
3.07822e-08,0.6567
3.08055e-08,0.5552
3.08288e-08,0.4427
3.08520e-08,0.3409
3.08753e-08,0.2807
3.08986e-08,0.2674
3.09218e-08,0.2719
3.09451e-08,0.2739
3.09684e-08,0.2809
3.09916e-08,0.2884
3.10149e-08,0.2834
3.10382e-08,0.2638
3.10614e-08,0.2392
3.10847e-08,0.2218
3.11080e-08,0.2194
3.11312e-08,0.2392
3.11545e-08,0.2974
3.11778e-08,0.4004
3.12010e-08,0.5116
3.12243e-08,0.6130
3.12476e-08,0.7193
3.12708e-08,0.8200
3.12941e-08,0.8850
3.13174e-08,0.9022
3.13406e-08,0.8979
3.13639e-08,0.8953
3.13872e-08,0.8929
3.14105e-08,0.8901
3.14337e-08,0.8952
3.14570e-08,0.9121
3.14803e-08,0.9340
3.15035e-08,0.9500
3.15268e-08,0.9478
3.15501e-08,0.9166
3.15733e-08,0.8454
3.15966e-08,0.7406
3.16199e-08,0.6369
3.16431e-08,0.5337
3.16664e-08,0.4205
3.16897e-08,0.3250
3.17129e-08,0.2749
3.17362e-08,0.2680
3.17595e-08,0.2724
3.17827e-08,0.2747
3.18060e-08,0.2828
3.18293e-08,0.2887
3.18525e-08,0.2805
3.18758e-08,0.2588
3.18991e-08,0.2348
3.19223e-08,0.2199
3.19456e-08,0.2212
3.19689e-08,0.2470
3.19921e-08,0.3151
3.20154e-08,0.4234
3.20387e-08,0.5322
3.20619e-08,0.6335
3.20852e-08,0.7407
3.21085e-08,0.8368
3.21317e-08,0.8920
3.21550e-08,0.9019
3.21783e-08,0.8969
3.22015e-08,0.8950
3.22248e-08,0.8922
3.22481e-08,0.8901
3.22713e-08,0.8976
3.22946e-08,0.9163
3.23179e-08,0.9380
3.23411e-08,0.9515
3.23644e-08,0.9442
3.23877e-08,0.9061
3.24109e-08,0.8262
3.24342e-08,0.7192
3.24575e-08,0.6171
3.24807e-08,0.5115
3.25040e-08,0.3989
3.25273e-08,0.3110
3.25505e-08,0.2710
3.25738e-08,0.2691
3.25971e-08,0.2728
3.26203e-08,0.2758
3.26436e-08,0.2847
3.26669e-08,0.2884
3.26901e-08,0.2769
3.27134e-08,0.2537
3.27367e-08,0.2308
3.27599e-08,0.2187
3.27832e-08,0.2240
3.28065e-08,0.2565
3.28297e-08,0.3345
3.28530e-08,0.4463
3.28763e-08,0.5525
3.28995e-08,0.6545
3.29228e-08,0.7618
3.29461e-08,0.8520
3.29693e-08,0.8970
3.29926e-08,0.9011
3.30159e-08,0.8963
3.30391e-08,0.8947
3.30624e-08,0.8914
3.30857e-08,0.8906
3.31089e-08,0.9005
3.31322e-08,0.9207
3.31555e-08,0.9417
3.31787e-08,0.9521
3.32020e-08,0.9393
3.32253e-08,0.8939
3.32485e-08,0.8059
3.32718e-08,0.6983
3.32951e-08,0.5973
3.33183e-08,0.4890
3.33416e-08,0.3785
3.33649e-08,0.2991
3.33881e-08,0.2686
3.34114e-08,0.2702
3.34347e-08,0.2731
3.34579e-08,0.2773
3.34812e-08,0.2863
3.35045e-08,0.2874
3.35277e-08,0.2729
3.35510e-08,0.2487
3.35743e-08,0.2273
3.35975e-08,0.2181
3.36208e-08,0.2278
3.36441e-08,0.2680
3.36673e-08,0.3555
3.36906e-08,0.4688
3.37139e-08,0.5726
3.37372e-08,0.6758
3.37604e-08,0.7824
3.37837e-08,0.8654
3.38070e-08,0.9004
3.38302e-08,0.9000
3.38535e-08,0.8959
3.38768e-08,0.8943
3.39000e-08,0.8908
3.39233e-08,0.8915
3.39466e-08,0.9039
3.39698e-08,0.9252
3.39931e-08,0.9450
3.40164e-08,0.9520
3.40396e-08,0.9335
3.40629e-08,0.8800
3.40862e-08,0.7849
3.41094e-08,0.6780
3.41327e-08,0.5773
3.41560e-08,0.4664
3.41792e-08,0.3594
3.42025e-08,0.2892
3.42258e-08,0.2677
3.42490e-08,0.2712
3.42723e-08,0.2734
3.42956e-08,0.2790
3.43188e-08,0.2876
3.43421e-08,0.2857
3.43654e-08,0.2685
3.43886e-08,0.2438
3.44119e-08,0.2242
3.44352e-08,0.2183
3.44584e-08,0.2326
3.44817e-08,0.2814
3.45050e-08,0.3776
3.45282e-08,0.4907
3.45515e-08,0.5927
3.45748e-08,0.6975
3.45980e-08,0.8021
3.46213e-08,0.8768
3.46446e-08,0.9022
3.46678e-08,0.8990
3.46911e-08,0.8956
3.47144e-08,0.8937
3.47376e-08,0.8903
3.47609e-08,0.8929
3.47842e-08,0.9077
3.48074e-08,0.9296
3.48307e-08,0.9479
3.48540e-08,0.9507
3.48772e-08,0.9262
3.49005e-08,0.8642
3.49238e-08,0.7634
3.49470e-08,0.6579
3.49703e-08,0.5564
3.49936e-08,0.4437
3.50168e-08,0.3417
3.50401e-08,0.2814
3.50634e-08,0.2677
3.50866e-08,0.2721
3.51099e-08,0.2740
3.51332e-08,0.2810
3.51564e-08,0.2885
3.51797e-08,0.2834
3.52030e-08,0.2637
3.52262e-08,0.2391
3.52495e-08,0.2217
3.52728e-08,0.2192
3.52960e-08,0.2389
3.53193e-08,0.2971
3.53426e-08,0.4005
3.53658e-08,0.5120
3.53891e-08,0.6130
3.54124e-08,0.7193
3.54356e-08,0.8207
3.54589e-08,0.8860
3.54822e-08,0.9028
3.55054e-08,0.8979
3.55287e-08,0.8954
3.55520e-08,0.8931
3.55752e-08,0.8900
3.55985e-08,0.8948
3.56218e-08,0.9118
3.56450e-08,0.9339
3.56683e-08,0.9501
3.56916e-08,0.9483
3.57148e-08,0.9173
3.57381e-08,0.8465
3.57614e-08,0.7418
3.57846e-08,0.6380
3.58079e-08,0.5349
3.58312e-08,0.4214
3.58544e-08,0.3257
3.58777e-08,0.2755
3.59010e-08,0.2684
3.59242e-08,0.2727
3.59475e-08,0.2749
3.59708e-08,0.2829
3.59940e-08,0.2888
3.60173e-08,0.2805
3.60406e-08,0.2588
3.60638e-08,0.2348
3.60871e-08,0.2198
3.61104e-08,0.2210
3.61337e-08,0.2466
3.61569e-08,0.3148
3.61802e-08,0.4236
3.62035e-08,0.5327
3.62267e-08,0.6336
3.62500e-08,0.7410
3.62733e-08,0.8378
3.62965e-08,0.8931
3.63198e-08,0.9025
3.63431e-08,0.8971
3.63663e-08,0.8952
3.63896e-08,0.8924
3.64129e-08,0.8900
3.64361e-08,0.8973
3.64594e-08,0.9161
3.64827e-08,0.9380
3.65059e-08,0.9517
3.65292e-08,0.9447
3.65525e-08,0.9069
3.65757e-08,0.8274
3.65990e-08,0.7204
3.66223e-08,0.6182
3.66455e-08,0.5127
3.66688e-08,0.3998
3.66921e-08,0.3116
3.67153e-08,0.2714
3.67386e-08,0.2694
3.67619e-08,0.2731
3.67851e-08,0.2759
3.68084e-08,0.2848
3.68317e-08,0.2885
3.68549e-08,0.2770
3.68782e-08,0.2537
3.69015e-08,0.2308
3.69247e-08,0.2185
3.69480e-08,0.2237
3.69713e-08,0.2561
3.69945e-08,0.3342
3.70178e-08,0.4466
3.70411e-08,0.5529
3.70643e-08,0.6545
3.70876e-08,0.7622
3.71109e-08,0.8531
3.71341e-08,0.8981
3.71574e-08,0.9016
3.71807e-08,0.8965
3.72039e-08,0.8950
3.72272e-08,0.8916
3.72505e-08,0.8905
3.72737e-08,0.9002
3.72970e-08,0.9205
3.73203e-08,0.9417
3.73435e-08,0.9524
3.73668e-08,0.9399
3.73901e-08,0.8948
3.74133e-08,0.8070
3.74366e-08,0.6993
3.74599e-08,0.5983
3.74831e-08,0.4901
3.75064e-08,0.3792
3.75297e-08,0.2995
3.75529e-08,0.2689
3.75762e-08,0.2705
3.75995e-08,0.2733
3.76227e-08,0.2773
3.76460e-08,0.2864
3.76693e-08,0.2875
3.76925e-08,0.2730
3.77158e-08,0.2487
3.77391e-08,0.2272
3.77623e-08,0.2180
3.77856e-08,0.2275
3.78089e-08,0.2675
3.78321e-08,0.3552
3.78554e-08,0.4691
3.78787e-08,0.5728
3.79019e-08,0.6758
3.79252e-08,0.7828
3.79485e-08,0.8665
3.79717e-08,0.9013
3.79950e-08,0.9005
3.80183e-08,0.8961
3.80415e-08,0.8946
3.80648e-08,0.8909
3.80881e-08,0.8913
3.81113e-08,0.9036
3.81346e-08,0.9250
3.81579e-08,0.9451
3.81811e-08,0.9522
3.82044e-08,0.9339
3.82277e-08,0.8808
3.82509e-08,0.7858
3.82742e-08,0.6786
3.82975e-08,0.5780
3.83207e-08,0.4673
3.83440e-08,0.3599
3.83673e-08,0.2894
3.83905e-08,0.2678
3.84138e-08,0.2716
3.84371e-08,0.2736
3.84603e-08,0.2790
3.84836e-08,0.2878
3.85069e-08,0.2859
3.85302e-08,0.2686
3.85534e-08,0.2438
3.85767e-08,0.2242
3.86000e-08,0.2181
3.86232e-08,0.2323
3.86465e-08,0.2809
3.86698e-08,0.3774
3.86930e-08,0.4910
3.87163e-08,0.5927
3.87396e-08,0.6974
3.87628e-08,0.8026
3.87861e-08,0.8778
3.88094e-08,0.9030
3.88326e-08,0.8992
3.88559e-08,0.8958
3.88792e-08,0.8941
3.89024e-08,0.8904
3.89257e-08,0.8927
3.89490e-08,0.9074
3.89722e-08,0.9295
3.89955e-08,0.9480
3.90188e-08,0.9509
3.90420e-08,0.9265
3.90653e-08,0.8650
3.90886e-08,0.7642
3.91118e-08,0.6584
3.91351e-08,0.5572
3.91584e-08,0.4445
3.91816e-08,0.3421
3.92049e-08,0.2814
3.92282e-08,0.2678
3.92514e-08,0.2724
3.92747e-08,0.2741
3.92980e-08,0.2809
3.93212e-08,0.2886
3.93445e-08,0.2836
3.93678e-08,0.2638
3.93910e-08,0.2391
3.94143e-08,0.2217
3.94376e-08,0.2191
3.94608e-08,0.2385
3.94841e-08,0.2965
3.95074e-08,0.4003
3.95306e-08,0.5123
3.95539e-08,0.6128
3.95772e-08,0.7191
3.96004e-08,0.8211
3.96237e-08,0.8869
3.96470e-08,0.9035
3.96702e-08,0.8981
3.96935e-08,0.8957
3.97168e-08,0.8935
3.97400e-08,0.8901
3.97633e-08,0.8946
3.97866e-08,0.9116
3.98098e-08,0.9338
3.98331e-08,0.9502
3.98564e-08,0.9484
3.98796e-08,0.9177
3.99029e-08,0.8473
3.99262e-08,0.7424
3.99494e-08,0.6385
3.99727e-08,0.5357
3.99960e-08,0.4222
4.00192e-08,0.3260
4.00425e-08,0.2755
4.00658e-08,0.2686
4.00890e-08,0.2730
4.01123e-08,0.2749
4.01356e-08,0.2829
4.01588e-08,0.2890
4.01821e-08,0.2807
4.02054e-08,0.2589
4.02286e-08,0.2348
4.02519e-08,0.2197
4.02752e-08,0.2209
4.02984e-08,0.2462
4.03217e-08,0.3141
4.03450e-08,0.4234
4.03682e-08,0.5329
4.03915e-08,0.6333
4.04148e-08,0.7408
4.04380e-08,0.8383
4.04613e-08,0.8940
4.04846e-08,0.9031
4.05078e-08,0.8973
4.05311e-08,0.8955
4.05544e-08,0.8927
4.05776e-08,0.8901
4.06009e-08,0.8971
4.06242e-08,0.9159
4.06474e-08,0.9379
4.06707e-08,0.9517
4.06940e-08,0.9449
4.07173e-08,0.9074
4.07405e-08,0.8282
4.07638e-08,0.7209
4.07871e-08,0.6187
4.08103e-08,0.5136
4.08336e-08,0.4005
4.08569e-08,0.3119
4.08801e-08,0.2714
4.09034e-08,0.2697
4.09267e-08,0.2734
4.09499e-08,0.2760
4.09732e-08,0.2848
4.09965e-08,0.2887
4.10197e-08,0.2772
4.10430e-08,0.2538
4.10663e-08,0.2308
4.10895e-08,0.2185
4.11128e-08,0.2236
4.11361e-08,0.2556
4.11593e-08,0.3336
4.11826e-08,0.4463
4.12059e-08,0.5528
4.12291e-08,0.6541
4.12524e-08,0.7619
4.12757e-08,0.8534
4.12989e-08,0.8988
4.13222e-08,0.9020
4.13455e-08,0.8966
4.13687e-08,0.8953
4.13920e-08,0.8920
4.14153e-08,0.8906
4.14385e-08,0.9001
4.14618e-08,0.9204
4.14851e-08,0.9417
4.15083e-08,0.9524
4.15316e-08,0.9400
4.15549e-08,0.8953
4.15781e-08,0.8079
4.16014e-08,0.6999
4.16247e-08,0.5990
4.16479e-08,0.4913
4.16712e-08,0.3802
4.16945e-08,0.2999
4.17177e-08,0.2690
4.17410e-08,0.2708
4.17643e-08,0.2736
4.17875e-08,0.2773
4.18108e-08,0.2864
4.18341e-08,0.2877
4.18573e-08,0.2732
4.18806e-08,0.2489
4.19039e-08,0.2273
4.19271e-08,0.2179
4.19504e-08,0.2273
4.19737e-08,0.2668
4.19969e-08,0.3537
4.20202e-08,0.4674
4.20435e-08,0.5716
4.20667e-08,0.6743
4.20900e-08,0.7810
4.21133e-08,0.8653
4.21365e-08,0.9011
4.21598e-08,0.9006
4.21831e-08,0.8961
4.22063e-08,0.8947
4.22296e-08,0.8913
4.22529e-08,0.8916
4.22761e-08,0.9036
4.22994e-08,0.9248
4.23227e-08,0.9448
4.23459e-08,0.9520
4.23692e-08,0.9340
4.23925e-08,0.8816
4.24157e-08,0.7870
4.24390e-08,0.6795
4.24623e-08,0.5793
4.24855e-08,0.4691
4.25088e-08,0.3611
4.25321e-08,0.2899
4.25553e-08,0.2678
4.25786e-08,0.2717
4.26019e-08,0.2737
4.26251e-08,0.2787
4.26484e-08,0.2876
4.26717e-08,0.2861
4.26949e-08,0.2690
4.27182e-08,0.2442
4.27415e-08,0.2244
4.27647e-08,0.2181
4.27880e-08,0.2320
4.28113e-08,0.2800
4.28345e-08,0.3753
4.28578e-08,0.4890
4.28811e-08,0.5911
4.29043e-08,0.6956
4.29276e-08,0.8007
4.29509e-08,0.8767
4.29742e-08,0.9029
4.29974e-08,0.8995
4.30207e-08,0.8960
4.30440e-08,0.8943
4.30672e-08,0.8907
4.30905e-08,0.8928
4.31138e-08,0.9072
4.31370e-08,0.9291
4.31603e-08,0.9476
4.31836e-08,0.9507
4.32068e-08,0.9268
4.32301e-08,0.8660
4.32534e-08,0.7656
4.32766e-08,0.6596
4.32999e-08,0.5588
4.33232e-08,0.4465
4.33464e-08,0.3434
4.33697e-08,0.2820
4.33930e-08,0.2679
4.34162e-08,0.2726
4.34395e-08,0.2742
4.34628e-08,0.2806
4.34860e-08,0.2886
4.35093e-08,0.2839
4.35326e-08,0.2642
4.35558e-08,0.2395
4.35791e-08,0.2218
4.36024e-08,0.2190
4.36256e-08,0.2381
4.36489e-08,0.2953
4.36722e-08,0.3980
4.36954e-08,0.5103
4.37187e-08,0.6112
4.37420e-08,0.7172
4.37652e-08,0.8193
4.37885e-08,0.8860
4.38118e-08,0.9035
4.38350e-08,0.8984
4.38583e-08,0.8958
4.38816e-08,0.8937
4.39048e-08,0.8904
4.39281e-08,0.8947
4.39514e-08,0.9113
4.39746e-08,0.9334
4.39979e-08,0.9499
4.40212e-08,0.9484
4.40444e-08,0.9181
4.40677e-08,0.8485
4.40910e-08,0.7439
4.41142e-08,0.6399
4.41375e-08,0.5376
4.41608e-08,0.4242
4.41840e-08,0.3274
4.42073e-08,0.2761
4.42306e-08,0.2688
4.42538e-08,0.2733
4.42771e-08,0.2749
4.43004e-08,0.2826
4.43236e-08,0.2890
4.43469e-08,0.2810
4.43702e-08,0.2593
4.43934e-08,0.2351
4.44167e-08,0.2199
4.44400e-08,0.2208
4.44632e-08,0.2457
4.44865e-08,0.3128
4.45098e-08,0.4211
4.45330e-08,0.5310
4.45563e-08,0.6316
4.45796e-08,0.7387
4.46028e-08,0.8364
4.46261e-08,0.8931
4.46494e-08,0.9032
4.46726e-08,0.8976
4.46959e-08,0.8958
4.47192e-08,0.8931
4.47424e-08,0.8904
4.47657e-08,0.8971
4.47890e-08,0.9156
4.48122e-08,0.9375
4.48355e-08,0.9514
4.48588e-08,0.9448
4.48820e-08,0.9078
4.49053e-08,0.8294
4.49286e-08,0.7224
4.49518e-08,0.6204
4.49751e-08,0.5157
4.49984e-08,0.4026
4.50216e-08,0.3134
4.50449e-08,0.2722
4.50682e-08,0.2700
4.50914e-08,0.2737
4.51147e-08,0.2759
4.51380e-08,0.2846
4.51612e-08,0.2887
4.51845e-08,0.2775
4.52078e-08,0.2542
4.52310e-08,0.2311
4.52543e-08,0.2186
4.52776e-08,0.2235
4.53008e-08,0.2550
4.53241e-08,0.3320
4.53474e-08,0.4442
4.53707e-08,0.5511
4.53939e-08,0.6524
4.54172e-08,0.7600
4.54405e-08,0.8519
4.54637e-08,0.8983
4.54870e-08,0.9023
4.55103e-08,0.8970
4.55335e-08,0.8956
4.55568e-08,0.8924
4.55801e-08,0.8908
4.56033e-08,0.9000
4.56266e-08,0.9200
4.56499e-08,0.9412
4.56731e-08,0.9521
4.56964e-08,0.9401
4.57197e-08,0.8959
4.57429e-08,0.8091
4.57662e-08,0.7014
4.57895e-08,0.6008
4.58127e-08,0.4933
4.58360e-08,0.3820
4.58593e-08,0.3013
4.58825e-08,0.2698
4.59058e-08,0.2713
4.59291e-08,0.2739
4.59523e-08,0.2773
4.59756e-08,0.2864
4.59989e-08,0.2878
4.60221e-08,0.2735
4.60454e-08,0.2492
4.60687e-08,0.2275
4.60919e-08,0.2180
4.61152e-08,0.2271
4.61385e-08,0.2662
4.61617e-08,0.3528
4.61850e-08,0.4668
4.62083e-08,0.5709
4.62315e-08,0.6736
4.62548e-08,0.7807
4.62781e-08,0.8655
4.63013e-08,0.9017
4.63246e-08,0.9012
4.63479e-08,0.8966
4.63711e-08,0.8953
4.63944e-08,0.8917
4.64177e-08,0.8916
4.64409e-08,0.9033
4.64642e-08,0.9245
4.64875e-08,0.9446
4.65107e-08,0.9519
4.65340e-08,0.9341
4.65573e-08,0.8821
4.65805e-08,0.7880
4.66038e-08,0.6809
4.66271e-08,0.5808
4.66503e-08,0.4706
4.66736e-08,0.3627
4.66969e-08,0.2913
4.67201e-08,0.2688
4.67434e-08,0.2724
4.67667e-08,0.2742
4.67899e-08,0.2790
4.68132e-08,0.2878
4.68365e-08,0.2863
4.68597e-08,0.2691
4.68830e-08,0.2443
4.69063e-08,0.2244
4.69295e-08,0.2182
4.69528e-08,0.2319
4.69761e-08,0.2795
4.69993e-08,0.3748
4.70226e-08,0.4889
4.70459e-08,0.5908
4.70691e-08,0.6952
4.70924e-08,0.8006
4.71157e-08,0.8771
4.71389e-08,0.9036
4.71622e-08,0.9001
4.71855e-08,0.8965
4.72087e-08,0.8949
4.72320e-08,0.8912
4.72553e-08,0.8929
4.72785e-08,0.9071
4.73018e-08,0.9289
4.73251e-08,0.9474
4.73483e-08,0.9507
4.73716e-08,0.9269
4.73949e-08,0.8664
4.74181e-08,0.7665
4.74414e-08,0.6609
4.74647e-08,0.5603
4.74879e-08,0.4480
4.75112e-08,0.3449
4.75345e-08,0.2833
4.75577e-08,0.2689
4.75810e-08,0.2733
4.76043e-08,0.2746
4.76275e-08,0.2809
4.76508e-08,0.2888
4.76741e-08,0.2840
4.76973e-08,0.2643
4.77206e-08,0.2396
4.77439e-08,0.2219
4.77672e-08,0.2191
4.77904e-08,0.2379
4.78137e-08,0.2948
4.78370e-08,0.3976
4.78602e-08,0.5103
4.78835e-08,0.6110
4.79068e-08,0.7169
4.79300e-08,0.8194
4.79533e-08,0.8866
4.79766e-08,0.9044
4.79998e-08,0.8991
4.80231e-08,0.8964
4.80464e-08,0.8943
4.80696e-08,0.8908
4.80929e-08,0.8948
4.81162e-08,0.9111
4.81394e-08,0.9332
4.81627e-08,0.9497
4.81860e-08,0.9484
4.82092e-08,0.9183
4.82325e-08,0.8490
4.82558e-08,0.7449
4.82790e-08,0.6412
4.83023e-08,0.5390
4.83256e-08,0.4256
4.83488e-08,0.3288
4.83721e-08,0.2773
4.83954e-08,0.2697
4.84186e-08,0.2739
4.84419e-08,0.2753
4.84652e-08,0.2830
4.84884e-08,0.2892
4.85117e-08,0.2811
4.85350e-08,0.2594
4.85582e-08,0.2352
4.85815e-08,0.2199
4.86048e-08,0.2208
4.86280e-08,0.2454
4.86513e-08,0.3122
4.86746e-08,0.4208
4.86978e-08,0.5309
4.87211e-08,0.6315
4.87444e-08,0.7386
4.87676e-08,0.8367
4.87909e-08,0.8939
4.88142e-08,0.9041
4.88374e-08,0.8983
4.88607e-08,0.8963
4.88840e-08,0.8936
4.89072e-08,0.8908
4.89305e-08,0.8971
4.89538e-08,0.9154
4.89770e-08,0.9372
4.90003e-08,0.9513
4.90236e-08,0.9449
4.90468e-08,0.9081
4.90701e-08,0.8301
4.90934e-08,0.7235
4.91166e-08,0.6217
4.91399e-08,0.5171
4.91632e-08,0.4039
4.91864e-08,0.3147
4.92097e-08,0.2732
4.92330e-08,0.2708
4.92562e-08,0.2743
4.92795e-08,0.2763
4.93028e-08,0.2849
4.93260e-08,0.2890
4.93493e-08,0.2777
4.93726e-08,0.2543
4.93958e-08,0.2311
4.94191e-08,0.2186
4.94424e-08,0.2234
4.94656e-08,0.2547
4.94889e-08,0.3314
4.95122e-08,0.4439
4.95354e-08,0.5510
4.95587e-08,0.6524
4.95820e-08,0.7599
4.96052e-08,0.8523
4.96285e-08,0.8991
4.96518e-08,0.9032
4.96750e-08,0.8976
4.96983e-08,0.8961
4.97216e-08,0.8928
4.97448e-08,0.8911
4.97681e-08,0.8999
4.97914e-08,0.9198
4.98146e-08,0.9410
4.98379e-08,0.9520
4.98612e-08,0.9402
