.HEADER
..NAMES
Time,V U2.B7&A7
6.0262e-09,0.5614
6.0494e-09,0.5518
6.0727e-09,0.5427
6.0960e-09,0.5305
6.1192e-09,0.5200
6.1425e-09,0.5139
6.1658e-09,0.5158
6.1890e-09,0.5353
6.2123e-09,0.5954
6.2356e-09,0.7069
6.2588e-09,0.8231
6.2821e-09,0.9071
6.3054e-09,0.9768
6.3286e-09,1.0437
6.3519e-09,1.1028
6.3752e-09,1.1472
6.3984e-09,1.1729
6.4217e-09,1.1876
6.4450e-09,1.1961
6.4682e-09,1.1990
6.4915e-09,1.1998
6.5148e-09,1.2014
6.5380e-09,1.2024
6.5613e-09,1.2048
6.5846e-09,1.2017
6.6078e-09,1.1719
6.6311e-09,1.0969
6.6544e-09,0.9873
6.6776e-09,0.8918
6.7009e-09,0.8232
6.7242e-09,0.7604
6.7474e-09,0.7001
6.7707e-09,0.6530
6.7940e-09,0.6216
6.8172e-09,0.5976
6.8405e-09,0.5749
6.8638e-09,0.5591
6.8870e-09,0.5503
6.9103e-09,0.5405
6.9336e-09,0.5281
6.9568e-09,0.5183
6.9801e-09,0.5134
7.0034e-09,0.5179
7.0266e-09,0.5430
7.0499e-09,0.6144
7.0732e-09,0.7321
7.0964e-09,0.8429
7.1197e-09,0.9219
7.1430e-09,0.9908
7.1662e-09,1.0567
7.1895e-09,1.1134
7.2128e-09,1.1540
7.2360e-09,1.1766
7.2593e-09,1.1898
7.2826e-09,1.1972
7.3058e-09,1.1992
7.3291e-09,1.2001
7.3524e-09,1.2016
7.3756e-09,1.2027
7.3989e-09,1.2053
7.4222e-09,1.1986
7.4454e-09,1.1611
7.4687e-09,1.0762
7.4920e-09,0.9656
7.5152e-09,0.8764
7.5385e-09,0.8111
7.5618e-09,0.7478
7.5850e-09,0.6896
7.6083e-09,0.6456
7.6316e-09,0.6168
7.6548e-09,0.5931
7.6781e-09,0.5710
7.7014e-09,0.5571
7.7246e-09,0.5487
7.7479e-09,0.5382
7.7712e-09,0.5258
7.7944e-09,0.5169
7.8177e-09,0.5132
7.8410e-09,0.5207
7.8642e-09,0.5527
7.8875e-09,0.6355
7.9108e-09,0.7570
7.9340e-09,0.8611
7.9573e-09,0.9362
7.9806e-09,1.0047
8.0038e-09,1.0692
8.0271e-09,1.1233
8.0504e-09,1.1600
8.0736e-09,1.1799
8.0969e-09,1.1918
8.1202e-09,1.1980
8.1435e-09,1.1992
8.1667e-09,1.2004
8.1900e-09,1.2018
8.2133e-09,1.2031
8.2365e-09,1.2054
8.2598e-09,1.1942
8.2831e-09,1.1482
8.3063e-09,1.0542
8.3296e-09,0.9452
8.3529e-09,0.8622
8.3761e-09,0.7989
8.3994e-09,0.7354
8.4227e-09,0.6796
8.4459e-09,0.6389
8.4692e-09,0.6122
8.4925e-09,0.5885
8.5157e-09,0.5675
8.5390e-09,0.5554
8.5623e-09,0.5470
8.5855e-09,0.5357
8.6088e-09,0.5237
8.6321e-09,0.5157
8.6553e-09,0.5135
8.6786e-09,0.5244
8.7019e-09,0.5646
8.7251e-09,0.6582
8.7484e-09,0.7804
8.7717e-09,0.8771
8.7949e-09,0.9498
8.8182e-09,1.0180
8.8415e-09,1.0809
8.8647e-09,1.1321
8.8880e-09,1.1649
8.9113e-09,1.1827
8.9345e-09,1.1935
8.9578e-09,1.1984
8.9811e-09,1.1993
9.0043e-09,1.2008
9.0276e-09,1.2020
9.0509e-09,1.2035
9.0741e-09,1.2049
9.0974e-09,1.1884
9.1207e-09,1.1332
9.1439e-09,1.0318
9.1672e-09,0.9261
9.1905e-09,0.8489
9.2137e-09,0.7864
9.2370e-09,0.7233
9.2603e-09,0.6703
9.2835e-09,0.6328
9.3068e-09,0.6075
9.3301e-09,0.5839
9.3533e-09,0.5644
9.3766e-09,0.5537
9.3999e-09,0.5450
9.4231e-09,0.5332
9.4464e-09,0.5218
9.4697e-09,0.5146
9.4929e-09,0.5143
9.5162e-09,0.5292
9.5395e-09,0.5787
9.5627e-09,0.6821
9.5860e-09,0.8022
9.6093e-09,0.8921
9.6325e-09,0.9632
9.6558e-09,1.0311
9.6791e-09,1.0919
9.7023e-09,1.1399
9.7256e-09,1.1691
9.7489e-09,1.1853
9.7721e-09,1.1949
9.7954e-09,1.1987
9.8187e-09,1.1995
9.8419e-09,1.2012
9.8652e-09,1.2022
9.8885e-09,1.2041
9.9117e-09,1.2038
9.9350e-09,1.1810
9.9583e-09,1.1161
9.9815e-09,1.0093
1.00048e-08,0.9084
1.00281e-08,0.8362
1.00513e-08,0.7738
1.00746e-08,0.7118
1.00979e-08,0.6615
1.01211e-08,0.6272
1.01444e-08,0.6028
1.01677e-08,0.5795
1.01909e-08,0.5618
1.02142e-08,0.5521
1.02375e-08,0.5429
1.02607e-08,0.5307
1.02840e-08,0.5201
1.03073e-08,0.5139
1.03305e-08,0.5157
1.03538e-08,0.5353
1.03771e-08,0.5952
1.04003e-08,0.7065
1.04236e-08,0.8223
1.04469e-08,0.9064
1.04702e-08,0.9766
1.04934e-08,1.0438
1.05167e-08,1.1024
1.05400e-08,1.1470
1.05632e-08,1.1729
1.05865e-08,1.1877
1.06098e-08,1.1961
1.06330e-08,1.1989
1.06563e-08,1.1997
1.06796e-08,1.2015
1.07028e-08,1.2024
1.07261e-08,1.2047
1.07494e-08,1.2017
1.07726e-08,1.1720
1.07959e-08,1.0972
1.08192e-08,0.9872
1.08424e-08,0.8920
1.08657e-08,0.8239
1.08890e-08,0.7611
1.09122e-08,0.7008
1.09355e-08,0.6535
1.09588e-08,0.6220
1.09820e-08,0.5981
1.10053e-08,0.5753
1.10286e-08,0.5594
1.10518e-08,0.5505
1.10751e-08,0.5407
1.10984e-08,0.5284
1.11216e-08,0.5185
1.11449e-08,0.5134
1.11682e-08,0.5178
1.11914e-08,0.5430
1.12147e-08,0.6139
1.12380e-08,0.7310
1.12612e-08,0.8408
1.12845e-08,0.9203
1.13078e-08,0.9901
1.13310e-08,1.0561
1.13543e-08,1.1124
1.13776e-08,1.1533
1.14008e-08,1.1763
1.14241e-08,1.1898
1.14474e-08,1.1971
1.14706e-08,1.1990
1.14939e-08,1.2001
1.15172e-08,1.2018
1.15404e-08,1.2027
1.15637e-08,1.2051
1.15870e-08,1.1985
1.16102e-08,1.1613
1.16335e-08,1.0766
1.16568e-08,0.9660
1.16800e-08,0.8768
1.17033e-08,0.8117
1.17266e-08,0.7484
1.17498e-08,0.6902
1.17731e-08,0.6460
1.17964e-08,0.6170
1.18196e-08,0.5935
1.18429e-08,0.5714
1.18662e-08,0.5574
1.18894e-08,0.5488
1.19127e-08,0.5383
1.19360e-08,0.5261
1.19592e-08,0.5171
1.19825e-08,0.5132
1.20058e-08,0.5206
1.20290e-08,0.5525
1.20523e-08,0.6346
1.20756e-08,0.7548
1.20988e-08,0.8578
1.21221e-08,0.9340
1.21454e-08,1.0036
1.21686e-08,1.0680
1.21919e-08,1.1218
1.22152e-08,1.1588
1.22384e-08,1.1794
1.22617e-08,1.1918
1.22850e-08,1.1978
1.23082e-08,1.1991
1.23315e-08,1.2005
1.23548e-08,1.2020
1.23780e-08,1.2030
1.24013e-08,1.2052
1.24246e-08,1.1941
1.24478e-08,1.1485
1.24711e-08,1.0549
1.24944e-08,0.9457
1.25176e-08,0.8627
1.25409e-08,0.7994
1.25642e-08,0.7360
1.25874e-08,0.6802
1.26107e-08,0.6392
1.26340e-08,0.6122
1.26572e-08,0.5888
1.26805e-08,0.5679
1.27038e-08,0.5556
1.27270e-08,0.5470
1.27503e-08,0.5359
1.27736e-08,0.5241
1.27968e-08,0.5159
1.28201e-08,0.5135
1.28434e-08,0.5242
1.28667e-08,0.5642
1.28899e-08,0.6569
1.29132e-08,0.7776
1.29365e-08,0.8737
1.29597e-08,0.9475
1.29830e-08,1.0167
1.30063e-08,1.0794
1.30295e-08,1.1305
1.30528e-08,1.1637
1.30761e-08,1.1823
1.30993e-08,1.1934
1.31226e-08,1.1983
1.31459e-08,1.1992
1.31691e-08,1.2009
1.31924e-08,1.2022
1.32157e-08,1.2035
1.32389e-08,1.2048
1.32622e-08,1.1883
1.32855e-08,1.1337
1.33087e-08,1.0326
1.33320e-08,0.9267
1.33553e-08,0.8494
1.33785e-08,0.7869
1.34018e-08,0.7238
1.34251e-08,0.6707
1.34483e-08,0.6329
1.34716e-08,0.6075
1.34949e-08,0.5842
1.35181e-08,0.5647
1.35414e-08,0.5538
1.35647e-08,0.5450
1.35879e-08,0.5334
1.36112e-08,0.5221
1.36345e-08,0.5149
1.36577e-08,0.5143
1.36810e-08,0.5290
1.37043e-08,0.5782
1.37275e-08,0.6805
1.37508e-08,0.7991
1.37741e-08,0.8887
1.37973e-08,0.9609
1.38206e-08,1.0297
1.38439e-08,1.0903
1.38671e-08,1.1383
1.38904e-08,1.1679
1.39137e-08,1.1849
1.39369e-08,1.1948
1.39602e-08,1.1985
1.39835e-08,1.1994
1.40067e-08,1.2013
1.40300e-08,1.2023
1.40533e-08,1.2041
1.40765e-08,1.2036
1.40998e-08,1.1811
1.41231e-08,1.1168
1.41463e-08,1.0101
1.41696e-08,0.9088
1.41929e-08,0.8365
1.42161e-08,0.7740
1.42394e-08,0.7121
1.42627e-08,0.6618
1.42859e-08,0.6271
1.43092e-08,0.6027
1.43325e-08,0.5796
1.43557e-08,0.5619
1.43790e-08,0.5521
1.44023e-08,0.5429
1.44255e-08,0.5309
1.44488e-08,0.5204
1.44721e-08,0.5140
1.44953e-08,0.5156
1.45186e-08,0.5351
1.45419e-08,0.5944
1.45651e-08,0.7047
1.45884e-08,0.8191
1.46117e-08,0.9033
1.46349e-08,0.9746
1.46582e-08,1.0424
1.46815e-08,1.1008
1.47047e-08,1.1455
1.47280e-08,1.1719
1.47513e-08,1.1874
1.47745e-08,1.1960
1.47978e-08,1.1987
1.48211e-08,1.1997
1.48443e-08,1.2017
1.48676e-08,1.2025
1.48909e-08,1.2046
1.49141e-08,1.2016
1.49374e-08,1.1723
1.49607e-08,1.0980
1.49839e-08,0.9879
1.50072e-08,0.8922
1.50305e-08,0.8241
1.50537e-08,0.7612
1.50770e-08,0.7009
1.51003e-08,0.6535
1.51236e-08,0.6217
1.51468e-08,0.5980
1.51701e-08,0.5754
1.51934e-08,0.5595
1.52166e-08,0.5504
1.52399e-08,0.5407
1.52632e-08,0.5286
1.52864e-08,0.5188
1.53097e-08,0.5134
1.53330e-08,0.5176
1.53562e-08,0.5427
1.53795e-08,0.6129
1.54028e-08,0.7288
1.54260e-08,0.8376
1.54493e-08,0.9175
1.54726e-08,0.9883
1.54958e-08,1.0547
1.55191e-08,1.1109
1.55424e-08,1.1518
1.55656e-08,1.1755
1.55889e-08,1.1896
1.56122e-08,1.1970
1.56354e-08,1.1988
1.56587e-08,1.2001
1.56820e-08,1.2020
1.57052e-08,1.2028
1.57285e-08,1.2050
1.57518e-08,1.1985
1.57750e-08,1.1617
1.57983e-08,1.0774
1.58216e-08,0.9665
1.58448e-08,0.8769
1.58681e-08,0.8118
1.58914e-08,0.7484
1.59146e-08,0.6903
1.59379e-08,0.6460
1.59612e-08,0.6167
1.59844e-08,0.5933
1.60077e-08,0.5714
1.60310e-08,0.5573
1.60542e-08,0.5487
1.60775e-08,0.5384
1.61008e-08,0.5263
1.61240e-08,0.5174
1.61473e-08,0.5132
1.61706e-08,0.5204
1.61938e-08,0.5523
1.62171e-08,0.6334
1.62404e-08,0.7524
1.62636e-08,0.8548
1.62869e-08,0.9314
1.63102e-08,1.0019
1.63334e-08,1.0665
1.63567e-08,1.1203
1.63800e-08,1.1575
1.64032e-08,1.1788
1.64265e-08,1.1915
1.64498e-08,1.1976
1.64730e-08,1.1990
1.64963e-08,1.2006
1.65196e-08,1.2022
1.65428e-08,1.2031
1.65661e-08,1.2051
1.65894e-08,1.1942
1.66126e-08,1.1490
1.66359e-08,1.0557
1.66592e-08,0.9462
1.66824e-08,0.8628
1.67057e-08,0.7995
1.67290e-08,0.7360
1.67522e-08,0.6802
1.67755e-08,0.6391
1.67988e-08,0.6120
1.68220e-08,0.5887
1.68453e-08,0.5679
1.68686e-08,0.5555
1.68918e-08,0.5470
1.69151e-08,0.5359
1.69384e-08,0.5243
1.69616e-08,0.5161
1.69849e-08,0.5135
1.70082e-08,0.5241
1.70314e-08,0.5638
1.70547e-08,0.6556
1.70780e-08,0.7750
1.71012e-08,0.8710
1.71245e-08,0.9453
1.71478e-08,1.0153
1.71710e-08,1.0780
1.71943e-08,1.1291
1.72176e-08,1.1626
1.72408e-08,1.1819
1.72641e-08,1.1932
1.72874e-08,1.1981
1.73106e-08,1.1992
1.73339e-08,1.2010
1.73572e-08,1.2023
1.73804e-08,1.2035
1.74037e-08,1.2047
1.74270e-08,1.1885
1.74502e-08,1.1344
1.74735e-08,1.0334
1.74968e-08,0.9273
1.75201e-08,0.8497
1.75433e-08,0.7870
1.75666e-08,0.7240
1.75899e-08,0.6708
1.76131e-08,0.6329
1.76364e-08,0.6073
1.76597e-08,0.5841
1.76829e-08,0.5647
1.77062e-08,0.5537
1.77295e-08,0.5450
1.77527e-08,0.5335
1.77760e-08,0.5224
1.77993e-08,0.5150
1.78225e-08,0.5142
1.78458e-08,0.5288
1.78691e-08,0.5776
1.78923e-08,0.6788
1.79156e-08,0.7964
1.79389e-08,0.8863
1.79621e-08,0.9592
1.79854e-08,1.0283
1.80087e-08,1.0888
1.80319e-08,1.1370
1.80552e-08,1.1671
1.80785e-08,1.1846
1.81017e-08,1.1946
1.81250e-08,1.1984
1.81483e-08,1.1994
1.81715e-08,1.2014
1.81948e-08,1.2024
1.82181e-08,1.2040
1.82413e-08,1.2036
1.82646e-08,1.1814
1.82879e-08,1.1176
1.83111e-08,1.0111
1.83344e-08,0.9096
1.83577e-08,0.8371
1.83809e-08,0.7743
1.84042e-08,0.7124
1.84275e-08,0.6620
1.84507e-08,0.6271
1.84740e-08,0.6027
1.84973e-08,0.5797
1.85205e-08,0.5619
1.85438e-08,0.5520
1.85671e-08,0.5430
1.85903e-08,0.5311
1.86136e-08,0.5206
1.86369e-08,0.5141
1.86601e-08,0.5155
1.86834e-08,0.5349
1.87067e-08,0.5936
1.87299e-08,0.7027
1.87532e-08,0.8164
1.87765e-08,0.9011
1.87997e-08,0.9730
1.88230e-08,1.0409
1.88463e-08,1.0993
1.88695e-08,1.1441
1.88928e-08,1.1712
1.89161e-08,1.1870
1.89393e-08,1.1958
1.89626e-08,1.1985
1.89859e-08,1.1997
1.90091e-08,1.2017
1.90324e-08,1.2025
1.90557e-08,1.2045
1.90789e-08,1.2016
1.91022e-08,1.1728
1.91255e-08,1.0989
1.91487e-08,0.9891
1.91720e-08,0.8932
1.91953e-08,0.8249
1.92185e-08,0.7617
1.92418e-08,0.7014
1.92651e-08,0.6538
1.92883e-08,0.6218
1.93116e-08,0.5981
1.93349e-08,0.5755
1.93581e-08,0.5595
1.93814e-08,0.5504
1.94047e-08,0.5407
1.94279e-08,0.5287
1.94512e-08,0.5190
1.94745e-08,0.5135
1.94977e-08,0.5175
1.95210e-08,0.5425
1.95443e-08,0.6119
1.95675e-08,0.7266
1.95908e-08,0.8350
1.96141e-08,0.9155
1.96373e-08,0.9868
1.96606e-08,1.0531
1.96839e-08,1.1093
1.97071e-08,1.1506
1.97304e-08,1.1749
1.97537e-08,1.1892
1.97769e-08,1.1966
1.98002e-08,1.1986
1.98235e-08,1.2001
1.98468e-08,1.2020
1.98700e-08,1.2027
1.98933e-08,1.2049
1.99166e-08,1.1986
1.99398e-08,1.1623
1.99631e-08,1.0786
1.99864e-08,0.9679
2.00096e-08,0.8781
2.00329e-08,0.8127
2.00562e-08,0.7491
2.00794e-08,0.6908
2.01027e-08,0.6463
2.01260e-08,0.6168
2.01492e-08,0.5935
2.01725e-08,0.5716
2.01958e-08,0.5573
2.02190e-08,0.5487
2.02423e-08,0.5384
2.02656e-08,0.5265
2.02888e-08,0.5175
2.03121e-08,0.5132
2.03354e-08,0.5203
2.03586e-08,0.5518
2.03819e-08,0.6321
2.04052e-08,0.7501
2.04284e-08,0.8525
2.04517e-08,0.9298
2.04750e-08,1.0005
2.04982e-08,1.0648
2.05215e-08,1.1187
2.05448e-08,1.1564
2.05680e-08,1.1783
2.05913e-08,1.1911
2.06146e-08,1.1973
2.06378e-08,1.1988
2.06611e-08,1.2006
2.06844e-08,1.2022
2.07076e-08,1.2030
2.07309e-08,1.2050
2.07542e-08,1.1944
2.07774e-08,1.1499
2.08007e-08,1.0570
2.08240e-08,0.9477
2.08472e-08,0.8639
2.08705e-08,0.8002
2.08938e-08,0.7367
2.09170e-08,0.6807
2.09403e-08,0.6394
2.09636e-08,0.6120
2.09868e-08,0.5888
2.10101e-08,0.5680
2.10334e-08,0.5554
2.10566e-08,0.5468
2.10799e-08,0.5360
2.11032e-08,0.5244
2.11264e-08,0.5161
2.11497e-08,0.5134
2.11730e-08,0.5239
2.11962e-08,0.5633
2.12195e-08,0.6540
2.12428e-08,0.7727
2.12660e-08,0.8691
2.12893e-08,0.9441
2.13126e-08,1.0140
2.13358e-08,1.0762
2.13591e-08,1.1276
2.13824e-08,1.1617
2.14056e-08,1.1814
2.14289e-08,1.1928
2.14522e-08,1.1977
2.14754e-08,1.1990
2.14987e-08,1.2010
2.15220e-08,1.2023
2.15452e-08,1.2034
2.15685e-08,1.2047
2.15918e-08,1.1889
2.16150e-08,1.1354
2.16383e-08,1.0348
2.16616e-08,0.9286
2.16848e-08,0.8504
2.17081e-08,0.7875
2.17314e-08,0.7246
2.17546e-08,0.6711
2.17779e-08,0.6329
2.18012e-08,0.6073
2.18244e-08,0.5842
2.18477e-08,0.5647
2.18710e-08,0.5535
2.18942e-08,0.5449
2.19175e-08,0.5336
2.19408e-08,0.5225
2.19640e-08,0.5150
2.19873e-08,0.5141
2.20106e-08,0.5286
2.20338e-08,0.5769
2.20571e-08,0.6771
2.20804e-08,0.7941
2.21037e-08,0.8848
2.21269e-08,0.9583
2.21502e-08,1.0271
2.21735e-08,1.0873
2.21967e-08,1.1357
2.22200e-08,1.1665
2.22433e-08,1.1842
2.22665e-08,1.1943
2.22898e-08,1.1980
2.23131e-08,1.1993
2.23363e-08,1.2014
2.23596e-08,1.2024
2.23829e-08,1.2039
2.24061e-08,1.2036
2.24294e-08,1.1819
2.24527e-08,1.1188
2.24759e-08,1.0125
2.24992e-08,0.9106
2.25225e-08,0.8376
2.25457e-08,0.7747
2.25690e-08,0.7130
2.25923e-08,0.6622
2.26155e-08,0.6270
2.26388e-08,0.6026
2.26621e-08,0.5797
2.26853e-08,0.5619
2.27086e-08,0.5518
2.27319e-08,0.5428
2.27551e-08,0.5312
2.27784e-08,0.5207
2.28017e-08,0.5140
2.28249e-08,0.5154
2.28482e-08,0.5346
2.28715e-08,0.5928
2.28947e-08,0.7008
2.29180e-08,0.8143
2.29413e-08,0.9000
2.29645e-08,0.9724
2.29878e-08,1.0397
2.30111e-08,1.0979
2.30343e-08,1.1431
2.30576e-08,1.1707
2.30809e-08,1.1867
2.31041e-08,1.1955
2.31274e-08,1.1982
2.31507e-08,1.1997
2.31739e-08,1.2018
2.31972e-08,1.2025
2.32205e-08,1.2045
2.32437e-08,1.2017
2.32670e-08,1.1734
2.32903e-08,1.1002
2.33135e-08,0.9907
2.33368e-08,0.8940
2.33601e-08,0.8251
2.33833e-08,0.7620
2.34066e-08,0.7018
2.34299e-08,0.6539
2.34531e-08,0.6216
2.34764e-08,0.5979
2.34997e-08,0.5755
2.35229e-08,0.5594
2.35462e-08,0.5501
2.35695e-08,0.5407
2.35927e-08,0.5289
2.36160e-08,0.5191
2.36393e-08,0.5134
2.36625e-08,0.5174
2.36858e-08,0.5421
2.37091e-08,0.6108
2.37323e-08,0.7245
2.37556e-08,0.8332
2.37789e-08,0.9148
2.38021e-08,0.9863
2.38254e-08,1.0519
2.38487e-08,1.1080
2.38719e-08,1.1498
2.38952e-08,1.1746
2.39185e-08,1.1890
2.39417e-08,1.1964
2.39650e-08,1.1984
2.39883e-08,1.2001
2.40115e-08,1.2020
2.40348e-08,1.2027
2.40581e-08,1.2049
2.40813e-08,1.1987
2.41046e-08,1.1631
2.41279e-08,1.0801
2.41511e-08,0.9696
2.41744e-08,0.8786
2.41977e-08,0.8127
2.42209e-08,0.7494
2.42442e-08,0.6912
2.42675e-08,0.6462
2.42907e-08,0.6166
2.43140e-08,0.5933
2.43373e-08,0.5716
2.43605e-08,0.5572
2.43838e-08,0.5484
2.44071e-08,0.5384
2.44303e-08,0.5267
2.44536e-08,0.5175
2.44769e-08,0.5131
2.45002e-08,0.5201
2.45234e-08,0.5513
2.45467e-08,0.6306
2.45700e-08,0.7478
2.45932e-08,0.8510
2.46165e-08,0.9292
2.46398e-08,1.0000
2.46630e-08,1.0637
2.46863e-08,1.1176
2.47096e-08,1.1558
2.47328e-08,1.1781
2.47561e-08,1.1910
2.47794e-08,1.1971
2.48026e-08,1.1986
2.48259e-08,1.2006
2.48492e-08,1.2022
2.48724e-08,1.2030
2.48957e-08,1.2050
2.49190e-08,1.1946
2.49422e-08,1.1509
2.49655e-08,1.0588
2.49888e-08,0.9494
2.50120e-08,0.8642
