.HEADER
..NAMES
Time,V U2.G2
.DATA
1.56354e-08,1.2280
1.56587e-08,1.2200
1.56820e-08,1.2122
1.57052e-08,1.2063
1.57285e-08,1.2031
1.57518e-08,1.2018
1.57750e-08,1.2012
1.57983e-08,1.2008
1.58216e-08,1.2004
1.58448e-08,1.2007
1.58681e-08,1.2014
1.58914e-08,1.2020
1.59146e-08,1.2015
1.59379e-08,1.1989
1.59612e-08,1.1871
1.59844e-08,1.1619
1.60077e-08,1.1035
1.60310e-08,1.0187
1.60542e-08,0.9168
1.60775e-08,0.8015
1.61008e-08,0.6922
1.61240e-08,0.5838
1.61473e-08,0.4701
1.61706e-08,0.3577
1.61938e-08,0.2483
1.62171e-08,0.1482
1.62404e-08,0.0688
1.62636e-08,0.0105
1.62869e-08,-0.0307
1.63102e-08,-0.0560
1.63334e-08,-0.0737
1.63567e-08,-0.0936
1.63800e-08,-0.1139
1.64032e-08,-0.1211
1.64265e-08,-0.0843
1.64498e-08,-0.0054
1.64730e-08,0.1105
1.64963e-08,0.2519
1.65196e-08,0.3837
1.65428e-08,0.5206
1.65661e-08,0.6689
1.65894e-08,0.8181
1.66126e-08,0.9735
1.66359e-08,1.1152
1.66592e-08,1.2236
1.66824e-08,1.3012
1.67057e-08,1.3489
1.67290e-08,1.3682
1.67522e-08,1.3762
1.67755e-08,1.3849
1.67988e-08,1.3887
1.68220e-08,1.3791
1.68453e-08,1.3287
1.68686e-08,1.2355
1.68918e-08,1.1104
1.69151e-08,0.9689
1.69384e-08,0.8356
1.69616e-08,0.7002
1.69849e-08,0.5558
1.70082e-08,0.4009
1.70314e-08,0.2358
1.70547e-08,0.0810
1.70780e-08,-0.0455
1.71012e-08,-0.1412
1.71245e-08,-0.2031
1.71478e-08,-0.2357
1.71710e-08,-0.2551
1.71943e-08,-0.2694
1.72176e-08,-0.2781
1.72408e-08,-0.2666
1.72641e-08,-0.1996
1.72874e-08,-0.0882
1.73106e-08,0.0589
1.73339e-08,0.2203
1.73572e-08,0.3587
1.73804e-08,0.4994
1.74037e-08,0.6490
1.74270e-08,0.8075
1.74502e-08,0.9795
1.74735e-08,1.1364
1.74968e-08,1.2582
1.75201e-08,1.3463
1.75433e-08,1.3988
1.75666e-08,1.4222
1.75899e-08,1.4372
1.76131e-08,1.4519
1.76364e-08,1.4665
1.76597e-08,1.4781
1.76829e-08,1.4718
1.77062e-08,1.4418
1.77295e-08,1.3988
1.77527e-08,1.3561
1.77760e-08,1.3218
1.77993e-08,1.2920
1.78225e-08,1.2559
