.HEADER
..NAMES
Time,V U2.T2
.DATA
1.40765e-08,-0.0503
1.40998e-08,-0.0381
1.41231e-08,-0.0277
1.41463e-08,-0.0200
1.41696e-08,-0.0145
1.41929e-08,-0.0099
1.42161e-08,-0.0047
1.42394e-08,0.0006
1.42627e-08,0.0030
1.42859e-08,0.0006
1.43092e-08,-0.0040
1.43325e-08,-0.0053
1.43557e-08,-0.0000
1.43790e-08,0.0102
1.44023e-08,0.0207
1.44255e-08,0.0280
1.44488e-08,0.0315
1.44721e-08,0.0321
1.44953e-08,0.0308
1.45186e-08,0.0277
1.45419e-08,0.0227
1.45651e-08,0.0159
1.45884e-08,0.0081
1.46117e-08,0.0007
1.46349e-08,-0.0050
1.46582e-08,-0.0079
1.46815e-08,-0.0074
1.47047e-08,-0.0047
1.47280e-08,-0.0021
1.47513e-08,-0.0015
1.47745e-08,-0.0026
1.47978e-08,-0.0033
1.48211e-08,-0.0027
1.48443e-08,-0.0016
1.48676e-08,-0.0021
1.48909e-08,-0.0049
1.49141e-08,-0.0091
1.49374e-08,-0.0126
1.49607e-08,-0.0136
1.49839e-08,-0.0118
1.50072e-08,-0.0078
1.50305e-08,-0.0030
1.50537e-08,0.0014
1.50770e-08,0.0046
1.51003e-08,0.0065
1.51236e-08,0.0074
1.51468e-08,0.0077
1.51701e-08,0.0076
1.51934e-08,0.0064
1.52166e-08,0.0040
1.52399e-08,0.0013
1.52632e-08,-0.0004
1.52864e-08,-0.0003
1.53097e-08,0.0011
1.53330e-08,0.0028
1.53562e-08,0.0073
1.53795e-08,0.0270
1.54028e-08,0.0888
1.54260e-08,0.2058
1.54493e-08,0.3405
1.54726e-08,0.4584
1.54958e-08,0.5671
1.55191e-08,0.6906
1.55424e-08,0.8238
1.55656e-08,0.9472
1.55889e-08,1.0537
1.56122e-08,1.1357
1.56354e-08,1.1897
1.56587e-08,1.2214
1.56820e-08,1.2401
1.57052e-08,1.2549
1.57285e-08,1.2707
1.57518e-08,1.2910
1.57750e-08,1.3126
1.57983e-08,1.3258
1.58216e-08,1.3238
1.58448e-08,1.3110
1.58681e-08,1.2982
1.58914e-08,1.2866
1.59146e-08,1.2632
1.59379e-08,1.2191
1.59612e-08,1.1645
1.59844e-08,1.1172
1.60077e-08,1.0850
1.60310e-08,1.0655
1.60542e-08,1.0553
1.60775e-08,1.0514
1.61008e-08,1.0519
1.61240e-08,1.0573
1.61473e-08,1.0691
1.61706e-08,1.0864
1.61938e-08,1.1068
1.62171e-08,1.1274
1.62404e-08,1.1441
1.62636e-08,1.1519
1.62869e-08,1.1508
1.63102e-08,1.1486
1.63334e-08,1.1545
1.63567e-08,1.1703
1.63800e-08,1.1897
1.64032e-08,1.2063
1.64265e-08,1.2201
1.64498e-08,1.2346
1.64730e-08,1.2502
1.64963e-08,1.2633
1.65196e-08,1.2701
