.HEADER
..NAMES
Time,V U2.M2
.DATA
1.39137e-08,1.0948
1.39369e-08,1.1752
1.39602e-08,1.2271
1.39835e-08,1.2554
1.40067e-08,1.2700
1.40300e-08,1.2816
1.40533e-08,1.2948
1.40765e-08,1.3080
1.40998e-08,1.3139
1.41231e-08,1.3144
1.41463e-08,1.3171
1.41696e-08,1.3255
1.41929e-08,1.3282
1.42161e-08,1.3090
1.42394e-08,1.2703
1.42627e-08,1.2259
1.42859e-08,1.1826
1.43092e-08,1.1425
1.43325e-08,1.1088
1.43557e-08,1.0832
1.43790e-08,1.0642
1.44023e-08,1.0524
1.44255e-08,1.0506
1.44488e-08,1.0613
1.44721e-08,1.0845
1.44953e-08,1.1135
1.45186e-08,1.1377
1.45419e-08,1.1510
1.45651e-08,1.1567
1.45884e-08,1.1615
1.46117e-08,1.1674
1.46349e-08,1.1707
1.46582e-08,1.1702
1.46815e-08,1.1709
1.47047e-08,1.1779
1.47280e-08,1.1918
1.47513e-08,1.2109
1.47745e-08,1.2322
1.47978e-08,1.2506
1.48211e-08,1.2614
1.48443e-08,1.2634
1.48676e-08,1.2595
1.48909e-08,1.2535
1.49141e-08,1.2469
1.49374e-08,1.2376
1.49607e-08,1.2233
1.49839e-08,1.2062
1.50072e-08,1.1923
1.50305e-08,1.1858
1.50537e-08,1.1861
1.50770e-08,1.1896
1.51003e-08,1.1939
1.51236e-08,1.1979
1.51468e-08,1.2009
1.51701e-08,1.2021
1.51934e-08,1.2013
1.52166e-08,1.1983
1.52399e-08,1.1923
1.52632e-08,1.1836
1.52864e-08,1.1750
1.53097e-08,1.1699
1.53330e-08,1.1631
1.53562e-08,1.1380
1.53795e-08,1.0708
1.54028e-08,0.9503
1.54260e-08,0.8251
1.54493e-08,0.7078
1.54726e-08,0.5801
1.54958e-08,0.4329
1.55191e-08,0.2872
1.55424e-08,0.1564
1.55656e-08,0.0435
1.55889e-08,-0.0380
1.56122e-08,-0.0914
1.56354e-08,-0.1201
1.56587e-08,-0.1347
1.56820e-08,-0.1471
1.57052e-08,-0.1604
1.57285e-08,-0.1725
1.57518e-08,-0.1746
1.57750e-08,-0.1713
1.57983e-08,-0.1721
1.58216e-08,-0.1804
1.58448e-08,-0.1834
1.58681e-08,-0.1626
1.58914e-08,-0.1212
1.59146e-08,-0.0739
1.59379e-08,-0.0272
1.59612e-08,0.0176
1.59844e-08,0.0570
1.60077e-08,0.0889
1.60310e-08,0.1151
1.60542e-08,0.1346
1.60775e-08,0.1438
1.61008e-08,0.1391
1.61240e-08,0.1202
1.61473e-08,0.0946
1.61706e-08,0.0737
1.61938e-08,0.0634
1.62171e-08,0.0595
1.62404e-08,0.0547
1.62636e-08,0.0481
1.62869e-08,0.0445
1.63102e-08,0.0455
1.63334e-08,0.0457
1.63567e-08,0.0393
1.63800e-08,0.0255
1.64032e-08,0.0057
1.64265e-08,-0.0174
1.64498e-08,-0.0385
1.64730e-08,-0.0523
1.64963e-08,-0.0575
1.65196e-08,-0.0569
1.65428e-08,-0.0546
1.65661e-08,-0.0515
1.65894e-08,-0.0446
1.66126e-08,-0.0313
1.66359e-08,-0.0142
1.66592e-08,0.0001
1.66824e-08,0.0070
1.67057e-08,0.0075
1.67290e-08,0.0052
1.67522e-08,0.0024
1.67755e-08,-0.0002
1.67988e-08,-0.0023
1.68220e-08,-0.0030
1.68453e-08,-0.0023
1.68686e-08,0.0006
1.68918e-08,0.0069
1.69151e-08,0.0166
1.69384e-08,0.0270
1.69616e-08,0.0336
1.69849e-08,0.0338
1.70082e-08,0.0310
1.70314e-08,0.0392
1.70547e-08,0.0841
1.70780e-08,0.1830
1.71012e-08,0.3003
1.71245e-08,0.4117
1.71478e-08,0.5290
1.71710e-08,0.6667
1.71943e-08,0.8111
1.72176e-08,0.9462
1.72408e-08,1.0659
1.72641e-08,1.1580
1.72874e-08,1.2187
1.73106e-08,1.2521
1.73339e-08,1.2679
1.73572e-08,1.2783
1.73804e-08,1.2890
1.74037e-08,1.2996
1.74270e-08,1.3035
1.74502e-08,1.3018
1.74735e-08,1.3037
1.74968e-08,1.3149
1.75201e-08,1.3262
1.75433e-08,1.3183
1.75666e-08,1.2870
1.75899e-08,1.2450
1.76131e-08,1.2018
1.76364e-08,1.1607
1.76597e-08,1.1249
1.76829e-08,1.0964
1.77062e-08,1.0735
1.77295e-08,1.0562
1.77527e-08,1.0482
1.77760e-08,1.0538
1.77993e-08,1.0743
1.78225e-08,1.1008
1.78458e-08,1.1077
1.78691e-08,1.0712
1.78923e-08,0.9694
1.79156e-08,0.8425
1.79389e-08,0.7270
1.79621e-08,0.6058
1.79854e-08,0.4606
1.80087e-08,0.3058
1.80319e-08,0.1724
1.80552e-08,0.0642
1.80785e-08,-0.0077
1.81017e-08,-0.0447
1.81250e-08,-0.0588
1.81483e-08,-0.0630
1.81715e-08,-0.0730
1.81948e-08,-0.0906
1.82181e-08,-0.1121
1.82413e-08,-0.1277
1.82646e-08,-0.1376
1.82879e-08,-0.1533
1.83111e-08,-0.1781
1.83344e-08,-0.2001
1.83577e-08,-0.1943
1.83809e-08,-0.1558
1.84042e-08,-0.1029
1.84275e-08,-0.0497
1.84507e-08,0.0008
1.84740e-08,0.0463
1.84973e-08,0.0835
1.85205e-08,0.1124
1.85438e-08,0.1323
1.85671e-08,0.1384
1.85903e-08,0.1276
1.86136e-08,0.1012
1.86369e-08,0.0692
1.86601e-08,0.0456
1.86834e-08,0.0384
1.87067e-08,0.0428
1.87299e-08,0.0477
1.87532e-08,0.0487
1.87765e-08,0.0504
1.87997e-08,0.0570
1.88230e-08,0.0637
1.88463e-08,0.0614
1.88695e-08,0.0471
1.88928e-08,0.0229
1.89161e-08,-0.0066
1.89393e-08,-0.0345
1.89626e-08,-0.0539
1.89859e-08,-0.0620
1.90091e-08,-0.0618
1.90324e-08,-0.0581
1.90557e-08,-0.0527
1.90789e-08,-0.0429
1.91022e-08,-0.0260
1.91255e-08,-0.0048
1.91487e-08,0.0120
1.91720e-08,0.0179
1.91953e-08,0.0135
1.92185e-08,0.0049
1.92418e-08,-0.0029
1.92651e-08,-0.0084
1.92883e-08,-0.0120
1.93116e-08,-0.0134
1.93349e-08,-0.0124
1.93581e-08,-0.0083
1.93814e-08,0.0004
1.94047e-08,0.0137
1.94279e-08,0.0283
1.94512e-08,0.0385
1.94745e-08,0.0403
1.94977e-08,0.0353
1.95210e-08,0.0344
1.95443e-08,0.0594
1.95675e-08,0.1374
1.95908e-08,0.2509
1.96141e-08,0.3635
1.96373e-08,0.4755
1.96606e-08,0.6072
1.96839e-08,0.7554
1.97071e-08,0.8996
1.97304e-08,1.0303
1.97537e-08,1.1356
1.97769e-08,1.2074
1.98002e-08,1.2481
1.98235e-08,1.2666
1.98468e-08,1.2756
1.98700e-08,1.2836
1.98933e-08,1.2927
1.99166e-08,1.2978
1.99398e-08,1.2968
1.99631e-08,1.2970
1.99864e-08,1.3069
2.00096e-08,1.3229
2.00329e-08,1.3261
2.00562e-08,1.3039
2.00794e-08,1.2646
2.01027e-08,1.2211
2.01260e-08,1.1786
2.01492e-08,1.1395
2.01725e-08,1.1066
2.01958e-08,1.0794
2.02190e-08,1.0575
2.02423e-08,1.0443
2.02656e-08,1.0447
2.02888e-08,1.0616
2.03121e-08,1.0904
2.03354e-08,1.1105
2.03586e-08,1.0959
2.03819e-08,1.0207
2.04052e-08,0.8965
2.04284e-08,0.7765
2.04517e-08,0.6598
2.04750e-08,0.5233
2.04982e-08,0.3662
2.05215e-08,0.2215
2.05448e-08,0.1020
2.05680e-08,0.0142
2.05913e-08,-0.0345
2.06146e-08,-0.0560
2.06378e-08,-0.0616
2.06611e-08,-0.0675
2.06844e-08,-0.0816
2.07076e-08,-0.1014
2.07309e-08,-0.1200
2.07542e-08,-0.1311
2.07774e-08,-0.1446
2.08007e-08,-0.1677
2.08240e-08,-0.1951
2.08472e-08,-0.2036
2.08705e-08,-0.1769
2.08938e-08,-0.1271
2.09170e-08,-0.0727
2.09403e-08,-0.0203
2.09636e-08,0.0286
2.09868e-08,0.0702
2.10101e-08,0.1031
2.10334e-08,0.1274
2.10566e-08,0.1394
2.10799e-08,0.1349
2.11032e-08,0.1134
2.11264e-08,0.0814
2.11497e-08,0.0526
2.11730e-08,0.0385
2.11962e-08,0.0393
2.12195e-08,0.0449
2.12428e-08,0.0473
2.12660e-08,0.0484
2.12893e-08,0.0539
2.13126e-08,0.0625
2.13358e-08,0.0653
2.13591e-08,0.0558
2.13824e-08,0.0349
2.14056e-08,0.0062
2.14289e-08,-0.0239
2.14522e-08,-0.0479
2.14754e-08,-0.0608
2.14987e-08,-0.0637
2.15220e-08,-0.0611
2.15452e-08,-0.0563
2.15685e-08,-0.0483
2.15918e-08,-0.0337
2.16150e-08,-0.0129
2.16383e-08,0.0070
2.16616e-08,0.0176
2.16848e-08,0.0166
2.17081e-08,0.0088
2.17314e-08,0.0003
2.17546e-08,-0.0063
2.17779e-08,-0.0109
2.18012e-08,-0.0137
2.18244e-08,-0.0140
2.18477e-08,-0.0115
2.18710e-08,-0.0046
2.18942e-08,0.0075
2.19175e-08,0.0227
2.19408e-08,0.0357
2.19640e-08,0.0413
2.19873e-08,0.0382
2.20106e-08,0.0298
2.20338e-08,0.0211
2.20571e-08,0.0137
2.20804e-08,0.0064
2.21037e-08,-0.0023
2.21269e-08,-0.0108
2.21502e-08,-0.0157
2.21735e-08,-0.0151
2.21967e-08,-0.0093
2.22200e-08,-0.0008
2.22433e-08,0.0070
2.22665e-08,0.0117
2.22898e-08,0.0123
2.23131e-08,0.0104
2.23363e-08,0.0076
2.23596e-08,0.0044
2.23829e-08,-0.0004
2.24061e-08,-0.0071
2.24294e-08,-0.0139
2.24527e-08,-0.0173
2.24759e-08,-0.0154
2.24992e-08,-0.0092
2.25225e-08,-0.0017
2.25457e-08,0.0045
2.25690e-08,0.0087
2.25923e-08,0.0112
2.26155e-08,0.0127
2.26388e-08,0.0133
2.26621e-08,0.0124
2.26853e-08,0.0093
2.27086e-08,0.0041
2.27319e-08,-0.0016
2.27551e-08,-0.0054
2.27784e-08,-0.0059
2.28017e-08,-0.0036
2.28249e-08,0.0000
2.28482e-08,0.0087
2.28715e-08,0.0381
2.28947e-08,0.1160
2.29180e-08,0.2359
2.29413e-08,0.3581
2.29645e-08,0.4745
2.29878e-08,0.6024
2.30111e-08,0.7423
2.30343e-08,0.8766
2.30576e-08,0.9988
2.30809e-08,1.1020
2.31041e-08,1.1778
2.31274e-08,1.2264
2.31507e-08,1.2532
2.31739e-08,1.2688
2.31972e-08,1.2834
2.32205e-08,1.3006
2.32437e-08,1.3154
2.32670e-08,1.3207
2.32903e-08,1.3196
2.33135e-08,1.3209
2.33368e-08,1.3266
2.33601e-08,1.3235
2.33833e-08,1.2986
2.34066e-08,1.2577
2.34299e-08,1.2134
2.34531e-08,1.1710
2.34764e-08,1.1333
2.34997e-08,1.1038
2.35229e-08,1.0826
2.35462e-08,1.0671
2.35695e-08,1.0576
2.35927e-08,1.0569
2.36160e-08,1.0681
2.36393e-08,1.0906
2.36625e-08,1.1096
2.36858e-08,1.0995
2.37091e-08,1.0354
2.37323e-08,0.9141
2.37556e-08,0.7899
2.37789e-08,0.6749
2.38021e-08,0.5473
2.38254e-08,0.3985
2.38487e-08,0.2555
2.38719e-08,0.1356
2.38952e-08,0.0419
2.39185e-08,-0.0157
2.39417e-08,-0.0450
2.39650e-08,-0.0563
2.39883e-08,-0.0645
2.40115e-08,-0.0804
2.40348e-08,-0.1028
2.40581e-08,-0.1251
2.40813e-08,-0.1383
2.41046e-08,-0.1486
2.41279e-08,-0.1660
2.41511e-08,-0.1895
2.41744e-08,-0.2006
2.41977e-08,-0.1794
2.42209e-08,-0.1323
2.42442e-08,-0.0784
2.42675e-08,-0.0266
2.42907e-08,0.0214
2.43140e-08,0.0619
2.43373e-08,0.0931
2.43605e-08,0.1164
2.43838e-08,0.1303
