.HEADER
..NAMES
Time,V U2.T3
.DATA
1.72408e-08,0.0645
1.72641e-08,0.0783
1.72874e-08,0.0839
1.73106e-08,0.0816
1.73339e-08,0.0705
1.73572e-08,0.0512
1.73804e-08,0.0272
1.74037e-08,0.0016
1.74270e-08,-0.0250
1.74502e-08,-0.0509
1.74735e-08,-0.0700
1.74968e-08,-0.0765
1.75201e-08,-0.0699
1.75433e-08,-0.0547
1.75666e-08,-0.0363
1.75899e-08,-0.0182
1.76131e-08,-0.0019
1.76364e-08,0.0120
1.76597e-08,0.0223
1.76829e-08,0.0263
1.77062e-08,0.0219
1.77295e-08,0.0100
1.77527e-08,-0.0056
1.77760e-08,-0.0210
1.77993e-08,-0.0328
1.78225e-08,-0.0384
1.78458e-08,-0.0366
1.78691e-08,-0.0287
1.78923e-08,-0.0174
1.79156e-08,-0.0042
1.79389e-08,0.0108
1.79621e-08,0.0267
1.79854e-08,0.0401
1.80087e-08,0.0473
1.80319e-08,0.0465
1.80552e-08,0.0387
1.80785e-08,0.0266
1.81017e-08,0.0132
1.81250e-08,0.0004
1.81483e-08,-0.0103
1.81715e-08,-0.0181
1.81948e-08,-0.0220
1.82181e-08,-0.0212
1.82413e-08,-0.0154
1.82646e-08,-0.0057
1.82879e-08,0.0061
1.83111e-08,0.0173
1.83344e-08,0.0250
1.83577e-08,0.0276
1.83809e-08,0.0253
1.84042e-08,0.0199
1.84275e-08,0.0125
1.84507e-08,0.0034
1.84740e-08,-0.0066
1.84973e-08,-0.0160
1.85205e-08,-0.0227
1.85438e-08,-0.0250
1.85671e-08,-0.0225
1.85903e-08,-0.0160
1.86136e-08,-0.0071
1.86369e-08,0.0022
1.86601e-08,0.0105
1.86834e-08,0.0178
1.87067e-08,0.0308
1.87299e-08,0.0668
1.87532e-08,0.1463
1.87765e-08,0.2504
1.87997e-08,0.3474
1.88230e-08,0.4461
1.88463e-08,0.5758
1.88695e-08,0.7218
1.88928e-08,0.8558
1.89161e-08,0.9731
1.89393e-08,1.0775
1.89626e-08,1.1605
1.89859e-08,1.2165
1.90091e-08,1.2520
1.90324e-08,1.2776
1.90557e-08,1.2968
1.90789e-08,1.3098
1.91022e-08,1.3168
1.91255e-08,1.3188
1.91487e-08,1.3190
1.91720e-08,1.3250
1.91953e-08,1.3408
1.92185e-08,1.3599
1.92418e-08,1.3688
1.92651e-08,1.3598
1.92883e-08,1.3396
1.93116e-08,1.3179
1.93349e-08,1.2919
1.93581e-08,1.2552
1.93814e-08,1.2125
1.94047e-08,1.1728
1.94279e-08,1.1372
1.94512e-08,1.1055
1.94745e-08,1.0842
1.94977e-08,1.0780
1.95210e-08,1.0738
1.95443e-08,1.0494
1.95675e-08,0.9805
1.95908e-08,0.8776
1.96141e-08,0.7798
1.96373e-08,0.6854
1.96606e-08,0.5596
1.96839e-08,0.4078
1.97071e-08,0.2644
1.97304e-08,0.1375
1.97537e-08,0.0274
1.97769e-08,-0.0564
1.98002e-08,-0.1071
1.98235e-08,-0.1326
1.98468e-08,-0.1447
1.98700e-08,-0.1490
1.98933e-08,-0.1481
1.99166e-08,-0.1447
1.99398e-08,-0.1384
1.99631e-08,-0.1317
1.99864e-08,-0.1349
2.00096e-08,-0.1556
2.00329e-08,-0.1853
2.00562e-08,-0.2068
2.00794e-08,-0.2085
2.01027e-08,-0.1939
2.01260e-08,-0.1736
2.01492e-08,-0.1475
2.01725e-08,-0.1083
2.01958e-08,-0.0586
2.02190e-08,-0.0079
2.02423e-08,0.0403
2.02656e-08,0.0847
2.02888e-08,0.1172
2.03121e-08,0.1298
2.03354e-08,0.1239
2.03586e-08,0.1107
2.03819e-08,0.1068
2.04052e-08,0.1355
2.04284e-08,0.2082
2.04517e-08,0.2961
2.04750e-08,0.3792
2.04982e-08,0.4836
2.05215e-08,0.6291
2.05448e-08,0.7870
2.05680e-08,0.9280
2.05913e-08,1.0482
2.06146e-08,1.1462
2.06378e-08,1.2129
2.06611e-08,1.2474
2.06844e-08,1.2594
2.07076e-08,1.2611
2.07309e-08,1.2577
2.07542e-08,1.2503
2.07774e-08,1.2401
2.08007e-08,1.2325
2.08240e-08,1.2367
2.08472e-08,1.2599
2.08705e-08,1.2982
2.08938e-08,1.3367
2.09170e-08,1.3595
2.09403e-08,1.3620
2.09636e-08,1.3529
2.09868e-08,1.3381
2.10101e-08,1.3104
2.10334e-08,1.2654
2.10566e-08,1.2121
2.10799e-08,1.1605
2.11032e-08,1.1136
2.11264e-08,1.0761
2.11497e-08,1.0573
2.11730e-08,1.0571
2.11962e-08,1.0559
2.12195e-08,1.0274
2.12428e-08,0.9513
2.12660e-08,0.8579
2.12893e-08,0.7742
2.13126e-08,0.6773
2.13358e-08,0.5378
2.13591e-08,0.3810
2.13824e-08,0.2336
2.14056e-08,0.0992
2.14289e-08,-0.0161
2.14522e-08,-0.0982
2.14754e-08,-0.1455
2.14987e-08,-0.1687
2.15220e-08,-0.1776
2.15452e-08,-0.1754
2.15685e-08,-0.1655
2.15918e-08,-0.1507
2.16150e-08,-0.1326
2.16383e-08,-0.1190
2.16616e-08,-0.1231
2.16848e-08,-0.1480
2.17081e-08,-0.1800
2.17314e-08,-0.2007
2.17546e-08,-0.2023
2.17779e-08,-0.1923
2.18012e-08,-0.1780
2.18244e-08,-0.1531
2.18477e-08,-0.1115
2.18710e-08,-0.0596
2.18942e-08,-0.0053
2.19175e-08,0.0495
2.19408e-08,0.0994
2.19640e-08,0.1330
2.19873e-08,0.1441
2.20106e-08,0.1376
2.20338e-08,0.1267
2.20571e-08,0.1303
2.20804e-08,0.1726
2.21037e-08,0.2489
2.21269e-08,0.3270
2.21502e-08,0.4064
2.21735e-08,0.5227
2.21967e-08,0.6753
2.22200e-08,0.8291
2.22433e-08,0.9654
2.22665e-08,1.0833
2.22898e-08,1.1759
2.23131e-08,1.2352
2.23363e-08,1.2641
2.23596e-08,1.2741
2.23829e-08,1.2741
2.24061e-08,1.2673
2.24294e-08,1.2542
2.24527e-08,1.2384
2.24759e-08,1.2281
2.24992e-08,1.2343
2.25225e-08,1.2611
2.25457e-08,1.3003
2.25690e-08,1.3351
2.25923e-08,1.3523
2.26155e-08,1.3533
2.26388e-08,1.3473
2.26621e-08,1.3338
2.26853e-08,1.3033
2.27086e-08,1.2562
2.27319e-08,1.2032
2.27551e-08,1.1515
2.27784e-08,1.1040
2.28017e-08,1.0686
2.28249e-08,1.0547
2.28482e-08,1.0624
2.28715e-08,1.0828
2.28947e-08,1.1075
2.29180e-08,1.1333
2.29413e-08,1.1600
2.29645e-08,1.1866
2.29878e-08,1.2086
2.30111e-08,1.2190
2.30343e-08,1.2131
2.30576e-08,1.1938
2.30809e-08,1.1700
2.31041e-08,1.1501
2.31274e-08,1.1372
2.31507e-08,1.1315
2.31739e-08,1.1340
2.31972e-08,1.1460
2.32205e-08,1.1660
2.32437e-08,1.1905
2.32670e-08,1.2181
2.32903e-08,1.2469
2.33135e-08,1.2709
2.33368e-08,1.2827
2.33601e-08,1.2799
2.33833e-08,1.2665
2.34066e-08,1.2480
2.34299e-08,1.2280
2.34531e-08,1.2080
2.34764e-08,1.1890
2.34997e-08,1.1731
2.35229e-08,1.1638
2.35462e-08,1.1641
2.35695e-08,1.1742
2.35927e-08,1.1907
2.36160e-08,1.2091
2.36393e-08,1.2253
2.36625e-08,1.2346
2.36858e-08,1.2256
2.37091e-08,1.1840
2.37323e-08,1.0916
2.37556e-08,0.9618
2.37789e-08,0.8338
2.38021e-08,0.7071
2.38254e-08,0.5518
2.38487e-08,0.3826
2.38719e-08,0.2396
2.38952e-08,0.1278
2.39185e-08,0.0379
2.39417e-08,-0.0279
2.39650e-08,-0.0649
2.39883e-08,-0.0818
2.40115e-08,-0.0926
2.40348e-08,-0.1043
2.40581e-08,-0.1182
2.40813e-08,-0.1353
2.41046e-08,-0.1549
2.41279e-08,-0.1772
2.41511e-08,-0.2051
2.41744e-08,-0.2386
2.41977e-08,-0.2674
2.42209e-08,-0.2776
2.42442e-08,-0.2625
2.42675e-08,-0.2285
2.42907e-08,-0.1875
2.43140e-08,-0.1406
2.43373e-08,-0.0823
2.43605e-08,-0.0196
2.43838e-08,0.0341
