.HEADER
..NAMES
Time,V U2.N7
.DATA
2.04517e-08,0.3252
2.04750e-08,0.4466
2.04982e-08,0.5838
2.05215e-08,0.7371
2.05448e-08,0.8851
2.05680e-08,1.0122
2.05913e-08,1.1110
2.06146e-08,1.1793
2.06378e-08,1.2201
2.06611e-08,1.2434
2.06844e-08,1.2569
2.07076e-08,1.2662
2.07309e-08,1.2754
2.07542e-08,1.2882
2.07774e-08,1.3019
2.08007e-08,1.3096
2.08240e-08,1.3090
2.08472e-08,1.3054
2.08705e-08,1.3040
2.08938e-08,1.2988
2.09170e-08,1.2762
2.09403e-08,1.2346
2.09636e-08,1.1859
2.09868e-08,1.1394
2.10101e-08,1.0987
2.10334e-08,1.0664
2.10566e-08,1.0451
2.10799e-08,1.0362
2.11032e-08,1.0401
2.11264e-08,1.0558
2.11497e-08,1.0790
2.11730e-08,1.1044
2.11962e-08,1.1281
2.12195e-08,1.1478
2.12428e-08,1.1598
2.12660e-08,1.1625
2.12893e-08,1.1596
2.13126e-08,1.1588
2.13358e-08,1.1647
2.13591e-08,1.1750
2.13824e-08,1.1852
2.14056e-08,1.1947
2.14289e-08,1.2068
2.14522e-08,1.2229
2.14754e-08,1.2408
2.14987e-08,1.2569
2.15220e-08,1.2676
2.15452e-08,1.2708
2.15685e-08,1.2662
2.15918e-08,1.2553
2.16150e-08,1.2399
2.16383e-08,1.2230
2.16616e-08,1.2082
2.16848e-08,1.1973
2.17081e-08,1.1901
2.17314e-08,1.1858
2.17546e-08,1.1852
2.17779e-08,1.1891
2.18012e-08,1.1960
2.18244e-08,1.2016
2.18477e-08,1.2027
2.18710e-08,1.1991
2.18942e-08,1.1930
2.19175e-08,1.1870
2.19408e-08,1.1821
2.19640e-08,1.1784
2.19873e-08,1.1754
2.20106e-08,1.1662
2.20338e-08,1.1357
2.20571e-08,1.0630
2.20804e-08,0.9383
2.21037e-08,0.8038
2.21269e-08,0.6779
2.21502e-08,0.5391
2.21735e-08,0.3860
2.21967e-08,0.2414
2.22200e-08,0.1182
2.22433e-08,0.0240
2.22665e-08,-0.0406
2.22898e-08,-0.0797
2.23131e-08,-0.1054
2.23363e-08,-0.1239
2.23596e-08,-0.1396
2.23829e-08,-0.1542
2.24061e-08,-0.1695
