.HEADER
..NAMES
Time,V U2.K7&K8
1.13310e-08,-0.6033
1.13543e-08,-0.6035
1.13776e-08,-0.6096
1.14008e-08,-0.6078
1.14241e-08,-0.6066
1.14474e-08,-0.6260
1.14706e-08,-0.6660
1.14939e-08,-0.7038
1.15172e-08,-0.7200
1.15404e-08,-0.7026
1.15637e-08,-0.6365
1.15870e-08,-0.4915
1.16102e-08,-0.2810
1.16335e-08,-0.0784
1.16568e-08,0.1155
1.16800e-08,0.3180
1.17033e-08,0.4905
1.17266e-08,0.5871
1.17498e-08,0.6066
1.17731e-08,0.6055
1.17964e-08,0.6080
1.18196e-08,0.6067
1.18429e-08,0.6093
1.18662e-08,0.6308
1.18894e-08,0.6698
1.19127e-08,0.7058
1.19360e-08,0.7206
1.19592e-08,0.7005
1.19825e-08,0.6278
1.20058e-08,0.4725
1.20290e-08,0.2591
1.20523e-08,0.0624
1.20756e-08,-0.1320
1.20988e-08,-0.3372
1.21221e-08,-0.5065
1.21454e-08,-0.5914
1.21686e-08,-0.6031
1.21919e-08,-0.6047
1.22152e-08,-0.6100
1.22384e-08,-0.6068
1.22617e-08,-0.6084
1.22850e-08,-0.6329
1.23082e-08,-0.6745
1.23315e-08,-0.7090
1.23548e-08,-0.7196
1.23780e-08,-0.6941
1.24013e-08,-0.6150
1.24246e-08,-0.4528
1.24478e-08,-0.2388
1.24711e-08,-0.0410
1.24944e-08,0.1555
1.25176e-08,0.3561
1.25409e-08,0.5166
1.25642e-08,0.5955
1.25874e-08,0.6063
1.26107e-08,0.6061
1.26340e-08,0.6081
1.26572e-08,0.6063
1.26805e-08,0.6117
1.27038e-08,0.6376
1.27270e-08,0.6778
1.27503e-08,0.7108
1.27736e-08,0.7199
1.27968e-08,0.6910
1.28201e-08,0.6044
1.28434e-08,0.4319
1.28667e-08,0.2176
1.28899e-08,0.0252
1.29132e-08,-0.1730
1.29365e-08,-0.3756
1.29597e-08,-0.5313
1.29830e-08,-0.5977
1.30063e-08,-0.6028
1.30295e-08,-0.6061
1.30528e-08,-0.6100
1.30761e-08,-0.6060
1.30993e-08,-0.6111
1.31226e-08,-0.6404
1.31459e-08,-0.6827
1.31691e-08,-0.7134
1.31924e-08,-0.7178
1.32157e-08,-0.6836
1.32389e-08,-0.5899
1.32622e-08,-0.4113
1.32855e-08,-0.1968
1.33087e-08,-0.0028
1.33320e-08,0.1966
1.33553e-08,0.3935
1.33785e-08,0.5401
1.34018e-08,0.6014
1.34251e-08,0.6057
1.34483e-08,0.6067
1.34716e-08,0.6079
1.34949e-08,0.6061
1.35181e-08,0.6149
1.35414e-08,0.6451
1.35647e-08,0.6858
1.35879e-08,0.7150
1.36112e-08,0.7177
1.36345e-08,0.6794
1.36577e-08,0.5771
1.36810e-08,0.3891
1.37043e-08,0.1768
1.37275e-08,-0.0130
1.37508e-08,-0.2149
1.37741e-08,-0.4126
1.37973e-08,-0.5525
1.38206e-08,-0.6014
1.38439e-08,-0.6025
1.38671e-08,-0.6074
1.38904e-08,-0.6095
1.39137e-08,-0.6055
1.39369e-08,-0.6149
1.39602e-08,-0.6486
1.39835e-08,-0.6905
1.40067e-08,-0.7169
1.40300e-08,-0.7146
1.40533e-08,-0.6708
1.40765e-08,-0.5609
1.40998e-08,-0.3679
1.41231e-08,-0.1560
1.41463e-08,0.0361
1.41696e-08,0.2380
1.41929e-08,0.4289
1.42161e-08,0.5600
1.42394e-08,0.6048
1.42627e-08,0.6053
1.42859e-08,0.6074
1.43092e-08,0.6076
1.43325e-08,0.6064
1.43557e-08,0.6192
1.43790e-08,0.6532
1.44023e-08,0.6932
1.44255e-08,0.7181
1.44488e-08,0.7139
1.44721e-08,0.6652
1.44953e-08,0.5459
1.45186e-08,0.3451
1.45419e-08,0.1372
1.45651e-08,-0.0522
1.45884e-08,-0.2568
1.46117e-08,-0.4474
1.46349e-08,-0.5700
1.46582e-08,-0.6033
1.46815e-08,-0.6027
1.47047e-08,-0.6085
1.47280e-08,-0.6087
1.47513e-08,-0.6057
1.47745e-08,-0.6198
1.47978e-08,-0.6573
1.48211e-08,-0.6977
1.48443e-08,-0.7193
1.48676e-08,-0.7097
1.48909e-08,-0.6554
1.49141e-08,-0.5281
1.49374e-08,-0.3237
1.49607e-08,-0.1164
1.49839e-08,0.0757
1.50072e-08,0.2792
1.50305e-08,0.4621
1.50537e-08,0.5761
1.50770e-08,0.6062
1.51003e-08,0.6053
1.51236e-08,0.6080
1.51468e-08,0.6070
1.51701e-08,0.6072
1.51934e-08,0.6244
1.52166e-08,0.6616
1.52399e-08,0.7001
1.52632e-08,0.7202
1.52864e-08,0.7083
1.53097e-08,0.6483
1.53330e-08,0.5110
1.53562e-08,0.3011
1.53795e-08,0.0990
1.54028e-08,-0.0920
1.54260e-08,-0.2980
1.54493e-08,-0.4791
1.54726e-08,-0.5831
1.54958e-08,-0.6036
1.55191e-08,-0.6033
1.55424e-08,-0.6093
1.55656e-08,-0.6078
1.55889e-08,-0.6066
1.56122e-08,-0.6258
1.56354e-08,-0.6660
1.56587e-08,-0.7040
1.56820e-08,-0.7203
1.57052e-08,-0.7030
1.57285e-08,-0.6370
1.57518e-08,-0.4919
1.57750e-08,-0.2804
1.57983e-08,-0.0784
1.58216e-08,0.1155
1.58448e-08,0.3187
1.58681e-08,0.4914
1.58914e-08,0.5877
1.59146e-08,0.6064
1.59379e-08,0.6056
1.59612e-08,0.6082
1.59844e-08,0.6065
1.60077e-08,0.6089
1.60310e-08,0.6306
1.60542e-08,0.6699
1.60775e-08,0.7059
1.61008e-08,0.7208
1.61240e-08,0.7007
1.61473e-08,0.6283
1.61706e-08,0.4730
1.61938e-08,0.2586
1.62171e-08,0.0620
1.62404e-08,-0.1322
1.62636e-08,-0.3374
1.62869e-08,-0.5069
1.63102e-08,-0.5922
1.63334e-08,-0.6032
1.63567e-08,-0.6045
1.63800e-08,-0.6098
1.64032e-08,-0.6068
1.64265e-08,-0.6084
1.64498e-08,-0.6327
1.64730e-08,-0.6745
1.64963e-08,-0.7093
1.65196e-08,-0.7199
1.65428e-08,-0.6945
1.65661e-08,-0.6155
1.65894e-08,-0.4530
1.66126e-08,-0.2382
1.66359e-08,-0.0409
1.66592e-08,0.1558
1.66824e-08,0.3568
1.67057e-08,0.5175
1.67290e-08,0.5961
1.67522e-08,0.6062
1.67755e-08,0.6062
1.67988e-08,0.6082
1.68220e-08,0.6061
1.68453e-08,0.6114
1.68686e-08,0.6375
1.68918e-08,0.6780
1.69151e-08,0.7109
1.69384e-08,0.7200
1.69616e-08,0.6913
1.69849e-08,0.6049
1.70082e-08,0.4325
1.70314e-08,0.2175
1.70547e-08,0.0250
1.70780e-08,-0.1730
1.71012e-08,-0.3755
1.71245e-08,-0.5314
1.71478e-08,-0.5982
1.71710e-08,-0.6029
1.71943e-08,-0.6058
1.72176e-08,-0.6097
1.72408e-08,-0.6060
1.72641e-08,-0.6111
1.72874e-08,-0.6403
1.73106e-08,-0.6826
1.73339e-08,-0.7136
1.73572e-08,-0.7182
1.73804e-08,-0.6840
1.74037e-08,-0.5905
1.74270e-08,-0.4120
1.74502e-08,-0.1972
1.74735e-08,-0.0032
1.74968e-08,0.1963
1.75201e-08,0.3933
1.75433e-08,0.5402
1.75666e-08,0.6015
1.75899e-08,0.6058
1.76131e-08,0.6068
1.76364e-08,0.6079
1.76597e-08,0.6059
1.76829e-08,0.6147
1.77062e-08,0.6449
1.77295e-08,0.6857
1.77527e-08,0.7150
1.77760e-08,0.7178
1.77993e-08,0.6798
1.78225e-08,0.5780
1.78458e-08,0.3903
1.78691e-08,0.1778
1.78923e-08,-0.0125
1.79156e-08,-0.2141
1.79389e-08,-0.4116
1.79621e-08,-0.5521
1.79854e-08,-0.6017
1.80087e-08,-0.6027
1.80319e-08,-0.6071
1.80552e-08,-0.6092
1.80785e-08,-0.6055
1.81017e-08,-0.6149
1.81250e-08,-0.6484
1.81483e-08,-0.6902
1.81715e-08,-0.7169
1.81948e-08,-0.7149
1.82181e-08,-0.6713
1.82413e-08,-0.5620
1.82646e-08,-0.3695
1.82879e-08,-0.1576
1.83111e-08,0.0349
1.83344e-08,0.2368
1.83577e-08,0.4277
1.83809e-08,0.5593
1.84042e-08,0.6047
1.84275e-08,0.6055
1.84507e-08,0.6073
1.84740e-08,0.6074
1.84973e-08,0.6063
1.85205e-08,0.6190
1.85438e-08,0.6529
1.85671e-08,0.6929
1.85903e-08,0.7180
1.86136e-08,0.7141
1.86369e-08,0.6658
1.86601e-08,0.5473
1.86834e-08,0.3473
1.87067e-08,0.1393
1.87299e-08,-0.0508
1.87532e-08,-0.2550
1.87765e-08,-0.4455
1.87997e-08,-0.5689
1.88230e-08,-0.6034
1.88463e-08,-0.6030
1.88695e-08,-0.6082
1.88928e-08,-0.6084
1.89161e-08,-0.6056
1.89393e-08,-0.6197
1.89626e-08,-0.6568
1.89859e-08,-0.6972
1.90091e-08,-0.7192
1.90324e-08,-0.7101
1.90557e-08,-0.6561
1.90789e-08,-0.5298
1.91022e-08,-0.3265
1.91255e-08,-0.1190
1.91487e-08,0.0738
1.91720e-08,0.2769
1.91953e-08,0.4598
1.92185e-08,0.5749
1.92418e-08,0.6063
1.92651e-08,0.6056
1.92883e-08,0.6078
1.93116e-08,0.6068
1.93349e-08,0.6071
1.93581e-08,0.6242
1.93814e-08,0.6610
1.94047e-08,0.6995
1.94279e-08,0.7200
1.94512e-08,0.7086
1.94745e-08,0.6492
1.94977e-08,0.5129
1.95210e-08,0.3043
1.95443e-08,0.1017
1.95675e-08,-0.0900
1.95908e-08,-0.2955
1.96141e-08,-0.4767
1.96373e-08,-0.5818
1.96606e-08,-0.6039
1.96839e-08,-0.6037
1.97071e-08,-0.6090
1.97304e-08,-0.6074
1.97537e-08,-0.6065
1.97769e-08,-0.6256
1.98002e-08,-0.6653
1.98235e-08,-0.7034
1.98468e-08,-0.7202
1.98700e-08,-0.7035
1.98933e-08,-0.6381
1.99166e-08,-0.4942
1.99398e-08,-0.2836
1.99631e-08,-0.0811
1.99864e-08,0.1133
2.00096e-08,0.3161
2.00329e-08,0.4891
2.00562e-08,0.5867
2.00794e-08,0.6067
2.01027e-08,0.6058
2.01260e-08,0.6080
2.01492e-08,0.6063
2.01725e-08,0.6088
2.01958e-08,0.6302
2.02190e-08,0.6692
2.02423e-08,0.7054
2.02656e-08,0.7207
2.02888e-08,0.7013
2.03121e-08,0.6295
2.03354e-08,0.4754
2.03586e-08,0.2620
2.03819e-08,0.0646
2.04052e-08,-0.1300
2.04284e-08,-0.3349
2.04517e-08,-0.5047
2.04750e-08,-0.5912
2.04982e-08,-0.6037
2.05215e-08,-0.6047
2.05448e-08,-0.6094
2.05680e-08,-0.6065
2.05913e-08,-0.6082
2.06146e-08,-0.6323
2.06378e-08,-0.6738
2.06611e-08,-0.7087
2.06844e-08,-0.7200
2.07076e-08,-0.6951
2.07309e-08,-0.6169
2.07542e-08,-0.4557
2.07774e-08,-0.2415
2.08007e-08,-0.0435
2.08240e-08,0.1534
2.08472e-08,0.3542
2.08705e-08,0.5154
2.08938e-08,0.5954
2.09170e-08,0.6066
2.09403e-08,0.6063
2.09636e-08,0.6079
2.09868e-08,0.6058
2.10101e-08,0.6112
2.10334e-08,0.6370
2.10566e-08,0.6773
2.10799e-08,0.7105
2.11032e-08,0.7201
2.11264e-08,0.6920
2.11497e-08,0.6064
2.11730e-08,0.4352
2.11962e-08,0.2209
2.12195e-08,0.0275
2.12428e-08,-0.1707
2.12660e-08,-0.3729
2.12893e-08,-0.5294
2.13126e-08,-0.5976
2.13358e-08,-0.6034
2.13591e-08,-0.6059
2.13824e-08,-0.6093
2.14056e-08,-0.6057
2.14289e-08,-0.6109
2.14522e-08,-0.6398
2.14754e-08,-0.6819
2.14987e-08,-0.7132
2.15220e-08,-0.7184
2.15452e-08,-0.6848
2.15685e-08,-0.5922
2.15918e-08,-0.4149
2.16150e-08,-0.2005
2.16383e-08,-0.0057
2.16616e-08,0.1939
2.16848e-08,0.3907
2.17081e-08,0.5384
2.17314e-08,0.6012
2.17546e-08,0.6062
2.17779e-08,0.6067
2.18012e-08,0.6076
2.18244e-08,0.6057
2.18477e-08,0.6145
2.18710e-08,0.6444
2.18942e-08,0.6850
2.19175e-08,0.7146
2.19408e-08,0.7180
2.19640e-08,0.6806
2.19873e-08,0.5797
2.20106e-08,0.3933
2.20338e-08,0.1810
2.20571e-08,-0.0102
2.20804e-08,-0.2117
2.21037e-08,-0.4091
2.21269e-08,-0.5503
2.21502e-08,-0.6014
2.21735e-08,-0.6033
2.21967e-08,-0.6071
2.22200e-08,-0.6088
2.22433e-08,-0.6053
2.22665e-08,-0.6147
2.22898e-08,-0.6478
2.23131e-08,-0.6895
2.23363e-08,-0.7166
2.23596e-08,-0.7152
2.23829e-08,-0.6722
2.24061e-08,-0.5639
2.24294e-08,-0.3726
2.24527e-08,-0.1606
2.24759e-08,0.0326
2.24992e-08,0.2343
2.25225e-08,0.4253
2.25457e-08,0.5579
2.25690e-08,0.6047
2.25923e-08,0.6060
2.26155e-08,0.6072
2.26388e-08,0.6072
2.26621e-08,0.6061
2.26853e-08,0.6187
2.27086e-08,0.6523
2.27319e-08,0.6923
2.27551e-08,0.7178
2.27784e-08,0.7144
2.28017e-08,0.6668
2.28249e-08,0.5492
2.28482e-08,0.3504
2.28715e-08,0.1422
2.28947e-08,-0.0486
2.29180e-08,-0.2527
2.29413e-08,-0.4432
2.29645e-08,-0.5675
2.29878e-08,-0.6035
2.30111e-08,-0.6035
2.30343e-08,-0.6081
2.30576e-08,-0.6081
2.30809e-08,-0.6055
2.31041e-08,-0.6195
2.31274e-08,-0.6562
2.31507e-08,-0.6966
2.31739e-08,-0.7190
2.31972e-08,-0.7105
2.32205e-08,-0.6572
2.32437e-08,-0.5319
2.32670e-08,-0.3295
2.32903e-08,-0.1216
2.33135e-08,0.0717
2.33368e-08,0.2746
2.33601e-08,0.4577
2.33833e-08,0.5738
2.34066e-08,0.6066
2.34299e-08,0.6060
2.34531e-08,0.6076
2.34764e-08,0.6066
2.34997e-08,0.6070
2.35229e-08,0.6239
2.35462e-08,0.6604
2.35695e-08,0.6990
2.35927e-08,0.7199
2.36160e-08,0.7090
2.36393e-08,0.6503
2.36625e-08,0.5151
2.36858e-08,0.3074
2.37091e-08,0.1042
2.37323e-08,-0.0879
2.37556e-08,-0.2932
2.37789e-08,-0.4747
2.38021e-08,-0.5810
2.38254e-08,-0.6042
2.38487e-08,-0.6040
2.38719e-08,-0.6089
2.38952e-08,-0.6073
2.39185e-08,-0.6063
2.39417e-08,-0.6253
2.39650e-08,-0.6647
2.39883e-08,-0.7029
2.40115e-08,-0.7202
2.40348e-08,-0.7040
