.HEADER
..NAMES
Time,V U2.K7&K8
2.40581e-08,-0.6393
2.40813e-08,-0.4965
2.41046e-08,-0.2866
2.41279e-08,-0.0834
2.41511e-08,0.1113
2.41744e-08,0.3139
2.41977e-08,0.4874
2.42209e-08,0.5862
2.42442e-08,0.6072
2.42675e-08,0.6062
2.42907e-08,0.6079
2.43140e-08,0.6061
2.43373e-08,0.6086
2.43605e-08,0.6298
2.43838e-08,0.6686
2.44071e-08,0.7050
2.44303e-08,0.7207
2.44536e-08,0.7018
2.44769e-08,0.6308
2.45002e-08,0.4778
2.45234e-08,0.2650
2.45467e-08,0.0668
2.45700e-08,-0.1279
2.45932e-08,-0.3326
2.46165e-08,-0.5032
2.46398e-08,-0.5909
2.46630e-08,-0.6043
2.46863e-08,-0.6049
2.47096e-08,-0.6093
2.47328e-08,-0.6064
2.47561e-08,-0.6081
2.47794e-08,-0.6319
2.48026e-08,-0.6732
2.48259e-08,-0.7084
2.48492e-08,-0.7201
2.48724e-08,-0.6958
2.48957e-08,-0.6184
2.49190e-08,-0.4583
2.49422e-08,-0.2445
2.49655e-08,-0.0456
2.49888e-08,0.1514
2.50120e-08,0.3520
2.50353e-08,0.5141
2.50586e-08,0.5952
2.50818e-08,0.6072
2.51051e-08,0.6065
2.51284e-08,0.6078
2.51516e-08,0.6058
2.51749e-08,0.6110
2.51982e-08,0.6365
2.52214e-08,0.6767
2.52447e-08,0.7101
2.52680e-08,0.7202
2.52912e-08,0.6927
2.53145e-08,0.6081
2.53378e-08,0.4380
2.53610e-08,0.2239
2.53843e-08,0.0297
2.54076e-08,-0.1684
2.54308e-08,-0.3705
2.54541e-08,-0.5280
2.54774e-08,-0.5976
2.55006e-08,-0.6039
2.55239e-08,-0.6059
2.55472e-08,-0.6093
2.55704e-08,-0.6057
2.55937e-08,-0.6107
2.56170e-08,-0.6392
2.56402e-08,-0.6813
2.56635e-08,-0.7129
2.56868e-08,-0.7186
2.57100e-08,-0.6856
2.57333e-08,-0.5941
2.57566e-08,-0.4178
2.57798e-08,-0.2036
2.58031e-08,-0.0079
2.58264e-08,0.1915
2.58496e-08,0.3883
2.58729e-08,0.5371
2.58962e-08,0.6012
2.59194e-08,0.6069
2.59427e-08,0.6069
2.59660e-08,0.6076
2.59892e-08,0.6057
2.60125e-08,0.6143
2.60358e-08,0.6439
2.60590e-08,0.6844
2.60823e-08,0.7143
2.61056e-08,0.7183
2.61288e-08,0.6814
2.61521e-08,0.5818
2.61754e-08,0.3965
2.61986e-08,0.1841
2.62219e-08,-0.0078
2.62452e-08,-0.2089
2.62684e-08,-0.4064
2.62917e-08,-0.5491
2.63150e-08,-0.6017
2.63382e-08,-0.6037
2.63615e-08,-0.6070
2.63848e-08,-0.6089
2.64080e-08,-0.6054
2.64313e-08,-0.6144
2.64546e-08,-0.6471
2.64778e-08,-0.6889
2.65011e-08,-0.7164
2.65244e-08,-0.7155
2.65476e-08,-0.6732
2.65709e-08,-0.5662
2.65942e-08,-0.3760
2.66174e-08,-0.1639
2.66407e-08,0.0301
2.66640e-08,0.2314
2.66872e-08,0.4227
2.67105e-08,0.5566
2.67338e-08,0.6048
2.67570e-08,0.6065
2.67803e-08,0.6073
2.68036e-08,0.6071
2.68269e-08,0.6061
2.68501e-08,0.6184
2.68734e-08,0.6516
2.68967e-08,0.6916
2.69199e-08,0.7175
2.69432e-08,0.7147
2.69665e-08,0.6679
2.69897e-08,0.5518
2.70130e-08,0.3541
2.70363e-08,0.1454
2.70595e-08,-0.0457
2.70828e-08,-0.2492
2.71061e-08,-0.4403
2.71293e-08,-0.5663
2.71526e-08,-0.6037
2.71759e-08,-0.6036
2.71991e-08,-0.6080
2.72224e-08,-0.6083
2.72457e-08,-0.6056
2.72689e-08,-0.6191
2.72922e-08,-0.6554
2.73155e-08,-0.6960
2.73387e-08,-0.7188
2.73620e-08,-0.7108
2.73853e-08,-0.6585
2.74085e-08,-0.5347
2.74318e-08,-0.3335
2.74551e-08,-0.1253
2.74783e-08,0.0685
2.75016e-08,0.2709
2.75249e-08,0.4548
2.75481e-08,0.5724
2.75714e-08,0.6066
2.75947e-08,0.6063
2.76179e-08,0.6076
2.76412e-08,0.6067
2.76645e-08,0.6070
2.76877e-08,0.6235
2.77110e-08,0.6597
2.77343e-08,0.6983
2.77575e-08,0.7196
2.77808e-08,0.7094
2.78041e-08,0.6517
2.78273e-08,0.5183
2.78506e-08,0.3116
2.78739e-08,0.1078
2.78971e-08,-0.0843
2.79204e-08,-0.2890
2.79437e-08,-0.4714
2.79669e-08,-0.5796
2.79902e-08,-0.6043
2.80135e-08,-0.6040
2.80367e-08,-0.6087
2.80600e-08,-0.6075
2.80833e-08,-0.6064
2.81065e-08,-0.6247
2.81298e-08,-0.6639
2.81531e-08,-0.7023
2.81763e-08,-0.7201
2.81996e-08,-0.7046
2.82229e-08,-0.6412
2.82461e-08,-0.5000
2.82694e-08,-0.2913
2.82927e-08,-0.0876
2.83159e-08,0.1072
2.83392e-08,0.3095
2.83625e-08,0.4842
2.83857e-08,0.5847
2.84090e-08,0.6072
2.84323e-08,0.6063
2.84555e-08,0.6079
2.84788e-08,0.6062
2.85021e-08,0.6085
2.85253e-08,0.6293
2.85486e-08,0.6677
2.85719e-08,0.7043
2.85951e-08,0.7205
2.86184e-08,0.7025
2.86417e-08,0.6329
2.86649e-08,0.4817
2.86882e-08,0.2698
2.87115e-08,0.0710
2.87347e-08,-0.1235
2.87580e-08,-0.3279
2.87813e-08,-0.4999
2.88045e-08,-0.5896
2.88278e-08,-0.6042
2.88511e-08,-0.6047
2.88743e-08,-0.6092
2.88976e-08,-0.6067
2.89209e-08,-0.6080
2.89441e-08,-0.6312
2.89674e-08,-0.6722
2.89907e-08,-0.7078
2.90139e-08,-0.7201
2.90372e-08,-0.6966
2.90605e-08,-0.6207
2.90838e-08,-0.4622
2.91070e-08,-0.2493
2.91303e-08,-0.0498
2.91536e-08,0.1470
2.91768e-08,0.3476
2.92001e-08,0.5111
2.92234e-08,0.5940
2.92466e-08,0.6072
2.92699e-08,0.6064
2.92932e-08,0.6079
2.93164e-08,0.6058
2.93397e-08,0.6108
2.93630e-08,0.6358
2.93862e-08,0.6758
2.94095e-08,0.7095
2.94328e-08,0.7202
2.94560e-08,0.6936
2.94793e-08,0.6105
2.95026e-08,0.4421
2.95258e-08,0.2283
2.95491e-08,0.0337
2.95724e-08,-0.1639
2.95956e-08,-0.3661
2.96189e-08,-0.5253
2.96422e-08,-0.5966
2.96654e-08,-0.6037
2.96887e-08,-0.6056
2.97120e-08,-0.6093
2.97352e-08,-0.6059
2.97585e-08,-0.6105
2.97818e-08,-0.6385
2.98050e-08,-0.6805
2.98283e-08,-0.7125
2.98516e-08,-0.7187
2.98748e-08,-0.6866
2.98981e-08,-0.5966
2.99214e-08,-0.4217
2.99446e-08,-0.2078
2.99679e-08,-0.0118
2.99912e-08,0.1872
3.00144e-08,0.3846
3.00377e-08,0.5348
3.00610e-08,0.6004
3.00842e-08,0.6067
3.01075e-08,0.6067
3.01308e-08,0.6076
3.01540e-08,0.6057
3.01773e-08,0.6139
3.02006e-08,0.6431
3.02238e-08,0.6837
3.02471e-08,0.7139
3.02704e-08,0.7184
3.02936e-08,0.6825
3.03169e-08,0.5844
3.03402e-08,0.4002
3.03634e-08,0.1877
3.03867e-08,-0.0041
3.04100e-08,-0.2049
3.04332e-08,-0.4030
3.04565e-08,-0.5471
3.04798e-08,-0.6010
3.05030e-08,-0.6033
3.05263e-08,-0.6067
3.05496e-08,-0.6090
3.05728e-08,-0.6054
3.05961e-08,-0.6140
3.06194e-08,-0.6464
3.06426e-08,-0.6883
3.06659e-08,-0.7162
3.06892e-08,-0.7158
3.07124e-08,-0.6744
3.07357e-08,-0.5687
3.07590e-08,-0.3794
3.07822e-08,-0.1672
3.08055e-08,0.0268
3.08288e-08,0.2277
3.08520e-08,0.4199
3.08753e-08,0.5551
3.08986e-08,0.6043
3.09218e-08,0.6062
3.09451e-08,0.6071
3.09684e-08,0.6073
3.09916e-08,0.6060
3.10149e-08,0.6180
3.10382e-08,0.6510
3.10614e-08,0.6912
3.10847e-08,0.7173
3.11080e-08,0.7150
3.11312e-08,0.6691
3.11545e-08,0.5543
3.11778e-08,0.3572
3.12010e-08,0.1482
3.12243e-08,-0.0426
3.12476e-08,-0.2460
3.12708e-08,-0.4379
3.12941e-08,-0.5651
3.13174e-08,-0.6032
3.13406e-08,-0.6032
3.13639e-08,-0.6077
3.13872e-08,-0.6083
3.14105e-08,-0.6054
3.14337e-08,-0.6186
3.14570e-08,-0.6549
3.14803e-08,-0.6956
3.15035e-08,-0.7188
3.15268e-08,-0.7112
3.15501e-08,-0.6598
3.15733e-08,-0.5370
3.15966e-08,-0.3362
3.16199e-08,-0.1276
3.16431e-08,0.0658
3.16664e-08,0.2680
3.16897e-08,0.4530
3.17129e-08,0.5717
3.17362e-08,0.6063
3.17595e-08,0.6058
3.17827e-08,0.6074
3.18060e-08,0.6068
3.18293e-08,0.6069
3.18525e-08,0.6229
3.18758e-08,0.6591
3.18991e-08,0.6981
3.19223e-08,0.7196
3.19456e-08,0.7099
3.19689e-08,0.6530
3.19921e-08,0.5205
3.20154e-08,0.3138
3.20387e-08,0.1097
3.20619e-08,-0.0819
3.20852e-08,-0.2867
3.21085e-08,-0.4702
3.21317e-08,-0.5791
3.21550e-08,-0.6040
3.21783e-08,-0.6035
3.22015e-08,-0.6086
3.22248e-08,-0.6075
3.22481e-08,-0.6061
3.22713e-08,-0.6243
3.22946e-08,-0.6635
3.23179e-08,-0.7021
3.23411e-08,-0.7201
3.23644e-08,-0.7050
3.23877e-08,-0.6424
3.24109e-08,-0.5018
3.24342e-08,-0.2929
3.24575e-08,-0.0889
3.24807e-08,0.1054
3.25040e-08,0.3077
3.25273e-08,0.4835
3.25505e-08,0.5846
3.25738e-08,0.6071
3.25971e-08,0.6057
3.26203e-08,0.6077
3.26436e-08,0.6063
3.26669e-08,0.6084
3.26901e-08,0.6288
3.27134e-08,0.6674
3.27367e-08,0.7042
3.27599e-08,0.7207
3.27832e-08,0.7029
3.28065e-08,0.6340
3.28297e-08,0.4832
3.28530e-08,0.2709
3.28763e-08,0.0720
3.28995e-08,-0.1220
3.29228e-08,-0.3266
3.29461e-08,-0.4994
3.29693e-08,-0.5896
3.29926e-08,-0.6039
3.30159e-08,-0.6043
3.30391e-08,-0.6092
3.30624e-08,-0.6066
3.30857e-08,-0.6077
3.31089e-08,-0.6308
3.31322e-08,-0.6720
3.31555e-08,-0.7078
3.31787e-08,-0.7202
3.32020e-08,-0.6970
3.32253e-08,-0.6218
3.32485e-08,-0.4635
3.32718e-08,-0.2502
3.32951e-08,-0.0506
3.33183e-08,0.1455
3.33416e-08,0.3464
3.33649e-08,0.5109
3.33881e-08,0.5941
3.34114e-08,0.6070
3.34347e-08,0.6059
3.34579e-08,0.6078
3.34812e-08,0.6060
3.35045e-08,0.6106
3.35277e-08,0.6355
3.35510e-08,0.6756
3.35743e-08,0.7096
3.35975e-08,0.7204
3.36208e-08,0.6940
3.36441e-08,0.6116
3.36673e-08,0.4433
3.36906e-08,0.2290
3.37139e-08,0.0345
3.37372e-08,-0.1627
3.37604e-08,-0.3654
3.37837e-08,-0.5252
3.38070e-08,-0.5967
3.38302e-08,-0.6035
3.38535e-08,-0.6054
3.38768e-08,-0.6093
3.39000e-08,-0.6058
3.39233e-08,-0.6102
3.39466e-08,-0.6382
3.39698e-08,-0.6804
3.39931e-08,-0.7125
3.40164e-08,-0.7190
3.40396e-08,-0.6874
3.40629e-08,-0.5979
3.40862e-08,-0.4230
3.41094e-08,-0.2087
3.41327e-08,-0.0127
3.41560e-08,0.1858
3.41792e-08,0.3838
3.42025e-08,0.5349
3.42258e-08,0.6006
3.42490e-08,0.6066
3.42723e-08,0.6064
3.42956e-08,0.6077
3.43188e-08,0.6058
3.43421e-08,0.6137
3.43654e-08,0.6428
3.43886e-08,0.6836
3.44119e-08,0.7141
3.44352e-08,0.7189
3.44584e-08,0.6834
3.44817e-08,0.5857
3.45050e-08,0.4015
3.45282e-08,0.1885
3.45515e-08,-0.0030
3.45748e-08,-0.2037
3.45980e-08,-0.4027
3.46213e-08,-0.5473
3.46446e-08,-0.6012
3.46678e-08,-0.6031
3.46911e-08,-0.6066
3.47144e-08,-0.6090
3.47376e-08,-0.6052
3.47609e-08,-0.6137
3.47842e-08,-0.6462
3.48074e-08,-0.6883
3.48307e-08,-0.7163
3.48540e-08,-0.7162
3.48772e-08,-0.6754
3.49005e-08,-0.5702
3.49238e-08,-0.3807
3.49470e-08,-0.1679
3.49703e-08,0.0258
3.49936e-08,0.2265
3.50168e-08,0.4195
3.50401e-08,0.5553
3.50634e-08,0.6046
3.50866e-08,0.6060
3.51099e-08,0.6068
3.51332e-08,0.6073
3.51564e-08,0.6060
3.51797e-08,0.6177
3.52030e-08,0.6507
3.52262e-08,0.6911
3.52495e-08,0.7176
3.52728e-08,0.7156
3.52960e-08,0.6701
3.53193e-08,0.5557
3.53426e-08,0.3583
3.53658e-08,0.1489
3.53891e-08,-0.0415
3.54124e-08,-0.2450
3.54356e-08,-0.4378
3.54589e-08,-0.5654
3.54822e-08,-0.6034
3.55054e-08,-0.6030
3.55287e-08,-0.6077
3.55520e-08,-0.6084
3.55752e-08,-0.6052
3.55985e-08,-0.6183
3.56218e-08,-0.6547
3.56450e-08,-0.6956
3.56683e-08,-0.7190
3.56916e-08,-0.7118
3.57148e-08,-0.6609
3.57381e-08,-0.5385
3.57614e-08,-0.3373
3.57846e-08,-0.1282
3.58079e-08,0.0648
3.58312e-08,0.2670
3.58544e-08,0.4529
3.58777e-08,0.5721
3.59010e-08,0.6067
3.59242e-08,0.6056
3.59475e-08,0.6073
3.59708e-08,0.6069
3.59940e-08,0.6068
3.60173e-08,0.6226
3.60406e-08,0.6589
3.60638e-08,0.6981
3.60871e-08,0.7200
3.61104e-08,0.7105
3.61337e-08,0.6542
3.61569e-08,0.5219
3.61802e-08,0.3148
3.62035e-08,0.1104
3.62267e-08,-0.0808
3.62500e-08,-0.2860
3.62733e-08,-0.4704
3.62965e-08,-0.5796
3.63198e-08,-0.6041
3.63431e-08,-0.6034
3.63663e-08,-0.6087
3.63896e-08,-0.6075
3.64129e-08,-0.6058
3.64361e-08,-0.6239
3.64594e-08,-0.6633
3.64827e-08,-0.7022
3.65059e-08,-0.7204
3.65292e-08,-0.7056
3.65525e-08,-0.6436
3.65757e-08,-0.5033
3.65990e-08,-0.2938
3.66223e-08,-0.0894
3.66455e-08,0.1043
3.66688e-08,0.3070
3.66921e-08,0.4836
3.67153e-08,0.5852
3.67386e-08,0.6073
3.67619e-08,0.6055
3.67851e-08,0.6077
3.68084e-08,0.6064
3.68317e-08,0.6082
3.68549e-08,0.6285
3.68782e-08,0.6672
3.69015e-08,0.7044
3.69247e-08,0.7211
3.69480e-08,0.7037
3.69713e-08,0.6353
3.69945e-08,0.4847
3.70178e-08,0.2718
3.70411e-08,0.0727
3.70643e-08,-0.1209
3.70876e-08,-0.3262
3.71109e-08,-0.4998
3.71341e-08,-0.5901
3.71574e-08,-0.6040
3.71807e-08,-0.6042
3.72039e-08,-0.6093
3.72272e-08,-0.6066
3.72505e-08,-0.6074
3.72737e-08,-0.6305
3.72970e-08,-0.6719
3.73203e-08,-0.7079
3.73435e-08,-0.7205
3.73668e-08,-0.6977
3.73901e-08,-0.6232
3.74133e-08,-0.4650
3.74366e-08,-0.2509
3.74599e-08,-0.0512
3.74831e-08,0.1444
3.75064e-08,0.3459
3.75297e-08,0.5112
3.75529e-08,0.5948
3.75762e-08,0.6072
3.75995e-08,0.6058
3.76227e-08,0.6079
3.76460e-08,0.6060
3.76693e-08,0.6104
3.76925e-08,0.6351
3.77158e-08,0.6755
3.77391e-08,0.7098
3.77623e-08,0.7209
3.77856e-08,0.6949
3.78089e-08,0.6129
3.78321e-08,0.4447
3.78554e-08,0.2296
3.78787e-08,0.0352
3.79019e-08,-0.1616
3.79252e-08,-0.3652
3.79485e-08,-0.5258
3.79717e-08,-0.5974
3.79950e-08,-0.6036
3.80183e-08,-0.6054
3.80415e-08,-0.6096
3.80648e-08,-0.6058
3.80881e-08,-0.6098
3.81113e-08,-0.6379
3.81346e-08,-0.6803
3.81579e-08,-0.7127
3.81811e-08,-0.7192
3.82044e-08,-0.6879
3.82277e-08,-0.5992
3.82509e-08,-0.4242
3.82742e-08,-0.2089
3.82975e-08,-0.0131
3.83207e-08,0.1849
3.83440e-08,0.3835
3.83673e-08,0.5355
3.83905e-08,0.6014
3.84138e-08,0.6066
3.84371e-08,0.6062
3.84603e-08,0.6079
3.84836e-08,0.6059
3.85069e-08,0.6134
3.85302e-08,0.6425
3.85534e-08,0.6835
3.85767e-08,0.7143
3.86000e-08,0.7192
3.86232e-08,0.6840
3.86465e-08,0.5869
3.86698e-08,0.4026
3.86930e-08,0.1886
3.87163e-08,-0.0025
3.87396e-08,-0.2028
3.87628e-08,-0.4026
3.87861e-08,-0.5479
3.88094e-08,-0.6018
3.88326e-08,-0.6031
3.88559e-08,-0.6066
3.88792e-08,-0.6093
3.89024e-08,-0.6052
3.89257e-08,-0.6134
3.89490e-08,-0.6459
3.89722e-08,-0.6883
3.89955e-08,-0.7164
3.90188e-08,-0.7164
3.90420e-08,-0.6759
3.90653e-08,-0.5714
3.90886e-08,-0.3817
3.91118e-08,-0.1680
3.91351e-08,0.0252
3.91584e-08,0.2256
3.91816e-08,0.4193
3.92049e-08,0.5560
3.92282e-08,0.6053
3.92514e-08,0.6059
3.92747e-08,0.6068
3.92980e-08,0.6076
3.93212e-08,0.6061
3.93445e-08,0.6174
3.93678e-08,0.6504
3.93910e-08,0.6911
3.94143e-08,0.7178
3.94376e-08,0.7159
3.94608e-08,0.6707
3.94841e-08,0.5570
3.95074e-08,0.3593
3.95306e-08,0.1490
3.95539e-08,-0.0407
3.95772e-08,-0.2441
3.96004e-08,-0.4378
3.96237e-08,-0.5661
3.96470e-08,-0.6039
3.96702e-08,-0.6029
3.96935e-08,-0.6078
3.97168e-08,-0.6087
3.97400e-08,-0.6052
3.97633e-08,-0.6179
3.97866e-08,-0.6544
3.98098e-08,-0.6956
3.98331e-08,-0.7191
3.98564e-08,-0.7120
3.98796e-08,-0.6615
3.99029e-08,-0.5398
3.99262e-08,-0.3382
3.99494e-08,-0.1283
3.99727e-08,0.0640
3.99960e-08,0.2661
4.00192e-08,0.4528
4.00425e-08,0.5729
4.00658e-08,0.6072
4.00890e-08,0.6054
4.01123e-08,0.6074
4.01356e-08,0.6072
4.01588e-08,0.6068
4.01821e-08,0.6223
4.02054e-08,0.6586
4.02286e-08,0.6981
4.02519e-08,0.7201
4.02752e-08,0.7108
4.02984e-08,0.6549
4.03217e-08,0.5233
4.03450e-08,0.3157
4.03682e-08,0.1106
4.03915e-08,-0.0799
4.04148e-08,-0.2851
4.04380e-08,-0.4704
4.04613e-08,-0.5804
4.04846e-08,-0.6045
4.05078e-08,-0.6032
4.05311e-08,-0.6089
4.05544e-08,-0.6079
4.05776e-08,-0.6058
4.06009e-08,-0.6235
4.06242e-08,-0.6631
4.06474e-08,-0.7022
4.06707e-08,-0.7205
4.06940e-08,-0.7059
4.07173e-08,-0.6444
4.07405e-08,-0.5047
4.07638e-08,-0.2946
4.07871e-08,-0.0896
4.08103e-08,0.1033
4.08336e-08,0.3060
4.08569e-08,0.4836
4.08801e-08,0.5859
4.09034e-08,0.6076
4.09267e-08,0.6053
4.09499e-08,0.6078
4.09732e-08,0.6067
4.09965e-08,0.6082
4.10197e-08,0.6282
4.10430e-08,0.6670
4.10663e-08,0.7044
4.10895e-08,0.7212
4.11128e-08,0.7040
4.11361e-08,0.6361
4.11593e-08,0.4862
4.11826e-08,0.2726
4.12059e-08,0.0732
4.12291e-08,-0.1196
4.12524e-08,-0.3251
4.12757e-08,-0.4996
4.12989e-08,-0.5906
4.13222e-08,-0.6041
4.13455e-08,-0.6040
4.13687e-08,-0.6096
4.13920e-08,-0.6070
4.14153e-08,-0.6073
4.14385e-08,-0.6302
4.14618e-08,-0.6718
4.14851e-08,-0.7079
4.15083e-08,-0.7206
4.15316e-08,-0.6979
4.15549e-08,-0.6241
4.15781e-08,-0.4668
4.16014e-08,-0.2525
4.16247e-08,-0.0524
4.16479e-08,0.1425
4.16712e-08,0.3440
4.16945e-08,0.5102
4.17177e-08,0.5947
4.17410e-08,0.6071
4.17643e-08,0.6056
4.17875e-08,0.6080
4.18108e-08,0.6064
4.18341e-08,0.6105
4.18573e-08,0.6349
4.18806e-08,0.6752
4.19039e-08,0.7096
4.19271e-08,0.7208
4.19504e-08,0.6951
4.19737e-08,0.6140
4.19969e-08,0.4473
4.20202e-08,0.2320
4.20435e-08,0.0373
4.20667e-08,-0.1587
4.20900e-08,-0.3622
4.21133e-08,-0.5239
4.21365e-08,-0.5970
4.21598e-08,-0.6034
4.21831e-08,-0.6051
4.22063e-08,-0.6099
4.22296e-08,-0.6063
4.22529e-08,-0.6099
4.22761e-08,-0.6375
4.22994e-08,-0.6798
4.23227e-08,-0.7124
4.23459e-08,-0.7191
4.23692e-08,-0.6882
4.23925e-08,-0.6005
4.24157e-08,-0.4271
4.24390e-08,-0.2119
4.24623e-08,-0.0158
4.24855e-08,0.1817
4.25088e-08,0.3805
4.25321e-08,0.5335
4.25553e-08,0.6009
4.25786e-08,0.6066
4.26019e-08,0.6063
4.26251e-08,0.6082
4.26484e-08,0.6063
4.26717e-08,0.6134
4.26949e-08,0.6420
4.27182e-08,0.6829
4.27415e-08,0.7138
4.27647e-08,0.7190
4.27880e-08,0.6844
4.28113e-08,0.5886
4.28345e-08,0.4060
4.28578e-08,0.1916
4.28811e-08,0.0003
4.29043e-08,-0.1993
4.29276e-08,-0.3994
4.29509e-08,-0.5461
4.29742e-08,-0.6016
4.29974e-08,-0.6031
4.30207e-08,-0.6065
4.30440e-08,-0.6097
4.30672e-08,-0.6057
4.30905e-08,-0.6132
4.31138e-08,-0.6453
4.31370e-08,-0.6876
4.31603e-08,-0.7161
4.31836e-08,-0.7164
4.32068e-08,-0.6765
4.32301e-08,-0.5733
4.32534e-08,-0.3851
4.32766e-08,-0.1712
4.32999e-08,0.0222
4.33232e-08,0.2221
4.33464e-08,0.4163
4.33697e-08,0.5542
4.33930e-08,0.6049
4.34162e-08,0.6059
4.34395e-08,0.6069
4.34628e-08,0.6079
4.34860e-08,0.6063
4.35093e-08,0.6172
4.35326e-08,0.6498
4.35558e-08,0.6905
4.35791e-08,0.7174
4.36024e-08,0.7159
4.36256e-08,0.6714
4.36489e-08,0.5591
4.36722e-08,0.3629
4.36954e-08,0.1521
4.37187e-08,-0.0376
4.37420e-08,-0.2404
4.37652e-08,-0.4346
4.37885e-08,-0.5644
4.38118e-08,-0.6037
4.38350e-08,-0.6028
4.38583e-08,-0.6078
4.38816e-08,-0.6091
4.39048e-08,-0.6055
4.39281e-08,-0.6177
4.39514e-08,-0.6537
4.39746e-08,-0.6950
4.39979e-08,-0.7188
4.40212e-08,-0.7120
4.40444e-08,-0.6623
4.40677e-08,-0.5420
4.40910e-08,-0.3418
4.41142e-08,-0.1316
4.41375e-08,0.0607
4.41608e-08,0.2624
4.41840e-08,0.4497
4.42073e-08,0.5710
4.42306e-08,0.6068
4.42538e-08,0.6054
4.42771e-08,0.6075
4.43004e-08,0.6075
4.43236e-08,0.6070
4.43469e-08,0.6221
4.43702e-08,0.6580
4.43934e-08,0.6975
4.44167e-08,0.7197
4.44400e-08,0.7109
4.44632e-08,0.6557
4.44865e-08,0.5257
4.45098e-08,0.3194
4.45330e-08,0.1138
4.45563e-08,-0.0764
4.45796e-08,-0.2812
4.46028e-08,-0.4671
4.46261e-08,-0.5788
4.46494e-08,-0.6042
4.46726e-08,-0.6031
4.46959e-08,-0.6089
4.47192e-08,-0.6083
4.47424e-08,-0.6061
4.47657e-08,-0.6232
4.47890e-08,-0.6624
4.48122e-08,-0.7016
4.48355e-08,-0.7202
4.48588e-08,-0.7059
4.48820e-08,-0.6453
4.49053e-08,-0.5072
4.49286e-08,-0.2984
4.49518e-08,-0.0931
4.49751e-08,0.0998
4.49984e-08,0.3023
4.50216e-08,0.4805
4.50449e-08,0.5841
4.50682e-08,0.6073
4.50914e-08,0.6053
4.51147e-08,0.6080
4.51380e-08,0.6070
4.51612e-08,0.6083
4.51845e-08,0.6279
4.52078e-08,0.6664
4.52310e-08,0.7037
4.52543e-08,0.7209
4.52776e-08,0.7041
4.53008e-08,0.6370
4.53241e-08,0.4889
4.53474e-08,0.2762
4.53707e-08,0.0764
4.53939e-08,-0.1160
4.54172e-08,-0.3214
4.54405e-08,-0.4967
4.54637e-08,-0.5894
4.54870e-08,-0.6039
4.55103e-08,-0.6039
4.55335e-08,-0.6097
4.55568e-08,-0.6073
4.55801e-08,-0.6074
4.56033e-08,-0.6297
4.56266e-08,-0.6710
4.56499e-08,-0.7074
4.56731e-08,-0.7203
4.56964e-08,-0.6981
4.57197e-08,-0.6251
4.57429e-08,-0.4692
4.57662e-08,-0.2554
4.57895e-08,-0.0552
4.58127e-08,0.1395
4.58360e-08,0.3412
4.58593e-08,0.5081
4.58825e-08,0.5938
4.59058e-08,0.6070
4.59291e-08,0.6056
4.59523e-08,0.6082
4.59756e-08,0.6066
4.59989e-08,0.6104
4.60221e-08,0.6344
4.60454e-08,0.6746
4.60687e-08,0.7092
4.60919e-08,0.7207
4.61152e-08,0.6954
4.61385e-08,0.6151
4.61617e-08,0.4492
4.61850e-08,0.2339
4.62083e-08,0.0393
4.62315e-08,-0.1565
4.62548e-08,-0.3605
4.62781e-08,-0.5228
4.63013e-08,-0.5967
4.63246e-08,-0.6033
4.63479e-08,-0.6051
4.63711e-08,-0.6101
4.63944e-08,-0.6064
4.64177e-08,-0.6098
4.64409e-08,-0.6371
4.64642e-08,-0.6794
4.64875e-08,-0.7121
4.65107e-08,-0.7191
4.65340e-08,-0.6885
4.65573e-08,-0.6015
4.65805e-08,-0.4287
4.66038e-08,-0.2134
4.66271e-08,-0.0174
4.66503e-08,0.1798
4.66736e-08,0.3788
4.66969e-08,0.5325
4.67201e-08,0.6005
4.67434e-08,0.6063
4.67667e-08,0.6062
4.67899e-08,0.6083
4.68132e-08,0.6064
4.68365e-08,0.6133
4.68597e-08,0.6417
4.68830e-08,0.6826
4.69063e-08,0.7137
4.69295e-08,0.7191
4.69528e-08,0.6847
4.69761e-08,0.5895
4.69993e-08,0.4074
4.70226e-08,0.1930
4.70459e-08,0.0020
4.70691e-08,-0.1975
4.70924e-08,-0.3980
4.71157e-08,-0.5452
4.71389e-08,-0.6012
4.71622e-08,-0.6028
4.71855e-08,-0.6065
4.72087e-08,-0.6099
4.72320e-08,-0.6058
4.72553e-08,-0.6131
4.72785e-08,-0.6450
4.73018e-08,-0.6874
4.73251e-08,-0.7159
4.73483e-08,-0.7163
4.73716e-08,-0.6767
4.73949e-08,-0.5742
4.74181e-08,-0.3865
4.74414e-08,-0.1725
4.74647e-08,0.0206
4.74879e-08,0.2204
4.75112e-08,0.4147
4.75345e-08,0.5533
4.75577e-08,0.6046
4.75810e-08,0.6058
4.76043e-08,0.6068
4.76275e-08,0.6080
4.76508e-08,0.6065
4.76741e-08,0.6172
4.76973e-08,0.6495
4.77206e-08,0.6902
4.77439e-08,0.7172
4.77672e-08,0.7159
4.77904e-08,0.6718
4.78137e-08,0.5600
4.78370e-08,0.3643
4.78602e-08,0.1534
4.78835e-08,-0.0361
4.79068e-08,-0.2388
4.79300e-08,-0.4334
4.79533e-08,-0.5638
4.79766e-08,-0.6035
4.79998e-08,-0.6027
4.80231e-08,-0.6079
4.80464e-08,-0.6094
4.80696e-08,-0.6056
4.80929e-08,-0.6176
4.81162e-08,-0.6535
