.HEADER
..NAMES
Time,V U2.K2
4.4440e-09,-0.1275
4.4673e-09,-0.1104
4.4905e-09,-0.0813
4.5138e-09,-0.0437
4.5371e-09,0.0020
4.5603e-09,0.0619
4.5836e-09,0.1392
4.6069e-09,0.2168
4.6301e-09,0.2961
4.6534e-09,0.3795
4.6767e-09,0.4609
4.6999e-09,0.5347
4.7232e-09,0.5931
4.7465e-09,0.6486
4.7697e-09,0.7070
4.7930e-09,0.7616
4.8163e-09,0.8174
4.8395e-09,0.8824
4.8628e-09,0.9584
4.8861e-09,1.0353
4.9093e-09,1.1017
4.9326e-09,1.1568
4.9559e-09,1.1986
4.9791e-09,1.2227
5.0024e-09,1.2317
5.0257e-09,1.2338
5.0489e-09,1.2352
5.0722e-09,1.2344
5.0955e-09,1.2297
5.1187e-09,1.2239
5.1420e-09,1.2200
5.1653e-09,1.2181
5.1885e-09,1.2180
5.2118e-09,1.2206
5.2351e-09,1.2248
5.2583e-09,1.2269
5.2816e-09,1.2233
5.3049e-09,1.2128
5.3281e-09,1.1968
5.3514e-09,1.1778
5.3747e-09,1.1593
5.3979e-09,1.1445
5.4212e-09,1.1353
5.4445e-09,1.1330
5.4677e-09,1.1374
5.4910e-09,1.1456
5.5143e-09,1.1532
5.5375e-09,1.1575
5.5608e-09,1.1577
5.5841e-09,1.1545
5.6073e-09,1.1493
5.6306e-09,1.1454
5.6539e-09,1.1454
5.6771e-09,1.1492
5.7004e-09,1.1550
5.7237e-09,1.1617
5.7469e-09,1.1694
5.7702e-09,1.1779
5.7935e-09,1.1864
5.8168e-09,1.1947
5.8400e-09,1.2024
5.8633e-09,1.2079
5.8866e-09,1.2088
5.9098e-09,1.2050
5.9331e-09,1.1987
5.9564e-09,1.1925
5.9796e-09,1.1884
6.0029e-09,1.1883
6.0262e-09,1.1929
6.0494e-09,1.2013
6.0727e-09,1.2113
6.0960e-09,1.2201
6.1192e-09,1.2257
6.1425e-09,1.2269
6.1658e-09,1.2204
6.1890e-09,1.2006
6.2123e-09,1.1601
6.2356e-09,1.0915
6.2588e-09,1.0106
6.2821e-09,0.9213
6.3054e-09,0.8238
6.3286e-09,0.7294
6.3519e-09,0.6467
6.3752e-09,0.5843
6.3984e-09,0.5324
6.4217e-09,0.4812
6.4450e-09,0.4336
6.4682e-09,0.3825
6.4915e-09,0.3178
6.5148e-09,0.2370
6.5380e-09,0.1489
6.5613e-09,0.0662
6.5846e-09,-0.0075
6.6078e-09,-0.0682
6.6311e-09,-0.1096
6.6544e-09,-0.1312
6.6776e-09,-0.1382
6.7009e-09,-0.1362
6.7242e-09,-0.1262
6.7474e-09,-0.1098
6.7707e-09,-0.0936
6.7940e-09,-0.0840
6.8172e-09,-0.0832
6.8405e-09,-0.0906
6.8638e-09,-0.1043
6.8870e-09,-0.1201
6.9103e-09,-0.1309
6.9336e-09,-0.1305
6.9568e-09,-0.1163
6.9801e-09,-0.0896
7.0034e-09,-0.0548
7.0266e-09,-0.0179
7.0499e-09,0.0149
7.0732e-09,0.0391
7.0964e-09,0.0517
7.1197e-09,0.0521
7.1430e-09,0.0439
7.1662e-09,0.0328
7.1895e-09,0.0238
7.2128e-09,0.0193
7.2360e-09,0.0209
7.2593e-09,0.0284
7.2826e-09,0.0394
7.3058e-09,0.0507
7.3291e-09,0.0604
7.3524e-09,0.0676
7.3756e-09,0.0706
7.3989e-09,0.0673
7.4222e-09,0.0572
7.4454e-09,0.0419
7.4687e-09,0.0241
7.4920e-09,0.0067
7.5152e-09,-0.0060
7.5385e-09,-0.0106
7.5618e-09,-0.0064
7.5850e-09,0.0038
7.6083e-09,0.0159
7.6316e-09,0.0259
7.6548e-09,0.0306
7.6781e-09,0.0277
7.7014e-09,0.0176
7.7246e-09,0.0027
7.7479e-09,-0.0135
7.7712e-09,-0.0275
7.7944e-09,-0.0363
7.8177e-09,-0.0383
7.8410e-09,-0.0337
7.8642e-09,-0.0241
7.8875e-09,-0.0121
7.9108e-09,-0.0003
7.9340e-09,0.0092
7.9573e-09,0.0149
7.9806e-09,0.0160
8.0038e-09,0.0124
8.0271e-09,0.0049
8.0504e-09,-0.0051
8.0736e-09,-0.0152
8.0969e-09,-0.0228
8.1202e-09,-0.0255
8.1435e-09,-0.0220
8.1667e-09,-0.0128
8.1900e-09,-0.0002
8.2133e-09,0.0123
8.2365e-09,0.0216
8.2598e-09,0.0257
8.2831e-09,0.0239
8.3063e-09,0.0173
8.3296e-09,0.0080
8.3529e-09,-0.0013
8.3761e-09,-0.0082
8.3994e-09,-0.0114
8.4227e-09,-0.0105
8.4459e-09,-0.0059
8.4692e-09,0.0008
8.4925e-09,0.0081
8.5157e-09,0.0141
8.5390e-09,0.0176
8.5623e-09,0.0181
8.5855e-09,0.0154
8.6088e-09,0.0101
8.6321e-09,0.0033
8.6553e-09,-0.0037
8.6786e-09,-0.0094
8.7019e-09,-0.0123
8.7251e-09,-0.0116
8.7484e-09,-0.0072
8.7717e-09,-0.0002
8.7949e-09,0.0075
8.8182e-09,0.0137
8.8415e-09,0.0166
8.8647e-09,0.0155
8.8880e-09,0.0106
8.9113e-09,0.0034
8.9345e-09,-0.0040
8.9578e-09,-0.0098
8.9811e-09,-0.0126
9.0043e-09,-0.0121
9.0276e-09,-0.0086
9.0509e-09,-0.0032
9.0741e-09,0.0030
9.0974e-09,0.0084
9.1207e-09,0.0121
9.1439e-09,0.0133
9.1672e-09,0.0120
9.1905e-09,0.0084
9.2137e-09,0.0034
9.2370e-09,-0.0020
9.2603e-09,-0.0065
9.2835e-09,-0.0091
9.3068e-09,-0.0093
9.3301e-09,-0.0067
9.3533e-09,-0.0020
9.3766e-09,0.0037
9.3999e-09,0.0090
9.4231e-09,0.0124
9.4464e-09,0.0132
9.4697e-09,0.0110
9.4929e-09,0.0067
9.5162e-09,0.0013
9.5395e-09,-0.0035
9.5627e-09,-0.0065
9.5860e-09,-0.0072
9.6093e-09,-0.0056
9.6325e-09,-0.0023
9.6558e-09,0.0018
9.6791e-09,0.0057
9.7023e-09,0.0085
9.7256e-09,0.0097
9.7489e-09,0.0092
9.7721e-09,0.0071
9.7954e-09,0.0039
9.8187e-09,0.0003
9.8419e-09,-0.0030
9.8652e-09,-0.0050
9.8885e-09,-0.0055
9.9117e-09,-0.0041
9.9350e-09,-0.0013
9.9583e-09,0.0024
9.9815e-09,0.0060
1.00048e-08,0.0087
1.00281e-08,0.0096
1.00513e-08,0.0085
1.00746e-08,0.0057
1.00979e-08,0.0020
1.01211e-08,-0.0016
1.01444e-08,-0.0042
1.01677e-08,-0.0052
1.01909e-08,-0.0043
1.02142e-08,-0.0020
1.02375e-08,0.0011
1.02607e-08,0.0043
1.02840e-08,0.0067
1.03073e-08,0.0079
1.03305e-08,0.0079
1.03538e-08,0.0096
1.03771e-08,0.0198
1.04003e-08,0.0542
1.04236e-08,0.1107
1.04469e-08,0.1804
1.04702e-08,0.2646
1.04934e-08,0.3586
1.05167e-08,0.4523
1.05400e-08,0.5315
1.05632e-08,0.5943
1.05865e-08,0.6508
1.06098e-08,0.7027
1.06330e-08,0.7478
1.06563e-08,0.7957
1.06796e-08,0.8552
1.07028e-08,0.9263
1.07261e-08,1.0003
1.07494e-08,1.0711
1.07726e-08,1.1381
1.07959e-08,1.1954
1.08192e-08,1.2366
1.08424e-08,1.2616
1.08657e-08,1.2739
1.08890e-08,1.2750
1.09122e-08,1.2640
1.09355e-08,1.2445
1.09588e-08,1.2245
1.09820e-08,1.2104
1.10053e-08,1.2051
1.10286e-08,1.2099
1.10518e-08,1.2241
1.10751e-08,1.2426
1.10984e-08,1.2576
1.11216e-08,1.2629
1.11449e-08,1.2553
1.11682e-08,1.2312
1.11914e-08,1.1885
1.12147e-08,1.1188
1.12380e-08,1.0255
1.12612e-08,0.9269
1.12845e-08,0.8261
1.13078e-08,0.7285
1.13310e-08,0.6419
1.13543e-08,0.5738
1.13776e-08,0.5256
1.14008e-08,0.4824
1.14241e-08,0.4361
1.14474e-08,0.3888
1.14706e-08,0.3331
1.14939e-08,0.2618
1.15172e-08,0.1759
1.15404e-08,0.0864
1.15637e-08,0.0057
1.15870e-08,-0.0622
1.16102e-08,-0.1121
1.16335e-08,-0.1387
1.16568e-08,-0.1440
1.16800e-08,-0.1355
1.17033e-08,-0.1213
1.17266e-08,-0.1045
1.17498e-08,-0.0886
1.17731e-08,-0.0789
1.17964e-08,-0.0787
1.18196e-08,-0.0871
1.18429e-08,-0.1007
1.18662e-08,-0.1156
1.18894e-08,-0.1267
1.19127e-08,-0.1280
1.19360e-08,-0.1157
1.19592e-08,-0.0901
1.19825e-08,-0.0554
1.20058e-08,-0.0173
1.20290e-08,0.0224
1.20523e-08,0.0686
1.20756e-08,0.1304
1.20988e-08,0.1958
1.21221e-08,0.2632
1.21454e-08,0.3384
1.21686e-08,0.4180
1.21919e-08,0.4968
1.22152e-08,0.5647
1.22384e-08,0.6289
1.22617e-08,0.6966
1.22850e-08,0.7602
1.23082e-08,0.8187
1.23315e-08,0.8792
1.23548e-08,0.9460
1.23780e-08,1.0135
1.24013e-08,1.0720
1.24246e-08,1.1215
1.24478e-08,1.1632
1.24711e-08,1.1936
1.24944e-08,1.2122
1.25176e-08,1.2246
1.25409e-08,1.2359
1.25642e-08,1.2440
1.25874e-08,1.2450
1.26107e-08,1.2399
1.26340e-08,1.2324
1.26572e-08,1.2245
1.26805e-08,1.2171
1.27038e-08,1.2128
1.27270e-08,1.2128
1.27503e-08,1.2146
1.27736e-08,1.2146
1.27968e-08,1.2105
1.28201e-08,1.2019
1.28434e-08,1.1899
1.28667e-08,1.1764
1.28899e-08,1.1634
1.29132e-08,1.1523
1.29365e-08,1.1444
1.29597e-08,1.1409
1.29830e-08,1.1412
1.30063e-08,1.1429
1.30295e-08,1.1444
1.30528e-08,1.1457
1.30761e-08,1.1468
1.30993e-08,1.1478
1.31226e-08,1.1498
1.31459e-08,1.1542
1.31691e-08,1.1603
1.31924e-08,1.1657
1.32157e-08,1.1693
1.32389e-08,1.1719
1.32622e-08,1.1745
1.32855e-08,1.1778
1.33087e-08,1.1823
1.33320e-08,1.1887
1.33553e-08,1.1960
1.33785e-08,1.2014
1.34018e-08,1.2035
1.34251e-08,1.2027
1.34483e-08,1.2008
1.34716e-08,1.1988
1.34949e-08,1.1980
1.35181e-08,1.1994
1.35414e-08,1.2029
1.35647e-08,1.2075
1.35879e-08,1.2119
1.36112e-08,1.2150
1.36345e-08,1.2164
1.36577e-08,1.2140
1.36810e-08,1.2011
1.37043e-08,1.1714
1.37275e-08,1.1114
1.37508e-08,1.0356
1.37741e-08,0.9500
1.37973e-08,0.8517
1.38206e-08,0.7535
1.38439e-08,0.6634
1.38671e-08,0.5937
1.38904e-08,0.5380
1.39137e-08,0.4845
1.39369e-08,0.4365
1.39602e-08,0.3891
1.39835e-08,0.3305
1.40067e-08,0.2561
1.40300e-08,0.1715
1.40533e-08,0.0895
1.40765e-08,0.0145
1.40998e-08,-0.0508
1.41231e-08,-0.0991
1.41463e-08,-0.1279
1.41696e-08,-0.1408
1.41929e-08,-0.1431
1.42161e-08,-0.1358
1.42394e-08,-0.1194
1.42627e-08,-0.1002
1.42859e-08,-0.0857
1.43092e-08,-0.0799
1.43325e-08,-0.0831
1.43557e-08,-0.0947
1.43790e-08,-0.1112
1.44023e-08,-0.1256
1.44255e-08,-0.1306
1.44488e-08,-0.1221
1.44721e-08,-0.1000
1.44953e-08,-0.0675
1.45186e-08,-0.0274
1.45419e-08,0.0220
1.45651e-08,0.0900
1.45884e-08,0.1683
1.46117e-08,0.2467
1.46349e-08,0.3275
1.46582e-08,0.4111
1.46815e-08,0.4918
1.47047e-08,0.5589
1.47280e-08,0.6150
1.47513e-08,0.6715
1.47745e-08,0.7286
1.47978e-08,0.7825
1.48211e-08,0.8406
1.48443e-08,0.9103
1.48676e-08,0.9882
1.48909e-08,1.0619
1.49141e-08,1.1239
1.49374e-08,1.1745
1.49607e-08,1.2098
1.49839e-08,1.2276
1.50072e-08,1.2329
1.50305e-08,1.2344
1.50537e-08,1.2353
1.50770e-08,1.2328
1.51003e-08,1.2268
1.51236e-08,1.2212
1.51468e-08,1.2180
1.51701e-08,1.2167
1.51934e-08,1.2177
1.52166e-08,1.2214
1.52399e-08,1.2257
1.52632e-08,1.2261
1.52864e-08,1.2200
1.53097e-08,1.2071
1.53330e-08,1.1850
1.53562e-08,1.1510
1.53795e-08,1.0948
1.54028e-08,1.0165
1.54260e-08,0.9330
1.54493e-08,0.8440
1.54726e-08,0.7529
1.54958e-08,0.6667
1.55191e-08,0.5925
1.55424e-08,0.5338
1.55656e-08,0.4777
1.55889e-08,0.4195
1.56122e-08,0.3652
1.56354e-08,0.3095
1.56587e-08,0.2455
1.56820e-08,0.1720
1.57052e-08,0.0967
1.57285e-08,0.0285
1.57518e-08,-0.0320
1.57750e-08,-0.0809
1.57983e-08,-0.1128
1.58216e-08,-0.1278
1.58448e-08,-0.1310
1.58681e-08,-0.1276
1.58914e-08,-0.1187
1.59146e-08,-0.1060
1.59379e-08,-0.0949
1.59612e-08,-0.0894
1.59844e-08,-0.0900
1.60077e-08,-0.0953
1.60310e-08,-0.1034
1.60542e-08,-0.1107
1.60775e-08,-0.1120
1.61008e-08,-0.1038
1.61240e-08,-0.0852
1.61473e-08,-0.0592
1.61706e-08,-0.0303
1.61938e-08,-0.0028
1.62171e-08,0.0200
1.62404e-08,0.0362
1.62636e-08,0.0443
1.62869e-08,0.0443
1.63102e-08,0.0389
1.63334e-08,0.0323
1.63567e-08,0.0270
1.63800e-08,0.0250
1.64032e-08,0.0275
1.64265e-08,0.0348
1.64498e-08,0.0444
1.64730e-08,0.0533
1.64963e-08,0.0596
1.65196e-08,0.0627
1.65428e-08,0.0614
1.65661e-08,0.0549
1.65894e-08,0.0437
1.66126e-08,0.0302
1.66359e-08,0.0162
1.66592e-08,0.0040
1.66824e-08,-0.0037
1.67057e-08,-0.0049
1.67290e-08,-0.0001
1.67522e-08,0.0078
1.67755e-08,0.0155
1.67988e-08,0.0205
1.68220e-08,0.0210
1.68453e-08,0.0161
1.68686e-08,0.0068
1.68918e-08,-0.0047
1.69151e-08,-0.0161
1.69384e-08,-0.0253
1.69616e-08,-0.0304
1.69849e-08,-0.0306
1.70082e-08,-0.0259
1.70314e-08,-0.0177
1.70547e-08,-0.0079
1.70780e-08,0.0013
1.71012e-08,0.0080
1.71245e-08,0.0110
1.71478e-08,0.0100
1.71710e-08,0.0057
1.71943e-08,-0.0009
1.72176e-08,-0.0082
1.72408e-08,-0.0144
1.72641e-08,-0.0179
1.72874e-08,-0.0175
1.73106e-08,-0.0128
1.73339e-08,-0.0047
1.73572e-08,0.0047
1.73804e-08,0.0130
1.74037e-08,0.0182
1.74270e-08,0.0195
1.74502e-08,0.0167
1.74735e-08,0.0109
1.74968e-08,0.0041
1.75201e-08,-0.0020
1.75433e-08,-0.0060
1.75666e-08,-0.0072
1.75899e-08,-0.0056
1.76131e-08,-0.0016
1.76364e-08,0.0037
1.76597e-08,0.0091
1.76829e-08,0.0131
1.77062e-08,0.0150
1.77295e-08,0.0141
1.77527e-08,0.0107
1.77760e-08,0.0056
1.77993e-08,0.0000
1.78225e-08,-0.0049
1.78458e-08,-0.0081
1.78691e-08,-0.0088
1.78923e-08,-0.0068
1.79156e-08,-0.0026
1.79389e-08,0.0028
1.79621e-08,0.0079
1.79854e-08,0.0115
1.80087e-08,0.0123
1.80319e-08,0.0103
1.80552e-08,0.0060
1.80785e-08,0.0005
1.81017e-08,-0.0046
1.81250e-08,-0.0081
1.81483e-08,-0.0092
1.81715e-08,-0.0080
1.81948e-08,-0.0048
1.82181e-08,-0.0004
1.82413e-08,0.0041
1.82646e-08,0.0079
1.82879e-08,0.0101
1.83111e-08,0.0103
1.83344e-08,0.0085
1.83577e-08,0.0051
1.83809e-08,0.0010
1.84042e-08,-0.0029
1.84275e-08,-0.0057
1.84507e-08,-0.0066
1.84740e-08,-0.0056
1.84973e-08,-0.0029
1.85205e-08,0.0010
1.85438e-08,0.0050
1.85671e-08,0.0083
1.85903e-08,0.0099
1.86136e-08,0.0095
1.86369e-08,0.0073
1.86601e-08,0.0039
1.86834e-08,0.0030
1.87067e-08,0.0129
1.87299e-08,0.0487
1.87532e-08,0.1078
1.87765e-08,0.1820
1.87997e-08,0.2696
1.88230e-08,0.3660
1.88463e-08,0.4605
1.88695e-08,0.5383
1.88928e-08,0.5988
1.89161e-08,0.6516
1.89393e-08,0.6998
1.89626e-08,0.7428
1.89859e-08,0.7895
1.90091e-08,0.8495
1.90324e-08,0.9225
1.90557e-08,0.9993
1.90789e-08,1.0732
1.91022e-08,1.1425
1.91255e-08,1.2010
1.91487e-08,1.2422
1.91720e-08,1.2658
1.91953e-08,1.2759
1.92185e-08,1.2742
1.92418e-08,1.2605
1.92651e-08,1.2391
1.92883e-08,1.2183
1.93116e-08,1.2048
1.93349e-08,1.2014
1.93581e-08,1.2089
1.93814e-08,1.2260
1.94047e-08,1.2467
1.94279e-08,1.2629
1.94512e-08,1.2678
1.94745e-08,1.2586
1.94977e-08,1.2365
1.95210e-08,1.2059
1.95443e-08,1.1729
1.95675e-08,1.1434
1.95908e-08,1.1221
1.96141e-08,1.1123
1.96373e-08,1.1144
1.96606e-08,1.1252
1.96839e-08,1.1400
1.97071e-08,1.1550
1.97304e-08,1.1672
1.97537e-08,1.1739
1.97769e-08,1.1743
1.98002e-08,1.1696
1.98235e-08,1.1618
1.98468e-08,1.1524
1.98700e-08,1.1433
1.98933e-08,1.1380
1.99166e-08,1.1395
1.99398e-08,1.1488
1.99631e-08,1.1645
1.99864e-08,1.1843
2.00096e-08,1.2040
2.00329e-08,1.2187
2.00562e-08,1.2244
2.00794e-08,1.2208
2.01027e-08,1.2106
2.01260e-08,1.1977
2.01492e-08,1.1859
2.01725e-08,1.1791
2.01958e-08,1.1793
2.02190e-08,1.1863
2.02423e-08,1.1980
2.02656e-08,1.2116
2.02888e-08,1.2241
2.03121e-08,1.2326
2.03354e-08,1.2355
2.03586e-08,1.2323
2.03819e-08,1.2239
2.04052e-08,1.2122
2.04284e-08,1.1994
2.04517e-08,1.1877
2.04750e-08,1.1795
2.04982e-08,1.1761
2.05215e-08,1.1785
2.05448e-08,1.1862
2.05680e-08,1.1974
2.05913e-08,1.2093
2.06146e-08,1.2188
2.06378e-08,1.2230
2.06611e-08,1.2204
2.06844e-08,1.2115
2.07076e-08,1.1989
2.07309e-08,1.1862
2.07542e-08,1.1765
2.07774e-08,1.1720
2.08007e-08,1.1733
2.08240e-08,1.1797
2.08472e-08,1.1890
2.08705e-08,1.1987
2.08938e-08,1.2069
2.09170e-08,1.2118
2.09403e-08,1.2129
2.09636e-08,1.2101
2.09868e-08,1.2043
2.10101e-08,1.1972
2.10334e-08,1.1901
2.10566e-08,1.1848
2.10799e-08,1.1825
2.11032e-08,1.1837
2.11264e-08,1.1884
2.11497e-08,1.1947
2.11730e-08,1.1946
2.11962e-08,1.1804
2.12195e-08,1.1338
2.12428e-08,1.0637
2.12660e-08,0.9791
2.12893e-08,0.8775
2.13126e-08,0.7725
2.13358e-08,0.6744
2.13591e-08,0.5979
2.13824e-08,0.5408
2.14056e-08,0.4895
2.14289e-08,0.4441
2.14522e-08,0.4019
2.14754e-08,0.3503
2.14987e-08,0.2826
2.15220e-08,0.2020
2.15452e-08,0.1199
2.15685e-08,0.0423
2.15918e-08,-0.0290
2.16150e-08,-0.0865
2.16383e-08,-0.1249
2.16616e-08,-0.1452
2.16848e-08,-0.1516
2.17081e-08,-0.1451
2.17314e-08,-0.1263
2.17546e-08,-0.1014
2.17779e-08,-0.0800
2.18012e-08,-0.0684
2.18244e-08,-0.0688
2.18477e-08,-0.0812
2.18710e-08,-0.1021
2.18942e-08,-0.1239
2.19175e-08,-0.1371
2.19408e-08,-0.1355
2.19640e-08,-0.1172
2.19873e-08,-0.0852
2.20106e-08,-0.0454
2.20338e-08,-0.0053
2.20571e-08,0.0287
2.20804e-08,0.0519
2.21037e-08,0.0616
2.21269e-08,0.0590
2.21502e-08,0.0487
2.21735e-08,0.0359
2.21967e-08,0.0242
2.22200e-08,0.0167
2.22433e-08,0.0155
2.22665e-08,0.0209
2.22898e-08,0.0311
2.23131e-08,0.0440
2.23363e-08,0.0579
2.23596e-08,0.0699
2.23829e-08,0.0760
2.24061e-08,0.0731
2.24294e-08,0.0611
2.24527e-08,0.0421
2.24759e-08,0.0197
2.24992e-08,-0.0012
2.25225e-08,-0.0147
2.25457e-08,-0.0176
2.25690e-08,-0.0107
2.25923e-08,0.0022
2.26155e-08,0.0166
2.26388e-08,0.0278
2.26621e-08,0.0322
2.26853e-08,0.0282
2.27086e-08,0.0169
2.27319e-08,0.0012
2.27551e-08,-0.0153
2.27784e-08,-0.0294
2.28017e-08,-0.0382
2.28249e-08,-0.0403
2.28482e-08,-0.0359
2.28715e-08,-0.0261
2.28947e-08,-0.0132
2.29180e-08,0.0005
2.29413e-08,0.0123
2.29645e-08,0.0199
2.29878e-08,0.0216
2.30111e-08,0.0170
2.30343e-08,0.0067
2.30576e-08,-0.0066
2.30809e-08,-0.0197
2.31041e-08,-0.0287
2.31274e-08,-0.0308
2.31507e-08,-0.0251
2.31739e-08,-0.0130
2.31972e-08,0.0021
2.32205e-08,0.0161
2.32437e-08,0.0258
2.32670e-08,0.0292
2.32903e-08,0.0261
2.33135e-08,0.0180
2.33368e-08,0.0076
2.33601e-08,-0.0025
2.33833e-08,-0.0102
2.34066e-08,-0.0140
2.34299e-08,-0.0134
2.34531e-08,-0.0088
2.34764e-08,-0.0015
2.34997e-08,0.0068
2.35229e-08,0.0144
2.35462e-08,0.0196
2.35695e-08,0.0211
2.35927e-08,0.0185
2.36160e-08,0.0122
2.36393e-08,0.0035
2.36625e-08,-0.0052
2.36858e-08,-0.0084
2.37091e-08,0.0053
2.37323e-08,0.0501
2.37556e-08,0.1187
2.37789e-08,0.2024
2.38021e-08,0.2995
2.38254e-08,0.4003
2.38487e-08,0.4924
2.38719e-08,0.5623
2.38952e-08,0.6139
2.39185e-08,0.6594
2.39417e-08,0.7002
2.39650e-08,0.7396
2.39883e-08,0.7884
2.40115e-08,0.8544
2.40348e-08,0.9337
2.40581e-08,1.0153
2.40813e-08,1.0934
2.41046e-08,1.1647
2.41279e-08,1.2215
2.41511e-08,1.2582
2.41744e-08,1.2760
2.41977e-08,1.2796
2.42209e-08,1.2706
2.42442e-08,1.2502
2.42675e-08,1.2251
2.42907e-08,1.2045
2.43140e-08,1.1945
2.43373e-08,1.1970
2.43605e-08,1.2118
2.43838e-08,1.2354
2.44071e-08,1.2595
2.44303e-08,1.2751
2.44536e-08,1.2758
2.44769e-08,1.2601
2.45002e-08,1.2309
2.45234e-08,1.1946
2.45467e-08,1.1587
