.HEADER
..NAMES
Time,V U2.G3&F3
6.0262e-09,0.5482
6.0494e-09,0.5372
6.0727e-09,0.5338
6.0960e-09,0.5284
6.1192e-09,0.5189
6.1425e-09,0.5109
6.1658e-09,0.5106
6.1890e-09,0.5216
6.2123e-09,0.5537
6.2356e-09,0.6209
6.2588e-09,0.7191
6.2821e-09,0.8253
6.3054e-09,0.9140
6.3286e-09,0.9803
6.3519e-09,1.0361
6.3752e-09,1.0936
6.3984e-09,1.1502
6.4217e-09,1.1932
6.4450e-09,1.2140
6.4682e-09,1.2141
6.4915e-09,1.2060
6.5148e-09,1.2019
6.5380e-09,1.2045
6.5613e-09,1.2079
6.5846e-09,1.2043
6.6078e-09,1.1880
6.6311e-09,1.1500
6.6544e-09,1.0825
6.6776e-09,0.9935
6.7009e-09,0.9024
6.7242e-09,0.8281
6.7474e-09,0.7711
6.7707e-09,0.7202
6.7940e-09,0.6656
6.8172e-09,0.6117
6.8405e-09,0.5693
6.8638e-09,0.5450
6.8870e-09,0.5364
6.9103e-09,0.5332
6.9336e-09,0.5268
6.9568e-09,0.5169
6.9801e-09,0.5101
7.0034e-09,0.5118
7.0266e-09,0.5257
7.0499e-09,0.5641
7.0732e-09,0.6388
7.0964e-09,0.7409
7.1197e-09,0.8454
7.1430e-09,0.9292
7.1662e-09,0.9921
7.1895e-09,1.0476
7.2128e-09,1.1056
7.2360e-09,1.1606
7.2593e-09,1.1996
7.2826e-09,1.2156
7.3058e-09,1.2128
7.3291e-09,1.2046
7.3524e-09,1.2020
7.3756e-09,1.2053
7.3989e-09,1.2080
7.4222e-09,1.2022
7.4454e-09,1.1826
7.4687e-09,1.1387
7.4920e-09,1.0659
7.5152e-09,0.9747
7.5385e-09,0.8859
7.5618e-09,0.8157
7.5850e-09,0.7609
7.6083e-09,0.7098
7.6316e-09,0.6545
7.6548e-09,0.6021
7.6781e-09,0.5630
7.7014e-09,0.5424
7.7246e-09,0.5359
7.7479e-09,0.5325
7.7712e-09,0.5250
7.7944e-09,0.5151
7.8177e-09,0.5096
7.8410e-09,0.5134
7.8642e-09,0.5309
7.8875e-09,0.5760
7.9108e-09,0.6578
7.9340e-09,0.7628
7.9573e-09,0.8645
7.9806e-09,0.9434
8.0038e-09,1.0036
8.0271e-09,1.0591
8.0504e-09,1.1174
8.0736e-09,1.1703
8.0969e-09,1.2049
8.1202e-09,1.2163
8.1435e-09,1.2112
8.1667e-09,1.2035
8.1900e-09,1.2023
8.2133e-09,1.2062
8.2365e-09,1.2077
8.2598e-09,1.1996
8.2831e-09,1.1761
8.3063e-09,1.1263
8.3296e-09,1.0485
8.3529e-09,0.9560
8.3761e-09,0.8702
8.3994e-09,0.8039
8.4227e-09,0.7510
8.4459e-09,0.6992
8.4692e-09,0.6435
8.4925e-09,0.5931
8.5157e-09,0.5575
8.5390e-09,0.5405
8.5623e-09,0.5355
8.5855e-09,0.5315
8.6088e-09,0.5231
8.6321e-09,0.5135
8.6553e-09,0.5096
8.6786e-09,0.5155
8.7019e-09,0.5371
8.7251e-09,0.5895
8.7484e-09,0.6775
8.7717e-09,0.7840
8.7949e-09,0.8820
8.8182e-09,0.9563
8.8415e-09,1.0144
8.8647e-09,1.0705
8.8880e-09,1.1288
8.9113e-09,1.1788
8.9345e-09,1.2089
8.9578e-09,1.2161
8.9811e-09,1.2095
9.0043e-09,1.2027
9.0276e-09,1.2029
9.0509e-09,1.2069
9.0741e-09,1.2070
9.0974e-09,1.1964
9.1207e-09,1.1686
9.1439e-09,1.1127
9.1672e-09,1.0305
9.1905e-09,0.9377
9.2137e-09,0.8555
9.2370e-09,0.7928
9.2603e-09,0.7410
9.2835e-09,0.6883
9.3068e-09,0.6327
9.3301e-09,0.5846
9.3533e-09,0.5527
9.3766e-09,0.5389
9.3999e-09,0.5349
9.4231e-09,0.5302
9.4464e-09,0.5211
9.4697e-09,0.5120
9.4929e-09,0.5099
9.5162e-09,0.5182
9.5395e-09,0.5446
9.5627e-09,0.6044
9.5860e-09,0.6978
9.6093e-09,0.8047
9.6325e-09,0.8983
9.6558e-09,0.9684
9.6791e-09,1.0252
9.7023e-09,1.0819
9.7256e-09,1.1397
9.7489e-09,1.1864
9.7721e-09,1.2119
9.7954e-09,1.2154
9.8187e-09,1.2077
9.8419e-09,1.2022
9.8652e-09,1.2037
9.8885e-09,1.2075
9.9117e-09,1.2059
9.9350e-09,1.1926
9.9583e-09,1.1599
9.9815e-09,1.0981
1.00048e-08,1.0121
1.00281e-08,0.9199
1.00513e-08,0.8417
1.00746e-08,0.7821
1.00979e-08,0.7309
1.01211e-08,0.6772
1.01444e-08,0.6222
1.01677e-08,0.5768
1.01909e-08,0.5487
1.02142e-08,0.5378
1.02375e-08,0.5343
1.02607e-08,0.5287
1.02840e-08,0.5190
1.03073e-08,0.5109
1.03305e-08,0.5107
1.03538e-08,0.5216
1.03771e-08,0.5535
1.04003e-08,0.6206
1.04236e-08,0.7185
1.04469e-08,0.8247
1.04702e-08,0.9135
1.04934e-08,0.9799
1.05167e-08,1.0359
1.05400e-08,1.0934
1.05632e-08,1.1500
1.05865e-08,1.1931
1.06098e-08,1.2139
1.06330e-08,1.2142
1.06563e-08,1.2061
1.06796e-08,1.2020
1.07028e-08,1.2045
1.07261e-08,1.2079
1.07494e-08,1.2043
1.07726e-08,1.1881
1.07959e-08,1.1500
1.08192e-08,1.0825
1.08424e-08,0.9936
1.08657e-08,0.9027
1.08890e-08,0.8287
1.09122e-08,0.7717
1.09355e-08,0.7207
1.09588e-08,0.6660
1.09820e-08,0.6121
1.10053e-08,0.5698
1.10286e-08,0.5454
1.10518e-08,0.5369
1.10751e-08,0.5335
1.10984e-08,0.5270
1.11216e-08,0.5171
1.11449e-08,0.5102
1.11682e-08,0.5119
1.11914e-08,0.5258
1.12147e-08,0.5638
1.12380e-08,0.6380
1.12612e-08,0.7395
1.12845e-08,0.8439
1.13078e-08,0.9278
1.13310e-08,0.9911
1.13543e-08,1.0468
1.13776e-08,1.1048
1.14008e-08,1.1598
1.14241e-08,1.1989
1.14474e-08,1.2152
1.14706e-08,1.2127
1.14939e-08,1.2048
1.15172e-08,1.2021
1.15404e-08,1.2054
1.15637e-08,1.2079
1.15870e-08,1.2022
1.16102e-08,1.1827
1.16335e-08,1.1389
1.16568e-08,1.0660
1.16800e-08,0.9750
1.17033e-08,0.8864
1.17266e-08,0.8164
1.17498e-08,0.7616
1.17731e-08,0.7103
1.17964e-08,0.6548
1.18196e-08,0.6025
1.18429e-08,0.5634
1.18662e-08,0.5428
1.18894e-08,0.5362
1.19127e-08,0.5326
1.19360e-08,0.5251
1.19592e-08,0.5152
1.19825e-08,0.5098
1.20058e-08,0.5136
1.20290e-08,0.5309
1.20523e-08,0.5756
1.20756e-08,0.6565
1.20988e-08,0.7606
1.21221e-08,0.8621
1.21454e-08,0.9414
1.21686e-08,1.0022
1.21919e-08,1.0580
1.22152e-08,1.1162
1.22384e-08,1.1690
1.22617e-08,1.2038
1.22850e-08,1.2158
1.23082e-08,1.2112
1.23315e-08,1.2037
1.23548e-08,1.2025
1.23780e-08,1.2062
1.24013e-08,1.2077
1.24246e-08,1.1997
1.24478e-08,1.1764
1.24711e-08,1.1266
1.24944e-08,1.0488
1.25176e-08,0.9565
1.25409e-08,0.8709
1.25642e-08,0.8047
1.25874e-08,0.7515
1.26107e-08,0.6996
1.26340e-08,0.6438
1.26572e-08,0.5934
1.26805e-08,0.5578
1.27038e-08,0.5407
1.27270e-08,0.5356
1.27503e-08,0.5315
1.27736e-08,0.5231
1.27968e-08,0.5136
1.28201e-08,0.5098
1.28434e-08,0.5157
1.28667e-08,0.5370
1.28899e-08,0.5888
1.29132e-08,0.6758
1.29365e-08,0.7815
1.29597e-08,0.8793
1.29830e-08,0.9542
1.30063e-08,1.0129
1.30295e-08,1.0691
1.30528e-08,1.1273
1.30761e-08,1.1773
1.30993e-08,1.2078
1.31226e-08,1.2156
1.31459e-08,1.2095
1.31691e-08,1.2029
1.31924e-08,1.2031
1.32157e-08,1.2069
1.32389e-08,1.2070
1.32622e-08,1.1965
1.32855e-08,1.1690
1.33087e-08,1.1131
1.33320e-08,1.0309
1.33553e-08,0.9382
1.33785e-08,0.8562
1.34018e-08,0.7935
1.34251e-08,0.7414
1.34483e-08,0.6886
1.34716e-08,0.6329
1.34949e-08,0.5849
1.35181e-08,0.5530
1.35414e-08,0.5391
1.35647e-08,0.5349
1.35879e-08,0.5301
1.36112e-08,0.5211
1.36345e-08,0.5122
1.36577e-08,0.5101
1.36810e-08,0.5184
1.37043e-08,0.5444
1.37275e-08,0.6035
1.37508e-08,0.6959
1.37741e-08,0.8021
1.37973e-08,0.8956
1.38206e-08,0.9663
1.38439e-08,1.0236
1.38671e-08,1.0804
1.38904e-08,1.1381
1.39137e-08,1.1849
1.39369e-08,1.2108
1.39602e-08,1.2149
1.39835e-08,1.2078
1.40067e-08,1.2024
1.40300e-08,1.2038
1.40533e-08,1.2075
1.40765e-08,1.2059
1.40998e-08,1.1928
1.41231e-08,1.1604
1.41463e-08,1.0986
1.41696e-08,1.0126
1.41929e-08,0.9203
1.42161e-08,0.8422
1.42394e-08,0.7826
1.42627e-08,0.7312
1.42859e-08,0.6773
1.43092e-08,0.6223
1.43325e-08,0.5770
1.43557e-08,0.5488
1.43790e-08,0.5377
1.44023e-08,0.5342
1.44255e-08,0.5286
1.44488e-08,0.5190
1.44721e-08,0.5111
1.44953e-08,0.5109
1.45186e-08,0.5217
1.45419e-08,0.5531
1.45651e-08,0.6195
1.45884e-08,0.7165
1.46117e-08,0.8221
1.46349e-08,0.9111
1.46582e-08,0.9780
1.46815e-08,1.0345
1.47047e-08,1.0919
1.47280e-08,1.1485
1.47513e-08,1.1917
1.47745e-08,1.2130
1.47978e-08,1.2139
1.48211e-08,1.2062
1.48443e-08,1.2021
1.48676e-08,1.2046
1.48909e-08,1.2079
1.49141e-08,1.2044
1.49374e-08,1.1884
1.49607e-08,1.1505
1.49839e-08,1.0830
1.50072e-08,0.9940
1.50305e-08,0.9031
1.50537e-08,0.8291
1.50770e-08,0.7720
1.51003e-08,0.7208
1.51236e-08,0.6660
1.51468e-08,0.6121
1.51701e-08,0.5698
1.51934e-08,0.5454
1.52166e-08,0.5367
1.52399e-08,0.5333
1.52632e-08,0.5268
1.52864e-08,0.5170
1.53097e-08,0.5103
1.53330e-08,0.5121
1.53562e-08,0.5258
1.53795e-08,0.5633
1.54028e-08,0.6368
1.54260e-08,0.7374
1.54493e-08,0.8414
1.54726e-08,0.9256
1.54958e-08,0.9894
1.55191e-08,1.0454
1.55424e-08,1.1034
1.55656e-08,1.1583
1.55889e-08,1.1976
1.56122e-08,1.2145
1.56354e-08,1.2125
1.56587e-08,1.2049
1.56820e-08,1.2022
1.57052e-08,1.2054
1.57285e-08,1.2080
1.57518e-08,1.2024
1.57750e-08,1.1831
1.57983e-08,1.1394
1.58216e-08,1.0665
1.58448e-08,0.9753
1.58681e-08,0.8867
1.58914e-08,0.8167
1.59146e-08,0.7617
1.59379e-08,0.7102
1.59612e-08,0.6547
1.59844e-08,0.6024
1.60077e-08,0.5633
1.60310e-08,0.5426
1.60542e-08,0.5359
1.60775e-08,0.5324
1.61008e-08,0.5250
1.61240e-08,0.5152
1.61473e-08,0.5099
1.61706e-08,0.5137
1.61938e-08,0.5308
1.62171e-08,0.5750
1.62404e-08,0.6551
1.62636e-08,0.7585
1.62869e-08,0.8597
1.63102e-08,0.9393
1.63334e-08,1.0005
1.63567e-08,1.0565
1.63800e-08,1.1148
1.64032e-08,1.1675
1.64265e-08,1.2027
1.64498e-08,1.2151
1.64730e-08,1.2110
1.64963e-08,1.2038
1.65196e-08,1.2026
1.65428e-08,1.2062
1.65661e-08,1.2077
1.65894e-08,1.1999
1.66126e-08,1.1768
1.66359e-08,1.1271
1.66592e-08,1.0492
1.66824e-08,0.9568
1.67057e-08,0.8712
1.67290e-08,0.8049
1.67522e-08,0.7516
1.67755e-08,0.6995
1.67988e-08,0.6436
1.68220e-08,0.5933
1.68453e-08,0.5577
1.68686e-08,0.5405
1.68918e-08,0.5353
1.69151e-08,0.5312
1.69384e-08,0.5230
1.69616e-08,0.5136
1.69849e-08,0.5099
1.70082e-08,0.5158
1.70314e-08,0.5369
1.70547e-08,0.5881
1.70780e-08,0.6743
1.71012e-08,0.7794
1.71245e-08,0.8771
1.71478e-08,0.9523
1.71710e-08,1.0115
1.71943e-08,1.0678
1.72176e-08,1.1260
1.72408e-08,1.1760
1.72641e-08,1.2068
1.72874e-08,1.2152
1.73106e-08,1.2094
1.73339e-08,1.2030
1.73572e-08,1.2031
1.73804e-08,1.2070
1.74037e-08,1.2071
1.74270e-08,1.1968
1.74502e-08,1.1694
1.74735e-08,1.1137
1.74968e-08,1.0315
1.75201e-08,0.9388
1.75433e-08,0.8566
1.75666e-08,0.7938
1.75899e-08,0.7415
1.76131e-08,0.6886
1.76364e-08,0.6329
1.76597e-08,0.5849
1.76829e-08,0.5529
1.77062e-08,0.5389
1.77295e-08,0.5347
1.77527e-08,0.5299
1.77760e-08,0.5210
1.77993e-08,0.5123
1.78225e-08,0.5102
1.78458e-08,0.5184
1.78691e-08,0.5441
1.78923e-08,0.6026
1.79156e-08,0.6942
1.79389e-08,0.7999
1.79621e-08,0.8936
1.79854e-08,0.9647
1.80087e-08,1.0223
1.80319e-08,1.0791
1.80552e-08,1.1367
1.80785e-08,1.1837
1.81017e-08,1.2100
1.81250e-08,1.2146
1.81483e-08,1.2078
1.81715e-08,1.2025
1.81948e-08,1.2038
1.82181e-08,1.2075
1.82413e-08,1.2060
1.82646e-08,1.1931
1.82879e-08,1.1609
1.83111e-08,1.0992
1.83344e-08,1.0133
1.83577e-08,0.9212
1.83809e-08,0.8429
1.84042e-08,0.7830
1.84275e-08,0.7314
1.84507e-08,0.6775
1.84740e-08,0.6225
1.84973e-08,0.5771
1.85205e-08,0.5488
1.85438e-08,0.5376
1.85671e-08,0.5339
1.85903e-08,0.5284
1.86136e-08,0.5190
1.86369e-08,0.5112
1.86601e-08,0.5109
1.86834e-08,0.5217
1.87067e-08,0.5527
1.87299e-08,0.6185
1.87532e-08,0.7147
1.87765e-08,0.8199
1.87997e-08,0.9091
1.88230e-08,0.9764
1.88463e-08,1.0331
1.88695e-08,1.0905
1.88928e-08,1.1471
1.89161e-08,1.1905
1.89393e-08,1.2123
1.89626e-08,1.2136
1.89859e-08,1.2062
1.90091e-08,1.2022
1.90324e-08,1.2046
1.90557e-08,1.2078
1.90789e-08,1.2045
1.91022e-08,1.1887
1.91255e-08,1.1511
1.91487e-08,1.0838
1.91720e-08,0.9950
1.91953e-08,0.9042
1.92185e-08,0.8300
1.92418e-08,0.7725
1.92651e-08,0.7211
1.92883e-08,0.6663
1.93116e-08,0.6124
1.93349e-08,0.5700
1.93581e-08,0.5454
1.93814e-08,0.5366
1.94047e-08,0.5331
1.94279e-08,0.5267
1.94512e-08,0.5170
1.94745e-08,0.5104
1.94977e-08,0.5121
1.95210e-08,0.5257
1.95443e-08,0.5628
1.95675e-08,0.6355
1.95908e-08,0.7355
1.96141e-08,0.8392
1.96373e-08,0.9237
1.96606e-08,0.9879
1.96839e-08,1.0440
1.97071e-08,1.1020
1.97304e-08,1.1569
1.97537e-08,1.1965
1.97769e-08,1.2138
1.98002e-08,1.2123
1.98235e-08,1.2049
1.98468e-08,1.2022
1.98700e-08,1.2054
1.98933e-08,1.2079
1.99166e-08,1.2025
1.99398e-08,1.1835
1.99631e-08,1.1401
1.99864e-08,1.0675
2.00096e-08,0.9765
2.00329e-08,0.8879
2.00562e-08,0.8176
2.00794e-08,0.7623
2.01027e-08,0.7107
2.01260e-08,0.6552
2.01492e-08,0.6029
2.01725e-08,0.5637
2.01958e-08,0.5427
2.02190e-08,0.5358
2.02423e-08,0.5321
2.02656e-08,0.5248
2.02888e-08,0.5152
2.03121e-08,0.5099
2.03354e-08,0.5136
2.03586e-08,0.5306
2.03819e-08,0.5743
2.04052e-08,0.6536
2.04284e-08,0.7565
2.04517e-08,0.8577
2.04750e-08,0.9377
2.04982e-08,0.9992
2.05215e-08,1.0552
2.05448e-08,1.1133
2.05680e-08,1.1662
2.05913e-08,1.2017
2.06146e-08,1.2146
2.06378e-08,1.2109
2.06611e-08,1.2038
2.06844e-08,1.2025
2.07076e-08,1.2061
2.07309e-08,1.2077
2.07542e-08,1.2001
2.07774e-08,1.1773
2.08007e-08,1.1279
2.08240e-08,1.0504
2.08472e-08,0.9581
2.08705e-08,0.8724
2.08938e-08,0.8058
2.09170e-08,0.7521
2.09403e-08,0.6999
2.09636e-08,0.6442
2.09868e-08,0.5938
2.10101e-08,0.5580
2.10334e-08,0.5405
2.10566e-08,0.5351
2.10799e-08,0.5310
2.11032e-08,0.5229
2.11264e-08,0.5136
2.11497e-08,0.5099
2.11730e-08,0.5157
2.11962e-08,0.5365
2.12195e-08,0.5873
2.12428e-08,0.6727
2.12660e-08,0.7775
2.12893e-08,0.8754
2.13126e-08,0.9510
2.13358e-08,1.0103
2.13591e-08,1.0665
2.13824e-08,1.1245
2.14056e-08,1.1748
2.14289e-08,1.2060
2.14522e-08,1.2148
2.14754e-08,1.2093
2.14987e-08,1.2029
2.15220e-08,1.2030
2.15452e-08,1.2068
2.15685e-08,1.2071
2.15918e-08,1.1971
2.16150e-08,1.1700
2.16383e-08,1.1146
2.16616e-08,1.0326
2.16848e-08,0.9400
2.17081e-08,0.8576
2.17314e-08,0.7943
2.17546e-08,0.7419
2.17779e-08,0.6889
2.18012e-08,0.6334
2.18244e-08,0.5853
2.18477e-08,0.5530
2.18710e-08,0.5387
2.18942e-08,0.5344
2.19175e-08,0.5297
2.19408e-08,0.5210
2.19640e-08,0.5123
2.19873e-08,0.5102
2.20106e-08,0.5182
2.20338e-08,0.5437
2.20571e-08,0.6017
2.20804e-08,0.6926
2.21037e-08,0.7982
2.21269e-08,0.8922
2.21502e-08,0.9636
2.21735e-08,1.0212
2.21967e-08,1.0779
2.22200e-08,1.1354
2.22433e-08,1.1826
2.22665e-08,1.2094
2.22898e-08,1.2144
2.23131e-08,1.2078
2.23363e-08,1.2023
2.23596e-08,1.2036
2.23829e-08,1.2074
2.24061e-08,1.2061
2.24294e-08,1.1935
2.24527e-08,1.1615
2.24759e-08,1.1002
2.24992e-08,1.0145
2.25225e-08,0.9222
2.25457e-08,0.8437
2.25690e-08,0.7833
2.25923e-08,0.7317
2.26155e-08,0.6778
2.26388e-08,0.6229
2.26621e-08,0.5773
2.26853e-08,0.5487
2.27086e-08,0.5373
2.27319e-08,0.5336
2.27551e-08,0.5282
2.27784e-08,0.5190
2.28017e-08,0.5112
2.28249e-08,0.5109
2.28482e-08,0.5214
2.28715e-08,0.5522
2.28947e-08,0.6174
2.29180e-08,0.7131
2.29413e-08,0.8183
2.29645e-08,0.9080
2.29878e-08,0.9756
2.30111e-08,1.0322
2.30343e-08,1.0894
2.30576e-08,1.1459
2.30809e-08,1.1897
2.31041e-08,1.2119
2.31274e-08,1.2136
2.31507e-08,1.2062
2.31739e-08,1.2021
2.31972e-08,1.2044
2.32205e-08,1.2077
2.32437e-08,1.2047
2.32670e-08,1.1891
2.32903e-08,1.1518
2.33135e-08,1.0849
2.33368e-08,0.9961
2.33601e-08,0.9052
2.33833e-08,0.8305
2.34066e-08,0.7727
2.34299e-08,0.7213
2.34531e-08,0.6667
2.34764e-08,0.6128
2.34997e-08,0.5701
2.35229e-08,0.5452
2.35462e-08,0.5362
2.35695e-08,0.5328
2.35927e-08,0.5266
2.36160e-08,0.5171
2.36393e-08,0.5104
2.36625e-08,0.5120
2.36858e-08,0.5254
2.37091e-08,0.5621
2.37323e-08,0.6342
2.37556e-08,0.7339
2.37789e-08,0.8377
2.38021e-08,0.9228
2.38254e-08,0.9873
2.38487e-08,1.0432
2.38719e-08,1.1008
2.38952e-08,1.1558
2.39185e-08,1.1959
2.39417e-08,1.2136
2.39650e-08,1.2124
2.39883e-08,1.2049
2.40115e-08,1.2020
2.40348e-08,1.2051
2.40581e-08,1.2079
2.40813e-08,1.2027
2.41046e-08,1.1840
2.41279e-08,1.1409
2.41511e-08,1.0687
2.41744e-08,0.9778
2.41977e-08,0.8888
2.42209e-08,0.8180
2.42442e-08,0.7624
2.42675e-08,0.7108
2.42907e-08,0.6556
2.43140e-08,0.6032
2.43373e-08,0.5637
2.43605e-08,0.5424
2.43838e-08,0.5353
2.44071e-08,0.5319
2.44303e-08,0.5248
2.44536e-08,0.5153
2.44769e-08,0.5099
2.45002e-08,0.5135
2.45234e-08,0.5302
2.45467e-08,0.5735
2.45700e-08,0.6521
2.45932e-08,0.7548
2.46165e-08,0.8563
2.46398e-08,0.9369
2.46630e-08,0.9986
2.46863e-08,1.0543
2.47096e-08,1.1122
2.47328e-08,1.1651
2.47561e-08,1.2012
2.47794e-08,1.2146
2.48026e-08,1.2110
2.48259e-08,1.2038
2.48492e-08,1.2023
2.48724e-08,1.2059
2.48957e-08,1.2077
2.49190e-08,1.2003
2.49422e-08,1.1779
2.49655e-08,1.1289
2.49888e-08,1.0517
2.50120e-08,0.9594
