.HEADER
..NAMES
Time,V U2.B7&A7
.DATA
2.38952e-08,-0.5850
2.39185e-08,-0.6231
2.39417e-08,-0.6410
2.39650e-08,-0.6457
2.39883e-08,-0.6555
2.40115e-08,-0.6742
2.40348e-08,-0.6890
2.40581e-08,-0.6937
2.40813e-08,-0.6797
2.41046e-08,-0.6168
2.41279e-08,-0.4541
2.41511e-08,-0.2167
2.41744e-08,-0.0150
2.41977e-08,0.1326
2.42209e-08,0.2703
2.42442e-08,0.3960
2.42675e-08,0.4917
2.42907e-08,0.5462
2.43140e-08,0.5855
2.43373e-08,0.6236
2.43605e-08,0.6422
2.43838e-08,0.6450
2.44071e-08,0.6525
2.44303e-08,0.6721
2.44536e-08,0.6898
2.44769e-08,0.6949
2.45002e-08,0.6750
2.45234e-08,0.6036
2.45467e-08,0.4334
2.45700e-08,0.1981
2.45932e-08,0.0006
2.46165e-08,-0.1477
2.46398e-08,-0.2822
2.46630e-08,-0.4002
2.46863e-08,-0.4919
2.47096e-08,-0.5496
2.47328e-08,-0.5935
2.47561e-08,-0.6284
2.47794e-08,-0.6424
2.48026e-08,-0.6469
2.48259e-08,-0.6588
2.48492e-08,-0.6778
2.48724e-08,-0.6907
2.48957e-08,-0.6932
2.49190e-08,-0.6724
2.49422e-08,-0.5942
2.49655e-08,-0.4097
2.49888e-08,-0.1721
2.50120e-08,0.0169
2.50353e-08,0.1600
2.50586e-08,0.2967
2.50818e-08,0.4180
2.51051e-08,0.5054
2.51284e-08,0.5541
2.51516e-08,0.5937
2.51749e-08,0.6292
2.51982e-08,0.6434
2.52214e-08,0.6456
2.52447e-08,0.6557
2.52680e-08,0.6762
2.52912e-08,0.6920
2.53145e-08,0.6936
2.53378e-08,0.6662
2.53610e-08,0.5791
2.53843e-08,0.3888
2.54076e-08,0.1544
2.54308e-08,-0.0312
2.54541e-08,-0.1751
2.54774e-08,-0.3072
2.55006e-08,-0.4208
2.55239e-08,-0.5058
2.55472e-08,-0.5588
2.55704e-08,-0.6017
2.55937e-08,-0.6329
2.56170e-08,-0.6435
2.56402e-08,-0.6484
2.56635e-08,-0.6624
2.56868e-08,-0.6812
2.57100e-08,-0.6921
2.57333e-08,-0.6918
2.57566e-08,-0.6631
2.57798e-08,-0.5671
2.58031e-08,-0.3632
2.58264e-08,-0.1296
2.58496e-08,0.0470
2.58729e-08,0.1875
2.58962e-08,0.3223
2.59194e-08,0.4386
2.59427e-08,0.5176
2.59660e-08,0.5618
2.59892e-08,0.6018
2.60125e-08,0.6338
2.60358e-08,0.6442
2.60590e-08,0.6466
2.60823e-08,0.6593
2.61056e-08,0.6801
2.61288e-08,0.6936
2.61521e-08,0.6912
2.61754e-08,0.6553
2.61986e-08,0.5502
2.62219e-08,0.3424
2.62452e-08,0.1129
2.62684e-08,-0.0614
2.62917e-08,-0.2023
2.63150e-08,-0.3313
2.63382e-08,-0.4403
2.63615e-08,-0.5182
2.63848e-08,-0.5676
2.64080e-08,-0.6094
2.64313e-08,-0.6364
2.64546e-08,-0.6443
2.64778e-08,-0.6503
2.65011e-08,-0.6662
2.65244e-08,-0.6841
2.65476e-08,-0.6931
2.65709e-08,-0.6893
2.65942e-08,-0.6513
2.66174e-08,-0.5353
2.66407e-08,-0.3156
2.66640e-08,-0.0897
2.66872e-08,0.0757
2.67105e-08,0.2149
2.67338e-08,0.3472
2.67570e-08,0.4576
2.67803e-08,0.5281
2.68036e-08,0.5695
2.68269e-08,0.6096
2.68501e-08,0.6375
2.68734e-08,0.6447
2.68967e-08,0.6480
2.69199e-08,0.6633
2.69432e-08,0.6837
2.69665e-08,0.6948
2.69897e-08,0.6875
2.70130e-08,0.6419
2.70363e-08,0.5168
2.70595e-08,0.2953
2.70828e-08,0.0740
2.71061e-08,-0.0902
2.71293e-08,-0.2289
2.71526e-08,-0.3546
2.71759e-08,-0.4585
2.71991e-08,-0.5294
2.72224e-08,-0.5763
2.72457e-08,-0.6165
2.72689e-08,-0.6392
2.72922e-08,-0.6451
2.73155e-08,-0.6527
2.73387e-08,-0.6700
2.73620e-08,-0.6867
2.73853e-08,-0.6937
2.74085e-08,-0.6855
2.74318e-08,-0.6366
2.74551e-08,-0.4987
2.74783e-08,-0.2682
2.75016e-08,-0.0525
2.75249e-08,0.1035
2.75481e-08,0.2420
2.75714e-08,0.3712
2.75947e-08,0.4749
2.76179e-08,0.5375
2.76412e-08,0.5774
2.76645e-08,0.6168
2.76877e-08,0.6403
2.77110e-08,0.6450
2.77343e-08,0.6500
2.77575e-08,0.6675
2.77808e-08,0.6868
2.78041e-08,0.6953
2.78273e-08,0.6824
2.78506e-08,0.6254
2.78739e-08,0.4790
2.78971e-08,0.2485
2.79204e-08,0.0374
2.79437e-08,-0.1184
2.79669e-08,-0.2550
2.79902e-08,-0.3770
2.80135e-08,-0.4754
2.80367e-08,-0.5397
2.80600e-08,-0.5848
2.80833e-08,-0.6228
2.81065e-08,-0.6412
2.81298e-08,-0.6461
2.81531e-08,-0.6555
2.81763e-08,-0.6739
2.81996e-08,-0.6888
2.82229e-08,-0.6939
2.82461e-08,-0.6804
2.82694e-08,-0.6188
2.82927e-08,-0.4583
2.83159e-08,-0.2217
2.83392e-08,-0.0179
2.83625e-08,0.1309
2.83857e-08,0.2686
2.84090e-08,0.3943
2.84323e-08,0.4906
2.84555e-08,0.5459
2.84788e-08,0.5854
2.85021e-08,0.6234
2.85253e-08,0.6424
2.85486e-08,0.6453
2.85719e-08,0.6525
2.85951e-08,0.6718
2.86184e-08,0.6896
2.86417e-08,0.6950
2.86649e-08,0.6758
2.86882e-08,0.6058
2.87115e-08,0.4377
2.87347e-08,0.2028
2.87580e-08,0.0032
2.87813e-08,-0.1460
2.88045e-08,-0.2805
2.88278e-08,-0.3986
2.88511e-08,-0.4909
2.88743e-08,-0.5494
2.88976e-08,-0.5932
2.89209e-08,-0.6282
2.89441e-08,-0.6427
2.89674e-08,-0.6472
2.89907e-08,-0.6587
2.90139e-08,-0.6775
2.90372e-08,-0.6906
2.90605e-08,-0.6934
2.90838e-08,-0.6733
2.91070e-08,-0.5966
2.91303e-08,-0.4142
2.91536e-08,-0.1766
2.91768e-08,0.0145
2.92001e-08,0.1583
2.92234e-08,0.2948
2.92466e-08,0.4164
2.92699e-08,0.5045
2.92932e-08,0.5539
2.93164e-08,0.5935
2.93397e-08,0.6291
2.93630e-08,0.6437
2.93862e-08,0.6458
2.94095e-08,0.6556
2.94328e-08,0.6760
2.94560e-08,0.6919
2.94793e-08,0.6938
2.95026e-08,0.6672
2.95258e-08,0.5817
2.95491e-08,0.3933
2.95724e-08,0.1587
2.95956e-08,-0.0291
2.96189e-08,-0.1735
2.96422e-08,-0.3054
2.96654e-08,-0.4193
2.96887e-08,-0.5050
2.97120e-08,-0.5586
2.97352e-08,-0.6014
2.97585e-08,-0.6327
2.97818e-08,-0.6438
2.98050e-08,-0.6487
2.98283e-08,-0.6622
2.98516e-08,-0.6808
2.98748e-08,-0.6920
2.98981e-08,-0.6921
2.99214e-08,-0.6642
2.99446e-08,-0.5699
2.99679e-08,-0.3675
2.99912e-08,-0.1333
3.00144e-08,0.0451
3.00377e-08,0.1859
3.00610e-08,0.3206
3.00842e-08,0.4373
3.01075e-08,0.5169
3.01308e-08,0.5616
3.01540e-08,0.6016
3.01773e-08,0.6339
3.02006e-08,0.6445
3.02238e-08,0.6467
3.02471e-08,0.6591
3.02704e-08,0.6799
3.02936e-08,0.6937
3.03169e-08,0.6915
3.03402e-08,0.6565
3.03634e-08,0.5530
3.03867e-08,0.3465
3.04100e-08,0.1159
3.04332e-08,-0.0601
3.04565e-08,-0.2009
3.04798e-08,-0.3298
3.05030e-08,-0.4393
3.05263e-08,-0.5179
3.05496e-08,-0.5676
3.05728e-08,-0.6091
3.05961e-08,-0.6364
3.06194e-08,-0.6447
3.06426e-08,-0.6505
3.06659e-08,-0.6660
3.06892e-08,-0.6839
3.07124e-08,-0.6932
3.07357e-08,-0.6898
3.07590e-08,-0.6526
3.07822e-08,-0.5380
3.08055e-08,-0.3193
3.08288e-08,-0.0921
3.08520e-08,0.0745
3.08753e-08,0.2137
3.08986e-08,0.3461
3.09218e-08,0.4569
3.09451e-08,0.5279
3.09684e-08,0.5694
3.09916e-08,0.6095
3.10149e-08,0.6378
3.10382e-08,0.6449
3.10614e-08,0.6479
3.10847e-08,0.6631
3.11080e-08,0.6837
3.11312e-08,0.6949
3.11545e-08,0.6880
3.11778e-08,0.6432
3.12010e-08,0.5196
3.12243e-08,0.2987
3.12476e-08,0.0755
3.12708e-08,-0.0897
3.12941e-08,-0.2280
3.13174e-08,-0.3536
3.13406e-08,-0.4582
3.13639e-08,-0.5296
3.13872e-08,-0.5764
3.14105e-08,-0.6162
3.14337e-08,-0.6393
3.14570e-08,-0.6455
3.14803e-08,-0.6528
3.15035e-08,-0.6698
3.15268e-08,-0.6865
3.15501e-08,-0.6939
3.15733e-08,-0.6861
3.15966e-08,-0.6381
3.16199e-08,-0.5013
3.16431e-08,-0.2710
3.16664e-08,-0.0536
3.16897e-08,0.1030
3.17129e-08,0.2412
3.17362e-08,0.3707
3.17595e-08,0.4748
3.17827e-08,0.5374
3.18060e-08,0.5773
3.18293e-08,0.6168
3.18525e-08,0.6408
3.18758e-08,0.6451
3.18991e-08,0.6498
3.19223e-08,0.6674
3.19456e-08,0.6870
3.19689e-08,0.6955
3.19921e-08,0.6829
3.20154e-08,0.6269
3.20387e-08,0.4817
3.20619e-08,0.2511
3.20852e-08,0.0377
3.21085e-08,-0.1184
3.21317e-08,-0.2543
3.21550e-08,-0.3764
3.21783e-08,-0.4755
3.22015e-08,-0.5402
3.22248e-08,-0.5850
3.22481e-08,-0.6225
3.22713e-08,-0.6414
3.22946e-08,-0.6464
3.23179e-08,-0.6555
3.23411e-08,-0.6736
3.23644e-08,-0.6887
3.23877e-08,-0.6941
3.24109e-08,-0.6810
3.24342e-08,-0.6201
3.24575e-08,-0.4603
3.24807e-08,-0.2234
3.25040e-08,-0.0179
3.25273e-08,0.1309
3.25505e-08,0.2682
3.25738e-08,0.3943
3.25971e-08,0.4907
3.26203e-08,0.5460
3.26436e-08,0.5853
3.26669e-08,0.6235
3.26901e-08,0.6428
3.27134e-08,0.6453
3.27367e-08,0.6522
3.27599e-08,0.6717
3.27832e-08,0.6899
3.28065e-08,0.6953
3.28297e-08,0.6762
3.28530e-08,0.6070
3.28763e-08,0.4398
3.28995e-08,0.2042
3.29228e-08,0.0024
3.29461e-08,-0.1465
3.29693e-08,-0.2800
3.29926e-08,-0.3985
3.30159e-08,-0.4914
3.30391e-08,-0.5501
3.30624e-08,-0.5933
3.30857e-08,-0.6280
3.31089e-08,-0.6429
3.31322e-08,-0.6475
3.31555e-08,-0.6586
3.31787e-08,-0.6773
3.32020e-08,-0.6906
3.32253e-08,-0.6937
3.32485e-08,-0.6740
3.32718e-08,-0.5979
3.32951e-08,-0.4157
3.33183e-08,-0.1773
3.33416e-08,0.0152
3.33649e-08,0.1587
3.33881e-08,0.2948
3.34114e-08,0.4168
3.34347e-08,0.5049
3.34579e-08,0.5540
3.34812e-08,0.5934
3.35045e-08,0.6293
3.35277e-08,0.6441
3.35510e-08,0.6457
3.35743e-08,0.6552
3.35975e-08,0.6760
3.36208e-08,0.6923
3.36441e-08,0.6941
3.36673e-08,0.6677
3.36906e-08,0.5830
3.37139e-08,0.3950
3.37372e-08,0.1589
3.37604e-08,-0.0305
3.37837e-08,-0.1741
3.38070e-08,-0.3051
3.38302e-08,-0.4196
3.38535e-08,-0.5059
3.38768e-08,-0.5593
3.39000e-08,-0.6013
3.39233e-08,-0.6325
3.39466e-08,-0.6440
3.39698e-08,-0.6489
3.39931e-08,-0.6621
3.40164e-08,-0.6807
3.40396e-08,-0.6922
3.40629e-08,-0.6928
3.40862e-08,-0.6654
3.41094e-08,-0.5713
3.41327e-08,-0.3688
3.41560e-08,-0.1333
3.41792e-08,0.0461
3.42025e-08,0.1862
3.42258e-08,0.3208
3.42490e-08,0.4379
3.42723e-08,0.5172
3.42956e-08,0.5617
3.43188e-08,0.6015
3.43421e-08,0.6342
3.43654e-08,0.6448
3.43886e-08,0.6464
3.44119e-08,0.6588
3.44352e-08,0.6801
3.44584e-08,0.6942
3.44817e-08,0.6921
3.45050e-08,0.6575
3.45282e-08,0.5546
3.45515e-08,0.3482
3.45748e-08,0.1159
3.45980e-08,-0.0614
3.46213e-08,-0.2012
3.46446e-08,-0.3294
3.46678e-08,-0.4397
3.46911e-08,-0.5187
3.47144e-08,-0.5682
3.47376e-08,-0.6089
3.47609e-08,-0.6362
3.47842e-08,-0.6449
3.48074e-08,-0.6506
3.48307e-08,-0.6658
3.48540e-08,-0.6837
3.48772e-08,-0.6934
3.49005e-08,-0.6905
3.49238e-08,-0.6539
3.49470e-08,-0.5394
3.49703e-08,-0.3205
3.49936e-08,-0.0918
3.50168e-08,0.0755
3.50401e-08,0.2138
3.50634e-08,0.3462
3.50866e-08,0.4574
3.51099e-08,0.5281
3.51332e-08,0.5694
3.51564e-08,0.6094
3.51797e-08,0.6381
3.52030e-08,0.6451
3.52262e-08,0.6476
3.52495e-08,0.6628
3.52728e-08,0.6839
3.52960e-08,0.6954
3.53193e-08,0.6886
3.53426e-08,0.6443
3.53658e-08,0.5213
3.53891e-08,0.3003
3.54124e-08,0.0750
3.54356e-08,-0.0910
3.54589e-08,-0.2280
3.54822e-08,-0.3532
3.55054e-08,-0.4585
3.55287e-08,-0.5304
3.55520e-08,-0.5768
3.55752e-08,-0.6159
3.55985e-08,-0.6392
3.56218e-08,-0.6458
3.56450e-08,-0.6528
3.56683e-08,-0.6696
3.56916e-08,-0.6864
3.57148e-08,-0.6942
3.57381e-08,-0.6870
3.57614e-08,-0.6394
3.57846e-08,-0.5027
3.58079e-08,-0.2720
3.58312e-08,-0.0530
3.58544e-08,0.1039
3.58777e-08,0.2412
3.59010e-08,0.3708
3.59242e-08,0.4752
3.59475e-08,0.5376
3.59708e-08,0.5772
3.59940e-08,0.6168
3.60173e-08,0.6411
3.60406e-08,0.6452
3.60638e-08,0.6494
3.60871e-08,0.6672
3.61104e-08,0.6874
3.61337e-08,0.6960
3.61569e-08,0.6837
3.61802e-08,0.6282
3.62035e-08,0.4834
3.62267e-08,0.2522
3.62500e-08,0.0367
3.62733e-08,-0.1196
3.62965e-08,-0.2542
3.63198e-08,-0.3763
3.63431e-08,-0.4760
3.63663e-08,-0.5411
3.63896e-08,-0.5852
3.64129e-08,-0.6222
3.64361e-08,-0.6414
3.64594e-08,-0.6467
3.64827e-08,-0.6555
3.65059e-08,-0.6734
3.65292e-08,-0.6888
3.65525e-08,-0.6946
3.65757e-08,-0.6820
3.65990e-08,-0.6214
3.66223e-08,-0.4617
3.66455e-08,-0.2241
3.66688e-08,-0.0170
3.66921e-08,0.1318
3.67153e-08,0.2681
3.67386e-08,0.3945
3.67619e-08,0.4912
3.67851e-08,0.5462
3.68084e-08,0.5852
3.68317e-08,0.6235
3.68549e-08,0.6432
3.68782e-08,0.6454
3.69015e-08,0.6518
3.69247e-08,0.6716
3.69480e-08,0.6903
3.69713e-08,0.6959
3.69945e-08,0.6771
3.70178e-08,0.6085
3.70411e-08,0.4417
3.70643e-08,0.2051
3.70876e-08,0.0012
3.71109e-08,-0.1474
3.71341e-08,-0.2797
3.71574e-08,-0.3985
3.71807e-08,-0.4920
3.72039e-08,-0.5509
3.72272e-08,-0.5934
3.72505e-08,-0.6277
3.72737e-08,-0.6431
3.72970e-08,-0.6477
3.73203e-08,-0.6585
3.73435e-08,-0.6771
3.73668e-08,-0.6907
3.73901e-08,-0.6943
3.74133e-08,-0.6751
3.74366e-08,-0.5994
3.74599e-08,-0.4174
3.74831e-08,-0.1778
3.75064e-08,0.0162
3.75297e-08,0.1593
3.75529e-08,0.2945
3.75762e-08,0.4170
3.75995e-08,0.5053
3.76227e-08,0.5542
3.76460e-08,0.5933
3.76693e-08,0.6295
3.76925e-08,0.6445
3.77158e-08,0.6457
3.77391e-08,0.6549
3.77623e-08,0.6760
3.77856e-08,0.6927
3.78089e-08,0.6947
3.78321e-08,0.6687
3.78554e-08,0.5847
3.78787e-08,0.3970
3.79019e-08,0.1595
3.79252e-08,-0.0318
3.79485e-08,-0.1747
3.79717e-08,-0.3046
3.79950e-08,-0.4197
3.80183e-08,-0.5065
3.80415e-08,-0.5600
3.80648e-08,-0.6012
3.80881e-08,-0.6324
3.81113e-08,-0.6443
3.81346e-08,-0.6491
3.81579e-08,-0.6619
3.81811e-08,-0.6805
3.82044e-08,-0.6924
3.82277e-08,-0.6932
3.82509e-08,-0.6662
3.82742e-08,-0.5726
3.82975e-08,-0.3705
3.83207e-08,-0.1335
3.83440e-08,0.0472
3.83673e-08,0.1866
3.83905e-08,0.3205
3.84138e-08,0.4382
3.84371e-08,0.5177
3.84603e-08,0.5619
3.84836e-08,0.6014
3.85069e-08,0.6344
3.85302e-08,0.6452
3.85534e-08,0.6463
3.85767e-08,0.6585
3.86000e-08,0.6802
3.86232e-08,0.6945
3.86465e-08,0.6925
3.86698e-08,0.6582
3.86930e-08,0.5563
3.87163e-08,0.3501
3.87396e-08,0.1158
3.87628e-08,-0.0628
3.87861e-08,-0.2015
3.88094e-08,-0.3289
3.88326e-08,-0.4399
3.88559e-08,-0.5196
3.88792e-08,-0.5687
3.89024e-08,-0.6087
3.89257e-08,-0.6362
3.89490e-08,-0.6453
3.89722e-08,-0.6507
3.89955e-08,-0.6656
3.90188e-08,-0.6836
3.90420e-08,-0.6936
3.90653e-08,-0.6910
3.90886e-08,-0.6547
3.91118e-08,-0.5410
3.91351e-08,-0.3222
3.91584e-08,-0.0916
3.91816e-08,0.0766
3.92049e-08,0.2139
3.92282e-08,0.3460
3.92514e-08,0.4577
3.92747e-08,0.5286
3.92980e-08,0.5695
3.93212e-08,0.6093
3.93445e-08,0.6384
3.93678e-08,0.6454
3.93910e-08,0.6474
3.94143e-08,0.6625
3.94376e-08,0.6841
3.94608e-08,0.6958
3.94841e-08,0.6889
3.95074e-08,0.6451
3.95306e-08,0.5231
3.95539e-08,0.3021
3.95772e-08,0.0745
3.96004e-08,-0.0924
3.96237e-08,-0.2280
3.96470e-08,-0.3528
3.96702e-08,-0.4589
3.96935e-08,-0.5313
3.97168e-08,-0.5771
3.97400e-08,-0.6156
3.97633e-08,-0.6393
3.97866e-08,-0.6461
3.98098e-08,-0.6528
3.98331e-08,-0.6693
3.98564e-08,-0.6864
3.98796e-08,-0.6945
3.99029e-08,-0.6875
3.99262e-08,-0.6403
3.99494e-08,-0.5045
3.99727e-08,-0.2736
3.99960e-08,-0.0525
4.00192e-08,0.1050
4.00425e-08,0.2412
4.00658e-08,0.3708
4.00890e-08,0.4756
4.01123e-08,0.5381
4.01356e-08,0.5774
4.01588e-08,0.6167
4.01821e-08,0.6414
4.02054e-08,0.6455
4.02286e-08,0.6491
4.02519e-08,0.6669
4.02752e-08,0.6875
4.02984e-08,0.6963
4.03217e-08,0.6840
4.03450e-08,0.6291
4.03682e-08,0.4855
4.03915e-08,0.2540
4.04148e-08,0.0360
4.04380e-08,-0.1207
4.04613e-08,-0.2539
4.04846e-08,-0.3760
4.05078e-08,-0.4765
4.05311e-08,-0.5419
4.05544e-08,-0.5853
4.05776e-08,-0.6220
4.06009e-08,-0.6416
4.06242e-08,-0.6470
4.06474e-08,-0.6553
4.06707e-08,-0.6731
4.06940e-08,-0.6888
4.07173e-08,-0.6948
4.07405e-08,-0.6824
4.07638e-08,-0.6224
4.07871e-08,-0.4637
4.08103e-08,-0.2256
4.08336e-08,-0.0166
4.08569e-08,0.1324
4.08801e-08,0.2679
4.09034e-08,0.3944
4.09267e-08,0.4915
4.09499e-08,0.5466
4.09732e-08,0.5852
4.09965e-08,0.6235
4.10197e-08,0.6434
4.10430e-08,0.6454
4.10663e-08,0.6514
4.10895e-08,0.6714
4.11128e-08,0.6904
4.11361e-08,0.6960
4.11593e-08,0.6773
4.11826e-08,0.6096
4.12059e-08,0.4442
4.12291e-08,0.2070
4.12524e-08,0.0011
4.12757e-08,-0.1476
4.12989e-08,-0.2789
4.13222e-08,-0.3980
4.13455e-08,-0.4923
4.13687e-08,-0.5513
4.13920e-08,-0.5932
4.14153e-08,-0.6274
4.14385e-08,-0.6433
4.14618e-08,-0.6479
4.14851e-08,-0.6583
4.15083e-08,-0.6767
4.15316e-08,-0.6907
4.15549e-08,-0.6945
4.15781e-08,-0.6755
4.16014e-08,-0.6006
4.16247e-08,-0.4206
4.16479e-08,-0.1810
4.16712e-08,0.0150
4.16945e-08,0.1586
4.17177e-08,0.2933
4.17410e-08,0.4161
4.17643e-08,0.5050
4.17875e-08,0.5543
4.18108e-08,0.5931
4.18341e-08,0.6292
4.18573e-08,0.6446
4.18806e-08,0.6457
4.19039e-08,0.6545
4.19271e-08,0.6756
4.19504e-08,0.6926
4.19737e-08,0.6948
4.19969e-08,0.6690
4.20202e-08,0.5862
4.20435e-08,0.4013
4.20667e-08,0.1638
4.20900e-08,-0.0296
4.21133e-08,-0.1732
4.21365e-08,-0.3026
4.21598e-08,-0.4181
4.21831e-08,-0.5057
4.22063e-08,-0.5598
4.22296e-08,-0.6007
4.22529e-08,-0.6320
4.22761e-08,-0.6445
4.22994e-08,-0.6492
4.23227e-08,-0.6616
4.23459e-08,-0.6801
4.23692e-08,-0.6922
4.23925e-08,-0.6932
4.24157e-08,-0.6665
4.24390e-08,-0.5744
4.24623e-08,-0.3753
4.24855e-08,-0.1380
4.25088e-08,0.0448
4.25321e-08,0.1847
4.25553e-08,0.3181
4.25786e-08,0.4362
4.26019e-08,0.5170
4.26251e-08,0.5617
4.26484e-08,0.6008
4.26717e-08,0.6340
4.26949e-08,0.6453
4.27182e-08,0.6465
4.27415e-08,0.6581
4.27647e-08,0.6797
4.27880e-08,0.6943
4.28113e-08,0.6925
4.28345e-08,0.6586
4.28578e-08,0.5582
4.28811e-08,0.3548
4.29043e-08,0.1201
4.29276e-08,-0.0602
4.29509e-08,-0.1993
4.29742e-08,-0.3266
4.29974e-08,-0.4382
4.30207e-08,-0.5186
4.30440e-08,-0.5681
4.30672e-08,-0.6080
4.30905e-08,-0.6360
4.31138e-08,-0.6455
4.31370e-08,-0.6507
4.31603e-08,-0.6651
4.31836e-08,-0.6833
4.32068e-08,-0.6935
4.32301e-08,-0.6909
4.32534e-08,-0.6551
4.32766e-08,-0.5433
4.32999e-08,-0.3272
4.33232e-08,-0.0958
4.33464e-08,0.0742
4.33697e-08,0.2116
4.33930e-08,0.3435
4.34162e-08,0.4558
4.34395e-08,0.5278
4.34628e-08,0.5691
4.34860e-08,0.6085
4.35093e-08,0.6380
4.35326e-08,0.6455
4.35558e-08,0.6474
4.35791e-08,0.6621
4.36024e-08,0.6836
4.36256e-08,0.6955
4.36489e-08,0.6889
4.36722e-08,0.6457
4.36954e-08,0.5255
4.37187e-08,0.3067
4.37420e-08,0.0785
4.37652e-08,-0.0895
4.37885e-08,-0.2255
4.38118e-08,-0.3506
4.38350e-08,-0.4572
4.38583e-08,-0.5302
4.38816e-08,-0.5763
4.39048e-08,-0.6150
4.39281e-08,-0.6391
4.39514e-08,-0.6462
4.39746e-08,-0.6526
4.39979e-08,-0.6689
4.40212e-08,-0.6861
4.40444e-08,-0.6943
4.40677e-08,-0.6874
4.40910e-08,-0.6408
4.41142e-08,-0.5072
4.41375e-08,-0.2782
4.41608e-08,-0.0564
4.41840e-08,0.1024
4.42073e-08,0.2385
4.42306e-08,0.3684
4.42538e-08,0.4739
4.42771e-08,0.5374
4.43004e-08,0.5767
4.43236e-08,0.6159
4.43469e-08,0.6410
4.43702e-08,0.6455
4.43934e-08,0.6490
4.44167e-08,0.6665
4.44400e-08,0.6870
4.44632e-08,0.6961
4.44865e-08,0.6840
4.45098e-08,0.6298
4.45330e-08,0.4881
4.45563e-08,0.2582
4.45796e-08,0.0399
4.46028e-08,-0.1178
4.46261e-08,-0.2514
4.46494e-08,-0.3739
4.46726e-08,-0.4748
4.46959e-08,-0.5408
4.47192e-08,-0.5844
4.47424e-08,-0.6214
4.47657e-08,-0.6414
4.47890e-08,-0.6469
4.48122e-08,-0.6550
4.48355e-08,-0.6727
4.48588e-08,-0.6885
4.48820e-08,-0.6946
4.49053e-08,-0.6823
4.49286e-08,-0.6231
4.49518e-08,-0.4667
4.49751e-08,-0.2297
4.49984e-08,-0.0201
4.50216e-08,0.1299
4.50449e-08,0.2653
4.50682e-08,0.3923
4.50914e-08,0.4901
4.51147e-08,0.5459
4.51380e-08,0.5846
4.51612e-08,0.6228
4.51845e-08,0.6431
4.52078e-08,0.6454
4.52310e-08,0.6513
4.52543e-08,0.6710
4.52776e-08,0.6900
4.53008e-08,0.6958
4.53241e-08,0.6774
4.53474e-08,0.6104
4.53707e-08,0.4467
4.53939e-08,0.2103
4.54172e-08,0.0041
4.54405e-08,-0.1453
4.54637e-08,-0.2769
4.54870e-08,-0.3964
4.55103e-08,-0.4910
4.55335e-08,-0.5504
4.55568e-08,-0.5925
4.55801e-08,-0.6271
4.56033e-08,-0.6432
4.56266e-08,-0.6478
4.56499e-08,-0.6580
4.56731e-08,-0.6765
4.56964e-08,-0.6906
4.57197e-08,-0.6943
4.57429e-08,-0.6755
4.57662e-08,-0.6013
4.57895e-08,-0.4224
4.58127e-08,-0.1826
4.58360e-08,0.0134
4.58593e-08,0.1570
4.58825e-08,0.2918
4.59058e-08,0.4150
4.59291e-08,0.5045
4.59523e-08,0.5538
4.59756e-08,0.5925
4.59989e-08,0.6288
4.60221e-08,0.6444
4.60454e-08,0.6456
4.60687e-08,0.6543
4.60919e-08,0.6754
4.61152e-08,0.6924
4.61385e-08,0.6947
4.61617e-08,0.6691
4.61850e-08,0.5868
4.62083e-08,0.4020
4.62315e-08,0.1639
4.62548e-08,-0.0289
4.62781e-08,-0.1722
4.63013e-08,-0.3019
4.63246e-08,-0.4179
4.63479e-08,-0.5056
4.63711e-08,-0.5593
4.63944e-08,-0.6003
4.64177e-08,-0.6319
4.64409e-08,-0.6444
4.64642e-08,-0.6489
4.64875e-08,-0.6613
4.65107e-08,-0.6800
4.65340e-08,-0.6922
4.65573e-08,-0.6931
4.65805e-08,-0.6666
4.66038e-08,-0.5749
4.66271e-08,-0.3755
4.66503e-08,-0.1376
4.66736e-08,0.0444
4.66969e-08,0.1839
4.67201e-08,0.3179
4.67434e-08,0.4364
4.67667e-08,0.5169
4.67899e-08,0.5612
4.68132e-08,0.6005
4.68365e-08,0.6339
4.68597e-08,0.6451
4.68830e-08,0.6460
4.69063e-08,0.6579
4.69295e-08,0.6797
4.69528e-08,0.6943
4.69761e-08,0.6924
4.69993e-08,0.6587
4.70226e-08,0.5587
4.70459e-08,0.3549
4.70691e-08,0.1197
4.70924e-08,-0.0598
4.71157e-08,-0.1986
4.71389e-08,-0.3264
4.71622e-08,-0.4382
4.71855e-08,-0.5186
4.72087e-08,-0.5678
4.72320e-08,-0.6078
4.72553e-08,-0.6358
4.72785e-08,-0.6452
4.73018e-08,-0.6504
4.73251e-08,-0.6650
4.73483e-08,-0.6832
4.73716e-08,-0.6934
4.73949e-08,-0.6909
4.74181e-08,-0.6553
4.74414e-08,-0.5436
4.74647e-08,-0.3269
4.74879e-08,-0.0953
4.75112e-08,0.0737
4.75345e-08,0.2108
4.75577e-08,0.3436
4.75810e-08,0.4561
4.76043e-08,0.5278
4.76275e-08,0.5686
4.76508e-08,0.6083
4.76741e-08,0.6380
4.76973e-08,0.6452
4.77206e-08,0.6470
4.77439e-08,0.6619
4.77672e-08,0.6836
4.77904e-08,0.6955
4.78137e-08,0.6888
4.78370e-08,0.6458
4.78602e-08,0.5259
4.78835e-08,0.3066
4.79068e-08,0.0782
4.79300e-08,-0.0890
4.79533e-08,-0.2248
