.HEADER
..NAMES
Time,V U2.R7
4.4207e-09,0.0037
4.4440e-09,0.0167
4.4673e-09,0.0267
4.4905e-09,0.0324
4.5138e-09,0.0348
4.5371e-09,0.0352
4.5603e-09,0.0333
4.5836e-09,0.0276
4.6069e-09,0.0174
4.6301e-09,0.0045
4.6534e-09,-0.0068
4.6767e-09,-0.0129
4.6999e-09,-0.0130
4.7232e-09,-0.0094
4.7465e-09,-0.0048
4.7697e-09,-0.0001
4.7930e-09,0.0043
4.8163e-09,0.0085
4.8395e-09,0.0116
4.8628e-09,0.0127
4.8861e-09,0.0112
4.9093e-09,0.0066
4.9326e-09,-0.0006
4.9559e-09,-0.0085
4.9791e-09,-0.0142
5.0024e-09,-0.0156
5.0257e-09,-0.0131
5.0489e-09,-0.0085
5.0722e-09,-0.0039
5.0955e-09,0.0001
5.1187e-09,0.0042
5.1420e-09,0.0086
5.1653e-09,0.0126
5.1885e-09,0.0145
5.2118e-09,0.0136
5.2351e-09,0.0100
5.2583e-09,0.0052
5.2816e-09,0.0005
5.3049e-09,-0.0027
5.3281e-09,-0.0038
5.3514e-09,-0.0023
5.3747e-09,0.0080
5.3979e-09,0.0440
5.4212e-09,0.1351
5.4445e-09,0.2658
5.4677e-09,0.3914
5.4910e-09,0.5131
5.5143e-09,0.6527
5.5375e-09,0.7968
5.5608e-09,0.9252
5.5841e-09,1.0349
5.6073e-09,1.1211
5.6306e-09,1.1820
5.6539e-09,1.2192
5.6771e-09,1.2388
5.7004e-09,1.2515
5.7237e-09,1.2645
5.7469e-09,1.2837
5.7702e-09,1.3070
5.7935e-09,1.3247
5.8168e-09,1.3306
5.8400e-09,1.3274
5.8633e-09,1.3232
5.8866e-09,1.3212
5.9098e-09,1.3097
5.9331e-09,1.2749
5.9564e-09,1.2260
5.9796e-09,1.1787
6.0029e-09,1.1362
6.0262e-09,1.0989
6.0494e-09,1.0723
6.0727e-09,1.0589
6.0960e-09,1.0562
6.1192e-09,1.0611
6.1425e-09,1.0716
6.1658e-09,1.0876
6.1890e-09,1.1085
6.2123e-09,1.1314
6.2356e-09,1.1504
6.2588e-09,1.1584
6.2821e-09,1.1556
6.3054e-09,1.1501
6.3286e-09,1.1501
6.3519e-09,1.1578
6.3752e-09,1.1685
6.3984e-09,1.1783
6.4217e-09,1.1897
6.4450e-09,1.2056
6.4682e-09,1.2235
6.4915e-09,1.2403
6.5148e-09,1.2551
6.5380e-09,1.2660
6.5613e-09,1.2696
6.5846e-09,1.2641
6.6078e-09,1.2514
6.6311e-09,1.2362
6.6544e-09,1.2230
6.6776e-09,1.2134
6.7009e-09,1.2060
6.7242e-09,1.1985
6.7474e-09,1.1920
6.7707e-09,1.1900
6.7940e-09,1.1940
6.8172e-09,1.2012
6.8405e-09,1.2068
6.8638e-09,1.2079
6.8870e-09,1.2049
6.9103e-09,1.1993
6.9336e-09,1.1919
6.9568e-09,1.1844
6.9801e-09,1.1791
7.0034e-09,1.1766
7.0266e-09,1.1759
7.0499e-09,1.1760
7.0732e-09,1.1778
7.0964e-09,1.1829
7.1197e-09,1.1916
7.1430e-09,1.2019
7.1662e-09,1.2104
7.1895e-09,1.2146
7.2128e-09,1.2148
7.2360e-09,1.2132
7.2593e-09,1.2114
7.2826e-09,1.2093
7.3058e-09,1.2064
7.3291e-09,1.2030
7.3524e-09,1.2002
7.3756e-09,1.1987
7.3989e-09,1.1990
7.4222e-09,1.2016
7.4454e-09,1.2061
7.4687e-09,1.2111
7.4920e-09,1.2141
7.5152e-09,1.2141
7.5385e-09,1.2116
7.5618e-09,1.2083
7.5850e-09,1.2054
7.6083e-09,1.2027
7.6316e-09,1.1996
7.6548e-09,1.1960
7.6781e-09,1.1929
7.7014e-09,1.1917
7.7246e-09,1.1928
7.7479e-09,1.1956
7.7712e-09,1.1990
7.7944e-09,1.2021
7.8177e-09,1.2043
7.8410e-09,1.2051
7.8642e-09,1.2048
7.8875e-09,1.2041
7.9108e-09,1.2034
7.9340e-09,1.2025
7.9573e-09,1.2007
7.9806e-09,1.1984
8.0038e-09,1.1966
8.0271e-09,1.1964
8.0504e-09,1.1981
8.0736e-09,1.2010
8.0969e-09,1.2037
8.1202e-09,1.2056
8.1435e-09,1.2065
8.1667e-09,1.2068
8.1900e-09,1.2066
8.2133e-09,1.2061
8.2365e-09,1.2051
8.2598e-09,1.2036
8.2831e-09,1.2018
8.3063e-09,1.1999
8.3296e-09,1.1986
8.3529e-09,1.1984
8.3761e-09,1.1995
8.3994e-09,1.2011
8.4227e-09,1.2024
8.4459e-09,1.2031
8.4692e-09,1.2034
8.4925e-09,1.2038
8.5157e-09,1.2041
8.5390e-09,1.2041
8.5623e-09,1.2034
8.5855e-09,1.2020
8.6088e-09,1.2004
8.6321e-09,1.1992
8.6553e-09,1.1987
8.6786e-09,1.1990
8.7019e-09,1.2000
8.7251e-09,1.2012
8.7484e-09,1.2022
8.7717e-09,1.2028
8.7949e-09,1.2032
8.8182e-09,1.2036
8.8415e-09,1.2039
8.8647e-09,1.2039
8.8880e-09,1.2033
8.9113e-09,1.2022
8.9345e-09,1.2011
8.9578e-09,1.2004
8.9811e-09,1.2004
9.0043e-09,1.2007
9.0276e-09,1.2012
9.0509e-09,1.2016
9.0741e-09,1.2020
9.0974e-09,1.2024
9.1207e-09,1.2029
9.1439e-09,1.2033
9.1672e-09,1.2035
9.1905e-09,1.2034
9.2137e-09,1.2027
9.2370e-09,1.2018
9.2603e-09,1.2010
9.2835e-09,1.2006
9.3068e-09,1.2006
9.3301e-09,1.2009
9.3533e-09,1.2012
9.3766e-09,1.2015
9.3999e-09,1.2018
9.4231e-09,1.2021
9.4464e-09,1.2026
9.4697e-09,1.2029
9.4929e-09,1.2026
9.5162e-09,1.1941
9.5395e-09,1.1612
9.5627e-09,1.0832
9.5860e-09,0.9506
9.6093e-09,0.8124
9.6325e-09,0.6869
9.6558e-09,0.5522
9.6791e-09,0.3976
9.7023e-09,0.2533
9.7256e-09,0.1304
9.7489e-09,0.0331
9.7721e-09,-0.0355
9.7954e-09,-0.0786
9.8187e-09,-0.1009
9.8419e-09,-0.1141
9.8652e-09,-0.1265
9.8885e-09,-0.1438
9.9117e-09,-0.1659
9.9350e-09,-0.1846
9.9583e-09,-0.1915
9.9815e-09,-0.1889
1.00048e-08,-0.1848
1.00281e-08,-0.1830
1.00513e-08,-0.1756
1.00746e-08,-0.1460
1.00979e-08,-0.0936
1.01211e-08,-0.0374
1.01444e-08,0.0123
1.01677e-08,0.0564
1.01909e-08,0.0933
1.02142e-08,0.1182
1.02375e-08,0.1317
1.02607e-08,0.1361
1.02840e-08,0.1331
1.03073e-08,0.1226
1.03305e-08,0.1049
1.03538e-08,0.0847
1.03771e-08,0.0758
1.04003e-08,0.1025
1.04236e-08,0.1942
1.04469e-08,0.3213
1.04702e-08,0.4383
1.04934e-08,0.5459
1.05167e-08,0.6703
1.05400e-08,0.7999
1.05632e-08,0.9167
1.05865e-08,1.0119
1.06098e-08,1.0804
1.06330e-08,1.1240
1.06563e-08,1.1468
1.06796e-08,1.1575
1.07028e-08,1.1685
1.07261e-08,1.1888
1.07494e-08,1.2218
1.07726e-08,1.2604
1.07959e-08,1.2908
1.08192e-08,1.3070
1.08424e-08,1.3143
1.08657e-08,1.3223
1.08890e-08,1.3317
1.09122e-08,1.3256
1.09355e-08,1.2896
1.09588e-08,1.2365
1.09820e-08,1.1856
1.10053e-08,1.1431
1.10286e-08,1.1099
1.10518e-08,1.0890
1.10751e-08,1.0809
1.10984e-08,1.0825
1.11216e-08,1.0898
1.11449e-08,1.1008
1.11682e-08,1.1166
1.11914e-08,1.1370
1.12147e-08,1.1579
1.12380e-08,1.1712
1.12612e-08,1.1696
1.12845e-08,1.1560
1.13078e-08,1.1422
1.13310e-08,1.1382
1.13543e-08,1.1452
1.13776e-08,1.1560
1.14008e-08,1.1656
1.14241e-08,1.1774
1.14474e-08,1.1950
1.14706e-08,1.2158
1.14939e-08,1.2362
1.15172e-08,1.2535
1.15404e-08,1.2649
1.15637e-08,1.2666
1.15870e-08,1.2575
1.16102e-08,1.2413
1.16335e-08,1.2245
1.16568e-08,1.2125
1.16800e-08,1.2060
1.17033e-08,1.2015
1.17266e-08,1.1960
1.17498e-08,1.1915
1.17731e-08,1.1924
1.17964e-08,1.2002
1.18196e-08,1.2107
1.18429e-08,1.2177
1.18662e-08,1.2177
1.18894e-08,1.2121
1.19127e-08,1.2034
1.19360e-08,1.1935
1.19592e-08,1.1845
1.19825e-08,1.1786
1.20058e-08,1.1728
1.20290e-08,1.1505
1.20523e-08,1.0953
1.20756e-08,0.9834
1.20988e-08,0.8495
1.21221e-08,0.7315
1.21454e-08,0.6172
1.21686e-08,0.4761
1.21919e-08,0.3269
1.22152e-08,0.1927
1.22384e-08,0.0800
1.22617e-08,-0.0037
1.22850e-08,-0.0601
1.23082e-08,-0.0934
1.23315e-08,-0.1127
1.23548e-08,-0.1274
1.23780e-08,-0.1429
1.24013e-08,-0.1617
1.24246e-08,-0.1785
1.24478e-08,-0.1838
1.24711e-08,-0.1780
1.24944e-08,-0.1706
1.25176e-08,-0.1694
1.25409e-08,-0.1702
1.25642e-08,-0.1556
1.25874e-08,-0.1140
1.26107e-08,-0.0603
1.26340e-08,-0.0117
1.26572e-08,0.0302
1.26805e-08,0.0675
1.27038e-08,0.0971
1.27270e-08,0.1175
1.27503e-08,0.1299
1.27736e-08,0.1345
1.27968e-08,0.1309
1.28201e-08,0.1177
1.28434e-08,0.0972
1.28667e-08,0.0749
1.28899e-08,0.0593
1.29132e-08,0.0564
1.29365e-08,0.0620
1.29597e-08,0.0655
1.29830e-08,0.0604
1.30063e-08,0.0494
1.30295e-08,0.0396
1.30528e-08,0.0336
1.30761e-08,0.0256
1.30993e-08,0.0109
1.31226e-08,-0.0079
1.31459e-08,-0.0273
1.31691e-08,-0.0449
1.31924e-08,-0.0577
1.32157e-08,-0.0623
1.32389e-08,-0.0582
1.32622e-08,-0.0485
1.32855e-08,-0.0382
1.33087e-08,-0.0300
1.33320e-08,-0.0231
1.33553e-08,-0.0146
1.33785e-08,-0.0037
1.34018e-08,0.0056
1.34251e-08,0.0079
1.34483e-08,0.0029
1.34716e-08,-0.0045
1.34949e-08,-0.0087
1.35181e-08,-0.0075
1.35414e-08,-0.0028
1.35647e-08,0.0031
1.35879e-08,0.0094
1.36112e-08,0.0153
1.36345e-08,0.0197
1.36577e-08,0.0231
1.36810e-08,0.0266
1.37043e-08,0.0297
1.37275e-08,0.0303
1.37508e-08,0.0260
1.37741e-08,0.0172
1.37973e-08,0.0073
1.38206e-08,0.0002
1.38439e-08,-0.0026
1.38671e-08,-0.0029
1.38904e-08,-0.0034
1.39137e-08,-0.0044
1.39369e-08,-0.0045
1.39602e-08,-0.0025
1.39835e-08,0.0012
1.40067e-08,0.0048
1.40300e-08,0.0067
1.40533e-08,0.0062
1.40765e-08,0.0029
1.40998e-08,-0.0022
1.41231e-08,-0.0069
1.41463e-08,-0.0092
1.41696e-08,-0.0086
1.41929e-08,-0.0068
1.42161e-08,-0.0053
1.42394e-08,-0.0044
1.42627e-08,-0.0029
1.42859e-08,0.0005
1.43092e-08,0.0051
1.43325e-08,0.0091
1.43557e-08,0.0107
1.43790e-08,0.0098
1.44023e-08,0.0075
1.44255e-08,0.0050
1.44488e-08,0.0031
1.44721e-08,0.0020
1.44953e-08,0.0014
1.45186e-08,0.0010
1.45419e-08,0.0006
1.45651e-08,0.0003
1.45884e-08,0.0011
1.46117e-08,0.0033
1.46349e-08,0.0063
1.46582e-08,0.0084
1.46815e-08,0.0084
1.47047e-08,0.0065
1.47280e-08,0.0039
1.47513e-08,0.0019
1.47745e-08,0.0008
1.47978e-08,0.0002
1.48211e-08,-0.0006
1.48443e-08,-0.0015
1.48676e-08,-0.0019
1.48909e-08,-0.0016
1.49141e-08,-0.0003
1.49374e-08,0.0016
1.49607e-08,0.0036
1.49839e-08,0.0048
1.50072e-08,0.0047
1.50305e-08,0.0038
1.50537e-08,0.0027
1.50770e-08,0.0022
1.51003e-08,0.0020
1.51236e-08,0.0017
1.51468e-08,0.0008
1.51701e-08,-0.0002
1.51934e-08,-0.0005
1.52166e-08,0.0001
1.52399e-08,0.0017
1.52632e-08,0.0034
1.52864e-08,0.0045
1.53097e-08,0.0049
1.53330e-08,0.0046
1.53562e-08,0.0062
1.53795e-08,0.0210
1.54028e-08,0.0736
1.54260e-08,0.1834
1.54493e-08,0.3122
1.54726e-08,0.4317
1.54958e-08,0.5559
1.55191e-08,0.7010
1.55424e-08,0.8445
1.55656e-08,0.9715
1.55889e-08,1.0770
1.56122e-08,1.1563
1.56354e-08,1.2082
1.56587e-08,1.2364
1.56820e-08,1.2510
1.57052e-08,1.2610
1.57285e-08,1.2740
1.57518e-08,1.2927
1.57750e-08,1.3119
1.57983e-08,1.3223
1.58216e-08,1.3224
1.58448e-08,1.3184
1.58681e-08,1.3181
1.58914e-08,1.3180
1.59146e-08,1.3009
1.59379e-08,1.2600
1.59612e-08,1.2104
1.59844e-08,1.1647
1.60077e-08,1.1239
1.60310e-08,1.0894
1.60542e-08,1.0662
1.60775e-08,1.0549
1.61008e-08,1.0529
1.61240e-08,1.0584
1.61473e-08,1.0708
1.61706e-08,1.0903
1.61938e-08,1.1148
1.62171e-08,1.1396
1.62404e-08,1.1566
1.62636e-08,1.1607
1.62869e-08,1.1560
1.63102e-08,1.1519
1.63334e-08,1.1552
1.63567e-08,1.1644
1.63800e-08,1.1736
1.64032e-08,1.1815
1.64265e-08,1.1926
1.64498e-08,1.2087
1.64730e-08,1.2267
1.64963e-08,1.2439
1.65196e-08,1.2588
1.65428e-08,1.2684
1.65661e-08,1.2693
1.65894e-08,1.2611
1.66126e-08,1.2473
1.66359e-08,1.2328
1.66592e-08,1.2210
1.66824e-08,1.2119
1.67057e-08,1.2033
1.67290e-08,1.1941
1.67522e-08,1.1876
1.67755e-08,1.1876
1.67988e-08,1.1938
1.68220e-08,1.2018
1.68453e-08,1.2067
1.68686e-08,1.2066
1.68918e-08,1.2029
1.69151e-08,1.1970
1.69384e-08,1.1899
1.69616e-08,1.1834
1.69849e-08,1.1791
1.70082e-08,1.1717
1.70314e-08,1.1442
1.70547e-08,1.0786
1.70780e-08,0.9568
1.71012e-08,0.8244
1.71245e-08,0.7089
1.71478e-08,0.5895
1.71710e-08,0.4437
1.71943e-08,0.2985
1.72176e-08,0.1706
1.72408e-08,0.0656
1.72641e-08,-0.0109
1.72874e-08,-0.0623
1.73106e-08,-0.0923
1.73339e-08,-0.1111
1.73572e-08,-0.1266
1.73804e-08,-0.1440
1.74037e-08,-0.1646
1.74270e-08,-0.1812
1.74502e-08,-0.1853
1.74735e-08,-0.1793
1.74968e-08,-0.1731
1.75201e-08,-0.1724
1.75433e-08,-0.1707
1.75666e-08,-0.1497
1.75899e-08,-0.1032
1.76131e-08,-0.0497
1.76364e-08,-0.0028
1.76597e-08,0.0383
1.76829e-08,0.0744
1.77062e-08,0.1016
1.77295e-08,0.1194
1.77527e-08,0.1291
1.77760e-08,0.1313
1.77993e-08,0.1257
1.78225e-08,0.1113
1.78458e-08,0.0916
1.78691e-08,0.0784
1.78923e-08,0.0956
1.79156e-08,0.1741
1.79389e-08,0.2973
1.79621e-08,0.4171
1.79854e-08,0.5221
1.80087e-08,0.6410
1.80319e-08,0.7722
1.80552e-08,0.8959
1.80785e-08,0.9984
1.81017e-08,1.0744
1.81250e-08,1.1236
1.81483e-08,1.1501
1.81715e-08,1.1618
1.81948e-08,1.1709
1.82181e-08,1.1878
1.82413e-08,1.2168
1.82646e-08,1.2533
1.82879e-08,1.2839
1.83111e-08,1.3009
1.83344e-08,1.3080
1.83577e-08,1.3158
1.83809e-08,1.3273
1.84042e-08,1.3275
1.84275e-08,1.2986
1.84507e-08,1.2475
1.84740e-08,1.1951
1.84973e-08,1.1514
1.85205e-08,1.1167
1.85438e-08,1.0929
1.85671e-08,1.0813
1.85903e-08,1.0799
1.86136e-08,1.0849
1.86369e-08,1.0944
1.86601e-08,1.1086
1.86834e-08,1.1175
1.87067e-08,1.1020
1.87299e-08,1.0287
1.87532e-08,0.8935
1.87765e-08,0.7481
1.87997e-08,0.6109
1.88230e-08,0.4659
1.88463e-08,0.3179
1.88695e-08,0.1897
1.88928e-08,0.0808
1.89161e-08,-0.0013
1.89393e-08,-0.0495
1.89626e-08,-0.0684
1.89859e-08,-0.0678
1.90091e-08,-0.0628
1.90324e-08,-0.0637
1.90557e-08,-0.0793
1.90789e-08,-0.1097
1.91022e-08,-0.1424
1.91255e-08,-0.1643
1.91487e-08,-0.1739
1.91720e-08,-0.1778
1.91953e-08,-0.1815
1.92185e-08,-0.1777
1.92418e-08,-0.1489
1.92651e-08,-0.0956
1.92883e-08,-0.0345
1.93116e-08,0.0245
1.93349e-08,0.0762
1.93581e-08,0.1127
1.93814e-08,0.1307
1.94047e-08,0.1344
1.94279e-08,0.1282
1.94512e-08,0.1154
1.94745e-08,0.0974
1.94977e-08,0.0757
1.95210e-08,0.0525
1.95443e-08,0.0335
1.95675e-08,0.0275
1.95908e-08,0.0373
1.96141e-08,0.0550
1.96373e-08,0.0685
1.96606e-08,0.0711
1.96839e-08,0.0641
1.97071e-08,0.0535
1.97304e-08,0.0403
1.97537e-08,0.0222
1.97769e-08,0.0001
1.98002e-08,-0.0229
1.98235e-08,-0.0453
1.98468e-08,-0.0637
1.98700e-08,-0.0732
1.98933e-08,-0.0706
1.99166e-08,-0.0573
1.99398e-08,-0.0384
1.99631e-08,-0.0204
1.99864e-08,-0.0077
2.00096e-08,0.0000
2.00329e-08,0.0058
2.00562e-08,0.0105
2.00794e-08,0.0114
2.01027e-08,0.0057
2.01260e-08,-0.0051
2.01492e-08,-0.0156
2.01725e-08,-0.0209
2.01958e-08,-0.0191
2.02190e-08,-0.0114
2.02423e-08,0.0001
2.02656e-08,0.0127
2.02888e-08,0.0228
2.03121e-08,0.0290
2.03354e-08,0.0323
2.03586e-08,0.0339
2.03819e-08,0.0335
2.04052e-08,0.0294
2.04284e-08,0.0205
2.04517e-08,0.0080
2.04750e-08,-0.0041
2.04982e-08,-0.0115
2.05215e-08,-0.0130
2.05448e-08,-0.0104
2.05680e-08,-0.0065
2.05913e-08,-0.0025
2.06146e-08,0.0016
2.06378e-08,0.0058
2.06611e-08,0.0095
2.06844e-08,0.0116
2.07076e-08,0.0113
2.07309e-08,0.0079
2.07542e-08,0.0013
2.07774e-08,-0.0066
2.08007e-08,-0.0129
2.08240e-08,-0.0153
2.08472e-08,-0.0137
2.08705e-08,-0.0097
2.08938e-08,-0.0055
2.09170e-08,-0.0019
2.09403e-08,0.0019
2.09636e-08,0.0063
2.09868e-08,0.0108
2.10101e-08,0.0136
2.10334e-08,0.0136
2.10566e-08,0.0107
2.10799e-08,0.0062
2.11032e-08,0.0015
2.11264e-08,-0.0020
2.11497e-08,-0.0036
2.11730e-08,-0.0033
2.11962e-08,-0.0020
2.12195e-08,-0.0004
2.12428e-08,0.0013
2.12660e-08,0.0037
2.12893e-08,0.0069
2.13126e-08,0.0100
2.13358e-08,0.0113
2.13591e-08,0.0101
2.13824e-08,0.0067
2.14056e-08,0.0026
2.14289e-08,-0.0007
2.14522e-08,-0.0026
2.14754e-08,-0.0034
2.14987e-08,-0.0034
2.15220e-08,-0.0030
2.15452e-08,-0.0021
2.15685e-08,-0.0006
2.15918e-08,0.0016
2.16150e-08,0.0041
2.16383e-08,0.0063
2.16616e-08,0.0071
2.16848e-08,0.0063
2.17081e-08,0.0043
2.17314e-08,0.0021
2.17546e-08,0.0005
2.17779e-08,-0.0003
2.18012e-08,-0.0008
2.18244e-08,-0.0012
2.18477e-08,-0.0013
2.18710e-08,-0.0007
2.18942e-08,0.0008
2.19175e-08,0.0030
2.19408e-08,0.0051
2.19640e-08,0.0063
2.19873e-08,0.0065
2.20106e-08,0.0055
2.20338e-08,0.0039
2.20571e-08,0.0025
2.20804e-08,0.0015
2.21037e-08,0.0009
2.21269e-08,0.0004
2.21502e-08,-0.0001
2.21735e-08,-0.0003
2.21967e-08,0.0001
2.22200e-08,0.0013
2.22433e-08,0.0028
2.22665e-08,0.0040
2.22898e-08,0.0046
2.23131e-08,0.0044
2.23363e-08,0.0038
2.23596e-08,0.0031
2.23829e-08,0.0024
2.24061e-08,0.0019
2.24294e-08,0.0012
2.24527e-08,0.0006
2.24759e-08,0.0001
2.24992e-08,-0.0000
2.25225e-08,0.0005
2.25457e-08,0.0016
2.25690e-08,0.0028
2.25923e-08,0.0037
2.26155e-08,0.0039
2.26388e-08,0.0037
2.26621e-08,0.0033
2.26853e-08,0.0029
2.27086e-08,0.0025
2.27319e-08,0.0021
2.27551e-08,0.0016
2.27784e-08,0.0011
2.28017e-08,0.0008
2.28249e-08,0.0009
2.28482e-08,0.0014
2.28715e-08,0.0021
2.28947e-08,0.0027
2.29180e-08,0.0031
2.29413e-08,0.0032
2.29645e-08,0.0031
2.29878e-08,0.0030
2.30111e-08,0.0029
2.30343e-08,0.0027
2.30576e-08,0.0023
2.30809e-08,0.0017
2.31041e-08,0.0012
2.31274e-08,0.0010
2.31507e-08,0.0012
2.31739e-08,0.0017
2.31972e-08,0.0022
2.32205e-08,0.0026
2.32437e-08,0.0028
2.32670e-08,0.0028
2.32903e-08,0.0028
2.33135e-08,0.0027
2.33368e-08,0.0027
2.33601e-08,0.0025
2.33833e-08,0.0021
2.34066e-08,0.0018
2.34299e-08,0.0015
2.34531e-08,0.0014
2.34764e-08,0.0016
2.34997e-08,0.0019
2.35229e-08,0.0022
2.35462e-08,0.0024
2.35695e-08,0.0025
2.35927e-08,0.0026
2.36160e-08,0.0027
2.36393e-08,0.0027
2.36625e-08,0.0027
2.36858e-08,0.0047
2.37091e-08,0.0197
2.37323e-08,0.0736
2.37556e-08,0.1835
2.37789e-08,0.3125
2.38021e-08,0.4323
2.38254e-08,0.5583
2.38487e-08,0.7034
2.38719e-08,0.8459
2.38952e-08,0.9714
2.39185e-08,1.0761
2.39417e-08,1.1549
2.39650e-08,1.2066
2.39883e-08,1.2350
2.40115e-08,1.2496
2.40348e-08,1.2597
2.40581e-08,1.2729
2.40813e-08,1.2923
2.41046e-08,1.3122
2.41279e-08,1.3233
2.41511e-08,1.3237
2.41744e-08,1.3197
2.41977e-08,1.3189
2.42209e-08,1.3179
2.42442e-08,1.2998
2.42675e-08,1.2588
2.42907e-08,1.2095
2.43140e-08,1.1640
2.43373e-08,1.1229
2.43605e-08,1.0884
2.43838e-08,1.0655
2.44071e-08,1.0548
2.44303e-08,1.0535
2.44536e-08,1.0593
2.44769e-08,1.0719
2.45002e-08,1.0883
2.45234e-08,1.0921
2.45467e-08,1.0626
2.45700e-08,0.9664
2.45932e-08,0.8312
2.46165e-08,0.6984
