.HEADER
..NAMES
Time,V U2.N3
.DATA
1.68220e-08,0.0247
1.68453e-08,0.0642
1.68686e-08,0.0949
1.68918e-08,0.1171
1.69151e-08,0.1310
1.69384e-08,0.1348
1.69616e-08,0.1280
1.69849e-08,0.1137
1.70082e-08,0.0973
1.70314e-08,0.0861
1.70547e-08,0.0940
1.70780e-08,0.1460
1.71012e-08,0.2501
1.71245e-08,0.3718
1.71478e-08,0.4868
1.71710e-08,0.6054
1.71943e-08,0.7344
1.72176e-08,0.8603
1.72408e-08,0.9714
1.72641e-08,1.0573
1.72874e-08,1.1122
1.73106e-08,1.1398
1.73339e-08,1.1539
1.73572e-08,1.1664
1.73804e-08,1.1840
1.74037e-08,1.2079
1.74270e-08,1.2375
1.74502e-08,1.2690
1.74735e-08,1.2949
1.74968e-08,1.3099
1.75201e-08,1.3172
1.75433e-08,1.3230
1.75666e-08,1.3250
1.75899e-08,1.3106
1.76131e-08,1.2731
1.76364e-08,1.2220
1.76597e-08,1.1717
1.76829e-08,1.1306
1.77062e-08,1.1015
1.77295e-08,1.0838
1.77527e-08,1.0748
1.77760e-08,1.0739
1.77993e-08,1.0825
1.78225e-08,1.0998
1.78458e-08,1.1150
1.78691e-08,1.1080
1.78923e-08,1.0542
1.79156e-08,0.9386
1.79389e-08,0.7976
1.79621e-08,0.6565
1.79854e-08,0.5086
1.80087e-08,0.3521
1.80319e-08,0.2123
1.80552e-08,0.0970
1.80785e-08,0.0103
1.81017e-08,-0.0459
1.81250e-08,-0.0722
1.81483e-08,-0.0790
1.81715e-08,-0.0777
1.81948e-08,-0.0777
1.82181e-08,-0.0864
1.82413e-08,-0.1059
1.82646e-08,-0.1324
1.82879e-08,-0.1556
1.83111e-08,-0.1697
1.83344e-08,-0.1774
1.83577e-08,-0.1836
1.83809e-08,-0.1845
1.84042e-08,-0.1673
1.84275e-08,-0.1248
1.84507e-08,-0.0659
1.84740e-08,-0.0039
1.84973e-08,0.0528
1.85205e-08,0.0981
1.85438e-08,0.1273
1.85671e-08,0.1404
1.85903e-08,0.1400
1.86136e-08,0.1284
1.86369e-08,0.1089
1.86601e-08,0.0863
1.86834e-08,0.0653
1.87067e-08,0.0561
1.87299e-08,0.0798
1.87532e-08,0.1630
1.87765e-08,0.2910
1.87997e-08,0.4247
1.88230e-08,0.5520
1.88463e-08,0.6858
1.88695e-08,0.8194
1.88928e-08,0.9392
1.89161e-08,1.0353
1.89393e-08,1.1013
1.89626e-08,1.1360
1.89859e-08,1.1492
1.90091e-08,1.1549
1.90324e-08,1.1640
1.90557e-08,1.1825
1.90789e-08,1.2117
1.91022e-08,1.2495
1.91255e-08,1.2874
1.91487e-08,1.3151
1.91720e-08,1.3287
1.91953e-08,1.3342
1.92185e-08,1.3367
1.92418e-08,1.3293
1.92651e-08,1.2998
1.92883e-08,1.2491
1.93116e-08,1.1912
1.93349e-08,1.1391
1.93581e-08,1.0997
1.93814e-08,1.0754
1.94047e-08,1.0646
1.94279e-08,1.0646
1.94512e-08,1.0742
1.94745e-08,1.0926
1.94977e-08,1.1147
1.95210e-08,1.1247
1.95443e-08,1.1026
1.95675e-08,1.0215
1.95908e-08,0.8880
1.96141e-08,0.7427
1.96373e-08,0.5968
1.96606e-08,0.4404
1.96839e-08,0.2867
1.97071e-08,0.1577
1.97304e-08,0.0559
1.97537e-08,-0.0150
1.97769e-08,-0.0552
1.98002e-08,-0.0691
1.98235e-08,-0.0702
1.98468e-08,-0.0678
1.98700e-08,-0.0716
1.98933e-08,-0.0860
1.99166e-08,-0.1116
1.99398e-08,-0.1412
1.99631e-08,-0.1645
1.99864e-08,-0.1785
2.00096e-08,-0.1869
2.00329e-08,-0.1918
2.00562e-08,-0.1854
2.00794e-08,-0.1557
2.01027e-08,-0.1027
2.01260e-08,-0.0393
2.01492e-08,0.0227
2.01725e-08,0.0764
2.01958e-08,0.1156
2.02190e-08,0.1373
2.02423e-08,0.1432
2.02656e-08,0.1359
2.02888e-08,0.1185
2.03121e-08,0.0957
2.03354e-08,0.0726
2.03586e-08,0.0552
2.03819e-08,0.0572
2.04052e-08,0.1050
2.04284e-08,0.2126
2.04517e-08,0.3477
2.04750e-08,0.4788
2.04982e-08,0.6087
2.05215e-08,0.7446
2.05448e-08,0.8731
2.05680e-08,0.9828
2.05913e-08,1.0654
2.06146e-08,1.1167
2.06378e-08,1.1398
2.06611e-08,1.1481
2.06844e-08,1.1545
2.07076e-08,1.1679
2.07309e-08,1.1918
2.07542e-08,1.2263
2.07774e-08,1.2665
2.08007e-08,1.3022
2.08240e-08,1.3244
2.08472e-08,1.3337
2.08705e-08,1.3375
2.08938e-08,1.3365
2.09170e-08,1.3199
2.09403e-08,1.2796
2.09636e-08,1.2236
2.09868e-08,1.1668
2.10101e-08,1.1196
2.10334e-08,1.0867
2.10566e-08,1.0688
2.10799e-08,1.0635
2.11032e-08,1.0682
2.11264e-08,1.0824
2.11497e-08,1.1039
2.11730e-08,1.1280
2.11962e-08,1.1494
2.12195e-08,1.1647
2.12428e-08,1.1712
2.12660e-08,1.1671
2.12893e-08,1.1541
2.13126e-08,1.1397
2.13358e-08,1.1332
2.13591e-08,1.1383
2.13824e-08,1.1511
2.14056e-08,1.1660
2.14289e-08,1.1819
2.14522e-08,1.2004
2.14754e-08,1.2222
2.14987e-08,1.2447
2.15220e-08,1.2630
2.15452e-08,1.2724
2.15685e-08,1.2709
2.15918e-08,1.2604
2.16150e-08,1.2448
2.16383e-08,1.2274
2.16616e-08,1.2115
2.16848e-08,1.1996
2.17081e-08,1.1927
2.17314e-08,1.1899
2.17546e-08,1.1903
2.17779e-08,1.1942
2.18012e-08,1.2020
2.18244e-08,1.2117
2.18477e-08,1.2188
2.18710e-08,1.2193
2.18942e-08,1.2127
2.19175e-08,1.2019
2.19408e-08,1.1910
2.19640e-08,1.1822
2.19873e-08,1.1762
2.20106e-08,1.1721
2.20338e-08,1.1700
2.20571e-08,1.1708
2.20804e-08,1.1752
2.21037e-08,1.1831
2.21269e-08,1.1935
2.21502e-08,1.2043
2.21735e-08,1.2132
2.21967e-08,1.2181
2.22200e-08,1.2182
2.22433e-08,1.2145
2.22665e-08,1.2094
2.22898e-08,1.2045
2.23131e-08,1.2004
2.23363e-08,1.1967
2.23596e-08,1.1939
2.23829e-08,1.1933
2.24061e-08,1.1960
2.24294e-08,1.2016
2.24527e-08,1.2082
2.24759e-08,1.2135
2.24992e-08,1.2161
2.25225e-08,1.2158
2.25457e-08,1.2133
2.25690e-08,1.2096
2.25923e-08,1.2055
2.26155e-08,1.2013
2.26388e-08,1.1973
2.26621e-08,1.1936
2.26853e-08,1.1906
2.27086e-08,1.1893
2.27319e-08,1.1904
2.27551e-08,1.1940
2.27784e-08,1.1988
2.28017e-08,1.2031
2.28249e-08,1.2050
2.28482e-08,1.1963
2.28715e-08,1.1624
2.28947e-08,1.0812
2.29180e-08,0.9499
2.29413e-08,0.8094
2.29645e-08,0.6745
2.29878e-08,0.5287
2.30111e-08,0.3712
2.30343e-08,0.2272
2.30576e-08,0.1063
2.30809e-08,0.0164
2.31041e-08,-0.0437
2.31274e-08,-0.0790
2.31507e-08,-0.1022
2.31739e-08,-0.1200
2.31972e-08,-0.1364
2.32205e-08,-0.1530
2.32437e-08,-0.1714
2.32670e-08,-0.1892
2.32903e-08,-0.1995
2.33135e-08,-0.2002
2.33368e-08,-0.1960
2.33601e-08,-0.1918
2.33833e-08,-0.1821
2.34066e-08,-0.1541
2.34299e-08,-0.1043
2.34531e-08,-0.0455
2.34764e-08,0.0100
2.34997e-08,0.0574
2.35229e-08,0.0953
2.35462e-08,0.1223
2.35695e-08,0.1385
2.35927e-08,0.1432
2.36160e-08,0.1358
2.36393e-08,0.1196
2.36625e-08,0.1004
2.36858e-08,0.0826
2.37091e-08,0.0687
2.37323e-08,0.0605
2.37556e-08,0.0596
2.37789e-08,0.0639
2.38021e-08,0.0668
2.38254e-08,0.0630
2.38487e-08,0.0532
2.38719e-08,0.0420
2.38952e-08,0.0316
2.39185e-08,0.0192
2.39417e-08,0.0016
2.39650e-08,-0.0206
2.39883e-08,-0.0431
2.40115e-08,-0.0610
2.40348e-08,-0.0707
2.40581e-08,-0.0716
2.40813e-08,-0.0657
2.41046e-08,-0.0552
2.41279e-08,-0.0419
2.41511e-08,-0.0283
2.41744e-08,-0.0167
2.41977e-08,-0.0081
2.42209e-08,-0.0023
2.42442e-08,0.0007
2.42675e-08,-0.0001
2.42907e-08,-0.0045
2.43140e-08,-0.0100
2.43373e-08,-0.0127
2.43605e-08,-0.0103
2.43838e-08,-0.0042
2.44071e-08,0.0031
2.44303e-08,0.0096
