.HEADER
..NAMES
Time,V U2.N2
.DATA
2.26853e-08,-0.0721
2.27086e-08,-0.0371
2.27319e-08,0.0005
2.27551e-08,0.0370
2.27784e-08,0.0678
2.28017e-08,0.0919
2.28249e-08,0.1104
2.28482e-08,0.1222
2.28715e-08,0.1247
2.28947e-08,0.1169
2.29180e-08,0.1006
2.29413e-08,0.0797
2.29645e-08,0.0593
2.29878e-08,0.0437
2.30111e-08,0.0336
2.30343e-08,0.0264
2.30576e-08,0.0205
2.30809e-08,0.0171
2.31041e-08,0.0174
2.31274e-08,0.0207
2.31507e-08,0.0250
2.31739e-08,0.0281
2.31972e-08,0.0279
2.32205e-08,0.0225
2.32437e-08,0.0112
2.32670e-08,-0.0045
2.32903e-08,-0.0212
2.33135e-08,-0.0353
2.33368e-08,-0.0443
2.33601e-08,-0.0477
2.33833e-08,-0.0472
2.34066e-08,-0.0447
2.34299e-08,-0.0408
2.34531e-08,-0.0341
2.34764e-08,-0.0242
2.34997e-08,-0.0127
2.35229e-08,-0.0018
2.35462e-08,0.0067
2.35695e-08,0.0115
2.35927e-08,0.0126
2.36160e-08,0.0107
2.36393e-08,0.0071
2.36625e-08,0.0031
2.36858e-08,0.0008
2.37091e-08,0.0074
2.37323e-08,0.0397
2.37556e-08,0.1076
2.37789e-08,0.2046
2.38021e-08,0.3179
2.38254e-08,0.4461
2.38487e-08,0.5854
2.38719e-08,0.7259
2.38952e-08,0.8588
2.39185e-08,0.9789
2.39417e-08,1.0803
2.39650e-08,1.1555
2.39883e-08,1.2059
2.40115e-08,1.2388
2.40348e-08,1.2565
2.40581e-08,1.2612
2.40813e-08,1.2620
2.41046e-08,1.2683
2.41279e-08,1.2787
2.41511e-08,1.2867
2.41744e-08,1.2924
2.41977e-08,1.2993
2.42209e-08,1.3070
2.42442e-08,1.3134
2.42675e-08,1.3167
2.42907e-08,1.3130
2.43140e-08,1.2963
2.43373e-08,1.2661
2.43605e-08,1.2283
2.43838e-08,1.1878
2.44071e-08,1.1468
2.44303e-08,1.1100
2.44536e-08,1.0834
2.44769e-08,1.0692
2.45002e-08,1.0627
2.45234e-08,1.0541
2.45467e-08,1.0319
