.HEADER
..NAMES
Time,V U2.D3
2.0475e-09,0.8661
2.0708e-09,1.0109
2.0940e-09,1.1193
2.1173e-09,1.1961
2.1406e-09,1.2631
2.1638e-09,1.3245
2.1871e-09,1.3701
2.2104e-09,1.3955
2.2336e-09,1.4089
2.2569e-09,1.4210
2.2802e-09,1.4344
2.3034e-09,1.4491
2.3267e-09,1.4663
2.3500e-09,1.4740
2.3732e-09,1.4555
2.3965e-09,1.4230
2.4198e-09,1.3964
2.4430e-09,1.3661
2.4663e-09,1.3220
2.4896e-09,1.2794
2.5128e-09,1.2456
2.5361e-09,1.2051
2.5594e-09,1.1536
2.5826e-09,1.1094
2.6059e-09,1.0858
2.6292e-09,1.0756
2.6524e-09,1.0678
2.6757e-09,1.0630
2.6990e-09,1.0675
2.7222e-09,1.0810
2.7455e-09,1.0964
2.7688e-09,1.1101
2.7920e-09,1.1225
2.8153e-09,1.1300
2.8386e-09,1.1281
2.8618e-09,1.1220
2.8851e-09,1.1204
2.9084e-09,1.1241
2.9316e-09,1.1321
2.9549e-09,1.1456
2.9782e-09,1.1611
3.0014e-09,1.1727
3.0247e-09,1.1829
3.0480e-09,1.1963
3.0712e-09,1.1992
3.0945e-09,1.1698
3.1178e-09,1.0877
3.1410e-09,0.9837
3.1643e-09,0.8991
3.1876e-09,0.8085
3.2108e-09,0.6758
3.2341e-09,0.5335
3.2574e-09,0.4062
3.2806e-09,0.2802
3.3039e-09,0.1529
3.3272e-09,0.0494
3.3504e-09,-0.0143
3.3737e-09,-0.0485
3.3970e-09,-0.0740
3.4202e-09,-0.0982
3.4435e-09,-0.1159
3.4668e-09,-0.1243
3.4901e-09,-0.1249
3.5133e-09,-0.1024
3.5366e-09,-0.0226
3.5599e-09,0.0785
3.5831e-09,0.1426
3.6064e-09,0.2127
3.6297e-09,0.3452
3.6529e-09,0.4977
3.6762e-09,0.6391
3.6995e-09,0.7876
3.7227e-09,0.9441
3.7460e-09,1.0777
3.7693e-09,1.1740
3.7925e-09,1.2502
3.8158e-09,1.3227
3.8391e-09,1.3844
3.8623e-09,1.4188
3.8856e-09,1.4205
3.9089e-09,1.3945
3.9321e-09,1.3378
3.9554e-09,1.2403
3.9787e-09,1.1359
4.0019e-09,1.0553
4.0252e-09,0.9556
4.0485e-09,0.8124
4.0717e-09,0.6688
4.0950e-09,0.5430
4.1183e-09,0.4109
4.1415e-09,0.2748
4.1648e-09,0.1616
4.1881e-09,0.0719
4.2113e-09,-0.0150
4.2346e-09,-0.1024
4.2579e-09,-0.1732
4.2811e-09,-0.2177
4.3044e-09,-0.2451
4.3277e-09,-0.2682
4.3509e-09,-0.2890
4.3742e-09,-0.3037
4.3975e-09,-0.3130
4.4207e-09,-0.3167
4.4440e-09,-0.3052
4.4673e-09,-0.2765
4.4905e-09,-0.2465
4.5138e-09,-0.2221
4.5371e-09,-0.1931
4.5603e-09,-0.1592
4.5836e-09,-0.1275
4.6069e-09,-0.0934
4.6301e-09,-0.0511
4.6534e-09,-0.0101
4.6767e-09,0.0188
4.6999e-09,0.0396
4.7232e-09,0.0614
4.7465e-09,0.0833
4.7697e-09,0.0976
4.7930e-09,0.1026
4.8163e-09,0.1028
4.8395e-09,0.1011
4.8628e-09,0.0971
4.8861e-09,0.0928
4.9093e-09,0.0933
4.9326e-09,0.0972
4.9559e-09,0.0969
4.9791e-09,0.0895
5.0024e-09,0.0794
5.0257e-09,0.0691
5.0489e-09,0.0583
5.0722e-09,0.0486
5.0955e-09,0.0402
5.1187e-09,0.0295
5.1420e-09,0.0158
5.1653e-09,0.0097
5.1885e-09,0.0318
5.2118e-09,0.1011
5.2351e-09,0.1981
5.2583e-09,0.2799
5.2816e-09,0.3588
5.3049e-09,0.4712
5.3281e-09,0.5999
5.3514e-09,0.7196
5.3747e-09,0.8385
5.3979e-09,0.9593
5.4212e-09,1.0611
5.4445e-09,1.1288
5.4677e-09,1.1703
5.4910e-09,1.2028
5.5143e-09,1.2338
5.5375e-09,1.2585
5.5608e-09,1.2715
5.5841e-09,1.2773
5.6073e-09,1.2860
5.6306e-09,1.3029
5.6539e-09,1.3270
5.6771e-09,1.3534
5.7004e-09,1.3712
5.7237e-09,1.3716
5.7469e-09,1.3606
5.7702e-09,1.3454
5.7935e-09,1.3225
5.8168e-09,1.2934
5.8400e-09,1.2666
5.8633e-09,1.2395
5.8866e-09,1.2022
5.9098e-09,1.1584
5.9331e-09,1.1235
5.9564e-09,1.1060
5.9796e-09,1.1014
6.0029e-09,1.1024
6.0262e-09,1.1081
6.0494e-09,1.1197
6.0727e-09,1.1353
6.0960e-09,1.1506
6.1192e-09,1.1634
6.1425e-09,1.1727
6.1658e-09,1.1748
6.1890e-09,1.1673
6.2123e-09,1.1546
6.2356e-09,1.1439
6.2588e-09,1.1394
6.2821e-09,1.1421
6.3054e-09,1.1505
6.3286e-09,1.1600
6.3519e-09,1.1681
6.3752e-09,1.1780
6.3984e-09,1.1934
6.4217e-09,1.2122
6.4450e-09,1.2295
6.4682e-09,1.2426
6.4915e-09,1.2507
6.5148e-09,1.2528
6.5380e-09,1.2484
6.5613e-09,1.2395
6.5846e-09,1.2294
6.6078e-09,1.2188
6.6311e-09,1.2068
6.6544e-09,1.1946
6.6776e-09,1.1867
6.7009e-09,1.1866
6.7242e-09,1.1932
6.7474e-09,1.2029
6.7707e-09,1.2122
6.7940e-09,1.2184
6.8172e-09,1.2207
6.8405e-09,1.2201
6.8638e-09,1.2180
6.8870e-09,1.2147
6.9103e-09,1.2097
6.9336e-09,1.2028
6.9568e-09,1.1942
6.9801e-09,1.1850
7.0034e-09,1.1774
7.0266e-09,1.1735
7.0499e-09,1.1739
7.0732e-09,1.1769
7.0964e-09,1.1813
7.1197e-09,1.1873
7.1430e-09,1.1953
7.1662e-09,1.2044
7.1895e-09,1.2123
7.2128e-09,1.2170
7.2360e-09,1.2174
7.2593e-09,1.2136
7.2826e-09,1.2067
7.3058e-09,1.1991
7.3291e-09,1.1933
7.3524e-09,1.1902
7.3756e-09,1.1890
7.3989e-09,1.1891
7.4222e-09,1.1903
7.4454e-09,1.1929
7.4687e-09,1.1971
7.4920e-09,1.2026
7.5152e-09,1.2080
7.5385e-09,1.2121
7.5618e-09,1.2143
7.5850e-09,1.2147
7.6083e-09,1.2135
7.6316e-09,1.2078
7.6548e-09,1.1847
7.6781e-09,1.1300
7.7014e-09,1.0293
7.7246e-09,0.9144
7.7479e-09,0.8231
7.7712e-09,0.7314
7.7944e-09,0.6074
7.8177e-09,0.4791
7.8410e-09,0.3663
7.8642e-09,0.2562
7.8875e-09,0.1469
7.9108e-09,0.0574
7.9340e-09,-0.0016
7.9573e-09,-0.0399
7.9806e-09,-0.0737
8.0038e-09,-0.1067
8.0271e-09,-0.1309
8.0504e-09,-0.1423
8.0736e-09,-0.1425
8.0969e-09,-0.1142
8.1202e-09,-0.0245
8.1435e-09,0.0810
8.1667e-09,0.1485
8.1900e-09,0.2317
8.2133e-09,0.3793
8.2365e-09,0.5410
8.2598e-09,0.6872
8.2831e-09,0.8377
8.3063e-09,0.9912
8.3296e-09,1.1167
8.3529e-09,1.2018
8.3761e-09,1.2655
8.3994e-09,1.3252
8.4227e-09,1.3754
8.4459e-09,1.4011
8.4692e-09,1.4024
8.4925e-09,1.3957
8.5157e-09,1.3941
8.5390e-09,1.3972
8.5623e-09,1.4048
8.5855e-09,1.4158
8.6088e-09,1.4151
8.6321e-09,1.3955
8.6553e-09,1.3749
8.6786e-09,1.3613
8.7019e-09,1.3398
8.7251e-09,1.3092
8.7484e-09,1.2798
8.7717e-09,1.2450
8.7949e-09,1.1941
8.8182e-09,1.1385
8.8415e-09,1.0988
8.8647e-09,1.0790
8.8880e-09,1.0677
8.9113e-09,1.0582
8.9345e-09,1.0556
8.9578e-09,1.0652
8.9811e-09,1.0835
9.0043e-09,1.1037
9.0276e-09,1.1241
9.0509e-09,1.1427
9.0741e-09,1.1524
9.0974e-09,1.1511
9.1207e-09,1.1472
9.1439e-09,1.1474
9.1672e-09,1.1503
9.1905e-09,1.1547
9.2137e-09,1.1603
9.2370e-09,1.1640
9.2603e-09,1.1661
9.2835e-09,1.1737
9.3068e-09,1.1837
9.3301e-09,1.1766
9.3533e-09,1.1278
9.3766e-09,1.0344
9.3999e-09,0.9406
9.4231e-09,0.8622
9.4464e-09,0.7546
9.4697e-09,0.6148
9.4929e-09,0.4792
9.5162e-09,0.3530
9.5395e-09,0.2213
9.5627e-09,0.0977
9.5860e-09,0.0079
9.6093e-09,-0.0430
9.6325e-09,-0.0734
9.6558e-09,-0.0996
9.6791e-09,-0.1216
9.7023e-09,-0.1331
9.7256e-09,-0.1359
9.7489e-09,-0.1397
9.7721e-09,-0.1520
9.7954e-09,-0.1733
9.8187e-09,-0.1998
9.8419e-09,-0.2239
9.8652e-09,-0.2349
9.8885e-09,-0.2314
9.9117e-09,-0.2201
9.9350e-09,-0.1986
9.9583e-09,-0.1655
9.9815e-09,-0.1319
1.00048e-08,-0.1017
1.00281e-08,-0.0625
1.00513e-08,-0.0104
1.00746e-08,0.0402
1.00979e-08,0.0741
1.01211e-08,0.0914
1.01444e-08,0.0992
1.01677e-08,0.0996
1.01909e-08,0.0909
1.02142e-08,0.0751
1.02375e-08,0.0586
1.02607e-08,0.0455
1.02840e-08,0.0356
1.03073e-08,0.0304
1.03305e-08,0.0338
1.03538e-08,0.0460
1.03771e-08,0.0612
1.04003e-08,0.0731
1.04236e-08,0.0781
1.04469e-08,0.0749
1.04702e-08,0.0674
1.04934e-08,0.0597
1.05167e-08,0.0503
1.05400e-08,0.0348
1.05632e-08,0.0135
1.05865e-08,-0.0085
1.06098e-08,-0.0281
1.06330e-08,-0.0443
1.06563e-08,-0.0547
1.06796e-08,-0.0565
1.07028e-08,-0.0500
1.07261e-08,-0.0397
1.07494e-08,-0.0285
1.07726e-08,-0.0162
1.07959e-08,-0.0024
1.08192e-08,0.0091
1.08424e-08,0.0137
1.08657e-08,0.0104
1.08890e-08,0.0018
1.09122e-08,-0.0088
1.09355e-08,-0.0184
1.09588e-08,-0.0249
1.09820e-08,-0.0279
1.10053e-08,-0.0279
1.10286e-08,-0.0256
1.10518e-08,-0.0211
1.10751e-08,-0.0143
1.10984e-08,-0.0052
1.11216e-08,0.0062
1.11449e-08,0.0180
1.11682e-08,0.0272
1.11914e-08,0.0315
1.12147e-08,0.0316
1.12380e-08,0.0287
1.12612e-08,0.0234
1.12845e-08,0.0152
1.13078e-08,0.0050
1.13310e-08,-0.0049
1.13543e-08,-0.0123
1.13776e-08,-0.0159
1.14008e-08,-0.0152
1.14241e-08,-0.0100
1.14474e-08,-0.0021
1.14706e-08,0.0057
1.14939e-08,0.0115
1.15172e-08,0.0150
1.15404e-08,0.0165
1.15637e-08,0.0166
1.15870e-08,0.0151
1.16102e-08,0.0116
1.16335e-08,0.0060
1.16568e-08,-0.0008
1.16800e-08,-0.0072
1.17033e-08,-0.0123
1.17266e-08,-0.0155
1.17498e-08,-0.0165
1.17731e-08,-0.0152
1.17964e-08,-0.0118
1.18196e-08,-0.0067
1.18429e-08,-0.0005
1.18662e-08,0.0061
1.18894e-08,0.0118
1.19127e-08,0.0151
1.19360e-08,0.0149
1.19592e-08,0.0116
1.19825e-08,0.0066
1.20058e-08,0.0014
1.20290e-08,-0.0031
1.20523e-08,-0.0065
1.20756e-08,-0.0085
1.20988e-08,-0.0091
1.21221e-08,-0.0084
1.21454e-08,-0.0063
1.21686e-08,-0.0030
1.21919e-08,0.0011
1.22152e-08,0.0054
1.22384e-08,0.0133
1.22617e-08,0.0372
1.22850e-08,0.0987
1.23082e-08,0.1975
1.23315e-08,0.2882
1.23548e-08,0.3627
1.23780e-08,0.4620
1.24013e-08,0.5843
1.24246e-08,0.6980
1.24478e-08,0.8061
1.24711e-08,0.9196
1.24944e-08,1.0264
1.25176e-08,1.1080
1.25409e-08,1.1620
1.25642e-08,1.2013
1.25874e-08,1.2361
1.26107e-08,1.2639
1.26340e-08,1.2786
1.26572e-08,1.2829
1.26805e-08,1.2872
1.27038e-08,1.2976
1.27270e-08,1.3137
1.27503e-08,1.3335
1.27736e-08,1.3496
1.27968e-08,1.3515
1.28201e-08,1.3411
1.28434e-08,1.3279
1.28667e-08,1.3096
1.28899e-08,1.2836
1.29132e-08,1.2588
1.29365e-08,1.2379
1.29597e-08,1.2112
1.29830e-08,1.1756
1.30063e-08,1.1421
1.30295e-08,1.1209
1.30528e-08,1.1055
1.30761e-08,1.0749
1.30993e-08,1.0122
1.31226e-08,0.9150
1.31459e-08,0.8222
1.31691e-08,0.7536
1.31924e-08,0.6681
1.32157e-08,0.5492
1.32389e-08,0.4267
1.32622e-08,0.3102
1.32855e-08,0.1881
1.33087e-08,0.0720
1.33320e-08,-0.0150
1.33553e-08,-0.0656
1.33785e-08,-0.0933
1.34018e-08,-0.1159
1.34251e-08,-0.1373
1.34483e-08,-0.1480
1.34716e-08,-0.1430
1.34949e-08,-0.1223
1.35181e-08,-0.0633
1.35414e-08,0.0496
1.35647e-08,0.1529
1.35879e-08,0.2178
1.36112e-08,0.3156
1.36345e-08,0.4655
1.36577e-08,0.6130
1.36810e-08,0.7457
1.37043e-08,0.8855
1.37275e-08,1.0221
1.37508e-08,1.1278
1.37741e-08,1.2026
1.37973e-08,1.2696
1.38206e-08,1.3380
1.38439e-08,1.3928
1.38671e-08,1.4179
1.38904e-08,1.4174
1.39137e-08,1.4103
1.39369e-08,1.4073
1.39602e-08,1.4072
1.39835e-08,1.4104
1.40067e-08,1.4132
1.40300e-08,1.3998
1.40533e-08,1.3712
1.40765e-08,1.3478
1.40998e-08,1.3309
1.41231e-08,1.3068
1.41463e-08,1.2792
1.41696e-08,1.2547
1.41929e-08,1.2223
1.42161e-08,1.1762
1.42394e-08,1.1324
1.42627e-08,1.1070
1.42859e-08,1.0960
1.43092e-08,1.0857
1.43325e-08,1.0732
1.43557e-08,1.0665
1.43790e-08,1.0711
1.44023e-08,1.0838
1.44255e-08,1.1000
1.44488e-08,1.1189
1.44721e-08,1.1366
1.44953e-08,1.1453
1.45186e-08,1.1456
1.45419e-08,1.1467
1.45651e-08,1.1527
1.45884e-08,1.1605
1.46117e-08,1.1685
1.46349e-08,1.1752
1.46582e-08,1.1779
1.46815e-08,1.1796
1.47047e-08,1.1868
1.47280e-08,1.1907
1.47513e-08,1.1697
1.47745e-08,1.1007
1.47978e-08,0.9976
1.48211e-08,0.9050
1.48443e-08,0.8224
1.48676e-08,0.7061
1.48909e-08,0.5692
1.49141e-08,0.4422
1.49374e-08,0.3202
1.49607e-08,0.1919
1.49839e-08,0.0773
1.50072e-08,-0.0010
1.50305e-08,-0.0451
1.50537e-08,-0.0754
1.50770e-08,-0.1041
1.51003e-08,-0.1270
1.51236e-08,-0.1384
1.51468e-08,-0.1391
1.51701e-08,-0.1196
1.51934e-08,-0.0446
1.52166e-08,0.0672
1.52399e-08,0.1433
1.52632e-08,0.2027
1.52864e-08,0.3216
1.53097e-08,0.4774
1.53330e-08,0.6213
1.53562e-08,0.7637
1.53795e-08,0.9178
1.54028e-08,1.0567
1.54260e-08,1.1561
1.54493e-08,1.2287
1.54726e-08,1.2984
1.54958e-08,1.3650
1.55191e-08,1.4091
1.55424e-08,1.4201
1.55656e-08,1.4018
1.55889e-08,1.3582
1.56122e-08,1.2721
1.56354e-08,1.1679
1.56587e-08,1.0867
1.56820e-08,0.9957
1.57052e-08,0.8542
1.57285e-08,0.7022
1.57518e-08,0.5711
1.57750e-08,0.4394
1.57983e-08,0.2998
1.58216e-08,0.1795
1.58448e-08,0.0869
1.58681e-08,0.0011
1.58914e-08,-0.0880
1.59146e-08,-0.1637
1.59379e-08,-0.2109
1.59612e-08,-0.2366
1.59844e-08,-0.2524
1.60077e-08,-0.2369
1.60310e-08,-0.1446
1.60542e-08,-0.0208
1.60775e-08,0.0603
1.61008e-08,0.1477
1.61240e-08,0.3053
1.61473e-08,0.4788
1.61706e-08,0.6248
1.61938e-08,0.7696
1.62171e-08,0.9260
1.62404e-08,1.0623
1.62636e-08,1.1578
1.62869e-08,1.2284
1.63102e-08,1.2928
1.63334e-08,1.3479
1.63567e-08,1.3833
1.63800e-08,1.4004
1.64032e-08,1.4112
1.64265e-08,1.4237
1.64498e-08,1.4372
1.64730e-08,1.4528
1.64963e-08,1.4694
1.65196e-08,1.4691
1.65428e-08,1.4433
1.65661e-08,1.4137
1.65894e-08,1.3910
1.66126e-08,1.3569
1.66359e-08,1.3105
1.66592e-08,1.2709
1.66824e-08,1.2363
1.67057e-08,1.1898
1.67290e-08,1.1363
1.67522e-08,1.0974
1.67755e-08,1.0791
1.67988e-08,1.0653
1.68220e-08,1.0339
1.68453e-08,0.9764
1.68686e-08,0.8886
1.68918e-08,0.7992
1.69151e-08,0.7300
1.69384e-08,0.6516
1.69616e-08,0.5382
1.69849e-08,0.4116
1.70082e-08,0.2911
1.70314e-08,0.1739
1.70547e-08,0.0660
1.70780e-08,-0.0163
1.71012e-08,-0.0633
1.71245e-08,-0.0856
1.71478e-08,-0.1042
1.71710e-08,-0.1254
1.71943e-08,-0.1350
1.72176e-08,-0.1246
1.72408e-08,-0.1002
1.72641e-08,-0.0467
1.72874e-08,0.0597
1.73106e-08,0.1662
1.73339e-08,0.2311
1.73572e-08,0.3171
1.73804e-08,0.4590
1.74037e-08,0.6066
1.74270e-08,0.7365
1.74502e-08,0.8701
1.74735e-08,1.0060
1.74968e-08,1.1185
1.75201e-08,1.2000
1.75433e-08,1.2690
1.75666e-08,1.3371
1.75899e-08,1.3924
1.76131e-08,1.4169
1.76364e-08,1.4084
1.76597e-08,1.3776
1.76829e-08,1.3155
1.77062e-08,1.2145
1.77295e-08,1.1167
1.77527e-08,1.0354
1.77760e-08,0.9159
1.77993e-08,0.7589
1.78225e-08,0.6147
1.78458e-08,0.4859
1.78691e-08,0.3474
1.78923e-08,0.2127
1.79156e-08,0.1067
1.79389e-08,0.0234
1.79621e-08,-0.0571
1.79854e-08,-0.1334
1.80087e-08,-0.1888
1.80319e-08,-0.2198
1.80552e-08,-0.2405
1.80785e-08,-0.2635
1.81017e-08,-0.2862
1.81250e-08,-0.3015
1.81483e-08,-0.3105
1.81715e-08,-0.3128
1.81948e-08,-0.2985
1.82181e-08,-0.2702
1.82413e-08,-0.2439
1.82646e-08,-0.2197
1.82879e-08,-0.1875
1.83111e-08,-0.1512
1.83344e-08,-0.1169
1.83577e-08,-0.0774
1.83809e-08,-0.0310
1.84042e-08,0.0098
1.84275e-08,0.0373
1.84507e-08,0.0582
1.84740e-08,0.0796
1.84973e-08,0.0974
1.85205e-08,0.1049
1.85438e-08,0.1032
1.85671e-08,0.0989
1.85903e-08,0.0949
1.86136e-08,0.0901
1.86369e-08,0.0866
1.86601e-08,0.0888
1.86834e-08,0.0936
1.87067e-08,0.0930
1.87299e-08,0.0865
1.87532e-08,0.0785
1.87765e-08,0.0699
1.87997e-08,0.0604
1.88230e-08,0.0511
1.88463e-08,0.0411
1.88695e-08,0.0273
1.88928e-08,0.0106
1.89161e-08,-0.0044
1.89393e-08,-0.0160
1.89626e-08,-0.0258
1.89859e-08,-0.0343
1.90091e-08,-0.0398
1.90324e-08,-0.0416
1.90557e-08,-0.0407
1.90789e-08,-0.0376
1.91022e-08,-0.0312
1.91255e-08,-0.0225
1.91487e-08,-0.0159
1.91720e-08,-0.0147
1.91953e-08,-0.0169
1.92185e-08,-0.0189
1.92418e-08,-0.0199
1.92651e-08,-0.0203
1.92883e-08,-0.0193
1.93116e-08,-0.0150
1.93349e-08,0.0023
1.93581e-08,0.0538
1.93814e-08,0.1532
1.94047e-08,0.2576
1.94279e-08,0.3394
1.94512e-08,0.4382
1.94745e-08,0.5693
1.94977e-08,0.6944
1.95210e-08,0.8062
1.95443e-08,0.9199
1.95675e-08,1.0301
1.95908e-08,1.1147
1.96141e-08,1.1657
1.96373e-08,1.1962
1.96606e-08,1.2228
1.96839e-08,1.2477
1.97071e-08,1.2614
1.97304e-08,1.2546
1.97537e-08,1.2235
1.97769e-08,1.1523
1.98002e-08,1.0642
1.98235e-08,0.9984
1.98468e-08,0.9279
1.98700e-08,0.8112
1.98933e-08,0.6743
1.99166e-08,0.5443
1.99398e-08,0.4088
1.99631e-08,0.2635
1.99864e-08,0.1356
2.00096e-08,0.0436
2.00329e-08,-0.0276
2.00562e-08,-0.0986
2.00794e-08,-0.1657
2.01027e-08,-0.2106
2.01260e-08,-0.2285
2.01492e-08,-0.2288
2.01725e-08,-0.2001
2.01958e-08,-0.1052
2.02190e-08,0.0208
2.02423e-08,0.1069
2.02656e-08,0.1900
2.02888e-08,0.3329
2.03121e-08,0.4966
2.03354e-08,0.6375
2.03586e-08,0.7735
2.03819e-08,0.9164
2.04052e-08,1.0414
2.04284e-08,1.1326
2.04517e-08,1.2062
2.04750e-08,1.2794
2.04982e-08,1.3456
2.05215e-08,1.3887
2.05448e-08,1.4044
2.05680e-08,1.3976
2.05913e-08,1.3644
2.06146e-08,1.2869
2.06378e-08,1.1972
2.06611e-08,1.1263
2.06844e-08,1.0260
2.07076e-08,0.8709
2.07309e-08,0.7133
2.07542e-08,0.5747
2.07774e-08,0.4278
2.08007e-08,0.2750
2.08240e-08,0.1488
2.08472e-08,0.0548
2.08705e-08,-0.0295
2.08938e-08,-0.1111
2.09170e-08,-0.1741
2.09403e-08,-0.2093
2.09636e-08,-0.2284
2.09868e-08,-0.2477
2.10101e-08,-0.2699
2.10334e-08,-0.2881
2.10566e-08,-0.3012
2.10799e-08,-0.3109
2.11032e-08,-0.3082
2.11264e-08,-0.2894
2.11497e-08,-0.2681
2.11730e-08,-0.2489
2.11962e-08,-0.2215
2.12195e-08,-0.1863
2.12428e-08,-0.1517
2.12660e-08,-0.1119
2.12893e-08,-0.0605
2.13126e-08,-0.0093
2.13358e-08,0.0281
2.13591e-08,0.0550
2.13824e-08,0.0805
2.14056e-08,0.1028
2.14289e-08,0.1139
2.14522e-08,0.1128
2.14754e-08,0.1066
2.14987e-08,0.0999
2.15220e-08,0.0920
2.15452e-08,0.0841
2.15685e-08,0.0816
2.15918e-08,0.0851
2.16150e-08,0.0876
2.16383e-08,0.0853
2.16616e-08,0.0813
2.16848e-08,0.0770
2.17081e-08,0.0713
2.17314e-08,0.0650
2.17546e-08,0.0574
2.17779e-08,0.0447
2.18012e-08,0.0265
2.18244e-08,0.0076
2.18477e-08,-0.0085
2.18710e-08,-0.0228
2.18942e-08,-0.0357
2.19175e-08,-0.0448
2.19408e-08,-0.0485
2.19640e-08,-0.0482
2.19873e-08,-0.0451
2.20106e-08,-0.0383
2.20338e-08,-0.0277
2.20571e-08,-0.0172
2.20804e-08,-0.0118
2.21037e-08,-0.0113
2.21269e-08,-0.0124
2.21502e-08,-0.0137
2.21735e-08,-0.0155
2.21967e-08,-0.0173
2.22200e-08,-0.0172
2.22433e-08,-0.0082
2.22665e-08,0.0279
2.22898e-08,0.1140
2.23131e-08,0.2233
2.23363e-08,0.3108
2.23596e-08,0.4007
2.23829e-08,0.5282
2.24061e-08,0.6611
2.24294e-08,0.7778
2.24527e-08,0.8913
2.24759e-08,1.0055
2.24992e-08,1.0998
2.25225e-08,1.1594
2.25457e-08,1.1922
2.25690e-08,1.2170
2.25923e-08,1.2412
2.26155e-08,1.2578
2.26388e-08,1.2558
2.26621e-08,1.2324
2.26853e-08,1.1738
2.27086e-08,1.0873
2.27319e-08,1.0151
2.27551e-08,0.9545
2.27784e-08,0.8539
2.28017e-08,0.7201
2.28249e-08,0.5887
2.28482e-08,0.4574
2.28715e-08,0.3127
2.28947e-08,0.1751
2.29180e-08,0.0705
2.29413e-08,-0.0063
2.29645e-08,-0.0783
2.29878e-08,-0.1499
2.30111e-08,-0.2038
2.30343e-08,-0.2289
2.30576e-08,-0.2331
2.30809e-08,-0.2160
2.31041e-08,-0.1412
2.31274e-08,-0.0134
2.31507e-08,0.0882
2.31739e-08,0.1628
2.31972e-08,0.2882
2.32205e-08,0.4538
2.32437e-08,0.6008
2.32670e-08,0.7337
2.32903e-08,0.8749
2.33135e-08,1.0075
2.33368e-08,1.1070
2.33601e-08,1.1822
2.33833e-08,1.2545
2.34066e-08,1.3250
2.34299e-08,1.3769
2.34531e-08,1.4014
2.34764e-08,1.4016
2.34997e-08,1.3804
2.35229e-08,1.3171
2.35462e-08,1.2269
2.35695e-08,1.1518
2.35927e-08,1.0668
2.36160e-08,0.9244
2.36393e-08,0.7613
2.36625e-08,0.6178
2.36858e-08,0.4747
2.37091e-08,0.3197
2.37323e-08,0.1823
2.37556e-08,0.0800
2.37789e-08,-0.0052
2.38021e-08,-0.0885
2.38254e-08,-0.1584
2.38487e-08,-0.2006
2.38719e-08,-0.2217
2.38952e-08,-0.2354
2.39185e-08,-0.2262
2.39417e-08,-0.1467
2.39650e-08,-0.0249
2.39883e-08,0.0593
2.40115e-08,0.1357
2.40348e-08,0.2764
2.40581e-08,0.4427
2.40813e-08,0.5841
2.41046e-08,0.7234
2.41279e-08,0.8796
2.41511e-08,1.0227
2.41744e-08,1.1276
2.41977e-08,1.2078
2.42209e-08,1.2825
2.42442e-08,1.3486
2.42675e-08,1.3939
2.42907e-08,1.4171
2.43140e-08,1.4286
2.43373e-08,1.4375
2.43605e-08,1.4448
2.43838e-08,1.4531
2.44071e-08,1.4643
2.44303e-08,1.4637
2.44536e-08,1.4389
2.44769e-08,1.4077
2.45002e-08,1.3849
2.45234e-08,1.3554
2.45467e-08,1.3138
2.45700e-08,1.2778
