.HEADER
..NAMES
Time,V U2.L8
.DATA
2.28947e-08,1.1421
2.29180e-08,1.1557
2.29413e-08,1.1595
2.29645e-08,1.1556
2.29878e-08,1.1521
2.30111e-08,1.1563
2.30343e-08,1.1677
2.30576e-08,1.1809
2.30809e-08,1.1930
2.31041e-08,1.2055
2.31274e-08,1.2203
2.31507e-08,1.2373
2.31739e-08,1.2535
2.31972e-08,1.2651
2.32205e-08,1.2691
2.32437e-08,1.2654
2.32670e-08,1.2556
2.32903e-08,1.2421
2.33135e-08,1.2273
2.33368e-08,1.2142
2.33601e-08,1.2049
2.33833e-08,1.1989
2.34066e-08,1.1941
2.34299e-08,1.1904
2.34531e-08,1.1899
2.34764e-08,1.1939
2.34997e-08,1.2003
2.35229e-08,1.2045
2.35462e-08,1.2037
2.35695e-08,1.1982
2.35927e-08,1.1908
2.36160e-08,1.1841
2.36393e-08,1.1793
2.36625e-08,1.1746
2.36858e-08,1.1582
2.37091e-08,1.1145
2.37323e-08,1.0187
2.37556e-08,0.8866
2.37789e-08,0.7565
2.38021e-08,0.6378
2.38254e-08,0.5065
2.38487e-08,0.3638
2.38719e-08,0.2276
2.38952e-08,0.1078
2.39185e-08,0.0137
2.39417e-08,-0.0495
2.39650e-08,-0.0869
2.39883e-08,-0.1095
2.40115e-08,-0.1264
2.40348e-08,-0.1419
2.40581e-08,-0.1586
2.40813e-08,-0.1765
2.41046e-08,-0.1896
2.41279e-08,-0.1913
2.41511e-08,-0.1825
2.41744e-08,-0.1727
2.41977e-08,-0.1672
2.42209e-08,-0.1578
2.42442e-08,-0.1295
2.42675e-08,-0.0811
2.42907e-08,-0.0262
2.43140e-08,0.0229
2.43373e-08,0.0626
2.43605e-08,0.0917
2.43838e-08,0.1121
2.44071e-08,0.1260
2.44303e-08,0.1329
2.44536e-08,0.1308
2.44769e-08,0.1202
2.45002e-08,0.1041
