.HEADER
..NAMES
Time,V U2.A3
.DATA
2.44536e-08,-0.1194
2.44769e-08,-0.1120
2.45002e-08,-0.1065
2.45234e-08,-0.1001
2.45467e-08,-0.0866
2.45700e-08,-0.0658
2.45932e-08,-0.0417
2.46165e-08,-0.0178
2.46398e-08,0.0040
2.46630e-08,0.0267
2.46863e-08,0.0536
2.47096e-08,0.0809
2.47328e-08,0.0994
2.47561e-08,0.1022
2.47794e-08,0.0919
2.48026e-08,0.0784
2.48259e-08,0.0687
2.48492e-08,0.0603
2.48724e-08,0.0487
2.48957e-08,0.0350
2.49190e-08,0.0247
2.49422e-08,0.0209
2.49655e-08,0.0213
2.49888e-08,0.0226
2.50120e-08,0.0228
2.50353e-08,0.0213
2.50586e-08,0.0193
2.50818e-08,0.0181
2.51051e-08,0.0173
2.51284e-08,0.0156
2.51516e-08,0.0120
2.51749e-08,0.0051
2.51982e-08,-0.0056
2.52214e-08,-0.0187
2.52447e-08,-0.0304
2.52680e-08,-0.0371
2.52912e-08,-0.0387
2.53145e-08,-0.0376
2.53378e-08,-0.0352
2.53610e-08,-0.0299
2.53843e-08,-0.0203
2.54076e-08,-0.0083
2.54308e-08,0.0017
2.54541e-08,0.0068
2.54774e-08,0.0076
2.55006e-08,0.0067
2.55239e-08,0.0064
2.55472e-08,0.0073
2.55704e-08,0.0131
2.55937e-08,0.0376
2.56170e-08,0.1053
2.56402e-08,0.2065
2.56635e-08,0.2925
2.56868e-08,0.3638
2.57100e-08,0.4669
2.57333e-08,0.6017
2.57566e-08,0.7400
2.57798e-08,0.8666
2.58031e-08,0.9734
2.58264e-08,1.0615
2.58496e-08,1.1412
2.58729e-08,1.2102
2.58962e-08,1.2580
2.59194e-08,1.2770
2.59427e-08,1.2723
2.59660e-08,1.2558
2.59892e-08,1.2309
2.60125e-08,1.1750
2.60358e-08,1.0786
2.60590e-08,0.9849
2.60823e-08,0.9175
2.61056e-08,0.8305
2.61288e-08,0.7006
2.61521e-08,0.5566
2.61754e-08,0.4235
2.61986e-08,0.3049
2.62219e-08,0.1962
2.62452e-08,0.0877
2.62684e-08,-0.0179
2.62917e-08,-0.1066
2.63150e-08,-0.1657
2.63382e-08,-0.1981
2.63615e-08,-0.2198
2.63848e-08,-0.2425
2.64080e-08,-0.2612
2.64313e-08,-0.2653
2.64546e-08,-0.2568
2.64778e-08,-0.2476
2.65011e-08,-0.2405
2.65244e-08,-0.2243
2.65476e-08,-0.1969
2.65709e-08,-0.1721
2.65942e-08,-0.1553
2.66174e-08,-0.1364
2.66407e-08,-0.1095
2.66640e-08,-0.0780
2.66872e-08,-0.0470
2.67105e-08,-0.0194
2.67338e-08,0.0066
2.67570e-08,0.0361
2.67803e-08,0.0695
2.68036e-08,0.0986
2.68269e-08,0.1141
2.68501e-08,0.1157
2.68734e-08,0.1122
2.68967e-08,0.1110
2.69199e-08,0.1096
2.69432e-08,0.1015
2.69665e-08,0.0876
2.69897e-08,0.0752
2.70130e-08,0.0671
2.70363e-08,0.0599
2.70595e-08,0.0506
2.70828e-08,0.0406
2.71061e-08,0.0318
2.71293e-08,0.0247
2.71526e-08,0.0191
2.71759e-08,0.0141
2.71991e-08,0.0094
2.72224e-08,0.0054
2.72457e-08,0.0013
2.72689e-08,-0.0054
2.72922e-08,-0.0160
2.73155e-08,-0.0279
2.73387e-08,-0.0364
2.73620e-08,-0.0397
2.73853e-08,-0.0405
2.74085e-08,-0.0413
2.74318e-08,-0.0404
2.74551e-08,-0.0353
2.74783e-08,-0.0264
2.75016e-08,-0.0177
2.75249e-08,-0.0120
2.75481e-08,-0.0089
2.75714e-08,-0.0062
2.75947e-08,-0.0024
2.76179e-08,0.0019
2.76412e-08,0.0052
2.76645e-08,0.0063
2.76877e-08,0.0060
2.77110e-08,0.0055
2.77343e-08,0.0047
2.77575e-08,0.0033
2.77808e-08,0.0021
2.78041e-08,0.0023
2.78273e-08,0.0045
2.78506e-08,0.0074
2.78739e-08,0.0104
2.78971e-08,0.0136
2.79204e-08,0.0167
2.79437e-08,0.0187
2.79669e-08,0.0181
2.79902e-08,0.0148
2.80135e-08,0.0103
2.80367e-08,0.0067
2.80600e-08,0.0071
2.80833e-08,0.0212
2.81065e-08,0.0688
2.81298e-08,0.1618
2.81531e-08,0.2589
2.81763e-08,0.3333
2.81996e-08,0.4187
2.82229e-08,0.5413
2.82461e-08,0.6772
2.82694e-08,0.8069
2.82927e-08,0.9207
2.83159e-08,1.0139
2.83392e-08,1.0948
2.83625e-08,1.1689
2.83857e-08,1.2291
2.84090e-08,1.2649
2.84323e-08,1.2741
2.84555e-08,1.2678
2.84788e-08,1.2632
2.85021e-08,1.2665
2.85253e-08,1.2726
2.85486e-08,1.2796
2.85719e-08,1.2909
2.85951e-08,1.3045
2.86184e-08,1.3092
2.86417e-08,1.3028
2.86649e-08,1.2963
2.86882e-08,1.2925
2.87115e-08,1.2809
2.87347e-08,1.2564
2.87580e-08,1.2245
2.87813e-08,1.1924
2.88045e-08,1.1659
2.88278e-08,1.1450
2.88511e-08,1.1235
2.88743e-08,1.0951
2.88976e-08,1.0528
2.89209e-08,0.9933
2.89441e-08,0.9084
2.89674e-08,0.8226
2.89907e-08,0.7602
2.90139e-08,0.6956
2.90372e-08,0.5904
2.90605e-08,0.4631
2.90838e-08,0.3394
2.91070e-08,0.2285
2.91303e-08,0.1335
2.91536e-08,0.0482
2.91768e-08,-0.0340
2.92001e-08,-0.1032
2.92234e-08,-0.1444
2.92466e-08,-0.1544
2.92699e-08,-0.1451
2.92932e-08,-0.1349
2.93164e-08,-0.1260
2.93397e-08,-0.0837
2.93630e-08,0.0284
2.93862e-08,0.1602
2.94095e-08,0.2467
2.94328e-08,0.3287
2.94560e-08,0.4660
2.94793e-08,0.6298
2.95026e-08,0.7810
2.95258e-08,0.9116
2.95491e-08,1.0217
2.95724e-08,1.1197
2.95956e-08,1.2151
2.96189e-08,1.2994
2.96422e-08,1.3581
2.96654e-08,1.3872
2.96887e-08,1.3988
2.97120e-08,1.4051
2.97352e-08,1.3964
2.97585e-08,1.3410
2.97818e-08,1.2311
2.98050e-08,1.1181
2.98283e-08,1.0319
2.98516e-08,0.9224
2.98748e-08,0.7639
2.98981e-08,0.5967
2.99214e-08,0.4503
2.99446e-08,0.3186
2.99679e-08,0.1950
2.99912e-08,0.0749
3.00144e-08,-0.0382
3.00377e-08,-0.1296
3.00610e-08,-0.1881
3.00842e-08,-0.2199
3.01075e-08,-0.2416
3.01308e-08,-0.2618
3.01540e-08,-0.2626
3.01773e-08,-0.1985
3.02006e-08,-0.0599
3.02238e-08,0.0646
3.02471e-08,0.1326
3.02704e-08,0.2282
3.02936e-08,0.3972
3.03169e-08,0.5831
3.03402e-08,0.7487
3.03634e-08,0.8914
3.03867e-08,1.0153
3.04100e-08,1.1322
3.04332e-08,1.2455
3.04565e-08,1.3392
3.04798e-08,1.3973
3.05030e-08,1.4205
3.05263e-08,1.4276
3.05496e-08,1.4303
3.05728e-08,1.4144
3.05961e-08,1.3485
3.06194e-08,1.2410
3.06426e-08,1.1433
3.06659e-08,1.0615
3.06892e-08,0.9366
3.07124e-08,0.7667
3.07357e-08,0.6033
3.07590e-08,0.4632
3.07822e-08,0.3299
3.08055e-08,0.1980
3.08288e-08,0.0694
3.08520e-08,-0.0458
3.08753e-08,-0.1324
3.08986e-08,-0.1875
3.09218e-08,-0.2242
3.09451e-08,-0.2570
3.09684e-08,-0.2861
3.09916e-08,-0.2992
3.10149e-08,-0.2920
3.10382e-08,-0.2800
3.10614e-08,-0.2776
3.10847e-08,-0.2762
3.11080e-08,-0.2584
3.11312e-08,-0.2282
3.11545e-08,-0.2041
3.11778e-08,-0.1865
3.12010e-08,-0.1601
3.12243e-08,-0.1222
3.12476e-08,-0.0813
3.12708e-08,-0.0426
3.12941e-08,-0.0075
3.13174e-08,0.0261
3.13406e-08,0.0617
3.13639e-08,0.0966
3.13872e-08,0.1217
3.14105e-08,0.1317
3.14337e-08,0.1316
3.14570e-08,0.1306
3.14803e-08,0.1305
3.15035e-08,0.1241
3.15268e-08,0.1079
3.15501e-08,0.0899
3.15733e-08,0.0788
3.15966e-08,0.0726
3.16199e-08,0.0645
3.16431e-08,0.0536
3.16664e-08,0.0446
3.16897e-08,0.0391
3.17129e-08,0.0351
3.17362e-08,0.0299
3.17595e-08,0.0223
3.17827e-08,0.0131
3.18060e-08,0.0066
3.18293e-08,0.0123
3.18525e-08,0.0487
3.18758e-08,0.1307
3.18991e-08,0.2228
3.19223e-08,0.2949
3.19456e-08,0.3766
3.19689e-08,0.4979
3.19921e-08,0.6370
3.20154e-08,0.7737
3.20387e-08,0.8984
3.20619e-08,1.0028
3.20852e-08,1.0912
3.21085e-08,1.1705
3.21317e-08,1.2367
3.21550e-08,1.2801
3.21783e-08,1.2956
3.22015e-08,1.2896
3.22248e-08,1.2699
3.22481e-08,1.2307
3.22713e-08,1.1508
3.22946e-08,1.0503
3.23179e-08,0.9697
3.23411e-08,0.8946
3.23644e-08,0.7813
3.23877e-08,0.6392
3.24109e-08,0.5004
3.24342e-08,0.3759
3.24575e-08,0.2634
3.24807e-08,0.1550
3.25040e-08,0.0463
3.25273e-08,-0.0539
3.25505e-08,-0.1302
3.25738e-08,-0.1767
3.25971e-08,-0.2033
3.26203e-08,-0.2270
3.26436e-08,-0.2515
3.26669e-08,-0.2670
3.26901e-08,-0.2671
3.27134e-08,-0.2594
3.27367e-08,-0.2529
3.27599e-08,-0.2428
3.27832e-08,-0.2207
3.28065e-08,-0.1934
3.28297e-08,-0.1717
3.28530e-08,-0.1516
3.28763e-08,-0.1250
3.28995e-08,-0.0931
3.29228e-08,-0.0610
3.29461e-08,-0.0321
3.29693e-08,-0.0061
3.29926e-08,0.0212
3.30159e-08,0.0530
3.30391e-08,0.0852
3.30624e-08,0.1113
3.30857e-08,0.1354
3.31089e-08,0.1804
3.31322e-08,0.2627
3.31555e-08,0.3482
3.31787e-08,0.4114
3.32020e-08,0.4831
3.32253e-08,0.5856
3.32485e-08,0.7016
3.32718e-08,0.8136
3.32951e-08,0.9120
3.33183e-08,0.9922
3.33416e-08,1.0628
3.33649e-08,1.1280
3.33881e-08,1.1817
3.34114e-08,1.2154
3.34347e-08,1.2280
3.34579e-08,1.2290
3.34812e-08,1.2313
3.35045e-08,1.2366
3.35277e-08,1.2387
3.35510e-08,1.2382
3.35743e-08,1.2429
3.35975e-08,1.2533
3.36208e-08,1.2587
3.36441e-08,1.2555
3.36673e-08,1.2536
3.36906e-08,1.2567
3.37139e-08,1.2557
3.37372e-08,1.2442
3.37604e-08,1.2238
3.37837e-08,1.1995
3.38070e-08,1.1779
3.38302e-08,1.1606
3.38535e-08,1.1431
3.38768e-08,1.1174
3.39000e-08,1.0739
3.39233e-08,1.0058
3.39466e-08,0.9101
3.39698e-08,0.8212
3.39931e-08,0.7574
3.40164e-08,0.6797
3.40396e-08,0.5616
3.40629e-08,0.4318
3.40862e-08,0.3120
3.41094e-08,0.2073
3.41327e-08,0.1195
3.41560e-08,0.0396
3.41792e-08,-0.0378
3.42025e-08,-0.1019
3.42258e-08,-0.1397
3.42490e-08,-0.1498
3.42723e-08,-0.1443
3.42956e-08,-0.1403
3.43188e-08,-0.1433
3.43421e-08,-0.1476
3.43654e-08,-0.1488
3.43886e-08,-0.1485
3.44119e-08,-0.1469
3.44352e-08,-0.1398
3.44584e-08,-0.1282
3.44817e-08,-0.1210
3.45050e-08,-0.1175
3.45282e-08,-0.1058
3.45515e-08,-0.0822
3.45748e-08,-0.0541
3.45980e-08,-0.0280
3.46213e-08,-0.0058
3.46446e-08,0.0152
3.46678e-08,0.0414
3.46911e-08,0.0729
3.47144e-08,0.1006
3.47376e-08,0.1138
3.47609e-08,0.1099
3.47842e-08,0.0968
3.48074e-08,0.0845
3.48307e-08,0.0744
3.48540e-08,0.0624
3.48772e-08,0.0476
3.49005e-08,0.0343
3.49238e-08,0.0263
3.49470e-08,0.0234
3.49703e-08,0.0240
3.49936e-08,0.0261
3.50168e-08,0.0269
3.50401e-08,0.0246
3.50634e-08,0.0204
3.50866e-08,0.0169
3.51099e-08,0.0148
3.51332e-08,0.0143
3.51564e-08,0.0208
3.51797e-08,0.0504
3.52030e-08,0.1237
3.52262e-08,0.2155
3.52495e-08,0.2891
3.52728e-08,0.3631
3.52960e-08,0.4766
3.53193e-08,0.6147
3.53426e-08,0.7527
3.53658e-08,0.8798
3.53891e-08,0.9896
3.54124e-08,1.0836
3.54356e-08,1.1671
3.54589e-08,1.2354
3.54822e-08,1.2787
3.55054e-08,1.2934
3.55287e-08,1.2886
3.55520e-08,1.2809
3.55752e-08,1.2795
3.55985e-08,1.2810
3.56218e-08,1.2823
3.56450e-08,1.2876
3.56683e-08,1.2986
3.56916e-08,1.3056
3.57148e-08,1.3017
3.57381e-08,1.2955
3.57614e-08,1.2946
3.57846e-08,1.2903
3.58079e-08,1.2736
3.58312e-08,1.2466
3.58544e-08,1.2153
3.58777e-08,1.1851
3.59010e-08,1.1585
3.59242e-08,1.1320
3.59475e-08,1.1026
3.59708e-08,1.0752
3.59940e-08,1.0600
3.60173e-08,1.0639
3.60406e-08,1.0825
3.60638e-08,1.1051
3.60871e-08,1.1259
3.61104e-08,1.1464
3.61337e-08,1.1672
3.61569e-08,1.1839
3.61802e-08,1.1929
3.62035e-08,1.1951
3.62267e-08,1.1935
3.62500e-08,1.1893
3.62733e-08,1.1840
3.62965e-08,1.1805
3.63198e-08,1.1798
3.63431e-08,1.1817
3.63663e-08,1.1854
3.63896e-08,1.1900
3.64129e-08,1.1956
3.64361e-08,1.2043
3.64594e-08,1.2179
3.64827e-08,1.2344
3.65059e-08,1.2480
3.65292e-08,1.2543
3.65525e-08,1.2537
3.65757e-08,1.2494
3.65990e-08,1.2422
3.66223e-08,1.2308
3.66455e-08,1.2151
3.66688e-08,1.1985
3.66921e-08,1.1856
3.67153e-08,1.1790
3.67386e-08,1.1783
3.67619e-08,1.1812
3.67851e-08,1.1826
3.68084e-08,1.1691
3.68317e-08,1.1265
3.68549e-08,1.0390
3.68782e-08,0.9345
3.69015e-08,0.8528
3.69247e-08,0.7740
3.69480e-08,0.6522
3.69713e-08,0.5043
3.69945e-08,0.3618
3.70178e-08,0.2371
3.70411e-08,0.1348
3.70643e-08,0.0477
3.70876e-08,-0.0339
3.71109e-08,-0.1025
3.71341e-08,-0.1439
3.71574e-08,-0.1531
3.71807e-08,-0.1409
3.72039e-08,-0.1273
3.72272e-08,-0.1177
3.72505e-08,-0.0825
3.72737e-08,0.0176
3.72970e-08,0.1399
3.73203e-08,0.2156
3.73435e-08,0.2823
3.73668e-08,0.4088
3.73901e-08,0.5696
3.74133e-08,0.7235
3.74366e-08,0.8623
3.74599e-08,0.9850
3.74831e-08,1.0977
3.75064e-08,1.2086
3.75297e-08,1.3061
3.75529e-08,1.3740
3.75762e-08,1.4076
3.75995e-08,1.4198
3.76227e-08,1.4249
3.76460e-08,1.4157
3.76693e-08,1.3613
3.76925e-08,1.2487
3.77158e-08,1.1264
3.77391e-08,1.0329
3.77623e-08,0.9245
3.77856e-08,0.7671
3.78089e-08,0.5984
3.78321e-08,0.4530
3.78554e-08,0.3259
3.78787e-08,0.2085
3.79019e-08,0.0958
3.79252e-08,-0.0118
3.79485e-08,-0.1023
3.79717e-08,-0.1642
3.79950e-08,-0.2022
3.80183e-08,-0.2312
3.80415e-08,-0.2597
3.80648e-08,-0.2711
3.80881e-08,-0.2215
3.81113e-08,-0.0915
3.81346e-08,0.0368
3.81579e-08,0.1092
3.81811e-08,0.2011
3.82044e-08,0.3679
3.82277e-08,0.5558
3.82509e-08,0.7269
3.82742e-08,0.8770
3.82975e-08,1.0071
3.83207e-08,1.1276
3.83440e-08,1.2437
3.83673e-08,1.3401
3.83905e-08,1.4007
3.84138e-08,1.4242
3.84371e-08,1.4283
3.84603e-08,1.4272
3.84836e-08,1.4100
3.85069e-08,1.3466
3.85302e-08,1.2385
3.85534e-08,1.1384
3.85767e-08,1.0616
3.86000e-08,0.9488
3.86232e-08,0.7842
3.86465e-08,0.6201
3.86698e-08,0.4797
3.86930e-08,0.3472
3.87163e-08,0.2157
3.87396e-08,0.0865
3.87628e-08,-0.0322
3.87861e-08,-0.1246
3.88094e-08,-0.1844
3.88326e-08,-0.2235
3.88559e-08,-0.2569
3.88792e-08,-0.2868
3.89024e-08,-0.3022
3.89257e-08,-0.2971
3.89490e-08,-0.2845
3.89722e-08,-0.2800
3.89955e-08,-0.2775
3.90188e-08,-0.2588
3.90420e-08,-0.2261
3.90653e-08,-0.1993
3.90886e-08,-0.1820
3.91118e-08,-0.1582
3.91351e-08,-0.1227
3.91584e-08,-0.0833
3.91816e-08,-0.0462
3.92049e-08,-0.0127
3.92282e-08,0.0192
3.92514e-08,0.0539
3.92747e-08,0.0894
3.92980e-08,0.1165
3.93212e-08,0.1286
3.93445e-08,0.1296
3.93678e-08,0.1289
3.93910e-08,0.1298
3.94143e-08,0.1256
3.94376e-08,0.1115
3.94608e-08,0.0943
3.94841e-08,0.0829
3.95074e-08,0.0764
3.95306e-08,0.0677
3.95539e-08,0.0554
3.95772e-08,0.0444
3.96004e-08,0.0374
3.96237e-08,0.0324
3.96470e-08,0.0269
3.96702e-08,0.0197
3.96935e-08,0.0114
3.97168e-08,0.0057
3.97400e-08,0.0109
3.97633e-08,0.0445
3.97866e-08,0.1226
3.98098e-08,0.2151
3.98331e-08,0.2895
3.98564e-08,0.3683
3.98796e-08,0.4846
3.99029e-08,0.6229
3.99262e-08,0.7601
3.99494e-08,0.8856
3.99727e-08,0.9915
3.99960e-08,1.0806
4.00192e-08,1.1601
4.00425e-08,1.2280
4.00658e-08,1.2743
4.00890e-08,1.2931
4.01123e-08,1.2900
4.01356e-08,1.2729
4.01588e-08,1.2378
4.01821e-08,1.1622
4.02054e-08,1.0598
4.02286e-08,0.9753
4.02519e-08,0.9027
4.02752e-08,0.7935
4.02984e-08,0.6508
4.03217e-08,0.5090
4.03450e-08,0.3824
4.03682e-08,0.2695
4.03915e-08,0.1622
4.04148e-08,0.0539
4.04380e-08,-0.0475
4.04613e-08,-0.1264
4.04846e-08,-0.1749
4.05078e-08,-0.2014
4.05311e-08,-0.2234
4.05544e-08,-0.2437
4.05776e-08,-0.2311
4.06009e-08,-0.1389
4.06242e-08,0.0028
4.06474e-08,0.1061
4.06707e-08,0.1854
4.06940e-08,0.3210
4.07173e-08,0.5019
4.07405e-08,0.6777
4.07638e-08,0.8324
4.07871e-08,0.9625
4.08103e-08,1.0739
4.08336e-08,1.1809
4.08569e-08,1.2784
4.08801e-08,1.3508
4.09034e-08,1.3893
4.09267e-08,1.4027
4.09499e-08,1.4107
4.09732e-08,1.4218
4.09965e-08,1.4256
4.10197e-08,1.4176
4.10430e-08,1.4111
4.10663e-08,1.4150
4.10895e-08,1.4126
4.11128e-08,1.3856
4.11361e-08,1.3493
4.11593e-08,1.3275
4.11826e-08,1.3118
4.12059e-08,1.2814
4.12291e-08,1.2358
4.12524e-08,1.1862
4.12757e-08,1.1445
4.12989e-08,1.1173
4.13222e-08,1.0973
4.13455e-08,1.0728
4.13687e-08,1.0410
4.13920e-08,1.0025
4.14153e-08,0.9552
4.14385e-08,0.8821
4.14618e-08,0.7998
4.14851e-08,0.7358
4.15083e-08,0.6707
4.15316e-08,0.5692
4.15549e-08,0.4468
4.15781e-08,0.3257
4.16014e-08,0.2182
4.16247e-08,0.1313
4.16479e-08,0.0550
4.16712e-08,-0.0206
4.16945e-08,-0.0847
4.17177e-08,-0.1218
4.17410e-08,-0.1281
4.17643e-08,-0.1157
4.17875e-08,-0.1056
4.18108e-08,-0.1075
4.18341e-08,-0.1132
4.18573e-08,-0.1131
4.18806e-08,-0.1097
4.19039e-08,-0.1099
4.19271e-08,-0.1126
4.19504e-08,-0.1121
4.19737e-08,-0.1103
4.19969e-08,-0.1100
4.20202e-08,-0.1047
4.20435e-08,-0.0898
4.20667e-08,-0.0683
4.20900e-08,-0.0438
4.21133e-08,-0.0193
4.21365e-08,0.0046
4.21598e-08,0.0321
4.21831e-08,0.0642
4.22063e-08,0.0941
4.22296e-08,0.1109
4.22529e-08,0.1096
4.22761e-08,0.0958
4.22994e-08,0.0806
4.23227e-08,0.0689
4.23459e-08,0.0563
4.23692e-08,0.0399
4.23925e-08,0.0236
4.24157e-08,0.0137
4.24390e-08,0.0121
4.24623e-08,0.0152
4.24855e-08,0.0193
4.25088e-08,0.0217
4.25321e-08,0.0221
4.25553e-08,0.0221
4.25786e-08,0.0230
4.26019e-08,0.0235
4.26251e-08,0.0220
4.26484e-08,0.0173
4.26717e-08,0.0080
4.26949e-08,-0.0056
4.27182e-08,-0.0211
4.27415e-08,-0.0339
4.27647e-08,-0.0411
4.27880e-08,-0.0433
4.28113e-08,-0.0428
4.28345e-08,-0.0396
4.28578e-08,-0.0317
4.28811e-08,-0.0186
4.29043e-08,-0.0040
4.29276e-08,0.0072
4.29509e-08,0.0124
4.29742e-08,0.0128
4.29974e-08,0.0117
4.30207e-08,0.0109
4.30440e-08,0.0108
4.30672e-08,0.0167
4.30905e-08,0.0463
4.31138e-08,0.1222
4.31370e-08,0.2221
4.31603e-08,0.3049
4.31836e-08,0.3803
4.32068e-08,0.4895
4.32301e-08,0.6272
4.32534e-08,0.7666
4.32766e-08,0.8915
4.32999e-08,0.9957
4.33232e-08,1.0828
4.33464e-08,1.1608
4.33697e-08,1.2264
4.33930e-08,1.2682
4.34162e-08,1.2806
4.34395e-08,1.2712
4.34628e-08,1.2518
4.34860e-08,1.2213
4.35093e-08,1.1558
4.35326e-08,1.0558
4.35558e-08,0.9662
4.35791e-08,0.8992
4.36024e-08,0.8064
4.36256e-08,0.6727
4.36489e-08,0.5294
4.36722e-08,0.3983
4.36954e-08,0.2826
4.37187e-08,0.1755
4.37420e-08,0.0677
4.37652e-08,-0.0362
4.37885e-08,-0.1206
4.38118e-08,-0.1748
4.38350e-08,-0.2041
4.38583e-08,-0.2252
4.38816e-08,-0.2452
4.39048e-08,-0.2406
4.39281e-08,-0.1639
4.39514e-08,-0.0223
4.39746e-08,0.0949
4.39979e-08,0.1750
4.40212e-08,0.2976
4.40444e-08,0.4745
4.40677e-08,0.6536
4.40910e-08,0.8108
4.41142e-08,0.9414
4.41375e-08,1.0512
4.41608e-08,1.1568
4.41840e-08,1.2570
4.42073e-08,1.3356
4.42306e-08,1.3808
4.42538e-08,1.3979
4.42771e-08,1.4060
4.43004e-08,1.4176
4.43236e-08,1.4250
4.43469e-08,1.4198
4.43702e-08,1.4120
4.43934e-08,1.4140
4.44167e-08,1.4149
4.44400e-08,1.3934
4.44632e-08,1.3568
4.44865e-08,1.3307
4.45098e-08,1.3142
4.45330e-08,1.2859
4.45563e-08,1.2410
4.45796e-08,1.1902
4.46028e-08,1.1465
4.46261e-08,1.1179
4.46494e-08,1.0994
4.46726e-08,1.0780
4.46959e-08,1.0491
4.47192e-08,1.0133
4.47424e-08,0.9703
4.47657e-08,0.9028
4.47890e-08,0.8191
4.48122e-08,0.7501
4.48355e-08,0.6881
4.48588e-08,0.5930
4.48820e-08,0.4726
4.49053e-08,0.3502
4.49286e-08,0.2387
4.49518e-08,0.1467
4.49751e-08,0.0690
4.49984e-08,-0.0073
4.50216e-08,-0.0748
4.50449e-08,-0.1175
4.50682e-08,-0.1287
4.50914e-08,-0.1175
4.51147e-08,-0.1045
4.51380e-08,-0.0986
4.51612e-08,-0.0723
4.51845e-08,0.0205
4.52078e-08,0.1523
4.52310e-08,0.2472
4.52543e-08,0.3173
4.52776e-08,0.4316
4.53008e-08,0.5836
4.53241e-08,0.7361
4.53474e-08,0.8734
4.53707e-08,0.9890
4.53939e-08,1.0885
4.54172e-08,1.1859
4.54405e-08,1.2768
4.54637e-08,1.3455
4.54870e-08,1.3830
4.55103e-08,1.3972
4.55335e-08,1.4024
4.55568e-08,1.3959
4.55801e-08,1.3510
4.56033e-08,1.2488
4.56266e-08,1.1286
4.56499e-08,1.0355
4.56731e-08,0.9373
4.56964e-08,0.7903
4.57197e-08,0.6205
4.57429e-08,0.4678
4.57662e-08,0.3354
4.57895e-08,0.2153
4.58127e-08,0.1002
4.58360e-08,-0.0117
4.58593e-08,-0.1078
4.58825e-08,-0.1724
4.59058e-08,-0.2073
4.59291e-08,-0.2289
4.59523e-08,-0.2507
4.59756e-08,-0.2623
4.59989e-08,-0.2228
4.60221e-08,-0.1023
4.60454e-08,0.0303
4.60687e-08,0.1103
4.60919e-08,0.1945
4.61152e-08,0.3487
4.61385e-08,0.5328
4.61617e-08,0.7053
4.61850e-08,0.8566
4.62083e-08,0.9863
4.62315e-08,1.1055
4.62548e-08,1.2213
4.62781e-08,1.3207
4.63013e-08,1.3876
4.63246e-08,1.4184
4.63479e-08,1.4283
4.63711e-08,1.4360
4.63944e-08,1.4428
4.64177e-08,1.4382
4.64409e-08,1.4249
4.64642e-08,1.4182
4.64875e-08,1.4182
4.65107e-08,1.4028
4.65340e-08,1.3648
4.65573e-08,1.3299
4.65805e-08,1.3140
4.66038e-08,1.2982
4.66271e-08,1.2653
4.66503e-08,1.2202
4.66736e-08,1.1756
4.66969e-08,1.1419
4.67201e-08,1.1197
4.67434e-08,1.0974
4.67667e-08,1.0665
4.67899e-08,1.0345
4.68132e-08,1.0183
4.68365e-08,1.0259
4.68597e-08,1.0468
4.68830e-08,1.0656
4.69063e-08,1.0803
4.69295e-08,1.0993
4.69528e-08,1.1234
4.69761e-08,1.1439
4.69993e-08,1.1563
4.70226e-08,1.1654
4.70459e-08,1.1746
4.70691e-08,1.1813
4.70924e-08,1.1844
4.71157e-08,1.1876
4.71389e-08,1.1937
4.71622e-08,1.2028
4.71855e-08,1.2115
4.72087e-08,1.2089
4.72320e-08,1.1808
4.72553e-08,1.1149
4.72785e-08,1.0181
4.73018e-08,0.9327
4.73251e-08,0.8656
4.73483e-08,0.7651
4.73716e-08,0.6209
4.73949e-08,0.4720
4.74181e-08,0.3382
4.74414e-08,0.2203
4.74647e-08,0.1173
4.74879e-08,0.0220
4.75112e-08,-0.0624
4.75345e-08,-0.1233
4.75577e-08,-0.1527
4.75810e-08,-0.1558
4.76043e-08,-0.1487
4.76275e-08,-0.1468
4.76508e-08,-0.1512
4.76741e-08,-0.1563
4.76973e-08,-0.1624
4.77206e-08,-0.1715
4.77439e-08,-0.1788
4.77672e-08,-0.1763
4.77904e-08,-0.1673
4.78137e-08,-0.1628
4.78370e-08,-0.1586
4.78602e-08,-0.1406
4.78835e-08,-0.1084
4.79068e-08,-0.0720
4.79300e-08,-0.0383
4.79533e-08,-0.0082
4.79766e-08,0.0224
4.79998e-08,0.0588
4.80231e-08,0.0971
4.80464e-08,0.1271
4.80696e-08,0.1463
4.80929e-08,0.1722
4.81162e-08,0.2311
4.81394e-08,0.3080
4.81627e-08,0.3680
4.81860e-08,0.4249
4.82092e-08,0.5152
4.82325e-08,0.6323
4.82558e-08,0.7535
4.82790e-08,0.8679
4.83023e-08,0.9682
4.83256e-08,1.0559
4.83488e-08,1.1351
4.83721e-08,1.2000
4.83954e-08,1.2421
4.84186e-08,1.2594
4.84419e-08,1.2583
4.84652e-08,1.2442
4.84884e-08,1.2086
4.85117e-08,1.1253
4.85350e-08,1.0082
4.85582e-08,0.9086
4.85815e-08,0.8298
4.86048e-08,0.7250
4.86280e-08,0.5884
4.86513e-08,0.4503
4.86746e-08,0.3304
4.86978e-08,0.2320
4.87211e-08,0.1445
4.87444e-08,0.0549
4.87676e-08,-0.0339
4.87909e-08,-0.1075
4.88142e-08,-0.1550
4.88374e-08,-0.1811
4.88607e-08,-0.2025
4.88840e-08,-0.2280
4.89072e-08,-0.2492
4.89305e-08,-0.2565
4.89538e-08,-0.2542
