.HEADER
..NAMES
Time,V U2.L2
.DATA
2.37091e-08,1.2009
2.37323e-08,1.1998
2.37556e-08,1.1991
2.37789e-08,1.1990
2.38021e-08,1.1997
2.38254e-08,1.2009
2.38487e-08,1.2024
2.38719e-08,1.2035
2.38952e-08,1.2039
2.39185e-08,1.2038
2.39417e-08,1.2034
2.39650e-08,1.2029
2.39883e-08,1.2026
2.40115e-08,1.2021
2.40348e-08,1.2014
2.40581e-08,1.2007
2.40813e-08,1.2003
2.41046e-08,1.2003
2.41279e-08,1.2007
2.41511e-08,1.2012
2.41744e-08,1.2016
2.41977e-08,1.2019
2.42209e-08,1.2023
2.42442e-08,1.2027
2.42675e-08,1.2031
2.42907e-08,1.2032
2.43140e-08,1.2029
2.43373e-08,1.2022
2.43605e-08,1.2014
2.43838e-08,1.2006
2.44071e-08,1.2002
2.44303e-08,1.2003
2.44536e-08,1.2006
2.44769e-08,1.2011
