.HEADER
..NAMES
Time,V U2.G3&F3
5.1653e-09,1.1861
5.1885e-09,1.2102
5.2118e-09,1.2140
5.2351e-09,1.2094
5.2583e-09,1.2070
5.2816e-09,1.2086
5.3049e-09,1.2087
5.3281e-09,1.2033
5.3514e-09,1.1906
5.3747e-09,1.1645
5.3979e-09,1.1106
5.4212e-09,1.0285
5.4445e-09,0.9337
5.4677e-09,0.8495
5.4910e-09,0.7858
5.5143e-09,0.7340
5.5375e-09,0.6803
5.5608e-09,0.6241
5.5841e-09,0.5779
5.6073e-09,0.5501
5.6306e-09,0.5389
5.6539e-09,0.5336
5.6771e-09,0.5262
5.7004e-09,0.5169
5.7237e-09,0.5120
5.7469e-09,0.5146
5.7702e-09,0.5243
5.7935e-09,0.5494
5.8168e-09,0.6082
5.8400e-09,0.7023
5.8633e-09,0.8113
5.8866e-09,0.9065
5.9098e-09,0.9775
5.9331e-09,1.0347
5.9564e-09,1.0929
5.9796e-09,1.1504
6.0029e-09,1.1929
6.0262e-09,1.2123
6.0494e-09,1.2133
6.0727e-09,1.2085
6.0960e-09,1.2072
6.1192e-09,1.2090
6.1425e-09,1.2081
6.1658e-09,1.2014
6.1890e-09,1.1870
6.2123e-09,1.1563
6.2356e-09,1.0961
6.2588e-09,1.0097
6.2821e-09,0.9153
6.3054e-09,0.8353
6.3286e-09,0.7751
6.3519e-09,0.7239
6.3752e-09,0.6691
6.3984e-09,0.6137
6.4217e-09,0.5709
6.4450e-09,0.5470
6.4682e-09,0.5379
6.4915e-09,0.5325
6.5148e-09,0.5244
6.5380e-09,0.5154
6.5613e-09,0.5120
6.5846e-09,0.5160
6.6078e-09,0.5275
6.6311e-09,0.5580
6.6544e-09,0.6246
6.6776e-09,0.7241
6.7009e-09,0.8326
6.7242e-09,0.9229
6.7474e-09,0.9898
6.7707e-09,1.0462
6.7940e-09,1.1051
6.8172e-09,1.1608
6.8405e-09,1.1988
6.8638e-09,1.2137
6.8870e-09,1.2124
6.9103e-09,1.2078
6.9336e-09,1.2075
6.9568e-09,1.2092
6.9801e-09,1.2073
7.0034e-09,1.1992
7.0266e-09,1.1826
7.0499e-09,1.1467
7.0732e-09,1.0805
7.0964e-09,0.9906
7.1197e-09,0.8975
7.1430e-09,0.8219
7.1662e-09,0.7647
7.1895e-09,0.7136
7.2128e-09,0.6577
7.2360e-09,0.6040
7.2593e-09,0.5647
7.2826e-09,0.5445
7.3058e-09,0.5370
7.3291e-09,0.5313
7.3524e-09,0.5225
7.3756e-09,0.5141
7.3989e-09,0.5122
7.4222e-09,0.5176
7.4454e-09,0.5314
7.4687e-09,0.5681
7.4920e-09,0.6426
7.5152e-09,0.7463
7.5385e-09,0.8531
7.5618e-09,0.9383
7.5850e-09,1.0017
7.6083e-09,1.0579
7.6316e-09,1.1172
7.6548e-09,1.1705
7.6781e-09,1.2039
7.7014e-09,1.2145
7.7246e-09,1.2115
7.7479e-09,1.2074
7.7712e-09,1.2079
7.7944e-09,1.2093
7.8177e-09,1.2062
7.8410e-09,1.1966
7.8642e-09,1.1775
7.8875e-09,1.1359
7.9108e-09,1.0638
7.9340e-09,0.9714
7.9573e-09,0.8806
7.9806e-09,0.8094
8.0038e-09,0.7546
8.0271e-09,0.7031
8.0504e-09,0.6464
8.0736e-09,0.5948
8.0969e-09,0.5593
8.1202e-09,0.5425
8.1435e-09,0.5362
8.1667e-09,0.5300
8.1900e-09,0.5207
8.2133e-09,0.5131
8.2365e-09,0.5128
8.2598e-09,0.5195
8.2831e-09,0.5362
8.3063e-09,0.5798
8.3296e-09,0.6616
8.3529e-09,0.7685
8.3761e-09,0.8723
8.3994e-09,0.9524
8.4227e-09,1.0130
8.4459e-09,1.0696
8.4692e-09,1.1290
8.4925e-09,1.1791
8.5157e-09,1.2078
8.5390e-09,1.2146
8.5623e-09,1.2104
8.5855e-09,1.2071
8.6088e-09,1.2083
8.6321e-09,1.2091
8.6553e-09,1.2049
8.6786e-09,1.1938
8.7019e-09,1.1715
8.7251e-09,1.1238
8.7484e-09,1.0464
8.7717e-09,0.9524
8.7949e-09,0.8647
8.8182e-09,0.7976
8.8415e-09,0.7447
8.8647e-09,0.6922
8.8880e-09,0.6353
8.9113e-09,0.5862
8.9345e-09,0.5546
8.9578e-09,0.5409
8.9811e-09,0.5352
9.0043e-09,0.5283
9.0276e-09,0.5188
9.0509e-09,0.5124
9.0741e-09,0.5136
9.0974e-09,0.5217
9.1207e-09,0.5421
9.1439e-09,0.5932
9.1672e-09,0.6815
9.1905e-09,0.7901
9.2137e-09,0.8900
9.2370e-09,0.9653
9.2603e-09,1.0239
9.2835e-09,1.0812
9.3068e-09,1.1401
9.3301e-09,1.1865
9.3533e-09,1.2105
9.3766e-09,1.2141
9.3999e-09,1.2094
9.4231e-09,1.2071
9.4464e-09,1.2087
9.4697e-09,1.2087
9.4929e-09,1.2032
9.5162e-09,1.1906
9.5395e-09,1.1645
9.5627e-09,1.1105
9.5860e-09,1.0283
9.6093e-09,0.9336
9.6325e-09,0.8498
9.6558e-09,0.7864
9.6791e-09,0.7347
9.7023e-09,0.6809
9.7256e-09,0.6245
9.7489e-09,0.5784
9.7721e-09,0.5507
9.7954e-09,0.5395
9.8187e-09,0.5341
9.8419e-09,0.5265
9.8652e-09,0.5171
9.8885e-09,0.5121
9.9117e-09,0.5147
9.9350e-09,0.5244
9.9583e-09,0.5492
9.9815e-09,0.6080
1.00048e-08,0.7021
1.00281e-08,0.8112
1.00513e-08,0.9065
1.00746e-08,0.9775
1.00979e-08,1.0347
1.01211e-08,1.0929
1.01444e-08,1.1506
1.01677e-08,1.1930
1.01909e-08,1.2124
1.02142e-08,1.2133
1.02375e-08,1.2086
1.02607e-08,1.2072
1.02840e-08,1.2091
1.03073e-08,1.2081
1.03305e-08,1.2013
1.03538e-08,1.1869
1.03771e-08,1.1563
1.04003e-08,1.0960
1.04236e-08,1.0097
1.04469e-08,0.9154
1.04702e-08,0.8358
1.04934e-08,0.7757
1.05167e-08,0.7246
1.05400e-08,0.6696
1.05632e-08,0.6142
1.05865e-08,0.5714
1.06098e-08,0.5475
1.06330e-08,0.5384
1.06563e-08,0.5329
1.06796e-08,0.5246
1.07028e-08,0.5156
1.07261e-08,0.5121
1.07494e-08,0.5161
1.07726e-08,0.5275
1.07959e-08,0.5577
1.08192e-08,0.6242
1.08424e-08,0.7232
1.08657e-08,0.8316
1.08890e-08,0.9220
1.09122e-08,0.9891
1.09355e-08,1.0457
1.09588e-08,1.1046
1.09820e-08,1.1604
1.10053e-08,1.1985
1.10286e-08,1.2136
1.10518e-08,1.2124
1.10751e-08,1.2079
1.10984e-08,1.2075
1.11216e-08,1.2093
1.11449e-08,1.2073
1.11682e-08,1.1992
1.11914e-08,1.1827
1.12147e-08,1.1468
1.12380e-08,1.0805
1.12612e-08,0.9908
1.12845e-08,0.8980
1.13078e-08,0.8226
1.13310e-08,0.7654
1.13543e-08,0.7142
1.13776e-08,0.6581
1.14008e-08,0.6044
1.14241e-08,0.5652
1.14474e-08,0.5449
1.14706e-08,0.5373
1.14939e-08,0.5315
1.15172e-08,0.5227
1.15404e-08,0.5143
1.15637e-08,0.5124
1.15870e-08,0.5177
1.16102e-08,0.5314
1.16335e-08,0.5677
1.16568e-08,0.6416
1.16800e-08,0.7446
1.17033e-08,0.8511
1.17266e-08,0.9366
1.17498e-08,1.0004
1.17731e-08,1.0569
1.17964e-08,1.1162
1.18196e-08,1.1695
1.18429e-08,1.2031
1.18662e-08,1.2141
1.18894e-08,1.2114
1.19127e-08,1.2074
1.19360e-08,1.2079
1.19592e-08,1.2093
1.19825e-08,1.2063
1.20058e-08,1.1967
1.20290e-08,1.1777
1.20523e-08,1.1361
1.20756e-08,1.0640
1.20988e-08,0.9718
1.21221e-08,0.8813
1.21454e-08,0.8101
1.21686e-08,0.7552
1.21919e-08,0.7035
1.22152e-08,0.6467
1.22384e-08,0.5952
1.22617e-08,0.5597
1.22850e-08,0.5428
1.23082e-08,0.5363
1.23315e-08,0.5300
1.23548e-08,0.5208
1.23780e-08,0.5133
1.24013e-08,0.5129
1.24246e-08,0.5196
1.24478e-08,0.5361
1.24711e-08,0.5793
1.24944e-08,0.6602
1.25176e-08,0.7661
1.25409e-08,0.8697
1.25642e-08,0.9503
1.25874e-08,1.0115
1.26107e-08,1.0683
1.26340e-08,1.1276
1.26572e-08,1.1778
1.26805e-08,1.2067
1.27038e-08,1.2142
1.27270e-08,1.2104
1.27503e-08,1.2072
1.27736e-08,1.2084
1.27968e-08,1.2091
1.28201e-08,1.2049
1.28434e-08,1.1940
1.28667e-08,1.1718
1.28899e-08,1.1241
1.29132e-08,1.0467
1.29365e-08,0.9529
1.29597e-08,0.8655
1.29830e-08,0.7983
1.30063e-08,0.7452
1.30295e-08,0.6924
1.30528e-08,0.6356
1.30761e-08,0.5866
1.30993e-08,0.5550
1.31226e-08,0.5410
1.31459e-08,0.5352
1.31691e-08,0.5283
1.31924e-08,0.5189
1.32157e-08,0.5126
1.32389e-08,0.5138
1.32622e-08,0.5218
1.32855e-08,0.5418
1.33087e-08,0.5924
1.33320e-08,0.6798
1.33553e-08,0.7875
1.33785e-08,0.8872
1.34018e-08,0.9631
1.34251e-08,1.0222
1.34483e-08,1.0797
1.34716e-08,1.1386
1.34949e-08,1.1851
1.35181e-08,1.2095
1.35414e-08,1.2137
1.35647e-08,1.2094
1.35879e-08,1.2072
1.36112e-08,1.2088
1.36345e-08,1.2088
1.36577e-08,1.2033
1.36810e-08,1.1908
1.37043e-08,1.1648
1.37275e-08,1.1108
1.37508e-08,1.0287
1.37741e-08,0.9342
1.37973e-08,0.8505
1.38206e-08,0.7871
1.38439e-08,0.7351
1.38671e-08,0.6811
1.38904e-08,0.6247
1.39137e-08,0.5787
1.39369e-08,0.5509
1.39602e-08,0.5395
1.39835e-08,0.5340
1.40067e-08,0.5264
1.40300e-08,0.5171
1.40533e-08,0.5123
1.40765e-08,0.5149
1.40998e-08,0.5244
1.41231e-08,0.5489
1.41463e-08,0.6070
1.41696e-08,0.7002
1.41929e-08,0.8085
1.42161e-08,0.9039
1.42394e-08,0.9754
1.42627e-08,1.0331
1.42859e-08,1.0914
1.43092e-08,1.1490
1.43325e-08,1.1916
1.43557e-08,1.2115
1.43790e-08,1.2130
1.44023e-08,1.2086
1.44255e-08,1.2073
1.44488e-08,1.2091
1.44721e-08,1.2082
1.44953e-08,1.2015
1.45186e-08,1.1872
1.45419e-08,1.1567
1.45651e-08,1.0964
1.45884e-08,1.0101
1.46117e-08,0.9159
1.46349e-08,0.8363
1.46582e-08,0.7761
1.46815e-08,0.7247
1.47047e-08,0.6696
1.47280e-08,0.6142
1.47513e-08,0.5715
1.47745e-08,0.5475
1.47978e-08,0.5382
1.48211e-08,0.5327
1.48443e-08,0.5245
1.48676e-08,0.5156
1.48909e-08,0.5122
1.49141e-08,0.5162
1.49374e-08,0.5275
1.49607e-08,0.5573
1.49839e-08,0.6231
1.50072e-08,0.7211
1.50305e-08,0.8290
1.50537e-08,0.9196
1.50770e-08,0.9872
1.51003e-08,1.0442
1.51236e-08,1.1031
1.51468e-08,1.1589
1.51701e-08,1.1972
1.51934e-08,1.2128
1.52166e-08,1.2121
1.52399e-08,1.2079
1.52632e-08,1.2076
1.52864e-08,1.2093
1.53097e-08,1.2074
1.53330e-08,1.1994
1.53562e-08,1.1830
1.53795e-08,1.1472
1.54028e-08,1.0809
1.54260e-08,0.9912
1.54493e-08,0.8983
1.54726e-08,0.8230
1.54958e-08,0.7656
1.55191e-08,0.7142
1.55424e-08,0.6580
1.55656e-08,0.6043
1.55889e-08,0.5651
1.56122e-08,0.5448
1.56354e-08,0.5371
1.56587e-08,0.5313
1.56820e-08,0.5226
1.57052e-08,0.5143
1.57285e-08,0.5125
1.57518e-08,0.5178
1.57750e-08,0.5313
1.57983e-08,0.5672
1.58216e-08,0.6404
1.58448e-08,0.7425
1.58681e-08,0.8486
1.58914e-08,0.9343
1.59146e-08,0.9986
1.59379e-08,1.0554
1.59612e-08,1.1148
1.59844e-08,1.1680
1.60077e-08,1.2019
1.60310e-08,1.2135
1.60542e-08,1.2112
1.60775e-08,1.2075
1.61008e-08,1.2080
1.61240e-08,1.2094
1.61473e-08,1.2064
1.61706e-08,1.1970
1.61938e-08,1.1781
1.62171e-08,1.1365
1.62404e-08,1.0644
1.62636e-08,0.9722
1.62869e-08,0.8817
1.63102e-08,0.8105
1.63334e-08,0.7553
1.63567e-08,0.7034
1.63800e-08,0.6466
1.64032e-08,0.5951
1.64265e-08,0.5596
1.64498e-08,0.5426
1.64730e-08,0.5360
1.64963e-08,0.5297
1.65196e-08,0.5207
1.65428e-08,0.5134
1.65661e-08,0.5130
1.65894e-08,0.5196
1.66126e-08,0.5359
1.66359e-08,0.5787
1.66592e-08,0.6588
1.66824e-08,0.7640
1.67057e-08,0.8674
1.67290e-08,0.9482
1.67522e-08,1.0098
1.67755e-08,1.0668
1.67988e-08,1.1262
1.68220e-08,1.1764
1.68453e-08,1.2057
1.68686e-08,1.2136
1.68918e-08,1.2103
1.69151e-08,1.2073
1.69384e-08,1.2085
1.69616e-08,1.2092
1.69849e-08,1.2051
1.70082e-08,1.1942
1.70314e-08,1.1722
1.70547e-08,1.1245
1.70780e-08,1.0471
1.71012e-08,0.9534
1.71245e-08,0.8659
1.71478e-08,0.7987
1.71710e-08,0.7453
1.71943e-08,0.6924
1.72176e-08,0.6355
1.72408e-08,0.5866
1.72641e-08,0.5549
1.72874e-08,0.5408
1.73106e-08,0.5349
1.73339e-08,0.5281
1.73572e-08,0.5188
1.73804e-08,0.5127
1.74037e-08,0.5139
1.74270e-08,0.5218
1.74502e-08,0.5416
1.74735e-08,0.5917
1.74968e-08,0.6783
1.75201e-08,0.7854
1.75433e-08,0.8851
1.75666e-08,0.9613
1.75899e-08,1.0208
1.76131e-08,1.0784
1.76364e-08,1.1372
1.76597e-08,1.1839
1.76829e-08,1.2087
1.77062e-08,1.2134
1.77295e-08,1.2094
1.77527e-08,1.2072
1.77760e-08,1.2088
1.77993e-08,1.2088
1.78225e-08,1.2035
1.78458e-08,1.1911
1.78691e-08,1.1653
1.78923e-08,1.1114
1.79156e-08,1.0293
1.79389e-08,0.9349
1.79621e-08,0.8511
1.79854e-08,0.7874
1.80087e-08,0.7352
1.80319e-08,0.6812
1.80552e-08,0.6248
1.80785e-08,0.5788
1.81017e-08,0.5509
1.81250e-08,0.5393
1.81483e-08,0.5337
1.81715e-08,0.5263
1.81948e-08,0.5171
1.82181e-08,0.5123
1.82413e-08,0.5149
1.82646e-08,0.5243
1.82879e-08,0.5486
1.83111e-08,0.6061
1.83344e-08,0.6985
1.83577e-08,0.8064
1.83809e-08,0.9018
1.84042e-08,0.9737
1.84275e-08,1.0317
1.84507e-08,1.0901
1.84740e-08,1.1477
1.84973e-08,1.1904
1.85205e-08,1.2108
1.85438e-08,1.2127
1.85671e-08,1.2085
1.85903e-08,1.2073
1.86136e-08,1.2091
1.86369e-08,1.2082
1.86601e-08,1.2017
1.86834e-08,1.1875
1.87067e-08,1.1572
1.87299e-08,1.0971
1.87532e-08,1.0109
1.87765e-08,0.9169
1.87997e-08,0.8372
1.88230e-08,0.7766
1.88463e-08,0.7250
1.88695e-08,0.6698
1.88928e-08,0.6145
1.89161e-08,0.5718
1.89393e-08,0.5476
1.89626e-08,0.5380
1.89859e-08,0.5325
1.90091e-08,0.5244
1.90324e-08,0.5156
1.90557e-08,0.5122
1.90789e-08,0.5162
1.91022e-08,0.5274
1.91255e-08,0.5569
1.91487e-08,0.6220
1.91720e-08,0.7193
1.91953e-08,0.8268
1.92185e-08,0.9176
1.92418e-08,0.9856
1.92651e-08,1.0427
1.92883e-08,1.1017
1.93116e-08,1.1575
1.93349e-08,1.1961
1.93581e-08,1.2122
1.93814e-08,1.2119
1.94047e-08,1.2079
1.94279e-08,1.2076
1.94512e-08,1.2093
1.94745e-08,1.2074
1.94977e-08,1.1996
1.95210e-08,1.1834
1.95443e-08,1.1478
1.95675e-08,1.0817
1.95908e-08,0.9923
1.96141e-08,0.8996
1.96373e-08,0.8240
1.96606e-08,0.7662
1.96839e-08,0.7146
1.97071e-08,0.6584
1.97304e-08,0.6048
1.97537e-08,0.5655
1.97769e-08,0.5448
1.98002e-08,0.5369
1.98235e-08,0.5311
1.98468e-08,0.5225
1.98700e-08,0.5143
1.98933e-08,0.5125
1.99166e-08,0.5177
1.99398e-08,0.5311
1.99631e-08,0.5667
1.99864e-08,0.6391
2.00096e-08,0.7406
2.00329e-08,0.8465
2.00562e-08,0.9324
2.00794e-08,0.9971
2.01027e-08,1.0540
2.01260e-08,1.1133
2.01492e-08,1.1667
2.01725e-08,1.2009
2.01958e-08,1.2129
2.02190e-08,1.2110
2.02423e-08,1.2074
2.02656e-08,1.2079
2.02888e-08,1.2093
2.03121e-08,1.2064
2.03354e-08,1.1972
2.03586e-08,1.1785
2.03819e-08,1.1372
2.04052e-08,1.0654
2.04284e-08,0.9735
2.04517e-08,0.8829
2.04750e-08,0.8114
2.04982e-08,0.7559
2.05215e-08,0.7039
2.05448e-08,0.6471
2.05680e-08,0.5956
2.05913e-08,0.5599
2.06146e-08,0.5426
2.06378e-08,0.5358
2.06611e-08,0.5296
2.06844e-08,0.5206
2.07076e-08,0.5134
2.07309e-08,0.5130
2.07542e-08,0.5195
2.07774e-08,0.5357
2.08007e-08,0.5780
2.08240e-08,0.6574
2.08472e-08,0.7621
2.08705e-08,0.8654
2.08938e-08,0.9466
2.09170e-08,1.0085
2.09403e-08,1.0655
2.09636e-08,1.1247
2.09868e-08,1.1751
2.10101e-08,1.2049
2.10334e-08,1.2132
2.10566e-08,1.2101
2.10799e-08,1.2071
2.11032e-08,1.2083
2.11264e-08,1.2091
2.11497e-08,1.2051
2.11730e-08,1.1945
2.11962e-08,1.1727
2.12195e-08,1.1253
2.12428e-08,1.0483
2.12660e-08,0.9547
2.12893e-08,0.8671
2.13126e-08,0.7994
2.13358e-08,0.7457
2.13591e-08,0.6928
2.13824e-08,0.6360
2.14056e-08,0.5870
2.14289e-08,0.5550
2.14522e-08,0.5406
2.14754e-08,0.5347
2.14987e-08,0.5279
2.15220e-08,0.5188
2.15452e-08,0.5127
2.15685e-08,0.5137
2.15918e-08,0.5216
2.16150e-08,0.5413
2.16383e-08,0.5909
2.16616e-08,0.6767
2.16848e-08,0.7835
2.17081e-08,0.8834
2.17314e-08,0.9600
2.17546e-08,1.0197
2.17779e-08,1.0771
2.18012e-08,1.1358
2.18244e-08,1.1828
2.18477e-08,1.2081
2.18710e-08,1.2131
2.18942e-08,1.2092
2.19175e-08,1.2071
2.19408e-08,1.2087
2.19640e-08,1.2088
2.19873e-08,1.2036
2.20106e-08,1.1914
2.20338e-08,1.1658
2.20571e-08,1.1122
2.20804e-08,1.0304
2.21037e-08,0.9361
2.21269e-08,0.8520
2.21502e-08,0.7879
2.21735e-08,0.7355
2.21967e-08,0.6815
2.22200e-08,0.6253
2.22433e-08,0.5791
2.22665e-08,0.5509
2.22898e-08,0.5390
2.23131e-08,0.5335
2.23363e-08,0.5262
2.23596e-08,0.5171
2.23829e-08,0.5123
2.24061e-08,0.5147
2.24294e-08,0.5241
2.24527e-08,0.5482
2.24759e-08,0.6052
2.24992e-08,0.6969
2.25225e-08,0.8046
2.25457e-08,0.9005
2.25690e-08,0.9727
2.25923e-08,1.0307
2.26155e-08,1.0889
2.26388e-08,1.1464
2.26621e-08,1.1896
2.26853e-08,1.2104
2.27086e-08,1.2126
2.27319e-08,1.2084
2.27551e-08,1.2072
2.27784e-08,1.2090
2.28017e-08,1.2082
2.28249e-08,1.2018
2.28482e-08,1.1879
2.28715e-08,1.1577
2.28947e-08,1.0980
2.29180e-08,1.0121
2.29413e-08,0.9180
2.29645e-08,0.8378
2.29878e-08,0.7769
2.30111e-08,0.7252
2.30343e-08,0.6701
2.30576e-08,0.6149
2.30809e-08,0.5719
2.31041e-08,0.5474
2.31274e-08,0.5377
2.31507e-08,0.5322
2.31739e-08,0.5243
2.31972e-08,0.5156
2.32205e-08,0.5122
2.32437e-08,0.5160
2.32670e-08,0.5272
2.32903e-08,0.5564
2.33135e-08,0.6209
2.33368e-08,0.7177
2.33601e-08,0.8252
2.33833e-08,0.9165
2.34066e-08,0.9848
2.34299e-08,1.0419
2.34531e-08,1.1006
2.34764e-08,1.1563
2.34997e-08,1.1954
2.35229e-08,1.2120
2.35462e-08,1.2119
2.35695e-08,1.2078
2.35927e-08,1.2074
2.36160e-08,1.2091
2.36393e-08,1.2075
2.36625e-08,1.1998
2.36858e-08,1.1838
2.37091e-08,1.1484
2.37323e-08,1.0828
2.37556e-08,0.9935
2.37789e-08,0.9006
2.38021e-08,0.8245
2.38254e-08,0.7663
2.38487e-08,0.7147
2.38719e-08,0.6588
2.38952e-08,0.6052
2.39185e-08,0.5655
2.39417e-08,0.5445
2.39650e-08,0.5365
2.39883e-08,0.5308
2.40115e-08,0.5225
2.40348e-08,0.5144
2.40581e-08,0.5124
2.40813e-08,0.5175
2.41046e-08,0.5308
2.41279e-08,0.5661
2.41511e-08,0.6378
2.41744e-08,0.7389
2.41977e-08,0.8450
2.42209e-08,0.9316
2.42442e-08,0.9965
2.42675e-08,1.0531
2.42907e-08,1.1122
2.43140e-08,1.1656
2.43373e-08,1.2004
2.43605e-08,1.2129
2.43838e-08,1.2111
2.44071e-08,1.2073
2.44303e-08,1.2077
2.44536e-08,1.2092
2.44769e-08,1.2065
2.45002e-08,1.1974
2.45234e-08,1.1789
2.45467e-08,1.1379
2.45700e-08,1.0666
2.45932e-08,0.9748
2.46165e-08,0.8839
2.46398e-08,0.8118
2.46630e-08,0.7560
2.46863e-08,0.7040
2.47096e-08,0.6475
2.47328e-08,0.5959
2.47561e-08,0.5598
2.47794e-08,0.5421
2.48026e-08,0.5354
2.48259e-08,0.5294
2.48492e-08,0.5206
2.48724e-08,0.5134
2.48957e-08,0.5128
2.49190e-08,0.5193
2.49422e-08,0.5353
2.49655e-08,0.5772
2.49888e-08,0.6558
