.HEADER
..NAMES
Time,V U2.H2
.DATA
0.0e+00,0.0027
2.33e-11,0.0027
4.65e-11,0.0027
6.98e-11,0.0027
9.31e-11,0.0027
1.163e-10,0.0027
1.396e-10,0.0027
1.629e-10,0.0027
1.861e-10,0.0027
2.094e-10,0.0027
2.327e-10,0.0027
2.559e-10,0.0027
2.792e-10,0.0027
3.025e-10,0.0027
3.257e-10,0.0027
3.490e-10,0.0027
3.723e-10,0.0027
3.955e-10,0.0027
4.188e-10,0.0027
4.421e-10,0.0027
4.653e-10,0.0027
4.886e-10,0.0027
5.119e-10,0.0027
5.351e-10,0.0027
5.584e-10,0.0027
5.817e-10,0.0027
6.049e-10,0.0027
6.282e-10,0.0027
6.515e-10,0.0028
6.747e-10,0.0059
6.980e-10,0.0190
7.213e-10,0.0592
7.445e-10,0.1219
7.678e-10,0.2023
7.911e-10,0.2994
8.143e-10,0.4035
8.376e-10,0.5184
8.609e-10,0.6393
8.841e-10,0.7560
9.074e-10,0.8681
9.307e-10,0.9711
9.539e-10,1.0590
9.772e-10,1.1267
1.0005e-09,1.1715
1.0237e-09,1.2000
1.0470e-09,1.2201
1.0703e-09,1.2358
1.0935e-09,1.2477
1.1168e-09,1.2558
1.1401e-09,1.2618
1.1633e-09,1.2670
1.1866e-09,1.2730
1.2099e-09,1.2794
1.2332e-09,1.2846
1.2564e-09,1.2876
1.2797e-09,1.2850
1.3030e-09,1.2748
1.3262e-09,1.2561
1.3495e-09,1.2300
1.3728e-09,1.2015
1.3960e-09,1.1745
1.4193e-09,1.1504
1.4426e-09,1.1289
1.4658e-09,1.1092
1.4891e-09,1.0937
1.5124e-09,1.0858
1.5356e-09,1.0862
1.5589e-09,1.0938
1.5822e-09,1.1071
1.6054e-09,1.1240
1.6287e-09,1.1413
1.6520e-09,1.1555
1.6752e-09,1.1650
1.6985e-09,1.1710
1.7218e-09,1.1758
1.7450e-09,1.1799
1.7683e-09,1.1820
1.7916e-09,1.1820
1.8148e-09,1.1810
1.8381e-09,1.1812
1.8614e-09,1.1842
1.8846e-09,1.1902
1.9079e-09,1.1990
1.9312e-09,1.2093
1.9544e-09,1.2197
1.9777e-09,1.2283
2.0010e-09,1.2341
2.0242e-09,1.2374
2.0475e-09,1.2389
2.0708e-09,1.2389
2.0940e-09,1.2367
2.1173e-09,1.2313
2.1406e-09,1.2227
2.1638e-09,1.2127
2.1871e-09,1.2036
2.2104e-09,1.1969
2.2336e-09,1.1931
2.2569e-09,1.1920
2.2802e-09,1.1929
2.3034e-09,1.1950
2.3267e-09,1.1973
2.3500e-09,1.1991
2.3732e-09,1.2008
2.3965e-09,1.2027
2.4198e-09,1.2043
2.4430e-09,1.2042
2.4663e-09,1.2019
2.4896e-09,1.1982
2.5128e-09,1.1941
2.5361e-09,1.1840
2.5594e-09,1.1642
2.5826e-09,1.1153
2.6059e-09,1.0433
2.6292e-09,0.9580
2.6524e-09,0.8537
2.6757e-09,0.7456
2.6990e-09,0.6289
2.7222e-09,0.5050
2.7455e-09,0.3884
2.7688e-09,0.2765
2.7920e-09,0.1726
2.8153e-09,0.0843
2.8386e-09,0.0161
2.8618e-09,-0.0299
2.8851e-09,-0.0599
2.9084e-09,-0.0822
2.9316e-09,-0.1004
2.9549e-09,-0.1145
2.9782e-09,-0.1233
3.0014e-09,-0.1299
3.0247e-09,-0.1352
3.0480e-09,-0.1402
3.0712e-09,-0.1453
3.0945e-09,-0.1478
3.1178e-09,-0.1481
3.1410e-09,-0.1429
3.1643e-09,-0.1294
3.1876e-09,-0.1072
3.2108e-09,-0.0774
3.2341e-09,-0.0456
3.2574e-09,-0.0156
3.2806e-09,0.0120
3.3039e-09,0.0376
3.3272e-09,0.0620
3.3504e-09,0.0824
3.3737e-09,0.0954
3.3970e-09,0.1006
3.4202e-09,0.0986
3.4435e-09,0.0907
3.4668e-09,0.0787
3.4901e-09,0.0655
3.5133e-09,0.0549
3.5366e-09,0.0484
3.5599e-09,0.0444
3.5831e-09,0.0408
3.6064e-09,0.0371
3.6297e-09,0.0350
3.6529e-09,0.0350
3.6762e-09,0.0356
3.6995e-09,0.0347
3.7227e-09,0.0309
3.7460e-09,0.0241
3.7693e-09,0.0147
3.7925e-09,0.0052
3.8158e-09,0.0032
3.8391e-09,0.0268
3.8623e-09,0.0794
3.8856e-09,0.1533
3.9089e-09,0.2460
3.9321e-09,0.3498
3.9554e-09,0.4641
3.9787e-09,0.5899
4.0019e-09,0.7175
4.0252e-09,0.8408
4.0485e-09,0.9556
4.0717e-09,1.0545
4.0950e-09,1.1308
4.1183e-09,1.1812
4.1415e-09,1.2105
4.1648e-09,1.2286
4.1881e-09,1.2417
4.2113e-09,1.2524
4.2346e-09,1.2596
4.2579e-09,1.2636
4.2811e-09,1.2673
4.3044e-09,1.2730
4.3277e-09,1.2816
4.3509e-09,1.2910
4.3742e-09,1.2983
4.3975e-09,1.2998
4.4207e-09,1.2927
4.4440e-09,1.2756
