.HEADER
..NAMES
Time,V U1.W1
4.4673e-09,1.2269
4.4905e-09,1.2326
4.5138e-09,1.2366
4.5371e-09,1.2384
4.5603e-09,1.2387
4.5836e-09,1.2396
4.6069e-09,1.2432
4.6301e-09,1.2496
4.6534e-09,1.2565
4.6767e-09,1.2615
4.6999e-09,1.2627
4.7232e-09,1.2583
4.7465e-09,1.2473
4.7697e-09,1.2298
4.7930e-09,1.2067
4.8163e-09,1.1810
4.8395e-09,1.1577
4.8628e-09,1.1408
4.8861e-09,1.1317
4.9093e-09,1.1302
4.9326e-09,1.1353
4.9559e-09,1.1445
4.9791e-09,1.1548
5.0024e-09,1.1645
5.0257e-09,1.1732
5.0489e-09,1.1807
5.0722e-09,1.1868
5.0955e-09,1.1911
5.1187e-09,1.1933
5.1420e-09,1.1936
5.1653e-09,1.1924
5.1885e-09,1.1902
5.2118e-09,1.1872
5.2351e-09,1.1843
5.2583e-09,1.1831
5.2816e-09,1.1855
5.3049e-09,1.1922
5.3281e-09,1.2023
5.3514e-09,1.2137
5.3747e-09,1.2243
5.3979e-09,1.2319
5.4212e-09,1.2350
5.4445e-09,1.2334
5.4677e-09,1.2282
5.4910e-09,1.2208
5.5143e-09,1.2126
5.5375e-09,1.2051
5.5608e-09,1.1993
5.5841e-09,1.1954
5.6073e-09,1.1937
5.6306e-09,1.1936
5.6539e-09,1.1943
5.6771e-09,1.1955
5.7004e-09,1.1971
5.7237e-09,1.1997
5.7469e-09,1.2030
5.7702e-09,1.2063
5.7935e-09,1.2085
5.8168e-09,1.2087
5.8400e-09,1.2067
5.8633e-09,1.2026
5.8866e-09,1.1973
5.9098e-09,1.1919
5.9331e-09,1.1877
5.9564e-09,1.1858
5.9796e-09,1.1864
6.0029e-09,1.1895
6.0262e-09,1.1943
6.0494e-09,1.1998
6.0727e-09,1.2047
6.0960e-09,1.2081
6.1192e-09,1.2096
6.1425e-09,1.2095
6.1658e-09,1.2086
6.1890e-09,1.2073
6.2123e-09,1.2058
6.2356e-09,1.2040
6.2588e-09,1.2021
6.2821e-09,1.2001
6.3054e-09,1.1983
6.3286e-09,1.1970
6.3519e-09,1.1966
6.3752e-09,1.1972
6.3984e-09,1.1989
6.4217e-09,1.2016
6.4450e-09,1.2048
6.4682e-09,1.2075
6.4915e-09,1.2092
6.5148e-09,1.2093
6.5380e-09,1.2077
6.5613e-09,1.2048
6.5846e-09,1.2015
6.6078e-09,1.1985
6.6311e-09,1.1966
6.6544e-09,1.1958
6.6776e-09,1.1960
6.7009e-09,1.1970
6.7242e-09,1.1983
6.7474e-09,1.1998
6.7707e-09,1.2012
6.7940e-09,1.2023
6.8172e-09,1.2032
6.8405e-09,1.2039
6.8638e-09,1.2044
6.8870e-09,1.2047
6.9103e-09,1.2045
6.9336e-09,1.2037
6.9568e-09,1.2023
6.9801e-09,1.2004
7.0034e-09,1.1987
7.0266e-09,1.1974
7.0499e-09,1.1972
7.0732e-09,1.1979
7.0964e-09,1.1994
7.1197e-09,1.2013
7.1430e-09,1.2032
7.1662e-09,1.2046
7.1895e-09,1.2052
7.2128e-09,1.2051
7.2360e-09,1.2043
7.2593e-09,1.2032
7.2826e-09,1.2020
7.3058e-09,1.2011
7.3291e-09,1.1994
7.3524e-09,1.1644
7.3756e-09,1.0984
7.3989e-09,0.9354
7.4222e-09,0.7833
7.4454e-09,0.6765
7.4687e-09,0.6041
7.4920e-09,0.5610
7.5152e-09,0.5381
7.5385e-09,0.5259
7.5618e-09,0.5202
7.5850e-09,0.5171
7.6083e-09,0.5149
7.6316e-09,0.5133
7.6548e-09,0.5142
7.6781e-09,0.5167
7.7014e-09,0.5187
7.7246e-09,0.5200
7.7479e-09,0.5198
7.7712e-09,0.5188
7.7944e-09,0.5162
7.8177e-09,0.5134
7.8410e-09,0.5126
7.8642e-09,0.5119
7.8875e-09,0.5046
7.9108e-09,0.4837
7.9340e-09,0.4483
7.9573e-09,0.3994
7.9806e-09,0.3383
8.0038e-09,0.2699
8.0271e-09,0.2004
8.0504e-09,0.1349
8.0736e-09,0.0784
8.0969e-09,0.0349
8.1202e-09,0.0040
8.1435e-09,-0.0174
8.1667e-09,-0.0318
8.1900e-09,-0.0415
8.2133e-09,-0.0488
8.2365e-09,-0.0549
8.2598e-09,-0.0591
8.2831e-09,-0.0607
8.3063e-09,-0.0607
8.3296e-09,-0.0610
8.3529e-09,-0.0634
8.3761e-09,-0.0674
8.3994e-09,-0.0714
8.4227e-09,-0.0737
8.4459e-09,-0.0728
8.4692e-09,-0.0670
8.4925e-09,-0.0553
8.5157e-09,-0.0377
8.5390e-09,-0.0153
8.5623e-09,0.0090
8.5855e-09,0.0306
8.6088e-09,0.0466
8.6321e-09,0.0559
8.6553e-09,0.0582
8.6786e-09,0.0548
8.7019e-09,0.0483
8.7251e-09,0.0413
8.7484e-09,0.0348
8.7717e-09,0.0291
8.7949e-09,0.0242
8.8182e-09,0.0202
8.8415e-09,0.0175
8.8647e-09,0.0160
8.8880e-09,0.0157
8.9113e-09,0.0162
8.9345e-09,0.0176
8.9578e-09,0.0197
8.9811e-09,0.0218
9.0043e-09,0.0223
9.0276e-09,0.0196
9.0509e-09,0.0131
9.0741e-09,0.0038
9.0974e-09,-0.0068
9.1207e-09,-0.0166
9.1439e-09,-0.0237
9.1672e-09,-0.0268
9.1905e-09,-0.0259
9.2137e-09,-0.0219
9.2370e-09,-0.0160
9.2603e-09,-0.0095
9.2835e-09,-0.0036
9.3068e-09,0.0009
9.3301e-09,0.0037
9.3533e-09,0.0048
9.3766e-09,0.0049
9.3999e-09,0.0046
9.4231e-09,0.0042
9.4464e-09,0.0033
9.4697e-09,0.0016
9.4929e-09,-0.0007
9.5162e-09,-0.0031
9.5395e-09,-0.0047
9.5627e-09,-0.0047
9.5860e-09,-0.0028
9.6093e-09,0.0009
9.6325e-09,0.0057
9.6558e-09,0.0106
9.6791e-09,0.0144
9.7023e-09,0.0164
9.7256e-09,0.0161
9.7489e-09,0.0136
9.7721e-09,0.0096
9.7954e-09,0.0050
9.8187e-09,0.0009
9.8419e-09,-0.0018
9.8652e-09,0.0128
9.8885e-09,0.0693
9.9117e-09,0.2016
9.9350e-09,0.3490
9.9583e-09,0.4600
9.9815e-09,0.5440
1.00048e-08,0.6012
1.00281e-08,0.6312
1.00513e-08,0.6480
1.00746e-08,0.6563
1.00979e-08,0.6603
1.01211e-08,0.6617
1.01444e-08,0.6612
1.01677e-08,0.6571
1.01909e-08,0.6503
1.02142e-08,0.6437
1.02375e-08,0.6390
1.02607e-08,0.6372
1.02840e-08,0.6391
1.03073e-08,0.6444
1.03305e-08,0.6509
1.03538e-08,0.6558
1.03771e-08,0.6597
1.04003e-08,0.6666
1.04236e-08,0.6838
1.04469e-08,0.7136
1.04702e-08,0.7566
1.04934e-08,0.8130
1.05167e-08,0.8788
1.05400e-08,0.9479
1.05632e-08,1.0153
1.05865e-08,1.0754
1.06098e-08,1.1234
1.06330e-08,1.1589
1.06563e-08,1.1845
1.06796e-08,1.2027
1.07028e-08,1.2157
1.07261e-08,1.2259
1.07494e-08,1.2346
1.07726e-08,1.2406
1.07959e-08,1.2428
1.08192e-08,1.2419
1.08424e-08,1.2399
1.08657e-08,1.2391
1.08890e-08,1.2403
1.09122e-08,1.2426
1.09355e-08,1.2449
1.09588e-08,1.2460
1.09820e-08,1.2437
1.10053e-08,1.2365
1.10286e-08,1.2236
1.10518e-08,1.2054
1.10751e-08,1.1842
1.10984e-08,1.1643
1.11216e-08,1.1491
1.11449e-08,1.1402
1.11682e-08,1.1382
1.11914e-08,1.1422
1.12147e-08,1.1496
1.12380e-08,1.1576
1.12612e-08,1.1651
1.12845e-08,1.1716
1.13078e-08,1.1773
1.13310e-08,1.1824
1.13543e-08,1.1867
1.13776e-08,1.1902
1.14008e-08,1.1928
1.14241e-08,1.1945
1.14474e-08,1.1948
1.14706e-08,1.1936
1.14939e-08,1.1913
1.15172e-08,1.1894
1.15404e-08,1.1899
1.15637e-08,1.1938
1.15870e-08,1.2008
1.16102e-08,1.2098
1.16335e-08,1.2188
1.16568e-08,1.2257
1.16800e-08,1.2290
1.17033e-08,1.2275
1.17266e-08,1.1900
1.17498e-08,1.1219
1.17731e-08,0.9504
1.17964e-08,0.7931
1.18196e-08,0.6830
1.18429e-08,0.6044
1.18662e-08,0.5578
1.18894e-08,0.5336
1.19127e-08,0.5197
1.19360e-08,0.5128
1.19592e-08,0.5094
1.19825e-08,0.5084
1.20058e-08,0.5094
1.20290e-08,0.5141
1.20523e-08,0.5203
1.20756e-08,0.5247
1.20988e-08,0.5262
1.21221e-08,0.5238
1.21454e-08,0.5184
1.21686e-08,0.5106
1.21919e-08,0.5031
1.22152e-08,0.4993
1.22384e-08,0.4982
1.22617e-08,0.4931
1.22850e-08,0.4763
1.23082e-08,0.4460
1.23315e-08,0.4020
1.23548e-08,0.3442
1.23780e-08,0.2774
1.24013e-08,0.2081
1.24246e-08,0.1420
1.24478e-08,0.0847
1.24711e-08,0.0404
1.24944e-08,0.0085
1.25176e-08,-0.0142
1.25409e-08,-0.0304
1.25642e-08,-0.0420
1.25874e-08,-0.0514
1.26107e-08,-0.0591
1.26340e-08,-0.0639
1.26572e-08,-0.0647
1.26805e-08,-0.0627
1.27038e-08,-0.0602
1.27270e-08,-0.0596
1.27503e-08,-0.0615
1.27736e-08,-0.0646
1.27968e-08,-0.0678
1.28201e-08,-0.0694
1.28434e-08,-0.0666
1.28667e-08,-0.0576
1.28899e-08,-0.0420
1.29132e-08,-0.0204
1.29365e-08,0.0040
1.29597e-08,0.0264
1.29830e-08,0.0523
1.30063e-08,0.1046
1.30295e-08,0.2319
1.30528e-08,0.3930
1.30761e-08,0.5052
1.30993e-08,0.5905
1.31226e-08,0.6420
1.31459e-08,0.6672
1.31691e-08,0.6785
1.31924e-08,0.6802
1.32157e-08,0.6784
1.32389e-08,0.6759
1.32622e-08,0.6738
1.32855e-08,0.6709
1.33087e-08,0.6672
1.33320e-08,0.6658
1.33553e-08,0.6662
1.33785e-08,0.6671
1.34018e-08,0.6669
1.34251e-08,0.6645
1.34483e-08,0.6593
1.34716e-08,0.6504
1.34949e-08,0.6397
1.35181e-08,0.6339
1.35414e-08,0.6429
1.35647e-08,0.6706
1.35879e-08,0.7053
1.36112e-08,0.7334
1.36345e-08,0.6976
1.36577e-08,0.6077
1.36810e-08,0.5437
1.37043e-08,0.5139
1.37275e-08,0.5024
1.37508e-08,0.5056
1.37741e-08,0.5167
1.37973e-08,0.5274
1.38206e-08,0.5363
1.38439e-08,0.5422
1.38671e-08,0.5452
1.38904e-08,0.5477
1.39137e-08,0.5506
1.39369e-08,0.5528
1.39602e-08,0.5554
1.39835e-08,0.5599
1.40067e-08,0.5666
1.40300e-08,0.5731
1.40533e-08,0.5768
1.40765e-08,0.5776
1.40998e-08,0.5743
1.41231e-08,0.5619
1.41463e-08,0.5320
1.41696e-08,0.4813
1.41929e-08,0.4138
1.42161e-08,0.3352
1.42394e-08,0.2522
1.42627e-08,0.1724
1.42859e-08,0.1017
1.43092e-08,0.0437
1.43325e-08,0.0009
1.43557e-08,-0.0270
1.43790e-08,-0.0437
1.44023e-08,-0.0528
1.44255e-08,-0.0568
1.44488e-08,-0.0583
1.44721e-08,-0.0601
1.44953e-08,-0.0629
1.45186e-08,-0.0656
1.45419e-08,-0.0677
1.45651e-08,-0.0703
1.45884e-08,-0.0748
1.46117e-08,-0.0812
1.46349e-08,-0.0868
1.46582e-08,-0.0881
1.46815e-08,-0.0829
1.47047e-08,-0.0705
1.47280e-08,-0.0512
1.47513e-08,-0.0266
1.47745e-08,0.0008
1.47978e-08,0.0280
1.48211e-08,0.0507
1.48443e-08,0.0658
1.48676e-08,0.0724
1.48909e-08,0.0711
1.49141e-08,0.0636
1.49374e-08,0.0526
1.49607e-08,0.0415
1.49839e-08,0.0322
1.50072e-08,0.0252
1.50305e-08,0.0200
1.50537e-08,0.0163
1.50770e-08,0.0144
1.51003e-08,0.0148
1.51236e-08,0.0173
1.51468e-08,0.0208
1.51701e-08,0.0240
1.51934e-08,0.0261
1.52166e-08,0.0265
1.52399e-08,0.0241
1.52632e-08,0.0181
1.52864e-08,0.0084
1.53097e-08,-0.0037
1.53330e-08,-0.0161
1.53562e-08,-0.0264
1.53795e-08,-0.0328
1.54028e-08,-0.0340
1.54260e-08,-0.0304
1.54493e-08,-0.0234
1.54726e-08,-0.0150
1.54958e-08,-0.0069
1.55191e-08,-0.0001
1.55424e-08,0.0050
1.55656e-08,0.0080
1.55889e-08,0.0089
1.56122e-08,0.0079
1.56354e-08,0.0058
1.56587e-08,0.0034
1.56820e-08,0.0009
1.57052e-08,-0.0018
1.57285e-08,-0.0044
1.57518e-08,-0.0064
1.57750e-08,-0.0069
1.57983e-08,-0.0053
1.58216e-08,-0.0014
1.58448e-08,0.0041
1.58681e-08,0.0103
1.58914e-08,0.0157
1.59146e-08,0.0190
1.59379e-08,0.0196
1.59612e-08,0.0176
1.59844e-08,0.0136
1.60077e-08,0.0083
1.60310e-08,0.0029
1.60542e-08,-0.0017
1.60775e-08,-0.0048
1.61008e-08,-0.0025
1.61240e-08,0.0245
1.61473e-08,0.1079
1.61706e-08,0.2654
1.61938e-08,0.3951
1.62171e-08,0.4988
1.62404e-08,0.5720
1.62636e-08,0.6181
1.62869e-08,0.6429
1.63102e-08,0.6553
1.63334e-08,0.6599
1.63567e-08,0.6611
1.63800e-08,0.6596
1.64032e-08,0.6561
1.64265e-08,0.6496
1.64498e-08,0.6432
1.64730e-08,0.6385
1.64963e-08,0.6366
1.65196e-08,0.6382
1.65428e-08,0.6431
1.65661e-08,0.6504
1.65894e-08,0.6570
1.66126e-08,0.6609
1.66359e-08,0.6640
1.66592e-08,0.6732
1.66824e-08,0.6943
1.67057e-08,0.7280
1.67290e-08,0.7757
1.67522e-08,0.8360
1.67755e-08,0.9032
1.67988e-08,0.9720
1.68220e-08,1.0375
1.68453e-08,1.0938
1.68686e-08,1.1376
1.68918e-08,1.1702
1.69151e-08,1.1938
1.69384e-08,1.2106
1.69616e-08,1.2226
1.69849e-08,1.2321
1.70082e-08,1.2392
1.70314e-08,1.2426
1.70547e-08,1.2422
1.70780e-08,1.2395
1.71012e-08,1.2371
1.71245e-08,1.2371
1.71478e-08,1.2393
1.71710e-08,1.2424
1.71943e-08,1.2453
1.72176e-08,1.2460
1.72408e-08,1.2424
1.72641e-08,1.2334
1.72874e-08,1.2185
1.73106e-08,1.1987
1.73339e-08,1.1729
1.73572e-08,1.1150
1.73804e-08,1.0180
1.74037e-08,0.8397
1.74270e-08,0.6932
1.74502e-08,0.5983
1.74735e-08,0.5381
1.74968e-08,0.5066
1.75201e-08,0.4932
1.75433e-08,0.4898
1.75666e-08,0.4916
1.75899e-08,0.4954
1.76131e-08,0.4988
1.76364e-08,0.5025
1.76597e-08,0.5078
1.76829e-08,0.5128
1.77062e-08,0.5150
1.77295e-08,0.5141
1.77527e-08,0.5108
1.77760e-08,0.5072
1.77993e-08,0.5050
1.78225e-08,0.5068
1.78458e-08,0.5137
1.78691e-08,0.5215
1.78923e-08,0.5205
1.79156e-08,0.5024
1.79389e-08,0.4660
1.79621e-08,0.4123
1.79854e-08,0.3582
1.80087e-08,0.3526
1.80319e-08,0.4417
1.80552e-08,0.5313
1.80785e-08,0.5787
1.81017e-08,0.6081
1.81250e-08,0.6164
1.81483e-08,0.6140
1.81715e-08,0.6046
1.81948e-08,0.5945
1.82181e-08,0.5859
1.82413e-08,0.5802
1.82646e-08,0.5782
1.82879e-08,0.5773
1.83111e-08,0.5756
1.83344e-08,0.5730
1.83577e-08,0.5673
1.83809e-08,0.5595
1.84042e-08,0.5526
1.84275e-08,0.5493
1.84507e-08,0.5508
1.84740e-08,0.5574
1.84973e-08,0.5725
1.85205e-08,0.6032
1.85438e-08,0.6551
1.85671e-08,0.7237
1.85903e-08,0.8026
1.86136e-08,0.8865
1.86369e-08,0.9683
1.86601e-08,1.0421
1.86834e-08,1.1050
1.87067e-08,1.1548
1.87299e-08,1.1897
1.87532e-08,1.2113
1.87765e-08,1.2234
1.87997e-08,1.2289
1.88230e-08,1.2305
1.88463e-08,1.2318
1.88695e-08,1.2344
1.88928e-08,1.2372
1.89161e-08,1.2391
1.89393e-08,1.2410
1.89626e-08,1.2445
1.89859e-08,1.2500
1.90091e-08,1.2548
1.90324e-08,1.2554
1.90557e-08,1.2500
1.90789e-08,1.2387
1.91022e-08,1.2219
1.91255e-08,1.2015
1.91487e-08,1.1793
1.91720e-08,1.1572
1.91953e-08,1.1380
1.92185e-08,1.1251
1.92418e-08,1.1201
1.92651e-08,1.1224
1.92883e-08,1.1310
1.93116e-08,1.1436
1.93349e-08,1.1569
1.93581e-08,1.1685
1.93814e-08,1.1778
1.94047e-08,1.1854
1.94279e-08,1.1910
1.94512e-08,1.1943
1.94745e-08,1.1948
1.94977e-08,1.1927
1.95210e-08,1.1897
1.95443e-08,1.1872
1.95675e-08,1.1861
1.95908e-08,1.1866
1.96141e-08,1.1891
1.96373e-08,1.1941
1.96606e-08,1.2018
1.96839e-08,1.2116
1.97071e-08,1.2216
1.97304e-08,1.2299
1.97537e-08,1.2348
1.97769e-08,1.2353
1.98002e-08,1.2314
1.98235e-08,1.2244
1.98468e-08,1.1911
1.98700e-08,1.1266
1.98933e-08,0.9752
1.99166e-08,0.8111
1.99398e-08,0.6912
1.99631e-08,0.6086
1.99864e-08,0.5582
2.00096e-08,0.5326
2.00329e-08,0.5209
2.00562e-08,0.5165
2.00794e-08,0.5157
2.01027e-08,0.5162
2.01260e-08,0.5167
2.01492e-08,0.5186
2.01725e-08,0.5210
2.01958e-08,0.5210
2.02190e-08,0.5187
2.02423e-08,0.5139
2.02656e-08,0.5085
2.02888e-08,0.5030
2.03121e-08,0.4992
2.03354e-08,0.4991
2.03586e-08,0.5021
2.03819e-08,0.5017
2.04052e-08,0.4892
2.04284e-08,0.4618
2.04517e-08,0.4196
2.04750e-08,0.3624
2.04982e-08,0.2945
2.05215e-08,0.2233
2.05448e-08,0.1544
2.05680e-08,0.0934
2.05913e-08,0.0449
2.06146e-08,0.0095
2.06378e-08,-0.0156
2.06611e-08,-0.0329
2.06844e-08,-0.0442
2.07076e-08,-0.0517
2.07309e-08,-0.0570
2.07542e-08,-0.0598
2.07774e-08,-0.0595
2.08007e-08,-0.0573
2.08240e-08,-0.0555
2.08472e-08,-0.0563
2.08705e-08,-0.0603
2.08938e-08,-0.0660
2.09170e-08,-0.0714
2.09403e-08,-0.0746
2.09636e-08,-0.0728
2.09868e-08,-0.0641
2.10101e-08,-0.0483
2.10334e-08,-0.0262
2.10566e-08,-0.0008
2.10799e-08,0.0232
2.11032e-08,0.0422
2.11264e-08,0.0545
2.11497e-08,0.0595
2.11730e-08,0.0581
2.11962e-08,0.0526
2.12195e-08,0.0457
2.12428e-08,0.0389
2.12660e-08,0.0324
2.12893e-08,0.0264
2.13126e-08,0.0210
2.13358e-08,0.0166
2.13591e-08,0.0135
2.13824e-08,0.0119
2.14056e-08,0.0121
2.14289e-08,0.0142
2.14522e-08,0.0177
2.14754e-08,0.0217
2.14987e-08,0.0242
2.15220e-08,0.0234
2.15452e-08,0.0182
2.15685e-08,0.0093
2.15918e-08,-0.0018
2.16150e-08,-0.0131
2.16383e-08,-0.0221
2.16616e-08,-0.0272
2.16848e-08,-0.0278
2.17081e-08,-0.0248
2.17314e-08,-0.0120
2.17546e-08,0.0265
2.17779e-08,0.1430
2.18012e-08,0.3033
2.18244e-08,0.4336
2.18477e-08,0.5279
2.18710e-08,0.5911
2.18942e-08,0.6283
2.19175e-08,0.6472
2.19408e-08,0.6551
2.19640e-08,0.6574
2.19873e-08,0.6562
2.20106e-08,0.6538
2.20338e-08,0.6497
2.20571e-08,0.6446
2.20804e-08,0.6415
2.21037e-08,0.6416
2.21269e-08,0.6452
2.21502e-08,0.6516
2.21735e-08,0.6596
2.21967e-08,0.6671
2.22200e-08,0.6713
2.22433e-08,0.6713
2.22665e-08,0.6708
2.22898e-08,0.6780
2.23131e-08,0.6984
2.23363e-08,0.7247
2.23596e-08,0.7423
2.23829e-08,0.7075
2.24061e-08,0.6117
2.24294e-08,0.5357
2.24527e-08,0.4987
2.24759e-08,0.4855
2.24992e-08,0.4898
2.25225e-08,0.5030
2.25457e-08,0.5170
2.25690e-08,0.5295
2.25923e-08,0.5391
2.26155e-08,0.5455
2.26388e-08,0.5504
2.26621e-08,0.5541
2.26853e-08,0.5553
2.27086e-08,0.5542
2.27319e-08,0.5534
2.27551e-08,0.5545
2.27784e-08,0.5569
2.28017e-08,0.5591
2.28249e-08,0.5609
2.28482e-08,0.5615
2.28715e-08,0.5557
2.28947e-08,0.5343
2.29180e-08,0.4919
2.29413e-08,0.4306
2.29645e-08,0.3551
2.29878e-08,0.2891
2.30111e-08,0.2794
2.30343e-08,0.3620
2.30576e-08,0.4496
2.30809e-08,0.5038
2.31041e-08,0.5419
2.31274e-08,0.5647
2.31507e-08,0.5701
2.31739e-08,0.5720
2.31972e-08,0.5726
2.32205e-08,0.5726
2.32437e-08,0.5726
2.32670e-08,0.5731
2.32903e-08,0.5719
2.33135e-08,0.5678
2.33368e-08,0.5617
2.33601e-08,0.5529
2.33833e-08,0.5439
2.34066e-08,0.5395
2.34299e-08,0.5430
2.34531e-08,0.5550
2.34764e-08,0.5741
2.34997e-08,0.6014
2.35229e-08,0.6409
2.35462e-08,0.6954
2.35695e-08,0.7603
2.35927e-08,0.8129
2.36160e-08,0.8432
2.36393e-08,0.7841
2.36625e-08,0.6776
2.36858e-08,0.6079
2.37091e-08,0.5642
2.37323e-08,0.5418
2.37556e-08,0.5326
2.37789e-08,0.5313
2.38021e-08,0.5316
2.38254e-08,0.5333
2.38487e-08,0.5367
2.38719e-08,0.5422
2.38952e-08,0.5501
2.39185e-08,0.5587
2.39417e-08,0.5651
2.39650e-08,0.5695
2.39883e-08,0.5715
2.40115e-08,0.5699
2.40348e-08,0.5625
2.40581e-08,0.5497
2.40813e-08,0.5349
2.41046e-08,0.5193
2.41279e-08,0.4990
2.41511e-08,0.4670
2.41744e-08,0.4210
2.41977e-08,0.3639
2.42209e-08,0.3001
2.42442e-08,0.2572
2.42675e-08,0.2856
2.42907e-08,0.3992
2.43140e-08,0.4821
2.43373e-08,0.5411
2.43605e-08,0.5754
2.43838e-08,0.5895
2.44071e-08,0.5933
2.44303e-08,0.5893
2.44536e-08,0.5828
2.44769e-08,0.5753
2.45002e-08,0.5679
2.45234e-08,0.5632
2.45467e-08,0.5596
2.45700e-08,0.5578
2.45932e-08,0.5568
2.46165e-08,0.5559
2.46398e-08,0.5567
2.46630e-08,0.5617
2.46863e-08,0.5719
2.47096e-08,0.5860
2.47328e-08,0.6029
2.47561e-08,0.6257
2.47794e-08,0.6604
