.HEADER
..NAMES
Time,V U2.B8
.DATA
1.01369e-08,1.1735
1.01465e-08,1.1697
1.01562e-08,1.1670
1.01658e-08,1.1644
1.01755e-08,1.1485
1.01851e-08,1.1181
1.01948e-08,1.0664
1.02044e-08,0.9864
1.02141e-08,0.8901
1.02237e-08,0.7927
1.02333e-08,0.6949
1.02430e-08,0.6036
1.02526e-08,0.5286
1.02623e-08,0.4669
1.02719e-08,0.4144
1.02816e-08,0.3755
1.02912e-08,0.3467
1.03009e-08,0.3232
1.03105e-08,0.3087
1.03202e-08,0.3037
1.03298e-08,0.3031
1.03394e-08,0.3065
1.03491e-08,0.3164
1.03587e-08,0.3320
1.03684e-08,0.3537
1.03780e-08,0.3774
1.03877e-08,0.3958
1.03973e-08,0.4078
1.04070e-08,0.4153
1.04166e-08,0.4205
1.04262e-08,0.4247
1.04359e-08,0.4284
1.04455e-08,0.4311
1.04552e-08,0.4329
1.04648e-08,0.4361
1.04745e-08,0.4417
1.04841e-08,0.4469
1.04938e-08,0.4494
1.05034e-08,0.4475
1.05130e-08,0.4392
1.05227e-08,0.4233
1.05323e-08,0.4009
1.05420e-08,0.3758
1.05516e-08,0.3529
1.05613e-08,0.3392
1.05709e-08,0.3427
1.05806e-08,0.3677
1.05902e-08,0.4134
1.05999e-08,0.4738
1.06095e-08,0.5379
1.06191e-08,0.5935
1.06288e-08,0.6320
1.06384e-08,0.6502
1.06481e-08,0.6482
1.06577e-08,0.6300
1.06674e-08,0.6015
1.06770e-08,0.5669
1.06867e-08,0.5278
1.06963e-08,0.4842
1.07059e-08,0.4349
1.07156e-08,0.3796
1.07252e-08,0.3206
1.07349e-08,0.2609
1.07445e-08,0.2023
1.07542e-08,0.1463
1.07638e-08,0.0949
1.07735e-08,0.0505
1.07831e-08,0.0250
1.07928e-08,0.0185
1.08024e-08,0.0306
1.08120e-08,0.0566
1.08217e-08,0.0901
1.08313e-08,0.1268
1.08410e-08,0.1692
1.08506e-08,0.2163
1.08603e-08,0.2651
1.08699e-08,0.3137
1.08796e-08,0.3594
1.08892e-08,0.4008
1.08988e-08,0.4386
1.09085e-08,0.4733
1.09181e-08,0.5042
1.09278e-08,0.5311
1.09374e-08,0.5513
1.09471e-08,0.5622
1.09567e-08,0.5618
1.09664e-08,0.5508
1.09760e-08,0.5313
1.09857e-08,0.5083
1.09953e-08,0.4873
1.10049e-08,0.4731
1.10146e-08,0.4684
1.10242e-08,0.4737
1.10339e-08,0.4870
1.10435e-08,0.5042
1.10532e-08,0.5201
1.10628e-08,0.5315
1.10725e-08,0.5367
1.10821e-08,0.5363
1.10917e-08,0.5329
1.11014e-08,0.5299
1.11110e-08,0.5296
1.11207e-08,0.5326
1.11303e-08,0.5377
1.11400e-08,0.5425
1.11496e-08,0.5454
1.11593e-08,0.5451
1.11689e-08,0.5402
1.11786e-08,0.5290
1.11882e-08,0.5113
1.11978e-08,0.4884
1.12075e-08,0.4631
1.12171e-08,0.4385
1.12268e-08,0.4169
1.12364e-08,0.3997
1.12461e-08,0.3872
1.12557e-08,0.3796
1.12654e-08,0.3766
1.12750e-08,0.3787
1.12846e-08,0.3868
1.12943e-08,0.4017
1.13039e-08,0.4235
1.13136e-08,0.4513
1.13232e-08,0.4841
1.13329e-08,0.5208
1.13425e-08,0.5611
1.13522e-08,0.6051
1.13618e-08,0.6516
1.13715e-08,0.6977
1.13811e-08,0.7404
1.13907e-08,0.7769
1.14004e-08,0.8065
1.14100e-08,0.8297
1.14197e-08,0.8288
1.14293e-08,0.8092
1.14390e-08,0.7811
1.14486e-08,0.7352
1.14583e-08,0.6745
1.14679e-08,0.6196
1.14775e-08,0.5661
1.14872e-08,0.5103
1.14968e-08,0.4639
1.15065e-08,0.4264
1.15161e-08,0.3889
1.15258e-08,0.3586
1.15354e-08,0.3395
1.15451e-08,0.3240
1.15547e-08,0.3142
1.15644e-08,0.3140
1.15740e-08,0.3170
1.15836e-08,0.3200
1.15933e-08,0.3274
1.16029e-08,0.3384
1.16126e-08,0.3513
1.16222e-08,0.3686
1.16319e-08,0.3844
1.16415e-08,0.3932
1.16512e-08,0.3985
1.16608e-08,0.4035
1.16705e-08,0.4093
1.16801e-08,0.4178
1.16897e-08,0.4292
1.16994e-08,0.4396
1.17090e-08,0.4486
1.17187e-08,0.4590
1.17283e-08,0.4689
1.17380e-08,0.4738
1.17476e-08,0.4734
1.17573e-08,0.4678
1.17669e-08,0.4557
1.17765e-08,0.4384
1.17862e-08,0.4200
1.17958e-08,0.4045
1.18055e-08,0.3969
1.18151e-08,0.4025
1.18248e-08,0.4221
1.18344e-08,0.4519
1.18441e-08,0.4874
1.18537e-08,0.5229
1.18634e-08,0.5508
1.18730e-08,0.5670
1.18826e-08,0.5717
1.18923e-08,0.5651
1.19019e-08,0.5485
1.19116e-08,0.5250
1.19212e-08,0.4961
1.19309e-08,0.4618
1.19405e-08,0.4226
1.19502e-08,0.3799
1.19598e-08,0.3337
1.19694e-08,0.2855
1.19791e-08,0.2376
1.19887e-08,0.1909
1.19984e-08,0.1454
1.20080e-08,0.1024
1.20177e-08,0.0633
1.20273e-08,0.0312
1.20370e-08,0.0165
1.20466e-08,0.0173
1.20563e-08,0.0328
1.20659e-08,0.0582
1.20755e-08,0.0869
1.20852e-08,0.1201
1.20948e-08,0.1605
1.21045e-08,0.2058
1.21141e-08,0.2577
1.21238e-08,0.3116
1.21334e-08,0.3636
1.21431e-08,0.4112
1.21527e-08,0.4531
1.21623e-08,0.4884
1.21720e-08,0.5164
1.21816e-08,0.5363
1.21913e-08,0.5472
1.22009e-08,0.5486
1.22106e-08,0.5413
1.22202e-08,0.5280
1.22299e-08,0.5122
1.22395e-08,0.4983
1.22492e-08,0.4893
1.22588e-08,0.4867
1.22684e-08,0.4902
1.22781e-08,0.4985
1.22877e-08,0.5083
1.22974e-08,0.5169
1.23070e-08,0.5226
1.23167e-08,0.5250
1.23263e-08,0.5246
1.23360e-08,0.5227
1.23456e-08,0.5205
1.23552e-08,0.5189
1.23649e-08,0.5188
1.23745e-08,0.5202
1.23842e-08,0.5225
1.23938e-08,0.5250
1.24035e-08,0.5273
1.24131e-08,0.5285
1.24228e-08,0.5266
1.24324e-08,0.5196
1.24421e-08,0.5068
1.24517e-08,0.4892
1.24613e-08,0.4694
1.24710e-08,0.4499
1.24806e-08,0.4320
1.24903e-08,0.4160
1.24999e-08,0.4020
1.25096e-08,0.3903
1.25192e-08,0.3823
1.25289e-08,0.3804
1.25385e-08,0.3870
1.25481e-08,0.4035
1.25578e-08,0.4295
1.25674e-08,0.4631
1.25771e-08,0.5016
1.25867e-08,0.5426
1.25964e-08,0.5848
1.26060e-08,0.6275
1.26157e-08,0.6697
1.26253e-08,0.7097
1.26349e-08,0.7456
1.26446e-08,0.7768
1.26542e-08,0.8035
1.26639e-08,0.8278
1.26735e-08,0.8517
1.26832e-08,0.8770
1.26928e-08,0.9046
1.27025e-08,0.9342
1.27121e-08,0.9645
1.27218e-08,0.9939
1.27314e-08,1.0209
1.27410e-08,1.0446
1.27507e-08,1.0647
1.27603e-08,1.0813
1.27700e-08,1.0949
1.27796e-08,1.1062
1.27893e-08,1.1159
1.27989e-08,1.1246
1.28086e-08,1.1324
1.28182e-08,1.1399
1.28278e-08,1.1473
1.28375e-08,1.1545
1.28471e-08,1.1615
1.28568e-08,1.1681
1.28664e-08,1.1741
1.28761e-08,1.1792
1.28857e-08,1.1832
1.28954e-08,1.1864
1.29050e-08,1.1890
1.29147e-08,1.1914
1.29243e-08,1.1935
1.29339e-08,1.1951
1.29436e-08,1.1956
1.29532e-08,1.1952
1.29629e-08,1.1946
1.29725e-08,1.1952
1.29822e-08,1.1980
1.29918e-08,1.2034
1.30015e-08,1.2109
1.30111e-08,1.2193
1.30207e-08,1.2273
1.30304e-08,1.2340
1.30400e-08,1.2387
1.30497e-08,1.2409
1.30593e-08,1.2403
1.30690e-08,1.2366
1.30786e-08,1.2293
1.30883e-08,1.2188
1.30979e-08,1.2060
1.31076e-08,1.1928
1.31172e-08,1.1807
1.31268e-08,1.1711
1.31365e-08,1.1644
1.31461e-08,1.1601
1.31558e-08,1.1576
1.31654e-08,1.1561
1.31751e-08,1.1553
1.31847e-08,1.1550
1.31944e-08,1.1551
1.32040e-08,1.1555
1.32136e-08,1.1562
1.32233e-08,1.1570
1.32329e-08,1.1577
1.32426e-08,1.1583
1.32522e-08,1.1589
1.32619e-08,1.1595
1.32715e-08,1.1602
1.32812e-08,1.1612
1.32908e-08,1.1603
1.33005e-08,1.1443
1.33101e-08,1.1125
1.33197e-08,1.0588
1.33294e-08,0.9768
1.33390e-08,0.8795
1.33487e-08,0.7823
1.33583e-08,0.6853
1.33680e-08,0.5956
1.33776e-08,0.5224
1.33873e-08,0.4618
1.33969e-08,0.4102
1.34065e-08,0.3719
1.34162e-08,0.3438
1.34258e-08,0.3213
1.34355e-08,0.3082
1.34451e-08,0.3050
1.34548e-08,0.3063
1.34644e-08,0.3116
1.34741e-08,0.3231
1.34837e-08,0.3392
1.34934e-08,0.3604
1.35030e-08,0.3824
1.35126e-08,0.3982
1.35223e-08,0.4069
1.35319e-08,0.4112
1.35416e-08,0.4137
1.35512e-08,0.4163
1.35609e-08,0.4200
1.35705e-08,0.4241
1.35802e-08,0.4284
1.35898e-08,0.4346
1.35994e-08,0.4430
1.36091e-08,0.4506
1.36187e-08,0.4544
1.36284e-08,0.4529
1.36380e-08,0.4445
1.36477e-08,0.4279
1.36573e-08,0.4052
1.36670e-08,0.3802
1.36766e-08,0.3580
1.36863e-08,0.3458
1.36959e-08,0.3510
1.37055e-08,0.3773
1.37152e-08,0.4236
1.37248e-08,0.4835
1.37345e-08,0.5462
1.37441e-08,0.5997
1.37538e-08,0.6361
1.37634e-08,0.6524
1.37731e-08,0.6492
1.37827e-08,0.6303
1.37924e-08,0.6015
1.38020e-08,0.5667
1.38116e-08,0.5272
1.38213e-08,0.4829
1.38309e-08,0.4327
1.38406e-08,0.3765
1.38502e-08,0.3167
1.38599e-08,0.2566
1.38695e-08,0.1982
1.38792e-08,0.1430
1.38888e-08,0.0929
1.38984e-08,0.0502
1.39081e-08,0.0167
1.39177e-08,-0.0073
1.39274e-08,-0.0239
1.39370e-08,-0.0357
1.39467e-08,-0.0449
1.39563e-08,-0.0533
1.39660e-08,-0.0618
1.39756e-08,-0.0706
1.39853e-08,-0.0790
1.39949e-08,-0.0858
1.40045e-08,-0.0889
1.40142e-08,-0.0874
1.40238e-08,-0.0812
1.40335e-08,-0.0705
1.40431e-08,-0.0558
1.40528e-08,-0.0396
1.40624e-08,-0.0254
1.40721e-08,-0.0170
1.40817e-08,-0.0172
1.40913e-08,-0.0268
1.41010e-08,-0.0440
1.41106e-08,-0.0650
1.41203e-08,-0.0852
1.41299e-08,-0.1004
1.41396e-08,-0.1075
1.41492e-08,-0.1055
1.41589e-08,-0.0958
1.41685e-08,-0.0819
1.41782e-08,-0.0674
1.41878e-08,-0.0557
1.41974e-08,-0.0485
1.42071e-08,-0.0453
1.42167e-08,-0.0445
1.42264e-08,-0.0444
1.42360e-08,-0.0440
1.42457e-08,-0.0440
1.42553e-08,-0.0455
1.42650e-08,-0.0499
1.42746e-08,-0.0581
1.42842e-08,-0.0695
1.42939e-08,-0.0829
1.43035e-08,-0.0966
1.43132e-08,-0.1091
1.43228e-08,-0.1190
1.43325e-08,-0.1258
1.43421e-08,-0.1289
1.43518e-08,-0.1278
1.43614e-08,-0.1225
1.43711e-08,-0.1137
1.43807e-08,-0.1029
1.43903e-08,-0.0923
1.44000e-08,-0.0835
1.44096e-08,-0.0774
1.44193e-08,-0.0738
1.44289e-08,-0.0716
1.44386e-08,-0.0694
1.44482e-08,-0.0656
1.44579e-08,-0.0588
1.44675e-08,-0.0484
1.44771e-08,-0.0344
1.44868e-08,-0.0183
1.44964e-08,-0.0019
1.45061e-08,0.0122
1.45157e-08,0.0222
1.45254e-08,0.0269
1.45350e-08,0.0262
1.45447e-08,0.0216
1.45543e-08,0.0153
1.45640e-08,0.0094
1.45736e-08,0.0055
1.45832e-08,0.0040
1.45929e-08,0.0044
1.46025e-08,0.0058
1.46122e-08,0.0073
1.46218e-08,0.0082
1.46315e-08,0.0085
1.46411e-08,0.0087
1.46508e-08,0.0097
1.46604e-08,0.0121
1.46700e-08,0.0162
1.46797e-08,0.0215
1.46893e-08,0.0270
1.46990e-08,0.0313
1.47086e-08,0.0335
1.47183e-08,0.0330
1.47279e-08,0.0302
1.47376e-08,0.0257
1.47472e-08,0.0204
1.47568e-08,0.0150
1.47665e-08,0.0104
1.47761e-08,0.0072
1.47858e-08,0.0060
1.47954e-08,0.0072
1.48051e-08,0.0108
1.48147e-08,0.0161
1.48244e-08,0.0221
1.48340e-08,0.0273
1.48437e-08,0.0305
1.48533e-08,0.0312
1.48629e-08,0.0298
1.48726e-08,0.0271
1.48822e-08,0.0246
1.48919e-08,0.0232
1.49015e-08,0.0236
1.49112e-08,0.0260
1.49208e-08,0.0298
1.49305e-08,0.0342
1.49401e-08,0.0382
1.49497e-08,0.0409
1.49594e-08,0.0417
1.49690e-08,0.0407
1.49787e-08,0.0381
1.49883e-08,0.0348
1.49980e-08,0.0316
1.50076e-08,0.0288
1.50173e-08,0.0265
1.50269e-08,0.0244
1.50366e-08,0.0218
1.50462e-08,0.0185
1.50558e-08,0.0144
1.50655e-08,0.0098
1.50751e-08,0.0054
1.50848e-08,0.0019
1.50944e-08,-0.0001
1.51041e-08,-0.0004
1.51137e-08,0.0008
1.51234e-08,0.0031
1.51330e-08,0.0058
1.51426e-08,0.0082
1.51523e-08,0.0092
1.51619e-08,0.0072
1.51716e-08,0.0084
1.51812e-08,0.0200
1.51909e-08,0.0382
1.52005e-08,0.0604
1.52102e-08,0.0910
1.52198e-08,0.1291
1.52295e-08,0.1764
1.52391e-08,0.2377
1.52487e-08,0.3054
1.52584e-08,0.3700
1.52680e-08,0.4286
1.52777e-08,0.4791
1.52873e-08,0.5191
1.52970e-08,0.5505
1.53066e-08,0.5754
1.53163e-08,0.5925
1.53259e-08,0.6031
1.53355e-08,0.6107
1.53452e-08,0.6155
1.53548e-08,0.6176
1.53645e-08,0.6185
1.53741e-08,0.6185
1.53838e-08,0.6175
1.53934e-08,0.6167
1.54031e-08,0.6166
1.54127e-08,0.6163
1.54224e-08,0.6164
1.54320e-08,0.6174
1.54416e-08,0.6182
1.54513e-08,0.6183
1.54609e-08,0.6183
1.54706e-08,0.6174
1.54802e-08,0.6145
1.54899e-08,0.6107
1.54995e-08,0.6078
1.55092e-08,0.6064
1.55188e-08,0.6074
1.55284e-08,0.6118
1.55381e-08,0.6199
1.55477e-08,0.6310
1.55574e-08,0.6434
1.55670e-08,0.6533
1.55767e-08,0.6570
1.55863e-08,0.6537
1.55960e-08,0.6437
1.56056e-08,0.6268
1.56153e-08,0.6037
1.56249e-08,0.5763
1.56345e-08,0.5471
1.56442e-08,0.5202
1.56538e-08,0.5007
1.56635e-08,0.4919
1.56731e-08,0.4946
1.56828e-08,0.5081
1.56924e-08,0.5304
1.57021e-08,0.5578
1.57117e-08,0.5875
1.57213e-08,0.6179
1.57310e-08,0.6487
1.57406e-08,0.6805
1.57503e-08,0.7135
1.57599e-08,0.7465
1.57696e-08,0.7778
1.57792e-08,0.8068
1.57889e-08,0.8337
1.57985e-08,0.8593
1.58082e-08,0.8841
1.58178e-08,0.9085
1.58274e-08,0.9324
1.58371e-08,0.9562
1.58467e-08,0.9800
1.58564e-08,1.0037
1.58660e-08,1.0271
1.58757e-08,1.0498
1.58853e-08,1.0711
1.58950e-08,1.0898
1.59046e-08,1.1054
1.59142e-08,1.1175
1.59239e-08,1.1258
1.59335e-08,1.1310
1.59432e-08,1.1343
1.59528e-08,1.1372
1.59625e-08,1.1411
1.59721e-08,1.1473
1.59818e-08,1.1561
1.59914e-08,1.1674
1.60011e-08,1.1801
1.60107e-08,1.1927
1.60203e-08,1.2035
1.60300e-08,1.2112
1.60396e-08,1.2148
1.60493e-08,1.2146
1.60589e-08,1.2111
1.60686e-08,1.2053
1.60782e-08,1.1987
1.60879e-08,1.1928
1.60975e-08,1.1893
1.61071e-08,1.1893
1.61168e-08,1.1930
1.61264e-08,1.1997
1.61361e-08,1.2079
1.61457e-08,1.2162
1.61554e-08,1.2239
1.61650e-08,1.2308
1.61747e-08,1.2370
1.61843e-08,1.2422
1.61940e-08,1.2460
1.62036e-08,1.2478
1.62132e-08,1.2467
1.62229e-08,1.2426
1.62325e-08,1.2357
1.62422e-08,1.2269
1.62518e-08,1.2174
1.62615e-08,1.2081
1.62711e-08,1.1996
1.62808e-08,1.1923
1.62904e-08,1.1866
1.63000e-08,1.1828
1.63097e-08,1.1810
1.63193e-08,1.1811
1.63290e-08,1.1823
1.63386e-08,1.1836
1.63483e-08,1.1841
1.63579e-08,1.1831
1.63676e-08,1.1805
1.63772e-08,1.1765
1.63869e-08,1.1720
1.63965e-08,1.1679
1.64061e-08,1.1651
1.64158e-08,1.1627
1.64254e-08,1.1472
1.64351e-08,1.1174
1.64447e-08,1.0663
1.64544e-08,0.9868
1.64640e-08,0.8907
1.64737e-08,0.7933
1.64833e-08,0.6954
1.64929e-08,0.6038
1.65026e-08,0.5285
1.65122e-08,0.4665
1.65219e-08,0.4139
1.65315e-08,0.3751
1.65412e-08,0.3467
1.65508e-08,0.3235
1.65605e-08,0.3092
1.65701e-08,0.3043
1.65798e-08,0.3035
1.65894e-08,0.3066
1.65990e-08,0.3161
1.66087e-08,0.3314
1.66183e-08,0.3528
1.66280e-08,0.3766
1.66376e-08,0.3954
1.66473e-08,0.4079
1.66569e-08,0.4159
1.66666e-08,0.4214
1.66762e-08,0.4256
1.66858e-08,0.4292
1.66955e-08,0.4315
1.67051e-08,0.4330
1.67148e-08,0.4358
1.67244e-08,0.4412
1.67341e-08,0.4465
1.67437e-08,0.4492
1.67534e-08,0.4477
1.67630e-08,0.4399
1.67727e-08,0.4243
1.67823e-08,0.4022
1.67919e-08,0.3771
1.68016e-08,0.3540
1.68112e-08,0.3401
1.68209e-08,0.3433
1.68305e-08,0.3680
1.68402e-08,0.4135
1.68498e-08,0.4738
1.68595e-08,0.5379
1.68691e-08,0.5936
1.68788e-08,0.6324
1.68884e-08,0.6507
1.68980e-08,0.6488
1.69077e-08,0.6305
1.69173e-08,0.6019
1.69270e-08,0.5671
1.69366e-08,0.5279
1.69463e-08,0.4842
1.69559e-08,0.4349
1.69656e-08,0.3798
1.69752e-08,0.3210
1.69848e-08,0.2615
1.69945e-08,0.2031
1.70041e-08,0.1471
1.70138e-08,0.0956
1.70234e-08,0.0510
1.70331e-08,0.0251
1.70427e-08,0.0183
1.70524e-08,0.0302
1.70620e-08,0.0562
1.70717e-08,0.0898
1.70813e-08,0.1269
1.70909e-08,0.1695
1.71006e-08,0.2167
1.71102e-08,0.2656
1.71199e-08,0.3142
1.71295e-08,0.3596
1.71392e-08,0.4008
1.71488e-08,0.4384
1.71585e-08,0.4730
1.71681e-08,0.5039
1.71777e-08,0.5309
1.71874e-08,0.5513
1.71970e-08,0.5624
1.72067e-08,0.5622
1.72163e-08,0.5513
1.72260e-08,0.5318
1.72356e-08,0.5088
1.72453e-08,0.4877
1.72549e-08,0.4734
1.72646e-08,0.4685
1.72742e-08,0.4737
1.72838e-08,0.4870
1.72935e-08,0.5042
1.73031e-08,0.5203
1.73128e-08,0.5318
1.73224e-08,0.5370
1.73321e-08,0.5366
1.73417e-08,0.5332
1.73514e-08,0.5301
1.73610e-08,0.5296
1.73706e-08,0.5325
1.73803e-08,0.5375
1.73899e-08,0.5424
1.73996e-08,0.5454
1.74092e-08,0.5453
1.74189e-08,0.5405
1.74285e-08,0.5295
1.74382e-08,0.5118
1.74478e-08,0.4889
1.74575e-08,0.4635
1.74671e-08,0.4386
1.74767e-08,0.4169
1.74864e-08,0.3996
1.74960e-08,0.3871
1.75057e-08,0.3795
1.75153e-08,0.3767
1.75250e-08,0.3790
1.75346e-08,0.3872
1.75443e-08,0.4021
1.75539e-08,0.4238
1.75635e-08,0.4516
1.75732e-08,0.4842
1.75828e-08,0.5208
1.75925e-08,0.5610
1.76021e-08,0.6050
1.76118e-08,0.6515
1.76214e-08,0.6977
1.76311e-08,0.7405
1.76407e-08,0.7771
1.76504e-08,0.8068
1.76600e-08,0.8300
1.76696e-08,0.8292
1.76793e-08,0.8096
1.76889e-08,0.7814
1.76986e-08,0.7356
1.77082e-08,0.6749
1.77179e-08,0.6200
1.77275e-08,0.5665
1.77372e-08,0.5108
1.77468e-08,0.4644
1.77564e-08,0.4269
1.77661e-08,0.3893
1.77757e-08,0.3590
1.77854e-08,0.3398
1.77950e-08,0.3242
1.78047e-08,0.3142
1.78143e-08,0.3139
1.78240e-08,0.3169
1.78336e-08,0.3200
1.78433e-08,0.3275
1.78529e-08,0.3386
1.78625e-08,0.3516
1.78722e-08,0.3689
1.78818e-08,0.3847
1.78915e-08,0.3935
1.79011e-08,0.3987
1.79108e-08,0.4036
1.79204e-08,0.4093
1.79301e-08,0.4179
1.79397e-08,0.4293
1.79493e-08,0.4397
1.79590e-08,0.4488
1.79686e-08,0.4592
1.79783e-08,0.4692
1.79879e-08,0.4741
1.79976e-08,0.4737
1.80072e-08,0.4680
1.80169e-08,0.4559
1.80265e-08,0.4385
1.80362e-08,0.4202
1.80458e-08,0.4047
1.80554e-08,0.3971
1.80651e-08,0.4027
1.80747e-08,0.4222
1.80844e-08,0.4520
1.80940e-08,0.4875
1.81037e-08,0.5230
1.81133e-08,0.5509
1.81230e-08,0.5671
1.81326e-08,0.5718
1.81422e-08,0.5652
1.81519e-08,0.5487
1.81615e-08,0.5253
1.81712e-08,0.4965
1.81808e-08,0.4622
1.81905e-08,0.4231
1.82001e-08,0.3804
1.82098e-08,0.3342
1.82194e-08,0.2860
1.82291e-08,0.2380
1.82387e-08,0.1912
1.82483e-08,0.1457
1.82580e-08,0.1026
1.82676e-08,0.0635
1.82773e-08,0.0302
1.82869e-08,0.0043
1.82966e-08,-0.0145
1.83062e-08,-0.0285
1.83159e-08,-0.0399
1.83255e-08,-0.0505
1.83351e-08,-0.0611
1.83448e-08,-0.0710
1.83544e-08,-0.0792
1.83641e-08,-0.0846
1.83737e-08,-0.0860
1.83834e-08,-0.0825
1.83930e-08,-0.0751
1.84027e-08,-0.0655
1.84123e-08,-0.0545
1.84220e-08,-0.0434
1.84316e-08,-0.0345
1.84412e-08,-0.0298
1.84509e-08,-0.0309
1.84605e-08,-0.0382
1.84702e-08,-0.0505
1.84798e-08,-0.0648
1.84895e-08,-0.0778
1.84991e-08,-0.0872
1.85088e-08,-0.0913
1.85184e-08,-0.0899
1.85280e-08,-0.0843
1.85377e-08,-0.0768
1.85473e-08,-0.0694
1.85570e-08,-0.0636
1.85666e-08,-0.0599
1.85763e-08,-0.0579
1.85859e-08,-0.0570
1.85956e-08,-0.0564
1.86052e-08,-0.0564
1.86149e-08,-0.0571
1.86245e-08,-0.0591
1.86341e-08,-0.0629
1.86438e-08,-0.0687
1.86534e-08,-0.0759
1.86631e-08,-0.0841
1.86727e-08,-0.0925
1.86824e-08,-0.1005
1.86920e-08,-0.1074
1.87017e-08,-0.1123
1.87113e-08,-0.1147
1.87209e-08,-0.1140
1.87306e-08,-0.1101
1.87402e-08,-0.1037
1.87499e-08,-0.0959
1.87595e-08,-0.0884
1.87692e-08,-0.0825
1.87788e-08,-0.0785
1.87885e-08,-0.0757
1.87981e-08,-0.0730
1.88078e-08,-0.0690
1.88174e-08,-0.0630
1.88270e-08,-0.0547
1.88367e-08,-0.0441
1.88463e-08,-0.0319
1.88560e-08,-0.0190
1.88656e-08,-0.0067
1.88753e-08,0.0039
1.88849e-08,0.0117
1.88946e-08,0.0161
1.89042e-08,0.0170
1.89138e-08,0.0153
1.89235e-08,0.0123
1.89331e-08,0.0093
1.89428e-08,0.0075
1.89524e-08,0.0070
1.89621e-08,0.0076
1.89717e-08,0.0085
1.89814e-08,0.0092
1.89910e-08,0.0095
1.90006e-08,0.0097
1.90103e-08,0.0101
1.90199e-08,0.0112
1.90296e-08,0.0133
1.90392e-08,0.0163
1.90489e-08,0.0197
1.90585e-08,0.0231
1.90682e-08,0.0257
1.90778e-08,0.0272
1.90875e-08,0.0272
1.90971e-08,0.0258
1.91067e-08,0.0234
1.91164e-08,0.0203
1.91260e-08,0.0170
1.91357e-08,0.0142
1.91453e-08,0.0124
1.91550e-08,0.0121
1.91646e-08,0.0136
1.91743e-08,0.0166
1.91839e-08,0.0205
1.91935e-08,0.0243
1.92032e-08,0.0272
1.92128e-08,0.0286
1.92225e-08,0.0284
1.92321e-08,0.0271
1.92418e-08,0.0256
1.92514e-08,0.0245
1.92611e-08,0.0245
1.92707e-08,0.0256
1.92804e-08,0.0276
1.92900e-08,0.0303
1.92996e-08,0.0330
1.93093e-08,0.0353
1.93189e-08,0.0369
1.93286e-08,0.0374
1.93382e-08,0.0368
1.93479e-08,0.0351
1.93575e-08,0.0328
1.93672e-08,0.0303
1.93768e-08,0.0279
1.93864e-08,0.0257
1.93961e-08,0.0235
1.94057e-08,0.0211
1.94154e-08,0.0183
1.94250e-08,0.0148
1.94347e-08,0.0112
1.94443e-08,0.0077
1.94540e-08,0.0050
1.94636e-08,0.0033
1.94733e-08,0.0028
1.94829e-08,0.0032
1.94925e-08,0.0043
1.95022e-08,0.0056
1.95118e-08,0.0067
1.95215e-08,0.0073
1.95311e-08,0.0055
1.95408e-08,0.0031
1.95504e-08,0.0084
1.95601e-08,0.0238
1.95697e-08,0.0443
1.95793e-08,0.0707
1.95890e-08,0.1062
1.95986e-08,0.1487
1.96083e-08,0.2022
1.96179e-08,0.2677
1.96276e-08,0.3343
1.96372e-08,0.3952
1.96469e-08,0.4494
1.96565e-08,0.4942
1.96662e-08,0.5298
1.96758e-08,0.5589
1.96854e-08,0.5816
1.96951e-08,0.5968
1.97047e-08,0.6069
1.97144e-08,0.6141
1.97240e-08,0.6176
1.97337e-08,0.6184
1.97433e-08,0.6184
1.97530e-08,0.6174
1.97626e-08,0.6161
1.97722e-08,0.6157
1.97819e-08,0.6160
1.97915e-08,0.6162
1.98012e-08,0.6169
1.98108e-08,0.6179
1.98205e-08,0.6181
1.98301e-08,0.6177
1.98398e-08,0.6170
1.98494e-08,0.6149
1.98591e-08,0.6112
1.98687e-08,0.6078
1.98783e-08,0.6061
1.98880e-08,0.6064
1.98976e-08,0.6096
1.99073e-08,0.6164
1.99169e-08,0.6264
1.99266e-08,0.6385
1.99362e-08,0.6501
1.99459e-08,0.6572
1.99555e-08,0.6572
1.99651e-08,0.6502
1.99748e-08,0.6368
1.99844e-08,0.6169
1.99941e-08,0.5919
2.00037e-08,0.5638
2.00134e-08,0.5358
2.00230e-08,0.5122
2.00327e-08,0.4975
2.00423e-08,0.4938
2.00520e-08,0.5010
2.00616e-08,0.5181
2.00712e-08,0.5421
2.00809e-08,0.5699
2.00905e-08,0.5992
2.01002e-08,0.6294
2.01098e-08,0.6606
2.01195e-08,0.6933
2.01291e-08,0.7269
2.01388e-08,0.7597
2.01484e-08,0.7902
2.01580e-08,0.8181
2.01677e-08,0.8440
2.01773e-08,0.8688
2.01870e-08,0.8933
2.01966e-08,0.9176
2.02063e-08,0.9418
2.02159e-08,0.9661
2.02256e-08,0.9903
2.02352e-08,1.0141
2.02449e-08,1.0373
2.02545e-08,1.0593
2.02641e-08,1.0793
2.02738e-08,1.0963
2.02834e-08,1.1102
2.02931e-08,1.1204
2.03027e-08,1.1273
2.03124e-08,1.1317
2.03220e-08,1.1350
2.03317e-08,1.1386
2.03413e-08,1.1439
2.03509e-08,1.1516
2.03606e-08,1.1618
2.03702e-08,1.1737
2.03799e-08,1.1862
2.03895e-08,1.1978
2.03992e-08,1.2069
