.HEADER
..NAMES
Time,V U2.B8
.DATA
2.04088e-08,1.2125
2.04185e-08,1.2142
2.04281e-08,1.2124
2.04378e-08,1.2080
2.04474e-08,1.2021
2.04570e-08,1.1960
2.04667e-08,1.1913
2.04763e-08,1.1893
2.04860e-08,1.1909
2.04956e-08,1.1959
2.05053e-08,1.2031
2.05149e-08,1.2112
2.05246e-08,1.2191
2.05342e-08,1.2265
2.05438e-08,1.2332
2.05535e-08,1.2393
2.05631e-08,1.2442
2.05728e-08,1.2475
2.05824e-08,1.2481
2.05921e-08,1.2456
2.06017e-08,1.2400
2.06114e-08,1.2319
2.06210e-08,1.2226
2.06307e-08,1.2132
2.06403e-08,1.2045
2.06499e-08,1.1968
2.06596e-08,1.1904
2.06692e-08,1.1857
2.06789e-08,1.1827
2.06885e-08,1.1817
2.06982e-08,1.1822
2.07078e-08,1.1833
2.07175e-08,1.1840
2.07271e-08,1.1837
2.07367e-08,1.1818
2.07464e-08,1.1785
2.07560e-08,1.1743
2.07657e-08,1.1701
2.07753e-08,1.1667
2.07850e-08,1.1649
2.07946e-08,1.1652
2.08043e-08,1.1675
2.08139e-08,1.1714
2.08236e-08,1.1761
2.08332e-08,1.1810
2.08428e-08,1.1851
2.08525e-08,1.1880
2.08621e-08,1.1894
2.08718e-08,1.1895
2.08814e-08,1.1884
2.08911e-08,1.1866
2.09007e-08,1.1846
2.09104e-08,1.1828
2.09200e-08,1.1813
2.09296e-08,1.1805
2.09393e-08,1.1804
2.09489e-08,1.1810
2.09586e-08,1.1821
2.09682e-08,1.1836
2.09779e-08,1.1857
2.09875e-08,1.1885
2.09972e-08,1.1918
2.10068e-08,1.1953
2.10165e-08,1.1985
2.10261e-08,1.2005
2.10357e-08,1.2011
2.10454e-08,1.2001
2.10550e-08,1.1979
2.10647e-08,1.1950
2.10743e-08,1.1919
2.10840e-08,1.1890
2.10936e-08,1.1866
2.11033e-08,1.1851
2.11129e-08,1.1846
2.11226e-08,1.1854
2.11322e-08,1.1875
2.11418e-08,1.1907
2.11515e-08,1.1942
2.11611e-08,1.1974
2.11708e-08,1.1996
2.11804e-08,1.2007
2.11901e-08,1.2006
2.11997e-08,1.1999
2.12094e-08,1.1989
2.12190e-08,1.1982
2.12286e-08,1.1981
2.12383e-08,1.1985
2.12479e-08,1.1995
2.12576e-08,1.2009
2.12672e-08,1.2025
2.12769e-08,1.2041
2.12865e-08,1.2055
2.12962e-08,1.2066
2.13058e-08,1.2072
2.13155e-08,1.2075
2.13251e-08,1.2074
2.13347e-08,1.2071
2.13444e-08,1.2064
2.13540e-08,1.2054
2.13637e-08,1.2042
2.13733e-08,1.2027
2.13830e-08,1.2012
2.13926e-08,1.1998
2.14023e-08,1.1987
2.14119e-08,1.1981
2.14215e-08,1.1982
2.14312e-08,1.1989
2.14408e-08,1.2003
2.14505e-08,1.2020
2.14601e-08,1.2037
2.14698e-08,1.2050
2.14794e-08,1.2056
2.14891e-08,1.2055
2.14987e-08,1.2046
2.15084e-08,1.2033
2.15180e-08,1.2016
2.15276e-08,1.1999
2.15373e-08,1.1984
2.15469e-08,1.1972
2.15566e-08,1.1967
2.15662e-08,1.1969
2.15759e-08,1.1978
2.15855e-08,1.1991
2.15952e-08,1.2007
2.16048e-08,1.2019
2.16144e-08,1.2027
2.16241e-08,1.2029
2.16337e-08,1.2026
2.16434e-08,1.2021
2.16530e-08,1.2016
2.16627e-08,1.2011
2.16723e-08,1.2007
2.16820e-08,1.2004
2.16916e-08,1.2002
2.17013e-08,1.1999
2.17109e-08,1.1997
2.17205e-08,1.1996
2.17302e-08,1.1996
2.17398e-08,1.1998
2.17495e-08,1.2001
2.17591e-08,1.2004
2.17688e-08,1.2008
2.17784e-08,1.2011
2.17881e-08,1.2012
2.17977e-08,1.2011
2.18073e-08,1.2006
2.18170e-08,1.1999
2.18266e-08,1.1990
2.18363e-08,1.1980
2.18459e-08,1.1972
2.18556e-08,1.1967
2.18652e-08,1.1966
2.18749e-08,1.1970
2.18845e-08,1.1978
2.18942e-08,1.1988
2.19038e-08,1.1999
2.19134e-08,1.2009
2.19231e-08,1.2016
2.19327e-08,1.2019
2.19424e-08,1.2018
2.19520e-08,1.2013
2.19617e-08,1.2006
2.19713e-08,1.1999
2.19810e-08,1.1992
2.19906e-08,1.1987
2.20002e-08,1.1985
2.20099e-08,1.1985
2.20195e-08,1.1988
2.20292e-08,1.1994
2.20388e-08,1.2002
2.20485e-08,1.1881
2.20581e-08,1.1594
2.20678e-08,1.1099
2.20774e-08,1.0317
2.20871e-08,0.9327
2.20967e-08,0.8306
2.21063e-08,0.7290
2.21160e-08,0.6319
2.21256e-08,0.5507
2.21353e-08,0.4860
2.21449e-08,0.4317
2.21546e-08,0.3910
2.21642e-08,0.3623
2.21739e-08,0.3389
2.21835e-08,0.3229
2.21931e-08,0.3164
2.22028e-08,0.3152
2.22124e-08,0.3169
2.22221e-08,0.3245
2.22317e-08,0.3376
2.22414e-08,0.3558
2.22510e-08,0.3771
2.22607e-08,0.3941
2.22703e-08,0.4047
2.22800e-08,0.4114
2.22896e-08,0.4167
2.22992e-08,0.4222
2.23089e-08,0.4285
2.23185e-08,0.4343
2.23282e-08,0.4394
2.23378e-08,0.4453
2.23475e-08,0.4532
2.23571e-08,0.4609
2.23668e-08,0.4652
2.23764e-08,0.4640
2.23860e-08,0.4555
2.23957e-08,0.4383
2.24053e-08,0.4135
2.24150e-08,0.3851
2.24246e-08,0.3582
2.24343e-08,0.3397
2.24439e-08,0.3375
2.24536e-08,0.3571
2.24632e-08,0.3987
2.24729e-08,0.4571
2.24825e-08,0.5221
2.24921e-08,0.5813
2.25018e-08,0.6249
2.25114e-08,0.6483
2.25211e-08,0.6508
2.25307e-08,0.6353
2.25404e-08,0.6076
2.25500e-08,0.5729
2.25597e-08,0.5337
2.25693e-08,0.4902
2.25789e-08,0.4416
2.25886e-08,0.3872
2.25982e-08,0.3286
2.26079e-08,0.2690
2.26175e-08,0.2103
2.26272e-08,0.1541
2.26368e-08,0.1020
2.26465e-08,0.0567
2.26561e-08,0.0271
2.26658e-08,0.0172
2.26754e-08,0.0260
2.26850e-08,0.0492
2.26947e-08,0.0807
2.27043e-08,0.1152
2.27140e-08,0.1549
2.27236e-08,0.2005
2.27333e-08,0.2479
2.27429e-08,0.2970
2.27526e-08,0.3439
2.27622e-08,0.3873
2.27718e-08,0.4271
2.27815e-08,0.4637
2.27911e-08,0.4970
2.28008e-08,0.5264
2.28104e-08,0.5492
2.28201e-08,0.5628
2.28297e-08,0.5648
2.28394e-08,0.5552
2.28490e-08,0.5361
2.28587e-08,0.5124
2.28683e-08,0.4896
2.28779e-08,0.4732
2.28876e-08,0.4659
2.28972e-08,0.4690
2.29069e-08,0.4810
2.29165e-08,0.4981
2.29262e-08,0.5152
2.29358e-08,0.5284
2.29455e-08,0.5358
2.29551e-08,0.5371
2.29647e-08,0.5346
2.29744e-08,0.5315
2.29840e-08,0.5304
2.29937e-08,0.5325
2.30033e-08,0.5369
2.30130e-08,0.5416
2.30226e-08,0.5446
2.30323e-08,0.5447
2.30419e-08,0.5405
2.30516e-08,0.5304
2.30612e-08,0.5140
2.30708e-08,0.4923
2.30805e-08,0.4680
2.30901e-08,0.4439
2.30998e-08,0.4224
2.31094e-08,0.4050
2.31191e-08,0.3920
2.31287e-08,0.3833
2.31384e-08,0.3789
2.31480e-08,0.3792
2.31576e-08,0.3852
2.31673e-08,0.3980
2.31769e-08,0.4179
2.31866e-08,0.4444
2.31962e-08,0.4763
2.32059e-08,0.5124
2.32155e-08,0.5524
2.32252e-08,0.5961
2.32348e-08,0.6428
2.32444e-08,0.6898
2.32541e-08,0.7338
2.32637e-08,0.7719
2.32734e-08,0.8027
2.32830e-08,0.8272
2.32927e-08,0.8477
2.33023e-08,0.8675
2.33120e-08,0.8893
2.33216e-08,0.9147
2.33313e-08,0.9435
2.33409e-08,0.9743
2.33505e-08,1.0049
2.33602e-08,1.0332
2.33698e-08,1.0574
2.33795e-08,1.0767
2.33891e-08,1.0913
2.33988e-08,1.1023
2.34084e-08,1.1115
2.34181e-08,1.1203
2.34277e-08,1.1296
2.34373e-08,1.1394
2.34470e-08,1.1492
2.34566e-08,1.1582
2.34663e-08,1.1657
2.34759e-08,1.1713
2.34856e-08,1.1753
2.34952e-08,1.1776
2.35049e-08,1.1788
2.35145e-08,1.1792
2.35242e-08,1.1794
2.35338e-08,1.1801
2.35434e-08,1.1822
2.35531e-08,1.1857
2.35627e-08,1.1902
2.35724e-08,1.1949
2.35820e-08,1.1993
2.35917e-08,1.2032
2.36013e-08,1.2071
2.36110e-08,1.2111
2.36206e-08,1.2155
2.36302e-08,1.2204
2.36399e-08,1.2257
2.36495e-08,1.2311
2.36592e-08,1.2362
2.36688e-08,1.2404
2.36785e-08,1.2429
2.36881e-08,1.2425
2.36978e-08,1.2380
2.37074e-08,1.2289
2.37171e-08,1.2158
2.37267e-08,1.2005
2.37363e-08,1.1852
2.37460e-08,1.1723
2.37556e-08,1.1630
2.37653e-08,1.1574
2.37749e-08,1.1548
2.37846e-08,1.1540
2.37942e-08,1.1539
2.38039e-08,1.1538
2.38135e-08,1.1534
2.38231e-08,1.1528
2.38328e-08,1.1523
2.38424e-08,1.1521
2.38521e-08,1.1526
2.38617e-08,1.1540
2.38714e-08,1.1562
2.38810e-08,1.1589
2.38907e-08,1.1617
2.39003e-08,1.1642
2.39100e-08,1.1662
2.39196e-08,1.1677
2.39292e-08,1.1687
2.39389e-08,1.1695
2.39485e-08,1.1704
2.39582e-08,1.1714
2.39678e-08,1.1729
2.39775e-08,1.1747
2.39871e-08,1.1770
2.39968e-08,1.1795
2.40064e-08,1.1817
2.40160e-08,1.1833
2.40257e-08,1.1837
2.40353e-08,1.1832
2.40450e-08,1.1821
2.40546e-08,1.1812
2.40643e-08,1.1810
2.40739e-08,1.1821
2.40836e-08,1.1845
2.40932e-08,1.1879
2.41029e-08,1.1919
2.41125e-08,1.1959
2.41221e-08,1.1989
2.41318e-08,1.2005
2.41414e-08,1.2000
2.41511e-08,1.1977
2.41607e-08,1.1940
2.41704e-08,1.1900
2.41800e-08,1.1866
2.41897e-08,1.1847
2.41993e-08,1.1844
2.42089e-08,1.1854
2.42186e-08,1.1872
2.42282e-08,1.1890
2.42379e-08,1.1907
2.42475e-08,1.1922
2.42572e-08,1.1936
2.42668e-08,1.1953
2.42765e-08,1.1972
2.42861e-08,1.1993
2.42958e-08,1.2015
2.43054e-08,1.2036
2.43150e-08,1.2056
2.43247e-08,1.2073
2.43343e-08,1.2085
2.43440e-08,1.2091
2.43536e-08,1.2091
2.43633e-08,1.2085
2.43729e-08,1.2075
2.43826e-08,1.2065
2.43922e-08,1.2058
2.44018e-08,1.2055
2.44115e-08,1.2057
2.44211e-08,1.2064
2.44308e-08,1.2072
2.44404e-08,1.2079
2.44501e-08,1.2081
2.44597e-08,1.2075
2.44694e-08,1.2060
2.44790e-08,1.2040
2.44887e-08,1.2016
2.44983e-08,1.1997
2.45079e-08,1.1985
2.45176e-08,1.1983
2.45272e-08,1.1991
2.45369e-08,1.2006
2.45465e-08,1.2023
2.45562e-08,1.2038
2.45658e-08,1.2047
2.45755e-08,1.2048
2.45851e-08,1.2042
2.45947e-08,1.2030
2.46044e-08,1.2016
2.46140e-08,1.2003
2.46237e-08,1.1995
2.46333e-08,1.1991
2.46430e-08,1.1992
2.46526e-08,1.1995
2.46623e-08,1.1996
2.46719e-08,1.1996
2.46816e-08,1.1994
2.46912e-08,1.1991
2.47008e-08,1.1991
2.47105e-08,1.1993
2.47201e-08,1.1999
2.47298e-08,1.2007
2.47394e-08,1.2015
2.47491e-08,1.2023
2.47587e-08,1.2029
2.47684e-08,1.2032
2.47780e-08,1.2032
2.47876e-08,1.2027
2.47973e-08,1.2019
2.48069e-08,1.2007
2.48166e-08,1.1995
2.48262e-08,1.1985
2.48359e-08,1.1979
2.48455e-08,1.1978
2.48552e-08,1.1983
2.48648e-08,1.1990
2.48745e-08,1.1998
2.48841e-08,1.2004
2.48937e-08,1.2006
2.49034e-08,1.2002
2.49130e-08,1.1994
2.49227e-08,1.1984
2.49323e-08,1.1975
2.49420e-08,1.1968
2.49516e-08,1.1967
2.49613e-08,1.1971
2.49709e-08,1.1979
2.49805e-08,1.1988
2.49902e-08,1.1996
2.49998e-08,1.2002
2.50095e-08,1.2005
2.50191e-08,1.2005
2.50288e-08,1.2004
2.50384e-08,1.2002
2.50481e-08,1.2001
2.50577e-08,1.2001
2.50674e-08,1.2002
2.50770e-08,1.2004
2.50866e-08,1.2006
2.50963e-08,1.2006
2.51059e-08,1.2004
2.51156e-08,1.2001
2.51252e-08,1.1997
2.51349e-08,1.1993
2.51445e-08,1.1991
2.51542e-08,1.1992
2.51638e-08,1.1999
2.51735e-08,1.1879
2.51831e-08,1.1595
2.51927e-08,1.1105
2.52024e-08,1.0328
2.52120e-08,0.9340
2.52217e-08,0.8318
2.52313e-08,0.7298
2.52410e-08,0.6321
2.52506e-08,0.5504
2.52603e-08,0.4852
2.52699e-08,0.4308
2.52795e-08,0.3904
2.52892e-08,0.3622
2.52988e-08,0.3394
2.53085e-08,0.3239
2.53181e-08,0.3177
2.53278e-08,0.3164
2.53374e-08,0.3177
2.53471e-08,0.3246
2.53567e-08,0.3369
2.53664e-08,0.3546
2.53760e-08,0.3757
2.53856e-08,0.3930
2.53953e-08,0.4041
2.54049e-08,0.4117
2.54146e-08,0.4177
2.54242e-08,0.4238
2.54339e-08,0.4303
2.54435e-08,0.4360
2.54532e-08,0.4407
2.54628e-08,0.4460
2.54724e-08,0.4533
2.54821e-08,0.4606
2.54917e-08,0.4646
2.55014e-08,0.4635
2.55110e-08,0.4552
2.55207e-08,0.4382
2.55303e-08,0.4138
2.55400e-08,0.3856
2.55496e-08,0.3587
2.55593e-08,0.3400
2.55689e-08,0.3376
2.55785e-08,0.3568
2.55882e-08,0.3982
2.55978e-08,0.4565
2.56075e-08,0.5218
2.56171e-08,0.5813
2.56268e-08,0.6253
2.56364e-08,0.6490
2.56461e-08,0.6516
2.56557e-08,0.6361
2.56653e-08,0.6082
2.56750e-08,0.5731
2.56846e-08,0.5335
2.56943e-08,0.4897
2.57039e-08,0.4410
2.57136e-08,0.3868
2.57232e-08,0.3286
2.57329e-08,0.2694
2.57425e-08,0.2112
2.57522e-08,0.1551
2.57618e-08,0.1031
2.57714e-08,0.0576
2.57811e-08,0.0209
2.57907e-08,-0.0062
2.58004e-08,-0.0252
2.58100e-08,-0.0386
2.58197e-08,-0.0486
2.58293e-08,-0.0570
2.58390e-08,-0.0649
2.58486e-08,-0.0726
2.58582e-08,-0.0801
2.58679e-08,-0.0864
2.58775e-08,-0.0898
2.58872e-08,-0.0891
2.58968e-08,-0.0838
2.59065e-08,-0.0738
2.59161e-08,-0.0593
2.59258e-08,-0.0422
2.59354e-08,-0.0260
2.59451e-08,-0.0150
2.59547e-08,-0.0125
2.59643e-08,-0.0202
2.59740e-08,-0.0369
2.59836e-08,-0.0589
2.59933e-08,-0.0814
2.60029e-08,-0.0998
2.60126e-08,-0.1104
2.60222e-08,-0.1113
2.60319e-08,-0.1033
2.60415e-08,-0.0894
2.60511e-08,-0.0735
2.60608e-08,-0.0593
2.60704e-08,-0.0496
2.60801e-08,-0.0446
2.60897e-08,-0.0430
2.60994e-08,-0.0429
2.61090e-08,-0.0430
2.61187e-08,-0.0433
2.61283e-08,-0.0446
2.61380e-08,-0.0484
2.61476e-08,-0.0554
2.61572e-08,-0.0657
2.61669e-08,-0.0784
2.61765e-08,-0.0920
2.61862e-08,-0.1048
2.61958e-08,-0.1156
2.62055e-08,-0.1234
2.62151e-08,-0.1277
2.62248e-08,-0.1281
2.62344e-08,-0.1241
2.62440e-08,-0.1162
2.62537e-08,-0.1058
2.62633e-08,-0.0950
2.62730e-08,-0.0855
2.62826e-08,-0.0786
2.62923e-08,-0.0743
2.63019e-08,-0.0719
2.63116e-08,-0.0700
2.63212e-08,-0.0670
2.63309e-08,-0.0613
2.63405e-08,-0.0519
2.63501e-08,-0.0386
2.63598e-08,-0.0222
2.63694e-08,-0.0048
2.63791e-08,0.0111
2.63887e-08,0.0231
2.63984e-08,0.0295
2.64080e-08,0.0300
2.64177e-08,0.0256
2.64273e-08,0.0187
2.64369e-08,0.0116
2.64466e-08,0.0063
2.64562e-08,0.0035
2.64659e-08,0.0032
2.64755e-08,0.0044
2.64852e-08,0.0061
2.64948e-08,0.0076
2.65045e-08,0.0084
2.65141e-08,0.0090
2.65238e-08,0.0099
2.65334e-08,0.0120
2.65430e-08,0.0156
2.65527e-08,0.0205
2.65623e-08,0.0260
2.65720e-08,0.0307
2.65816e-08,0.0336
2.65913e-08,0.0340
2.66009e-08,0.0318
2.66106e-08,0.0278
2.66202e-08,0.0226
2.66298e-08,0.0170
2.66395e-08,0.0119
2.66491e-08,0.0081
2.66588e-08,0.0062
2.66684e-08,0.0066
2.66781e-08,0.0096
2.66877e-08,0.0147
2.66974e-08,0.0208
2.67070e-08,0.0265
2.67167e-08,0.0304
2.67263e-08,0.0318
2.67359e-08,0.0308
2.67456e-08,0.0280
2.67552e-08,0.0249
2.67649e-08,0.0228
2.67745e-08,0.0224
2.67842e-08,0.0242
2.67938e-08,0.0278
2.68035e-08,0.0325
2.68131e-08,0.0372
2.68227e-08,0.0409
2.68324e-08,0.0426
2.68420e-08,0.0422
2.68517e-08,0.0399
2.68613e-08,0.0365
2.68710e-08,0.0329
2.68806e-08,0.0296
2.68903e-08,0.0270
2.68999e-08,0.0246
2.69096e-08,0.0221
2.69192e-08,0.0190
2.69288e-08,0.0150
2.69385e-08,0.0106
2.69481e-08,0.0062
2.69578e-08,0.0024
2.69674e-08,0.0000
2.69771e-08,-0.0008
2.69867e-08,0.0000
2.69964e-08,0.0021
2.70060e-08,0.0048
2.70156e-08,0.0075
2.70253e-08,0.0095
2.70349e-08,0.0078
2.70446e-08,0.0076
2.70542e-08,0.0173
2.70639e-08,0.0345
2.70735e-08,0.0554
2.70832e-08,0.0839
2.70928e-08,0.1204
2.71025e-08,0.1652
2.71121e-08,0.2236
2.71217e-08,0.2910
2.71314e-08,0.3568
2.71410e-08,0.4170
2.71507e-08,0.4697
2.71603e-08,0.5120
2.71700e-08,0.5451
2.71796e-08,0.5714
2.71893e-08,0.5898
2.71989e-08,0.6011
2.72085e-08,0.6090
2.72182e-08,0.6143
2.72278e-08,0.6168
2.72375e-08,0.6179
2.72471e-08,0.6183
2.72568e-08,0.6177
2.72664e-08,0.6170
2.72761e-08,0.6169
2.72857e-08,0.6168
2.72953e-08,0.6167
2.73050e-08,0.6175
2.73146e-08,0.6182
2.73243e-08,0.6184
2.73339e-08,0.6184
2.73436e-08,0.6179
2.73532e-08,0.6154
2.73629e-08,0.6116
2.73725e-08,0.6085
2.73822e-08,0.6068
2.73918e-08,0.6071
2.74014e-08,0.6107
2.74111e-08,0.6180
2.74207e-08,0.6284
2.74304e-08,0.6408
2.74400e-08,0.6515
2.74497e-08,0.6568
2.74593e-08,0.6551
2.74690e-08,0.6467
2.74786e-08,0.6313
2.74882e-08,0.6095
2.74979e-08,0.5828
2.75075e-08,0.5536
2.75172e-08,0.5256
2.75268e-08,0.5041
2.75365e-08,0.4928
2.75461e-08,0.4930
2.75558e-08,0.5044
2.75654e-08,0.5252
2.75751e-08,0.5520
2.75847e-08,0.5815
2.75943e-08,0.6120
2.76040e-08,0.6428
2.76136e-08,0.6743
2.76233e-08,0.7070
2.76329e-08,0.7400
2.76426e-08,0.7716
2.76522e-08,0.8010
2.76619e-08,0.8283
2.76715e-08,0.8541
2.76811e-08,0.8791
2.76908e-08,0.9036
2.77004e-08,0.9278
2.77101e-08,0.9516
2.77197e-08,0.9754
2.77294e-08,0.9991
2.77390e-08,1.0225
2.77487e-08,1.0454
2.77583e-08,1.0670
2.77680e-08,1.0863
2.77776e-08,1.1026
2.77872e-08,1.1156
2.77969e-08,1.1247
2.78065e-08,1.1305
2.78162e-08,1.1340
2.78258e-08,1.1368
2.78355e-08,1.1403
2.78451e-08,1.1458
2.78548e-08,1.1541
2.78644e-08,1.1648
2.78740e-08,1.1773
2.78837e-08,1.1901
2.78933e-08,1.2016
2.79030e-08,1.2101
2.79126e-08,1.2147
2.79223e-08,1.2154
2.79319e-08,1.2124
2.79416e-08,1.2070
2.79512e-08,1.2004
2.79609e-08,1.1941
2.79705e-08,1.1898
2.79801e-08,1.1889
2.79898e-08,1.1920
2.79994e-08,1.1982
2.80091e-08,1.2062
2.80187e-08,1.2147
2.80284e-08,1.2226
2.80380e-08,1.2297
2.80477e-08,1.2361
2.80573e-08,1.2414
2.80669e-08,1.2456
2.80766e-08,1.2478
2.80862e-08,1.2473
2.80959e-08,1.2438
2.81055e-08,1.2374
2.81152e-08,1.2290
2.81248e-08,1.2196
2.81345e-08,1.2102
2.81441e-08,1.2016
2.81538e-08,1.1940
2.81634e-08,1.1878
2.81730e-08,1.1835
2.81827e-08,1.1813
2.81923e-08,1.1811
2.82020e-08,1.1822
2.82116e-08,1.1836
2.82213e-08,1.1843
2.82309e-08,1.1837
2.82406e-08,1.1814
2.82502e-08,1.1777
2.82598e-08,1.1732
2.82695e-08,1.1689
2.82791e-08,1.1657
2.82888e-08,1.1644
2.82984e-08,1.1652
2.83081e-08,1.1682
2.83177e-08,1.1726
2.83274e-08,1.1778
2.83370e-08,1.1828
2.83467e-08,1.1868
2.83563e-08,1.1893
2.83659e-08,1.1903
2.83756e-08,1.1897
2.83852e-08,1.1881
2.83949e-08,1.1860
2.84045e-08,1.1838
2.84142e-08,1.1820
2.84238e-08,1.1808
2.84335e-08,1.1804
2.84431e-08,1.1808
2.84527e-08,1.1816
2.84624e-08,1.1829
2.84720e-08,1.1845
2.84817e-08,1.1867
2.84913e-08,1.1895
2.85010e-08,1.1928
2.85106e-08,1.1963
2.85203e-08,1.1992
2.85299e-08,1.2009
2.85396e-08,1.2011
2.85492e-08,1.1998
2.85588e-08,1.1974
2.85685e-08,1.1943
2.85781e-08,1.1911
2.85878e-08,1.1881
2.85974e-08,1.1858
2.86071e-08,1.1845
2.86167e-08,1.1844
2.86264e-08,1.1857
2.86360e-08,1.1884
2.86456e-08,1.1919
2.86553e-08,1.1956
2.86649e-08,1.1987
2.86746e-08,1.2006
2.86842e-08,1.2013
2.86939e-08,1.2009
2.87035e-08,1.1999
2.87132e-08,1.1988
2.87228e-08,1.1981
2.87325e-08,1.1980
2.87421e-08,1.1986
2.87517e-08,1.1998
2.87614e-08,1.2015
2.87710e-08,1.2033
2.87807e-08,1.2049
2.87903e-08,1.2063
2.88000e-08,1.2071
2.88096e-08,1.2076
2.88193e-08,1.2076
2.88289e-08,1.2073
2.88385e-08,1.2068
2.88482e-08,1.2060
2.88578e-08,1.2050
2.88675e-08,1.2038
2.88771e-08,1.2024
2.88868e-08,1.2010
2.88964e-08,1.1996
2.89061e-08,1.1986
2.89157e-08,1.1971
2.89254e-08,1.1817
2.89350e-08,1.1507
2.89446e-08,1.0976
2.89543e-08,1.0158
2.89639e-08,0.9167
2.89736e-08,0.8158
2.89832e-08,0.7146
2.89929e-08,0.6196
2.90025e-08,0.5412
2.90122e-08,0.4775
2.90218e-08,0.4241
2.90314e-08,0.3846
2.90411e-08,0.3559
2.90507e-08,0.3324
2.90604e-08,0.3177
2.90700e-08,0.3129
2.90797e-08,0.3129
2.90893e-08,0.3167
2.90990e-08,0.3266
2.91086e-08,0.3415
2.91183e-08,0.3615
2.91279e-08,0.3826
2.91375e-08,0.3982
2.91472e-08,0.4078
2.91568e-08,0.4140
2.91665e-08,0.4193
2.91761e-08,0.4249
2.91858e-08,0.4309
2.91954e-08,0.4362
2.92051e-08,0.4408
2.92147e-08,0.4464
2.92243e-08,0.4540
2.92340e-08,0.4608
2.92436e-08,0.4640
2.92533e-08,0.4618
2.92629e-08,0.4520
2.92726e-08,0.4337
2.92822e-08,0.4084
2.92919e-08,0.3802
2.93015e-08,0.3544
2.93112e-08,0.3381
2.93208e-08,0.3391
2.93304e-08,0.3621
2.93401e-08,0.4065
2.93497e-08,0.4664
2.93594e-08,0.5310
2.93690e-08,0.5879
2.93787e-08,0.6283
2.93883e-08,0.6484
2.93980e-08,0.6480
2.94076e-08,0.6306
2.94173e-08,0.6021
2.94269e-08,0.5671
2.94365e-08,0.5273
2.94462e-08,0.4830
2.94558e-08,0.4331
2.94655e-08,0.3772
2.94751e-08,0.3176
2.94848e-08,0.2574
2.94944e-08,0.1986
2.95041e-08,0.1426
2.95137e-08,0.0915
2.95233e-08,0.0479
2.95330e-08,0.0231
2.95426e-08,0.0171
2.95523e-08,0.0292
2.95619e-08,0.0547
2.95716e-08,0.0870
2.95812e-08,0.1225
2.95909e-08,0.1637
2.96005e-08,0.2100
2.96102e-08,0.2585
2.96198e-08,0.3074
2.96294e-08,0.3536
2.96391e-08,0.3958
2.96487e-08,0.4344
2.96584e-08,0.4701
2.96680e-08,0.5021
2.96777e-08,0.5302
2.96873e-08,0.5515
2.96970e-08,0.5633
2.97066e-08,0.5633
2.97162e-08,0.5522
2.97259e-08,0.5322
2.97355e-08,0.5086
2.97452e-08,0.4867
2.97548e-08,0.4718
2.97645e-08,0.4662
2.97741e-08,0.4708
2.97838e-08,0.4837
2.97934e-08,0.5007
2.98031e-08,0.5171
2.98127e-08,0.5293
2.98223e-08,0.5355
2.98320e-08,0.5361
2.98416e-08,0.5335
2.98513e-08,0.5310
2.98609e-08,0.5309
2.98706e-08,0.5338
2.98802e-08,0.5386
2.98899e-08,0.5431
2.98995e-08,0.5455
2.99091e-08,0.5448
2.99188e-08,0.5394
2.99284e-08,0.5279
2.99381e-08,0.5101
2.99477e-08,0.4876
2.99574e-08,0.4630
2.99670e-08,0.4391
2.99767e-08,0.4183
2.99863e-08,0.4017
2.99959e-08,0.3894
3.00056e-08,0.3816
3.00152e-08,0.3782
3.00249e-08,0.3798
3.00345e-08,0.3874
3.00442e-08,0.4019
3.00538e-08,0.4234
3.00635e-08,0.4511
3.00731e-08,0.4837
3.00828e-08,0.5202
3.00924e-08,0.5605
3.01020e-08,0.6046
3.01117e-08,0.6514
3.01213e-08,0.6980
3.01310e-08,0.7411
3.01406e-08,0.7780
3.01503e-08,0.8077
3.01599e-08,0.8314
3.01696e-08,0.8518
3.01792e-08,0.8720
3.01889e-08,0.8945
3.01985e-08,0.9206
3.02081e-08,0.9498
3.02178e-08,0.9805
3.02274e-08,1.0106
3.02371e-08,1.0381
3.02467e-08,1.0612
3.02564e-08,1.0795
3.02660e-08,1.0933
3.02757e-08,1.1039
3.02853e-08,1.1130
3.02949e-08,1.1220
3.03046e-08,1.1314
3.03142e-08,1.1414
3.03239e-08,1.1512
3.03335e-08,1.1600
3.03432e-08,1.1671
3.03528e-08,1.1724
3.03625e-08,1.1760
3.03721e-08,1.1781
3.03817e-08,1.1790
3.03914e-08,1.1792
3.04010e-08,1.1793
3.04107e-08,1.1801
3.04203e-08,1.1823
3.04300e-08,1.1859
3.04396e-08,1.1905
3.04493e-08,1.1952
3.04589e-08,1.1997
3.04686e-08,1.2039
3.04782e-08,1.2080
3.04878e-08,1.2123
3.04975e-08,1.2169
3.05071e-08,1.2219
3.05168e-08,1.2271
3.05264e-08,1.2322
3.05361e-08,1.2370
3.05457e-08,1.2408
3.05554e-08,1.2427
3.05650e-08,1.2415
3.05747e-08,1.2362
3.05843e-08,1.2263
3.05939e-08,1.2127
3.06036e-08,1.1973
3.06132e-08,1.1825
3.06229e-08,1.1703
3.06325e-08,1.1617
3.06422e-08,1.1568
3.06518e-08,1.1546
3.06615e-08,1.1540
3.06711e-08,1.1538
3.06807e-08,1.1537
3.06904e-08,1.1532
3.07000e-08,1.1526
3.07097e-08,1.1520
3.07193e-08,1.1519
