.HEADER
..NAMES
Time,V U2.C7
.DATA
9.8765e-09,0.6044
9.8861e-09,0.6069
9.8958e-09,0.6114
9.9054e-09,0.6184
9.9151e-09,0.6278
9.9247e-09,0.6377
9.9344e-09,0.6448
9.9440e-09,0.6470
9.9536e-09,0.6432
9.9633e-09,0.6334
9.9729e-09,0.6188
9.9826e-09,0.6000
9.9922e-09,0.5776
1.00019e-08,0.5538
1.00115e-08,0.5328
1.00212e-08,0.5181
1.00308e-08,0.5118
1.00404e-08,0.5153
1.00501e-08,0.5275
1.00597e-08,0.5449
1.00694e-08,0.5643
1.00790e-08,0.5838
1.00887e-08,0.6037
1.00983e-08,0.6258
1.01080e-08,0.6522
1.01176e-08,0.6832
1.01273e-08,0.7170
1.01369e-08,0.7520
1.01465e-08,0.7872
1.01562e-08,0.8219
1.01658e-08,0.8553
1.01755e-08,0.8872
1.01851e-08,0.9178
1.01948e-08,0.9472
1.02044e-08,0.9752
1.02141e-08,1.0015
