.HEADER
..NAMES
Time,V U1.K1
2.0475e-09,0.7296
2.0708e-09,0.7923
2.0940e-09,0.8656
2.1173e-09,0.9433
2.1406e-09,1.0189
2.1638e-09,1.0853
2.1871e-09,1.1385
2.2104e-09,1.1782
2.2336e-09,1.2061
2.2569e-09,1.2244
2.2802e-09,1.2354
2.3034e-09,1.2409
2.3267e-09,1.2424
2.3500e-09,1.2411
2.3732e-09,1.2385
2.3965e-09,1.2367
2.4198e-09,1.2374
2.4430e-09,1.2406
2.4663e-09,1.2447
2.4896e-09,1.2493
2.5128e-09,1.2550
2.5361e-09,1.2613
2.5594e-09,1.2650
2.5826e-09,1.2619
2.6059e-09,1.2497
2.6292e-09,1.2298
2.6524e-09,1.1915
2.6757e-09,1.1194
2.6990e-09,0.9806
2.7222e-09,0.7936
2.7455e-09,0.6528
2.7688e-09,0.5600
2.7920e-09,0.4996
2.8153e-09,0.4728
2.8386e-09,0.4671
2.8618e-09,0.4711
2.8851e-09,0.4790
2.9084e-09,0.4878
2.9316e-09,0.4950
2.9549e-09,0.4997
2.9782e-09,0.5005
3.0014e-09,0.4986
3.0247e-09,0.4951
3.0480e-09,0.4908
3.0712e-09,0.4861
3.0945e-09,0.4830
3.1178e-09,0.4827
3.1410e-09,0.4846
3.1643e-09,0.4875
3.1876e-09,0.4906
3.2108e-09,0.4931
3.2341e-09,0.4905
3.2574e-09,0.4738
3.2806e-09,0.4357
3.3039e-09,0.3786
3.3272e-09,0.3093
3.3504e-09,0.2338
3.3737e-09,0.1588
3.3970e-09,0.0923
3.4202e-09,0.0388
3.4435e-09,-0.0013
3.4668e-09,-0.0301
3.4901e-09,-0.0496
3.5133e-09,-0.0619
3.5366e-09,-0.0682
3.5599e-09,-0.0701
3.5831e-09,-0.0691
3.6064e-09,-0.0664
3.6297e-09,-0.0637
3.6529e-09,-0.0625
3.6762e-09,-0.0630
3.6995e-09,-0.0647
3.7227e-09,-0.0674
3.7460e-09,-0.0717
3.7693e-09,-0.0775
3.7925e-09,-0.0825
3.8158e-09,-0.0818
3.8391e-09,-0.0726
3.8623e-09,-0.0547
3.8856e-09,-0.0303
3.9089e-09,-0.0007
3.9321e-09,0.0483
3.9554e-09,0.1481
3.9787e-09,0.3168
4.0019e-09,0.4636
4.0252e-09,0.5712
4.0485e-09,0.6434
4.0717e-09,0.6833
4.0950e-09,0.6982
4.1183e-09,0.6978
4.1415e-09,0.6915
4.1648e-09,0.6841
4.1881e-09,0.6769
4.2113e-09,0.6726
4.2346e-09,0.6712
4.2579e-09,0.6726
4.2811e-09,0.6758
4.3044e-09,0.6810
4.3277e-09,0.6873
4.3509e-09,0.6922
4.3742e-09,0.6922
4.3975e-09,0.6877
4.4207e-09,0.6810
4.4440e-09,0.6740
4.4673e-09,0.6665
4.4905e-09,0.6625
4.5138e-09,0.6713
4.5371e-09,0.7024
4.5603e-09,0.7562
4.5836e-09,0.8255
4.6069e-09,0.9028
4.6301e-09,0.9816
4.6534e-09,1.0541
4.6767e-09,1.1146
4.6999e-09,1.1612
4.7232e-09,1.1952
4.7465e-09,1.2185
4.7697e-09,1.2333
4.7930e-09,1.2416
4.8163e-09,1.2451
4.8395e-09,1.2447
4.8628e-09,1.2418
4.8861e-09,1.2380
4.9093e-09,1.2358
4.9326e-09,1.2362
4.9559e-09,1.2386
4.9791e-09,1.2425
5.0024e-09,1.2484
5.0257e-09,1.2564
5.0489e-09,1.2641
5.0722e-09,1.2666
5.0955e-09,1.2599
5.1187e-09,1.2437
5.1420e-09,1.2204
5.1653e-09,1.1930
5.1885e-09,1.1657
5.2118e-09,1.1433
5.2351e-09,1.1292
5.2583e-09,1.1241
5.2816e-09,1.1263
5.3049e-09,1.1335
5.3281e-09,1.1430
5.3514e-09,1.1531
5.3747e-09,1.1630
5.3979e-09,1.1725
5.4212e-09,1.1814
5.4445e-09,1.1887
5.4677e-09,1.1935
5.4910e-09,1.1960
5.5143e-09,1.1966
5.5375e-09,1.1956
5.5608e-09,1.1925
5.5841e-09,1.1877
5.6073e-09,1.1825
5.6306e-09,1.1793
5.6539e-09,1.1802
5.6771e-09,1.1857
5.7004e-09,1.1954
5.7237e-09,1.2080
5.7469e-09,1.2210
5.7702e-09,1.2312
5.7935e-09,1.2362
5.8168e-09,1.2356
5.8400e-09,1.2302
5.8633e-09,1.2222
5.8866e-09,1.2138
5.9098e-09,1.2064
5.9331e-09,1.2005
5.9564e-09,1.1961
5.9796e-09,1.1929
6.0029e-09,1.1910
6.0262e-09,1.1903
6.0494e-09,1.1907
6.0727e-09,1.1919
6.0960e-09,1.1939
6.1192e-09,1.1969
6.1425e-09,1.2008
6.1658e-09,1.2046
6.1890e-09,1.2074
6.2123e-09,1.2083
6.2356e-09,1.2068
6.2588e-09,1.2028
6.2821e-09,1.1967
6.3054e-09,1.1899
6.3286e-09,1.1843
6.3519e-09,1.1817
6.3752e-09,1.1826
6.3984e-09,1.1790
6.4217e-09,1.1429
6.4450e-09,1.0560
6.4682e-09,0.8901
6.4915e-09,0.7549
6.5148e-09,0.6632
6.5380e-09,0.5958
6.5613e-09,0.5552
6.5846e-09,0.5339
6.6078e-09,0.5238
6.6311e-09,0.5183
6.6544e-09,0.5148
6.6776e-09,0.5112
6.7009e-09,0.5076
6.7242e-09,0.5035
6.7474e-09,0.4992
6.7707e-09,0.4957
6.7940e-09,0.4939
6.8172e-09,0.4942
6.8405e-09,0.4982
6.8638e-09,0.5049
6.8870e-09,0.5107
6.9103e-09,0.5125
6.9336e-09,0.5083
6.9568e-09,0.4984
6.9801e-09,0.4815
7.0034e-09,0.4528
7.0266e-09,0.4079
7.0499e-09,0.3496
7.0732e-09,0.2849
7.0964e-09,0.2182
7.1197e-09,0.1532
7.1430e-09,0.0949
7.1662e-09,0.0470
7.1895e-09,0.0106
7.2128e-09,-0.0158
7.2360e-09,-0.0342
7.2593e-09,-0.0465
7.2826e-09,-0.0539
7.3058e-09,-0.0577
7.3291e-09,-0.0591
7.3524e-09,-0.0597
7.3756e-09,-0.0611
7.3989e-09,-0.0647
7.4222e-09,-0.0699
7.4454e-09,-0.0748
7.4687e-09,-0.0780
7.4920e-09,-0.0794
7.5152e-09,-0.0794
7.5385e-09,-0.0769
7.5618e-09,-0.0696
7.5850e-09,-0.0562
7.6083e-09,-0.0377
7.6316e-09,-0.0166
7.6548e-09,0.0055
7.6781e-09,0.0264
7.7014e-09,0.0431
7.7246e-09,0.0535
7.7479e-09,0.0573
7.7712e-09,0.0559
7.7944e-09,0.0513
7.8177e-09,0.0452
7.8410e-09,0.0385
7.8642e-09,0.0319
7.8875e-09,0.0256
7.9108e-09,0.0203
7.9340e-09,0.0168
7.9573e-09,0.0156
7.9806e-09,0.0163
8.0038e-09,0.0178
8.0271e-09,0.0192
8.0504e-09,0.0205
8.0736e-09,0.0214
8.0969e-09,0.0212
8.1202e-09,0.0189
8.1435e-09,0.0141
8.1667e-09,0.0073
8.1900e-09,-0.0010
8.2133e-09,-0.0101
8.2365e-09,-0.0188
8.2598e-09,-0.0252
8.2831e-09,-0.0279
8.3063e-09,-0.0268
8.3296e-09,-0.0228
8.3529e-09,-0.0172
8.3761e-09,-0.0115
8.3994e-09,-0.0064
8.4227e-09,-0.0022
8.4459e-09,0.0011
8.4692e-09,0.0033
8.4925e-09,0.0043
8.5157e-09,0.0041
8.5390e-09,0.0029
8.5623e-09,0.0012
8.5855e-09,-0.0007
8.6088e-09,-0.0026
8.6321e-09,-0.0041
8.6553e-09,-0.0049
8.6786e-09,-0.0044
8.7019e-09,-0.0029
8.7251e-09,-0.0004
8.7484e-09,0.0029
8.7717e-09,0.0069
8.7949e-09,0.0109
8.8182e-09,0.0137
8.8415e-09,0.0147
8.8647e-09,0.0135
8.8880e-09,0.0106
8.9113e-09,0.0067
8.9345e-09,0.0029
8.9578e-09,-0.0002
8.9811e-09,-0.0023
9.0043e-09,-0.0035
9.0276e-09,-0.0039
9.0509e-09,-0.0036
9.0741e-09,-0.0028
9.0974e-09,-0.0017
9.1207e-09,-0.0004
9.1439e-09,0.0010
9.1672e-09,0.0024
9.1905e-09,0.0035
9.2137e-09,0.0040
9.2370e-09,0.0039
9.2603e-09,0.0033
9.2835e-09,0.0021
9.3068e-09,0.0006
9.3301e-09,-0.0014
9.3533e-09,-0.0034
9.3766e-09,-0.0049
9.3999e-09,-0.0055
9.4231e-09,-0.0049
9.4464e-09,-0.0032
9.4697e-09,-0.0009
9.4929e-09,0.0015
9.5162e-09,0.0033
9.5395e-09,0.0044
9.5627e-09,0.0047
9.5860e-09,0.0043
9.6093e-09,0.0036
9.6325e-09,0.0028
9.6558e-09,0.0020
9.6791e-09,0.0012
9.7023e-09,0.0005
9.7256e-09,-0.0003
9.7489e-09,-0.0008
9.7721e-09,-0.0011
9.7954e-09,-0.0010
9.8187e-09,-0.0007
9.8419e-09,-0.0001
9.8652e-09,0.0007
9.8885e-09,0.0017
9.9117e-09,0.0028
9.9350e-09,0.0036
9.9583e-09,0.0040
9.9815e-09,0.0037
1.00048e-08,0.0029
1.00281e-08,0.0016
1.00513e-08,0.0002
1.00746e-08,-0.0010
1.00979e-08,-0.0016
1.01211e-08,-0.0017
1.01444e-08,-0.0012
1.01677e-08,0.0059
1.01909e-08,0.0390
1.02142e-08,0.1401
1.02375e-08,0.3004
1.02607e-08,0.4153
1.02840e-08,0.5123
1.03073e-08,0.5850
1.03305e-08,0.6238
1.03538e-08,0.6451
1.03771e-08,0.6530
1.04003e-08,0.6562
1.04236e-08,0.6568
1.04469e-08,0.6566
1.04702e-08,0.6566
1.04934e-08,0.6575
1.05167e-08,0.6596
1.05400e-08,0.6620
1.05632e-08,0.6647
1.05865e-08,0.6672
1.06098e-08,0.6675
1.06330e-08,0.6654
1.06563e-08,0.6635
1.06796e-08,0.6645
1.07028e-08,0.6687
1.07261e-08,0.6754
1.07494e-08,0.6875
1.07726e-08,0.7117
1.07959e-08,0.7532
1.08192e-08,0.8089
1.08424e-08,0.8728
1.08657e-08,0.9411
1.08890e-08,1.0092
1.09122e-08,1.0706
1.09355e-08,1.1214
1.09588e-08,1.1606
1.09820e-08,1.1897
1.10053e-08,1.2103
1.10286e-08,1.2243
1.10518e-08,1.2329
1.10751e-08,1.2375
1.10984e-08,1.2391
1.11216e-08,1.2390
1.11449e-08,1.2389
1.11682e-08,1.2401
1.11914e-08,1.2425
1.12147e-08,1.2449
1.12380e-08,1.2469
1.12612e-08,1.2489
1.12845e-08,1.2513
1.13078e-08,1.2520
1.13310e-08,1.2481
1.13543e-08,1.2380
1.13776e-08,1.2226
1.14008e-08,1.1924
1.14241e-08,1.1268
1.14474e-08,1.0031
1.14706e-08,0.8175
1.14939e-08,0.6729
1.15172e-08,0.5766
1.15404e-08,0.5126
1.15637e-08,0.4810
1.15870e-08,0.4715
1.16102e-08,0.4729
1.16335e-08,0.4786
1.16568e-08,0.4858
1.16800e-08,0.4918
1.17033e-08,0.4959
1.17266e-08,0.4970
1.17498e-08,0.4957
1.17731e-08,0.4933
1.17964e-08,0.4905
1.18196e-08,0.4878
1.18429e-08,0.4868
1.18662e-08,0.4882
1.18894e-08,0.4910
1.19127e-08,0.4935
1.19360e-08,0.4947
1.19592e-08,0.4943
1.19825e-08,0.4891
1.20058e-08,0.4712
1.20290e-08,0.4335
1.20523e-08,0.3775
1.20756e-08,0.3100
1.20988e-08,0.2368
1.21221e-08,0.1634
1.21454e-08,0.0976
1.21686e-08,0.0441
1.21919e-08,0.0037
1.22152e-08,-0.0255
1.22384e-08,-0.0455
1.22617e-08,-0.0583
1.22850e-08,-0.0652
1.23082e-08,-0.0680
1.23315e-08,-0.0678
1.23548e-08,-0.0660
1.23780e-08,-0.0642
1.24013e-08,-0.0640
1.24246e-08,-0.0654
1.24478e-08,-0.0676
1.24711e-08,-0.0700
1.24944e-08,-0.0732
1.25176e-08,-0.0774
1.25409e-08,-0.0807
1.25642e-08,-0.0792
1.25874e-08,-0.0697
1.26107e-08,-0.0525
1.26340e-08,-0.0293
1.26572e-08,-0.0027
1.26805e-08,0.0237
1.27038e-08,0.0452
1.27270e-08,0.0588
1.27503e-08,0.0642
1.27736e-08,0.0633
1.27968e-08,0.0583
1.28201e-08,0.0512
1.28434e-08,0.0436
1.28667e-08,0.0360
1.28899e-08,0.0287
1.29132e-08,0.0221
1.29365e-08,0.0171
1.29597e-08,0.0140
1.29830e-08,0.0128
1.30063e-08,0.0128
1.30295e-08,0.0136
1.30528e-08,0.0157
1.30761e-08,0.0188
1.30993e-08,0.0218
1.31226e-08,0.0230
1.31459e-08,0.0210
1.31691e-08,0.0154
1.31924e-08,0.0062
1.32157e-08,-0.0056
1.32389e-08,-0.0177
1.32622e-08,-0.0272
1.32855e-08,-0.0321
1.33087e-08,-0.0318
1.33320e-08,-0.0275
1.33553e-08,-0.0209
1.33785e-08,-0.0140
1.34018e-08,-0.0079
1.34251e-08,-0.0030
1.34483e-08,0.0007
1.34716e-08,0.0034
1.34949e-08,0.0050
1.35181e-08,0.0055
1.35414e-08,0.0052
1.35647e-08,0.0042
1.35879e-08,0.0027
1.36112e-08,0.0006
1.36345e-08,-0.0020
1.36577e-08,-0.0045
1.36810e-08,-0.0061
1.37043e-08,-0.0064
1.37275e-08,-0.0048
1.37508e-08,-0.0012
1.37741e-08,0.0043
1.37973e-08,0.0103
1.38206e-08,0.0153
1.38439e-08,0.0178
1.38671e-08,0.0172
1.38904e-08,0.0139
1.39137e-08,0.0126
1.39369e-08,0.0348
1.39602e-08,0.1159
1.39835e-08,0.2624
1.40067e-08,0.3949
1.40300e-08,0.4899
1.40533e-08,0.5634
1.40765e-08,0.6115
1.40998e-08,0.6351
1.41231e-08,0.6465
1.41463e-08,0.6520
1.41696e-08,0.6557
1.41929e-08,0.6580
1.42161e-08,0.6604
1.42394e-08,0.6630
1.42627e-08,0.6660
1.42859e-08,0.6680
1.43092e-08,0.6688
1.43325e-08,0.6677
1.43557e-08,0.6641
1.43790e-08,0.6581
1.44023e-08,0.6532
1.44255e-08,0.6532
1.44488e-08,0.6589
1.44721e-08,0.6687
1.44953e-08,0.6837
1.45186e-08,0.7088
1.45419e-08,0.7492
1.45651e-08,0.8033
1.45884e-08,0.8657
1.46117e-08,0.9323
1.46349e-08,0.9996
1.46582e-08,1.0614
1.46815e-08,1.1133
1.47047e-08,1.1536
1.47280e-08,1.1835
1.47513e-08,1.2046
1.47745e-08,1.2189
1.47978e-08,1.2279
1.48211e-08,1.2330
1.48443e-08,1.2355
1.48676e-08,1.2367
1.48909e-08,1.2384
1.49141e-08,1.2416
1.49374e-08,1.2460
1.49607e-08,1.2499
1.49839e-08,1.2520
1.50072e-08,1.2527
1.50305e-08,1.2527
1.50537e-08,1.2513
1.50770e-08,1.2462
1.51003e-08,1.2361
1.51236e-08,1.2214
1.51468e-08,1.2037
1.51701e-08,1.1840
1.51934e-08,1.1647
1.52166e-08,1.1488
1.52399e-08,1.1389
1.52632e-08,1.1357
1.52864e-08,1.1380
1.53097e-08,1.1441
1.53330e-08,1.1520
1.53562e-08,1.1604
1.53795e-08,1.1686
1.54028e-08,1.1762
1.54260e-08,1.1826
1.54493e-08,1.1870
1.54726e-08,1.1890
1.54958e-08,1.1893
1.55191e-08,1.1889
1.55424e-08,1.1884
1.55656e-08,1.1880
1.55889e-08,1.1875
1.56122e-08,1.1876
1.56354e-08,1.1892
1.56587e-08,1.1925
1.56820e-08,1.1975
1.57052e-08,1.2040
1.57285e-08,1.2118
1.57518e-08,1.2197
1.57750e-08,1.2258
1.57983e-08,1.2286
1.58216e-08,1.2275
1.58448e-08,1.2233
1.58681e-08,1.2172
1.58914e-08,1.2107
1.59146e-08,1.2047
1.59379e-08,1.2000
1.59612e-08,1.1964
1.59844e-08,1.1942
1.60077e-08,1.1934
1.60310e-08,1.1939
1.60542e-08,1.1953
1.60775e-08,1.1970
1.61008e-08,1.1988
1.61240e-08,1.2005
1.61473e-08,1.2020
1.61706e-08,1.2028
1.61938e-08,1.2028
1.62171e-08,1.2021
1.62404e-08,1.2006
1.62636e-08,1.1982
1.62869e-08,1.1950
1.63102e-08,1.1915
1.63334e-08,1.1887
1.63567e-08,1.1876
1.63800e-08,1.1885
1.64032e-08,1.1914
1.64265e-08,1.1953
1.64498e-08,1.1995
1.64730e-08,1.2030
1.64963e-08,1.2053
1.65196e-08,1.2065
1.65428e-08,1.2067
1.65661e-08,1.2060
1.65894e-08,1.2048
1.66126e-08,1.2033
1.66359e-08,1.2019
1.66592e-08,1.2005
1.66824e-08,1.1992
1.67057e-08,1.1983
1.67290e-08,1.1978
1.67522e-08,1.1979
1.67755e-08,1.1983
1.67988e-08,1.1990
1.68220e-08,1.2001
1.68453e-08,1.2017
1.68686e-08,1.2035
1.68918e-08,1.2050
1.69151e-08,1.2057
1.69384e-08,1.2054
1.69616e-08,1.2039
1.69849e-08,1.2017
1.70082e-08,1.1992
1.70314e-08,1.1972
1.70547e-08,1.1960
1.70780e-08,1.1957
1.71012e-08,1.1962
1.71245e-08,1.1972
1.71478e-08,1.1984
1.71710e-08,1.1994
1.71943e-08,1.2004
1.72176e-08,1.2011
1.72408e-08,1.2017
1.72641e-08,1.2021
1.72874e-08,1.2022
1.73106e-08,1.2020
1.73339e-08,1.2017
1.73572e-08,1.2013
1.73804e-08,1.2007
1.74037e-08,1.1999
1.74270e-08,1.1990
1.74502e-08,1.1982
1.74735e-08,1.1977
1.74968e-08,1.1978
1.75201e-08,1.1985
1.75433e-08,1.1997
1.75666e-08,1.2011
1.75899e-08,1.2024
1.76131e-08,1.2031
1.76364e-08,1.2032
1.76597e-08,1.1768
1.76829e-08,1.1186
1.77062e-08,0.9711
1.77295e-08,0.8126
1.77527e-08,0.7008
1.77760e-08,0.6190
1.77993e-08,0.5648
1.78225e-08,0.5350
1.78458e-08,0.5210
1.78691e-08,0.5153
1.78923e-08,0.5125
1.79156e-08,0.5114
1.79389e-08,0.5102
1.79621e-08,0.5091
1.79854e-08,0.5071
1.80087e-08,0.5046
1.80319e-08,0.5023
1.80552e-08,0.5002
1.80785e-08,0.4992
1.81017e-08,0.5005
1.81250e-08,0.5026
1.81483e-08,0.5033
1.81715e-08,0.5007
1.81948e-08,0.4950
1.82181e-08,0.4856
1.82413e-08,0.4682
1.82646e-08,0.4358
1.82879e-08,0.3863
1.83111e-08,0.3253
1.83344e-08,0.2592
1.83577e-08,0.1916
1.83809e-08,0.1276
1.84042e-08,0.0728
1.84275e-08,0.0296
1.84507e-08,-0.0026
1.84740e-08,-0.0257
1.84973e-08,-0.0419
1.85205e-08,-0.0526
1.85438e-08,-0.0590
1.85671e-08,-0.0621
1.85903e-08,-0.0630
1.86136e-08,-0.0632
1.86369e-08,-0.0641
1.86601e-08,-0.0663
1.86834e-08,-0.0691
1.87067e-08,-0.0712
1.87299e-08,-0.0726
1.87532e-08,-0.0740
1.87765e-08,-0.0751
1.87997e-08,-0.0733
1.88230e-08,-0.0656
1.88463e-08,-0.0512
1.88695e-08,-0.0319
1.88928e-08,-0.0096
1.89161e-08,0.0135
1.89393e-08,0.0341
1.89626e-08,0.0490
1.89859e-08,0.0567
1.90091e-08,0.0581
1.90324e-08,0.0551
1.90557e-08,0.0498
1.90789e-08,0.0436
1.91022e-08,0.0373
1.91255e-08,0.0310
1.91487e-08,0.0252
1.91720e-08,0.0204
1.91953e-08,0.0174
1.92185e-08,0.0161
1.92418e-08,0.0159
1.92651e-08,0.0161
1.92883e-08,0.0168
1.93116e-08,0.0182
1.93349e-08,0.0198
1.93581e-08,0.0203
1.93814e-08,0.0184
1.94047e-08,0.0139
1.94279e-08,0.0068
1.94512e-08,-0.0023
1.94745e-08,-0.0124
1.94977e-08,-0.0212
1.95210e-08,-0.0268
1.95443e-08,-0.0282
1.95675e-08,-0.0256
1.95908e-08,-0.0206
1.96141e-08,-0.0146
1.96373e-08,-0.0091
1.96606e-08,-0.0045
1.96839e-08,-0.0009
1.97071e-08,0.0018
1.97304e-08,0.0035
1.97537e-08,0.0042
1.97769e-08,0.0040
1.98002e-08,0.0032
1.98235e-08,0.0021
1.98468e-08,0.0007
1.98700e-08,-0.0011
1.98933e-08,-0.0028
1.99166e-08,-0.0039
1.99398e-08,-0.0040
1.99631e-08,-0.0029
1.99864e-08,-0.0004
2.00096e-08,0.0034
2.00329e-08,0.0081
2.00562e-08,0.0125
2.00794e-08,0.0153
2.01027e-08,0.0156
2.01260e-08,0.0135
2.01492e-08,0.0098
2.01725e-08,0.0157
2.01958e-08,0.0538
2.02190e-08,0.1715
2.02423e-08,0.3222
2.02656e-08,0.4334
2.02888e-08,0.5230
2.03121e-08,0.5882
2.03354e-08,0.6256
2.03586e-08,0.6429
2.03819e-08,0.6509
2.04052e-08,0.6554
2.04284e-08,0.6576
2.04517e-08,0.6595
2.04750e-08,0.6613
2.04982e-08,0.6634
2.05215e-08,0.6656
2.05448e-08,0.6670
2.05680e-08,0.6673
2.05913e-08,0.6660
2.06146e-08,0.6621
2.06378e-08,0.6571
2.06611e-08,0.6544
2.06844e-08,0.6572
2.07076e-08,0.6644
2.07309e-08,0.6753
2.07542e-08,0.6925
2.07774e-08,0.7226
2.08007e-08,0.7687
2.08240e-08,0.8265
2.08472e-08,0.8908
2.08705e-08,0.9585
2.08938e-08,1.0246
2.09170e-08,1.0831
2.09403e-08,1.1307
2.09636e-08,1.1669
2.09868e-08,1.1933
2.10101e-08,1.2117
2.10334e-08,1.2240
2.10566e-08,1.2315
2.10799e-08,1.2356
2.11032e-08,1.2374
2.11264e-08,1.2385
2.11497e-08,1.2403
2.11730e-08,1.2436
2.11962e-08,1.2475
2.12195e-08,1.2503
2.12428e-08,1.2516
2.12660e-08,1.2521
2.12893e-08,1.2522
2.13126e-08,1.2502
2.13358e-08,1.2436
2.13591e-08,1.2318
2.13824e-08,1.2159
2.14056e-08,1.1783
2.14289e-08,1.1101
2.14522e-08,0.9646
2.14754e-08,0.7837
2.14987e-08,0.6492
2.15220e-08,0.5617
2.15452e-08,0.5048
2.15685e-08,0.4791
2.15918e-08,0.4724
2.16150e-08,0.4755
2.16383e-08,0.4818
2.16616e-08,0.4886
2.16848e-08,0.4936
2.17081e-08,0.4963
2.17314e-08,0.4958
2.17546e-08,0.4933
2.17779e-08,0.4905
2.18012e-08,0.4879
2.18244e-08,0.4862
2.18477e-08,0.4871
2.18710e-08,0.4902
2.18942e-08,0.4941
2.19175e-08,0.4967
2.19408e-08,0.4974
2.19640e-08,0.4957
2.19873e-08,0.4878
2.20106e-08,0.4656
2.20338e-08,0.4233
2.20571e-08,0.3642
2.20804e-08,0.2951
2.21037e-08,0.2213
2.21269e-08,0.1490
2.21502e-08,0.0853
2.21735e-08,0.0345
2.21967e-08,-0.0035
2.22200e-08,-0.0304
2.22433e-08,-0.0485
2.22665e-08,-0.0595
2.22898e-08,-0.0650
2.23131e-08,-0.0666
2.23363e-08,-0.0657
2.23596e-08,-0.0639
2.23829e-08,-0.0628
2.24061e-08,-0.0636
2.24294e-08,-0.0661
2.24527e-08,-0.0690
2.24759e-08,-0.0718
2.24992e-08,-0.0750
2.25225e-08,-0.0787
2.25457e-08,-0.0808
2.25690e-08,-0.0772
2.25923e-08,-0.0658
2.26155e-08,-0.0471
2.26388e-08,-0.0231
2.26621e-08,0.0067
2.26853e-08,0.0575
2.27086e-08,0.1688
2.27319e-08,0.3396
2.27551e-08,0.4894
2.27784e-08,0.5848
2.28017e-08,0.6544
2.28249e-08,0.6898
2.28482e-08,0.6997
2.28715e-08,0.6973
2.28947e-08,0.6903
2.29180e-08,0.6828
2.29413e-08,0.6767
2.29645e-08,0.6736
2.29878e-08,0.6737
2.30111e-08,0.6763
2.30343e-08,0.6801
2.30576e-08,0.6849
2.30809e-08,0.6901
2.31041e-08,0.6928
2.31274e-08,0.6906
2.31507e-08,0.6845
2.31739e-08,0.6776
2.31972e-08,0.6713
2.32205e-08,0.6652
2.32437e-08,0.6636
2.32670e-08,0.6761
2.32903e-08,0.7113
2.33135e-08,0.7682
2.33368e-08,0.8394
2.33601e-08,0.9173
2.33833e-08,0.9957
2.34066e-08,1.0667
2.34299e-08,1.1251
2.34531e-08,1.1695
2.34764e-08,1.2013
2.34997e-08,1.2226
2.35229e-08,1.2357
2.35462e-08,1.2425
2.35695e-08,1.2448
2.35927e-08,1.2437
2.36160e-08,1.2407
2.36393e-08,1.2376
2.36625e-08,1.2366
2.36858e-08,1.2382
2.37091e-08,1.2415
2.37323e-08,1.2457
2.37556e-08,1.2514
2.37789e-08,1.2587
2.38021e-08,1.2652
2.38254e-08,1.2659
2.38487e-08,1.2575
2.38719e-08,1.2401
2.38952e-08,1.2161
2.39185e-08,1.1886
2.39417e-08,1.1620
2.39650e-08,1.1407
2.39883e-08,1.1279
2.40115e-08,1.1241
2.40348e-08,1.1274
2.40581e-08,1.1353
2.40813e-08,1.1453
2.41046e-08,1.1557
2.41279e-08,1.1658
2.41511e-08,1.1754
2.41744e-08,1.1840
2.41977e-08,1.1906
2.42209e-08,1.1946
2.42442e-08,1.1962
2.42675e-08,1.1961
2.42907e-08,1.1946
2.43140e-08,1.1915
2.43373e-08,1.1870
2.43605e-08,1.1825
2.43838e-08,1.1803
2.44071e-08,1.1820
2.44303e-08,1.1881
2.44536e-08,1.1982
2.44769e-08,1.2107
2.45002e-08,1.2233
2.45234e-08,1.2328
2.45467e-08,1.2370
2.45700e-08,1.2356
2.45932e-08,1.2297
2.46165e-08,1.2214
2.46398e-08,1.2129
2.46630e-08,1.2056
