.HEADER
..NAMES
Time,V U2.C2
4.2342e-09,0.4653
4.2438e-09,0.4587
4.2534e-09,0.4477
4.2631e-09,0.4332
4.2727e-09,0.4159
4.2824e-09,0.3984
4.2920e-09,0.3855
4.3017e-09,0.3807
4.3113e-09,0.3878
4.3210e-09,0.4108
4.3306e-09,0.4489
4.3402e-09,0.4957
4.3499e-09,0.5438
4.3595e-09,0.5851
4.3692e-09,0.6114
4.3788e-09,0.6193
4.3885e-09,0.6129
4.3981e-09,0.5976
4.4078e-09,0.5767
4.4174e-09,0.5540
4.4271e-09,0.5317
4.4367e-09,0.5069
4.4463e-09,0.4759
4.4560e-09,0.4384
4.4656e-09,0.3956
4.4753e-09,0.3477
4.4849e-09,0.2966
4.4946e-09,0.2454
4.5042e-09,0.1948
4.5139e-09,0.1443
4.5235e-09,0.0968
4.5331e-09,0.0685
4.5428e-09,0.0594
4.5524e-09,0.0676
4.5621e-09,0.0898
4.5717e-09,0.1208
4.5814e-09,0.1548
4.5910e-09,0.1950
4.6007e-09,0.2398
4.6103e-09,0.2882
4.6200e-09,0.3391
4.6296e-09,0.3884
4.6392e-09,0.4355
4.6489e-09,0.4770
4.6585e-09,0.5115
4.6682e-09,0.5378
4.6778e-09,0.5544
4.6875e-09,0.5610
4.6971e-09,0.5580
4.7068e-09,0.5475
4.7164e-09,0.5320
4.7261e-09,0.5147
4.7357e-09,0.4998
4.7453e-09,0.4901
4.7550e-09,0.4870
4.7646e-09,0.4909
4.7743e-09,0.5004
4.7839e-09,0.5126
4.7936e-09,0.5240
4.8032e-09,0.5311
4.8129e-09,0.5324
4.8225e-09,0.5282
4.8321e-09,0.5206
4.8418e-09,0.5131
4.8514e-09,0.5088
4.8611e-09,0.5096
4.8707e-09,0.5151
4.8804e-09,0.5232
4.8900e-09,0.5314
4.8997e-09,0.5378
4.9093e-09,0.5417
4.9190e-09,0.5427
4.9286e-09,0.5394
4.9382e-09,0.5303
4.9479e-09,0.5151
4.9575e-09,0.4945
4.9672e-09,0.4702
4.9768e-09,0.4451
4.9865e-09,0.4216
4.9961e-09,0.4013
5.0058e-09,0.3841
5.0154e-09,0.3705
5.0250e-09,0.3616
5.0347e-09,0.3594
5.0443e-09,0.3663
5.0540e-09,0.3841
5.0636e-09,0.4129
5.0733e-09,0.4503
5.0829e-09,0.4932
5.0926e-09,0.5385
5.1022e-09,0.5839
5.1119e-09,0.6276
5.1215e-09,0.6684
5.1311e-09,0.7056
5.1408e-09,0.7391
5.1504e-09,0.7696
5.1601e-09,0.7943
5.1697e-09,0.7937
5.1794e-09,0.7748
5.1890e-09,0.7513
5.1987e-09,0.7076
5.2083e-09,0.6451
5.2179e-09,0.5952
5.2276e-09,0.5524
5.2372e-09,0.5017
5.2469e-09,0.4582
5.2565e-09,0.4282
5.2662e-09,0.3969
5.2758e-09,0.3639
5.2855e-09,0.3422
5.2951e-09,0.3287
5.3047e-09,0.3149
5.3144e-09,0.3082
5.3240e-09,0.3111
5.3337e-09,0.3143
5.3433e-09,0.3182
5.3530e-09,0.3309
5.3626e-09,0.3513
5.3723e-09,0.3734
5.3819e-09,0.3915
5.3916e-09,0.4061
5.4012e-09,0.4159
5.4108e-09,0.4197
5.4205e-09,0.4230
5.4301e-09,0.4274
5.4398e-09,0.4315
5.4494e-09,0.4351
5.4591e-09,0.4398
5.4687e-09,0.4463
5.4784e-09,0.4527
5.4880e-09,0.4570
5.4976e-09,0.4589
5.5073e-09,0.4580
5.5169e-09,0.4531
5.5266e-09,0.4433
5.5362e-09,0.4304
5.5459e-09,0.4178
5.5555e-09,0.4089
5.5652e-09,0.4088
5.5748e-09,0.4219
5.5845e-09,0.4471
5.5941e-09,0.4799
5.6037e-09,0.5151
5.6134e-09,0.5454
5.6230e-09,0.5637
5.6327e-09,0.5684
5.6423e-09,0.5629
5.6520e-09,0.5496
5.6616e-09,0.5305
5.6713e-09,0.5089
5.6809e-09,0.4853
5.6905e-09,0.4567
5.7002e-09,0.4210
5.7098e-09,0.3797
5.7195e-09,0.3338
5.7291e-09,0.2839
5.7388e-09,0.2333
5.7484e-09,0.1849
5.7581e-09,0.1384
5.7677e-09,0.0938
5.7774e-09,0.0571
5.7870e-09,0.0407
5.7966e-09,0.0403
5.8063e-09,0.0562
5.8159e-09,0.0837
5.8256e-09,0.1163
5.8352e-09,0.1535
5.8449e-09,0.1963
5.8545e-09,0.2423
5.8642e-09,0.2913
5.8738e-09,0.3402
5.8835e-09,0.3863
5.8931e-09,0.4283
5.9027e-09,0.4647
5.9124e-09,0.4953
5.9220e-09,0.5195
5.9317e-09,0.5366
5.9413e-09,0.5463
5.9510e-09,0.5485
5.9606e-09,0.5436
5.9703e-09,0.5334
5.9799e-09,0.5206
5.9895e-09,0.5083
5.9992e-09,0.4989
6.0088e-09,0.4945
6.0185e-09,0.4957
6.0281e-09,0.5015
6.0378e-09,0.5097
6.0474e-09,0.5171
6.0571e-09,0.5213
6.0667e-09,0.5212
6.0764e-09,0.5176
6.0860e-09,0.5124
6.0956e-09,0.5084
6.1053e-09,0.5076
6.1149e-09,0.5109
6.1246e-09,0.5176
6.1342e-09,0.5254
6.1439e-09,0.5323
6.1535e-09,0.5370
6.1632e-09,0.5393
6.1728e-09,0.5383
6.1824e-09,0.5327
6.1921e-09,0.5217
6.2017e-09,0.5052
6.2114e-09,0.4844
6.2210e-09,0.4614
6.2307e-09,0.4388
6.2403e-09,0.4187
6.2500e-09,0.4016
6.2596e-09,0.3878
6.2693e-09,0.3776
6.2789e-09,0.3723
6.2885e-09,0.3739
6.2982e-09,0.3843
6.3078e-09,0.4045
6.3175e-09,0.4334
6.3271e-09,0.4688
6.3368e-09,0.5082
6.3464e-09,0.5497
6.3561e-09,0.5920
6.3657e-09,0.6342
6.3753e-09,0.6751
6.3850e-09,0.7137
6.3946e-09,0.7492
6.4043e-09,0.7819
6.4139e-09,0.8122
6.4236e-09,0.8415
6.4332e-09,0.8711
6.4429e-09,0.9019
6.4525e-09,0.9336
6.4621e-09,0.9653
6.4718e-09,0.9958
6.4814e-09,1.0234
6.4911e-09,1.0469
6.5007e-09,1.0657
6.5104e-09,1.0801
6.5200e-09,1.0910
6.5297e-09,1.0998
6.5393e-09,1.1082
6.5490e-09,1.1169
6.5586e-09,1.1264
6.5682e-09,1.1364
6.5779e-09,1.1461
6.5875e-09,1.1549
6.5972e-09,1.1627
6.6068e-09,1.1697
6.6165e-09,1.1762
6.6261e-09,1.1823
6.6358e-09,1.1878
6.6454e-09,1.1920
6.6550e-09,1.1943
6.6647e-09,1.1948
6.6743e-09,1.1937
6.6840e-09,1.1919
6.6936e-09,1.1899
6.7033e-09,1.1880
6.7129e-09,1.1864
6.7226e-09,1.1857
6.7322e-09,1.1867
6.7419e-09,1.1902
6.7515e-09,1.1968
6.7611e-09,1.2061
6.7708e-09,1.2169
6.7804e-09,1.2274
6.7901e-09,1.2358
6.7997e-09,1.2412
6.8094e-09,1.2429
6.8190e-09,1.2411
6.8287e-09,1.2360
6.8383e-09,1.2283
6.8480e-09,1.2186
6.8576e-09,1.2079
6.8672e-09,1.1974
6.8769e-09,1.1880
6.8865e-09,1.1805
6.8962e-09,1.1750
6.9058e-09,1.1712
6.9155e-09,1.1684
6.9251e-09,1.1660
6.9348e-09,1.1636
6.9444e-09,1.1610
6.9540e-09,1.1586
6.9637e-09,1.1566
6.9733e-09,1.1553
6.9830e-09,1.1547
6.9926e-09,1.1548
7.0023e-09,1.1555
7.0119e-09,1.1564
7.0216e-09,1.1574
7.0312e-09,1.1585
7.0409e-09,1.1600
7.0505e-09,1.1623
7.0601e-09,1.1655
7.0698e-09,1.1696
7.0794e-09,1.1744
7.0891e-09,1.1792
7.0987e-09,1.1833
7.1084e-09,1.1861
7.1180e-09,1.1873
7.1277e-09,1.1871
7.1373e-09,1.1858
7.1469e-09,1.1838
7.1566e-09,1.1816
7.1662e-09,1.1796
7.1759e-09,1.1781
7.1855e-09,1.1779
7.1952e-09,1.1792
7.2048e-09,1.1822
7.2145e-09,1.1865
7.2241e-09,1.1914
7.2338e-09,1.1960
7.2434e-09,1.1994
7.2530e-09,1.2015
7.2627e-09,1.2021
7.2723e-09,1.2016
7.2820e-09,1.2003
7.2916e-09,1.1984
7.3013e-09,1.1963
7.3109e-09,1.1941
7.3206e-09,1.1922
7.3302e-09,1.1908
7.3398e-09,1.1900
7.3495e-09,1.1897
7.3591e-09,1.1900
7.3688e-09,1.1907
7.3784e-09,1.1916
7.3881e-09,1.1928
7.3977e-09,1.1943
7.4074e-09,1.1962
7.4170e-09,1.1982
7.4266e-09,1.2001
7.4363e-09,1.2017
7.4459e-09,1.2027
7.4556e-09,1.2031
7.4652e-09,1.2030
7.4749e-09,1.2026
7.4845e-09,1.2025
7.4942e-09,1.2028
7.5038e-09,1.2037
7.5135e-09,1.2054
7.5231e-09,1.2075
7.5327e-09,1.2097
7.5424e-09,1.2115
7.5520e-09,1.2126
7.5617e-09,1.2128
7.5713e-09,1.2121
7.5810e-09,1.2106
7.5906e-09,1.2085
7.6003e-09,1.2062
7.6099e-09,1.2039
7.6196e-09,1.2019
7.6292e-09,1.2004
7.6388e-09,1.1995
7.6485e-09,1.1994
7.6581e-09,1.2001
7.6678e-09,1.2012
7.6774e-09,1.2024
7.6871e-09,1.2035
7.6967e-09,1.2041
7.7064e-09,1.2044
7.7160e-09,1.2044
7.7256e-09,1.2042
7.7353e-09,1.2040
7.7449e-09,1.2036
7.7546e-09,1.2030
7.7642e-09,1.2022
7.7739e-09,1.2012
7.7835e-09,1.2001
7.7932e-09,1.1993
7.8028e-09,1.1987
7.8125e-09,1.1984
7.8221e-09,1.1986
7.8317e-09,1.1992
7.8414e-09,1.2001
7.8510e-09,1.2011
7.8607e-09,1.2022
7.8703e-09,1.2031
7.8800e-09,1.2036
7.8896e-09,1.2036
7.8993e-09,1.2031
7.9089e-09,1.2022
7.9185e-09,1.2012
7.9282e-09,1.2003
7.9378e-09,1.1998
7.9475e-09,1.1997
7.9571e-09,1.2001
7.9668e-09,1.2008
7.9764e-09,1.2016
7.9861e-09,1.2023
7.9957e-09,1.2028
8.0054e-09,1.2030
8.0150e-09,1.2028
8.0246e-09,1.2023
8.0343e-09,1.2016
8.0439e-09,1.2008
8.0536e-09,1.2000
8.0632e-09,1.1992
8.0729e-09,1.1986
8.0825e-09,1.1981
8.0922e-09,1.1979
8.1018e-09,1.1979
8.1114e-09,1.1982
8.1211e-09,1.1986
8.1307e-09,1.1992
8.1404e-09,1.1997
8.1500e-09,1.2002
8.1597e-09,1.2008
8.1693e-09,1.2013
8.1790e-09,1.2018
8.1886e-09,1.2022
8.1983e-09,1.2023
8.2079e-09,1.2021
8.2175e-09,1.2016
8.2272e-09,1.2009
8.2368e-09,1.2002
8.2465e-09,1.1997
8.2561e-09,1.1995
8.2658e-09,1.1996
8.2754e-09,1.1999
8.2851e-09,1.2005
8.2947e-09,1.2012
8.3043e-09,1.2018
8.3140e-09,1.2022
8.3236e-09,1.2025
8.3333e-09,1.2024
8.3429e-09,1.2022
8.3526e-09,1.2017
8.3622e-09,1.2012
8.3719e-09,1.2007
8.3815e-09,1.2004
8.3911e-09,1.2003
8.4008e-09,1.2004
8.4104e-09,1.2006
8.4201e-09,1.2009
8.4297e-09,1.2012
8.4394e-09,1.2014
8.4490e-09,1.2016
8.4587e-09,1.2017
8.4683e-09,1.2017
8.4780e-09,1.2017
8.4876e-09,1.2016
8.4972e-09,1.2015
8.5069e-09,1.2013
8.5165e-09,1.2011
8.5262e-09,1.2009
8.5358e-09,1.2006
8.5455e-09,1.2004
8.5551e-09,1.2003
8.5648e-09,1.2002
8.5744e-09,1.2004
8.5840e-09,1.2006
8.5937e-09,1.2009
8.6033e-09,1.2013
8.6130e-09,1.2018
8.6226e-09,1.2022
8.6323e-09,1.2025
8.6419e-09,1.2026
8.6516e-09,1.2024
8.6612e-09,1.2021
8.6709e-09,1.2016
8.6805e-09,1.2011
8.6901e-09,1.2008
8.6998e-09,1.2006
8.7094e-09,1.2005
8.7191e-09,1.2007
8.7287e-09,1.2009
8.7384e-09,1.2012
8.7480e-09,1.2014
8.7577e-09,1.2016
8.7673e-09,1.2017
8.7769e-09,1.2017
8.7866e-09,1.2016
8.7962e-09,1.2015
8.8059e-09,1.2013
8.8155e-09,1.2011
8.8252e-09,1.2010
8.8348e-09,1.2009
8.8445e-09,1.2009
8.8541e-09,1.2008
8.8638e-09,1.2009
8.8734e-09,1.2009
8.8830e-09,1.2009
8.8927e-09,1.2010
8.9023e-09,1.2011
8.9120e-09,1.2013
8.9216e-09,1.2014
8.9313e-09,1.2015
8.9409e-09,1.2016
8.9506e-09,1.2016
8.9602e-09,1.2015
8.9698e-09,1.2014
8.9795e-09,1.2012
8.9891e-09,1.2009
8.9988e-09,1.2007
9.0084e-09,1.2006
9.0181e-09,1.2006
9.0277e-09,1.2007
9.0374e-09,1.2008
9.0470e-09,1.2011
9.0567e-09,1.2013
9.0663e-09,1.2016
9.0759e-09,1.2017
9.0856e-09,1.2018
9.0952e-09,1.2017
9.1049e-09,1.2015
9.1145e-09,1.2013
9.1242e-09,1.2011
9.1338e-09,1.2010
9.1435e-09,1.2009
9.1531e-09,1.2008
9.1627e-09,1.2009
9.1724e-09,1.2009
9.1820e-09,1.2010
9.1917e-09,1.2011
9.2013e-09,1.2011
9.2110e-09,1.2012
9.2206e-09,1.2012
9.2303e-09,1.2012
9.2399e-09,1.2013
9.2496e-09,1.2013
9.2592e-09,1.2013
9.2688e-09,1.2013
9.2785e-09,1.2012
9.2881e-09,1.2011
9.2978e-09,1.2010
9.3074e-09,1.2010
9.3171e-09,1.2009
9.3267e-09,1.2009
9.3364e-09,1.2009
9.3460e-09,1.2010
9.3556e-09,1.2011
9.3653e-09,1.2012
9.3749e-09,1.2014
9.3846e-09,1.2015
9.3942e-09,1.2015
9.4039e-09,1.2015
9.4135e-09,1.2014
9.4232e-09,1.2013
9.4328e-09,1.2011
9.4425e-09,1.2010
9.4521e-09,1.2009
9.4617e-09,1.2008
9.4714e-09,1.2009
9.4810e-09,1.2010
9.4907e-09,1.2011
9.5003e-09,1.2012
9.5100e-09,1.2013
9.5196e-09,1.2013
9.5293e-09,1.2014
9.5389e-09,1.2006
9.5486e-09,1.1835
9.5582e-09,1.1472
9.5678e-09,1.0894
9.5775e-09,1.0020
9.5871e-09,0.8953
9.5968e-09,0.7932
9.6064e-09,0.6963
9.6161e-09,0.6049
9.6257e-09,0.5326
9.6354e-09,0.4811
9.6450e-09,0.4375
9.6546e-09,0.3996
9.6643e-09,0.3730
9.6739e-09,0.3521
9.6836e-09,0.3337
9.6932e-09,0.3235
9.7029e-09,0.3218
9.7125e-09,0.3226
9.7222e-09,0.3275
9.7318e-09,0.3417
9.7415e-09,0.3632
9.7511e-09,0.3830
9.7607e-09,0.3959
9.7704e-09,0.4060
9.7800e-09,0.4126
9.7897e-09,0.4163
9.7993e-09,0.4217
9.8090e-09,0.4287
9.8186e-09,0.4351
9.8283e-09,0.4416
9.8379e-09,0.4507
9.8475e-09,0.4617
9.8572e-09,0.4714
9.8668e-09,0.4777
9.8765e-09,0.4784
9.8861e-09,0.4702
9.8958e-09,0.4521
9.9054e-09,0.4258
9.9151e-09,0.3955
9.9247e-09,0.3662
9.9344e-09,0.3441
9.9440e-09,0.3364
9.9536e-09,0.3487
9.9633e-09,0.3820
9.9729e-09,0.4332
9.9826e-09,0.4944
9.9922e-09,0.5539
1.00019e-08,0.6003
1.00115e-08,0.6270
1.00212e-08,0.6335
1.00308e-08,0.6227
1.00404e-08,0.6007
1.00501e-08,0.5744
1.00597e-08,0.5470
1.00694e-08,0.5166
1.00790e-08,0.4800
1.00887e-08,0.4352
1.00983e-08,0.3819
1.01080e-08,0.3219
1.01176e-08,0.2599
1.01273e-08,0.2002
1.01369e-08,0.1448
1.01465e-08,0.0957
1.01562e-08,0.0650
1.01658e-08,0.0572
1.01755e-08,0.0657
1.01851e-08,0.0869
1.01948e-08,0.1169
1.02044e-08,0.1495
1.02141e-08,0.1869
1.02237e-08,0.2283
1.02333e-08,0.2729
1.02430e-08,0.3189
1.02526e-08,0.3624
1.02623e-08,0.4037
1.02719e-08,0.4418
1.02816e-08,0.4764
1.02912e-08,0.5079
1.03009e-08,0.5356
1.03105e-08,0.5572
1.03202e-08,0.5698
1.03298e-08,0.5718
1.03394e-08,0.5627
1.03491e-08,0.5442
1.03587e-08,0.5210
1.03684e-08,0.4987
