.HEADER
..NAMES
Time,V U2.A3
.DATA
2.03702e-08,-0.1097
2.03799e-08,-0.1092
2.03895e-08,-0.1100
2.03992e-08,-0.1124
2.04088e-08,-0.1158
2.04185e-08,-0.1194
2.04281e-08,-0.1211
2.04378e-08,-0.1192
2.04474e-08,-0.1128
2.04570e-08,-0.1021
2.04667e-08,-0.0883
2.04763e-08,-0.0737
2.04860e-08,-0.0606
2.04956e-08,-0.0507
2.05053e-08,-0.0444
2.05149e-08,-0.0411
2.05246e-08,-0.0393
2.05342e-08,-0.0375
2.05438e-08,-0.0346
2.05535e-08,-0.0312
2.05631e-08,-0.0285
2.05728e-08,-0.0279
2.05824e-08,-0.0300
2.05921e-08,-0.0351
2.06017e-08,-0.0428
2.06114e-08,-0.0524
2.06210e-08,-0.0633
2.06307e-08,-0.0753
2.06403e-08,-0.0877
2.06499e-08,-0.0996
2.06596e-08,-0.1098
2.06692e-08,-0.1169
2.06789e-08,-0.1198
2.06885e-08,-0.1182
2.06982e-08,-0.1126
2.07078e-08,-0.1042
2.07175e-08,-0.0943
2.07271e-08,-0.0841
2.07367e-08,-0.0748
2.07464e-08,-0.0673
2.07560e-08,-0.0620
2.07657e-08,-0.0591
2.07753e-08,-0.0582
2.07850e-08,-0.0583
2.07946e-08,-0.0578
2.08043e-08,-0.0554
2.08139e-08,-0.0504
2.08236e-08,-0.0428
2.08332e-08,-0.0337
2.08428e-08,-0.0248
2.08525e-08,-0.0176
2.08621e-08,-0.0130
2.08718e-08,-0.0112
2.08814e-08,-0.0114
2.08911e-08,-0.0124
2.09007e-08,-0.0128
2.09104e-08,-0.0116
2.09200e-08,-0.0082
2.09296e-08,-0.0027
2.09393e-08,0.0046
2.09489e-08,0.0127
2.09586e-08,0.0210
2.09682e-08,0.0286
2.09779e-08,0.0353
2.09875e-08,0.0407
2.09972e-08,0.0449
2.10068e-08,0.0482
2.10165e-08,0.0504
2.10261e-08,0.0515
2.10357e-08,0.0514
2.10454e-08,0.0500
2.10550e-08,0.0474
2.10647e-08,0.0440
2.10743e-08,0.0402
2.10840e-08,0.0363
2.10936e-08,0.0322
2.11033e-08,0.0281
2.11129e-08,0.0237
2.11226e-08,0.0190
2.11322e-08,0.0144
2.11418e-08,0.0104
2.11515e-08,0.0076
2.11611e-08,0.0063
2.11708e-08,0.0065
2.11804e-08,0.0079
2.11901e-08,0.0101
2.11997e-08,0.0126
2.12094e-08,0.0149
2.12190e-08,0.0166
2.12286e-08,0.0177
2.12383e-08,0.0181
2.12479e-08,0.0181
2.12576e-08,0.0181
2.12672e-08,0.0186
2.12769e-08,0.0198
2.12865e-08,0.0220
2.12962e-08,0.0248
2.13058e-08,0.0275
2.13155e-08,0.0295
2.13251e-08,0.0300
2.13347e-08,0.0290
2.13444e-08,0.0265
2.13540e-08,0.0231
2.13637e-08,0.0197
2.13733e-08,0.0168
2.13830e-08,0.0150
2.13926e-08,0.0142
2.14023e-08,0.0146
2.14119e-08,0.0158
2.14215e-08,0.0174
2.14312e-08,0.0192
2.14408e-08,0.0208
2.14505e-08,0.0220
2.14601e-08,0.0227
2.14698e-08,0.0226
2.14794e-08,0.0219
2.14891e-08,0.0205
2.14987e-08,0.0186
2.15084e-08,0.0163
2.15180e-08,0.0139
2.15276e-08,0.0116
2.15373e-08,0.0094
2.15469e-08,0.0076
2.15566e-08,0.0059
2.15662e-08,0.0042
2.15759e-08,0.0023
2.15855e-08,-0.0000
2.15952e-08,-0.0028
2.16048e-08,-0.0059
2.16144e-08,-0.0090
2.16241e-08,-0.0118
2.16337e-08,-0.0137
2.16434e-08,-0.0148
2.16530e-08,-0.0150
2.16627e-08,-0.0145
2.16723e-08,-0.0135
2.16820e-08,-0.0123
2.16916e-08,-0.0112
2.17013e-08,-0.0102
2.17109e-08,-0.0094
2.17205e-08,-0.0087
2.17302e-08,-0.0080
2.17398e-08,-0.0072
2.17495e-08,-0.0061
2.17591e-08,-0.0049
2.17688e-08,-0.0037
2.17784e-08,-0.0026
2.17881e-08,-0.0019
2.17977e-08,-0.0017
2.18073e-08,-0.0021
2.18170e-08,-0.0030
2.18266e-08,-0.0040
2.18363e-08,-0.0050
2.18459e-08,-0.0058
2.18556e-08,-0.0061
2.18652e-08,-0.0061
2.18749e-08,-0.0057
2.18845e-08,-0.0051
2.18942e-08,-0.0044
2.19038e-08,-0.0036
2.19134e-08,-0.0028
2.19231e-08,-0.0021
2.19327e-08,-0.0016
2.19424e-08,-0.0013
2.19520e-08,-0.0013
2.19617e-08,-0.0016
2.19713e-08,-0.0019
2.19810e-08,-0.0023
2.19906e-08,-0.0026
2.20002e-08,-0.0027
2.20099e-08,-0.0025
2.20195e-08,-0.0023
2.20292e-08,-0.0032
2.20388e-08,-0.0064
2.20485e-08,-0.0031
2.20581e-08,0.0150
2.20678e-08,0.0413
2.20774e-08,0.0700
2.20871e-08,0.1072
2.20967e-08,0.1546
2.21063e-08,0.2116
2.21160e-08,0.2787
2.21256e-08,0.3491
2.21353e-08,0.4141
2.21449e-08,0.4673
2.21546e-08,0.5080
2.21642e-08,0.5388
2.21739e-08,0.5595
2.21835e-08,0.5704
2.21931e-08,0.5759
2.22028e-08,0.5799
2.22124e-08,0.5824
2.22221e-08,0.5831
2.22317e-08,0.5855
2.22414e-08,0.5909
2.22510e-08,0.5982
2.22607e-08,0.6058
2.22703e-08,0.6123
2.22800e-08,0.6158
2.22896e-08,0.6156
2.22992e-08,0.6129
2.23089e-08,0.6080
2.23185e-08,0.6006
2.23282e-08,0.5916
2.23378e-08,0.5839
2.23475e-08,0.5791
2.23571e-08,0.5770
2.23668e-08,0.5774
2.23764e-08,0.5821
2.23860e-08,0.5916
2.23957e-08,0.6043
2.24053e-08,0.6187
2.24150e-08,0.6338
2.24246e-08,0.6486
2.24343e-08,0.6623
2.24439e-08,0.6746
2.24536e-08,0.6847
2.24632e-08,0.6901
2.24729e-08,0.6893
2.24825e-08,0.6824
2.24921e-08,0.6702
2.25018e-08,0.6531
2.25114e-08,0.6322
2.25211e-08,0.6101
2.25307e-08,0.5893
2.25404e-08,0.5713
2.25500e-08,0.5575
2.25597e-08,0.5501
2.25693e-08,0.5507
2.25789e-08,0.5592
2.25886e-08,0.5738
2.25982e-08,0.5911
2.26079e-08,0.6079
2.26175e-08,0.6224
2.26272e-08,0.6347
2.26368e-08,0.6465
2.26465e-08,0.6601
2.26561e-08,0.6777
2.26658e-08,0.7007
2.26754e-08,0.7294
2.26850e-08,0.7626
2.26947e-08,0.7990
2.27043e-08,0.8376
2.27140e-08,0.8773
2.27236e-08,0.9162
2.27333e-08,0.9521
2.27429e-08,0.9831
2.27526e-08,1.0082
2.27622e-08,1.0276
2.27718e-08,1.0421
2.27815e-08,1.0535
2.27911e-08,1.0636
2.28008e-08,1.0743
2.28104e-08,1.0871
2.28201e-08,1.1026
2.28297e-08,1.1205
2.28394e-08,1.1401
2.28490e-08,1.1606
2.28587e-08,1.1807
2.28683e-08,1.1988
2.28779e-08,1.2137
2.28876e-08,1.2247
2.28972e-08,1.2316
2.29069e-08,1.2349
2.29165e-08,1.2354
2.29262e-08,1.2341
2.29358e-08,1.2316
2.29455e-08,1.2284
2.29551e-08,1.2247
2.29647e-08,1.2205
2.29744e-08,1.2158
2.29840e-08,1.2108
2.29937e-08,1.2056
2.30033e-08,1.2007
2.30130e-08,1.1963
2.30226e-08,1.1926
2.30323e-08,1.1901
2.30419e-08,1.1890
2.30516e-08,1.1893
2.30612e-08,1.1904
2.30708e-08,1.1917
2.30805e-08,1.1927
2.30901e-08,1.1931
2.30998e-08,1.1933
2.31094e-08,1.1940
2.31191e-08,1.1958
2.31287e-08,1.1993
2.31384e-08,1.2041
2.31480e-08,1.2098
2.31576e-08,1.2153
2.31673e-08,1.2199
2.31769e-08,1.2230
2.31866e-08,1.2245
2.31962e-08,1.2241
2.32059e-08,1.2217
2.32155e-08,1.2174
2.32252e-08,1.2113
2.32348e-08,1.2039
2.32444e-08,1.1963
2.32541e-08,1.1894
2.32637e-08,1.1842
2.32734e-08,1.1813
2.32830e-08,1.1809
2.32927e-08,1.1806
2.33023e-08,1.1622
2.33120e-08,1.1225
2.33216e-08,1.0551
2.33313e-08,0.9538
2.33409e-08,0.8339
2.33505e-08,0.7163
2.33602e-08,0.6066
2.33698e-08,0.5108
2.33795e-08,0.4408
2.33891e-08,0.3995
2.33988e-08,0.3792
2.34084e-08,0.3738
2.34181e-08,0.3791
2.34277e-08,0.3907
2.34373e-08,0.4016
2.34470e-08,0.4070
2.34566e-08,0.4066
2.34663e-08,0.3992
2.34759e-08,0.3862
2.34856e-08,0.3754
2.34952e-08,0.3753
2.35049e-08,0.3796
2.35145e-08,0.3814
2.35242e-08,0.3872
2.35338e-08,0.4013
2.35434e-08,0.4217
2.35531e-08,0.4454
2.35627e-08,0.4697
2.35724e-08,0.4906
2.35820e-08,0.5039
2.35917e-08,0.5089
2.36013e-08,0.5066
2.36110e-08,0.4962
2.36206e-08,0.4782
2.36302e-08,0.4568
2.36399e-08,0.4357
2.36495e-08,0.4137
2.36592e-08,0.3896
2.36688e-08,0.3665
2.36785e-08,0.3474
2.36881e-08,0.3315
2.36978e-08,0.3191
2.37074e-08,0.3143
2.37171e-08,0.3215
2.37267e-08,0.3440
2.37363e-08,0.3833
2.37460e-08,0.4369
2.37556e-08,0.4972
2.37653e-08,0.5534
2.37749e-08,0.5958
2.37846e-08,0.6169
2.37942e-08,0.6131
2.38039e-08,0.5870
2.38135e-08,0.5485
2.38231e-08,0.5083
2.38328e-08,0.4733
2.38424e-08,0.4457
2.38521e-08,0.4257
2.38617e-08,0.4106
2.38714e-08,0.3956
2.38810e-08,0.3758
2.38907e-08,0.3477
2.39003e-08,0.3094
2.39100e-08,0.2745
2.39196e-08,0.2464
2.39292e-08,0.2290
2.39389e-08,0.2219
2.39485e-08,0.2285
2.39582e-08,0.2523
2.39678e-08,0.2966
2.39775e-08,0.3547
2.39871e-08,0.4174
2.39968e-08,0.4775
2.40064e-08,0.5261
2.40160e-08,0.5626
2.40257e-08,0.5873
2.40353e-08,0.5980
2.40450e-08,0.5939
2.40546e-08,0.5780
2.40643e-08,0.5543
2.40739e-08,0.5274
2.40836e-08,0.5010
2.40932e-08,0.4804
2.41029e-08,0.4688
2.41125e-08,0.4661
2.41221e-08,0.4684
2.41318e-08,0.4710
2.41414e-08,0.4701
2.41511e-08,0.4637
2.41607e-08,0.4515
2.41704e-08,0.4350
2.41800e-08,0.4172
2.41897e-08,0.4020
2.41993e-08,0.3946
2.42089e-08,0.3981
2.42186e-08,0.4121
2.42282e-08,0.4338
2.42379e-08,0.4605
2.42475e-08,0.4886
2.42572e-08,0.5146
2.42668e-08,0.5362
2.42765e-08,0.5538
2.42861e-08,0.5691
2.42958e-08,0.5844
2.43054e-08,0.5997
2.43150e-08,0.6129
2.43247e-08,0.6198
2.43343e-08,0.6162
2.43440e-08,0.6003
2.43536e-08,0.5727
2.43633e-08,0.5358
2.43729e-08,0.4936
2.43826e-08,0.4516
2.43922e-08,0.4150
2.44018e-08,0.3873
2.44115e-08,0.3708
2.44211e-08,0.3667
2.44308e-08,0.3751
2.44404e-08,0.3944
2.44501e-08,0.4208
2.44597e-08,0.4501
2.44694e-08,0.4784
2.44790e-08,0.5037
2.44887e-08,0.5260
2.44983e-08,0.5467
2.45079e-08,0.5674
2.45176e-08,0.5903
2.45272e-08,0.6175
2.45369e-08,0.6470
2.45465e-08,0.6544
2.45562e-08,0.6453
2.45658e-08,0.6333
2.45755e-08,0.6084
2.45851e-08,0.5686
2.45947e-08,0.5361
2.46044e-08,0.5070
2.46140e-08,0.4716
2.46237e-08,0.4371
2.46333e-08,0.4100
2.46430e-08,0.3889
2.46526e-08,0.3724
2.46623e-08,0.3647
2.46719e-08,0.3704
2.46816e-08,0.3841
2.46912e-08,0.3972
2.47008e-08,0.4115
2.47105e-08,0.4279
2.47201e-08,0.4410
2.47298e-08,0.4496
2.47394e-08,0.4619
2.47491e-08,0.4792
2.47587e-08,0.4896
2.47684e-08,0.4933
2.47780e-08,0.4975
2.47876e-08,0.5012
2.47973e-08,0.5021
2.48069e-08,0.5006
2.48166e-08,0.4952
2.48262e-08,0.4823
2.48359e-08,0.4622
2.48455e-08,0.4405
2.48552e-08,0.4206
2.48648e-08,0.4010
2.48745e-08,0.3820
2.48841e-08,0.3672
2.48937e-08,0.3574
2.49034e-08,0.3483
2.49130e-08,0.3395
2.49227e-08,0.3340
2.49323e-08,0.3320
2.49420e-08,0.3325
2.49516e-08,0.3382
2.49613e-08,0.3533
2.49709e-08,0.3785
2.49805e-08,0.4125
2.49902e-08,0.4535
2.49998e-08,0.4957
2.50095e-08,0.5307
2.50191e-08,0.5524
2.50288e-08,0.5604
2.50384e-08,0.5563
2.50481e-08,0.5421
2.50577e-08,0.5216
2.50674e-08,0.4993
2.50770e-08,0.4768
2.50866e-08,0.4525
2.50963e-08,0.4257
2.51059e-08,0.3970
2.51156e-08,0.3671
2.51252e-08,0.3362
2.51349e-08,0.3042
2.51445e-08,0.2701
2.51542e-08,0.2321
2.51638e-08,0.1899
2.51735e-08,0.1457
2.51831e-08,0.1025
2.51927e-08,0.0626
2.52024e-08,0.0285
2.52120e-08,0.0025
2.52217e-08,-0.0154
2.52313e-08,-0.0270
2.52410e-08,-0.0338
2.52506e-08,-0.0368
2.52603e-08,-0.0374
2.52699e-08,-0.0375
2.52795e-08,-0.0392
2.52892e-08,-0.0443
2.52988e-08,-0.0538
2.53085e-08,-0.0672
2.53181e-08,-0.0822
2.53278e-08,-0.0967
2.53374e-08,-0.1087
2.53471e-08,-0.1172
2.53567e-08,-0.1217
2.53664e-08,-0.1232
2.53760e-08,-0.1235
2.53856e-08,-0.1235
2.53953e-08,-0.1232
2.54049e-08,-0.1223
2.54146e-08,-0.1203
2.54242e-08,-0.1167
2.54339e-08,-0.1103
2.54435e-08,-0.1007
2.54532e-08,-0.0884
2.54628e-08,-0.0744
2.54724e-08,-0.0603
2.54821e-08,-0.0481
2.54917e-08,-0.0391
2.55014e-08,-0.0334
2.55110e-08,-0.0307
2.55207e-08,-0.0299
2.55303e-08,-0.0300
2.55400e-08,-0.0304
2.55496e-08,-0.0310
2.55593e-08,-0.0324
2.55689e-08,-0.0352
2.55785e-08,-0.0394
2.55882e-08,-0.0446
2.55978e-08,-0.0507
2.56075e-08,-0.0574
2.56171e-08,-0.0650
2.56268e-08,-0.0736
2.56364e-08,-0.0833
2.56461e-08,-0.0935
2.56557e-08,-0.1029
2.56653e-08,-0.1103
2.56750e-08,-0.1144
2.56846e-08,-0.1145
2.56943e-08,-0.1108
2.57039e-08,-0.1041
2.57136e-08,-0.0954
2.57232e-08,-0.0858
2.57329e-08,-0.0762
2.57425e-08,-0.0677
2.57522e-08,-0.0610
2.57618e-08,-0.0565
2.57714e-08,-0.0543
2.57811e-08,-0.0571
2.57907e-08,-0.0649
2.58004e-08,-0.0635
2.58100e-08,-0.0451
2.58197e-08,-0.0186
2.58293e-08,0.0116
2.58390e-08,0.0516
2.58486e-08,0.1007
2.58582e-08,0.1595
2.58679e-08,0.2284
2.58775e-08,0.3012
2.58872e-08,0.3696
2.58968e-08,0.4272
2.59065e-08,0.4745
2.59161e-08,0.5139
2.59258e-08,0.5437
2.59354e-08,0.5639
2.59451e-08,0.5794
2.59547e-08,0.5933
2.59643e-08,0.6038
2.59740e-08,0.6111
2.59836e-08,0.6193
2.59933e-08,0.6296
2.60029e-08,0.6409
2.60126e-08,0.6522
2.60222e-08,0.6617
2.60319e-08,0.6674
2.60415e-08,0.6686
2.60511e-08,0.6667
2.60608e-08,0.6618
2.60704e-08,0.6533
2.60801e-08,0.6425
2.60897e-08,0.6324
2.60994e-08,0.6242
2.61090e-08,0.6171
2.61187e-08,0.6115
2.61283e-08,0.6100
2.61380e-08,0.6137
2.61476e-08,0.6217
2.61572e-08,0.6329
2.61669e-08,0.6465
2.61765e-08,0.6615
2.61862e-08,0.6766
2.61958e-08,0.6915
2.62055e-08,0.7045
2.62151e-08,0.7127
2.62248e-08,0.7143
2.62344e-08,0.7094
2.62440e-08,0.6985
2.62537e-08,0.6821
2.62633e-08,0.6619
2.62730e-08,0.6407
2.62826e-08,0.6211
2.62923e-08,0.6041
2.63019e-08,0.5907
2.63116e-08,0.5829
2.63212e-08,0.5820
2.63309e-08,0.5884
2.63405e-08,0.6002
2.63501e-08,0.6147
2.63598e-08,0.6289
2.63694e-08,0.6411
2.63791e-08,0.6515
2.63887e-08,0.6617
2.63984e-08,0.6737
2.64080e-08,0.6896
2.64177e-08,0.7111
2.64273e-08,0.7381
2.64369e-08,0.7695
2.64466e-08,0.8040
2.64562e-08,0.8408
2.64659e-08,0.8787
2.64755e-08,0.9158
2.64852e-08,0.9501
2.64948e-08,0.9797
2.65045e-08,1.0036
2.65141e-08,1.0218
2.65238e-08,1.0353
2.65334e-08,1.0458
2.65430e-08,1.0549
2.65527e-08,1.0645
2.65623e-08,1.0762
2.65720e-08,1.0903
2.65816e-08,1.1066
2.65913e-08,1.1246
2.66009e-08,1.1438
2.66106e-08,1.1632
2.66202e-08,1.1817
2.66298e-08,1.1979
2.66395e-08,1.2111
2.66491e-08,1.2211
2.66588e-08,1.2277
2.66684e-08,1.2316
2.66781e-08,1.2333
2.66877e-08,1.2333
2.66974e-08,1.2321
2.67070e-08,1.2299
2.67167e-08,1.2267
2.67263e-08,1.2228
2.67359e-08,1.2185
2.67456e-08,1.2140
2.67552e-08,1.2098
2.67649e-08,1.2058
2.67745e-08,1.2022
2.67842e-08,1.1993
2.67938e-08,1.1973
2.68035e-08,1.1963
2.68131e-08,1.1959
2.68227e-08,1.1957
2.68324e-08,1.1953
2.68420e-08,1.1947
2.68517e-08,1.1941
2.68613e-08,1.1943
2.68710e-08,1.1959
2.68806e-08,1.1994
2.68903e-08,1.2046
2.68999e-08,1.2108
2.69096e-08,1.2171
2.69192e-08,1.2224
2.69288e-08,1.2263
2.69385e-08,1.2284
2.69481e-08,1.2284
2.69578e-08,1.2264
2.69674e-08,1.2221
2.69771e-08,1.2160
2.69867e-08,1.2087
2.69964e-08,1.2010
2.70060e-08,1.1940
2.70156e-08,1.1886
2.70253e-08,1.1854
2.70349e-08,1.1846
2.70446e-08,1.1815
2.70542e-08,1.1582
2.70639e-08,1.1133
2.70735e-08,1.0383
2.70832e-08,0.9314
2.70928e-08,0.8110
2.71025e-08,0.6950
2.71121e-08,0.5876
2.71217e-08,0.4965
2.71314e-08,0.4329
2.71410e-08,0.3969
2.71507e-08,0.3802
2.71603e-08,0.3773
2.71700e-08,0.3844
2.71796e-08,0.3964
2.71893e-08,0.4065
2.71989e-08,0.4109
2.72085e-08,0.4094
2.72182e-08,0.4007
2.72278e-08,0.3873
2.72375e-08,0.3780
2.72471e-08,0.3794
2.72568e-08,0.3826
2.72664e-08,0.3835
2.72761e-08,0.3898
2.72857e-08,0.4043
2.72953e-08,0.4244
2.73050e-08,0.4476
2.73146e-08,0.4710
2.73243e-08,0.4902
2.73339e-08,0.5016
2.73436e-08,0.5052
2.73532e-08,0.5016
2.73629e-08,0.4900
2.73725e-08,0.4716
2.73822e-08,0.4509
2.73918e-08,0.4305
2.74014e-08,0.4086
2.74111e-08,0.3848
2.74207e-08,0.3626
2.74304e-08,0.3444
2.74400e-08,0.3291
2.74497e-08,0.3177
2.74593e-08,0.3149
2.74690e-08,0.3248
2.74786e-08,0.3504
2.74882e-08,0.3927
2.74979e-08,0.4483
2.75075e-08,0.5084
2.75172e-08,0.5625
2.75268e-08,0.6012
2.75365e-08,0.6175
2.75461e-08,0.6087
2.75558e-08,0.5792
2.75654e-08,0.5395
2.75751e-08,0.4999
2.75847e-08,0.4662
2.75943e-08,0.4404
2.76040e-08,0.4218
2.76136e-08,0.4074
2.76233e-08,0.3921
2.76329e-08,0.3711
2.76426e-08,0.3414
2.76522e-08,0.3023
2.76619e-08,0.2692
2.76715e-08,0.2431
2.76811e-08,0.2278
2.76908e-08,0.2231
2.77004e-08,0.2328
2.77101e-08,0.2604
2.77197e-08,0.3081
2.77294e-08,0.3674
2.77390e-08,0.4300
2.77487e-08,0.4877
2.77583e-08,0.5336
2.77680e-08,0.5676
2.77776e-08,0.5896
2.77872e-08,0.5974
2.77969e-08,0.5905
2.78065e-08,0.5729
2.78162e-08,0.5483
2.78258e-08,0.5213
2.78355e-08,0.4957
2.78451e-08,0.4769
2.78548e-08,0.4674
2.78644e-08,0.4661
2.78740e-08,0.4688
2.78837e-08,0.4710
2.78933e-08,0.4691
2.79030e-08,0.4615
2.79126e-08,0.4484
2.79223e-08,0.4315
2.79319e-08,0.4138
2.79416e-08,0.3999
2.79512e-08,0.3946
2.79609e-08,0.4003
2.79705e-08,0.4161
2.79801e-08,0.4390
2.79898e-08,0.4662
2.79994e-08,0.4941
2.80091e-08,0.5192
2.80187e-08,0.5399
2.80284e-08,0.5567
2.80380e-08,0.5718
2.80477e-08,0.5871
2.80573e-08,0.6023
2.80669e-08,0.6147
2.80766e-08,0.6199
2.80862e-08,0.6141
2.80959e-08,0.5960
2.81055e-08,0.5665
2.81152e-08,0.5282
2.81248e-08,0.4856
2.81345e-08,0.4443
2.81441e-08,0.4092
2.81538e-08,0.3836
2.81634e-08,0.3693
2.81730e-08,0.3676
2.81827e-08,0.3783
2.81923e-08,0.3992
2.82020e-08,0.4264
2.82116e-08,0.4557
2.82213e-08,0.4834
2.82309e-08,0.5081
2.82406e-08,0.5299
2.82502e-08,0.5504
2.82598e-08,0.5714
2.82695e-08,0.5951
2.82791e-08,0.6233
2.82888e-08,0.6575
2.82984e-08,0.6984
2.83081e-08,0.7459
2.83177e-08,0.7991
2.83274e-08,0.8555
2.83370e-08,0.9109
2.83467e-08,0.9604
2.83563e-08,1.0001
2.83659e-08,1.0280
2.83756e-08,1.0450
2.83852e-08,1.0538
2.83949e-08,1.0587
2.84045e-08,1.0641
2.84142e-08,1.0742
2.84238e-08,1.0914
2.84335e-08,1.1158
2.84431e-08,1.1456
2.84527e-08,1.1776
2.84624e-08,1.2083
2.84720e-08,1.2344
2.84817e-08,1.2536
2.84913e-08,1.2649
2.85010e-08,1.2687
2.85106e-08,1.2668
2.85203e-08,1.2609
2.85299e-08,1.2523
2.85396e-08,1.2419
2.85492e-08,1.2299
2.85588e-08,1.2166
2.85685e-08,1.2024
2.85781e-08,1.1880
2.85878e-08,1.1744
2.85974e-08,1.1628
2.86071e-08,1.1540
2.86167e-08,1.1483
2.86264e-08,1.1456
2.86360e-08,1.1456
2.86456e-08,1.1482
2.86553e-08,1.1530
2.86649e-08,1.1596
2.86746e-08,1.1670
2.86842e-08,1.1745
2.86939e-08,1.1812
2.87035e-08,1.1867
2.87132e-08,1.1908
2.87228e-08,1.1939
2.87325e-08,1.1964
2.87421e-08,1.1987
2.87517e-08,1.2013
2.87614e-08,1.2042
2.87710e-08,1.2073
2.87807e-08,1.2105
2.87903e-08,1.2131
2.88000e-08,1.2142
2.88096e-08,1.2129
2.88193e-08,1.2078
2.88289e-08,1.1987
2.88385e-08,1.1859
2.88482e-08,1.1713
2.88578e-08,1.1570
2.88675e-08,1.1456
2.88771e-08,1.1391
2.88868e-08,1.1384
2.88964e-08,1.1433
2.89061e-08,1.1523
2.89157e-08,1.1634
2.89254e-08,1.1742
2.89350e-08,1.1829
2.89446e-08,1.1881
2.89543e-08,1.1895
2.89639e-08,1.1874
2.89736e-08,1.1829
2.89832e-08,1.1772
2.89929e-08,1.1718
2.90025e-08,1.1676
2.90122e-08,1.1650
2.90218e-08,1.1642
2.90314e-08,1.1646
2.90411e-08,1.1659
2.90507e-08,1.1674
2.90604e-08,1.1688
2.90700e-08,1.1695
2.90797e-08,1.1696
2.90893e-08,1.1689
2.90990e-08,1.1676
2.91086e-08,1.1663
2.91183e-08,1.1655
2.91279e-08,1.1659
2.91375e-08,1.1682
2.91472e-08,1.1724
2.91568e-08,1.1784
2.91665e-08,1.1856
2.91761e-08,1.1931
2.91858e-08,1.2002
2.91954e-08,1.2062
2.92051e-08,1.2108
2.92147e-08,1.2139
2.92243e-08,1.2156
2.92340e-08,1.2162
2.92436e-08,1.2160
2.92533e-08,1.2152
2.92629e-08,1.2140
2.92726e-08,1.2125
2.92822e-08,1.2103
2.92919e-08,1.2075
2.93015e-08,1.2038
2.93112e-08,1.1997
2.93208e-08,1.1957
2.93304e-08,1.1925
2.93401e-08,1.1908
2.93497e-08,1.1910
2.93594e-08,1.1930
2.93690e-08,1.1964
2.93787e-08,1.2003
2.93883e-08,1.2039
2.93980e-08,1.2067
2.94076e-08,1.2081
2.94173e-08,1.2082
2.94269e-08,1.2073
2.94365e-08,1.2057
2.94462e-08,1.2041
2.94558e-08,1.2028
2.94655e-08,1.2022
2.94751e-08,1.2024
2.94848e-08,1.2033
2.94944e-08,1.2046
2.95041e-08,1.2059
2.95137e-08,1.2069
2.95233e-08,1.2071
2.95330e-08,1.2065
2.95426e-08,1.2049
2.95523e-08,1.2026
2.95619e-08,1.1997
2.95716e-08,1.1969
2.95812e-08,1.1945
2.95909e-08,1.1931
2.96005e-08,1.1931
2.96102e-08,1.1946
2.96198e-08,1.1975
2.96294e-08,1.2012
2.96391e-08,1.2052
2.96487e-08,1.2088
2.96584e-08,1.2113
2.96680e-08,1.2126
2.96777e-08,1.2125
2.96873e-08,1.2113
2.96970e-08,1.2095
2.97066e-08,1.2074
2.97162e-08,1.2055
2.97259e-08,1.2040
2.97355e-08,1.2031
2.97452e-08,1.2025
2.97548e-08,1.2022
2.97645e-08,1.2018
2.97741e-08,1.2011
2.97838e-08,1.2002
2.97934e-08,1.1990
2.98031e-08,1.1978
2.98127e-08,1.1969
2.98223e-08,1.1963
2.98320e-08,1.1962
2.98416e-08,1.1965
2.98513e-08,1.1971
2.98609e-08,1.1977
2.98706e-08,1.1984
2.98802e-08,1.1989
2.98899e-08,1.1995
2.98995e-08,1.2000
2.99091e-08,1.2004
2.99188e-08,1.2009
2.99284e-08,1.2014
2.99381e-08,1.2018
2.99477e-08,1.2021
2.99574e-08,1.2024
2.99670e-08,1.2025
2.99767e-08,1.2024
2.99863e-08,1.2021
2.99959e-08,1.2016
3.00056e-08,1.2008
3.00152e-08,1.1997
3.00249e-08,1.1986
3.00345e-08,1.1975
3.00442e-08,1.1966
3.00538e-08,1.1962
3.00635e-08,1.1963
3.00731e-08,1.1971
3.00828e-08,1.1984
3.00924e-08,1.2000
3.01020e-08,1.2017
3.01117e-08,1.2032
3.01213e-08,1.2041
3.01310e-08,1.2045
3.01406e-08,1.2042
3.01503e-08,1.2034
3.01599e-08,1.2024
3.01696e-08,1.2015
3.01792e-08,1.2008
3.01889e-08,1.2005
3.01985e-08,1.2005
3.02081e-08,1.2009
3.02178e-08,1.2014
3.02274e-08,1.2018
3.02371e-08,1.2019
3.02467e-08,1.2017
3.02564e-08,1.2011
3.02660e-08,1.2003
3.02757e-08,1.1994
3.02853e-08,1.1986
3.02949e-08,1.1980
3.03046e-08,1.1977
3.03142e-08,1.1978
3.03239e-08,1.1982
3.03335e-08,1.1989
3.03432e-08,1.1997
3.03528e-08,1.2005
3.03625e-08,1.2014
3.03721e-08,1.2020
3.03817e-08,1.2025
3.03914e-08,1.2027
3.04010e-08,1.2027
3.04107e-08,1.2025
3.04203e-08,1.2021
3.04300e-08,1.2017
3.04396e-08,1.2014
3.04493e-08,1.2011
3.04589e-08,1.2010
3.04686e-08,1.2009
3.04782e-08,1.2008
3.04878e-08,1.2006
3.04975e-08,1.2004
3.05071e-08,1.2002
3.05168e-08,1.2000
3.05264e-08,1.1999
3.05361e-08,1.1999
3.05457e-08,1.2001
3.05554e-08,1.2004
3.05650e-08,1.2008
3.05747e-08,1.2012
3.05843e-08,1.2016
3.05939e-08,1.2017
