.HEADER
..NAMES
Time,V U2.A3
.DATA
1.01176e-08,1.2008
1.01273e-08,1.2005
1.01369e-08,1.2002
1.01465e-08,1.1999
1.01562e-08,1.1998
1.01658e-08,1.1998
1.01755e-08,1.1999
1.01851e-08,1.2001
1.01948e-08,1.2003
1.02044e-08,1.2005
1.02141e-08,1.2007
1.02237e-08,1.2008
1.02333e-08,1.2009
1.02430e-08,1.2008
1.02526e-08,1.2008
1.02623e-08,1.2007
1.02719e-08,1.2006
1.02816e-08,1.2006
1.02912e-08,1.2006
1.03009e-08,1.2006
1.03105e-08,1.2007
1.03202e-08,1.2007
1.03298e-08,1.2008
1.03394e-08,1.2008
1.03491e-08,1.2008
1.03587e-08,1.2008
1.03684e-08,1.2007
1.03780e-08,1.2006
1.03877e-08,1.2005
1.03973e-08,1.2004
1.04070e-08,1.2003
1.04166e-08,1.2002
1.04262e-08,1.2002
1.04359e-08,1.2003
1.04455e-08,1.2004
1.04552e-08,1.2005
1.04648e-08,1.2006
1.04745e-08,1.2006
1.04841e-08,1.2007
1.04938e-08,1.2007
1.05034e-08,1.2007
1.05130e-08,1.2007
1.05227e-08,1.2007
1.05323e-08,1.2007
1.05420e-08,1.2007
1.05516e-08,1.2007
1.05613e-08,1.2007
1.05709e-08,1.2006
1.05806e-08,1.2005
1.05902e-08,1.2004
1.05999e-08,1.2004
1.06095e-08,1.2003
1.06191e-08,1.2003
1.06288e-08,1.2003
1.06384e-08,1.2003
1.06481e-08,1.2004
1.06577e-08,1.2004
1.06674e-08,1.2005
1.06770e-08,1.2005
1.06867e-08,1.2005
1.06963e-08,1.2006
1.07059e-08,1.2005
1.07156e-08,1.2005
1.07252e-08,1.2005
1.07349e-08,1.2005
1.07445e-08,1.2005
1.07542e-08,1.2005
1.07638e-08,1.2005
1.07735e-08,1.2006
1.07831e-08,1.2006
1.07928e-08,1.1982
1.08024e-08,1.1759
1.08120e-08,1.1322
1.08217e-08,1.0614
1.08313e-08,0.9579
1.08410e-08,0.8377
1.08506e-08,0.7211
1.08603e-08,0.6132
1.08699e-08,0.5194
1.08796e-08,0.4516
1.08892e-08,0.4121
1.08988e-08,0.3928
1.09085e-08,0.3874
1.09181e-08,0.3918
1.09278e-08,0.4019
1.09374e-08,0.4113
1.09471e-08,0.4157
1.09567e-08,0.4154
1.09664e-08,0.4092
1.09760e-08,0.3982
1.09857e-08,0.3903
1.09953e-08,0.3934
1.10049e-08,0.4002
1.10146e-08,0.4033
1.10242e-08,0.4094
1.10339e-08,0.4227
1.10435e-08,0.4411
1.10532e-08,0.4621
1.10628e-08,0.4831
1.10725e-08,0.5002
1.10821e-08,0.5096
1.10917e-08,0.5108
1.11014e-08,0.5049
1.11110e-08,0.4914
1.11207e-08,0.4711
1.11303e-08,0.4483
1.11400e-08,0.4267
1.11496e-08,0.4048
1.11593e-08,0.3814
1.11689e-08,0.3594
1.11786e-08,0.3416
1.11882e-08,0.3273
1.11978e-08,0.3167
1.12075e-08,0.3137
1.12171e-08,0.3228
1.12268e-08,0.3467
1.12364e-08,0.3867
1.12461e-08,0.4403
1.12557e-08,0.4998
1.12654e-08,0.5547
1.12750e-08,0.5959
1.12846e-08,0.6163
1.12943e-08,0.6123
1.13039e-08,0.5866
1.13136e-08,0.5487
1.13232e-08,0.5093
1.13329e-08,0.4746
1.13425e-08,0.4470
1.13522e-08,0.4264
1.13618e-08,0.4104
1.13715e-08,0.3941
1.13811e-08,0.3728
1.13907e-08,0.3430
1.14004e-08,0.3031
1.14100e-08,0.2530
1.14197e-08,0.1953
1.14293e-08,0.1339
1.14390e-08,0.0731
1.14486e-08,0.0176
1.14583e-08,-0.0277
1.14679e-08,-0.0599
1.14775e-08,-0.0790
1.14872e-08,-0.0864
1.14968e-08,-0.0836
1.15065e-08,-0.0727
1.15161e-08,-0.0573
1.15258e-08,-0.0417
1.15354e-08,-0.0299
1.15451e-08,-0.0251
1.15547e-08,-0.0289
1.15644e-08,-0.0410
1.15740e-08,-0.0590
1.15836e-08,-0.0794
1.15933e-08,-0.0981
1.16029e-08,-0.1120
1.16126e-08,-0.1197
1.16222e-08,-0.1221
1.16319e-08,-0.1212
1.16415e-08,-0.1188
1.16512e-08,-0.1167
1.16608e-08,-0.1162
1.16705e-08,-0.1174
1.16801e-08,-0.1187
1.16897e-08,-0.1180
1.16994e-08,-0.1132
1.17090e-08,-0.1034
1.17187e-08,-0.0889
1.17283e-08,-0.0718
1.17380e-08,-0.0549
1.17476e-08,-0.0412
1.17573e-08,-0.0324
1.17669e-08,-0.0292
1.17765e-08,-0.0300
1.17862e-08,-0.0322
1.17958e-08,-0.0334
1.18055e-08,-0.0323
1.18151e-08,-0.0294
1.18248e-08,-0.0259
1.18344e-08,-0.0239
1.18441e-08,-0.0250
1.18537e-08,-0.0303
1.18634e-08,-0.0399
1.18730e-08,-0.0531
1.18826e-08,-0.0688
1.18923e-08,-0.0857
1.19019e-08,-0.1026
1.19116e-08,-0.1178
1.19212e-08,-0.1295
1.19309e-08,-0.1364
1.19405e-08,-0.1374
1.19502e-08,-0.1324
1.19598e-08,-0.1223
1.19694e-08,-0.1082
1.19791e-08,-0.0920
1.19887e-08,-0.0757
1.19984e-08,-0.0615
1.20080e-08,-0.0509
1.20177e-08,-0.0448
1.20273e-08,-0.0439
1.20370e-08,-0.0535
1.20466e-08,-0.0617
1.20563e-08,-0.0538
1.20659e-08,-0.0322
1.20755e-08,-0.0050
1.20852e-08,0.0327
1.20948e-08,0.0824
1.21045e-08,0.1420
1.21141e-08,0.2117
1.21238e-08,0.2862
1.21334e-08,0.3567
1.21431e-08,0.4153
1.21527e-08,0.4608
1.21623e-08,0.4974
1.21720e-08,0.5263
1.21816e-08,0.5467
1.21913e-08,0.5625
1.22009e-08,0.5781
1.22106e-08,0.5927
1.22202e-08,0.6037
1.22299e-08,0.6135
1.22395e-08,0.6246
1.22492e-08,0.6367
1.22588e-08,0.6488
1.22684e-08,0.6602
1.22781e-08,0.6689
1.22877e-08,0.6732
1.22974e-08,0.6737
1.23070e-08,0.6708
1.23167e-08,0.6635
1.23263e-08,0.6521
1.23360e-08,0.6398
1.23456e-08,0.6294
1.23552e-08,0.6209
1.23649e-08,0.6138
1.23745e-08,0.6099
1.23842e-08,0.6108
1.23938e-08,0.6160
1.24035e-08,0.6243
1.24131e-08,0.6354
1.24228e-08,0.6489
1.24324e-08,0.6640
1.24421e-08,0.6800
1.24517e-08,0.6959
1.24613e-08,0.7086
1.24710e-08,0.7149
1.24806e-08,0.7137
1.24903e-08,0.7055
1.24999e-08,0.6906
1.25096e-08,0.6702
1.25192e-08,0.6476
1.25289e-08,0.6262
1.25385e-08,0.6080
1.25481e-08,0.5942
1.25578e-08,0.5860
1.25674e-08,0.5847
1.25771e-08,0.5904
1.25867e-08,0.6013
1.25964e-08,0.6145
1.26060e-08,0.6270
1.26157e-08,0.6368
1.26253e-08,0.6444
1.26349e-08,0.6517
1.26446e-08,0.6611
1.26542e-08,0.6749
1.26639e-08,0.6951
1.26735e-08,0.7218
1.26832e-08,0.7537
1.26928e-08,0.7891
1.27025e-08,0.8266
1.27121e-08,0.8653
1.27218e-08,0.9036
1.27314e-08,0.9396
1.27410e-08,0.9712
1.27507e-08,0.9972
1.27603e-08,1.0172
1.27700e-08,1.0318
1.27796e-08,1.0426
1.27893e-08,1.0514
1.27989e-08,1.0601
1.28086e-08,1.0708
1.28182e-08,1.0843
1.28278e-08,1.1004
1.28375e-08,1.1184
1.28471e-08,1.1374
1.28568e-08,1.1564
1.28664e-08,1.1743
1.28761e-08,1.1900
1.28857e-08,1.2030
1.28954e-08,1.2131
1.29050e-08,1.2207
1.29147e-08,1.2262
1.29243e-08,1.2298
1.29339e-08,1.2318
1.29436e-08,1.2324
1.29532e-08,1.2316
1.29629e-08,1.2293
1.29725e-08,1.2257
1.29822e-08,1.2212
1.29918e-08,1.2164
1.30015e-08,1.2118
1.30111e-08,1.2078
1.30207e-08,1.2044
1.30304e-08,1.2017
1.30400e-08,1.1998
1.30497e-08,1.1984
1.30593e-08,1.1974
1.30690e-08,1.1963
1.30786e-08,1.1947
1.30883e-08,1.1928
1.30979e-08,1.1911
1.31076e-08,1.1903
1.31172e-08,1.1913
1.31268e-08,1.1945
1.31365e-08,1.1999
1.31461e-08,1.2068
1.31558e-08,1.2139
1.31654e-08,1.2203
1.31751e-08,1.2252
1.31847e-08,1.2282
1.31944e-08,1.2292
1.32040e-08,1.2279
1.32136e-08,1.2244
1.32233e-08,1.2188
1.32329e-08,1.2116
1.32426e-08,1.2037
1.32522e-08,1.1961
1.32619e-08,1.1900
1.32715e-08,1.1861
1.32812e-08,1.1847
1.32908e-08,1.1854
1.33005e-08,1.1876
1.33101e-08,1.1901
1.33197e-08,1.1923
1.33294e-08,1.1936
1.33390e-08,1.1937
1.33487e-08,1.1927
1.33583e-08,1.1908
1.33680e-08,1.1886
1.33776e-08,1.1866
1.33873e-08,1.1854
1.33969e-08,1.1851
1.34065e-08,1.1858
1.34162e-08,1.1873
1.34258e-08,1.1891
1.34355e-08,1.1906
1.34451e-08,1.1913
1.34548e-08,1.1911
1.34644e-08,1.1900
1.34741e-08,1.1880
1.34837e-08,1.1856
1.34934e-08,1.1830
1.35030e-08,1.1807
1.35126e-08,1.1788
1.35223e-08,1.1777
1.35319e-08,1.1774
1.35416e-08,1.1779
1.35512e-08,1.1793
1.35609e-08,1.1813
1.35705e-08,1.1838
1.35802e-08,1.1869
1.35898e-08,1.1903
1.35994e-08,1.1938
1.36091e-08,1.1973
1.36187e-08,1.2004
1.36284e-08,1.2029
1.36380e-08,1.2047
1.36477e-08,1.2056
1.36573e-08,1.2059
1.36670e-08,1.2056
1.36766e-08,1.2050
1.36863e-08,1.2040
1.36959e-08,1.2027
1.37055e-08,1.2012
1.37152e-08,1.1996
1.37248e-08,1.1983
1.37345e-08,1.1976
1.37441e-08,1.1975
1.37538e-08,1.1980
1.37634e-08,1.1988
1.37731e-08,1.1996
1.37827e-08,1.2001
1.37924e-08,1.2002
1.38020e-08,1.1997
1.38116e-08,1.1990
1.38213e-08,1.1982
1.38309e-08,1.1977
1.38406e-08,1.1976
1.38502e-08,1.1981
1.38599e-08,1.1992
1.38695e-08,1.2008
1.38792e-08,1.2027
1.38888e-08,1.2045
1.38984e-08,1.2059
1.39081e-08,1.2066
1.39177e-08,1.2040
1.39274e-08,1.1807
1.39370e-08,1.1354
1.39467e-08,1.0629
1.39563e-08,0.9577
1.39660e-08,0.8360
1.39756e-08,0.7183
1.39853e-08,0.6097
1.39949e-08,0.5157
1.40045e-08,0.4481
1.40142e-08,0.4093
1.40238e-08,0.3912
1.40335e-08,0.3871
1.40431e-08,0.3929
1.40528e-08,0.4041
1.40624e-08,0.4143
1.40721e-08,0.4193
1.40817e-08,0.4193
1.40913e-08,0.4132
1.41010e-08,0.4021
1.41106e-08,0.3939
1.41203e-08,0.3968
1.41299e-08,0.4035
1.41396e-08,0.4066
1.41492e-08,0.4127
1.41589e-08,0.4258
1.41685e-08,0.4439
1.41782e-08,0.4643
1.41878e-08,0.4846
1.41974e-08,0.5010
1.42071e-08,0.5096
1.42167e-08,0.5101
1.42264e-08,0.5038
1.42360e-08,0.4900
1.42457e-08,0.4694
1.42553e-08,0.4464
1.42650e-08,0.4246
1.42746e-08,0.4025
1.42842e-08,0.3790
1.42939e-08,0.3572
1.43035e-08,0.3398
1.43132e-08,0.3261
1.43228e-08,0.3162
1.43325e-08,0.3140
1.43421e-08,0.3239
1.43518e-08,0.3485
1.43614e-08,0.3889
1.43711e-08,0.4426
1.43807e-08,0.5018
1.43903e-08,0.5563
1.44000e-08,0.5969
1.44096e-08,0.6166
1.44193e-08,0.6120
1.44289e-08,0.5859
1.44386e-08,0.5477
1.44482e-08,0.5080
1.44579e-08,0.4732
1.44675e-08,0.4456
1.44771e-08,0.4252
1.44868e-08,0.4094
1.44964e-08,0.3935
1.45061e-08,0.3725
1.45157e-08,0.3431
1.45254e-08,0.3033
1.45350e-08,0.2674
1.45447e-08,0.2390
1.45543e-08,0.2222
1.45640e-08,0.2166
1.45736e-08,0.2255
1.45832e-08,0.2517
1.45929e-08,0.2982
1.46025e-08,0.3579
1.46122e-08,0.4214
1.46218e-08,0.4814
1.46315e-08,0.5292
1.46411e-08,0.5644
1.46508e-08,0.5875
1.46604e-08,0.5964
1.46700e-08,0.5907
1.46797e-08,0.5737
1.46893e-08,0.5495
1.46990e-08,0.5226
1.47086e-08,0.4966
1.47183e-08,0.4767
1.47279e-08,0.4658
1.47376e-08,0.4635
1.47472e-08,0.4660
1.47568e-08,0.4684
1.47665e-08,0.4672
1.47761e-08,0.4604
1.47858e-08,0.4480
1.47954e-08,0.4316
1.48051e-08,0.4141
1.48147e-08,0.3996
1.48244e-08,0.3930
1.48340e-08,0.3974
1.48437e-08,0.4120
1.48533e-08,0.4343
1.48629e-08,0.4612
1.48726e-08,0.4895
1.48822e-08,0.5155
1.48919e-08,0.5372
1.49015e-08,0.5547
1.49112e-08,0.5700
1.49208e-08,0.5850
1.49305e-08,0.6000
1.49401e-08,0.6127
1.49497e-08,0.6191
1.49594e-08,0.6152
1.49690e-08,0.5990
1.49787e-08,0.5713
1.49883e-08,0.5342
1.49980e-08,0.4920
1.50076e-08,0.4502
1.50173e-08,0.4140
1.50269e-08,0.3870
1.50366e-08,0.3713
1.50462e-08,0.3680
1.50558e-08,0.3771
1.50655e-08,0.3967
1.50751e-08,0.4231
1.50848e-08,0.4520
1.50944e-08,0.4796
1.51041e-08,0.5042
1.51137e-08,0.5257
1.51234e-08,0.5457
1.51330e-08,0.5659
1.51426e-08,0.5887
1.51523e-08,0.6159
1.51619e-08,0.6492
1.51716e-08,0.6891
1.51812e-08,0.7357
1.51909e-08,0.7882
1.52005e-08,0.8442
1.52102e-08,0.9000
1.52198e-08,0.9505
1.52295e-08,0.9918
1.52391e-08,1.0215
1.52487e-08,1.0402
1.52584e-08,1.0503
1.52680e-08,1.0558
1.52777e-08,1.0614
1.52873e-08,1.0711
1.52970e-08,1.0875
1.53066e-08,1.1113
1.53163e-08,1.1408
1.53259e-08,1.1728
1.53355e-08,1.2039
1.53452e-08,1.2309
1.53548e-08,1.2510
1.53645e-08,1.2633
1.53741e-08,1.2679
1.53838e-08,1.2664
1.53934e-08,1.2606
1.54031e-08,1.2521
1.54127e-08,1.2419
1.54224e-08,1.2302
1.54320e-08,1.2172
1.54416e-08,1.2033
1.54513e-08,1.1891
1.54609e-08,1.1755
1.54706e-08,1.1636
1.54802e-08,1.1543
1.54899e-08,1.1481
1.54995e-08,1.1450
1.55092e-08,1.1448
1.55188e-08,1.1471
1.55284e-08,1.1517
1.55381e-08,1.1581
1.55477e-08,1.1654
1.55574e-08,1.1729
1.55670e-08,1.1797
1.55767e-08,1.1853
1.55863e-08,1.1895
1.55960e-08,1.1927
1.56056e-08,1.1953
1.56153e-08,1.1976
1.56249e-08,1.2002
1.56345e-08,1.2031
1.56442e-08,1.2062
1.56538e-08,1.2093
1.56635e-08,1.2120
1.56731e-08,1.2134
1.56828e-08,1.2124
1.56924e-08,1.2079
1.57021e-08,1.1994
1.57117e-08,1.1872
1.57213e-08,1.1729
1.57310e-08,1.1586
1.57406e-08,1.1468
1.57503e-08,1.1397
1.57599e-08,1.1383
1.57696e-08,1.1425
1.57792e-08,1.1511
1.57889e-08,1.1625
1.57985e-08,1.1596
1.58082e-08,1.1324
1.58178e-08,1.0778
1.58274e-08,0.9872
1.58371e-08,0.8679
1.58467e-08,0.7452
1.58564e-08,0.6305
1.58660e-08,0.5280
1.58757e-08,0.4482
1.58853e-08,0.3979
1.58950e-08,0.3717
1.59046e-08,0.3621
1.59142e-08,0.3641
1.59239e-08,0.3740
1.59335e-08,0.3853
1.59432e-08,0.3920
1.59528e-08,0.3929
1.59625e-08,0.3878
1.59721e-08,0.3766
1.59818e-08,0.3643
1.59914e-08,0.3613
1.60011e-08,0.3680
1.60107e-08,0.3743
1.60203e-08,0.3823
1.60300e-08,0.3987
1.60396e-08,0.4224
1.60493e-08,0.4501
1.60589e-08,0.4784
1.60686e-08,0.5036
1.60782e-08,0.5206
1.60879e-08,0.5276
1.60975e-08,0.5256
1.61071e-08,0.5152
1.61168e-08,0.4964
1.61264e-08,0.4728
1.61361e-08,0.4491
1.61457e-08,0.4258
1.61554e-08,0.4006
1.61650e-08,0.3746
1.61747e-08,0.3515
1.61843e-08,0.3319
1.61940e-08,0.3156
1.62036e-08,0.3060
1.62132e-08,0.3086
1.62229e-08,0.3270
1.62325e-08,0.3631
1.62422e-08,0.4156
1.62518e-08,0.4779
1.62615e-08,0.5389
1.62711e-08,0.5879
1.62808e-08,0.6168
1.62904e-08,0.6207
1.63000e-08,0.6005
1.63097e-08,0.5643
1.63193e-08,0.5234
1.63290e-08,0.4865
1.63386e-08,0.4569
1.63483e-08,0.4351
1.63579e-08,0.4191
1.63676e-08,0.4047
1.63772e-08,0.3867
1.63869e-08,0.3612
1.63965e-08,0.3257
1.64061e-08,0.2859
1.64158e-08,0.2534
1.64254e-08,0.2302
1.64351e-08,0.2179
1.64447e-08,0.2182
1.64544e-08,0.2347
1.64640e-08,0.2718
1.64737e-08,0.3274
1.64833e-08,0.3911
1.64929e-08,0.4559
1.65026e-08,0.5118
1.65122e-08,0.5553
1.65219e-08,0.5864
1.65315e-08,0.6034
1.65412e-08,0.6046
1.65508e-08,0.5913
1.65605e-08,0.5684
1.65701e-08,0.5405
1.65798e-08,0.5121
1.65894e-08,0.4881
1.65990e-08,0.4729
1.66087e-08,0.4676
1.66183e-08,0.4692
1.66280e-08,0.4726
1.66376e-08,0.4733
1.66473e-08,0.4684
1.66569e-08,0.4572
1.66666e-08,0.4408
1.66762e-08,0.4221
1.66858e-08,0.4048
1.66955e-08,0.3939
1.67051e-08,0.3936
1.67148e-08,0.4045
1.67244e-08,0.4242
1.67341e-08,0.4496
1.67437e-08,0.4775
1.67534e-08,0.5044
1.67630e-08,0.5276
1.67727e-08,0.5466
1.67823e-08,0.5627
1.67919e-08,0.5783
1.68016e-08,0.5941
1.68112e-08,0.6089
1.68209e-08,0.6187
1.68305e-08,0.6192
1.68402e-08,0.6076
1.68498e-08,0.5839
1.68595e-08,0.5497
1.68691e-08,0.5085
1.68788e-08,0.4655
1.68884e-08,0.4260
1.68980e-08,0.3944
1.69077e-08,0.3733
1.69173e-08,0.3644
1.69270e-08,0.3684
1.69366e-08,0.3843
1.69463e-08,0.4093
1.69559e-08,0.4390
1.69656e-08,0.4689
1.69752e-08,0.4962
1.69848e-08,0.5199
1.69945e-08,0.5409
1.70041e-08,0.5607
1.70138e-08,0.5816
1.70234e-08,0.6059
1.70331e-08,0.6356
1.70427e-08,0.6720
1.70524e-08,0.7155
1.70620e-08,0.7659
1.70717e-08,0.8215
1.70813e-08,0.8786
1.70909e-08,0.9325
1.71006e-08,0.9783
1.71102e-08,1.0127
1.71199e-08,1.0351
1.71295e-08,1.0474
1.71392e-08,1.0533
1.71488e-08,1.0575
1.71585e-08,1.0645
1.71681e-08,1.0778
1.71777e-08,1.0989
1.71874e-08,1.1268
1.71970e-08,1.1588
1.72067e-08,1.1914
1.72163e-08,1.2211
1.72260e-08,1.2450
1.72356e-08,1.2611
1.72453e-08,1.2693
1.72549e-08,1.2705
1.72646e-08,1.2665
1.72742e-08,1.2588
1.72838e-08,1.2489
1.72935e-08,1.2371
1.73031e-08,1.2240
1.73128e-08,1.2098
1.73224e-08,1.1952
1.73321e-08,1.1809
1.73417e-08,1.1682
1.73514e-08,1.1578
1.73610e-08,1.1504
1.73706e-08,1.1460
1.73803e-08,1.1444
1.73899e-08,1.1456
1.73996e-08,1.1492
1.74092e-08,1.1549
1.74189e-08,1.1622
1.74285e-08,1.1701
1.74382e-08,1.1777
1.74478e-08,1.1841
1.74575e-08,1.1890
1.74671e-08,1.1925
1.74767e-08,1.1950
1.74864e-08,1.1970
1.74960e-08,1.1991
1.75057e-08,1.2016
1.75153e-08,1.2046
1.75250e-08,1.2079
1.75346e-08,1.2111
1.75443e-08,1.2134
1.75539e-08,1.2137
1.75635e-08,1.2108
1.75732e-08,1.2037
1.75828e-08,1.1925
1.75925e-08,1.1783
1.76021e-08,1.1632
1.76118e-08,1.1497
1.76214e-08,1.1402
1.76311e-08,1.1364
1.76407e-08,1.1385
1.76504e-08,1.1459
1.76600e-08,1.1566
1.76696e-08,1.1631
1.76793e-08,1.1460
1.76889e-08,1.1041
1.76986e-08,1.0286
1.77082e-08,0.9184
1.77179e-08,0.7946
1.77275e-08,0.6765
1.77372e-08,0.5680
1.77468e-08,0.4775
1.77564e-08,0.4150
1.77661e-08,0.3800
1.77757e-08,0.3641
1.77854e-08,0.3617
1.77950e-08,0.3691
1.78047e-08,0.3809
1.78143e-08,0.3901
1.78240e-08,0.3932
1.78336e-08,0.3908
1.78433e-08,0.3817
1.78529e-08,0.3686
1.78625e-08,0.3604
1.78722e-08,0.3642
1.78818e-08,0.3712
1.78915e-08,0.3776
1.79011e-08,0.3906
1.79108e-08,0.4120
1.79204e-08,0.4387
1.79301e-08,0.4673
1.79397e-08,0.4945
1.79493e-08,0.5153
1.79590e-08,0.5262
1.79686e-08,0.5276
1.79783e-08,0.5207
1.79879e-08,0.5051
1.79976e-08,0.4828
1.80072e-08,0.4587
1.80169e-08,0.4356
1.80265e-08,0.4112
1.80362e-08,0.3850
1.80458e-08,0.3603
1.80554e-08,0.3392
1.80651e-08,0.3212
1.80747e-08,0.3082
1.80844e-08,0.3053
1.80940e-08,0.3171
1.81037e-08,0.3461
1.81133e-08,0.3926
1.81230e-08,0.4523
1.81326e-08,0.5153
1.81422e-08,0.5704
1.81519e-08,0.6082
1.81615e-08,0.6225
1.81712e-08,0.6115
1.81808e-08,0.5804
1.81905e-08,0.5401
1.82001e-08,0.5009
1.82098e-08,0.4682
1.82194e-08,0.4433
1.82291e-08,0.4253
1.82387e-08,0.4107
1.82483e-08,0.3947
1.82580e-08,0.3726
1.82676e-08,0.3414
1.82773e-08,0.2995
1.82869e-08,0.2471
1.82966e-08,0.1869
1.83062e-08,0.1230
1.83159e-08,0.0601
1.83255e-08,0.0036
1.83351e-08,-0.0414
1.83448e-08,-0.0719
1.83544e-08,-0.0880
1.83641e-08,-0.0912
1.83737e-08,-0.0834
1.83834e-08,-0.0675
1.83930e-08,-0.0481
1.84027e-08,-0.0301
1.84123e-08,-0.0178
1.84220e-08,-0.0143
1.84316e-08,-0.0206
1.84412e-08,-0.0357
1.84509e-08,-0.0564
1.84605e-08,-0.0786
1.84702e-08,-0.0979
1.84798e-08,-0.1115
1.84895e-08,-0.1184
1.84991e-08,-0.1202
1.85088e-08,-0.1190
1.85184e-08,-0.1171
1.85280e-08,-0.1161
1.85377e-08,-0.1171
1.85473e-08,-0.1195
1.85570e-08,-0.1214
1.85666e-08,-0.1205
1.85763e-08,-0.1147
1.85859e-08,-0.1036
1.85956e-08,-0.0881
1.86052e-08,-0.0705
1.86149e-08,-0.0540
1.86245e-08,-0.0412
1.86341e-08,-0.0337
1.86438e-08,-0.0313
1.86534e-08,-0.0321
1.86631e-08,-0.0334
1.86727e-08,-0.0331
1.86824e-08,-0.0306
1.86920e-08,-0.0266
1.87017e-08,-0.0229
1.87113e-08,-0.0213
1.87209e-08,-0.0234
1.87306e-08,-0.0299
1.87402e-08,-0.0406
1.87499e-08,-0.0548
1.87595e-08,-0.0715
1.87692e-08,-0.0895
1.87788e-08,-0.1072
1.87885e-08,-0.1229
1.87981e-08,-0.1347
1.88078e-08,-0.1410
1.88174e-08,-0.1406
1.88270e-08,-0.1338
1.88367e-08,-0.1215
1.88463e-08,-0.1053
1.88560e-08,-0.0874
1.88656e-08,-0.0702
1.88753e-08,-0.0560
1.88849e-08,-0.0462
1.88946e-08,-0.0415
1.89042e-08,-0.0435
1.89138e-08,-0.0548
1.89235e-08,-0.0613
1.89331e-08,-0.0503
1.89428e-08,-0.0272
1.89524e-08,0.0019
1.89621e-08,0.0428
1.89717e-08,0.0951
1.89814e-08,0.1570
1.89910e-08,0.2283
1.90006e-08,0.3022
1.90103e-08,0.3702
1.90199e-08,0.4253
1.90296e-08,0.4679
1.90392e-08,0.5024
1.90489e-08,0.5291
1.90585e-08,0.5478
1.90682e-08,0.5632
1.90778e-08,0.5789
1.90875e-08,0.5929
1.90971e-08,0.6036
1.91067e-08,0.6141
1.91164e-08,0.6260
1.91260e-08,0.6387
1.91357e-08,0.6512
1.91453e-08,0.6627
1.91550e-08,0.6706
1.91646e-08,0.6740
1.91743e-08,0.6736
1.91839e-08,0.6696
1.91935e-08,0.6612
1.92032e-08,0.6493
1.92128e-08,0.6373
1.92225e-08,0.6275
1.92321e-08,0.6195
1.92418e-08,0.6129
1.92514e-08,0.6097
1.92611e-08,0.6113
1.92707e-08,0.6170
1.92804e-08,0.6257
1.92900e-08,0.6375
1.92996e-08,0.6516
1.93093e-08,0.6672
1.93189e-08,0.6838
1.93286e-08,0.6997
1.93382e-08,0.7115
1.93479e-08,0.7163
1.93575e-08,0.7136
1.93672e-08,0.7038
1.93768e-08,0.6874
1.93864e-08,0.6661
1.93961e-08,0.6434
1.94057e-08,0.6227
1.94154e-08,0.6056
1.94250e-08,0.5930
1.94347e-08,0.5864
1.94443e-08,0.5867
1.94540e-08,0.5935
1.94636e-08,0.6048
1.94733e-08,0.6177
1.94829e-08,0.6293
1.94925e-08,0.6383
1.95022e-08,0.6453
1.95118e-08,0.6527
1.95215e-08,0.6628
1.95311e-08,0.6778
1.95408e-08,0.6891
1.95504e-08,0.6781
1.95601e-08,0.6524
1.95697e-08,0.6161
1.95793e-08,0.5589
1.95890e-08,0.4989
1.95986e-08,0.4579
1.96083e-08,0.4267
1.96179e-08,0.4019
1.96276e-08,0.3882
1.96372e-08,0.3831
1.96469e-08,0.3807
1.96565e-08,0.3782
1.96662e-08,0.3783
1.96758e-08,0.3817
1.96854e-08,0.3820
1.96951e-08,0.3775
1.97047e-08,0.3737
1.97144e-08,0.3715
1.97240e-08,0.3694
1.97337e-08,0.3731
1.97433e-08,0.3905
1.97530e-08,0.4147
1.97626e-08,0.4350
1.97722e-08,0.4548
1.97819e-08,0.4768
1.97915e-08,0.4977
1.98012e-08,0.5157
1.98108e-08,0.5302
1.98205e-08,0.5376
1.98301e-08,0.5343
1.98398e-08,0.5219
1.98494e-08,0.5051
1.98591e-08,0.4853
1.98687e-08,0.4622
1.98783e-08,0.4393
1.98880e-08,0.4204
1.98976e-08,0.4038
1.99073e-08,0.3864
1.99169e-08,0.3702
1.99266e-08,0.3579
1.99362e-08,0.3490
1.99459e-08,0.3437
1.99555e-08,0.3462
1.99651e-08,0.3598
1.99748e-08,0.3850
1.99844e-08,0.4212
1.99941e-08,0.4652
2.00037e-08,0.5090
2.00134e-08,0.5432
2.00230e-08,0.5623
2.00327e-08,0.5656
2.00423e-08,0.5550
2.00520e-08,0.5348
2.00616e-08,0.5126
2.00712e-08,0.4941
2.00809e-08,0.4802
2.00905e-08,0.4676
2.01002e-08,0.4535
2.01098e-08,0.4356
2.01195e-08,0.4122
2.01291e-08,0.3824
2.01388e-08,0.3463
2.01484e-08,0.3037
2.01580e-08,0.2545
2.01677e-08,0.2011
2.01773e-08,0.1472
2.01870e-08,0.0969
2.01966e-08,0.0534
2.02063e-08,0.0199
2.02159e-08,-0.0024
2.02256e-08,-0.0148
2.02352e-08,-0.0204
2.02449e-08,-0.0213
2.02545e-08,-0.0193
2.02641e-08,-0.0164
2.02738e-08,-0.0150
2.02834e-08,-0.0172
2.02931e-08,-0.0246
2.03027e-08,-0.0374
2.03124e-08,-0.0541
2.03220e-08,-0.0720
2.03317e-08,-0.0883
2.03413e-08,-0.1006
2.03509e-08,-0.1077
2.03606e-08,-0.1100
