.HEADER
..NAMES
Time,V U1.N6
.DATA
1.57285e-08,0.1723
1.57518e-08,0.0989
1.57750e-08,0.0455
1.57983e-08,0.0129
1.58216e-08,-0.0045
1.58448e-08,-0.0139
1.58681e-08,-0.0216
1.58914e-08,-0.0301
1.59146e-08,-0.0391
1.59379e-08,-0.0477
1.59612e-08,-0.0556
1.59844e-08,-0.0622
1.60077e-08,-0.0658
1.60310e-08,-0.0637
1.60542e-08,-0.0549
1.60775e-08,-0.0399
1.61008e-08,-0.0193
1.61240e-08,0.0060
1.61473e-08,0.0336
1.61706e-08,0.0590
1.61938e-08,0.0768
1.62171e-08,0.0830
1.62404e-08,0.0770
1.62636e-08,0.0626
1.62869e-08,0.0458
1.63102e-08,0.0327
1.63334e-08,0.0264
1.63567e-08,0.0262
1.63800e-08,0.0286
1.64032e-08,0.0303
1.64265e-08,0.0446
1.64498e-08,0.0885
1.64730e-08,0.2258
1.64963e-08,0.3585
1.65196e-08,0.4474
1.65428e-08,0.4977
1.65661e-08,0.5340
1.65894e-08,0.5536
1.66126e-08,0.5671
1.66359e-08,0.5805
1.66592e-08,0.5964
1.66824e-08,0.6149
1.67057e-08,0.6349
1.67290e-08,0.6528
1.67522e-08,0.6643
1.67755e-08,0.6670
1.67988e-08,0.6626
1.68220e-08,0.6573
1.68453e-08,0.6579
1.68686e-08,0.6681
1.68918e-08,0.6906
1.69151e-08,0.7307
1.69384e-08,0.7929
1.69616e-08,0.8723
1.69849e-08,0.9576
1.70082e-08,1.0361
1.70314e-08,1.0977
1.70547e-08,1.1390
1.70780e-08,1.1629
1.71012e-08,1.1762
1.71245e-08,1.1854
1.71478e-08,1.1945
1.71710e-08,1.2044
1.71943e-08,1.2147
1.72176e-08,1.2255
1.72408e-08,1.2363
1.72641e-08,1.2446
1.72874e-08,1.2466
1.73106e-08,1.2401
1.73339e-08,1.2260
1.73572e-08,1.2063
1.73804e-08,1.1829
1.74037e-08,1.1583
1.74270e-08,1.1357
1.74502e-08,1.1192
1.74735e-08,1.1125
1.74968e-08,1.1169
1.75201e-08,1.1306
1.75433e-08,1.1485
1.75666e-08,1.1644
1.75899e-08,1.1743
1.76131e-08,1.1775
1.76364e-08,1.1766
1.76597e-08,1.1751
