.HEADER
..NAMES
Time,V U1.H6
.DATA
8.3529e-09,0.5509
8.3761e-09,0.5494
8.3994e-09,0.5512
8.4227e-09,0.5527
8.4459e-09,0.5495
8.4692e-09,0.5409
8.4925e-09,0.5227
8.5157e-09,0.4907
8.5390e-09,0.4451
8.5623e-09,0.3865
8.5855e-09,0.3178
8.6088e-09,0.2461
8.6321e-09,0.1784
8.6553e-09,0.1190
8.6786e-09,0.0712
8.7019e-09,0.0358
8.7251e-09,0.0102
8.7484e-09,-0.0081
8.7717e-09,-0.0215
8.7949e-09,-0.0324
8.8182e-09,-0.0416
8.8415e-09,-0.0486
8.8647e-09,-0.0540
8.8880e-09,-0.0588
8.9113e-09,-0.0635
8.9345e-09,-0.0684
8.9578e-09,-0.0729
8.9811e-09,-0.0752
9.0043e-09,-0.0740
9.0276e-09,-0.0682
9.0509e-09,-0.0569
9.0741e-09,-0.0404
9.0974e-09,-0.0205
9.1207e-09,0.0007
9.1439e-09,0.0202
9.1672e-09,0.0356
9.1905e-09,0.0454
9.2137e-09,0.0494
9.2370e-09,0.0482
9.2603e-09,0.0438
9.2835e-09,0.0383
9.3068e-09,0.0336
9.3301e-09,0.0304
9.3533e-09,0.0286
9.3766e-09,0.0274
9.3999e-09,0.0262
9.4231e-09,0.0251
9.4464e-09,0.0242
9.4697e-09,0.0237
9.4929e-09,0.0235
9.5162e-09,0.0230
9.5395e-09,0.0214
9.5627e-09,0.0177
9.5860e-09,0.0118
9.6093e-09,0.0038
9.6325e-09,-0.0049
9.6558e-09,-0.0128
9.6791e-09,-0.0185
9.7023e-09,-0.0213
9.7256e-09,-0.0210
9.7489e-09,-0.0182
9.7721e-09,-0.0139
9.7954e-09,-0.0093
9.8187e-09,-0.0054
9.8419e-09,-0.0029
9.8652e-09,-0.0019
9.8885e-09,-0.0020
9.9117e-09,-0.0025
9.9350e-09,-0.0029
9.9583e-09,-0.0030
9.9815e-09,-0.0029
1.00048e-08,-0.0027
1.00281e-08,-0.0026
1.00513e-08,-0.0025
1.00746e-08,-0.0021
1.00979e-08,-0.0009
1.01211e-08,0.0014
1.01444e-08,0.0046
1.01677e-08,0.0080
1.01909e-08,0.0106
1.02142e-08,0.0118
1.02375e-08,0.0111
1.02607e-08,0.0090
1.02840e-08,0.0060
1.03073e-08,0.0030
1.03305e-08,0.0006
1.03538e-08,-0.0007
1.03771e-08,-0.0009
1.04003e-08,-0.0004
1.04236e-08,0.0005
1.04469e-08,0.0012
1.04702e-08,0.0017
1.04934e-08,0.0019
1.05167e-08,0.0018
1.05400e-08,0.0017
1.05632e-08,0.0016
1.05865e-08,0.0015
1.06098e-08,0.0013
1.06330e-08,0.0008
1.06563e-08,-0.0001
1.06796e-08,-0.0014
1.07028e-08,-0.0026
1.07261e-08,-0.0034
1.07494e-08,-0.0035
1.07726e-08,-0.0025
1.07959e-08,-0.0009
1.08192e-08,0.0009
1.08424e-08,0.0025
1.08657e-08,0.0033
1.08890e-08,0.0033
1.09122e-08,0.0026
1.09355e-08,0.0017
1.09588e-08,0.0009
1.09820e-08,0.0004
1.10053e-08,0.0003
1.10286e-08,0.0005
1.10518e-08,0.0007
1.10751e-08,0.0008
1.10984e-08,0.0032
1.11216e-08,0.0263
1.11449e-08,0.0990
1.11682e-08,0.2584
1.11914e-08,0.3903
1.12147e-08,0.4919
1.12380e-08,0.5581
1.12612e-08,0.5935
1.12845e-08,0.6129
1.13078e-08,0.6197
1.13310e-08,0.6211
1.13543e-08,0.6262
1.13776e-08,0.6333
1.14008e-08,0.6402
1.14241e-08,0.6489
1.14474e-08,0.6581
1.14706e-08,0.6631
1.14939e-08,0.6648
