.HEADER
..NAMES
Time,V U1.W2
4.4673e-09,0.5339
4.4905e-09,0.5366
4.5138e-09,0.5411
4.5371e-09,0.5470
4.5603e-09,0.5535
4.5836e-09,0.5613
4.6069e-09,0.5706
4.6301e-09,0.5794
4.6534e-09,0.5854
4.6767e-09,0.5853
4.6999e-09,0.5779
4.7232e-09,0.5626
4.7465e-09,0.5360
4.7697e-09,0.4935
4.7930e-09,0.4367
4.8163e-09,0.3693
4.8395e-09,0.2939
4.8628e-09,0.2326
4.8861e-09,0.2282
4.9093e-09,0.3174
4.9326e-09,0.4198
4.9559e-09,0.4891
4.9791e-09,0.5378
5.0024e-09,0.5668
5.0257e-09,0.5750
5.0489e-09,0.5760
5.0722e-09,0.5723
5.0955e-09,0.5662
5.1187e-09,0.5600
5.1420e-09,0.5556
5.1653e-09,0.5527
5.1885e-09,0.5507
5.2118e-09,0.5502
5.2351e-09,0.5509
5.2583e-09,0.5538
5.2816e-09,0.5609
5.3049e-09,0.5744
5.3281e-09,0.5945
5.3514e-09,0.6191
5.3747e-09,0.6494
5.3979e-09,0.6880
5.4212e-09,0.7357
5.4445e-09,0.7908
5.4677e-09,0.8354
5.4910e-09,0.8594
5.5143e-09,0.7951
5.5375e-09,0.6849
5.5608e-09,0.6127
5.5841e-09,0.5684
5.6073e-09,0.5481
5.6306e-09,0.5431
5.6539e-09,0.5460
5.6771e-09,0.5498
5.7004e-09,0.5530
5.7237e-09,0.5549
5.7469e-09,0.5555
5.7702e-09,0.5549
5.7935e-09,0.5533
5.8168e-09,0.5499
5.8400e-09,0.5470
5.8633e-09,0.5448
5.8866e-09,0.5427
5.9098e-09,0.5394
5.9331e-09,0.5338
5.9564e-09,0.5257
5.9796e-09,0.5137
6.0029e-09,0.4922
6.0262e-09,0.4559
6.0494e-09,0.4059
6.0727e-09,0.3443
6.0960e-09,0.2755
6.1192e-09,0.2289
6.1425e-09,0.2530
6.1658e-09,0.3659
6.1890e-09,0.4521
6.2123e-09,0.5153
6.2356e-09,0.5526
6.2588e-09,0.5694
6.2821e-09,0.5769
6.3054e-09,0.5767
6.3286e-09,0.5741
6.3519e-09,0.5718
6.3752e-09,0.5702
6.3984e-09,0.5706
6.4217e-09,0.5715
6.4450e-09,0.5721
6.4682e-09,0.5714
6.4915e-09,0.5692
6.5148e-09,0.5677
6.5380e-09,0.5700
6.5613e-09,0.5792
6.5846e-09,0.5956
6.6078e-09,0.6178
6.6311e-09,0.6483
6.6544e-09,0.6899
6.6776e-09,0.7415
6.7009e-09,0.8015
6.7242e-09,0.8697
6.7474e-09,0.9407
6.7707e-09,1.0077
6.7940e-09,1.0666
6.8172e-09,1.1156
6.8405e-09,1.1537
6.8638e-09,1.1821
6.8870e-09,1.2025
6.9103e-09,1.2159
6.9336e-09,1.2237
6.9568e-09,1.2290
6.9801e-09,1.2343
7.0034e-09,1.2401
7.0266e-09,1.2455
7.0499e-09,1.2491
7.0732e-09,1.2506
7.0964e-09,1.2499
7.1197e-09,1.2467
7.1430e-09,1.2415
7.1662e-09,1.2349
7.1895e-09,1.2258
7.2128e-09,1.2130
7.2360e-09,1.1970
7.2593e-09,1.1795
7.2826e-09,1.1628
7.3058e-09,1.1494
7.3291e-09,1.1410
7.3524e-09,1.1374
7.3756e-09,1.1380
7.3989e-09,1.1427
7.4222e-09,1.1504
7.4454e-09,1.1592
7.4687e-09,1.1677
7.4920e-09,1.1745
7.5152e-09,1.1790
7.5385e-09,1.1812
7.5618e-09,1.1820
7.5850e-09,1.1827
7.6083e-09,1.1843
7.6316e-09,1.1867
7.6548e-09,1.1892
7.6781e-09,1.1918
7.7014e-09,1.1948
7.7246e-09,1.1988
7.7479e-09,1.2042
7.7712e-09,1.2106
7.7944e-09,1.2170
7.8177e-09,1.2221
7.8410e-09,1.2253
7.8642e-09,1.2262
7.8875e-09,1.2245
7.9108e-09,1.2207
7.9340e-09,1.2156
7.9573e-09,1.2098
7.9806e-09,1.2041
8.0038e-09,1.1995
8.0271e-09,1.1971
8.0504e-09,1.1967
8.0736e-09,1.1979
8.0969e-09,1.1994
8.1202e-09,1.2006
8.1435e-09,1.2012
8.1667e-09,1.2012
8.1900e-09,1.2009
8.2133e-09,1.2005
8.2365e-09,1.1998
8.2598e-09,1.1985
8.2831e-09,1.1966
8.3063e-09,1.1944
8.3296e-09,1.1924
8.3529e-09,1.1911
8.3761e-09,1.1908
8.3994e-09,1.1916
8.4227e-09,1.1934
8.4459e-09,1.1960
8.4692e-09,1.1992
8.4925e-09,1.2025
8.5157e-09,1.2053
8.5390e-09,1.2068
8.5623e-09,1.2068
8.5855e-09,1.2057
8.6088e-09,1.2039
8.6321e-09,1.2022
8.6553e-09,1.2009
8.6786e-09,1.2003
8.7019e-09,1.2002
8.7251e-09,1.2004
8.7484e-09,1.2007
8.7717e-09,1.2011
8.7949e-09,1.2019
8.8182e-09,1.2028
8.8415e-09,1.2037
8.8647e-09,1.2044
8.8880e-09,1.2046
8.9113e-09,1.2045
8.9345e-09,1.2039
8.9578e-09,1.2029
8.9811e-09,1.2014
9.0043e-09,1.1998
9.0276e-09,1.1982
9.0509e-09,1.1972
9.0741e-09,1.1970
9.0974e-09,1.1976
9.1207e-09,1.1989
9.1439e-09,1.2004
9.1672e-09,1.2015
9.1905e-09,1.2022
9.2137e-09,1.2024
9.2370e-09,1.2023
9.2603e-09,1.2020
9.2835e-09,1.2016
9.3068e-09,1.2011
9.3301e-09,1.2006
9.3533e-09,1.2002
9.3766e-09,1.1998
9.3999e-09,1.1997
9.4231e-09,1.1997
9.4464e-09,1.1999
9.4697e-09,1.2002
9.4929e-09,1.2007
9.5162e-09,1.2015
9.5395e-09,1.2023
9.5627e-09,1.2030
9.5860e-09,1.2034
9.6093e-09,1.2032
9.6325e-09,1.2025
9.6558e-09,1.2016
9.6791e-09,1.2007
9.7023e-09,1.2001
9.7256e-09,1.1998
9.7489e-09,1.1998
9.7721e-09,1.2001
9.7954e-09,1.2005
9.8187e-09,1.2009
9.8419e-09,1.1846
9.8652e-09,1.1380
9.8885e-09,1.0154
9.9117e-09,0.8492
9.9350e-09,0.7231
9.9583e-09,0.6372
9.9815e-09,0.5820
1.00048e-08,0.5509
1.00281e-08,0.5342
1.00513e-08,0.5248
1.00746e-08,0.5195
1.00979e-08,0.5153
1.01211e-08,0.5109
1.01444e-08,0.5072
1.01677e-08,0.5047
1.01909e-08,0.5029
1.02142e-08,0.5031
1.02375e-08,0.5050
1.02607e-08,0.5080
1.02840e-08,0.5103
1.03073e-08,0.5114
1.03305e-08,0.5127
1.03538e-08,0.5136
1.03771e-08,0.5076
1.04003e-08,0.4876
1.04236e-08,0.4520
1.04469e-08,0.4011
1.04702e-08,0.3383
1.04934e-08,0.2936
1.05167e-08,0.3224
1.05400e-08,0.4372
1.05632e-08,0.5184
1.05865e-08,0.5765
1.06098e-08,0.6061
1.06330e-08,0.6115
1.06563e-08,0.6110
1.06796e-08,0.6050
1.07028e-08,0.5971
1.07261e-08,0.5901
1.07494e-08,0.5840
1.07726e-08,0.5805
1.07959e-08,0.5786
1.08192e-08,0.5768
1.08424e-08,0.5735
1.08657e-08,0.5674
1.08890e-08,0.5604
1.09122e-08,0.5564
1.09355e-08,0.5596
1.09588e-08,0.5708
1.09820e-08,0.5896
1.10053e-08,0.6196
1.10286e-08,0.6642
1.10518e-08,0.7218
1.10751e-08,0.7900
1.10984e-08,0.8411
1.11216e-08,0.8696
1.11449e-08,0.7852
1.11682e-08,0.6894
1.11914e-08,0.6174
1.12147e-08,0.5777
1.12380e-08,0.5572
1.12612e-08,0.5531
1.12845e-08,0.5536
1.13078e-08,0.5545
1.13310e-08,0.5550
1.13543e-08,0.5558
1.13776e-08,0.5572
1.14008e-08,0.5590
1.14241e-08,0.5606
1.14474e-08,0.5610
1.14706e-08,0.5616
1.14939e-08,0.5611
1.15172e-08,0.5587
1.15404e-08,0.5529
1.15637e-08,0.5424
1.15870e-08,0.5275
1.16102e-08,0.5074
1.16335e-08,0.4767
1.16568e-08,0.4330
1.16800e-08,0.3786
1.17033e-08,0.3154
1.17266e-08,0.2512
1.17498e-08,0.2175
1.17731e-08,0.2787
1.17964e-08,0.3828
1.18196e-08,0.4765
1.18429e-08,0.5280
1.18662e-08,0.5626
1.18894e-08,0.5774
1.19127e-08,0.5788
1.19360e-08,0.5762
1.19592e-08,0.5710
1.19825e-08,0.5667
1.20058e-08,0.5642
1.20290e-08,0.5639
1.20523e-08,0.5649
1.20756e-08,0.5671
1.20988e-08,0.5685
1.21221e-08,0.5697
1.21454e-08,0.5724
1.21686e-08,0.5789
1.21919e-08,0.5913
1.22152e-08,0.6090
1.22384e-08,0.6313
1.22617e-08,0.6620
1.22850e-08,0.7037
1.23082e-08,0.7555
1.23315e-08,0.8165
1.23548e-08,0.8853
1.23780e-08,0.9559
1.24013e-08,1.0217
1.24246e-08,1.0791
1.24478e-08,1.1263
1.24711e-08,1.1628
1.24944e-08,1.1899
1.25176e-08,1.2090
1.25409e-08,1.2210
1.25642e-08,1.2277
1.25874e-08,1.2322
1.26107e-08,1.2365
1.26340e-08,1.2408
1.26572e-08,1.2441
1.26805e-08,1.2459
1.27038e-08,1.2462
1.27270e-08,1.2452
1.27503e-08,1.2426
1.27736e-08,1.2385
1.27968e-08,1.2330
1.28201e-08,1.2244
1.28434e-08,1.2115
1.28667e-08,1.1952
1.28899e-08,1.1775
1.29132e-08,1.1609
1.29365e-08,1.1479
1.29597e-08,1.1354
1.29830e-08,1.0921
1.30063e-08,1.0036
1.30295e-08,0.8386
1.30528e-08,0.7005
1.30761e-08,0.6135
1.30993e-08,0.5581
1.31226e-08,0.5267
1.31459e-08,0.5124
1.31691e-08,0.5054
1.31924e-08,0.5021
1.32157e-08,0.5004
1.32389e-08,0.4985
1.32622e-08,0.4969
1.32855e-08,0.4955
1.33087e-08,0.4947
1.33320e-08,0.4959
1.33553e-08,0.5007
1.33785e-08,0.5088
1.34018e-08,0.5184
1.34251e-08,0.5267
1.34483e-08,0.5336
1.34716e-08,0.5388
1.34949e-08,0.5370
1.35181e-08,0.5201
1.35414e-08,0.4852
1.35647e-08,0.4330
1.35879e-08,0.3653
1.36112e-08,0.2888
1.36345e-08,0.2129
1.36577e-08,0.1446
1.36810e-08,0.0878
1.37043e-08,0.0440
1.37275e-08,0.0117
1.37508e-08,-0.0115
1.37741e-08,-0.0269
1.37973e-08,-0.0363
1.38206e-08,-0.0428
1.38439e-08,-0.0493
1.38671e-08,-0.0565
1.38904e-08,-0.0633
1.39137e-08,-0.0695
1.39369e-08,-0.0754
1.39602e-08,-0.0813
1.39835e-08,-0.0867
1.40067e-08,-0.0903
1.40300e-08,-0.0910
1.40533e-08,-0.0860
1.40765e-08,-0.0730
1.40998e-08,-0.0521
1.41231e-08,-0.0257
1.41463e-08,0.0019
1.41696e-08,0.0263
1.41929e-08,0.0444
1.42161e-08,0.0554
1.42394e-08,0.0759
1.42627e-08,0.1292
1.42859e-08,0.2748
1.43092e-08,0.4182
1.43325e-08,0.5195
1.43557e-08,0.5899
1.43790e-08,0.6367
1.44023e-08,0.6606
1.44255e-08,0.6723
1.44488e-08,0.6778
1.44721e-08,0.6811
1.44953e-08,0.6842
1.45186e-08,0.6889
1.45419e-08,0.6934
1.45651e-08,0.6963
1.45884e-08,0.6955
1.46117e-08,0.6881
1.46349e-08,0.6746
1.46582e-08,0.6584
1.46815e-08,0.6431
1.47047e-08,0.6304
1.47280e-08,0.6207
1.47513e-08,0.6184
1.47745e-08,0.6302
1.47978e-08,0.6599
1.48211e-08,0.7070
1.48443e-08,0.7513
1.48676e-08,0.7811
1.48909e-08,0.7218
1.49141e-08,0.6279
1.49374e-08,0.5669
1.49607e-08,0.5295
1.49839e-08,0.5154
1.50072e-08,0.5164
1.50305e-08,0.5222
1.50537e-08,0.5275
1.50770e-08,0.5313
1.51003e-08,0.5348
1.51236e-08,0.5393
1.51468e-08,0.5449
1.51701e-08,0.5515
1.51934e-08,0.5581
1.52166e-08,0.5662
1.52399e-08,0.5747
1.52632e-08,0.5818
1.52864e-08,0.5850
1.53097e-08,0.5819
1.53330e-08,0.5718
1.53562e-08,0.5534
1.53795e-08,0.5219
1.54028e-08,0.4743
1.54260e-08,0.4138
1.54493e-08,0.3434
1.54726e-08,0.2664
1.54958e-08,0.1899
1.55191e-08,0.1217
1.55424e-08,0.0658
1.55656e-08,0.0238
1.55889e-08,-0.0058
1.56122e-08,-0.0263
1.56354e-08,-0.0405
1.56587e-08,-0.0502
1.56820e-08,-0.0575
1.57052e-08,-0.0644
1.57285e-08,-0.0718
1.57518e-08,-0.0786
1.57750e-08,-0.0841
1.57983e-08,-0.0881
1.58216e-08,-0.0907
1.58448e-08,-0.0912
1.58681e-08,-0.0885
1.58914e-08,-0.0820
1.59146e-08,-0.0717
1.59379e-08,-0.0564
1.59612e-08,-0.0358
1.59844e-08,-0.0115
1.60077e-08,0.0134
1.60310e-08,0.0355
1.60542e-08,0.0516
1.60775e-08,0.0607
1.61008e-08,0.0668
1.61240e-08,0.0928
1.61473e-08,0.1815
1.61706e-08,0.3362
1.61938e-08,0.4582
1.62171e-08,0.5517
1.62404e-08,0.6129
1.62636e-08,0.6497
1.62869e-08,0.6690
1.63102e-08,0.6785
1.63334e-08,0.6826
1.63567e-08,0.6851
1.63800e-08,0.6865
1.64032e-08,0.6877
1.64265e-08,0.6873
1.64498e-08,0.6850
1.64730e-08,0.6787
1.64963e-08,0.6675
1.65196e-08,0.6534
1.65428e-08,0.6398
1.65661e-08,0.6290
1.65894e-08,0.6215
1.66126e-08,0.6183
1.66359e-08,0.6245
1.66592e-08,0.6458
1.66824e-08,0.6833
1.67057e-08,0.7342
1.67290e-08,0.7708
1.67522e-08,0.7699
1.67755e-08,0.6779
1.67988e-08,0.5953
1.68220e-08,0.5478
1.68453e-08,0.5186
1.68686e-08,0.5130
1.68918e-08,0.5183
1.69151e-08,0.5248
1.69384e-08,0.5310
1.69616e-08,0.5364
1.69849e-08,0.5415
1.70082e-08,0.5471
1.70314e-08,0.5529
1.70547e-08,0.5581
1.70780e-08,0.5633
1.71012e-08,0.5695
1.71245e-08,0.5755
1.71478e-08,0.5796
1.71710e-08,0.5792
1.71943e-08,0.5731
1.72176e-08,0.5608
1.72408e-08,0.5393
1.72641e-08,0.5028
1.72874e-08,0.4507
1.73106e-08,0.3868
1.73339e-08,0.3135
1.73572e-08,0.2457
1.73804e-08,0.2212
1.74037e-08,0.2941
1.74270e-08,0.4063
1.74502e-08,0.4763
1.74735e-08,0.5309
1.74968e-08,0.5600
1.75201e-08,0.5696
1.75433e-08,0.5728
1.75666e-08,0.5694
1.75899e-08,0.5643
1.76131e-08,0.5593
1.76364e-08,0.5563
1.76597e-08,0.5548
1.76829e-08,0.5539
1.77062e-08,0.5541
1.77295e-08,0.5541
1.77527e-08,0.5551
1.77760e-08,0.5594
1.77993e-08,0.5697
1.78225e-08,0.5873
1.78458e-08,0.6105
1.78691e-08,0.6389
1.78923e-08,0.6754
1.79156e-08,0.7217
1.79389e-08,0.7758
1.79621e-08,0.8280
1.79854e-08,0.8588
1.80087e-08,0.8222
1.80319e-08,0.7165
1.80552e-08,0.6284
1.80785e-08,0.5779
1.81017e-08,0.5496
1.81250e-08,0.5417
1.81483e-08,0.5437
1.81715e-08,0.5469
1.81948e-08,0.5496
1.82181e-08,0.5517
1.82413e-08,0.5526
1.82646e-08,0.5532
1.82879e-08,0.5528
1.83111e-08,0.5508
1.83344e-08,0.5484
1.83577e-08,0.5464
1.83809e-08,0.5442
1.84042e-08,0.5412
1.84275e-08,0.5360
1.84507e-08,0.5279
1.84740e-08,0.5166
1.84973e-08,0.4976
1.85205e-08,0.4647
1.85438e-08,0.4176
1.85671e-08,0.3585
1.85903e-08,0.2896
1.86136e-08,0.2345
1.86369e-08,0.2336
1.86601e-08,0.3355
1.86834e-08,0.4322
1.87067e-08,0.5056
1.87299e-08,0.5456
1.87532e-08,0.5697
1.87765e-08,0.5770
1.87997e-08,0.5772
1.88230e-08,0.5743
1.88463e-08,0.5710
1.88695e-08,0.5686
1.88928e-08,0.5685
1.89161e-08,0.5697
1.89393e-08,0.5705
1.89626e-08,0.5707
1.89859e-08,0.5692
1.90091e-08,0.5676
1.90324e-08,0.5689
1.90557e-08,0.5763
1.90789e-08,0.5912
1.91022e-08,0.6118
1.91255e-08,0.6401
1.91487e-08,0.6789
1.91720e-08,0.7283
1.91953e-08,0.7866
1.92185e-08,0.8533
1.92418e-08,0.9243
1.92651e-08,0.9930
1.92883e-08,1.0542
1.93116e-08,1.1058
1.93349e-08,1.1465
1.93581e-08,1.1771
1.93814e-08,1.1992
1.94047e-08,1.2140
1.94279e-08,1.2227
1.94512e-08,1.2280
1.94745e-08,1.2328
1.94977e-08,1.2383
1.95210e-08,1.2436
1.95443e-08,1.2476
1.95675e-08,1.2496
1.95908e-08,1.2495
1.96141e-08,1.2471
1.96373e-08,1.2424
1.96606e-08,1.2362
1.96839e-08,1.2279
1.97071e-08,1.2160
1.97304e-08,1.2005
1.97537e-08,1.1832
1.97769e-08,1.1660
1.98002e-08,1.1516
1.98235e-08,1.1419
1.98468e-08,1.1120
1.98700e-08,1.0551
1.98933e-08,0.9135
1.99166e-08,0.7612
1.99398e-08,0.6545
1.99631e-08,0.5834
1.99864e-08,0.5415
2.00096e-08,0.5199
2.00329e-08,0.5087
2.00562e-08,0.5029
2.00794e-08,0.4996
2.01027e-08,0.4973
2.01260e-08,0.4955
2.01492e-08,0.4944
2.01725e-08,0.4941
2.01958e-08,0.4949
2.02190e-08,0.4988
2.02423e-08,0.5061
2.02656e-08,0.5155
2.02888e-08,0.5243
2.03121e-08,0.5312
2.03354e-08,0.5370
2.03586e-08,0.5390
2.03819e-08,0.5295
2.04052e-08,0.5026
2.04284e-08,0.4585
2.04517e-08,0.3978
2.04750e-08,0.3245
2.04982e-08,0.2477
2.05215e-08,0.1756
2.05448e-08,0.1134
2.05680e-08,0.0640
2.05913e-08,0.0270
2.06146e-08,-0.0001
2.06378e-08,-0.0190
2.06611e-08,-0.0312
2.06844e-08,-0.0392
2.07076e-08,-0.0461
2.07309e-08,-0.0536
2.07542e-08,-0.0611
2.07774e-08,-0.0677
2.08007e-08,-0.0736
2.08240e-08,-0.0793
2.08472e-08,-0.0847
2.08705e-08,-0.0889
2.08938e-08,-0.0908
2.09170e-08,-0.0887
2.09403e-08,-0.0796
2.09636e-08,-0.0623
2.09868e-08,-0.0383
2.10101e-08,-0.0109
2.10334e-08,0.0153
2.10566e-08,0.0364
2.10799e-08,0.0505
2.11032e-08,0.0578
2.11264e-08,0.0588
2.11497e-08,0.0545
2.11730e-08,0.0472
2.11962e-08,0.0396
2.12195e-08,0.0332
2.12428e-08,0.0288
2.12660e-08,0.0266
2.12893e-08,0.0261
2.13126e-08,0.0264
2.13358e-08,0.0268
2.13591e-08,0.0270
2.13824e-08,0.0276
2.14056e-08,0.0288
2.14289e-08,0.0295
2.14522e-08,0.0281
2.14754e-08,0.0233
2.14987e-08,0.0146
2.15220e-08,0.0034
2.15452e-08,-0.0083
2.15685e-08,-0.0185
2.15918e-08,-0.0256
2.16150e-08,-0.0285
2.16383e-08,-0.0272
2.16616e-08,-0.0225
2.16848e-08,-0.0160
2.17081e-08,-0.0089
2.17314e-08,-0.0027
2.17546e-08,0.0014
2.17779e-08,0.0030
2.18012e-08,0.0026
2.18244e-08,0.0013
2.18477e-08,0.0000
2.18710e-08,-0.0009
2.18942e-08,-0.0016
2.19175e-08,-0.0026
2.19408e-08,-0.0037
2.19640e-08,-0.0045
2.19873e-08,-0.0040
2.20106e-08,-0.0020
2.20338e-08,0.0018
2.20571e-08,0.0068
2.20804e-08,0.0119
2.21037e-08,0.0158
2.21269e-08,0.0178
2.21502e-08,0.0176
2.21735e-08,0.0152
2.21967e-08,0.0111
2.22200e-08,0.0062
2.22433e-08,0.0017
2.22665e-08,-0.0015
2.22898e-08,-0.0028
2.23131e-08,-0.0024
2.23363e-08,-0.0008
2.23596e-08,0.0107
2.23829e-08,0.0518
2.24061e-08,0.1730
2.24294e-08,0.3286
2.24527e-08,0.4469
2.24759e-08,0.5326
2.24992e-08,0.5917
2.25225e-08,0.6257
2.25457e-08,0.6403
2.25690e-08,0.6462
2.25923e-08,0.6479
2.26155e-08,0.6484
2.26388e-08,0.6500
2.26621e-08,0.6524
2.26853e-08,0.6556
2.27086e-08,0.6600
2.27319e-08,0.6634
2.27551e-08,0.6649
2.27784e-08,0.6648
2.28017e-08,0.6642
2.28249e-08,0.6628
2.28482e-08,0.6596
2.28715e-08,0.6567
2.28947e-08,0.6608
2.29180e-08,0.6783
2.29413e-08,0.7111
2.29645e-08,0.7470
2.29878e-08,0.7744
2.30111e-08,0.7318
2.30343e-08,0.6347
2.30576e-08,0.5621
2.30809e-08,0.5229
2.31041e-08,0.5070
2.31274e-08,0.5099
2.31507e-08,0.5194
2.31739e-08,0.5284
2.31972e-08,0.5348
2.32205e-08,0.5388
2.32437e-08,0.5410
2.32670e-08,0.5421
2.32903e-08,0.5428
2.33135e-08,0.5432
2.33368e-08,0.5459
2.33601e-08,0.5520
2.33833e-08,0.5602
2.34066e-08,0.5677
2.34299e-08,0.5715
2.34531e-08,0.5698
2.34764e-08,0.5606
2.34997e-08,0.5383
2.35229e-08,0.4978
2.35462e-08,0.4406
2.35695e-08,0.3704
2.35927e-08,0.2921
2.36160e-08,0.2318
2.36393e-08,0.2364
2.36625e-08,0.3373
2.36858e-08,0.4293
2.37091e-08,0.4998
2.37323e-08,0.5420
2.37556e-08,0.5623
2.37789e-08,0.5716
2.38021e-08,0.5742
2.38254e-08,0.5723
2.38487e-08,0.5696
2.38719e-08,0.5662
2.38952e-08,0.5634
2.39185e-08,0.5606
2.39417e-08,0.5570
2.39650e-08,0.5534
2.39883e-08,0.5499
2.40115e-08,0.5489
2.40348e-08,0.5536
2.40581e-08,0.5665
2.40813e-08,0.5879
2.41046e-08,0.6151
2.41279e-08,0.6493
2.41511e-08,0.6924
2.41744e-08,0.7439
2.41977e-08,0.8022
2.42209e-08,0.8452
2.42442e-08,0.8621
2.42675e-08,0.7862
2.42907e-08,0.6822
2.43140e-08,0.6055
2.43373e-08,0.5637
2.43605e-08,0.5422
2.43838e-08,0.5381
2.44071e-08,0.5411
2.44303e-08,0.5452
2.44536e-08,0.5493
2.44769e-08,0.5528
2.45002e-08,0.5555
2.45234e-08,0.5572
2.45467e-08,0.5571
2.45700e-08,0.5544
2.45932e-08,0.5512
2.46165e-08,0.5476
2.46398e-08,0.5434
2.46630e-08,0.5380
2.46863e-08,0.5305
2.47096e-08,0.5207
2.47328e-08,0.5074
2.47561e-08,0.4843
2.47794e-08,0.4467
2.48026e-08,0.3959
2.48259e-08,0.3337
2.48492e-08,0.2631
