.HEADER
..NAMES
Time,V U1.F3
2.0708e-09,1.2405
2.0940e-09,1.2481
2.1173e-09,1.2544
2.1406e-09,1.2572
2.1638e-09,1.2557
2.1871e-09,1.2492
2.2104e-09,1.2365
2.2336e-09,1.2184
2.2569e-09,1.1970
2.2802e-09,1.1745
2.3034e-09,1.1532
2.3267e-09,1.1366
2.3500e-09,1.0954
2.3732e-09,1.0332
2.3965e-09,0.8737
2.4198e-09,0.7231
2.4430e-09,0.6239
2.4663e-09,0.5608
2.4896e-09,0.5315
2.5128e-09,0.5244
2.5361e-09,0.5233
2.5594e-09,0.5246
2.5826e-09,0.5265
2.6059e-09,0.5220
2.6292e-09,0.5117
2.6524e-09,0.5025
2.6757e-09,0.4944
2.6990e-09,0.4862
2.7222e-09,0.4835
2.7455e-09,0.4890
2.7688e-09,0.5005
2.7920e-09,0.5169
2.8153e-09,0.5384
2.8386e-09,0.5595
2.8618e-09,0.5727
2.8851e-09,0.5743
2.9084e-09,0.5603
2.9316e-09,0.5252
2.9549e-09,0.4700
2.9782e-09,0.4011
3.0014e-09,0.3243
3.0247e-09,0.2463
3.0480e-09,0.1752
3.0712e-09,0.1161
3.0945e-09,0.0691
3.1178e-09,0.0338
3.1410e-09,0.0098
3.1643e-09,-0.0066
3.1876e-09,-0.0183
3.2108e-09,-0.0260
3.2341e-09,-0.0312
3.2574e-09,-0.0363
3.2806e-09,-0.0425
3.3039e-09,-0.0499
3.3272e-09,-0.0597
3.3504e-09,-0.0715
3.3737e-09,-0.0828
3.3970e-09,-0.0916
3.4202e-09,-0.0962
3.4435e-09,-0.0942
3.4668e-09,-0.0842
3.4901e-09,-0.0668
3.5133e-09,-0.0440
3.5366e-09,-0.0184
3.5599e-09,0.0064
3.5831e-09,0.0268
3.6064e-09,0.0487
3.6297e-09,0.0937
3.6529e-09,0.2192
3.6762e-09,0.3788
3.6995e-09,0.5022
3.7227e-09,0.5842
3.7460e-09,0.6290
3.7693e-09,0.6457
3.7925e-09,0.6490
3.8158e-09,0.6463
3.8391e-09,0.6425
3.8623e-09,0.6445
3.8856e-09,0.6546
3.9089e-09,0.6665
3.9321e-09,0.6778
3.9554e-09,0.6902
3.9787e-09,0.6977
4.0019e-09,0.6960
4.0252e-09,0.6865
4.0485e-09,0.6702
4.0717e-09,0.6466
4.0950e-09,0.6203
4.1183e-09,0.6002
4.1415e-09,0.5901
4.1648e-09,0.5938
4.1881e-09,0.6179
4.2113e-09,0.6552
4.2346e-09,0.6875
4.2579e-09,0.6643
4.2811e-09,0.5794
4.3044e-09,0.5091
4.3277e-09,0.4738
4.3509e-09,0.4652
4.3742e-09,0.4788
4.3975e-09,0.4985
4.4207e-09,0.5144
4.4440e-09,0.5283
4.4673e-09,0.5362
4.4905e-09,0.5341
4.5138e-09,0.5299
4.5371e-09,0.5290
4.5603e-09,0.5285
4.5836e-09,0.5307
4.6069e-09,0.5403
4.6301e-09,0.5551
4.6534e-09,0.5711
4.6767e-09,0.5876
4.6999e-09,0.6024
4.7232e-09,0.6073
4.7465e-09,0.5978
4.7697e-09,0.5728
4.7930e-09,0.5292
4.8163e-09,0.4663
4.8395e-09,0.3906
4.8628e-09,0.3272
4.8861e-09,0.3226
4.9093e-09,0.4130
4.9326e-09,0.5052
4.9559e-09,0.5607
4.9791e-09,0.5913
5.0024e-09,0.5990
5.0257e-09,0.5904
5.0489e-09,0.5809
5.0722e-09,0.5699
5.0955e-09,0.5619
5.1187e-09,0.5611
5.1420e-09,0.5632
5.1653e-09,0.5630
5.1885e-09,0.5623
5.2118e-09,0.5618
5.2351e-09,0.5572
5.2583e-09,0.5501
5.2816e-09,0.5447
5.3049e-09,0.5407
5.3281e-09,0.5390
5.3514e-09,0.5459
5.3747e-09,0.5653
5.3979e-09,0.5961
5.4212e-09,0.6405
5.4445e-09,0.6999
5.4677e-09,0.7524
5.4910e-09,0.7858
5.5143e-09,0.7320
5.5375e-09,0.6336
5.5608e-09,0.5679
5.5841e-09,0.5294
5.6073e-09,0.5183
5.6306e-09,0.5241
5.6539e-09,0.5340
5.6771e-09,0.5433
5.7004e-09,0.5534
5.7237e-09,0.5573
5.7469e-09,0.5543
5.7702e-09,0.5515
5.7935e-09,0.5497
5.8168e-09,0.5452
5.8400e-09,0.5426
5.8633e-09,0.5442
5.8866e-09,0.5478
5.9098e-09,0.5517
5.9331e-09,0.5575
5.9564e-09,0.5615
5.9796e-09,0.5574
6.0029e-09,0.5429
6.0262e-09,0.5163
6.0494e-09,0.4734
6.0727e-09,0.4148
6.0960e-09,0.3488
6.1192e-09,0.3042
6.1425e-09,0.3345
6.1658e-09,0.4490
6.1890e-09,0.5316
6.2123e-09,0.5849
6.2356e-09,0.6057
6.2588e-09,0.6034
6.2821e-09,0.5940
6.3054e-09,0.5807
6.3286e-09,0.5674
6.3519e-09,0.5608
6.3752e-09,0.5625
6.3984e-09,0.5671
6.4217e-09,0.5701
6.4450e-09,0.5745
6.4682e-09,0.5772
6.4915e-09,0.5742
6.5148e-09,0.5683
6.5380e-09,0.5625
6.5613e-09,0.5560
6.5846e-09,0.5518
6.6078e-09,0.5571
6.6311e-09,0.5749
6.6544e-09,0.6046
6.6776e-09,0.6497
6.7009e-09,0.7107
6.7242e-09,0.7822
6.7474e-09,0.8588
6.7707e-09,0.9363
6.7940e-09,1.0081
6.8172e-09,1.0682
6.8405e-09,1.1162
6.8638e-09,1.1523
6.8870e-09,1.1765
6.9103e-09,1.1917
6.9336e-09,1.2020
6.9568e-09,1.2089
6.9801e-09,1.2137
7.0034e-09,1.2183
7.0266e-09,1.2237
7.0499e-09,1.2290
7.0732e-09,1.2345
7.0964e-09,1.2402
7.1197e-09,1.2447
7.1430e-09,1.2463
7.1662e-09,1.2447
7.1895e-09,1.2392
7.2128e-09,1.2288
7.2360e-09,1.2140
7.2593e-09,1.1963
7.2826e-09,1.1771
7.3058e-09,1.1587
7.3291e-09,1.1427
7.3524e-09,1.0986
7.3756e-09,1.0276
7.3989e-09,0.8639
7.4222e-09,0.7164
7.4454e-09,0.6187
7.4687e-09,0.5578
7.4920e-09,0.5312
7.5152e-09,0.5248
7.5385e-09,0.5232
7.5618e-09,0.5247
7.5850e-09,0.5263
7.6083e-09,0.5216
7.6316e-09,0.5121
7.6548e-09,0.5041
7.6781e-09,0.4967
7.7014e-09,0.4890
7.7246e-09,0.4866
7.7479e-09,0.4915
7.7712e-09,0.5019
7.7944e-09,0.5171
7.8177e-09,0.5375
7.8410e-09,0.5572
7.8642e-09,0.5692
7.8875e-09,0.5700
7.9108e-09,0.5550
7.9340e-09,0.5189
7.9573e-09,0.4630
7.9806e-09,0.3938
8.0038e-09,0.3170
8.0271e-09,0.2395
8.0504e-09,0.1696
8.0736e-09,0.1119
8.0969e-09,0.0660
8.1202e-09,0.0319
8.1435e-09,0.0085
8.1667e-09,-0.0077
8.1900e-09,-0.0195
8.2133e-09,-0.0274
8.2365e-09,-0.0327
8.2598e-09,-0.0379
8.2831e-09,-0.0436
8.3063e-09,-0.0505
8.3296e-09,-0.0597
8.3529e-09,-0.0709
8.3761e-09,-0.0818
8.3994e-09,-0.0903
8.4227e-09,-0.0947
8.4459e-09,-0.0926
8.4692e-09,-0.0824
8.4925e-09,-0.0649
8.5157e-09,-0.0420
8.5390e-09,-0.0164
8.5623e-09,0.0082
8.5855e-09,0.0281
8.6088e-09,0.0417
8.6321e-09,0.0489
8.6553e-09,0.0502
8.6786e-09,0.0475
8.7019e-09,0.0429
8.7251e-09,0.0379
8.7484e-09,0.0328
8.7717e-09,0.0281
8.7949e-09,0.0241
8.8182e-09,0.0209
8.8415e-09,0.0189
8.8647e-09,0.0189
8.8880e-09,0.0209
8.9113e-09,0.0240
8.9345e-09,0.0274
8.9578e-09,0.0297
8.9811e-09,0.0293
9.0043e-09,0.0255
9.0276e-09,0.0185
9.0509e-09,0.0088
9.0741e-09,-0.0020
9.0974e-09,-0.0119
9.1207e-09,-0.0194
9.1439e-09,-0.0235
9.1672e-09,-0.0242
9.1905e-09,-0.0218
9.2137e-09,-0.0178
9.2370e-09,-0.0014
9.2603e-09,0.0466
9.2835e-09,0.1760
9.3068e-09,0.3309
9.3301e-09,0.4468
9.3533e-09,0.5307
9.3766e-09,0.5836
9.3999e-09,0.6077
9.4231e-09,0.6165
9.4464e-09,0.6179
9.4697e-09,0.6146
9.4929e-09,0.6153
9.5162e-09,0.6225
9.5395e-09,0.6305
9.5627e-09,0.6402
9.5860e-09,0.6542
9.6093e-09,0.6663
9.6325e-09,0.6726
9.6558e-09,0.6743
9.6791e-09,0.6703
9.7023e-09,0.6583
9.7256e-09,0.6427
9.7489e-09,0.6308
9.7721e-09,0.6247
9.7954e-09,0.6290
9.8187e-09,0.6509
9.8419e-09,0.6760
9.8652e-09,0.6935
9.8885e-09,0.6388
9.9117e-09,0.5463
9.9350e-09,0.4820
9.9583e-09,0.4485
9.9815e-09,0.4479
1.00048e-08,0.4686
1.00281e-08,0.4921
1.00513e-08,0.5124
1.00746e-08,0.5299
1.00979e-08,0.5381
1.01211e-08,0.5355
1.01444e-08,0.5305
1.01677e-08,0.5268
1.01909e-08,0.5218
1.02142e-08,0.5210
1.02375e-08,0.5284
1.02607e-08,0.5416
1.02840e-08,0.5576
1.03073e-08,0.5765
1.03305e-08,0.5937
1.03538e-08,0.6004
1.03771e-08,0.5928
1.04003e-08,0.5685
1.04236e-08,0.5234
1.04469e-08,0.4584
1.04702e-08,0.3810
1.04934e-08,0.2982
1.05167e-08,0.2156
1.05400e-08,0.1416
1.05632e-08,0.0816
1.05865e-08,0.0355
1.06098e-08,0.0020
1.06330e-08,-0.0194
1.06563e-08,-0.0320
1.06796e-08,-0.0400
1.07028e-08,-0.0444
1.07261e-08,-0.0467
1.07494e-08,-0.0496
1.07726e-08,-0.0545
1.07959e-08,-0.0610
1.08192e-08,-0.0694
1.08424e-08,-0.0797
1.08657e-08,-0.0891
1.08890e-08,-0.0951
1.09122e-08,-0.0962
1.09355e-08,-0.0908
1.09588e-08,-0.0775
1.09820e-08,-0.0573
1.10053e-08,-0.0327
1.10286e-08,-0.0062
1.10518e-08,0.0189
1.10751e-08,0.0390
1.10984e-08,0.0549
1.11216e-08,0.0870
1.11449e-08,0.1721
1.11682e-08,0.3358
1.11914e-08,0.4648
1.12147e-08,0.5592
1.12380e-08,0.6162
1.12612e-08,0.6395
1.12845e-08,0.6471
1.13078e-08,0.6472
1.13310e-08,0.6438
1.13543e-08,0.6441
1.13776e-08,0.6528
1.14008e-08,0.6649
1.14241e-08,0.6751
1.14474e-08,0.6857
1.14706e-08,0.6936
1.14939e-08,0.6924
1.15172e-08,0.6829
1.15404e-08,0.6679
1.15637e-08,0.6463
1.15870e-08,0.6204
1.16102e-08,0.5989
1.16335e-08,0.5873
1.16568e-08,0.5875
1.16800e-08,0.6059
1.17033e-08,0.6453
1.17266e-08,0.6772
1.17498e-08,0.6866
1.17731e-08,0.6038
1.17964e-08,0.5254
1.18196e-08,0.4851
1.18429e-08,0.4652
1.18662e-08,0.4722
1.18894e-08,0.4925
1.19127e-08,0.5088
1.19360e-08,0.5233
1.19592e-08,0.5341
1.19825e-08,0.5356
1.20058e-08,0.5321
1.20290e-08,0.5314
1.20523e-08,0.5317
1.20756e-08,0.5326
1.20988e-08,0.5396
1.21221e-08,0.5526
1.21454e-08,0.5674
1.21686e-08,0.5826
1.21919e-08,0.5978
1.22152e-08,0.6061
1.22384e-08,0.6012
1.22617e-08,0.5815
1.22850e-08,0.5446
1.23082e-08,0.4878
1.23315e-08,0.4155
1.23548e-08,0.3437
1.23780e-08,0.3122
1.24013e-08,0.3776
1.24246e-08,0.4848
1.24478e-08,0.5492
1.24711e-08,0.5880
1.24944e-08,0.6026
1.25176e-08,0.5953
1.25409e-08,0.5861
1.25642e-08,0.5743
1.25874e-08,0.5632
1.26107e-08,0.5599
1.26340e-08,0.5619
1.26572e-08,0.5627
1.26805e-08,0.5623
1.27038e-08,0.5632
1.27270e-08,0.5606
1.27503e-08,0.5541
1.27736e-08,0.5481
1.27968e-08,0.5436
1.28201e-08,0.5402
1.28434e-08,0.5431
1.28667e-08,0.5582
1.28899e-08,0.5849
1.29132e-08,0.6244
1.29365e-08,0.6791
1.29597e-08,0.7466
1.29830e-08,0.8209
1.30063e-08,0.8977
1.30295e-08,0.9724
1.30528e-08,1.0379
1.30761e-08,1.0911
1.30993e-08,1.1328
1.31226e-08,1.1630
1.31459e-08,1.1829
1.31691e-08,1.1963
1.31924e-08,1.2062
1.32157e-08,1.2134
1.32389e-08,1.2191
1.32622e-08,1.2248
1.32855e-08,1.2304
1.33087e-08,1.2351
1.33320e-08,1.2396
1.33553e-08,1.2434
1.33785e-08,1.2450
1.34018e-08,1.2436
1.34251e-08,1.2392
1.34483e-08,1.2309
1.34716e-08,1.2182
1.34949e-08,1.2023
1.35181e-08,1.1845
1.35414e-08,1.1663
1.35647e-08,1.1501
1.35879e-08,1.1385
1.36112e-08,1.1323
1.36345e-08,1.1313
1.36577e-08,1.1353
1.36810e-08,1.1426
1.37043e-08,1.1511
1.37275e-08,1.1594
1.37508e-08,1.1666
1.37741e-08,1.1723
1.37973e-08,1.1764
1.38206e-08,1.1795
1.38439e-08,1.1817
1.38671e-08,1.1831
1.38904e-08,1.1840
1.39137e-08,1.1849
1.39369e-08,1.1861
1.39602e-08,1.1880
1.39835e-08,1.1913
1.40067e-08,1.1960
1.40300e-08,1.2019
1.40533e-08,1.2086
1.40765e-08,1.2154
1.40998e-08,1.2209
1.41231e-08,1.2243
1.41463e-08,1.2252
1.41696e-08,1.2235
1.41929e-08,1.2195
1.42161e-08,1.1993
1.42394e-08,1.1462
1.42627e-08,1.0275
1.42859e-08,0.8571
1.43092e-08,0.7225
1.43325e-08,0.6339
1.43557e-08,0.5823
1.43790e-08,0.5601
1.44023e-08,0.5517
1.44255e-08,0.5472
1.44488e-08,0.5462
1.44721e-08,0.5437
1.44953e-08,0.5350
1.45186e-08,0.5251
1.45419e-08,0.5167
1.45651e-08,0.5066
1.45884e-08,0.4972
1.46117e-08,0.4927
1.46349e-08,0.4938
1.46582e-08,0.4991
1.46815e-08,0.5098
1.47047e-08,0.5248
1.47280e-08,0.5376
1.47513e-08,0.5433
1.47745e-08,0.5386
1.47978e-08,0.5176
1.48211e-08,0.4770
1.48443e-08,0.4199
1.48676e-08,0.3520
1.48909e-08,0.2787
1.49141e-08,0.2073
1.49374e-08,0.1449
1.49607e-08,0.0937
1.49839e-08,0.0535
1.50072e-08,0.0241
1.50305e-08,0.0034
1.50537e-08,-0.0117
1.50770e-08,-0.0226
1.51003e-08,-0.0295
1.51236e-08,-0.0343
1.51468e-08,-0.0385
1.51701e-08,-0.0428
1.51934e-08,-0.0485
1.52166e-08,-0.0566
1.52399e-08,-0.0663
1.52632e-08,-0.0756
1.52864e-08,-0.0829
1.53097e-08,-0.0860
1.53330e-08,-0.0825
1.53562e-08,-0.0714
1.53795e-08,-0.0538
1.54028e-08,-0.0315
1.54260e-08,-0.0076
1.54493e-08,0.0142
1.54726e-08,0.0332
1.54958e-08,0.0675
1.55191e-08,0.1510
1.55424e-08,0.3153
1.55656e-08,0.4492
1.55889e-08,0.5525
1.56122e-08,0.6172
1.56354e-08,0.6421
1.56587e-08,0.6510
1.56820e-08,0.6506
1.57052e-08,0.6451
1.57285e-08,0.6423
1.57518e-08,0.6476
1.57750e-08,0.6580
1.57983e-08,0.6685
1.58216e-08,0.6807
1.58448e-08,0.6922
1.58681e-08,0.6961
1.58914e-08,0.6913
1.59146e-08,0.6797
1.59379e-08,0.6602
1.59612e-08,0.6346
1.59844e-08,0.6114
1.60077e-08,0.5968
1.60310e-08,0.5935
1.60542e-08,0.6079
1.60775e-08,0.6448
1.61008e-08,0.6744
1.61240e-08,0.6911
1.61473e-08,0.6063
1.61706e-08,0.5245
1.61938e-08,0.4807
1.62171e-08,0.4618
1.62404e-08,0.4672
1.62636e-08,0.4900
1.62869e-08,0.5091
1.63102e-08,0.5251
1.63334e-08,0.5368
1.63567e-08,0.5383
1.63800e-08,0.5331
1.64032e-08,0.5300
1.64265e-08,0.5284
1.64498e-08,0.5278
1.64730e-08,0.5340
1.64963e-08,0.5473
1.65196e-08,0.5635
1.65428e-08,0.5804
1.65661e-08,0.5975
1.65894e-08,0.6079
1.66126e-08,0.6047
1.66359e-08,0.5863
1.66592e-08,0.5505
1.66824e-08,0.4944
1.67057e-08,0.4222
1.67290e-08,0.3497
1.67522e-08,0.3142
1.67755e-08,0.3791
1.67988e-08,0.4818
1.68220e-08,0.5515
1.68453e-08,0.5842
1.68686e-08,0.5988
1.68918e-08,0.5935
1.69151e-08,0.5839
1.69384e-08,0.5735
1.69616e-08,0.5642
1.69849e-08,0.5620
1.70082e-08,0.5644
1.70314e-08,0.5652
1.70547e-08,0.5642
1.70780e-08,0.5641
1.71012e-08,0.5605
1.71245e-08,0.5532
1.71478e-08,0.5466
1.71710e-08,0.5418
1.71943e-08,0.5383
1.72176e-08,0.5411
1.72408e-08,0.5560
1.72641e-08,0.5829
1.72874e-08,0.6225
1.73106e-08,0.6775
1.73339e-08,0.7396
1.73572e-08,0.7816
1.73804e-08,0.7715
1.74037e-08,0.6769
1.74270e-08,0.5937
1.74502e-08,0.5440
1.74735e-08,0.5219
1.74968e-08,0.5223
1.75201e-08,0.5310
1.75433e-08,0.5400
1.75666e-08,0.5500
1.75899e-08,0.5573
1.76131e-08,0.5565
1.76364e-08,0.5533
1.76597e-08,0.5518
1.76829e-08,0.5485
1.77062e-08,0.5445
1.77295e-08,0.5444
1.77527e-08,0.5475
1.77760e-08,0.5511
1.77993e-08,0.5559
1.78225e-08,0.5611
1.78458e-08,0.5604
1.78691e-08,0.5497
1.78923e-08,0.5280
1.79156e-08,0.4916
1.79389e-08,0.4387
1.79621e-08,0.3737
1.79854e-08,0.3027
1.80087e-08,0.2298
1.80319e-08,0.1615
1.80552e-08,0.1040
1.80785e-08,0.0582
1.81017e-08,0.0228
1.81250e-08,-0.0024
1.81483e-08,-0.0194
1.81715e-08,-0.0317
1.81948e-08,-0.0406
1.82181e-08,-0.0463
1.82413e-08,-0.0504
1.82646e-08,-0.0544
1.82879e-08,-0.0583
1.83111e-08,-0.0625
1.83344e-08,-0.0679
1.83577e-08,-0.0736
1.83809e-08,-0.0776
1.84042e-08,-0.0787
1.84275e-08,-0.0759
1.84507e-08,-0.0674
1.84740e-08,-0.0530
1.84973e-08,-0.0341
1.85205e-08,-0.0127
1.85438e-08,0.0090
1.85671e-08,0.0277
1.85903e-08,0.0411
1.86136e-08,0.0636
1.86369e-08,0.1192
1.86601e-08,0.2681
1.86834e-08,0.4147
1.87067e-08,0.5288
1.87299e-08,0.5984
1.87532e-08,0.6371
1.87765e-08,0.6491
1.87997e-08,0.6511
1.88230e-08,0.6478
1.88463e-08,0.6443
1.88695e-08,0.6474
1.88928e-08,0.6569
1.89161e-08,0.6662
1.89393e-08,0.6752
1.89626e-08,0.6845
1.89859e-08,0.6879
1.90091e-08,0.6829
1.90324e-08,0.6719
1.90557e-08,0.6550
1.90789e-08,0.6321
1.91022e-08,0.6096
1.91255e-08,0.5953
1.91487e-08,0.5912
1.91720e-08,0.6021
1.91953e-08,0.6340
1.92185e-08,0.6861
1.92418e-08,0.7531
1.92651e-08,0.8297
1.92883e-08,0.9089
1.93116e-08,0.9823
1.93349e-08,1.0448
1.93581e-08,1.0956
1.93814e-08,1.1338
1.94047e-08,1.1600
1.94279e-08,1.1777
1.94512e-08,1.1899
1.94745e-08,1.1978
1.94977e-08,1.2033
1.95210e-08,1.2091
1.95443e-08,1.2158
1.95675e-08,1.2239
1.95908e-08,1.2341
1.96141e-08,1.2459
1.96373e-08,1.2567
1.96606e-08,1.2649
1.96839e-08,1.2689
1.97071e-08,1.2667
1.97304e-08,1.2570
1.97537e-08,1.2407
1.97769e-08,1.2195
1.98002e-08,1.1957
1.98235e-08,1.1729
1.98468e-08,1.1291
1.98700e-08,1.0597
1.98933e-08,0.9075
1.99166e-08,0.7465
1.99398e-08,0.6350
1.99631e-08,0.5637
1.99864e-08,0.5287
2.00096e-08,0.5192
2.00329e-08,0.5187
2.00562e-08,0.5215
2.00794e-08,0.5255
2.01027e-08,0.5234
2.01260e-08,0.5140
2.01492e-08,0.5040
2.01725e-08,0.4943
2.01958e-08,0.4830
2.02190e-08,0.4761
2.02423e-08,0.4771
2.02656e-08,0.4854
2.02888e-08,0.4997
2.03121e-08,0.5210
2.03354e-08,0.5447
2.03586e-08,0.5625
2.03819e-08,0.5700
2.04052e-08,0.5626
2.04284e-08,0.5341
2.04517e-08,0.4839
2.04750e-08,0.4177
2.04982e-08,0.3418
2.05215e-08,0.2628
2.05448e-08,0.1892
2.05680e-08,0.1271
2.05913e-08,0.0771
2.06146e-08,0.0390
2.06378e-08,0.0127
2.06611e-08,-0.0051
2.06844e-08,-0.0174
2.07076e-08,-0.0252
2.07309e-08,-0.0295
2.07542e-08,-0.0332
2.07774e-08,-0.0377
2.08007e-08,-0.0438
2.08240e-08,-0.0527
2.08472e-08,-0.0646
2.08705e-08,-0.0772
2.08938e-08,-0.0880
2.09170e-08,-0.0952
2.09403e-08,-0.0960
2.09636e-08,-0.0884
2.09868e-08,-0.0727
2.10101e-08,-0.0506
2.10334e-08,-0.0248
2.10566e-08,0.0012
2.10799e-08,0.0232
2.11032e-08,0.0442
2.11264e-08,0.0863
2.11497e-08,0.1933
2.11730e-08,0.3602
2.11962e-08,0.4803
2.12195e-08,0.5709
2.12428e-08,0.6256
2.12660e-08,0.6435
2.12893e-08,0.6487
2.13126e-08,0.6472
2.13358e-08,0.6421
2.13591e-08,0.6425
2.13824e-08,0.6516
2.14056e-08,0.6639
2.14289e-08,0.6756
2.14522e-08,0.6890
2.14754e-08,0.6988
2.14987e-08,0.6990
2.15220e-08,0.6909
2.15452e-08,0.6759
2.15685e-08,0.6530
2.15918e-08,0.6261
2.16150e-08,0.6044
2.16383e-08,0.5922
2.16616e-08,0.5929
2.16848e-08,0.6132
2.17081e-08,0.6560
2.17314e-08,0.7168
2.17546e-08,0.7901
2.17779e-08,0.8700
2.18012e-08,0.9478
2.18244e-08,1.0164
2.18477e-08,1.0735
2.18710e-08,1.1182
2.18942e-08,1.1498
2.19175e-08,1.1705
2.19408e-08,1.1843
2.19640e-08,1.1929
2.19873e-08,1.1979
2.20106e-08,1.2024
2.20338e-08,1.2083
2.20571e-08,1.2159
2.20804e-08,1.2260
2.21037e-08,1.2388
2.21269e-08,1.2520
2.21502e-08,1.2631
2.21735e-08,1.2704
2.21967e-08,1.2719
2.22200e-08,1.2658
2.22433e-08,1.2519
2.22665e-08,1.2322
2.22898e-08,1.2086
2.23131e-08,1.1841
2.23363e-08,1.1627
2.23596e-08,1.1468
2.23829e-08,1.1373
2.24061e-08,1.1343
2.24294e-08,1.1370
2.24527e-08,1.1435
2.24759e-08,1.1517
2.24992e-08,1.1604
2.25225e-08,1.1687
2.25457e-08,1.1756
2.25690e-08,1.1808
2.25923e-08,1.1840
2.26155e-08,1.1848
2.26388e-08,1.1833
2.26621e-08,1.1804
2.26853e-08,1.1773
2.27086e-08,1.1751
2.27319e-08,1.1750
2.27551e-08,1.1781
2.27784e-08,1.1843
2.28017e-08,1.1930
2.28249e-08,1.2033
2.28482e-08,1.2134
2.28715e-08,1.2216
2.28947e-08,1.2268
2.29180e-08,1.2286
2.29413e-08,1.2270
2.29645e-08,1.2104
2.29878e-08,1.1590
2.30111e-08,1.0435
2.30343e-08,0.8701
2.30576e-08,0.7317
2.30809e-08,0.6407
2.31041e-08,0.5848
2.31274e-08,0.5601
2.31507e-08,0.5506
2.31739e-08,0.5463
2.31972e-08,0.5469
2.32205e-08,0.5465
2.32437e-08,0.5398
2.32670e-08,0.5315
2.32903e-08,0.5239
2.33135e-08,0.5135
2.33368e-08,0.5028
2.33601e-08,0.4963
2.33833e-08,0.4949
2.34066e-08,0.4978
2.34299e-08,0.5064
2.34531e-08,0.5201
2.34764e-08,0.5324
2.34997e-08,0.5386
2.35229e-08,0.5353
2.35462e-08,0.5163
2.35695e-08,0.4779
2.35927e-08,0.4240
2.36160e-08,0.3806
2.36393e-08,0.4083
2.36625e-08,0.5236
2.36858e-08,0.6041
2.37091e-08,0.6562
2.37323e-08,0.6685
2.37556e-08,0.6548
2.37789e-08,0.6346
2.38021e-08,0.6143
2.38254e-08,0.5944
2.38487e-08,0.5834
2.38719e-08,0.5838
2.38952e-08,0.5889
2.39185e-08,0.5930
2.39417e-08,0.5973
2.39650e-08,0.5991
2.39883e-08,0.5923
2.40115e-08,0.5796
2.40348e-08,0.5648
2.40581e-08,0.5478
2.40813e-08,0.5325
2.41046e-08,0.5281
2.41279e-08,0.5397
2.41511e-08,0.5671
2.41744e-08,0.6140
2.41977e-08,0.6811
2.42209e-08,0.7612
2.42442e-08,0.8470
2.42675e-08,0.9331
2.42907e-08,1.0119
2.43140e-08,1.0769
2.43373e-08,1.1275
2.43605e-08,1.1646
2.43838e-08,1.1885
2.44071e-08,1.2020
2.44303e-08,1.2101
2.44536e-08,1.2149
2.44769e-08,1.2177
2.45002e-08,1.2211
2.45234e-08,1.2266
2.45467e-08,1.2333
2.45700e-08,1.2411
2.45932e-08,1.2498
2.46165e-08,1.2571
2.46398e-08,1.2605
2.46630e-08,1.2592
2.46863e-08,1.2524
2.47096e-08,1.2392
2.47328e-08,1.2205
2.47561e-08,1.1985
2.47794e-08,1.1753
2.48026e-08,1.1535
