.HEADER
..NAMES
Time,V U1.L1&L2
.DATA
2.48026e-08,0.2507
2.48259e-08,0.2424
2.48492e-08,0.2551
2.48724e-08,0.2872
2.48957e-08,0.3317
2.49190e-08,0.3775
2.49422e-08,0.4103
2.49655e-08,0.4190
2.49888e-08,0.4025
2.50120e-08,0.3684
2.50353e-08,0.3267
2.50586e-08,0.2861
2.50818e-08,0.2571
2.51051e-08,0.2480
2.51284e-08,0.2580
2.51516e-08,0.2780
2.51749e-08,0.3130
2.51982e-08,0.4033
2.52214e-08,0.5755
2.52447e-08,0.7131
2.52680e-08,0.7826
2.52912e-08,0.8245
2.53145e-08,0.8404
2.53378e-08,0.8409
2.53610e-08,0.8477
2.53843e-08,0.8717
2.54076e-08,0.9042
2.54308e-08,0.9298
2.54541e-08,0.9372
2.54774e-08,0.9228
2.55006e-08,0.8886
2.55239e-08,0.8418
2.55472e-08,0.7935
2.55704e-08,0.7581
2.55937e-08,0.7475
2.56170e-08,0.7633
2.56402e-08,0.7974
2.56635e-08,0.8400
2.56868e-08,0.8824
2.57100e-08,0.9130
2.57333e-08,0.9236
2.57566e-08,0.9148
2.57798e-08,0.8780
2.58031e-08,0.8162
2.58264e-08,0.6845
2.58496e-08,0.5305
2.58729e-08,0.4296
2.58962e-08,0.3702
2.59194e-08,0.3430
2.59427e-08,0.3363
2.59660e-08,0.3363
2.59892e-08,0.3248
2.60125e-08,0.2988
2.60358e-08,0.2682
2.60590e-08,0.2466
2.60823e-08,0.2439
2.61056e-08,0.2624
2.61288e-08,0.2989
2.61521e-08,0.3453
2.61754e-08,0.3890
2.61986e-08,0.4159
2.62219e-08,0.4173
2.62452e-08,0.3947
2.62684e-08,0.3575
2.62917e-08,0.3149
2.63150e-08,0.2763
2.63382e-08,0.2522
2.63615e-08,0.2488
2.63848e-08,0.2627
2.64080e-08,0.2852
2.64313e-08,0.3284
2.64546e-08,0.4450
2.64778e-08,0.6253
2.65011e-08,0.7368
2.65244e-08,0.8038
2.65476e-08,0.8334
2.65709e-08,0.8423
2.65942e-08,0.8430
2.66174e-08,0.8536
2.66407e-08,0.8806
2.66640e-08,0.9126
2.66872e-08,0.9337
2.67105e-08,0.9351
2.67338e-08,0.9147
2.67570e-08,0.8763
2.67803e-08,0.8279
2.68036e-08,0.7816
2.68269e-08,0.7523
2.68501e-08,0.7493
2.68734e-08,0.7711
2.68967e-08,0.8085
2.69199e-08,0.8518
2.69432e-08,0.8921
2.69665e-08,0.9179
2.69897e-08,0.9228
2.70130e-08,0.9101
2.70363e-08,0.8629
2.70595e-08,0.7944
2.70828e-08,0.6368
2.71061e-08,0.4967
2.71293e-08,0.4103
2.71526e-08,0.3623
2.71759e-08,0.3371
2.71991e-08,0.3356
2.72224e-08,0.3341
2.72457e-08,0.3184
2.72689e-08,0.2901
2.72922e-08,0.2609
2.73155e-08,0.2439
2.73387e-08,0.2470
2.73620e-08,0.2710
2.73853e-08,0.3110
2.74085e-08,0.3580
2.74318e-08,0.3984
2.74551e-08,0.4190
2.74783e-08,0.4134
2.75016e-08,0.3859
2.75249e-08,0.3464
2.75481e-08,0.3039
2.75714e-08,0.2682
2.75947e-08,0.2493
2.76179e-08,0.2512
2.76412e-08,0.2681
2.76645e-08,0.2942
2.76877e-08,0.3497
2.77110e-08,0.4990
2.77343e-08,0.6600
2.77575e-08,0.7581
2.77808e-08,0.8117
2.78041e-08,0.8380
2.78273e-08,0.8429
2.78506e-08,0.8437
2.78739e-08,0.8599
2.78971e-08,0.8897
2.79204e-08,0.9200
2.79437e-08,0.9361
2.79669e-08,0.9314
2.79902e-08,0.9055
2.80135e-08,0.8634
2.80367e-08,0.8142
2.80600e-08,0.7714
2.80833e-08,0.7491
2.81065e-08,0.7537
2.81298e-08,0.7807
2.81531e-08,0.8206
2.81763e-08,0.8641
2.81996e-08,0.9013
2.82229e-08,0.9212
2.82461e-08,0.9204
2.82694e-08,0.9010
2.82927e-08,0.8478
2.83159e-08,0.7574
2.83392e-08,0.5964
2.83625e-08,0.4702
2.83857e-08,0.3941
2.84090e-08,0.3541
2.84323e-08,0.3375
2.84555e-08,0.3361
2.84788e-08,0.3316
2.85021e-08,0.3113
2.85253e-08,0.2811
2.85486e-08,0.2539
2.85719e-08,0.2422
2.85951e-08,0.2514
2.86184e-08,0.2806
2.86417e-08,0.3237
2.86649e-08,0.3703
2.86882e-08,0.4065
2.87115e-08,0.4200
2.87347e-08,0.4074
2.87580e-08,0.3755
2.87813e-08,0.3344
2.88045e-08,0.2929
2.88278e-08,0.2609
2.88511e-08,0.2478
2.88743e-08,0.2549
2.88976e-08,0.2741
2.89209e-08,0.3056
2.89441e-08,0.3782
2.89674e-08,0.5462
2.89907e-08,0.6908
2.90139e-08,0.7753
2.90372e-08,0.8212
2.90605e-08,0.8382
2.90838e-08,0.8406
2.91070e-08,0.8457
2.91303e-08,0.8664
2.91536e-08,0.8984
2.91768e-08,0.9262
2.92001e-08,0.9373
2.92234e-08,0.9268
2.92466e-08,0.8957
2.92699e-08,0.8506
2.92932e-08,0.8016
2.93164e-08,0.7631
2.93397e-08,0.7478
2.93630e-08,0.7591
2.93862e-08,0.7906
2.94095e-08,0.8324
2.94328e-08,0.8754
2.94560e-08,0.9087
2.94793e-08,0.9229
2.95026e-08,0.9172
2.95258e-08,0.8872
2.95491e-08,0.8292
2.95724e-08,0.7100
2.95956e-08,0.5575
2.96189e-08,0.4462
2.96422e-08,0.3841
2.96654e-08,0.3492
2.96887e-08,0.3379
2.97120e-08,0.3384
2.97352e-08,0.3284
2.97585e-08,0.3038
2.97818e-08,0.2729
2.98050e-08,0.2487
2.98283e-08,0.2426
2.98516e-08,0.2575
2.98748e-08,0.2913
2.98981e-08,0.3366
2.99214e-08,0.3817
2.99446e-08,0.4125
2.99679e-08,0.4184
2.99912e-08,0.3995
3.00144e-08,0.3642
3.00377e-08,0.3222
3.00610e-08,0.2823
3.00842e-08,0.2551
3.01075e-08,0.2482
3.01308e-08,0.2598
3.01540e-08,0.2802
3.01773e-08,0.3190
3.02006e-08,0.4180
3.02238e-08,0.5939
3.02471e-08,0.7211
3.02704e-08,0.7904
3.02936e-08,0.8262
3.03169e-08,0.8403
3.03402e-08,0.8406
3.03634e-08,0.8494
3.03867e-08,0.8748
3.04100e-08,0.9073
3.04332e-08,0.9315
3.04565e-08,0.9368
3.04798e-08,0.9201
3.05030e-08,0.8842
3.05263e-08,0.8367
3.05496e-08,0.7890
3.05728e-08,0.7557
3.05961e-08,0.7480
3.06194e-08,0.7661
3.06426e-08,0.8016
3.06659e-08,0.8445
3.06892e-08,0.8862
3.07124e-08,0.9150
3.07357e-08,0.9234
3.07590e-08,0.9131
3.07822e-08,0.8722
3.08055e-08,0.8059
3.08288e-08,0.6647
3.08520e-08,0.5133
3.08753e-08,0.4227
3.08986e-08,0.3676
3.09218e-08,0.3424
3.09451e-08,0.3368
3.09684e-08,0.3360
3.09916e-08,0.3228
3.10149e-08,0.2955
3.10382e-08,0.2652
3.10614e-08,0.2454
3.10847e-08,0.2449
3.11080e-08,0.2655
3.11312e-08,0.3034
3.11545e-08,0.3502
3.11778e-08,0.3927
3.12010e-08,0.4173
3.12243e-08,0.4158
3.12476e-08,0.3913
3.12708e-08,0.3531
3.12941e-08,0.3105
3.13174e-08,0.2729
3.13406e-08,0.2507
3.13639e-08,0.2495
3.13872e-08,0.2647
3.14105e-08,0.2885
3.14337e-08,0.3369
3.14570e-08,0.4639
3.14803e-08,0.6389
3.15035e-08,0.7447
3.15268e-08,0.8071
3.15501e-08,0.8365
3.15733e-08,0.8417
3.15966e-08,0.8430
3.16199e-08,0.8556
3.16431e-08,0.8839
3.16664e-08,0.9155
3.16897e-08,0.9349
3.17129e-08,0.9340
3.17362e-08,0.9114
3.17595e-08,0.8716
3.17827e-08,0.8228
3.18060e-08,0.7776
3.18293e-08,0.7507
3.18525e-08,0.7505
3.18758e-08,0.7744
3.18991e-08,0.8128
3.19223e-08,0.8563
3.19456e-08,0.8956
3.19689e-08,0.9193
3.19921e-08,0.9221
3.20154e-08,0.9071
3.20387e-08,0.8569
3.20619e-08,0.7820
3.20852e-08,0.6192
3.21085e-08,0.4827
3.21317e-08,0.4046
3.21550e-08,0.3592
3.21783e-08,0.3361
3.22015e-08,0.3362
3.22248e-08,0.3335
3.22481e-08,0.3158
3.22713e-08,0.2869
3.22946e-08,0.2584
3.23179e-08,0.2433
3.23411e-08,0.2485
3.23644e-08,0.2744
3.23877e-08,0.3157
3.24109e-08,0.3627
3.24342e-08,0.4016
3.24575e-08,0.4196
3.24807e-08,0.4114
3.25040e-08,0.3821
3.25273e-08,0.3419
3.25505e-08,0.2997
3.25738e-08,0.2653
3.25971e-08,0.2485
3.26203e-08,0.2524
3.26436e-08,0.2702
3.26669e-08,0.2978
3.26901e-08,0.3608
3.27134e-08,0.5160
3.27367e-08,0.6759
3.27599e-08,0.7688
3.27832e-08,0.8149
3.28065e-08,0.8396
3.28297e-08,0.8428
3.28530e-08,0.8447
3.28763e-08,0.8623
3.28995e-08,0.8930
3.29228e-08,0.9223
3.29461e-08,0.9365
3.29693e-08,0.9296
3.29926e-08,0.9017
3.30159e-08,0.8585
3.30391e-08,0.8093
3.30624e-08,0.7680
3.30857e-08,0.7482
3.31089e-08,0.7554
3.31322e-08,0.7841
3.31555e-08,0.8247
3.31787e-08,0.8682
3.32020e-08,0.9040
3.32253e-08,0.9220
3.32485e-08,0.9193
3.32718e-08,0.8974
3.32951e-08,0.8424
3.33183e-08,0.7424
3.33416e-08,0.5814
3.33649e-08,0.4582
3.33881e-08,0.3864
3.34114e-08,0.3515
3.34347e-08,0.3366
3.34579e-08,0.3355
3.34812e-08,0.3302
3.35045e-08,0.3085
3.35277e-08,0.2781
3.35510e-08,0.2520
3.35743e-08,0.2423
3.35975e-08,0.2536
3.36208e-08,0.2845
3.36441e-08,0.3285
3.36673e-08,0.3747
3.36906e-08,0.4090
3.37139e-08,0.4199
3.37372e-08,0.4049
3.37604e-08,0.3716
3.37837e-08,0.3301
3.38070e-08,0.2890
3.38302e-08,0.2585
3.38535e-08,0.2476
3.38768e-08,0.2564
3.39000e-08,0.2762
3.39233e-08,0.3099
3.39466e-08,0.3916
3.39698e-08,0.5651
3.39931e-08,0.7012
3.40164e-08,0.7816
3.40396e-08,0.8258
3.40629e-08,0.8392
3.40862e-08,0.8411
3.41094e-08,0.8470
3.41327e-08,0.8694
3.41560e-08,0.9017
3.41792e-08,0.9281
3.42025e-08,0.9371
3.42258e-08,0.9243
3.42490e-08,0.8913
3.42723e-08,0.8452
3.42956e-08,0.7966
3.43188e-08,0.7600
3.43421e-08,0.7476
3.43654e-08,0.7615
3.43886e-08,0.7947
3.44119e-08,0.8370
3.44352e-08,0.8796
3.44584e-08,0.9112
3.44817e-08,0.9233
3.45050e-08,0.9157
3.45282e-08,0.8817
3.45515e-08,0.8209
3.45748e-08,0.6969
3.45980e-08,0.5443
3.46213e-08,0.4389
3.46446e-08,0.3798
3.46678e-08,0.3461
3.46911e-08,0.3382
3.47144e-08,0.3382
3.47376e-08,0.3263
3.47609e-08,0.3006
3.47842e-08,0.2697
3.48074e-08,0.2470
3.48307e-08,0.2430
3.48540e-08,0.2601
3.48772e-08,0.2955
3.49005e-08,0.3414
3.49238e-08,0.3858
3.49470e-08,0.4143
3.49703e-08,0.4175
3.49936e-08,0.3965
3.50168e-08,0.3601
3.50401e-08,0.3179
3.50634e-08,0.2788
3.50866e-08,0.2533
3.51099e-08,0.2486
3.51332e-08,0.2617
3.51564e-08,0.2832
3.51797e-08,0.3240
3.52030e-08,0.4361
3.52262e-08,0.6079
3.52495e-08,0.7314
3.52728e-08,0.7945
3.52960e-08,0.8297
3.53193e-08,0.8401
3.53426e-08,0.8406
3.53658e-08,0.8511
3.53891e-08,0.8779
3.54124e-08,0.9103
3.54356e-08,0.9329
3.54589e-08,0.9360
3.54822e-08,0.9172
3.55054e-08,0.8797
3.55287e-08,0.8316
3.55520e-08,0.7847
3.55752e-08,0.7538
3.55985e-08,0.7489
3.56218e-08,0.7691
3.56450e-08,0.8058
3.56683e-08,0.8490
3.56916e-08,0.8899
3.57148e-08,0.9168
3.57381e-08,0.9230
3.57614e-08,0.9112
3.57846e-08,0.8663
3.58079e-08,0.7937
3.58312e-08,0.6474
3.58544e-08,0.5008
3.58777e-08,0.4142
3.59010e-08,0.3650
3.59242e-08,0.3418
3.59475e-08,0.3366
3.59708e-08,0.3357
3.59940e-08,0.3206
3.60173e-08,0.2923
3.60406e-08,0.2624
3.60638e-08,0.2443
3.60871e-08,0.2461
3.61104e-08,0.2688
3.61337e-08,0.3080
3.61569e-08,0.3550
3.61802e-08,0.3963
3.62035e-08,0.4183
3.62267e-08,0.4141
3.62500e-08,0.3877
3.62733e-08,0.3486
3.62965e-08,0.3061
3.63198e-08,0.2696
3.63431e-08,0.2495
3.63663e-08,0.2504
3.63896e-08,0.2668
3.64129e-08,0.2918
3.64361e-08,0.3450
3.64594e-08,0.4839
3.64827e-08,0.6527
3.65059e-08,0.7517
3.65292e-08,0.8106
3.65525e-08,0.8364
3.65757e-08,0.8422
3.65990e-08,0.8431
3.66223e-08,0.8578
3.66455e-08,0.8873
3.66688e-08,0.9183
3.66921e-08,0.9358
3.67153e-08,0.9326
3.67386e-08,0.9080
3.67619e-08,0.8669
3.67851e-08,0.8178
3.68084e-08,0.7738
3.68317e-08,0.7494
3.68549e-08,0.7520
3.68782e-08,0.7778
3.69015e-08,0.8172
3.69247e-08,0.8607
3.69480e-08,0.8988
3.69713e-08,0.9205
3.69945e-08,0.9212
3.70178e-08,0.9034
3.70411e-08,0.8511
3.70643e-08,0.7651
3.70876e-08,0.6035
3.71109e-08,0.4732
3.71341e-08,0.3989
3.71574e-08,0.3541
3.71807e-08,0.3360
3.72039e-08,0.3366
3.72272e-08,0.3320
3.72505e-08,0.3131
3.72737e-08,0.2837
3.72970e-08,0.2560
3.73203e-08,0.2428
3.73435e-08,0.2503
3.73668e-08,0.2781
3.73901e-08,0.3205
3.74133e-08,0.3673
3.74366e-08,0.4045
3.74599e-08,0.4199
3.74831e-08,0.4092
3.75064e-08,0.3783
3.75297e-08,0.3375
3.75529e-08,0.2956
3.75762e-08,0.2625
3.75995e-08,0.2479
3.76227e-08,0.2536
3.76460e-08,0.2723
3.76693e-08,0.3021
3.76925e-08,0.3716
3.77158e-08,0.5359
3.77391e-08,0.6886
3.77623e-08,0.7750
3.77856e-08,0.8201
3.78089e-08,0.8405
3.78321e-08,0.8426
3.78554e-08,0.8458
3.78787e-08,0.8649
3.79019e-08,0.8962
3.79252e-08,0.9244
3.79485e-08,0.9366
3.79717e-08,0.9275
3.79950e-08,0.8978
3.80183e-08,0.8535
3.80415e-08,0.8044
3.80648e-08,0.7647
3.80881e-08,0.7476
3.81113e-08,0.7573
3.81346e-08,0.7877
3.81579e-08,0.8290
3.81811e-08,0.8723
3.82044e-08,0.9067
3.82277e-08,0.9226
3.82509e-08,0.9182
3.82742e-08,0.8920
3.82975e-08,0.8354
3.83207e-08,0.7247
3.83440e-08,0.5675
3.83673e-08,0.4483
3.83905e-08,0.3817
3.84138e-08,0.3481
3.84371e-08,0.3348
3.84603e-08,0.3356
3.84836e-08,0.3288
3.85069e-08,0.3055
3.85302e-08,0.2749
3.85534e-08,0.2500
3.85767e-08,0.2424
3.86000e-08,0.2559
3.86232e-08,0.2886
3.86465e-08,0.3334
3.86698e-08,0.3791
3.86930e-08,0.4114
3.87163e-08,0.4193
3.87396e-08,0.4019
3.87628e-08,0.3674
3.87861e-08,0.3254
3.88094e-08,0.2849
3.88326e-08,0.2563
3.88559e-08,0.2477
3.88792e-08,0.2582
3.89024e-08,0.2784
3.89257e-08,0.3151
3.89490e-08,0.4069
3.89722e-08,0.5842
3.89955e-08,0.7103
3.90188e-08,0.7869
3.90420e-08,0.8275
3.90653e-08,0.8409
3.90886e-08,0.8408
3.91118e-08,0.8486
3.91351e-08,0.8728
3.91584e-08,0.9050
3.91816e-08,0.9301
3.92049e-08,0.9368
3.92282e-08,0.9217
3.92514e-08,0.8868
3.92747e-08,0.8398
3.92980e-08,0.7918
3.93212e-08,0.7573
3.93445e-08,0.7478
3.93678e-08,0.7643
3.93910e-08,0.7989
3.94143e-08,0.8416
3.94376e-08,0.8837
3.94608e-08,0.9135
3.94841e-08,0.9232
3.95074e-08,0.9140
3.95306e-08,0.8759
3.95539e-08,0.8153
3.95772e-08,0.6791
3.96004e-08,0.5282
3.96237e-08,0.4302
3.96470e-08,0.3741
3.96702e-08,0.3448
3.96935e-08,0.3381
3.97168e-08,0.3369
3.97400e-08,0.3242
3.97633e-08,0.2974
3.97866e-08,0.2667
3.98098e-08,0.2456
3.98331e-08,0.2437
3.98564e-08,0.2629
3.98796e-08,0.2998
3.99029e-08,0.3462
3.99262e-08,0.3896
3.99494e-08,0.4159
3.99727e-08,0.4164
3.99960e-08,0.3933
4.00192e-08,0.3559
4.00425e-08,0.3136
4.00658e-08,0.2754
4.00890e-08,0.2518
4.01123e-08,0.2492
4.01356e-08,0.2636
4.01588e-08,0.2863
4.01821e-08,0.3325
4.02054e-08,0.4545
4.02286e-08,0.6230
4.02519e-08,0.7381
4.02752e-08,0.8003
4.02984e-08,0.8313
4.03217e-08,0.8399
4.03450e-08,0.8410
4.03682e-08,0.8530
4.03915e-08,0.8811
4.04148e-08,0.9132
4.04380e-08,0.9341
4.04613e-08,0.9350
4.04846e-08,0.9140
4.05078e-08,0.8752
4.05311e-08,0.8266
4.05544e-08,0.7807
4.05776e-08,0.7522
4.06009e-08,0.7500
4.06242e-08,0.7723
4.06474e-08,0.8100
4.06707e-08,0.8534
4.06940e-08,0.8933
4.07173e-08,0.9182
4.07405e-08,0.9223
4.07638e-08,0.9092
4.07871e-08,0.8604
4.08103e-08,0.7866
4.08336e-08,0.6305
4.08569e-08,0.4896
4.08801e-08,0.4085
4.09034e-08,0.3624
4.09267e-08,0.3392
4.09499e-08,0.3373
4.09732e-08,0.3352
4.09965e-08,0.3180
4.10197e-08,0.2889
4.10430e-08,0.2597
4.10663e-08,0.2435
4.10895e-08,0.2475
4.11128e-08,0.2722
4.11361e-08,0.3127
4.11593e-08,0.3597
4.11826e-08,0.3996
4.12059e-08,0.4191
4.12291e-08,0.4122
4.12524e-08,0.3839
4.12757e-08,0.3442
4.12989e-08,0.3018
4.13222e-08,0.2665
4.13455e-08,0.2486
4.13687e-08,0.2515
4.13920e-08,0.2690
4.14153e-08,0.2955
4.14385e-08,0.3537
4.14618e-08,0.5024
4.14851e-08,0.6643
4.15083e-08,0.7576
4.15316e-08,0.8130
4.15549e-08,0.8382
4.15781e-08,0.8414
4.16014e-08,0.8435
4.16247e-08,0.8603
4.16479e-08,0.8907
4.16712e-08,0.9209
4.16945e-08,0.9365
4.17177e-08,0.9311
4.17410e-08,0.9045
4.17643e-08,0.8621
4.17875e-08,0.8128
4.18108e-08,0.7702
4.18341e-08,0.7485
4.18573e-08,0.7538
4.18806e-08,0.7814
4.19039e-08,0.8216
4.19271e-08,0.8651
4.19504e-08,0.9019
4.19737e-08,0.9214
4.19969e-08,0.9201
4.20202e-08,0.8990
4.20435e-08,0.8456
4.20667e-08,0.7482
4.20900e-08,0.5881
4.21133e-08,0.4640
4.21365e-08,0.3900
4.21598e-08,0.3511
4.21831e-08,0.3362
4.22063e-08,0.3358
4.22296e-08,0.3310
4.22529e-08,0.3104
4.22761e-08,0.2805
4.22994e-08,0.2538
4.23227e-08,0.2426
4.23459e-08,0.2522
4.23692e-08,0.2819
4.23925e-08,0.3253
4.24157e-08,0.3718
4.24390e-08,0.4073
4.24623e-08,0.4199
4.24855e-08,0.4067
4.25088e-08,0.3743
4.25321e-08,0.3330
4.25553e-08,0.2914
4.25786e-08,0.2599
4.26019e-08,0.2476
4.26251e-08,0.2551
4.26484e-08,0.2744
4.26717e-08,0.3064
4.26949e-08,0.3857
4.27182e-08,0.5533
4.27415e-08,0.6997
4.27647e-08,0.7826
4.27880e-08,0.8226
4.28113e-08,0.8411
4.28345e-08,0.8430
4.28578e-08,0.8467
4.28811e-08,0.8677
4.29043e-08,0.8996
4.29276e-08,0.9265
4.29509e-08,0.9367
4.29742e-08,0.9253
4.29974e-08,0.8937
4.30207e-08,0.8483
4.30440e-08,0.7995
4.30672e-08,0.7615
4.30905e-08,0.7472
4.31138e-08,0.7595
4.31370e-08,0.7916
4.31603e-08,0.8335
4.31836e-08,0.8765
4.32068e-08,0.9094
4.32301e-08,0.9231
4.32534e-08,0.9168
4.32766e-08,0.8865
4.32999e-08,0.8290
4.33232e-08,0.7084
4.33464e-08,0.5537
4.33697e-08,0.4408
4.33930e-08,0.3770
4.34162e-08,0.3434
4.34395e-08,0.3349
4.34628e-08,0.3356
4.34860e-08,0.3267
4.35093e-08,0.3025
4.35326e-08,0.2718
4.35558e-08,0.2483
4.35791e-08,0.2428
4.36024e-08,0.2584
4.36256e-08,0.2928
4.36489e-08,0.3383
4.36722e-08,0.3833
4.36954e-08,0.4134
4.37187e-08,0.4186
4.37420e-08,0.3990
4.37652e-08,0.3632
4.37885e-08,0.3210
4.38118e-08,0.2812
4.38350e-08,0.2543
4.38583e-08,0.2479
4.38816e-08,0.2600
4.39048e-08,0.2812
4.39281e-08,0.3210
4.39514e-08,0.4236
4.39746e-08,0.5999
4.39979e-08,0.7193
4.40212e-08,0.7944
4.40444e-08,0.8302
4.40677e-08,0.8411
4.40910e-08,0.8409
4.41142e-08,0.8506
4.41375e-08,0.8759
4.41608e-08,0.9082
4.41840e-08,0.9317
4.42073e-08,0.9362
4.42306e-08,0.9188
4.42538e-08,0.8823
4.42771e-08,0.8346
4.43004e-08,0.7873
4.43236e-08,0.7551
4.43469e-08,0.7484
4.43702e-08,0.7672
4.43934e-08,0.8030
4.44167e-08,0.8461
4.44400e-08,0.8875
4.44632e-08,0.9154
4.44865e-08,0.9230
4.45098e-08,0.9122
4.45330e-08,0.8702
4.45563e-08,0.8035
4.45796e-08,0.6597
4.46028e-08,0.5132
4.46261e-08,0.4229
4.46494e-08,0.3709
4.46726e-08,0.3435
4.46959e-08,0.3368
4.47192e-08,0.3363
4.47424e-08,0.3219
4.47657e-08,0.2941
4.47890e-08,0.2638
4.48122e-08,0.2444
4.48355e-08,0.2447
4.48588e-08,0.2660
4.48820e-08,0.3042
4.49053e-08,0.3511
4.49286e-08,0.3933
4.49518e-08,0.4172
4.49751e-08,0.4151
4.49984e-08,0.3900
4.50216e-08,0.3517
4.50449e-08,0.3093
4.50682e-08,0.2721
4.50914e-08,0.2505
4.51147e-08,0.2499
4.51380e-08,0.2655
4.51612e-08,0.2896
4.51845e-08,0.3408
4.52078e-08,0.4706
4.52310e-08,0.6364
4.52543e-08,0.7466
4.52776e-08,0.8030
4.53008e-08,0.8324
4.53241e-08,0.8397
4.53474e-08,0.8413
4.53707e-08,0.8553
4.53939e-08,0.8845
4.54172e-08,0.9161
4.54405e-08,0.9352
4.54637e-08,0.9339
4.54870e-08,0.9108
4.55103e-08,0.8705
4.55335e-08,0.8216
4.55568e-08,0.7769
4.55801e-08,0.7508
4.56033e-08,0.7514
4.56266e-08,0.7757
4.56499e-08,0.8143
4.56731e-08,0.8578
4.56964e-08,0.8965
4.57197e-08,0.9194
4.57429e-08,0.9214
4.57662e-08,0.9059
4.57895e-08,0.8543
4.58127e-08,0.7730
4.58360e-08,0.6076
4.58593e-08,0.4769
4.58825e-08,0.4029
4.59058e-08,0.3574
4.59291e-08,0.3389
4.59523e-08,0.3377
4.59756e-08,0.3339
4.59989e-08,0.3152
4.60221e-08,0.2856
4.60454e-08,0.2572
4.60687e-08,0.2429
4.60919e-08,0.2491
4.61152e-08,0.2758
4.61385e-08,0.3175
4.61617e-08,0.3644
4.61850e-08,0.4027
4.62083e-08,0.4195
4.62315e-08,0.4100
4.62548e-08,0.3801
4.62781e-08,0.3397
4.63013e-08,0.2976
4.63246e-08,0.2637
4.63479e-08,0.2479
4.63711e-08,0.2528
4.63944e-08,0.2711
4.64177e-08,0.2992
4.64409e-08,0.3648
4.64642e-08,0.5202
4.64875e-08,0.6765
4.65107e-08,0.7647
4.65340e-08,0.8157
4.65573e-08,0.8382
4.65805e-08,0.8409
4.66038e-08,0.8443
4.66271e-08,0.8627
4.66503e-08,0.8940
4.66736e-08,0.9233
4.66969e-08,0.9370
4.67201e-08,0.9294
4.67434e-08,0.9008
4.67667e-08,0.8572
4.67899e-08,0.8079
4.68132e-08,0.7668
4.68365e-08,0.7478
4.68597e-08,0.7557
4.68830e-08,0.7851
4.69063e-08,0.8260
4.69295e-08,0.8694
4.69528e-08,0.9048
4.69761e-08,0.9222
4.69993e-08,0.9189
4.70226e-08,0.8948
4.70459e-08,0.8396
4.70691e-08,0.7317
4.70924e-08,0.5731
4.71157e-08,0.4528
4.71389e-08,0.3848
4.71622e-08,0.3494
4.71855e-08,0.3354
4.72087e-08,0.3361
4.72320e-08,0.3299
4.72553e-08,0.3076
4.72785e-08,0.2773
4.73018e-08,0.2516
4.73251e-08,0.2425
4.73483e-08,0.2544
4.73716e-08,0.2859
4.73949e-08,0.3303
4.74181e-08,0.3763
4.74414e-08,0.4098
4.74647e-08,0.4196
4.74879e-08,0.4038
4.75112e-08,0.3701
4.75345e-08,0.3283
4.75577e-08,0.2873
4.75810e-08,0.2575
4.76043e-08,0.2474
4.76275e-08,0.2568
4.76508e-08,0.2767
4.76741e-08,0.3110
4.76973e-08,0.3983
4.77206e-08,0.5702
4.77439e-08,0.7104
4.77672e-08,0.7876
4.77904e-08,0.8267
4.78137e-08,0.8417
4.78370e-08,0.8426
4.78602e-08,0.8480
4.78835e-08,0.8708
4.79068e-08,0.9029
4.79300e-08,0.9286
4.79533e-08,0.9366
4.79766e-08,0.9229
4.79998e-08,0.8894
4.80231e-08,0.8430
4.80464e-08,0.7946
4.80696e-08,0.7585
4.80929e-08,0.7471
4.81162e-08,0.7620
4.81394e-08,0.7956
4.81627e-08,0.8380
4.81860e-08,0.8806
4.82092e-08,0.9119
4.82325e-08,0.9234
4.82558e-08,0.9153
4.82790e-08,0.8808
4.83023e-08,0.8200
4.83256e-08,0.6914
4.83488e-08,0.5401
4.83721e-08,0.4336
4.83954e-08,0.3720
4.84186e-08,0.3412
4.84419e-08,0.3352
4.84652e-08,0.3354
4.84884e-08,0.3247
4.85117e-08,0.2993
4.85350e-08,0.2688
4.85582e-08,0.2467
4.85815e-08,0.2434
4.86048e-08,0.2611
4.86280e-08,0.2970
4.86513e-08,0.3432
4.86746e-08,0.3873
4.86978e-08,0.4152
4.87211e-08,0.4176
4.87444e-08,0.3959
4.87676e-08,0.3591
4.87909e-08,0.3166
4.88142e-08,0.2776
4.88374e-08,0.2527
4.88607e-08,0.2484
4.88840e-08,0.2619
4.89072e-08,0.2841
4.89305e-08,0.3273
4.89538e-08,0.4416
4.89770e-08,0.6153
4.90003e-08,0.7312
4.90236e-08,0.7988
4.90468e-08,0.8332
4.90701e-08,0.8413
4.90934e-08,0.8415
4.91166e-08,0.8525
4.91399e-08,0.8792
4.91632e-08,0.9113
4.91864e-08,0.9331
4.92097e-08,0.9353
4.92330e-08,0.9156
4.92562e-08,0.8776
4.92795e-08,0.8294
4.93028e-08,0.7829
4.93260e-08,0.7530
4.93493e-08,0.7493
4.93726e-08,0.7703
4.93958e-08,0.8073
4.94191e-08,0.8506
4.94424e-08,0.8911
4.94656e-08,0.9172
4.94889e-08,0.9225
4.95122e-08,0.9103
4.95354e-08,0.8643
4.95587e-08,0.7975
4.95820e-08,0.6430
4.96052e-08,0.5021
4.96285e-08,0.4156
4.96518e-08,0.3676
4.96750e-08,0.3419
4.96983e-08,0.3366
4.97216e-08,0.3355
4.97448e-08,0.3194
4.97681e-08,0.2907
