.HEADER
..NAMES
Time,V U1.V5
2.0708e-09,0.4874
2.0940e-09,0.4862
2.1173e-09,0.4895
2.1406e-09,0.5044
2.1638e-09,0.5363
2.1871e-09,0.5862
2.2104e-09,0.6561
2.2336e-09,0.7418
2.2569e-09,0.8360
2.2802e-09,0.9316
2.3034e-09,1.0218
2.3267e-09,1.1022
2.3500e-09,1.1703
2.3732e-09,1.2239
2.3965e-09,1.2631
2.4198e-09,1.2903
2.4430e-09,1.3089
2.4663e-09,1.3215
2.4896e-09,1.3290
2.5128e-09,1.3304
2.5361e-09,1.3249
2.5594e-09,1.3146
2.5826e-09,1.3027
2.6059e-09,1.2906
2.6292e-09,1.2793
2.6524e-09,1.2688
2.6757e-09,1.2569
2.6990e-09,1.2415
2.7222e-09,1.2220
2.7455e-09,1.1992
2.7688e-09,1.1748
2.7920e-09,1.1505
2.8153e-09,1.1285
2.8386e-09,1.1114
2.8618e-09,1.0845
2.8851e-09,1.0369
2.9084e-09,0.9160
2.9316e-09,0.7577
2.9549e-09,0.6428
2.9782e-09,0.5670
3.0014e-09,0.5221
3.0247e-09,0.4988
3.0480e-09,0.4901
3.0712e-09,0.4891
3.0945e-09,0.4914
3.1178e-09,0.4938
3.1410e-09,0.4953
3.1643e-09,0.4975
3.1876e-09,0.5022
3.2108e-09,0.5101
3.2341e-09,0.5205
3.2574e-09,0.5306
3.2806e-09,0.5399
3.3039e-09,0.5475
3.3272e-09,0.5531
3.3504e-09,0.5567
3.3737e-09,0.5537
3.3970e-09,0.5354
3.4202e-09,0.4983
3.4435e-09,0.4436
3.4668e-09,0.3741
3.4901e-09,0.2970
3.5133e-09,0.2203
3.5366e-09,0.1500
3.5599e-09,0.0907
3.5831e-09,0.0447
3.6064e-09,0.0123
3.6297e-09,-0.0080
3.6529e-09,-0.0200
3.6762e-09,-0.0290
3.6995e-09,-0.0385
3.7227e-09,-0.0498
3.7460e-09,-0.0618
3.7693e-09,-0.0723
3.7925e-09,-0.0802
3.8158e-09,-0.0864
3.8391e-09,-0.0914
3.8623e-09,-0.0943
3.8856e-09,-0.0938
3.9089e-09,-0.0885
3.9321e-09,-0.0765
3.9554e-09,-0.0581
3.9787e-09,-0.0351
4.0019e-09,-0.0099
4.0252e-09,0.0147
4.0485e-09,0.0362
4.0717e-09,0.0520
4.0950e-09,0.0599
4.1183e-09,0.0592
4.1415e-09,0.0519
4.1648e-09,0.0414
4.1881e-09,0.0316
4.2113e-09,0.0256
4.2346e-09,0.0236
4.2579e-09,0.0248
4.2811e-09,0.0276
4.3044e-09,0.0306
4.3277e-09,0.0328
4.3509e-09,0.0338
4.3742e-09,0.0333
4.3975e-09,0.0308
4.4207e-09,0.0260
4.4440e-09,0.0192
4.4673e-09,0.0112
4.4905e-09,0.0025
4.5138e-09,-0.0066
4.5371e-09,-0.0156
4.5603e-09,-0.0234
4.5836e-09,-0.0285
4.6069e-09,-0.0295
4.6301e-09,-0.0259
4.6534e-09,-0.0187
4.6767e-09,-0.0101
4.6999e-09,-0.0023
4.7232e-09,0.0028
4.7465e-09,0.0046
4.7697e-09,0.0034
4.7930e-09,0.0003
4.8163e-09,-0.0036
4.8395e-09,-0.0073
4.8628e-09,-0.0097
4.8861e-09,-0.0099
4.9093e-09,-0.0080
4.9326e-09,-0.0046
4.9559e-09,0.0045
4.9791e-09,0.0388
5.0024e-09,0.1351
5.0257e-09,0.3029
5.0489e-09,0.4307
5.0722e-09,0.5232
5.0955e-09,0.5909
5.1187e-09,0.6283
5.1420e-09,0.6464
5.1653e-09,0.6523
5.1885e-09,0.6531
5.2118e-09,0.6528
5.2351e-09,0.6529
5.2583e-09,0.6541
5.2816e-09,0.6553
5.3049e-09,0.6557
5.3281e-09,0.6544
5.3514e-09,0.6491
5.3747e-09,0.6210
5.3979e-09,0.5406
5.4212e-09,0.3861
5.4445e-09,0.2386
5.4677e-09,0.1250
5.4910e-09,0.0559
5.5143e-09,0.0331
5.5375e-09,0.0486
5.5608e-09,0.0953
5.5841e-09,0.1588
5.6073e-09,0.2287
5.6306e-09,0.2970
5.6539e-09,0.3585
5.6771e-09,0.4104
5.7004e-09,0.4524
5.7237e-09,0.4843
5.7469e-09,0.5062
5.7702e-09,0.5205
5.7935e-09,0.5306
5.8168e-09,0.5383
5.8400e-09,0.5457
5.8633e-09,0.5519
5.8866e-09,0.5495
5.9098e-09,0.5335
5.9331e-09,0.5023
5.9564e-09,0.4541
5.9796e-09,0.3912
6.0029e-09,0.3191
6.0262e-09,0.2425
6.0494e-09,0.1666
6.0727e-09,0.0966
6.0960e-09,0.0363
6.1192e-09,-0.0116
6.1425e-09,-0.0471
6.1658e-09,-0.0721
6.1890e-09,-0.0890
6.2123e-09,-0.0994
6.2356e-09,-0.1048
6.2588e-09,-0.1058
6.2821e-09,-0.1036
6.3054e-09,-0.1008
6.3286e-09,-0.0992
6.3519e-09,-0.0989
6.3752e-09,-0.0992
6.3984e-09,-0.0985
6.4217e-09,-0.0942
6.4450e-09,-0.0843
6.4682e-09,-0.0686
6.4915e-09,-0.0477
6.5148e-09,-0.0231
6.5380e-09,0.0032
6.5613e-09,0.0282
6.5846e-09,0.0487
6.6078e-09,0.0623
6.6311e-09,0.0826
6.6544e-09,0.1394
6.6776e-09,0.2771
6.7009e-09,0.4259
6.7242e-09,0.5308
6.7474e-09,0.6033
6.7707e-09,0.6476
6.7940e-09,0.6677
6.8172e-09,0.6760
6.8405e-09,0.6797
6.8638e-09,0.6827
6.8870e-09,0.6857
6.9103e-09,0.6885
6.9336e-09,0.6890
6.9568e-09,0.6849
6.9801e-09,0.6754
7.0034e-09,0.6616
7.0266e-09,0.6461
7.0499e-09,0.6314
7.0732e-09,0.6198
7.0964e-09,0.6115
7.1197e-09,0.6073
7.1430e-09,0.6138
7.1662e-09,0.6360
7.1895e-09,0.6759
7.2128e-09,0.7329
7.2360e-09,0.8041
7.2593e-09,0.8823
7.2826e-09,0.9599
7.3058e-09,1.0303
7.3291e-09,1.0888
7.3524e-09,1.1334
7.3756e-09,1.1640
7.3989e-09,1.1825
7.4222e-09,1.1932
7.4454e-09,1.1807
7.4687e-09,1.1395
7.4920e-09,1.0179
7.5152e-09,0.8720
7.5385e-09,0.7612
7.5618e-09,0.6946
7.5850e-09,0.6523
7.6083e-09,0.6278
7.6316e-09,0.6126
7.6548e-09,0.5990
7.6781e-09,0.5837
7.7014e-09,0.5635
7.7246e-09,0.5388
7.7479e-09,0.5126
7.7712e-09,0.4889
7.7944e-09,0.4702
7.8177e-09,0.4577
7.8410e-09,0.4505
7.8642e-09,0.4493
7.8875e-09,0.4537
7.9108e-09,0.4627
7.9340e-09,0.4742
7.9573e-09,0.4813
7.9806e-09,0.4734
8.0038e-09,0.4461
8.0271e-09,0.3995
8.0504e-09,0.3365
8.0736e-09,0.2645
8.0969e-09,0.1920
8.1202e-09,0.1261
8.1435e-09,0.0718
8.1667e-09,0.0317
8.1900e-09,0.0064
8.2133e-09,-0.0058
8.2365e-09,-0.0095
8.2598e-09,-0.0104
8.2831e-09,-0.0126
8.3063e-09,-0.0177
8.3296e-09,-0.0255
8.3529e-09,-0.0343
8.3761e-09,-0.0436
8.3994e-09,-0.0540
8.4227e-09,-0.0654
8.4459e-09,-0.0758
8.4692e-09,-0.0829
8.4925e-09,-0.0839
8.5157e-09,-0.0766
8.5390e-09,-0.0606
8.5623e-09,-0.0382
8.5855e-09,-0.0123
8.6088e-09,0.0136
8.6321e-09,0.0364
8.6553e-09,0.0525
8.6786e-09,0.0594
8.7019e-09,0.0605
8.7251e-09,0.0795
8.7484e-09,0.1598
8.7717e-09,0.3024
8.7949e-09,0.4277
8.8182e-09,0.5166
8.8415e-09,0.5811
8.8647e-09,0.6255
8.8880e-09,0.6518
8.9113e-09,0.6683
8.9345e-09,0.6799
8.9578e-09,0.6889
8.9811e-09,0.6942
9.0043e-09,0.6955
9.0276e-09,0.6911
9.0509e-09,0.6809
9.0741e-09,0.6654
9.0974e-09,0.6459
9.1207e-09,0.6032
9.1439e-09,0.5255
9.1672e-09,0.3661
9.1905e-09,0.2168
9.2137e-09,0.1131
9.2370e-09,0.0454
9.2603e-09,0.0294
9.2835e-09,0.0557
9.3068e-09,0.1053
9.3301e-09,0.1708
9.3533e-09,0.2387
9.3766e-09,0.3024
9.3999e-09,0.3575
9.4231e-09,0.4026
9.4464e-09,0.4390
9.4697e-09,0.4678
9.4929e-09,0.4898
9.5162e-09,0.5070
9.5395e-09,0.5222
9.5627e-09,0.5364
9.5860e-09,0.5507
9.6093e-09,0.5640
9.6325e-09,0.5685
9.6558e-09,0.5577
9.6791e-09,0.5289
9.7023e-09,0.4796
9.7256e-09,0.4120
9.7489e-09,0.3327
9.7721e-09,0.2484
9.7954e-09,0.1657
9.8187e-09,0.0910
9.8419e-09,0.0287
9.8652e-09,-0.0185
9.8885e-09,-0.0509
9.9117e-09,-0.0716
9.9350e-09,-0.0840
9.9583e-09,-0.0912
9.9815e-09,-0.0954
1.00048e-08,-0.0975
1.00281e-08,-0.0980
1.00513e-08,-0.0985
1.00746e-08,-0.1004
1.00979e-08,-0.1032
1.01211e-08,-0.1059
1.01444e-08,-0.1071
1.01677e-08,-0.1036
1.01909e-08,-0.0934
1.02142e-08,-0.0761
1.02375e-08,-0.0524
1.02607e-08,-0.0243
1.02840e-08,0.0054
1.03073e-08,0.0334
1.03305e-08,0.0559
1.03538e-08,0.0701
1.03771e-08,0.0865
1.04003e-08,0.1348
1.04236e-08,0.2617
1.04469e-08,0.4112
1.04702e-08,0.5150
1.04934e-08,0.5901
1.05167e-08,0.6351
1.05400e-08,0.6617
1.05632e-08,0.6736
1.05865e-08,0.6804
1.06098e-08,0.6861
1.06330e-08,0.6908
1.06563e-08,0.6943
1.06796e-08,0.6948
1.07028e-08,0.6900
1.07261e-08,0.6793
1.07494e-08,0.6638
1.07726e-08,0.6351
1.07959e-08,0.5893
1.08192e-08,0.4699
1.08424e-08,0.3070
1.08657e-08,0.1662
1.08890e-08,0.0668
1.09122e-08,0.0179
1.09355e-08,0.0206
1.09588e-08,0.0597
1.09820e-08,0.1227
1.10053e-08,0.1964
1.10286e-08,0.2697
1.10518e-08,0.3353
1.10751e-08,0.3895
1.10984e-08,0.4323
1.11216e-08,0.4648
1.11449e-08,0.4883
1.11682e-08,0.5047
1.11914e-08,0.5174
1.12147e-08,0.5292
1.12380e-08,0.5417
1.12612e-08,0.5555
1.12845e-08,0.5663
1.13078e-08,0.5658
1.13310e-08,0.5494
1.13543e-08,0.5143
1.13776e-08,0.4592
1.14008e-08,0.3880
1.14241e-08,0.3070
1.14474e-08,0.2223
1.14706e-08,0.1405
1.14939e-08,0.0676
1.15172e-08,0.0081
1.15404e-08,-0.0361
1.15637e-08,-0.0658
1.15870e-08,-0.0842
1.16102e-08,-0.0943
1.16335e-08,-0.0988
1.16568e-08,-0.0998
1.16800e-08,-0.0985
1.17033e-08,-0.0966
1.17266e-08,-0.0962
1.17498e-08,-0.0982
1.17731e-08,-0.1015
1.17964e-08,-0.1047
1.18196e-08,-0.1054
1.18429e-08,-0.1005
1.18662e-08,-0.0885
1.18894e-08,-0.0694
1.19127e-08,-0.0443
1.19360e-08,-0.0154
1.19592e-08,0.0144
1.19825e-08,0.0415
1.20058e-08,0.0621
1.20290e-08,0.0756
1.20523e-08,0.1022
1.20756e-08,0.1816
1.20988e-08,0.3329
1.21221e-08,0.4624
1.21454e-08,0.5561
1.21686e-08,0.6150
1.21919e-08,0.6485
1.22152e-08,0.6664
1.22384e-08,0.6741
1.22617e-08,0.6797
1.22850e-08,0.6857
1.23082e-08,0.6907
1.23315e-08,0.6943
1.23548e-08,0.6939
1.23780e-08,0.6877
1.24013e-08,0.6753
1.24246e-08,0.6588
1.24478e-08,0.6192
1.24711e-08,0.5588
1.24944e-08,0.4007
1.25176e-08,0.2393
1.25409e-08,0.1220
1.25642e-08,0.0437
1.25874e-08,0.0116
1.26107e-08,0.0309
1.26340e-08,0.0817
1.26572e-08,0.1513
1.26805e-08,0.2264
1.27038e-08,0.2985
1.27270e-08,0.3608
1.27503e-08,0.4106
1.27736e-08,0.4490
1.27968e-08,0.4772
1.28201e-08,0.4967
1.28434e-08,0.5101
1.28667e-08,0.5266
1.28899e-08,0.5806
1.29132e-08,0.7751
1.29365e-08,0.9756
1.29597e-08,1.1187
1.29830e-08,1.2020
1.30063e-08,1.2183
1.30295e-08,1.1952
1.30528e-08,1.1384
1.30761e-08,1.0613
1.30993e-08,0.9742
1.31226e-08,0.8850
1.31459e-08,0.8010
1.31691e-08,0.7265
1.31924e-08,0.6630
1.32157e-08,0.6109
1.32389e-08,0.5701
1.32622e-08,0.5400
1.32855e-08,0.4998
1.33087e-08,0.4351
1.33320e-08,0.2881
1.33553e-08,0.1451
1.33785e-08,0.0429
1.34018e-08,-0.0293
1.34251e-08,-0.0489
1.34483e-08,-0.0212
1.34716e-08,0.0360
1.34949e-08,0.1154
1.35181e-08,0.2038
1.35414e-08,0.2925
1.35647e-08,0.3756
1.35879e-08,0.4498
1.36112e-08,0.5131
1.36345e-08,0.5638
1.36577e-08,0.6011
1.36810e-08,0.6259
1.37043e-08,0.6411
1.37275e-08,0.6478
1.37508e-08,0.6479
1.37741e-08,0.6420
1.37973e-08,0.6256
1.38206e-08,0.5959
1.38439e-08,0.5526
1.38671e-08,0.4947
1.38904e-08,0.4247
1.39137e-08,0.3471
1.39369e-08,0.2656
1.39602e-08,0.1848
1.39835e-08,0.1093
1.40067e-08,0.0429
1.40300e-08,-0.0114
1.40533e-08,-0.0532
1.40765e-08,-0.0838
1.40998e-08,-0.1052
1.41231e-08,-0.1190
1.41463e-08,-0.1267
1.41696e-08,-0.1293
1.41929e-08,-0.1278
1.42161e-08,-0.1239
1.42394e-08,-0.1193
1.42627e-08,-0.1141
1.42859e-08,-0.1082
1.43092e-08,-0.1009
1.43325e-08,-0.0907
1.43557e-08,-0.0768
1.43790e-08,-0.0592
1.44023e-08,-0.0383
1.44255e-08,-0.0152
1.44488e-08,0.0090
1.44721e-08,0.0321
1.44953e-08,0.0517
1.45186e-08,0.0657
1.45419e-08,0.0736
1.45651e-08,0.0754
1.45884e-08,0.0728
1.46117e-08,0.0674
1.46349e-08,0.0608
1.46582e-08,0.0538
1.46815e-08,0.0471
1.47047e-08,0.0411
1.47280e-08,0.0361
1.47513e-08,0.0321
1.47745e-08,0.0291
1.47978e-08,0.0265
1.48211e-08,0.0234
1.48443e-08,0.0196
1.48676e-08,0.0150
1.48909e-08,0.0093
1.49141e-08,0.0025
1.49374e-08,-0.0054
1.49607e-08,-0.0137
1.49839e-08,-0.0215
1.50072e-08,-0.0275
1.50305e-08,-0.0306
1.50537e-08,-0.0304
1.50770e-08,-0.0274
1.51003e-08,-0.0224
1.51236e-08,-0.0166
1.51468e-08,-0.0110
1.51701e-08,-0.0062
1.51934e-08,-0.0027
1.52166e-08,-0.0006
1.52399e-08,0.0000
1.52632e-08,-0.0003
1.52864e-08,-0.0008
1.53097e-08,-0.0011
1.53330e-08,-0.0009
1.53562e-08,-0.0001
1.53795e-08,0.0167
1.54028e-08,0.0694
1.54260e-08,0.2106
1.54493e-08,0.3611
1.54726e-08,0.4711
1.54958e-08,0.5543
1.55191e-08,0.6106
1.55424e-08,0.6405
1.55656e-08,0.6546
1.55889e-08,0.6600
1.56122e-08,0.6619
1.56354e-08,0.6618
1.56587e-08,0.6616
1.56820e-08,0.6607
1.57052e-08,0.6582
1.57285e-08,0.6540
1.57518e-08,0.6493
1.57750e-08,0.6460
1.57983e-08,0.6448
1.58216e-08,0.6457
1.58448e-08,0.6468
1.58681e-08,0.6474
1.58914e-08,0.6532
1.59146e-08,0.6699
1.59379e-08,0.7001
1.59612e-08,0.7459
1.59844e-08,0.8064
1.60077e-08,0.8758
1.60310e-08,0.9478
1.60542e-08,1.0160
1.60775e-08,1.0754
1.61008e-08,1.1233
1.61240e-08,1.1582
1.61473e-08,1.1810
1.61706e-08,1.1951
1.61938e-08,1.2050
1.62171e-08,1.2143
1.62404e-08,1.2242
1.62636e-08,1.2340
1.62869e-08,1.2417
1.63102e-08,1.2470
1.63334e-08,1.2508
1.63567e-08,1.2535
1.63800e-08,1.2550
1.64032e-08,1.2551
1.64265e-08,1.2524
1.64498e-08,1.2450
1.64730e-08,1.2324
1.64963e-08,1.2155
1.65196e-08,1.1959
1.65428e-08,1.1755
1.65661e-08,1.1567
1.65894e-08,1.1424
1.66126e-08,1.1349
1.66359e-08,1.1355
1.66592e-08,1.1427
1.66824e-08,1.1538
1.67057e-08,1.1649
1.67290e-08,1.1733
1.67522e-08,1.1781
1.67755e-08,1.1798
1.67988e-08,1.1794
1.68220e-08,1.1785
1.68453e-08,1.1781
1.68686e-08,1.1783
1.68918e-08,1.1795
1.69151e-08,1.1819
1.69384e-08,1.1858
1.69616e-08,1.1908
1.69849e-08,1.1963
1.70082e-08,1.2025
1.70314e-08,1.1778
1.70547e-08,1.1279
1.70780e-08,0.9760
1.71012e-08,0.8232
1.71245e-08,0.7134
1.71478e-08,0.6406
1.71710e-08,0.5895
1.71943e-08,0.5561
1.72176e-08,0.5337
1.72408e-08,0.5189
1.72641e-08,0.5098
1.72874e-08,0.5049
1.73106e-08,0.5030
1.73339e-08,0.5044
1.73572e-08,0.5088
1.73804e-08,0.5153
1.74037e-08,0.5214
1.74270e-08,0.5242
1.74502e-08,0.5302
1.74735e-08,0.5796
1.74968e-08,0.7617
1.75201e-08,0.9396
1.75433e-08,1.0619
1.75666e-08,1.1241
1.75899e-08,1.1258
1.76131e-08,1.0928
1.76364e-08,1.0326
1.76597e-08,0.9611
1.76829e-08,0.8888
1.77062e-08,0.8235
1.77295e-08,0.7690
1.77527e-08,0.7259
1.77760e-08,0.6916
1.77993e-08,0.6637
1.78225e-08,0.6401
1.78458e-08,0.6189
1.78691e-08,0.6000
1.78923e-08,0.5840
1.79156e-08,0.5702
1.79389e-08,0.5587
1.79621e-08,0.5573
1.79854e-08,0.5739
1.80087e-08,0.6100
1.80319e-08,0.6677
1.80552e-08,0.7449
1.80785e-08,0.8347
1.81017e-08,0.9299
1.81250e-08,1.0225
1.81483e-08,1.1055
1.81715e-08,1.1745
1.81948e-08,1.2262
1.82181e-08,1.2600
1.82413e-08,1.2786
1.82646e-08,1.2831
1.82879e-08,1.2437
1.83111e-08,1.1624
1.83344e-08,0.9958
1.83577e-08,0.8467
1.83809e-08,0.7542
1.84042e-08,0.6950
1.84275e-08,0.6584
1.84507e-08,0.6369
1.84740e-08,0.6215
1.84973e-08,0.6056
1.85205e-08,0.5846
1.85438e-08,0.5576
1.85671e-08,0.5268
1.85903e-08,0.4957
1.86136e-08,0.4680
1.86369e-08,0.4461
1.86601e-08,0.4309
1.86834e-08,0.4226
1.87067e-08,0.4221
1.87299e-08,0.4282
1.87532e-08,0.4398
1.87765e-08,0.4528
1.87997e-08,0.4580
1.88230e-08,0.4471
1.88463e-08,0.4173
1.88695e-08,0.3688
1.88928e-08,0.3057
1.89161e-08,0.2356
1.89393e-08,0.1662
1.89626e-08,0.1042
1.89859e-08,0.0548
1.90091e-08,0.0203
1.90324e-08,0.0007
1.90557e-08,-0.0068
1.90789e-08,-0.0075
1.91022e-08,-0.0066
1.91255e-08,-0.0076
1.91487e-08,-0.0119
1.91720e-08,-0.0189
1.91953e-08,-0.0274
1.92185e-08,-0.0378
1.92418e-08,-0.0500
1.92651e-08,-0.0628
1.92883e-08,-0.0738
1.93116e-08,-0.0806
1.93349e-08,-0.0804
1.93581e-08,-0.0715
1.93814e-08,-0.0545
1.94047e-08,-0.0316
1.94279e-08,-0.0057
1.94512e-08,0.0197
1.94745e-08,0.0410
1.94977e-08,0.0547
1.95210e-08,0.0587
1.95443e-08,0.0536
1.95675e-08,0.0422
1.95908e-08,0.0286
1.96141e-08,0.0168
1.96373e-08,0.0093
1.96606e-08,0.0064
1.96839e-08,0.0076
1.97071e-08,0.0117
1.97304e-08,0.0173
1.97537e-08,0.0232
1.97769e-08,0.0285
1.98002e-08,0.0320
1.98235e-08,0.0327
1.98468e-08,0.0301
1.98700e-08,0.0245
1.98933e-08,0.0164
1.99166e-08,0.0063
1.99398e-08,-0.0050
1.99631e-08,-0.0160
1.99864e-08,-0.0248
2.00096e-08,-0.0295
2.00329e-08,-0.0288
2.00562e-08,-0.0230
2.00794e-08,-0.0137
2.01027e-08,-0.0036
2.01260e-08,0.0050
2.01492e-08,0.0104
2.01725e-08,0.0118
2.01958e-08,0.0098
2.02190e-08,0.0053
2.02423e-08,-0.0004
2.02656e-08,-0.0058
2.02888e-08,-0.0097
2.03121e-08,-0.0112
2.03354e-08,-0.0103
2.03586e-08,-0.0063
2.03819e-08,0.0178
2.04052e-08,0.0862
2.04284e-08,0.2473
2.04517e-08,0.3852
2.04750e-08,0.4966
2.04982e-08,0.5727
2.05215e-08,0.6198
2.05448e-08,0.6462
2.05680e-08,0.6549
2.05913e-08,0.6561
2.06146e-08,0.6546
2.06378e-08,0.6525
2.06611e-08,0.6519
2.06844e-08,0.6521
2.07076e-08,0.6524
2.07309e-08,0.6517
2.07542e-08,0.6513
2.07774e-08,0.6516
2.08007e-08,0.6529
2.08240e-08,0.6543
2.08472e-08,0.6540
2.08705e-08,0.6528
2.08938e-08,0.6576
2.09170e-08,0.6744
2.09403e-08,0.7057
2.09636e-08,0.7536
2.09868e-08,0.8161
2.10101e-08,0.8870
2.10334e-08,0.9596
2.10566e-08,1.0277
2.10799e-08,1.0866
2.11032e-08,1.1334
2.11264e-08,1.1668
2.11497e-08,1.1881
2.11730e-08,1.2008
2.11962e-08,1.1781
2.12195e-08,1.1295
2.12428e-08,0.9795
2.12660e-08,0.8302
2.12893e-08,0.7250
2.13126e-08,0.6597
2.13358e-08,0.6204
2.13591e-08,0.5995
2.13824e-08,0.5885
2.14056e-08,0.5814
2.14289e-08,0.5728
2.14522e-08,0.5598
2.14754e-08,0.5417
2.14987e-08,0.5209
2.15220e-08,0.5002
2.15452e-08,0.4823
2.15685e-08,0.4680
2.15918e-08,0.4577
2.16150e-08,0.4594
2.16383e-08,0.5107
2.16616e-08,0.6907
2.16848e-08,0.8875
2.17081e-08,1.0234
2.17314e-08,1.1003
2.17546e-08,1.1126
2.17779e-08,1.0843
2.18012e-08,1.0252
2.18244e-08,0.9517
2.18477e-08,0.8757
2.18710e-08,0.8059
2.18942e-08,0.7475
2.19175e-08,0.7026
2.19408e-08,0.6697
2.19640e-08,0.6467
2.19873e-08,0.6309
2.20106e-08,0.6169
2.20338e-08,0.5836
2.20571e-08,0.5084
2.20804e-08,0.3511
2.21037e-08,0.2020
2.21269e-08,0.0875
2.21502e-08,0.0150
2.21735e-08,-0.0075
2.21967e-08,0.0115
2.22200e-08,0.0664
2.22433e-08,0.1429
2.22665e-08,0.2302
2.22898e-08,0.3186
2.23131e-08,0.4009
2.23363e-08,0.4727
2.23596e-08,0.5311
2.23829e-08,0.5742
2.24061e-08,0.6014
2.24294e-08,0.6144
2.24527e-08,0.6175
2.24759e-08,0.6139
2.24992e-08,0.6078
2.25225e-08,0.6006
2.25457e-08,0.5874
2.25690e-08,0.5641
2.25923e-08,0.5288
2.26155e-08,0.4786
2.26388e-08,0.4150
2.26621e-08,0.3420
2.26853e-08,0.2635
2.27086e-08,0.1841
2.27319e-08,0.1088
2.27551e-08,0.0419
2.27784e-08,-0.0131
2.28017e-08,-0.0553
2.28249e-08,-0.0859
2.28482e-08,-0.1069
2.28715e-08,-0.1115
2.28947e-08,-0.0919
2.29180e-08,-0.0006
2.29413e-08,0.1377
2.29645e-08,0.2527
2.29878e-08,0.3442
2.30111e-08,0.4176
2.30343e-08,0.4686
2.30576e-08,0.4993
2.30809e-08,0.5221
2.31041e-08,0.5438
2.31274e-08,0.5670
2.31507e-08,0.5937
2.31739e-08,0.6234
2.31972e-08,0.6537
2.32205e-08,0.6815
2.32437e-08,0.7040
2.32670e-08,0.7201
2.32903e-08,0.7291
2.33135e-08,0.7324
2.33368e-08,0.7309
2.33601e-08,0.7257
2.33833e-08,0.7211
2.34066e-08,0.7236
2.34299e-08,0.7368
2.34531e-08,0.7630
2.34764e-08,0.8040
2.34997e-08,0.8571
2.35229e-08,0.9175
2.35462e-08,0.9793
2.35695e-08,1.0367
2.35927e-08,1.0856
2.36160e-08,1.1234
2.36393e-08,1.1491
2.36625e-08,1.1640
2.36858e-08,1.1563
2.37091e-08,1.1128
2.37323e-08,1.0018
2.37556e-08,0.8406
2.37789e-08,0.7171
2.38021e-08,0.6394
2.38254e-08,0.5971
2.38487e-08,0.5784
2.38719e-08,0.5731
2.38952e-08,0.5729
2.39185e-08,0.5726
2.39417e-08,0.5675
2.39650e-08,0.5561
2.39883e-08,0.5399
2.40115e-08,0.5219
2.40348e-08,0.5050
2.40581e-08,0.4908
2.40813e-08,0.4790
2.41046e-08,0.4707
2.41279e-08,0.4671
2.41511e-08,0.4685
2.41744e-08,0.4751
2.41977e-08,0.4821
2.42209e-08,0.4789
2.42442e-08,0.4586
2.42675e-08,0.4191
2.42907e-08,0.3610
2.43140e-08,0.2901
2.43373e-08,0.2148
2.43605e-08,0.1428
2.43838e-08,0.0804
2.44071e-08,0.0316
2.44303e-08,-0.0018
2.44536e-08,-0.0202
2.44769e-08,-0.0272
2.45002e-08,-0.0285
2.45234e-08,-0.0276
2.45467e-08,-0.0107
2.45700e-08,0.0400
2.45932e-08,0.1851
2.46165e-08,0.3057
2.46398e-08,0.4039
2.46630e-08,0.4686
