.HEADER
..NAMES
Time,V U1.V1&V2
6.0262e-09,0.6237
6.0494e-09,0.8201
6.0727e-09,0.9970
6.0960e-09,1.1081
6.1192e-09,1.1826
6.1425e-09,1.2211
6.1658e-09,1.2272
6.1890e-09,1.2166
6.2123e-09,1.2059
6.2356e-09,1.1994
6.2588e-09,1.1956
6.2821e-09,1.1939
6.3054e-09,1.1956
6.3286e-09,1.2011
6.3519e-09,1.2062
6.3752e-09,1.2053
6.3984e-09,1.1871
6.4217e-09,1.1349
6.4450e-09,1.0283
6.4682e-09,0.8604
6.4915e-09,0.7278
6.5148e-09,0.6377
6.5380e-09,0.5799
6.5613e-09,0.5522
6.5846e-09,0.5495
6.6078e-09,0.5527
6.6311e-09,0.5525
6.6544e-09,0.5490
6.6776e-09,0.5444
6.7009e-09,0.5375
6.7242e-09,0.5268
6.7474e-09,0.5153
6.7707e-09,0.5088
6.7940e-09,0.5104
6.8172e-09,0.5162
6.8405e-09,0.5421
6.8638e-09,0.6569
6.8870e-09,0.8733
6.9103e-09,1.0221
6.9336e-09,1.1304
6.9568e-09,1.1947
6.9801e-09,1.2248
7.0034e-09,1.2258
7.0266e-09,1.2142
7.0499e-09,1.2043
7.0732e-09,1.1984
7.0964e-09,1.1951
7.1197e-09,1.1940
7.1430e-09,1.1965
7.1662e-09,1.2024
7.1895e-09,1.2067
7.2128e-09,1.2043
7.2360e-09,1.1779
7.2593e-09,1.1228
7.2826e-09,0.9933
7.3058e-09,0.8280
7.3291e-09,0.7052
7.3524e-09,0.6239
7.3756e-09,0.5726
7.3989e-09,0.5501
7.4222e-09,0.5504
7.4454e-09,0.5530
7.4687e-09,0.5520
7.4920e-09,0.5482
7.5152e-09,0.5433
7.5385e-09,0.5356
7.5618e-09,0.5244
7.5850e-09,0.5133
7.6083e-09,0.5085
7.6316e-09,0.5115
7.6548e-09,0.5191
7.6781e-09,0.5527
7.7014e-09,0.6948
7.7246e-09,0.9054
7.7479e-09,1.0461
7.7712e-09,1.1479
7.7944e-09,1.2022
7.8177e-09,1.2279
7.8410e-09,1.2240
7.8642e-09,1.2117
7.8875e-09,1.2027
7.9108e-09,1.1975
7.9340e-09,1.1946
7.9573e-09,1.1942
7.9806e-09,1.1975
8.0038e-09,1.2036
8.0271e-09,1.2069
8.0504e-09,1.2030
8.0736e-09,1.1683
8.0969e-09,1.1060
8.1202e-09,0.9557
8.1435e-09,0.8010
8.1667e-09,0.6876
8.1900e-09,0.6117
8.2133e-09,0.5663
8.2365e-09,0.5493
8.2598e-09,0.5512
8.2831e-09,0.5532
8.3063e-09,0.5512
8.3296e-09,0.5472
8.3529e-09,0.5421
8.3761e-09,0.5337
8.3994e-09,0.5220
8.4227e-09,0.5117
8.4459e-09,0.5086
8.4692e-09,0.5127
8.4925e-09,0.5229
8.5157e-09,0.5715
8.5390e-09,0.7398
8.5623e-09,0.9384
8.5855e-09,1.0660
8.6088e-09,1.1615
8.6321e-09,1.2120
8.6553e-09,1.2279
8.6786e-09,1.2215
8.7019e-09,1.2095
8.7251e-09,1.2015
8.7484e-09,1.1968
8.7717e-09,1.1942
8.7949e-09,1.1945
8.8182e-09,1.1987
8.8415e-09,1.2047
8.8647e-09,1.2067
8.8880e-09,1.2006
8.9113e-09,1.1581
8.9345e-09,1.0863
8.9578e-09,0.9229
8.9811e-09,0.7744
9.0043e-09,0.6701
9.0276e-09,0.5998
9.0509e-09,0.5606
9.0741e-09,0.5493
9.0974e-09,0.5520
9.1207e-09,0.5531
9.1439e-09,0.5504
9.1672e-09,0.5463
9.1905e-09,0.5408
9.2137e-09,0.5316
9.2370e-09,0.5197
9.2603e-09,0.5104
9.2835e-09,0.5090
9.3068e-09,0.5139
9.3301e-09,0.5271
9.3533e-09,0.5916
9.3766e-09,0.7810
9.3999e-09,0.9656
9.4231e-09,1.0925
9.4464e-09,1.1724
9.4697e-09,1.2165
9.4929e-09,1.2285
9.5162e-09,1.2192
9.5395e-09,1.2078
9.5627e-09,1.2004
9.5860e-09,1.1961
9.6093e-09,1.1940
9.6325e-09,1.1951
9.6558e-09,1.2000
9.6791e-09,1.2056
9.7023e-09,1.2062
9.7256e-09,1.1949
9.7489e-09,1.1483
9.7721e-09,1.0609
9.7954e-09,0.8905
9.8187e-09,0.7505
9.8419e-09,0.6542
9.8652e-09,0.5898
9.8885e-09,0.5567
9.9117e-09,0.5495
9.9350e-09,0.5527
9.9583e-09,0.5529
9.9815e-09,0.5498
1.00048e-08,0.5454
1.00281e-08,0.5393
1.00513e-08,0.5293
1.00746e-08,0.5175
1.00979e-08,0.5095
1.01211e-08,0.5096
1.01444e-08,0.5152
1.01677e-08,0.5337
1.01909e-08,0.6223
1.02142e-08,0.8218
1.02375e-08,0.9940
1.02607e-08,1.1089
1.02840e-08,1.1825
1.03073e-08,1.2211
1.03305e-08,1.2272
1.03538e-08,1.2166
1.03771e-08,1.2060
1.04003e-08,1.1994
1.04236e-08,1.1956
1.04469e-08,1.1940
1.04702e-08,1.1958
1.04934e-08,1.2012
1.05167e-08,1.2063
1.05400e-08,1.2054
1.05632e-08,1.1873
1.05865e-08,1.1356
1.06098e-08,1.0287
1.06330e-08,0.8596
1.06563e-08,0.7283
1.06796e-08,0.6392
1.07028e-08,0.5813
1.07261e-08,0.5531
1.07494e-08,0.5503
1.07726e-08,0.5532
1.07959e-08,0.5527
1.08192e-08,0.5492
1.08424e-08,0.5445
1.08657e-08,0.5376
1.08890e-08,0.5269
1.09122e-08,0.5154
1.09355e-08,0.5089
1.09588e-08,0.5105
1.09820e-08,0.5164
1.10053e-08,0.5420
1.10286e-08,0.6545
1.10518e-08,0.8708
1.10751e-08,1.0173
1.10984e-08,1.1284
1.11216e-08,1.1950
1.11449e-08,1.2242
1.11682e-08,1.2256
1.11914e-08,1.2144
1.12147e-08,1.2045
1.12380e-08,1.1985
1.12612e-08,1.1951
1.12845e-08,1.1941
1.13078e-08,1.1966
1.13310e-08,1.2024
1.13543e-08,1.2067
1.13776e-08,1.2043
1.14008e-08,1.1781
1.14241e-08,1.1236
1.14474e-08,0.9941
1.14706e-08,0.8264
1.14939e-08,0.7068
1.15172e-08,0.6249
1.15404e-08,0.5739
1.15637e-08,0.5508
1.15870e-08,0.5509
1.16102e-08,0.5534
1.16335e-08,0.5523
1.16568e-08,0.5484
1.16800e-08,0.5434
1.17033e-08,0.5357
1.17266e-08,0.5245
1.17498e-08,0.5135
1.17731e-08,0.5086
1.17964e-08,0.5115
1.18196e-08,0.5191
1.18429e-08,0.5530
1.18662e-08,0.6932
1.18894e-08,0.9008
1.19127e-08,1.0419
1.19360e-08,1.1457
1.19592e-08,1.2020
1.19825e-08,1.2272
1.20058e-08,1.2239
1.20290e-08,1.2121
1.20523e-08,1.2031
1.20756e-08,1.1976
1.20988e-08,1.1946
1.21221e-08,1.1943
1.21454e-08,1.1976
1.21686e-08,1.2036
1.21919e-08,1.2067
1.22152e-08,1.2029
1.22384e-08,1.1687
1.22617e-08,1.1054
1.22850e-08,0.9556
1.23082e-08,0.7996
1.23315e-08,0.6891
1.23548e-08,0.6129
1.23780e-08,0.5675
1.24013e-08,0.5500
1.24246e-08,0.5517
1.24478e-08,0.5535
1.24711e-08,0.5515
1.24944e-08,0.5474
1.25176e-08,0.5422
1.25409e-08,0.5338
1.25642e-08,0.5222
1.25874e-08,0.5118
1.26107e-08,0.5086
1.26340e-08,0.5126
1.26572e-08,0.5228
1.26805e-08,0.5716
1.27038e-08,0.7376
1.27270e-08,0.9336
1.27503e-08,1.0614
1.27736e-08,1.1588
1.27968e-08,1.2108
1.28201e-08,1.2273
1.28434e-08,1.2215
1.28667e-08,1.2101
1.28899e-08,1.2019
1.29132e-08,1.1969
1.29365e-08,1.1942
1.29597e-08,1.1946
1.29830e-08,1.1987
1.30063e-08,1.2046
1.30295e-08,1.2065
1.30528e-08,1.2005
1.30761e-08,1.1585
1.30993e-08,1.0871
1.31226e-08,0.9229
1.31459e-08,0.7744
1.31691e-08,0.6717
1.31924e-08,0.6008
1.32157e-08,0.5614
1.32389e-08,0.5499
1.32622e-08,0.5524
1.32855e-08,0.5534
1.33087e-08,0.5507
1.33320e-08,0.5465
1.33553e-08,0.5409
1.33785e-08,0.5318
1.34018e-08,0.5200
1.34251e-08,0.5106
1.34483e-08,0.5090
1.34716e-08,0.5139
1.34949e-08,0.5271
1.35181e-08,0.5902
1.35414e-08,0.7785
1.35647e-08,0.9611
1.35879e-08,1.0889
1.36112e-08,1.1704
1.36345e-08,1.2155
1.36577e-08,1.2281
1.36810e-08,1.2193
1.37043e-08,1.2083
1.37275e-08,1.2008
1.37508e-08,1.1962
1.37741e-08,1.1940
1.37973e-08,1.1951
1.38206e-08,1.2000
1.38439e-08,1.2054
1.38671e-08,1.2060
1.38904e-08,1.1946
1.39137e-08,1.1488
1.39369e-08,1.0618
1.39602e-08,0.8904
1.39835e-08,0.7517
1.40067e-08,0.6554
1.40300e-08,0.5905
1.40533e-08,0.5572
1.40765e-08,0.5499
1.40998e-08,0.5529
1.41231e-08,0.5532
1.41463e-08,0.5501
1.41696e-08,0.5456
1.41929e-08,0.5394
1.42161e-08,0.5295
1.42394e-08,0.5177
1.42627e-08,0.5096
1.42859e-08,0.5096
1.43092e-08,0.5151
1.43325e-08,0.5337
1.43557e-08,0.6193
1.43790e-08,0.8188
1.44023e-08,0.9871
1.44255e-08,1.1055
1.44488e-08,1.1806
1.44721e-08,1.2203
1.44953e-08,1.2270
1.45186e-08,1.2169
1.45419e-08,1.2066
1.45651e-08,1.1998
1.45884e-08,1.1957
1.46117e-08,1.1940
1.46349e-08,1.1958
1.46582e-08,1.2012
1.46815e-08,1.2061
1.47047e-08,1.2052
1.47280e-08,1.1877
1.47513e-08,1.1366
1.47745e-08,1.0301
1.47978e-08,0.8590
1.48211e-08,0.7284
1.48443e-08,0.6401
1.48676e-08,0.5819
1.48909e-08,0.5533
1.49141e-08,0.5504
1.49374e-08,0.5534
1.49607e-08,0.5530
1.49839e-08,0.5494
1.50072e-08,0.5447
1.50305e-08,0.5378
1.50537e-08,0.5271
1.50770e-08,0.5156
1.51003e-08,0.5089
1.51236e-08,0.5104
1.51468e-08,0.5163
1.51701e-08,0.5417
1.51934e-08,0.6508
1.52166e-08,0.8648
1.52399e-08,1.0115
1.52632e-08,1.1237
1.52864e-08,1.1946
1.53097e-08,1.2235
1.53330e-08,1.2255
1.53562e-08,1.2147
1.53795e-08,1.2050
1.54028e-08,1.1988
1.54260e-08,1.1951
1.54493e-08,1.1941
1.54726e-08,1.1966
1.54958e-08,1.2023
1.55191e-08,1.2064
1.55424e-08,1.2041
1.55656e-08,1.1786
1.55889e-08,1.1245
1.56122e-08,0.9951
1.56354e-08,0.8255
1.56587e-08,0.7077
1.56820e-08,0.6252
1.57052e-08,0.5742
1.57285e-08,0.5510
1.57518e-08,0.5510
1.57750e-08,0.5536
1.57983e-08,0.5525
1.58216e-08,0.5486
1.58448e-08,0.5436
1.58681e-08,0.5359
1.58914e-08,0.5248
1.59146e-08,0.5136
1.59379e-08,0.5085
1.59612e-08,0.5114
1.59844e-08,0.5190
1.60077e-08,0.5529
1.60310e-08,0.6906
1.60542e-08,0.8953
1.60775e-08,1.0390
1.61008e-08,1.1417
1.61240e-08,1.2016
1.61473e-08,1.2266
1.61706e-08,1.2239
1.61938e-08,1.2125
1.62171e-08,1.2035
1.62404e-08,1.1979
1.62636e-08,1.1946
1.62869e-08,1.1942
1.63102e-08,1.1976
1.63334e-08,1.2034
1.63567e-08,1.2065
1.63800e-08,1.2028
1.64032e-08,1.1693
1.64265e-08,1.1051
1.64498e-08,0.9558
1.64730e-08,0.7993
1.64963e-08,0.6900
1.65196e-08,0.6131
1.65428e-08,0.5678
1.65661e-08,0.5502
1.65894e-08,0.5517
1.66126e-08,0.5537
1.66359e-08,0.5517
1.66592e-08,0.5477
1.66824e-08,0.5424
1.67057e-08,0.5340
1.67290e-08,0.5224
1.67522e-08,0.5119
1.67755e-08,0.5086
1.67988e-08,0.5125
1.68220e-08,0.5226
1.68453e-08,0.5715
1.68686e-08,0.7349
1.68918e-08,0.9286
1.69151e-08,1.0589
1.69384e-08,1.1554
1.69616e-08,1.2098
1.69849e-08,1.2269
1.70082e-08,1.2217
1.70314e-08,1.2105
1.70547e-08,1.2023
1.70780e-08,1.1970
1.71012e-08,1.1942
1.71245e-08,1.1946
1.71478e-08,1.1987
1.71710e-08,1.2044
1.71943e-08,1.2063
1.72176e-08,1.2005
1.72408e-08,1.1590
1.72641e-08,1.0883
1.72874e-08,0.9230
1.73106e-08,0.7751
1.73339e-08,0.6727
1.73572e-08,0.6011
1.73804e-08,0.5615
1.74037e-08,0.5500
1.74270e-08,0.5524
1.74502e-08,0.5536
1.74735e-08,0.5509
1.74968e-08,0.5467
1.75201e-08,0.5411
1.75433e-08,0.5319
1.75666e-08,0.5201
1.75899e-08,0.5106
1.76131e-08,0.5089
1.76364e-08,0.5137
1.76597e-08,0.5270
1.76829e-08,0.5887
1.77062e-08,0.7761
1.77295e-08,0.9565
1.77527e-08,1.0854
1.77760e-08,1.1689
1.77993e-08,1.2145
1.78225e-08,1.2277
1.78458e-08,1.2195
1.78691e-08,1.2087
1.78923e-08,1.2010
1.79156e-08,1.1963
1.79389e-08,1.1940
1.79621e-08,1.1951
1.79854e-08,1.1998
1.80087e-08,1.2052
1.80319e-08,1.2058
1.80552e-08,1.1947
1.80785e-08,1.1494
1.81017e-08,1.0616
1.81250e-08,0.8912
1.81483e-08,0.7530
1.81715e-08,0.6565
1.81948e-08,0.5909
1.82181e-08,0.5573
1.82413e-08,0.5499
1.82646e-08,0.5529
1.82879e-08,0.5532
1.83111e-08,0.5502
1.83344e-08,0.5458
1.83577e-08,0.5396
1.83809e-08,0.5297
1.84042e-08,0.5179
1.84275e-08,0.5096
1.84507e-08,0.5095
1.84740e-08,0.5150
1.84973e-08,0.5335
1.85205e-08,0.6162
1.85438e-08,0.8161
1.85671e-08,0.9829
1.85903e-08,1.1025
1.86136e-08,1.1792
1.86369e-08,1.2190
1.86601e-08,1.2267
1.86834e-08,1.2169
1.87067e-08,1.2068
1.87299e-08,1.1999
1.87532e-08,1.1957
1.87765e-08,1.1940
1.87997e-08,1.1957
1.88230e-08,1.2010
1.88463e-08,1.2059
1.88695e-08,1.2050
1.88928e-08,1.1882
1.89161e-08,1.1376
1.89393e-08,1.0303
1.89626e-08,0.8602
1.89859e-08,0.7292
1.90091e-08,0.6414
1.90324e-08,0.5823
1.90557e-08,0.5534
1.90789e-08,0.5504
1.91022e-08,0.5534
1.91255e-08,0.5530
1.91487e-08,0.5496
1.91720e-08,0.5448
1.91953e-08,0.5379
1.92185e-08,0.5273
1.92418e-08,0.5158
1.92651e-08,0.5090
1.92883e-08,0.5104
1.93116e-08,0.5162
1.93349e-08,0.5413
1.93581e-08,0.6483
1.93814e-08,0.8591
1.94047e-08,1.0075
1.94279e-08,1.1199
1.94512e-08,1.1934
1.94745e-08,1.2221
1.94977e-08,1.2251
1.95210e-08,1.2148
1.95443e-08,1.2052
1.95675e-08,1.1989
1.95908e-08,1.1952
1.96141e-08,1.1942
1.96373e-08,1.1966
1.96606e-08,1.2022
1.96839e-08,1.2063
1.97071e-08,1.2040
1.97304e-08,1.1792
1.97537e-08,1.1255
1.97769e-08,0.9957
1.98002e-08,0.8280
1.98235e-08,0.7097
1.98468e-08,0.6262
1.98700e-08,0.5745
1.98933e-08,0.5510
1.99166e-08,0.5509
1.99398e-08,0.5536
1.99631e-08,0.5525
1.99864e-08,0.5487
2.00096e-08,0.5438
2.00329e-08,0.5361
2.00562e-08,0.5250
2.00794e-08,0.5138
2.01027e-08,0.5086
2.01260e-08,0.5114
2.01492e-08,0.5189
2.01725e-08,0.5527
2.01958e-08,0.6881
2.02190e-08,0.8902
2.02423e-08,1.0373
2.02656e-08,1.1391
2.02888e-08,1.2005
2.03121e-08,1.2253
2.03354e-08,1.2235
2.03586e-08,1.2126
2.03819e-08,1.2036
2.04052e-08,1.1979
2.04284e-08,1.1947
2.04517e-08,1.1943
2.04750e-08,1.1976
2.04982e-08,1.2033
2.05215e-08,1.2064
2.05448e-08,1.2028
2.05680e-08,1.1699
2.05913e-08,1.1064
2.06146e-08,0.9576
2.06378e-08,0.8018
2.06611e-08,0.6917
2.06844e-08,0.6141
2.07076e-08,0.5678
2.07309e-08,0.5501
2.07542e-08,0.5515
2.07774e-08,0.5537
2.08007e-08,0.5518
2.08240e-08,0.5478
2.08472e-08,0.5426
2.08705e-08,0.5342
2.08938e-08,0.5227
2.09170e-08,0.5121
2.09403e-08,0.5086
2.09636e-08,0.5125
2.09868e-08,0.5226
2.10101e-08,0.5712
2.10334e-08,0.7322
2.10566e-08,0.9237
2.10799e-08,1.0577
2.11032e-08,1.1534
2.11264e-08,1.2079
2.11497e-08,1.2259
2.11730e-08,1.2214
2.11962e-08,1.2105
2.12195e-08,1.2023
2.12428e-08,1.1970
2.12660e-08,1.1943
2.12893e-08,1.1947
2.13126e-08,1.1986
2.13358e-08,1.2042
2.13591e-08,1.2062
2.13824e-08,1.2006
2.14056e-08,1.1597
2.14289e-08,1.0907
2.14522e-08,0.9249
2.14754e-08,0.7769
2.14987e-08,0.6740
2.15220e-08,0.6017
2.15452e-08,0.5612
2.15685e-08,0.5498
2.15918e-08,0.5522
2.16150e-08,0.5536
2.16383e-08,0.5509
2.16616e-08,0.5468
2.16848e-08,0.5412
2.17081e-08,0.5322
2.17314e-08,0.5204
2.17546e-08,0.5108
2.17779e-08,0.5089
2.18012e-08,0.5136
2.18244e-08,0.5269
2.18477e-08,0.5871
2.18710e-08,0.7739
2.18942e-08,0.9520
2.19175e-08,1.0831
2.19408e-08,1.1689
2.19640e-08,1.2129
2.19873e-08,1.2270
2.20106e-08,1.2193
2.20338e-08,1.2087
2.20571e-08,1.2010
2.20804e-08,1.1963
2.21037e-08,1.1941
2.21269e-08,1.1951
2.21502e-08,1.1998
2.21735e-08,1.2051
2.21967e-08,1.2057
2.22200e-08,1.1948
2.22433e-08,1.1499
2.22665e-08,1.0618
2.22898e-08,0.8929
2.23131e-08,0.7545
2.23363e-08,0.6571
2.23596e-08,0.5914
2.23829e-08,0.5568
2.24061e-08,0.5496
2.24294e-08,0.5526
2.24527e-08,0.5533
2.24759e-08,0.5503
2.24992e-08,0.5459
2.25225e-08,0.5398
2.25457e-08,0.5299
2.25690e-08,0.5181
2.25923e-08,0.5097
2.26155e-08,0.5094
2.26388e-08,0.5148
2.26621e-08,0.5332
2.26853e-08,0.6131
2.27086e-08,0.8134
2.27319e-08,0.9802
2.27551e-08,1.1009
2.27784e-08,1.1796
2.28017e-08,1.2179
2.28249e-08,1.2263
2.28482e-08,1.2169
2.28715e-08,1.2068
2.28947e-08,1.1999
2.29180e-08,1.1956
2.29413e-08,1.1941
2.29645e-08,1.1958
2.29878e-08,1.2010
2.30111e-08,1.2057
2.30343e-08,1.2050
2.30576e-08,1.1888
2.30809e-08,1.1386
2.31041e-08,1.0311
2.31274e-08,0.8622
2.31507e-08,0.7296
2.31739e-08,0.6419
2.31972e-08,0.5819
2.32205e-08,0.5528
2.32437e-08,0.5498
2.32670e-08,0.5532
2.32903e-08,0.5530
2.33135e-08,0.5497
2.33368e-08,0.5449
2.33601e-08,0.5381
2.33833e-08,0.5276
2.34066e-08,0.5160
2.34299e-08,0.5090
2.34531e-08,0.5102
2.34764e-08,0.5161
2.34997e-08,0.5408
2.35229e-08,0.6459
2.35462e-08,0.8534
2.35695e-08,1.0053
2.35927e-08,1.1187
2.36160e-08,1.1929
2.36393e-08,1.2211
2.36625e-08,1.2249
2.36858e-08,1.2148
2.37091e-08,1.2052
2.37323e-08,1.1988
2.37556e-08,1.1951
2.37789e-08,1.1942
2.38021e-08,1.1966
2.38254e-08,1.2021
2.38487e-08,1.2061
2.38719e-08,1.2041
2.38952e-08,1.1799
2.39185e-08,1.1264
2.39417e-08,0.9971
2.39650e-08,0.8310
2.39883e-08,0.7101
2.40115e-08,0.6265
2.40348e-08,0.5739
2.40581e-08,0.5504
2.40813e-08,0.5503
2.41046e-08,0.5534
2.41279e-08,0.5526
2.41511e-08,0.5489
2.41744e-08,0.5439
2.41977e-08,0.5363
2.42209e-08,0.5253
2.42442e-08,0.5140
2.42675e-08,0.5086
2.42907e-08,0.5112
2.43140e-08,0.5188
2.43373e-08,0.5522
2.43605e-08,0.6852
2.43838e-08,0.8847
2.44071e-08,1.0373
2.44303e-08,1.1386
2.44536e-08,1.2003
2.44769e-08,1.2247
2.45002e-08,1.2235
2.45234e-08,1.2127
2.45467e-08,1.2036
2.45700e-08,1.1978
2.45932e-08,1.1946
2.46165e-08,1.1943
2.46398e-08,1.1975
2.46630e-08,1.2031
2.46863e-08,1.2063
2.47096e-08,1.2029
2.47328e-08,1.1705
2.47561e-08,1.1077
2.47794e-08,0.9603
2.48026e-08,0.8048
2.48259e-08,0.6921
2.48492e-08,0.6144
2.48724e-08,0.5672
2.48957e-08,0.5494
2.49190e-08,0.5509
2.49422e-08,0.5535
2.49655e-08,0.5519
2.49888e-08,0.5479
2.50120e-08,0.5427
