.HEADER
..NAMES
Time,V U1.Y1
2.0708e-09,0.5580
2.0940e-09,0.5306
2.1173e-09,0.5101
2.1406e-09,0.4955
2.1638e-09,0.4920
2.1871e-09,0.5079
2.2104e-09,0.5442
2.2336e-09,0.5986
2.2569e-09,0.6701
2.2802e-09,0.7535
2.3034e-09,0.8395
2.3267e-09,0.9212
2.3500e-09,0.9962
2.3732e-09,1.0637
2.3965e-09,1.1220
2.4198e-09,1.1701
2.4430e-09,1.2085
2.4663e-09,1.2393
2.4896e-09,1.2647
2.5128e-09,1.2851
2.5361e-09,1.3000
2.5594e-09,1.3097
2.5826e-09,1.3147
2.6059e-09,1.3159
2.6292e-09,1.3159
2.6524e-09,1.3164
2.6757e-09,1.3171
2.6990e-09,1.3163
2.7222e-09,1.3123
2.7455e-09,1.3028
2.7688e-09,1.2859
2.7920e-09,1.2631
2.8153e-09,1.2377
2.8386e-09,1.2124
2.8618e-09,1.1717
2.8851e-09,1.1043
2.9084e-09,0.9624
2.9316e-09,0.7819
2.9549e-09,0.6469
2.9782e-09,0.5511
3.0014e-09,0.4871
3.0247e-09,0.4513
3.0480e-09,0.4345
3.0712e-09,0.4287
3.0945e-09,0.4311
3.1178e-09,0.4394
3.1410e-09,0.4511
3.1643e-09,0.4631
3.1876e-09,0.4732
3.2108e-09,0.4802
3.2341e-09,0.4863
3.2574e-09,0.4920
3.2806e-09,0.4989
3.3039e-09,0.5325
3.3272e-09,0.6679
3.3504e-09,0.8764
3.3737e-09,1.0438
3.3970e-09,1.1577
3.4202e-09,1.2224
3.4435e-09,1.2357
3.4668e-09,1.2130
3.4901e-09,1.1623
3.5133e-09,1.0913
3.5366e-09,1.0098
3.5599e-09,0.9274
3.5831e-09,0.8510
3.6064e-09,0.7839
3.6297e-09,0.7264
3.6529e-09,0.6768
3.6762e-09,0.6363
3.6995e-09,0.5871
3.7227e-09,0.5213
3.7460e-09,0.3815
3.7693e-09,0.2169
3.7925e-09,0.0888
3.8158e-09,-0.0135
3.8391e-09,-0.0736
3.8623e-09,-0.0914
3.8856e-09,-0.0730
3.9089e-09,-0.0302
3.9321e-09,0.0300
3.9554e-09,0.1021
3.9787e-09,0.1786
4.0019e-09,0.2559
4.0252e-09,0.3325
4.0485e-09,0.4059
4.0717e-09,0.4730
4.0950e-09,0.5288
4.1183e-09,0.5712
4.1415e-09,0.6010
4.1648e-09,0.6199
4.1881e-09,0.6297
4.2113e-09,0.6322
4.2346e-09,0.6264
4.2579e-09,0.6078
4.2811e-09,0.5746
4.3044e-09,0.5298
4.3277e-09,0.4755
4.3509e-09,0.4134
4.3742e-09,0.3483
4.3975e-09,0.2845
4.4207e-09,0.2229
4.4440e-09,0.1641
4.4673e-09,0.1101
4.4905e-09,0.0624
4.5138e-09,0.0211
4.5371e-09,-0.0153
4.5603e-09,-0.0478
4.5836e-09,-0.0757
4.6069e-09,-0.0981
4.6301e-09,-0.1143
4.6534e-09,-0.1245
4.6767e-09,-0.1292
4.6999e-09,-0.1300
4.7232e-09,-0.1294
4.7465e-09,-0.1284
4.7697e-09,-0.1263
4.7930e-09,-0.1218
4.8163e-09,-0.1142
4.8395e-09,-0.1024
4.8628e-09,-0.0868
4.8861e-09,-0.0691
4.9093e-09,-0.0507
4.9326e-09,-0.0323
4.9559e-09,-0.0099
4.9791e-09,0.0357
5.0024e-09,0.1427
5.0257e-09,0.3208
5.0489e-09,0.4597
5.0722e-09,0.5657
5.0955e-09,0.6486
5.1187e-09,0.6997
5.1420e-09,0.7289
5.1653e-09,0.7434
5.1885e-09,0.7470
5.2118e-09,0.7428
5.2351e-09,0.7334
5.2583e-09,0.7220
5.2816e-09,0.7110
5.3049e-09,0.7016
5.3281e-09,0.6919
5.3514e-09,0.6817
5.3747e-09,0.6725
5.3979e-09,0.6650
5.4212e-09,0.6589
5.4445e-09,0.6537
5.4677e-09,0.6490
5.4910e-09,0.6458
5.5143e-09,0.6497
5.5375e-09,0.6668
5.5608e-09,0.6990
5.5841e-09,0.7459
5.6073e-09,0.8057
5.6306e-09,0.8726
5.6539e-09,0.9391
5.6771e-09,1.0003
5.7004e-09,1.0547
5.7237e-09,1.1019
5.7469e-09,1.1410
5.7702e-09,1.1714
5.7935e-09,1.1937
5.8168e-09,1.2099
5.8400e-09,1.2221
5.8633e-09,1.2315
5.8866e-09,1.2385
5.9098e-09,1.2439
5.9331e-09,1.2482
5.9564e-09,1.2524
5.9796e-09,1.2578
6.0029e-09,1.2652
6.0262e-09,1.2737
6.0494e-09,1.2810
6.0727e-09,1.2842
6.0960e-09,1.2805
6.1192e-09,1.2686
6.1425e-09,1.2503
6.1658e-09,1.2291
6.1890e-09,1.2077
6.2123e-09,1.1882
6.2356e-09,1.1724
6.2588e-09,1.1614
6.2821e-09,1.1556
6.3054e-09,1.1544
6.3286e-09,1.1567
6.3519e-09,1.1613
6.3752e-09,1.1670
6.3984e-09,1.1725
6.4217e-09,1.1772
6.4450e-09,1.1812
6.4682e-09,1.1847
6.4915e-09,1.1870
6.5148e-09,1.1872
6.5380e-09,1.1848
6.5613e-09,1.1800
6.5846e-09,1.1745
6.6078e-09,1.1705
6.6311e-09,1.1698
6.6544e-09,1.1733
6.6776e-09,1.1807
6.7009e-09,1.1908
6.7242e-09,1.2018
6.7474e-09,1.2120
6.7707e-09,1.2200
6.7940e-09,1.2249
6.8172e-09,1.2266
6.8405e-09,1.2251
6.8638e-09,1.2210
6.8870e-09,1.2157
6.9103e-09,1.2103
6.9336e-09,1.2058
6.9568e-09,1.2021
6.9801e-09,1.1992
7.0034e-09,1.1971
7.0266e-09,1.1960
7.0499e-09,1.1963
7.0732e-09,1.1984
7.0964e-09,1.2021
7.1197e-09,1.2068
7.1430e-09,1.2110
7.1662e-09,1.2135
7.1895e-09,1.2135
7.2128e-09,1.2108
7.2360e-09,1.2061
7.2593e-09,1.2003
7.2826e-09,1.1944
7.3058e-09,1.1894
7.3291e-09,1.1862
7.3524e-09,1.1853
7.3756e-09,1.1867
7.3989e-09,1.1898
7.4222e-09,1.1938
7.4454e-09,1.1772
7.4687e-09,1.1297
7.4920e-09,0.9972
7.5152e-09,0.8351
7.5385e-09,0.7070
7.5618e-09,0.6182
7.5850e-09,0.5547
7.6083e-09,0.5159
7.6316e-09,0.4932
7.6548e-09,0.4803
7.6781e-09,0.4751
7.7014e-09,0.4755
7.7246e-09,0.4807
7.7479e-09,0.4890
7.7712e-09,0.4990
7.7944e-09,0.5093
7.8177e-09,0.5206
7.8410e-09,0.5305
7.8642e-09,0.5390
7.8875e-09,0.5756
7.9108e-09,0.7176
7.9340e-09,0.9102
7.9573e-09,1.0580
7.9806e-09,1.1525
8.0038e-09,1.2021
8.0271e-09,1.2046
8.0504e-09,1.1755
8.0736e-09,1.1235
8.0969e-09,1.0552
8.1202e-09,0.9791
8.1435e-09,0.9029
8.1667e-09,0.8330
8.1900e-09,0.7721
8.2133e-09,0.7205
8.2365e-09,0.6759
8.2598e-09,0.6394
8.2831e-09,0.6122
8.3063e-09,0.5922
8.3296e-09,0.5775
8.3529e-09,0.5666
8.3761e-09,0.5577
8.3994e-09,0.5530
8.4227e-09,0.5600
8.4459e-09,0.5843
8.4692e-09,0.6251
8.4925e-09,0.6809
8.5157e-09,0.7499
8.5390e-09,0.8261
8.5623e-09,0.9025
8.5855e-09,0.9765
8.6088e-09,1.0473
8.6321e-09,1.1126
8.6553e-09,1.1692
8.6786e-09,1.2144
8.7019e-09,1.2482
8.7251e-09,1.2724
8.7484e-09,1.2888
8.7717e-09,1.2978
8.7949e-09,1.3007
8.8182e-09,1.2993
8.8415e-09,1.2953
8.8647e-09,1.2910
8.8880e-09,1.2894
8.9113e-09,1.2912
8.9345e-09,1.2945
8.9578e-09,1.2966
8.9811e-09,1.2950
9.0043e-09,1.2868
9.0276e-09,1.2719
9.0509e-09,1.2525
9.0741e-09,1.2314
9.0974e-09,1.2071
9.1207e-09,1.1509
9.1439e-09,1.0609
9.1672e-09,0.8780
9.1905e-09,0.7118
9.2137e-09,0.5923
9.2370e-09,0.5082
9.2603e-09,0.4568
9.2835e-09,0.4341
9.3068e-09,0.4264
9.3301e-09,0.4297
9.3533e-09,0.4404
9.3766e-09,0.4552
9.3999e-09,0.4704
9.4231e-09,0.4828
9.4464e-09,0.4904
9.4697e-09,0.4945
9.4929e-09,0.4976
9.5162e-09,0.4999
9.5395e-09,0.5022
9.5627e-09,0.5045
9.5860e-09,0.5077
9.6093e-09,0.5128
9.6325e-09,0.5186
9.6558e-09,0.5199
9.6791e-09,0.5092
9.7023e-09,0.4830
9.7256e-09,0.4416
9.7489e-09,0.3858
9.7721e-09,0.3195
9.7954e-09,0.2506
9.8187e-09,0.1857
9.8419e-09,0.1279
9.8652e-09,0.0775
9.8885e-09,0.0351
9.9117e-09,0.0018
9.9350e-09,-0.0224
9.9583e-09,-0.0389
9.9815e-09,-0.0498
1.00048e-08,-0.0567
1.00281e-08,-0.0605
1.00513e-08,-0.0627
1.00746e-08,-0.0647
1.00979e-08,-0.0677
1.01211e-08,-0.0727
1.01444e-08,-0.0803
1.01677e-08,-0.0898
1.01909e-08,-0.0993
1.02142e-08,-0.1061
1.02375e-08,-0.1065
1.02607e-08,-0.0980
1.02840e-08,-0.0811
1.03073e-08,-0.0589
1.03305e-08,-0.0347
1.03538e-08,-0.0112
1.03771e-08,0.0096
1.04003e-08,0.0258
1.04236e-08,0.0365
1.04469e-08,0.0421
1.04702e-08,0.0436
1.04934e-08,0.0416
1.05167e-08,0.0371
1.05400e-08,0.0314
1.05632e-08,0.0258
1.05865e-08,0.0209
1.06098e-08,0.0169
1.06330e-08,0.0143
1.06563e-08,0.0140
1.06796e-08,0.0168
1.07028e-08,0.0225
1.07261e-08,0.0299
1.07494e-08,0.0366
1.07726e-08,0.0403
1.07959e-08,0.0395
1.08192e-08,0.0339
1.08424e-08,0.0243
1.08657e-08,0.0123
1.08890e-08,0.0000
1.09122e-08,-0.0107
1.09355e-08,-0.0187
1.09588e-08,-0.0234
1.09820e-08,-0.0248
1.10053e-08,-0.0231
1.10286e-08,-0.0191
1.10518e-08,-0.0140
1.10751e-08,-0.0089
1.10984e-08,-0.0042
1.11216e-08,-0.0001
1.11449e-08,0.0032
1.11682e-08,0.0052
1.11914e-08,0.0056
1.12147e-08,0.0039
1.12380e-08,0.0001
1.12612e-08,-0.0052
1.12845e-08,-0.0108
1.13078e-08,-0.0151
1.13310e-08,-0.0169
1.13543e-08,-0.0156
1.13776e-08,-0.0114
1.14008e-08,-0.0054
1.14241e-08,0.0015
1.14474e-08,0.0080
1.14706e-08,0.0131
1.14939e-08,0.0161
1.15172e-08,0.0166
1.15404e-08,0.0150
1.15637e-08,0.0119
1.15870e-08,0.0081
1.16102e-08,0.0043
1.16335e-08,0.0009
1.16568e-08,-0.0019
1.16800e-08,-0.0039
1.17033e-08,-0.0052
1.17266e-08,-0.0056
1.17498e-08,-0.0045
1.17731e-08,-0.0021
1.17964e-08,0.0014
1.18196e-08,0.0054
1.18429e-08,0.0089
1.18662e-08,0.0110
1.18894e-08,0.0113
1.19127e-08,0.0097
1.19360e-08,0.0066
1.19592e-08,0.0024
1.19825e-08,-0.0018
1.20058e-08,-0.0054
1.20290e-08,-0.0063
1.20523e-08,0.0139
1.20756e-08,0.0838
1.20988e-08,0.2336
1.21221e-08,0.3744
1.21454e-08,0.4896
1.21686e-08,0.5761
1.21919e-08,0.6342
1.22152e-08,0.6692
1.22384e-08,0.6874
1.22617e-08,0.6955
1.22850e-08,0.6963
1.23082e-08,0.6908
1.23315e-08,0.6815
1.23548e-08,0.6704
1.23780e-08,0.6596
1.24013e-08,0.6492
1.24246e-08,0.6397
1.24478e-08,0.6333
1.24711e-08,0.6314
1.24944e-08,0.6336
1.25176e-08,0.6385
1.25409e-08,0.6447
1.25642e-08,0.6512
1.25874e-08,0.6603
1.26107e-08,0.6780
1.26340e-08,0.7070
1.26572e-08,0.7478
1.26805e-08,0.8007
1.27038e-08,0.8625
1.27270e-08,0.9268
1.27503e-08,0.9879
1.27736e-08,1.0429
1.27968e-08,1.0908
1.28201e-08,1.1311
1.28434e-08,1.1632
1.28667e-08,1.1556
1.28899e-08,1.1154
1.29132e-08,0.9691
1.29365e-08,0.8224
1.29597e-08,0.7167
1.29830e-08,0.6425
1.30063e-08,0.5917
1.30295e-08,0.5627
1.30528e-08,0.5470
1.30761e-08,0.5415
1.30993e-08,0.5443
1.31226e-08,0.5527
1.31459e-08,0.5627
1.31691e-08,0.5701
1.31924e-08,0.5706
1.32157e-08,0.5643
1.32389e-08,0.5540
1.32622e-08,0.5402
1.32855e-08,0.5308
1.33087e-08,0.5670
1.33320e-08,0.7374
1.33553e-08,0.9094
1.33785e-08,1.0400
1.34018e-08,1.1299
1.34251e-08,1.1656
1.34483e-08,1.1658
1.34716e-08,1.1350
1.34949e-08,1.0824
1.35181e-08,1.0149
1.35414e-08,0.9416
1.35647e-08,0.8696
1.35879e-08,0.8036
1.36112e-08,0.7446
1.36345e-08,0.6918
1.36577e-08,0.6441
1.36810e-08,0.6050
1.37043e-08,0.5774
1.37275e-08,0.5603
1.37508e-08,0.5526
1.37741e-08,0.5521
1.37973e-08,0.5561
1.38206e-08,0.5660
1.38439e-08,0.5881
1.38671e-08,0.6241
1.38904e-08,0.6713
1.39137e-08,0.7288
1.39369e-08,0.7950
1.39602e-08,0.8648
1.39835e-08,0.9338
1.40067e-08,1.0016
1.40300e-08,1.0673
1.40533e-08,1.1279
1.40765e-08,1.1796
1.40998e-08,1.2203
1.41231e-08,1.2510
1.41463e-08,1.2742
1.41696e-08,1.2913
1.41929e-08,1.3023
1.42161e-08,1.3077
1.42394e-08,1.3083
1.42627e-08,1.3047
1.42859e-08,1.2990
1.43092e-08,1.2941
1.43325e-08,1.2908
1.43557e-08,1.2879
1.43790e-08,1.2842
1.44023e-08,1.2779
1.44255e-08,1.2674
1.44488e-08,1.2533
1.44721e-08,1.2374
1.44953e-08,1.2209
1.45186e-08,1.1967
1.45419e-08,1.1355
1.45651e-08,1.0207
1.45884e-08,0.8360
1.46117e-08,0.6776
1.46349e-08,0.5709
1.46582e-08,0.4957
1.46815e-08,0.4526
1.47047e-08,0.4330
1.47280e-08,0.4267
1.47513e-08,0.4294
1.47745e-08,0.4390
1.47978e-08,0.4529
1.48211e-08,0.4677
1.48443e-08,0.4809
1.48676e-08,0.4906
1.48909e-08,0.4982
1.49141e-08,0.5047
1.49374e-08,0.5097
1.49607e-08,0.5304
1.49839e-08,0.6333
1.50072e-08,0.8414
1.50305e-08,1.0130
1.50537e-08,1.1270
1.50770e-08,1.2038
1.51003e-08,1.2264
1.51236e-08,1.2137
1.51468e-08,1.1722
1.51701e-08,1.1087
1.51934e-08,1.0317
1.52166e-08,0.9502
1.52399e-08,0.8725
1.52632e-08,0.8028
1.52864e-08,0.7421
1.53097e-08,0.6892
1.53330e-08,0.6444
1.53562e-08,0.5969
1.53795e-08,0.5412
1.54028e-08,0.4153
1.54260e-08,0.2552
1.54493e-08,0.1162
1.54726e-08,0.0015
1.54958e-08,-0.0714
1.55191e-08,-0.0904
1.55424e-08,-0.0767
1.55656e-08,-0.0367
1.55889e-08,0.0232
1.56122e-08,0.0950
1.56354e-08,0.1708
1.56587e-08,0.2462
1.56820e-08,0.3201
1.57052e-08,0.3915
1.57285e-08,0.4580
1.57518e-08,0.5149
1.57750e-08,0.5603
1.57983e-08,0.6175
1.58216e-08,0.7817
1.58448e-08,1.0058
1.58681e-08,1.1673
1.58914e-08,1.2720
1.59146e-08,1.3182
1.59379e-08,1.3226
1.59612e-08,1.2939
1.59844e-08,1.2440
1.60077e-08,1.1783
1.60310e-08,1.1029
1.60542e-08,1.0237
1.60775e-08,0.9447
1.61008e-08,0.8686
1.61240e-08,0.7979
1.61473e-08,0.7329
1.61706e-08,0.6751
1.61938e-08,0.6264
1.62171e-08,0.5862
1.62404e-08,0.5539
1.62636e-08,0.5290
1.62869e-08,0.5092
1.63102e-08,0.4961
1.63334e-08,0.4974
1.63567e-08,0.5200
1.63800e-08,0.5622
1.64032e-08,0.6222
1.64265e-08,0.6987
1.64498e-08,0.7845
1.64730e-08,0.8702
1.64963e-08,0.9502
1.65196e-08,1.0235
1.65428e-08,1.0886
1.65661e-08,1.1440
1.65894e-08,1.1888
1.66126e-08,1.1969
1.66359e-08,1.1721
1.66592e-08,1.0465
1.66824e-08,0.9112
1.67057e-08,0.7944
1.67290e-08,0.7218
1.67522e-08,0.6689
1.67755e-08,0.6357
1.67988e-08,0.6173
1.68220e-08,0.6089
1.68453e-08,0.6070
1.68686e-08,0.6078
1.68918e-08,0.6079
1.69151e-08,0.6030
1.69384e-08,0.5904
1.69616e-08,0.5716
1.69849e-08,0.5518
1.70082e-08,0.5312
1.70314e-08,0.5151
1.70547e-08,0.5378
1.70780e-08,0.6944
1.71012e-08,0.8739
1.71245e-08,1.0074
1.71478e-08,1.1023
1.71710e-08,1.1433
1.71943e-08,1.1465
1.72176e-08,1.1193
1.72408e-08,1.0703
1.72641e-08,1.0070
1.72874e-08,0.9371
1.73106e-08,0.8668
1.73339e-08,0.8009
1.73572e-08,0.7412
1.73804e-08,0.6875
1.74037e-08,0.6398
1.74270e-08,0.6007
1.74502e-08,0.5513
1.74735e-08,0.4798
1.74968e-08,0.3237
1.75201e-08,0.1783
1.75433e-08,0.0712
1.75666e-08,-0.0192
1.75899e-08,-0.0615
1.76131e-08,-0.0585
1.76364e-08,-0.0304
1.76597e-08,0.0194
1.76829e-08,0.0840
1.77062e-08,0.1563
1.77295e-08,0.2302
1.77527e-08,0.3029
1.77760e-08,0.3727
1.77993e-08,0.4376
1.78225e-08,0.4948
1.78458e-08,0.5406
1.78691e-08,0.5752
1.78923e-08,0.6005
1.79156e-08,0.6179
1.79389e-08,0.6283
1.79621e-08,0.6318
1.79854e-08,0.6253
1.80087e-08,0.6038
1.80319e-08,0.5668
1.80552e-08,0.5179
1.80785e-08,0.4589
1.81017e-08,0.3925
1.81250e-08,0.3243
1.81483e-08,0.2584
1.81715e-08,0.1955
1.81948e-08,0.1367
1.82181e-08,0.0842
1.82413e-08,0.0390
1.82646e-08,0.0006
1.82879e-08,-0.0326
1.83111e-08,-0.0614
1.83344e-08,-0.0849
1.83577e-08,-0.1024
1.83809e-08,-0.1142
1.84042e-08,-0.1212
1.84275e-08,-0.1243
1.84507e-08,-0.1254
1.84740e-08,-0.1263
1.84973e-08,-0.1271
1.85205e-08,-0.1262
1.85438e-08,-0.1222
1.85671e-08,-0.1140
1.85903e-08,-0.1008
1.86136e-08,-0.0835
1.86369e-08,-0.0640
1.86601e-08,-0.0438
1.86834e-08,-0.0239
1.87067e-08,-0.0056
1.87299e-08,0.0097
1.87532e-08,0.0214
1.87765e-08,0.0298
1.87997e-08,0.0359
1.88230e-08,0.0403
1.88463e-08,0.0434
1.88695e-08,0.0456
1.88928e-08,0.0466
1.89161e-08,0.0461
1.89393e-08,0.0438
1.89626e-08,0.0407
1.89859e-08,0.0380
1.90091e-08,0.0365
1.90324e-08,0.0363
1.90557e-08,0.0367
1.90789e-08,0.0367
1.91022e-08,0.0352
1.91255e-08,0.0446
1.91487e-08,0.0890
1.91720e-08,0.2165
1.91953e-08,0.3636
1.92185e-08,0.4692
1.92418e-08,0.5510
1.92651e-08,0.6101
1.92883e-08,0.6426
1.93116e-08,0.6597
1.93349e-08,0.6685
1.93581e-08,0.6710
1.93814e-08,0.6686
1.94047e-08,0.6629
1.94279e-08,0.6559
1.94512e-08,0.6494
1.94745e-08,0.6438
1.94977e-08,0.6376
1.95210e-08,0.6187
1.95443e-08,0.5814
1.95675e-08,0.4679
1.95908e-08,0.3118
1.96141e-08,0.1763
1.96373e-08,0.0688
1.96606e-08,-0.0067
1.96839e-08,-0.0299
1.97071e-08,-0.0208
1.97304e-08,0.0150
1.97537e-08,0.0720
1.97769e-08,0.1423
1.98002e-08,0.2171
1.98235e-08,0.2881
1.98468e-08,0.3509
1.98700e-08,0.4046
1.98933e-08,0.4506
1.99166e-08,0.4876
1.99398e-08,0.5154
1.99631e-08,0.5565
1.99864e-08,0.7038
2.00096e-08,0.9169
2.00329e-08,1.0791
2.00562e-08,1.1922
2.00794e-08,1.2485
2.01027e-08,1.2658
2.01260e-08,1.2478
2.01492e-08,1.2066
2.01725e-08,1.1481
2.01958e-08,1.0789
2.02190e-08,1.0054
2.02423e-08,0.9313
2.02656e-08,0.8583
2.02888e-08,0.7876
2.03121e-08,0.7200
2.03354e-08,0.6589
2.03586e-08,0.5898
2.03819e-08,0.5104
2.04052e-08,0.3519
2.04284e-08,0.1790
2.04517e-08,0.0532
2.04750e-08,-0.0523
2.04982e-08,-0.1162
2.05215e-08,-0.1273
2.05448e-08,-0.0999
2.05680e-08,-0.0487
2.05913e-08,0.0205
2.06146e-08,0.0999
2.06378e-08,0.1809
2.06611e-08,0.2585
2.06844e-08,0.3310
2.07076e-08,0.3971
2.07309e-08,0.4557
2.07542e-08,0.5040
2.07774e-08,0.5420
2.08007e-08,0.5722
2.08240e-08,0.5963
2.08472e-08,0.6152
2.08705e-08,0.6288
2.08938e-08,0.6345
2.09170e-08,0.6261
2.09403e-08,0.6009
2.09636e-08,0.5612
2.09868e-08,0.5088
2.10101e-08,0.4454
2.10334e-08,0.3760
2.10566e-08,0.3061
2.10799e-08,0.2375
2.11032e-08,0.1712
2.11264e-08,0.1100
2.11497e-08,0.0567
2.11730e-08,0.0120
2.11962e-08,-0.0251
2.12195e-08,-0.0557
2.12428e-08,-0.0797
2.12660e-08,-0.0969
2.12893e-08,-0.1080
2.13126e-08,-0.1147
2.13358e-08,-0.1181
2.13591e-08,-0.1200
2.13824e-08,-0.1223
2.14056e-08,-0.1253
2.14289e-08,-0.1277
2.14522e-08,-0.1277
2.14754e-08,-0.1238
2.14987e-08,-0.1144
2.15220e-08,-0.0997
2.15452e-08,-0.0814
2.15685e-08,-0.0609
2.15918e-08,-0.0393
2.16150e-08,-0.0179
2.16383e-08,0.0016
2.16616e-08,0.0178
2.16848e-08,0.0302
2.17081e-08,0.0394
2.17314e-08,0.0454
2.17546e-08,0.0487
2.17779e-08,0.0498
2.18012e-08,0.0491
2.18244e-08,0.0468
2.18477e-08,0.0430
2.18710e-08,0.0386
2.18942e-08,0.0352
2.19175e-08,0.0336
2.19408e-08,0.0340
2.19640e-08,0.0358
2.19873e-08,0.0377
2.20106e-08,0.0385
2.20338e-08,0.0437
2.20571e-08,0.0751
2.20804e-08,0.1769
2.21037e-08,0.3350
2.21269e-08,0.4454
2.21502e-08,0.5358
2.21735e-08,0.6008
2.21967e-08,0.6349
2.22200e-08,0.6547
2.22433e-08,0.6634
2.22665e-08,0.6662
2.22898e-08,0.6651
2.23131e-08,0.6607
2.23363e-08,0.6552
2.23596e-08,0.6501
2.23829e-08,0.6464
2.24061e-08,0.6418
2.24294e-08,0.6314
2.24527e-08,0.6009
2.24759e-08,0.5152
2.24992e-08,0.3593
2.25225e-08,0.2151
2.25457e-08,0.0960
2.25690e-08,0.0143
2.25923e-08,-0.0270
2.26155e-08,-0.0305
2.26388e-08,-0.0007
2.26621e-08,0.0507
2.26853e-08,0.1187
2.27086e-08,0.1943
2.27319e-08,0.2684
2.27551e-08,0.3353
2.27784e-08,0.3927
2.28017e-08,0.4415
2.28249e-08,0.4814
2.28482e-08,0.5105
2.28715e-08,0.5436
2.28947e-08,0.6456
2.29180e-08,0.8522
2.29413e-08,1.0381
2.29645e-08,1.1549
2.29878e-08,1.2356
2.30111e-08,1.2636
2.30343e-08,1.2554
2.30576e-08,1.2214
2.30809e-08,1.1684
2.31041e-08,1.1026
2.31274e-08,1.0304
2.31507e-08,0.9566
2.31739e-08,0.8832
2.31972e-08,0.8114
2.32205e-08,0.7421
2.32437e-08,0.6777
2.32670e-08,0.6119
2.32903e-08,0.5410
2.33135e-08,0.4054
2.33368e-08,0.2381
2.33601e-08,0.0897
2.33833e-08,-0.0254
2.34066e-08,-0.1043
2.34299e-08,-0.1263
2.34531e-08,-0.1092
2.34764e-08,-0.0649
2.34997e-08,0.0001
2.35229e-08,0.0777
2.35462e-08,0.1588
2.35695e-08,0.2372
2.35927e-08,0.3107
2.36160e-08,0.3782
2.36393e-08,0.4387
2.36625e-08,0.4897
2.36858e-08,0.5302
2.37091e-08,0.5845
2.37323e-08,0.7321
2.37556e-08,0.9684
2.37789e-08,1.1409
2.38021e-08,1.2641
2.38254e-08,1.3290
2.38487e-08,1.3455
2.38719e-08,1.3252
2.38952e-08,1.2797
2.39185e-08,1.2144
2.39417e-08,1.1362
2.39650e-08,1.0522
2.39883e-08,0.9676
2.40115e-08,0.8854
2.40348e-08,0.8085
2.40581e-08,0.7379
2.40813e-08,0.6752
2.41046e-08,0.6230
2.41279e-08,0.5815
2.41511e-08,0.5503
2.41744e-08,0.5287
2.41977e-08,0.5139
2.42209e-08,0.5052
2.42442e-08,0.5079
2.42675e-08,0.5286
2.42907e-08,0.5666
2.43140e-08,0.6200
2.43373e-08,0.6888
2.43605e-08,0.7681
2.43838e-08,0.8492
2.44071e-08,0.9270
2.44303e-08,1.0003
2.44536e-08,1.0677
2.44769e-08,1.1269
2.45002e-08,1.1765
2.45234e-08,1.2168
2.45467e-08,1.2495
2.45700e-08,1.2763
2.45932e-08,1.2968
2.46165e-08,1.3110
2.46398e-08,1.3191
2.46630e-08,1.3217
2.46863e-08,1.3201
2.47096e-08,1.3173
2.47328e-08,1.3152
2.47561e-08,1.3132
