.HEADER
..NAMES
Time,V U1.R2
4.4905e-09,1.2272
4.5138e-09,1.2191
4.5371e-09,1.2100
4.5603e-09,1.2014
4.5836e-09,1.1946
4.6069e-09,1.1906
4.6301e-09,1.1901
4.6534e-09,1.1928
4.6767e-09,1.1977
4.6999e-09,1.2033
4.7232e-09,1.2079
4.7465e-09,1.2105
4.7697e-09,1.2105
4.7930e-09,1.2086
4.8163e-09,1.2055
4.8395e-09,1.2024
4.8628e-09,1.1995
4.8861e-09,1.1967
4.9093e-09,1.1939
4.9326e-09,1.1914
4.9559e-09,1.1898
4.9791e-09,1.1897
5.0024e-09,1.1915
5.0257e-09,1.1951
5.0489e-09,1.1997
5.0722e-09,1.2045
5.0955e-09,1.2086
5.1187e-09,1.2115
5.1420e-09,1.2093
5.1653e-09,1.1713
5.1885e-09,1.0927
5.2118e-09,0.9239
5.2351e-09,0.7725
5.2583e-09,0.6652
5.2816e-09,0.5966
5.3049e-09,0.5570
5.3281e-09,0.5373
5.3514e-09,0.5295
5.3747e-09,0.5260
5.3979e-09,0.5241
5.4212e-09,0.5213
5.4445e-09,0.5173
5.4677e-09,0.5137
5.4910e-09,0.5106
5.5143e-09,0.5089
5.5375e-09,0.5097
5.5608e-09,0.5112
5.5841e-09,0.5127
5.6073e-09,0.5127
5.6306e-09,0.5098
5.6539e-09,0.5039
5.6771e-09,0.4943
5.7004e-09,0.4789
5.7237e-09,0.4524
5.7469e-09,0.4103
5.7702e-09,0.3541
5.7935e-09,0.2881
5.8168e-09,0.2166
5.8400e-09,0.1468
5.8633e-09,0.0853
5.8866e-09,0.0361
5.9098e-09,0.0003
5.9331e-09,-0.0233
5.9564e-09,-0.0370
5.9796e-09,-0.0439
6.0029e-09,-0.0379
6.0262e-09,-0.0067
6.0494e-09,0.0968
6.0727e-09,0.2362
6.0960e-09,0.3463
6.1192e-09,0.4206
6.1425e-09,0.4761
6.1658e-09,0.5125
6.1890e-09,0.5321
6.2123e-09,0.5463
6.2356e-09,0.5596
6.2588e-09,0.5745
6.2821e-09,0.5944
6.3054e-09,0.6189
6.3286e-09,0.6464
6.3519e-09,0.6749
6.3752e-09,0.6990
6.3984e-09,0.7156
6.4217e-09,0.7239
6.4450e-09,0.7244
6.4682e-09,0.7197
6.4915e-09,0.7132
6.5148e-09,0.7082
6.5380e-09,0.7072
6.5613e-09,0.7159
6.5846e-09,0.7420
6.6078e-09,0.7873
6.6311e-09,0.8478
6.6544e-09,0.9178
6.6776e-09,0.9895
6.7009e-09,1.0546
6.7242e-09,1.1078
6.7474e-09,1.1473
6.7707e-09,1.1739
6.7940e-09,1.1899
6.8172e-09,1.1979
6.8405e-09,1.2004
6.8638e-09,1.1997
6.8870e-09,1.1991
6.9103e-09,1.2014
6.9336e-09,1.2074
6.9568e-09,1.2167
6.9801e-09,1.2273
7.0034e-09,1.2371
7.0266e-09,1.2454
7.0499e-09,1.2519
7.0732e-09,1.2555
7.0964e-09,1.2541
7.1197e-09,1.2461
7.1430e-09,1.2312
7.1662e-09,1.2104
7.1895e-09,1.1863
7.2128e-09,1.1633
7.2360e-09,1.1457
7.2593e-09,1.1364
7.2826e-09,1.1357
7.3058e-09,1.1420
7.3291e-09,1.1529
7.3524e-09,1.1660
7.3756e-09,1.1790
7.3989e-09,1.1899
7.4222e-09,1.1970
7.4454e-09,1.1994
7.4687e-09,1.1975
7.4920e-09,1.1930
7.5152e-09,1.1880
7.5385e-09,1.1841
7.5618e-09,1.1822
7.5850e-09,1.1823
7.6083e-09,1.1842
7.6316e-09,1.1877
7.6548e-09,1.1700
7.6781e-09,1.1231
7.7014e-09,0.9940
7.7246e-09,0.8427
7.7479e-09,0.7321
7.7712e-09,0.6602
7.7944e-09,0.6129
7.8177e-09,0.5803
7.8410e-09,0.5585
7.8642e-09,0.5408
7.8875e-09,0.5258
7.9108e-09,0.5131
7.9340e-09,0.5026
7.9573e-09,0.4962
7.9806e-09,0.4945
8.0038e-09,0.4970
8.0271e-09,0.5041
8.0504e-09,0.5127
8.0736e-09,0.5201
8.0969e-09,0.5242
8.1202e-09,0.5229
8.1435e-09,0.5165
8.1667e-09,0.5056
8.1900e-09,0.4892
8.2133e-09,0.4635
8.2365e-09,0.4227
8.2598e-09,0.3665
8.2831e-09,0.3001
8.3063e-09,0.2287
8.3296e-09,0.1593
8.3529e-09,0.0987
8.3761e-09,0.0510
8.3994e-09,0.0171
8.4227e-09,-0.0051
8.4459e-09,-0.0186
8.4692e-09,-0.0267
8.4925e-09,-0.0295
8.5157e-09,-0.0122
8.5390e-09,0.0499
8.5623e-09,0.1831
8.5855e-09,0.2998
8.6088e-09,0.3815
8.6321e-09,0.4461
8.6553e-09,0.4900
8.6786e-09,0.5176
8.7019e-09,0.5375
8.7251e-09,0.5542
8.7484e-09,0.5714
8.7717e-09,0.5913
8.7949e-09,0.6157
8.8182e-09,0.6428
8.8415e-09,0.6713
8.8647e-09,0.6960
8.8880e-09,0.7128
8.9113e-09,0.7208
8.9345e-09,0.7206
8.9578e-09,0.7146
8.9811e-09,0.7069
9.0043e-09,0.7007
9.0276e-09,0.6991
9.0509e-09,0.7057
9.0741e-09,0.7277
9.0974e-09,0.7693
9.1207e-09,0.8273
9.1439e-09,0.8958
9.1672e-09,0.9674
9.1905e-09,1.0337
9.2137e-09,1.0890
9.2370e-09,1.1308
9.2603e-09,1.1601
9.2835e-09,1.1789
9.3068e-09,1.1899
9.3301e-09,1.1952
9.3533e-09,1.1966
9.3766e-09,1.1971
9.3999e-09,1.1995
9.4231e-09,1.2055
9.4464e-09,1.2151
9.4697e-09,1.2264
9.4929e-09,1.2372
9.5162e-09,1.2460
9.5395e-09,1.2525
9.5627e-09,1.2563
9.5860e-09,1.2557
9.6093e-09,1.2487
9.6325e-09,1.2349
9.6558e-09,1.2150
9.6791e-09,1.1914
9.7023e-09,1.1680
9.7256e-09,1.1494
9.7489e-09,1.1387
9.7721e-09,1.1367
9.7954e-09,1.1420
9.8187e-09,1.1519
9.8419e-09,1.1639
9.8652e-09,1.1761
9.8885e-09,1.1867
9.9117e-09,1.1942
9.9350e-09,1.1974
9.9583e-09,1.1964
9.9815e-09,1.1924
1.00048e-08,1.1874
1.00281e-08,1.1833
1.00513e-08,1.1812
1.00746e-08,1.1812
1.00979e-08,1.1831
1.01211e-08,1.1866
1.01444e-08,1.1916
1.01677e-08,1.1983
1.01909e-08,1.2068
1.02142e-08,1.2164
1.02375e-08,1.2252
1.02607e-08,1.2312
1.02840e-08,1.2327
1.03073e-08,1.2297
1.03305e-08,1.2230
1.03538e-08,1.2145
1.03771e-08,1.2056
1.04003e-08,1.1978
1.04236e-08,1.1923
1.04469e-08,1.1899
1.04702e-08,1.1907
1.04934e-08,1.1943
1.05167e-08,1.1995
1.05400e-08,1.2048
1.05632e-08,1.2087
1.05865e-08,1.2103
1.06098e-08,1.2095
1.06330e-08,1.2070
1.06563e-08,1.2039
1.06796e-08,1.2007
1.07028e-08,1.1978
1.07261e-08,1.1949
1.07494e-08,1.1921
1.07726e-08,1.1898
1.07959e-08,1.1889
1.08192e-08,1.1898
1.08424e-08,1.1925
1.08657e-08,1.1967
1.08890e-08,1.2015
1.09122e-08,1.2060
1.09355e-08,1.2096
1.09588e-08,1.2115
1.09820e-08,1.2116
1.10053e-08,1.2099
1.10286e-08,1.2065
1.10518e-08,1.2024
1.10751e-08,1.1985
1.10984e-08,1.1958
1.11216e-08,1.1950
1.11449e-08,1.1963
1.11682e-08,1.1988
1.11914e-08,1.2017
1.12147e-08,1.2042
1.12380e-08,1.2059
1.12612e-08,1.2068
1.12845e-08,1.2071
1.13078e-08,1.2069
1.13310e-08,1.2062
1.13543e-08,1.2049
1.13776e-08,1.2032
1.14008e-08,1.2012
1.14241e-08,1.1992
1.14474e-08,1.1976
1.14706e-08,1.1967
1.14939e-08,1.1964
1.15172e-08,1.1969
1.15404e-08,1.1982
1.15637e-08,1.2002
1.15870e-08,1.2026
1.16102e-08,1.2049
1.16335e-08,1.2063
1.16568e-08,1.2066
1.16800e-08,1.2055
1.17033e-08,1.2035
1.17266e-08,1.2012
1.17498e-08,1.1993
1.17731e-08,1.1982
1.17964e-08,1.1980
1.18196e-08,1.1985
1.18429e-08,1.1994
1.18662e-08,1.2006
1.18894e-08,1.2017
1.19127e-08,1.2027
1.19360e-08,1.2036
1.19592e-08,1.2040
1.19825e-08,1.2042
1.20058e-08,1.2040
1.20290e-08,1.2036
1.20523e-08,1.2031
1.20756e-08,1.2024
1.20988e-08,1.2016
1.21221e-08,1.2006
1.21454e-08,1.1996
1.21686e-08,1.1990
1.21919e-08,1.1990
1.22152e-08,1.1997
1.22384e-08,1.2009
1.22617e-08,1.2023
1.22850e-08,1.2035
1.23082e-08,1.2042
1.23315e-08,1.2042
1.23548e-08,1.2037
1.23780e-08,1.2028
1.24013e-08,1.2017
1.24246e-08,1.2008
1.24478e-08,1.2002
1.24711e-08,1.1999
1.24944e-08,1.2000
1.25176e-08,1.2003
1.25409e-08,1.2009
1.25642e-08,1.2014
1.25874e-08,1.2019
1.26107e-08,1.2021
1.26340e-08,1.2023
1.26572e-08,1.2025
1.26805e-08,1.2027
1.27038e-08,1.2028
1.27270e-08,1.2028
1.27503e-08,1.2025
1.27736e-08,1.2019
1.27968e-08,1.2012
1.28201e-08,1.2005
1.28434e-08,1.2002
1.28667e-08,1.2002
1.28899e-08,1.2006
1.29132e-08,1.2012
1.29365e-08,1.2019
1.29597e-08,1.2025
1.29830e-08,1.2029
1.30063e-08,1.2030
1.30295e-08,1.2028
1.30528e-08,1.2024
1.30761e-08,1.2018
1.30993e-08,1.2013
1.31226e-08,1.2010
1.31459e-08,1.2009
1.31691e-08,1.2010
1.31924e-08,1.2011
1.32157e-08,1.2013
1.32389e-08,1.2014
1.32622e-08,1.2015
1.32855e-08,1.2016
1.33087e-08,1.2017
1.33320e-08,1.2020
1.33553e-08,1.2022
1.33785e-08,1.2023
1.34018e-08,1.2023
1.34251e-08,1.2021
1.34483e-08,1.2018
1.34716e-08,1.1983
1.34949e-08,1.1611
1.35181e-08,1.0852
1.35414e-08,0.9188
1.35647e-08,0.7725
1.35879e-08,0.6724
1.36112e-08,0.6049
1.36345e-08,0.5655
1.36577e-08,0.5434
1.36810e-08,0.5321
1.37043e-08,0.5250
1.37275e-08,0.5204
1.37508e-08,0.5160
1.37741e-08,0.5112
1.37973e-08,0.5075
1.38206e-08,0.5049
1.38439e-08,0.5043
1.38671e-08,0.5066
1.38904e-08,0.5099
1.39137e-08,0.5134
1.39369e-08,0.5153
1.39602e-08,0.5136
1.39835e-08,0.5085
1.40067e-08,0.4991
1.40300e-08,0.4830
1.40533e-08,0.4549
1.40765e-08,0.4104
1.40998e-08,0.3518
1.41231e-08,0.2840
1.41463e-08,0.2117
1.41696e-08,0.1425
1.41929e-08,0.0827
1.42161e-08,0.0359
1.42394e-08,0.0023
1.42627e-08,-0.0198
1.42859e-08,-0.0331
1.43092e-08,-0.0403
1.43325e-08,-0.0445
1.43557e-08,-0.0481
1.43790e-08,-0.0534
1.44023e-08,-0.0606
1.44255e-08,-0.0687
1.44488e-08,-0.0756
1.44721e-08,-0.0795
1.44953e-08,-0.0797
1.45186e-08,-0.0773
1.45419e-08,-0.0731
1.45651e-08,-0.0667
1.45884e-08,-0.0568
1.46117e-08,-0.0427
1.46349e-08,-0.0246
1.46582e-08,-0.0031
1.46815e-08,0.0194
1.47047e-08,0.0394
1.47280e-08,0.0538
1.47513e-08,0.0611
1.47745e-08,0.0614
1.47978e-08,0.0561
1.48211e-08,0.0471
1.48443e-08,0.0366
1.48676e-08,0.0269
1.48909e-08,0.0199
1.49141e-08,0.0171
1.49374e-08,0.0181
1.49607e-08,0.0216
1.49839e-08,0.0253
1.50072e-08,0.0273
1.50305e-08,0.0267
1.50537e-08,0.0237
1.50770e-08,0.0191
1.51003e-08,0.0138
1.51236e-08,0.0082
1.51468e-08,0.0025
1.51701e-08,-0.0037
1.51934e-08,-0.0105
1.52166e-08,-0.0174
1.52399e-08,-0.0229
1.52632e-08,-0.0260
1.52864e-08,-0.0259
1.53097e-08,-0.0228
1.53330e-08,-0.0174
1.53562e-08,-0.0104
1.53795e-08,-0.0031
1.54028e-08,0.0032
1.54260e-08,0.0071
1.54493e-08,0.0080
1.54726e-08,0.0060
1.54958e-08,0.0019
1.55191e-08,-0.0026
1.55424e-08,-0.0060
1.55656e-08,-0.0071
1.55889e-08,-0.0058
1.56122e-08,-0.0026
1.56354e-08,0.0012
1.56587e-08,0.0046
1.56820e-08,0.0073
1.57052e-08,0.0093
1.57285e-08,0.0108
1.57518e-08,0.0117
1.57750e-08,0.0121
1.57983e-08,0.0117
1.58216e-08,0.0105
1.58448e-08,0.0084
1.58681e-08,0.0056
1.58914e-08,0.0024
1.59146e-08,-0.0008
1.59379e-08,-0.0035
1.59612e-08,-0.0051
1.59844e-08,-0.0051
1.60077e-08,-0.0034
1.60310e-08,-0.0004
1.60542e-08,0.0031
1.60775e-08,0.0059
1.61008e-08,0.0072
1.61240e-08,0.0066
1.61473e-08,0.0045
1.61706e-08,0.0017
1.61938e-08,-0.0009
1.62171e-08,-0.0028
1.62404e-08,-0.0037
1.62636e-08,-0.0037
1.62869e-08,-0.0030
1.63102e-08,-0.0019
1.63334e-08,-0.0007
1.63567e-08,0.0005
1.63800e-08,0.0016
1.64032e-08,0.0026
1.64265e-08,0.0034
1.64498e-08,0.0041
1.64730e-08,0.0047
1.64963e-08,0.0051
1.65196e-08,0.0050
1.65428e-08,0.0042
1.65661e-08,0.0027
1.65894e-08,0.0008
1.66126e-08,-0.0009
1.66359e-08,-0.0018
1.66592e-08,-0.0017
1.66824e-08,-0.0005
1.67057e-08,0.0013
1.67290e-08,0.0032
1.67522e-08,0.0046
1.67755e-08,0.0053
1.67988e-08,0.0051
1.68220e-08,0.0073
1.68453e-08,0.0304
1.68686e-08,0.1130
1.68918e-08,0.2616
1.69151e-08,0.4043
1.69384e-08,0.4969
1.69616e-08,0.5679
1.69849e-08,0.6106
1.70082e-08,0.6306
1.70314e-08,0.6405
1.70547e-08,0.6457
1.70780e-08,0.6495
1.71012e-08,0.6532
1.71245e-08,0.6578
1.71478e-08,0.6620
1.71710e-08,0.6653
1.71943e-08,0.6659
1.72176e-08,0.6633
1.72408e-08,0.6589
1.72641e-08,0.6541
1.72874e-08,0.6507
1.73106e-08,0.6509
1.73339e-08,0.6561
1.73572e-08,0.6665
1.73804e-08,0.6836
1.74037e-08,0.7128
1.74270e-08,0.7577
1.74502e-08,0.8162
1.74735e-08,0.8844
1.74968e-08,0.9569
1.75201e-08,1.0269
1.75433e-08,1.0879
1.75666e-08,1.1364
1.75899e-08,1.1719
1.76131e-08,1.1957
1.76364e-08,1.2071
1.76597e-08,1.1785
1.76829e-08,1.1082
1.77062e-08,0.9454
1.77295e-08,0.8053
1.77527e-08,0.7123
1.77760e-08,0.6540
1.77993e-08,0.6221
1.78225e-08,0.6046
1.78458e-08,0.5937
1.78691e-08,0.5837
1.78923e-08,0.5742
1.79156e-08,0.5628
1.79389e-08,0.5477
1.79621e-08,0.5302
1.79854e-08,0.5104
1.80087e-08,0.4899
1.80319e-08,0.4719
1.80552e-08,0.4579
1.80785e-08,0.4496
1.81017e-08,0.4466
1.81250e-08,0.4467
1.81483e-08,0.4487
1.81715e-08,0.4499
1.81948e-08,0.4460
1.82181e-08,0.4296
1.82413e-08,0.3941
1.82646e-08,0.3406
1.82879e-08,0.2738
1.83111e-08,0.1999
1.83344e-08,0.1286
1.83577e-08,0.0678
1.83809e-08,0.0221
1.84042e-08,-0.0084
1.84275e-08,-0.0263
1.84507e-08,-0.0348
1.84740e-08,-0.0374
1.84973e-08,-0.0370
1.85205e-08,-0.0358
1.85438e-08,-0.0359
1.85671e-08,-0.0383
1.85903e-08,-0.0431
1.86136e-08,-0.0490
1.86369e-08,-0.0546
1.86601e-08,-0.0591
1.86834e-08,-0.0628
1.87067e-08,-0.0657
1.87299e-08,-0.0664
1.87532e-08,-0.0624
1.87765e-08,-0.0520
1.87997e-08,-0.0346
1.88230e-08,-0.0111
1.88463e-08,0.0153
1.88695e-08,0.0396
1.88928e-08,0.0573
1.89161e-08,0.0659
1.89393e-08,0.0653
1.89626e-08,0.0575
1.89859e-08,0.0454
1.90091e-08,0.0321
1.90324e-08,0.0203
1.90557e-08,0.0119
1.90789e-08,0.0081
1.91022e-08,0.0088
1.91255e-08,0.0125
1.91487e-08,0.0171
1.91720e-08,0.0208
1.91953e-08,0.0225
1.92185e-08,0.0222
1.92418e-08,0.0206
1.92651e-08,0.0180
1.92883e-08,0.0147
1.93116e-08,0.0102
1.93349e-08,0.0037
1.93581e-08,-0.0049
1.93814e-08,-0.0147
1.94047e-08,-0.0234
1.94279e-08,-0.0291
1.94512e-08,-0.0303
1.94745e-08,-0.0268
1.94977e-08,-0.0195
1.95210e-08,-0.0101
1.95443e-08,-0.0005
1.95675e-08,0.0073
1.95908e-08,0.0120
1.96141e-08,0.0128
1.96373e-08,0.0100
1.96606e-08,0.0048
1.96839e-08,-0.0009
1.97071e-08,-0.0055
1.97304e-08,-0.0077
1.97537e-08,-0.0072
1.97769e-08,-0.0048
1.98002e-08,-0.0015
1.98235e-08,0.0016
1.98468e-08,0.0041
1.98700e-08,0.0064
1.98933e-08,0.0087
1.99166e-08,0.0111
1.99398e-08,0.0132
1.99631e-08,0.0143
1.99864e-08,0.0139
2.00096e-08,0.0116
2.00329e-08,0.0077
2.00562e-08,0.0029
2.00794e-08,-0.0019
2.01027e-08,-0.0058
2.01260e-08,-0.0080
2.01492e-08,-0.0078
2.01725e-08,-0.0053
2.01958e-08,-0.0012
2.02190e-08,0.0034
2.02423e-08,0.0072
2.02656e-08,0.0091
2.02888e-08,0.0087
2.03121e-08,0.0064
2.03354e-08,0.0032
2.03586e-08,0.0002
2.03819e-08,-0.0019
2.04052e-08,-0.0030
2.04284e-08,-0.0032
2.04517e-08,-0.0029
2.04750e-08,-0.0024
2.04982e-08,-0.0018
2.05215e-08,-0.0009
2.05448e-08,0.0002
2.05680e-08,0.0016
2.05913e-08,0.0033
2.06146e-08,0.0050
2.06378e-08,0.0064
2.06611e-08,0.0072
2.06844e-08,0.0070
2.07076e-08,0.0057
2.07309e-08,0.0034
2.07542e-08,0.0006
2.07774e-08,-0.0018
2.08007e-08,-0.0032
2.08240e-08,-0.0030
2.08472e-08,-0.0014
2.08705e-08,0.0010
2.08938e-08,0.0034
2.09170e-08,0.0052
2.09403e-08,0.0060
2.09636e-08,0.0058
2.09868e-08,0.0048
2.10101e-08,0.0036
2.10334e-08,0.0024
2.10566e-08,0.0015
2.10799e-08,0.0008
2.11032e-08,0.0005
2.11264e-08,0.0004
2.11497e-08,0.0003
2.11730e-08,0.0002
2.11962e-08,0.0002
2.12195e-08,0.0003
2.12428e-08,0.0007
2.12660e-08,0.0015
2.12893e-08,0.0027
2.13126e-08,0.0040
2.13358e-08,0.0048
2.13591e-08,0.0048
2.13824e-08,0.0041
2.14056e-08,0.0027
2.14289e-08,0.0011
2.14522e-08,-0.0002
2.14754e-08,-0.0009
2.14987e-08,-0.0007
2.15220e-08,0.0000
2.15452e-08,0.0011
2.15685e-08,0.0023
2.15918e-08,0.0032
2.16150e-08,0.0036
2.16383e-08,0.0037
2.16616e-08,0.0033
2.16848e-08,0.0028
2.17081e-08,0.0023
2.17314e-08,0.0020
2.17546e-08,0.0019
2.17779e-08,0.0019
2.18012e-08,0.0018
2.18244e-08,0.0072
2.18477e-08,0.0373
2.18710e-08,0.1390
2.18942e-08,0.2979
2.19175e-08,0.4253
2.19408e-08,0.5131
2.19640e-08,0.5807
2.19873e-08,0.6177
2.20106e-08,0.6362
2.20338e-08,0.6448
2.20571e-08,0.6491
2.20804e-08,0.6518
2.21037e-08,0.6543
2.21269e-08,0.6574
2.21502e-08,0.6601
2.21735e-08,0.6625
2.21967e-08,0.6627
2.22200e-08,0.6607
2.22433e-08,0.6578
2.22665e-08,0.6548
2.22898e-08,0.6533
2.23131e-08,0.6549
2.23363e-08,0.6609
2.23596e-08,0.6715
2.23829e-08,0.6894
2.24061e-08,0.7206
2.24294e-08,0.7677
2.24527e-08,0.8280
2.24759e-08,0.8974
2.24992e-08,0.9703
2.25225e-08,1.0392
2.25457e-08,1.0982
2.25690e-08,1.1444
2.25923e-08,1.1776
2.26155e-08,1.1997
2.26388e-08,1.2130
2.26621e-08,1.2204
2.26853e-08,1.2245
2.27086e-08,1.2281
2.27319e-08,1.2331
2.27551e-08,1.2397
2.27784e-08,1.2469
2.28017e-08,1.2528
2.28249e-08,1.2558
2.28482e-08,1.2558
2.28715e-08,1.2536
2.28947e-08,1.2499
2.29180e-08,1.2438
2.29413e-08,1.2343
2.29645e-08,1.2210
2.29878e-08,1.2040
2.30111e-08,1.1842
2.30343e-08,1.1642
2.30576e-08,1.1475
2.30809e-08,1.1368
2.31041e-08,1.1330
2.31274e-08,1.1359
2.31507e-08,1.1440
2.31739e-08,1.1552
2.31972e-08,1.1674
2.32205e-08,1.1783
2.32437e-08,1.1860
2.32670e-08,1.1896
2.32903e-08,1.1893
2.33135e-08,1.1868
2.33368e-08,1.1841
2.33601e-08,1.1829
2.33833e-08,1.1841
2.34066e-08,1.1873
2.34299e-08,1.1917
2.34531e-08,1.1967
2.34764e-08,1.1883
2.34997e-08,1.1478
2.35229e-08,1.0394
2.35462e-08,0.8771
2.35695e-08,0.7536
2.35927e-08,0.6716
2.36160e-08,0.6179
2.36393e-08,0.5836
2.36625e-08,0.5620
2.36858e-08,0.5458
2.37091e-08,0.5318
2.37323e-08,0.5196
2.37556e-08,0.5086
2.37789e-08,0.5005
2.38021e-08,0.4968
2.38254e-08,0.4974
2.38487e-08,0.5024
2.38719e-08,0.5098
2.38952e-08,0.5165
2.39185e-08,0.5206
2.39417e-08,0.5199
2.39650e-08,0.5139
2.39883e-08,0.5038
2.40115e-08,0.4893
2.40348e-08,0.4672
2.40581e-08,0.4316
2.40813e-08,0.3805
2.41046e-08,0.3180
2.41279e-08,0.2485
2.41511e-08,0.1782
2.41744e-08,0.1143
2.41977e-08,0.0621
2.42209e-08,0.0234
2.42442e-08,-0.0027
2.42675e-08,-0.0187
2.42907e-08,-0.0278
2.43140e-08,-0.0332
2.43373e-08,-0.0379
2.43605e-08,-0.0444
2.43838e-08,-0.0539
2.44071e-08,-0.0651
2.44303e-08,-0.0754
2.44536e-08,-0.0821
2.44769e-08,-0.0836
2.45002e-08,-0.0804
2.45234e-08,-0.0746
2.45467e-08,-0.0675
2.45700e-08,-0.0586
2.45932e-08,-0.0467
2.46165e-08,-0.0315
2.46398e-08,-0.0130
2.46630e-08,0.0078
2.46863e-08,0.0283
2.47096e-08,0.0451
2.47328e-08,0.0558
2.47561e-08,0.0595
2.47794e-08,0.0570
