.HEADER
..NAMES
Time,V U1.J1
4.4673e-09,0.5999
4.4905e-09,0.5711
4.5138e-09,0.5570
4.5371e-09,0.5509
4.5603e-09,0.5486
4.5836e-09,0.5471
4.6069e-09,0.5428
4.6301e-09,0.5339
4.6534e-09,0.5196
4.6767e-09,0.5022
4.6999e-09,0.4841
4.7232e-09,0.4681
4.7465e-09,0.4564
4.7697e-09,0.4481
4.7930e-09,0.4426
4.8163e-09,0.4388
4.8395e-09,0.4344
4.8628e-09,0.4242
4.8861e-09,0.4009
4.9093e-09,0.3614
4.9326e-09,0.3094
4.9559e-09,0.2491
4.9791e-09,0.1848
5.0024e-09,0.1227
5.0257e-09,0.0678
5.0489e-09,0.0224
5.0722e-09,-0.0137
5.0955e-09,-0.0412
5.1187e-09,-0.0594
5.1420e-09,-0.0677
5.1653e-09,-0.0674
5.1885e-09,-0.0614
5.2118e-09,-0.0526
5.2351e-09,-0.0438
5.2583e-09,-0.0370
5.2816e-09,-0.0334
5.3049e-09,-0.0339
5.3281e-09,-0.0384
5.3514e-09,-0.0456
5.3747e-09,-0.0524
5.3979e-09,-0.0551
5.4212e-09,-0.0512
5.4445e-09,-0.0402
5.4677e-09,-0.0230
5.4910e-09,-0.0020
5.5143e-09,0.0190
5.5375e-09,0.0366
5.5608e-09,0.0495
5.5841e-09,0.0579
5.6073e-09,0.0620
5.6306e-09,0.0618
5.6539e-09,0.0570
5.6771e-09,0.0485
5.7004e-09,0.0373
5.7237e-09,0.0250
5.7469e-09,0.0132
5.7702e-09,0.0036
5.7935e-09,-0.0026
5.8168e-09,-0.0047
5.8400e-09,-0.0028
5.8633e-09,0.0024
5.8866e-09,0.0094
5.9098e-09,0.0158
5.9331e-09,0.0197
5.9564e-09,0.0194
5.9796e-09,0.0145
6.0029e-09,0.0062
6.0262e-09,-0.0034
6.0494e-09,-0.0121
6.0727e-09,-0.0185
6.0960e-09,-0.0225
6.1192e-09,-0.0241
6.1425e-09,-0.0233
6.1658e-09,-0.0203
6.1890e-09,-0.0154
6.2123e-09,-0.0090
6.2356e-09,-0.0016
6.2588e-09,0.0057
6.2821e-09,0.0119
6.3054e-09,0.0161
6.3286e-09,0.0175
6.3519e-09,0.0162
6.3752e-09,0.0124
6.3984e-09,0.0067
6.4217e-09,0.0006
6.4450e-09,-0.0047
6.4682e-09,-0.0076
6.4915e-09,-0.0074
6.5148e-09,-0.0044
6.5380e-09,0.0003
6.5613e-09,0.0054
6.5846e-09,0.0097
6.6078e-09,0.0127
6.6311e-09,0.0142
6.6544e-09,0.0143
6.6776e-09,0.0131
6.7009e-09,0.0110
6.7242e-09,0.0078
6.7474e-09,0.0039
6.7707e-09,-0.0003
6.7940e-09,-0.0042
6.8172e-09,-0.0070
6.8405e-09,-0.0084
6.8638e-09,-0.0080
6.8870e-09,-0.0059
6.9103e-09,-0.0024
6.9336e-09,0.0019
6.9568e-09,0.0061
6.9801e-09,0.0091
7.0034e-09,0.0104
7.0266e-09,0.0096
7.0499e-09,0.0073
7.0732e-09,0.0041
7.0964e-09,0.0009
7.1197e-09,-0.0015
7.1430e-09,-0.0031
7.1662e-09,-0.0037
7.1895e-09,-0.0035
7.2128e-09,-0.0027
7.2360e-09,-0.0013
7.2593e-09,0.0007
7.2826e-09,0.0030
7.3058e-09,0.0054
7.3291e-09,0.0075
7.3524e-09,0.0088
7.3756e-09,0.0090
7.3989e-09,0.0082
7.4222e-09,0.0063
7.4454e-09,0.0037
7.4687e-09,0.0009
7.4920e-09,-0.0015
7.5152e-09,-0.0030
7.5385e-09,-0.0033
7.5618e-09,-0.0023
7.5850e-09,-0.0004
7.6083e-09,0.0018
7.6316e-09,0.0037
7.6548e-09,0.0050
7.6781e-09,0.0058
7.7014e-09,0.0060
7.7246e-09,0.0058
7.7479e-09,0.0051
7.7712e-09,0.0042
7.7944e-09,0.0029
7.8177e-09,0.0014
7.8410e-09,0.0000
7.8642e-09,-0.0011
7.8875e-09,-0.0016
7.9108e-09,-0.0015
7.9340e-09,-0.0007
7.9573e-09,0.0008
7.9806e-09,0.0025
8.0038e-09,0.0043
8.0271e-09,0.0056
8.0504e-09,0.0061
8.0736e-09,0.0059
8.0969e-09,0.0049
8.1202e-09,0.0036
8.1435e-09,0.0022
8.1667e-09,0.0011
8.1900e-09,0.0004
8.2133e-09,0.0001
8.2365e-09,0.0001
8.2598e-09,0.0004
8.2831e-09,0.0008
8.3063e-09,0.0015
8.3296e-09,0.0024
8.3529e-09,0.0033
8.3761e-09,0.0041
8.3994e-09,0.0047
8.4227e-09,0.0049
8.4459e-09,0.0046
8.4692e-09,0.0039
8.4925e-09,0.0060
8.5157e-09,0.0300
8.5390e-09,0.1093
8.5623e-09,0.2642
8.5855e-09,0.4006
8.6088e-09,0.5019
8.6321e-09,0.5793
8.6553e-09,0.6258
8.6786e-09,0.6493
8.7019e-09,0.6600
8.7251e-09,0.6631
8.7484e-09,0.6624
8.7717e-09,0.6573
8.7949e-09,0.6520
8.8182e-09,0.6471
8.8415e-09,0.6436
8.8647e-09,0.6417
8.8880e-09,0.6421
8.9113e-09,0.6449
8.9345e-09,0.6495
8.9578e-09,0.6561
8.9811e-09,0.6645
9.0043e-09,0.6758
9.0276e-09,0.6907
9.0509e-09,0.7134
9.0741e-09,0.7500
9.0974e-09,0.8006
9.1207e-09,0.8614
9.1439e-09,0.9288
9.1672e-09,0.9979
9.1905e-09,1.0622
9.2137e-09,1.1169
9.2370e-09,1.1607
9.2603e-09,1.1946
9.2835e-09,1.2197
9.3068e-09,1.2363
9.3301e-09,1.2455
9.3533e-09,1.2492
9.3766e-09,1.2490
9.3999e-09,1.2462
9.4231e-09,1.2419
9.4464e-09,1.2372
9.4697e-09,1.2334
9.4929e-09,1.2314
9.5162e-09,1.2317
9.5395e-09,1.2339
9.5627e-09,1.2354
9.5860e-09,1.2332
9.6093e-09,1.2259
9.6325e-09,1.2130
9.6558e-09,1.1957
9.6791e-09,1.1764
9.7023e-09,1.1589
9.7256e-09,1.1461
9.7489e-09,1.1389
9.7721e-09,1.1366
9.7954e-09,1.1386
9.8187e-09,1.1442
9.8419e-09,1.1525
9.8652e-09,1.1621
9.8885e-09,1.1722
9.9117e-09,1.1820
9.9350e-09,1.1910
9.9583e-09,1.1985
9.9815e-09,1.2038
1.00048e-08,1.2065
1.00281e-08,1.2062
1.00513e-08,1.2033
1.00746e-08,1.1990
1.00979e-08,1.1952
1.01211e-08,1.1935
1.01444e-08,1.1952
1.01677e-08,1.2006
1.01909e-08,1.2083
1.02142e-08,1.2162
1.02375e-08,1.2224
1.02607e-08,1.2258
1.02840e-08,1.2264
1.03073e-08,1.2243
1.03305e-08,1.2203
1.03538e-08,1.2151
1.03771e-08,1.2095
1.04003e-08,1.2040
1.04236e-08,1.1987
1.04469e-08,1.1942
1.04702e-08,1.1908
1.04934e-08,1.1888
1.05167e-08,1.1884
1.05400e-08,1.1899
1.05632e-08,1.1932
1.05865e-08,1.1977
1.06098e-08,1.2026
1.06330e-08,1.2065
1.06563e-08,1.2083
1.06796e-08,1.2074
1.07028e-08,1.2042
1.07261e-08,1.1999
1.07494e-08,1.1958
1.07726e-08,1.1929
1.07959e-08,1.1917
1.08192e-08,1.1922
1.08424e-08,1.1940
1.08657e-08,1.1966
1.08890e-08,1.1994
1.09122e-08,1.2023
1.09355e-08,1.2050
1.09588e-08,1.2073
1.09820e-08,1.2090
1.10053e-08,1.2100
1.10286e-08,1.2101
1.10518e-08,1.2092
1.10751e-08,1.2072
1.10984e-08,1.2042
1.11216e-08,1.2007
1.11449e-08,1.1975
1.11682e-08,1.1955
1.11914e-08,1.1951
1.12147e-08,1.1964
1.12380e-08,1.1990
1.12612e-08,1.2020
1.12845e-08,1.2046
1.13078e-08,1.2063
1.13310e-08,1.2067
1.13543e-08,1.2062
1.13776e-08,1.2050
1.14008e-08,1.2035
1.14241e-08,1.2019
1.14474e-08,1.2004
1.14706e-08,1.1991
1.14939e-08,1.1980
1.15172e-08,1.1973
1.15404e-08,1.1971
1.15637e-08,1.1974
1.15870e-08,1.1983
1.16102e-08,1.2000
1.16335e-08,1.2021
1.16568e-08,1.2042
1.16800e-08,1.2059
1.17033e-08,1.2067
1.17266e-08,1.2063
1.17498e-08,1.2049
1.17731e-08,1.2029
1.17964e-08,1.2009
1.18196e-08,1.1993
1.18429e-08,1.1986
1.18662e-08,1.1985
1.18894e-08,1.1991
1.19127e-08,1.1999
1.19360e-08,1.2009
1.19592e-08,1.2018
1.19825e-08,1.2027
1.20058e-08,1.2034
1.20290e-08,1.2039
1.20523e-08,1.2042
1.20756e-08,1.2042
1.20988e-08,1.2039
1.21221e-08,1.2031
1.21454e-08,1.2019
1.21686e-08,1.2006
1.21919e-08,1.1993
1.22152e-08,1.1985
1.22384e-08,1.1984
1.22617e-08,1.1990
1.22850e-08,1.2002
1.23082e-08,1.2016
1.23315e-08,1.2028
1.23548e-08,1.2036
1.23780e-08,1.2038
1.24013e-08,1.2036
1.24246e-08,1.2031
1.24478e-08,1.2025
1.24711e-08,1.2019
1.24944e-08,1.2013
1.25176e-08,1.2008
1.25409e-08,1.2004
1.25642e-08,1.2001
1.25874e-08,1.2000
1.26107e-08,1.2001
1.26340e-08,1.2004
1.26572e-08,1.2010
1.26805e-08,1.2018
1.27038e-08,1.2026
1.27270e-08,1.2033
1.27503e-08,1.2036
1.27736e-08,1.2034
1.27968e-08,1.2028
1.28201e-08,1.2020
1.28434e-08,1.2011
1.28667e-08,1.2004
1.28899e-08,1.2001
1.29132e-08,1.2001
1.29365e-08,1.2003
1.29597e-08,1.2007
1.29830e-08,1.2011
1.30063e-08,1.2015
1.30295e-08,1.2018
1.30528e-08,1.2021
1.30761e-08,1.2023
1.30993e-08,1.2024
1.31226e-08,1.2025
1.31459e-08,1.2024
1.31691e-08,1.2021
1.31924e-08,1.2016
1.32157e-08,1.2011
1.32389e-08,1.2006
1.32622e-08,1.2002
1.32855e-08,1.2002
1.33087e-08,1.2004
1.33320e-08,1.2009
1.33553e-08,1.2015
1.33785e-08,1.2020
1.34018e-08,1.2023
1.34251e-08,1.2024
1.34483e-08,1.2023
1.34716e-08,1.2021
1.34949e-08,1.2018
1.35181e-08,1.2015
1.35414e-08,1.2013
1.35647e-08,1.2011
1.35879e-08,1.2010
1.36112e-08,1.2008
1.36345e-08,1.2008
1.36577e-08,1.2008
1.36810e-08,1.2009
1.37043e-08,1.2011
1.37275e-08,1.2015
1.37508e-08,1.2018
1.37741e-08,1.2021
1.37973e-08,1.2022
1.38206e-08,1.2022
1.38439e-08,1.2019
1.38671e-08,1.2016
1.38904e-08,1.2012
1.39137e-08,1.2009
1.39369e-08,1.2008
1.39602e-08,1.2008
1.39835e-08,1.2009
1.40067e-08,1.2011
1.40300e-08,1.2012
1.40533e-08,1.2014
1.40765e-08,1.2015
1.40998e-08,1.2016
1.41231e-08,1.2017
1.41463e-08,1.2017
1.41696e-08,1.2017
1.41929e-08,1.2017
1.42161e-08,1.2016
1.42394e-08,1.2014
1.42627e-08,1.2012
1.42859e-08,1.2010
1.43092e-08,1.1934
1.43325e-08,1.1518
1.43557e-08,1.0591
1.43790e-08,0.8848
1.44023e-08,0.7454
1.44255e-08,0.6511
1.44488e-08,0.5836
1.44721e-08,0.5444
1.44953e-08,0.5240
1.45186e-08,0.5145
1.45419e-08,0.5116
1.45651e-08,0.5124
1.45884e-08,0.5165
1.46117e-08,0.5208
1.46349e-08,0.5240
1.46582e-08,0.5259
1.46815e-08,0.5259
1.47047e-08,0.5236
1.47280e-08,0.5194
1.47513e-08,0.5142
1.47745e-08,0.5072
1.47978e-08,0.4988
1.48211e-08,0.4884
1.48443e-08,0.4739
1.48676e-08,0.4499
1.48909e-08,0.4107
1.49141e-08,0.3571
1.49374e-08,0.2943
1.49607e-08,0.2264
1.49839e-08,0.1585
1.50072e-08,0.0972
1.50305e-08,0.0462
1.50537e-08,0.0063
1.50770e-08,-0.0241
1.51003e-08,-0.0464
1.51236e-08,-0.0608
1.51468e-08,-0.0683
1.51701e-08,-0.0583
1.51934e-08,-0.0213
1.52166e-08,0.1042
1.52399e-08,0.2493
1.52632e-08,0.3711
1.52864e-08,0.4577
1.53097e-08,0.5230
1.53330e-08,0.5581
1.53562e-08,0.5740
1.53795e-08,0.5820
1.54028e-08,0.5895
1.54260e-08,0.5992
1.54493e-08,0.6137
1.54726e-08,0.6334
1.54958e-08,0.6556
1.55191e-08,0.6767
1.55424e-08,0.6942
1.55656e-08,0.7075
1.55889e-08,0.7167
1.56122e-08,0.7225
1.56354e-08,0.7252
1.56587e-08,0.7267
1.56820e-08,0.7293
1.57052e-08,0.7355
1.57285e-08,0.7520
1.57518e-08,0.7833
1.57750e-08,0.8283
1.57983e-08,0.8845
1.58216e-08,0.9486
1.58448e-08,1.0153
1.58681e-08,1.0781
1.58914e-08,1.1319
1.59146e-08,1.1748
1.59379e-08,1.2058
1.59612e-08,1.2246
1.59844e-08,1.2096
1.60077e-08,1.1560
1.60310e-08,1.0107
1.60542e-08,0.8412
1.60775e-08,0.7192
1.61008e-08,0.6314
1.61240e-08,0.5766
1.61473e-08,0.5472
1.61706e-08,0.5376
1.61938e-08,0.5392
1.62171e-08,0.5467
1.62404e-08,0.5551
1.62636e-08,0.5603
1.62869e-08,0.5581
1.63102e-08,0.5476
1.63334e-08,0.5301
1.63567e-08,0.5081
1.63800e-08,0.4850
1.64032e-08,0.4642
1.64265e-08,0.4474
1.64498e-08,0.4353
1.64730e-08,0.4282
1.64963e-08,0.4247
1.65196e-08,0.4198
1.65428e-08,0.4047
1.65661e-08,0.3734
1.65894e-08,0.3278
1.66126e-08,0.2717
1.66359e-08,0.2085
1.66592e-08,0.1442
1.66824e-08,0.0850
1.67057e-08,0.0339
1.67290e-08,-0.0086
1.67522e-08,-0.0426
1.67755e-08,-0.0668
1.67988e-08,-0.0798
1.68220e-08,-0.0797
1.68453e-08,-0.0541
1.68686e-08,0.0262
1.68918e-08,0.1777
1.69151e-08,0.3334
1.69384e-08,0.4403
1.69616e-08,0.5269
1.69849e-08,0.5777
1.70082e-08,0.5972
1.70314e-08,0.6007
1.70547e-08,0.5971
1.70780e-08,0.5955
1.71012e-08,0.5970
1.71245e-08,0.6063
1.71478e-08,0.6230
1.71710e-08,0.6440
1.71943e-08,0.6654
1.72176e-08,0.6852
1.72408e-08,0.7031
1.72641e-08,0.7179
1.72874e-08,0.7291
1.73106e-08,0.7360
1.73339e-08,0.7396
1.73572e-08,0.7418
1.73804e-08,0.7473
1.74037e-08,0.7642
1.74270e-08,0.7960
1.74502e-08,0.8416
1.74735e-08,0.8993
1.74968e-08,0.9654
1.75201e-08,1.0335
1.75433e-08,1.0970
1.75666e-08,1.1513
1.75899e-08,1.1943
1.76131e-08,1.2246
1.76364e-08,1.2382
1.76597e-08,1.2061
1.76829e-08,1.1285
1.77062e-08,0.9548
1.77295e-08,0.7987
1.77527e-08,0.6868
1.77760e-08,0.6053
1.77993e-08,0.5575
1.78225e-08,0.5335
1.78458e-08,0.5265
1.78691e-08,0.5315
1.78923e-08,0.5418
1.79156e-08,0.5535
1.79389e-08,0.5601
1.79621e-08,0.5584
1.79854e-08,0.5475
1.80087e-08,0.5288
1.80319e-08,0.5054
1.80552e-08,0.4811
1.80785e-08,0.4594
1.81017e-08,0.4414
1.81250e-08,0.4286
1.81483e-08,0.4212
1.81715e-08,0.4168
1.81948e-08,0.4088
1.82181e-08,0.3883
1.82413e-08,0.3525
1.82646e-08,0.3047
1.82879e-08,0.2480
1.83111e-08,0.1862
1.83344e-08,0.1256
1.83577e-08,0.0707
1.83809e-08,0.0230
1.84042e-08,-0.0174
1.84275e-08,-0.0500
1.84507e-08,-0.0725
1.84740e-08,-0.0838
1.84973e-08,-0.0847
1.85205e-08,-0.0777
1.85438e-08,-0.0658
1.85671e-08,-0.0521
1.85903e-08,-0.0392
1.86136e-08,-0.0297
1.86369e-08,-0.0255
1.86601e-08,-0.0274
1.86834e-08,-0.0343
1.87067e-08,-0.0426
1.87299e-08,-0.0478
1.87532e-08,-0.0471
1.87765e-08,-0.0392
1.87997e-08,-0.0247
1.88230e-08,-0.0060
1.88463e-08,0.0132
1.88695e-08,0.0300
1.88928e-08,0.0435
1.89161e-08,0.0540
1.89393e-08,0.0612
1.89626e-08,0.0641
1.89859e-08,0.0622
1.90091e-08,0.0555
1.90324e-08,0.0448
1.90557e-08,0.0317
1.90789e-08,0.0177
1.91022e-08,0.0050
1.91255e-08,-0.0047
1.91487e-08,-0.0099
1.91720e-08,-0.0101
1.91953e-08,-0.0056
1.92185e-08,0.0019
1.92418e-08,0.0100
1.92651e-08,0.0159
1.92883e-08,0.0178
1.93116e-08,0.0148
1.93349e-08,0.0220
1.93581e-08,0.0622
1.93814e-08,0.1913
1.94047e-08,0.3296
1.94279e-08,0.4433
1.94512e-08,0.5214
1.94745e-08,0.5779
1.94977e-08,0.6087
1.95210e-08,0.6264
1.95443e-08,0.6380
1.95675e-08,0.6471
1.95908e-08,0.6532
1.96141e-08,0.6577
1.96373e-08,0.6609
1.96606e-08,0.6622
1.96839e-08,0.6616
1.97071e-08,0.6593
1.97304e-08,0.6561
1.97537e-08,0.6529
1.97769e-08,0.6513
1.98002e-08,0.6533
1.98235e-08,0.6605
1.98468e-08,0.6743
1.98700e-08,0.6959
1.98933e-08,0.7303
1.99166e-08,0.7794
1.99398e-08,0.8399
1.99631e-08,0.9074
1.99864e-08,0.9780
2.00096e-08,1.0453
2.00329e-08,1.1033
2.00562e-08,1.1491
2.00794e-08,1.1831
2.01027e-08,1.2072
2.01260e-08,1.2227
2.01492e-08,1.2092
2.01725e-08,1.1610
2.01958e-08,1.0223
2.02190e-08,0.8605
2.02423e-08,0.7437
2.02656e-08,0.6596
2.02888e-08,0.6061
2.03121e-08,0.5755
2.03354e-08,0.5614
2.03586e-08,0.5560
2.03819e-08,0.5548
2.04052e-08,0.5536
2.04284e-08,0.5494
2.04517e-08,0.5395
2.04750e-08,0.5238
2.04982e-08,0.5043
2.05215e-08,0.4836
2.05448e-08,0.4652
2.05680e-08,0.4518
2.05913e-08,0.4432
2.06146e-08,0.4385
2.06378e-08,0.4365
2.06611e-08,0.4349
2.06844e-08,0.4289
2.07076e-08,0.4107
2.07309e-08,0.3755
2.07542e-08,0.3262
2.07774e-08,0.2671
2.08007e-08,0.2020
2.08240e-08,0.1372
2.08472e-08,0.0786
2.08705e-08,0.0295
2.08938e-08,-0.0098
2.09170e-08,-0.0399
2.09403e-08,-0.0600
2.09636e-08,-0.0696
2.09868e-08,-0.0698
2.10101e-08,-0.0633
2.10334e-08,-0.0534
2.10566e-08,-0.0432
2.10799e-08,-0.0351
2.11032e-08,-0.0306
2.11264e-08,-0.0308
2.11497e-08,-0.0356
2.11730e-08,-0.0437
2.11962e-08,-0.0524
2.12195e-08,-0.0574
2.12428e-08,-0.0558
2.12660e-08,-0.0467
2.12893e-08,-0.0306
2.13126e-08,-0.0095
2.13358e-08,0.0128
2.13591e-08,0.0324
2.13824e-08,0.0475
2.14056e-08,0.0577
2.14289e-08,0.0635
2.14522e-08,0.0644
2.14754e-08,0.0603
2.14987e-08,0.0518
2.15220e-08,0.0402
2.15452e-08,0.0270
2.15685e-08,0.0141
2.15918e-08,0.0032
2.16150e-08,-0.0041
2.16383e-08,-0.0071
2.16616e-08,-0.0055
2.16848e-08,-0.0001
2.17081e-08,0.0075
2.17314e-08,0.0150
2.17546e-08,0.0202
2.17779e-08,0.0213
2.18012e-08,0.0175
2.18244e-08,0.0152
2.18477e-08,0.0358
2.18710e-08,0.1266
2.18942e-08,0.2756
2.19175e-08,0.3961
2.19408e-08,0.4824
2.19640e-08,0.5538
2.19873e-08,0.5964
2.20106e-08,0.6217
2.20338e-08,0.6384
2.20571e-08,0.6501
2.20804e-08,0.6584
2.21037e-08,0.6625
2.21269e-08,0.6642
2.21502e-08,0.6635
2.21735e-08,0.6608
2.21967e-08,0.6566
2.22200e-08,0.6519
2.22433e-08,0.6481
2.22665e-08,0.6462
2.22898e-08,0.6479
2.23131e-08,0.6548
2.23363e-08,0.6678
2.23596e-08,0.6876
2.23829e-08,0.7176
2.24061e-08,0.7618
2.24294e-08,0.8182
2.24527e-08,0.8826
2.24759e-08,0.9512
2.24992e-08,1.0188
2.25225e-08,1.0792
2.25457e-08,1.1284
2.25690e-08,1.1660
2.25923e-08,1.1937
2.26155e-08,1.2131
2.26388e-08,1.2189
2.26621e-08,1.1848
2.26853e-08,1.0961
2.27086e-08,0.9260
2.27319e-08,0.7870
2.27551e-08,0.6948
2.27784e-08,0.6277
2.28017e-08,0.5881
2.28249e-08,0.5674
2.28482e-08,0.5577
2.28715e-08,0.5543
2.28947e-08,0.5521
2.29180e-08,0.5490
2.29413e-08,0.5414
2.29645e-08,0.5282
2.29878e-08,0.5108
2.30111e-08,0.4911
2.30343e-08,0.4727
2.30576e-08,0.4581
2.30809e-08,0.4487
2.31041e-08,0.4429
2.31274e-08,0.4399
2.31507e-08,0.4380
2.31739e-08,0.4337
2.31972e-08,0.4203
2.32205e-08,0.3909
2.32437e-08,0.3458
2.32670e-08,0.2898
2.32903e-08,0.2264
2.33135e-08,0.1611
2.33368e-08,0.1002
2.33601e-08,0.0479
2.33833e-08,0.0054
2.34066e-08,-0.0277
2.34299e-08,-0.0515
2.34531e-08,-0.0651
2.34764e-08,-0.0689
2.34997e-08,-0.0651
2.35229e-08,-0.0567
2.35462e-08,-0.0470
2.35695e-08,-0.0386
2.35927e-08,-0.0331
2.36160e-08,-0.0317
2.36393e-08,-0.0348
2.36625e-08,-0.0416
2.36858e-08,-0.0500
2.37091e-08,-0.0563
2.37323e-08,-0.0569
2.37556e-08,-0.0503
2.37789e-08,-0.0364
2.38021e-08,-0.0168
2.38254e-08,0.0053
2.38487e-08,0.0260
2.38719e-08,0.0425
2.38952e-08,0.0542
2.39185e-08,0.0613
2.39417e-08,0.0638
2.39650e-08,0.0615
2.39883e-08,0.0546
2.40115e-08,0.0442
2.40348e-08,0.0317
2.40581e-08,0.0189
2.40813e-08,0.0074
2.41046e-08,-0.0011
2.41279e-08,-0.0055
2.41511e-08,-0.0055
2.41744e-08,-0.0016
2.41977e-08,0.0052
2.42209e-08,0.0127
2.42442e-08,0.0186
2.42675e-08,0.0211
2.42907e-08,0.0189
2.43140e-08,0.0134
2.43373e-08,0.0225
2.43605e-08,0.0781
2.43838e-08,0.2126
2.44071e-08,0.3453
2.44303e-08,0.4493
2.44536e-08,0.5312
2.44769e-08,0.5821
2.45002e-08,0.6140
2.45234e-08,0.6334
2.45467e-08,0.6465
2.45700e-08,0.6563
2.45932e-08,0.6613
2.46165e-08,0.6636
2.46398e-08,0.6637
2.46630e-08,0.6615
2.46863e-08,0.6576
2.47096e-08,0.6531
2.47328e-08,0.6490
