.HEADER
..NAMES
Time,V U1.L1&L2
.DATA
2.48957e-08,0.9048
2.49190e-08,0.9153
2.49422e-08,0.9238
2.49655e-08,0.9328
2.49888e-08,0.9360
2.50120e-08,0.9270
2.50353e-08,0.9054
2.50586e-08,0.8744
2.50818e-08,0.8397
2.51051e-08,0.8079
2.51284e-08,0.7854
2.51516e-08,0.7526
2.51749e-08,0.7096
2.51982e-08,0.5864
2.52214e-08,0.4671
2.52447e-08,0.3885
2.52680e-08,0.3307
2.52912e-08,0.2892
2.53145e-08,0.2726
2.53378e-08,0.2636
2.53610e-08,0.2537
2.53843e-08,0.2451
2.54076e-08,0.2441
2.54308e-08,0.2552
2.54541e-08,0.2776
2.54774e-08,0.3081
2.55006e-08,0.3410
2.55239e-08,0.3701
2.55472e-08,0.3885
2.55704e-08,0.3962
2.55937e-08,0.4205
2.56170e-08,0.5460
2.56402e-08,0.6832
2.56635e-08,0.7827
2.56868e-08,0.8459
2.57100e-08,0.8860
2.57333e-08,0.9078
2.57566e-08,0.9167
2.57798e-08,0.9257
2.58031e-08,0.9342
2.58264e-08,0.9353
2.58496e-08,0.9237
2.58729e-08,0.9000
2.58962e-08,0.8677
2.59194e-08,0.8331
2.59427e-08,0.8026
2.59660e-08,0.7805
2.59892e-08,0.7467
2.60125e-08,0.6883
2.60358e-08,0.5584
2.60590e-08,0.4476
2.60823e-08,0.3768
2.61056e-08,0.3193
2.61288e-08,0.2849
2.61521e-08,0.2712
2.61754e-08,0.2615
2.61986e-08,0.2516
2.62219e-08,0.2441
2.62452e-08,0.2453
2.62684e-08,0.2588
2.62917e-08,0.2831
2.63150e-08,0.3146
2.63382e-08,0.3473
2.63615e-08,0.3748
2.63848e-08,0.3903
2.64080e-08,0.3983
2.64313e-08,0.4374
2.64546e-08,0.5753
2.64778e-08,0.7069
2.65011e-08,0.7961
2.65244e-08,0.8561
2.65476e-08,0.8915
2.65709e-08,0.9098
2.65942e-08,0.9185
2.66174e-08,0.9275
2.66407e-08,0.9353
2.66640e-08,0.9341
2.66872e-08,0.9199
2.67105e-08,0.8942
2.67338e-08,0.8609
2.67570e-08,0.8267
2.67803e-08,0.7978
2.68036e-08,0.7739
2.68269e-08,0.7413
2.68501e-08,0.6638
2.68734e-08,0.5355
2.68967e-08,0.4305
2.69199e-08,0.3609
2.69432e-08,0.3119
2.69665e-08,0.2804
2.69897e-08,0.2682
2.70130e-08,0.2600
2.70363e-08,0.2498
2.70595e-08,0.2435
2.70828e-08,0.2470
2.71061e-08,0.2628
2.71293e-08,0.2889
2.71526e-08,0.3211
2.71759e-08,0.3533
2.71991e-08,0.3790
2.72224e-08,0.3915
2.72457e-08,0.4012
2.72689e-08,0.4546
2.72922e-08,0.6033
2.73155e-08,0.7261
2.73387e-08,0.8068
2.73620e-08,0.8650
2.73853e-08,0.8957
2.74085e-08,0.9117
2.74318e-08,0.9200
2.74551e-08,0.9293
2.74783e-08,0.9360
2.75016e-08,0.9323
2.75249e-08,0.9157
2.75481e-08,0.8882
2.75714e-08,0.8541
2.75947e-08,0.8204
2.76179e-08,0.7934
2.76412e-08,0.7664
2.76645e-08,0.7337
2.76877e-08,0.6432
2.77110e-08,0.5140
2.77343e-08,0.4163
2.77575e-08,0.3508
2.77808e-08,0.3025
2.78041e-08,0.2769
2.78273e-08,0.2670
2.78506e-08,0.2579
2.78739e-08,0.2481
2.78971e-08,0.2433
2.79204e-08,0.2492
2.79437e-08,0.2672
2.79669e-08,0.2949
2.79902e-08,0.3276
2.80135e-08,0.3591
2.80367e-08,0.3826
2.80600e-08,0.3919
2.80833e-08,0.4060
2.81065e-08,0.4798
2.81298e-08,0.6293
2.81531e-08,0.7427
2.81763e-08,0.8204
2.81996e-08,0.8714
2.82229e-08,0.9006
2.82461e-08,0.9130
2.82694e-08,0.9219
2.82927e-08,0.9311
2.83159e-08,0.9362
2.83392e-08,0.9301
2.83625e-08,0.9111
2.83857e-08,0.8819
2.84090e-08,0.8474
2.84323e-08,0.8145
2.84555e-08,0.7895
2.84788e-08,0.7596
2.85021e-08,0.7223
2.85253e-08,0.6141
2.85486e-08,0.4875
2.85719e-08,0.4031
2.85951e-08,0.3387
2.86184e-08,0.2965
2.86417e-08,0.2747
2.86649e-08,0.2645
2.86882e-08,0.2559
2.87115e-08,0.2465
2.87347e-08,0.2435
2.87580e-08,0.2518
2.87813e-08,0.2720
2.88045e-08,0.3011
2.88278e-08,0.3340
2.88511e-08,0.3645
2.88743e-08,0.3858
2.88976e-08,0.3938
2.89209e-08,0.4143
2.89441e-08,0.5109
2.89674e-08,0.6547
2.89907e-08,0.7629
2.90139e-08,0.8314
2.90372e-08,0.8789
2.90605e-08,0.9037
2.90838e-08,0.9147
2.91070e-08,0.9233
2.91303e-08,0.9326
2.91536e-08,0.9361
2.91768e-08,0.9274
2.92001e-08,0.9061
2.92234e-08,0.8753
2.92466e-08,0.8407
2.92699e-08,0.8088
2.92932e-08,0.7860
2.93164e-08,0.7531
2.93397e-08,0.7115
2.93630e-08,0.5867
2.93862e-08,0.4678
2.94095e-08,0.3882
2.94328e-08,0.3308
2.94560e-08,0.2887
2.94793e-08,0.2720
2.95026e-08,0.2633
2.95258e-08,0.2537
2.95491e-08,0.2451
2.95724e-08,0.2440
2.95956e-08,0.2549
2.96189e-08,0.2772
2.96422e-08,0.3076
2.96654e-08,0.3405
2.96887e-08,0.3697
2.97120e-08,0.3883
2.97352e-08,0.3958
2.97585e-08,0.4188
2.97818e-08,0.5417
2.98050e-08,0.6799
2.98283e-08,0.7794
2.98516e-08,0.8445
2.98748e-08,0.8840
2.98981e-08,0.9065
2.99214e-08,0.9160
2.99446e-08,0.9252
2.99679e-08,0.9340
2.99912e-08,0.9354
3.00144e-08,0.9241
3.00377e-08,0.9006
3.00610e-08,0.8685
3.00842e-08,0.8339
3.01075e-08,0.8033
3.01308e-08,0.7809
3.01540e-08,0.7471
3.01773e-08,0.6907
3.02006e-08,0.5603
3.02238e-08,0.4487
3.02471e-08,0.3765
3.02704e-08,0.3200
3.02936e-08,0.2843
3.03169e-08,0.2707
3.03402e-08,0.2613
3.03634e-08,0.2516
3.03867e-08,0.2441
3.04100e-08,0.2451
3.04332e-08,0.2584
3.04565e-08,0.2827
3.04798e-08,0.3141
3.05030e-08,0.3468
3.05263e-08,0.3744
3.05496e-08,0.3902
3.05728e-08,0.3977
3.05961e-08,0.4361
3.06194e-08,0.5721
3.06426e-08,0.7045
3.06659e-08,0.7927
3.06892e-08,0.8547
3.07124e-08,0.8902
3.07357e-08,0.9088
3.07590e-08,0.9179
3.07822e-08,0.9271
3.08055e-08,0.9351
3.08288e-08,0.9342
3.08520e-08,0.9203
3.08753e-08,0.8947
3.08986e-08,0.8615
3.09218e-08,0.8273
3.09451e-08,0.7982
3.09684e-08,0.7744
3.09916e-08,0.7417
3.10149e-08,0.6661
3.10382e-08,0.5373
3.10614e-08,0.4316
3.10847e-08,0.3603
3.11080e-08,0.3125
3.11312e-08,0.2806
3.11545e-08,0.2677
3.11778e-08,0.2599
3.12010e-08,0.2497
3.12243e-08,0.2434
3.12476e-08,0.2467
3.12708e-08,0.2624
3.12941e-08,0.2885
3.13174e-08,0.3207
3.13406e-08,0.3529
3.13639e-08,0.3787
3.13872e-08,0.3914
3.14105e-08,0.4007
3.14337e-08,0.4540
3.14570e-08,0.6014
3.14803e-08,0.7266
3.15035e-08,0.8044
3.15268e-08,0.8635
3.15501e-08,0.8949
3.15733e-08,0.9111
3.15966e-08,0.9194
3.16199e-08,0.9290
3.16431e-08,0.9359
3.16664e-08,0.9324
3.16897e-08,0.9160
3.17129e-08,0.8885
3.17362e-08,0.8545
3.17595e-08,0.8208
3.17827e-08,0.7936
3.18060e-08,0.7666
3.18293e-08,0.7345
3.18525e-08,0.6439
3.18758e-08,0.5158
3.18991e-08,0.4173
3.19223e-08,0.3504
3.19456e-08,0.3026
3.19689e-08,0.2770
3.19921e-08,0.2667
3.20154e-08,0.2578
3.20387e-08,0.2480
3.20619e-08,0.2431
3.20852e-08,0.2488
3.21085e-08,0.2668
3.21317e-08,0.2945
3.21550e-08,0.3272
3.21783e-08,0.3588
3.22015e-08,0.3825
3.22248e-08,0.3919
3.22481e-08,0.4056
3.22713e-08,0.4790
3.22946e-08,0.6299
3.23179e-08,0.7442
3.23411e-08,0.8193
3.23644e-08,0.8702
3.23877e-08,0.9001
3.24109e-08,0.9126
3.24342e-08,0.9214
3.24575e-08,0.9309
3.24807e-08,0.9362
3.25040e-08,0.9302
3.25273e-08,0.9113
3.25505e-08,0.8821
3.25738e-08,0.8476
3.25971e-08,0.8146
3.26203e-08,0.7895
3.26436e-08,0.7596
3.26669e-08,0.7237
3.26901e-08,0.6154
3.27134e-08,0.4894
3.27367e-08,0.4040
3.27599e-08,0.3394
3.27832e-08,0.2964
3.28065e-08,0.2749
3.28297e-08,0.2644
3.28530e-08,0.2557
3.28763e-08,0.2464
3.28995e-08,0.2432
3.29228e-08,0.2515
3.29461e-08,0.2716
3.29693e-08,0.3008
3.29926e-08,0.3337
3.30159e-08,0.3643
3.30391e-08,0.3856
3.30624e-08,0.3938
3.30857e-08,0.4132
3.31089e-08,0.5103
3.31322e-08,0.6567
3.31555e-08,0.7638
3.31787e-08,0.8317
3.32020e-08,0.8784
3.32253e-08,0.9034
3.32485e-08,0.9144
3.32718e-08,0.9230
3.32951e-08,0.9324
3.33183e-08,0.9360
3.33416e-08,0.9274
3.33649e-08,0.9061
3.33881e-08,0.8753
3.34114e-08,0.8407
3.34347e-08,0.8087
3.34579e-08,0.7859
3.34812e-08,0.7531
3.35045e-08,0.7134
3.35277e-08,0.5876
3.35510e-08,0.4695
3.35743e-08,0.3890
3.35975e-08,0.3316
3.36208e-08,0.2891
3.36441e-08,0.2721
3.36673e-08,0.2633
3.36906e-08,0.2536
3.37139e-08,0.2450
3.37372e-08,0.2438
3.37604e-08,0.2546
3.37837e-08,0.2768
3.38070e-08,0.3072
3.38302e-08,0.3402
3.38535e-08,0.3695
3.38768e-08,0.3882
3.39000e-08,0.3956
3.39233e-08,0.4191
3.39466e-08,0.5422
3.39698e-08,0.6825
3.39931e-08,0.7797
3.40164e-08,0.8451
3.40396e-08,0.8843
3.40629e-08,0.9064
3.40862e-08,0.9158
3.41094e-08,0.9249
3.41327e-08,0.9339
3.41560e-08,0.9354
3.41792e-08,0.9241
3.42025e-08,0.9006
3.42258e-08,0.8684
3.42490e-08,0.8338
3.42723e-08,0.8032
3.42956e-08,0.7815
3.43188e-08,0.7476
3.43421e-08,0.6933
3.43654e-08,0.5631
3.43886e-08,0.4508
3.44119e-08,0.3777
3.44352e-08,0.3209
3.44584e-08,0.2847
3.44817e-08,0.2709
3.45050e-08,0.2613
3.45282e-08,0.2514
3.45515e-08,0.2438
3.45748e-08,0.2448
3.45980e-08,0.2580
3.46213e-08,0.2823
3.46446e-08,0.3137
3.46678e-08,0.3465
3.46911e-08,0.3742
3.47144e-08,0.3901
3.47376e-08,0.3974
3.47609e-08,0.4363
3.47842e-08,0.5727
3.48074e-08,0.7062
3.48307e-08,0.7926
3.48540e-08,0.8548
3.48772e-08,0.8908
3.49005e-08,0.9087
3.49238e-08,0.9177
3.49470e-08,0.9269
3.49703e-08,0.9350
3.49936e-08,0.9342
3.50168e-08,0.9203
3.50401e-08,0.8947
3.50634e-08,0.8615
3.50866e-08,0.8272
3.51099e-08,0.7980
3.51332e-08,0.7750
3.51564e-08,0.7421
3.51797e-08,0.6688
3.52030e-08,0.5401
3.52262e-08,0.4336
3.52495e-08,0.3610
3.52728e-08,0.3132
3.52960e-08,0.2813
3.53193e-08,0.2677
3.53426e-08,0.2599
3.53658e-08,0.2496
3.53891e-08,0.2431
3.54124e-08,0.2464
3.54356e-08,0.2620
3.54589e-08,0.2880
3.54822e-08,0.3203
3.55054e-08,0.3526
3.55287e-08,0.3785
3.55520e-08,0.3913
3.55752e-08,0.4003
3.55985e-08,0.4551
3.56218e-08,0.6020
3.56450e-08,0.7297
3.56683e-08,0.8051
3.56916e-08,0.8633
3.57148e-08,0.8955
3.57381e-08,0.9112
3.57614e-08,0.9193
3.57846e-08,0.9289
3.58079e-08,0.9359
3.58312e-08,0.9324
3.58544e-08,0.9160
3.58777e-08,0.8885
3.59010e-08,0.8544
3.59242e-08,0.8207
3.59475e-08,0.7934
3.59708e-08,0.7671
3.59940e-08,0.7354
3.60173e-08,0.6449
3.60406e-08,0.5183
3.60638e-08,0.4189
3.60871e-08,0.3513
3.61104e-08,0.3028
3.61337e-08,0.2775
3.61569e-08,0.2668
3.61802e-08,0.2578
3.62035e-08,0.2479
3.62267e-08,0.2428
3.62500e-08,0.2485
3.62733e-08,0.2664
3.62965e-08,0.2941
3.63198e-08,0.3269
3.63431e-08,0.3585
3.63663e-08,0.3823
3.63896e-08,0.3919
3.64129e-08,0.4050
3.64361e-08,0.4789
3.64594e-08,0.6323
3.64827e-08,0.7470
3.65059e-08,0.8204
3.65292e-08,0.8701
3.65525e-08,0.9004
3.65757e-08,0.9127
3.65990e-08,0.9213
3.66223e-08,0.9308
3.66455e-08,0.9362
3.66688e-08,0.9302
3.66921e-08,0.9113
3.67153e-08,0.8820
3.67386e-08,0.8475
3.67619e-08,0.8144
3.67851e-08,0.7892
3.68084e-08,0.7601
3.68317e-08,0.7252
3.68549e-08,0.6176
3.68782e-08,0.4914
3.69015e-08,0.4049
3.69247e-08,0.3407
3.69480e-08,0.2965
3.69713e-08,0.2752
3.69945e-08,0.2647
3.70178e-08,0.2557
3.70411e-08,0.2462
3.70643e-08,0.2429
3.70876e-08,0.2511
3.71109e-08,0.2712
3.71341e-08,0.3004
3.71574e-08,0.3334
3.71807e-08,0.3640
3.72039e-08,0.3855
3.72272e-08,0.3937
3.72505e-08,0.4122
3.72737e-08,0.5097
3.72970e-08,0.6593
3.73203e-08,0.7653
3.73435e-08,0.8336
3.73668e-08,0.8785
3.73901e-08,0.9038
3.74133e-08,0.9145
3.74366e-08,0.9229
3.74599e-08,0.9324
3.74831e-08,0.9361
3.75064e-08,0.9274
3.75297e-08,0.9061
3.75529e-08,0.8753
3.75762e-08,0.8405
3.75995e-08,0.8085
3.76227e-08,0.7855
3.76460e-08,0.7534
3.76693e-08,0.7154
3.76925e-08,0.5891
3.77158e-08,0.4707
3.77391e-08,0.3904
3.77623e-08,0.3327
3.77856e-08,0.2898
3.78089e-08,0.2721
3.78321e-08,0.2636
3.78554e-08,0.2537
3.78787e-08,0.2448
3.79019e-08,0.2435
3.79252e-08,0.2542
3.79485e-08,0.2765
3.79717e-08,0.3069
3.79950e-08,0.3399
3.80183e-08,0.3693
3.80415e-08,0.3881
3.80648e-08,0.3954
3.80881e-08,0.4194
3.81113e-08,0.5418
3.81346e-08,0.6845
3.81579e-08,0.7798
3.81811e-08,0.8458
3.82044e-08,0.8849
3.82277e-08,0.9068
3.82509e-08,0.9159
3.82742e-08,0.9250
3.82975e-08,0.9339
3.83207e-08,0.9355
3.83440e-08,0.9241
3.83673e-08,0.9006
3.83905e-08,0.8684
3.84138e-08,0.8337
3.84371e-08,0.8030
3.84603e-08,0.7812
3.84836e-08,0.7474
3.85069e-08,0.6954
3.85302e-08,0.5645
3.85534e-08,0.4519
3.85767e-08,0.3788
3.86000e-08,0.3216
3.86232e-08,0.2850
3.86465e-08,0.2708
3.86698e-08,0.2615
3.86930e-08,0.2515
3.87163e-08,0.2437
3.87396e-08,0.2446
3.87628e-08,0.2578
3.87861e-08,0.2820
3.88094e-08,0.3134
3.88326e-08,0.3462
3.88559e-08,0.3741
3.88792e-08,0.3900
3.89024e-08,0.3971
3.89257e-08,0.4358
3.89490e-08,0.5725
3.89722e-08,0.7073
3.89955e-08,0.7926
3.90188e-08,0.8546
3.90420e-08,0.8914
3.90653e-08,0.9091
3.90886e-08,0.9179
3.91118e-08,0.9270
3.91351e-08,0.9351
3.91584e-08,0.9343
3.91816e-08,0.9203
3.92049e-08,0.8947
3.92282e-08,0.8614
3.92514e-08,0.8271
3.92747e-08,0.7979
3.92980e-08,0.7749
3.93212e-08,0.7421
3.93445e-08,0.6710
3.93678e-08,0.5412
3.93910e-08,0.4342
3.94143e-08,0.3615
3.94376e-08,0.3137
3.94608e-08,0.2818
3.94841e-08,0.2678
3.95074e-08,0.2601
3.95306e-08,0.2496
3.95539e-08,0.2430
3.95772e-08,0.2462
3.96004e-08,0.2618
3.96237e-08,0.2878
3.96470e-08,0.3200
3.96702e-08,0.3524
3.96935e-08,0.3784
3.97168e-08,0.3913
3.97400e-08,0.4000
3.97633e-08,0.4549
3.97866e-08,0.6014
3.98098e-08,0.7320
3.98331e-08,0.8058
3.98564e-08,0.8632
3.98796e-08,0.8962
3.99029e-08,0.9118
3.99262e-08,0.9195
3.99494e-08,0.9290
3.99727e-08,0.9360
3.99960e-08,0.9326
4.00192e-08,0.9160
4.00425e-08,0.8885
4.00658e-08,0.8544
4.00890e-08,0.8206
4.01123e-08,0.7932
4.01356e-08,0.7670
4.01588e-08,0.7352
4.01821e-08,0.6455
4.02054e-08,0.5194
4.02286e-08,0.4193
4.02519e-08,0.3520
4.02752e-08,0.3033
4.02984e-08,0.2778
4.03217e-08,0.2669
4.03450e-08,0.2580
4.03682e-08,0.2479
4.03915e-08,0.2427
4.04148e-08,0.2483
4.04380e-08,0.2662
4.04613e-08,0.2938
4.04846e-08,0.3266
4.05078e-08,0.3583
4.05311e-08,0.3822
4.05544e-08,0.3918
4.05776e-08,0.4046
4.06009e-08,0.4774
4.06242e-08,0.6335
4.06474e-08,0.7488
4.06707e-08,0.8215
4.06940e-08,0.8700
4.07173e-08,0.9010
4.07405e-08,0.9132
4.07638e-08,0.9215
4.07871e-08,0.9309
4.08103e-08,0.9363
4.08336e-08,0.9303
4.08569e-08,0.9113
4.08801e-08,0.8820
4.09034e-08,0.8474
4.09267e-08,0.8143
4.09499e-08,0.7890
4.09732e-08,0.7599
4.09965e-08,0.7257
4.10197e-08,0.6191
4.10430e-08,0.4921
4.10663e-08,0.4051
4.10895e-08,0.3419
4.11128e-08,0.2970
4.11361e-08,0.2756
4.11593e-08,0.2651
4.11826e-08,0.2559
4.12059e-08,0.2463
4.12291e-08,0.2429
4.12524e-08,0.2509
4.12757e-08,0.2710
4.12989e-08,0.3001
4.13222e-08,0.3331
4.13455e-08,0.3638
4.13687e-08,0.3853
4.13920e-08,0.3936
4.14153e-08,0.4110
4.14385e-08,0.5056
4.14618e-08,0.6592
4.14851e-08,0.7644
4.15083e-08,0.8339
4.15316e-08,0.8781
4.15549e-08,0.9042
4.15781e-08,0.9151
4.16014e-08,0.9232
4.16247e-08,0.9325
4.16479e-08,0.9362
4.16712e-08,0.9275
4.16945e-08,0.9062
4.17177e-08,0.8754
4.17410e-08,0.8407
4.17643e-08,0.8087
4.17875e-08,0.7856
4.18108e-08,0.7534
4.18341e-08,0.7164
4.18573e-08,0.5899
4.18806e-08,0.4710
4.19039e-08,0.3909
4.19271e-08,0.3338
4.19504e-08,0.2908
4.19737e-08,0.2720
4.19969e-08,0.2640
4.20202e-08,0.2539
4.20435e-08,0.2450
4.20667e-08,0.2436
4.20900e-08,0.2541
4.21133e-08,0.2762
4.21365e-08,0.3065
4.21598e-08,0.3394
4.21831e-08,0.3688
4.22063e-08,0.3878
4.22296e-08,0.3952
4.22529e-08,0.4198
4.22761e-08,0.5362
4.22994e-08,0.6827
4.23227e-08,0.7775
4.23459e-08,0.8446
4.23692e-08,0.8847
4.23925e-08,0.9070
4.24157e-08,0.9163
4.24390e-08,0.9251
4.24623e-08,0.9339
4.24855e-08,0.9355
4.25088e-08,0.9243
4.25321e-08,0.9009
4.25553e-08,0.8689
4.25786e-08,0.8343
4.26019e-08,0.8035
4.26251e-08,0.7814
4.26484e-08,0.7475
4.26717e-08,0.6972
4.26949e-08,0.5652
4.27182e-08,0.4527
4.27415e-08,0.3794
4.27647e-08,0.3227
4.27880e-08,0.2859
4.28113e-08,0.2709
4.28345e-08,0.2618
4.28578e-08,0.2518
4.28811e-08,0.2439
4.29043e-08,0.2446
4.29276e-08,0.2576
4.29509e-08,0.2816
4.29742e-08,0.3129
4.29974e-08,0.3457
4.30207e-08,0.3736
4.30440e-08,0.3898
4.30672e-08,0.3969
4.30905e-08,0.4353
4.31138e-08,0.5677
4.31370e-08,0.7054
4.31603e-08,0.7915
4.31836e-08,0.8532
4.32068e-08,0.8915
4.32301e-08,0.9094
4.32534e-08,0.9182
4.32766e-08,0.9271
4.32999e-08,0.9351
4.33232e-08,0.9344
4.33464e-08,0.9206
4.33697e-08,0.8951
4.33930e-08,0.8620
4.34162e-08,0.8276
4.34395e-08,0.7983
4.34628e-08,0.7750
4.34860e-08,0.7422
4.35093e-08,0.6726
4.35326e-08,0.5421
4.35558e-08,0.4357
4.35791e-08,0.3631
4.36024e-08,0.3148
4.36256e-08,0.2828
4.36489e-08,0.2682
4.36722e-08,0.2603
4.36954e-08,0.2499
4.37187e-08,0.2431
4.37420e-08,0.2461
4.37652e-08,0.2615
4.37885e-08,0.2873
4.38118e-08,0.3195
4.38350e-08,0.3518
4.38583e-08,0.3779
4.38816e-08,0.3910
4.39048e-08,0.3998
4.39281e-08,0.4547
4.39514e-08,0.5969
4.39746e-08,0.7303
4.39979e-08,0.8054
4.40212e-08,0.8620
4.40444e-08,0.8961
4.40677e-08,0.9122
4.40910e-08,0.9197
4.41142e-08,0.9290
4.41375e-08,0.9360
4.41608e-08,0.9327
4.41840e-08,0.9163
4.42073e-08,0.8889
4.42306e-08,0.8550
4.42538e-08,0.8211
4.42771e-08,0.7936
4.43004e-08,0.7671
4.43236e-08,0.7350
4.43469e-08,0.6461
4.43702e-08,0.5203
4.43934e-08,0.4209
4.44167e-08,0.3537
4.44400e-08,0.3046
4.44632e-08,0.2786
4.44865e-08,0.2675
4.45098e-08,0.2583
4.45330e-08,0.2481
4.45563e-08,0.2428
4.45796e-08,0.2482
4.46028e-08,0.2659
4.46261e-08,0.2933
4.46494e-08,0.3260
4.46726e-08,0.3576
4.46959e-08,0.3816
4.47192e-08,0.3916
4.47424e-08,0.4042
4.47657e-08,0.4762
4.47890e-08,0.6311
4.48122e-08,0.7471
4.48355e-08,0.8214
4.48588e-08,0.8691
4.48820e-08,0.9010
4.49053e-08,0.9136
4.49286e-08,0.9217
4.49518e-08,0.9310
4.49751e-08,0.9363
4.49984e-08,0.9304
4.50216e-08,0.9116
4.50449e-08,0.8825
4.50682e-08,0.8480
4.50914e-08,0.8149
4.51147e-08,0.7894
4.51380e-08,0.7600
4.51612e-08,0.7263
4.51845e-08,0.6206
4.52078e-08,0.4940
4.52310e-08,0.4062
4.52543e-08,0.3439
4.52776e-08,0.2983
4.53008e-08,0.2765
4.53241e-08,0.2657
4.53474e-08,0.2562
4.53707e-08,0.2465
4.53939e-08,0.2429
4.54172e-08,0.2507
4.54405e-08,0.2706
4.54637e-08,0.2996
4.54870e-08,0.3324
4.55103e-08,0.3632
4.55335e-08,0.3848
4.55568e-08,0.3932
4.55801e-08,0.4100
4.56033e-08,0.5025
4.56266e-08,0.6594
4.56499e-08,0.7631
4.56731e-08,0.8343
4.56964e-08,0.8782
4.57197e-08,0.9044
4.57429e-08,0.9155
4.57662e-08,0.9234
4.57895e-08,0.9325
4.58127e-08,0.9362
4.58360e-08,0.9276
4.58593e-08,0.9065
4.58825e-08,0.8758
4.59058e-08,0.8411
4.59291e-08,0.8090
4.59523e-08,0.7858
4.59756e-08,0.7533
4.59989e-08,0.7160
4.60221e-08,0.5914
4.60454e-08,0.4728
4.60687e-08,0.3926
4.60919e-08,0.3359
4.61152e-08,0.2930
4.61385e-08,0.2728
4.61617e-08,0.2646
4.61850e-08,0.2542
4.62083e-08,0.2450
4.62315e-08,0.2435
4.62548e-08,0.2538
4.62781e-08,0.2758
4.63013e-08,0.3060
4.63246e-08,0.3389
4.63479e-08,0.3684
4.63711e-08,0.3874
4.63944e-08,0.3948
4.64177e-08,0.4200
4.64409e-08,0.5361
4.64642e-08,0.6843
4.64875e-08,0.7774
4.65107e-08,0.8448
4.65340e-08,0.8861
4.65573e-08,0.9078
4.65805e-08,0.9168
4.66038e-08,0.9253
4.66271e-08,0.9340
4.66503e-08,0.9356
4.66736e-08,0.9243
4.66969e-08,0.9010
4.67201e-08,0.8689
4.67434e-08,0.8343
4.67667e-08,0.8034
4.67899e-08,0.7813
4.68132e-08,0.7473
4.68365e-08,0.6973
4.68597e-08,0.5667
4.68830e-08,0.4549
4.69063e-08,0.3813
4.69295e-08,0.3245
4.69528e-08,0.2878
4.69761e-08,0.2717
4.69993e-08,0.2623
4.70226e-08,0.2520
4.70459e-08,0.2439
4.70691e-08,0.2445
4.70924e-08,0.2573
4.71157e-08,0.2812
4.71389e-08,0.3125
4.71622e-08,0.3452
4.71855e-08,0.3731
4.72087e-08,0.3894
4.72320e-08,0.3965
4.72553e-08,0.4344
4.72785e-08,0.5671
4.73018e-08,0.7064
4.73251e-08,0.7929
4.73483e-08,0.8533
4.73716e-08,0.8926
4.73949e-08,0.9102
4.74181e-08,0.9187
4.74414e-08,0.9274
4.74647e-08,0.9352
4.74879e-08,0.9344
4.75112e-08,0.9205
4.75345e-08,0.8951
4.75577e-08,0.8620
4.75810e-08,0.8276
4.76043e-08,0.7983
4.76275e-08,0.7749
4.76508e-08,0.7421
4.76741e-08,0.6728
4.76973e-08,0.5435
4.77206e-08,0.4381
4.77439e-08,0.3656
4.77672e-08,0.3162
4.77904e-08,0.2846
4.78137e-08,0.2693
4.78370e-08,0.2608
4.78602e-08,0.2501
4.78835e-08,0.2432
4.79068e-08,0.2460
4.79300e-08,0.2613
4.79533e-08,0.2869
4.79766e-08,0.3190
4.79998e-08,0.3513
4.80231e-08,0.3775
4.80464e-08,0.3907
4.80696e-08,0.3994
4.80929e-08,0.4542
4.81162e-08,0.5963
4.81394e-08,0.7312
4.81627e-08,0.8076
4.81860e-08,0.8624
4.82092e-08,0.8973
4.82325e-08,0.9131
4.82558e-08,0.9202
4.82790e-08,0.9292
4.83023e-08,0.9360
4.83256e-08,0.9327
4.83488e-08,0.9163
4.83721e-08,0.8889
4.83954e-08,0.8550
4.84186e-08,0.8211
4.84419e-08,0.7936
4.84652e-08,0.7670
4.84884e-08,0.7345
4.85117e-08,0.6464
4.85350e-08,0.5216
4.85582e-08,0.4228
4.85815e-08,0.3562
4.86048e-08,0.3068
4.86280e-08,0.2801
4.86513e-08,0.2685
4.86746e-08,0.2587
4.86978e-08,0.2483
4.87211e-08,0.2428
4.87444e-08,0.2480
4.87676e-08,0.2656
4.87909e-08,0.2929
4.88142e-08,0.3255
4.88374e-08,0.3572
4.88607e-08,0.3813
4.88840e-08,0.3913
4.89072e-08,0.4037
4.89305e-08,0.4747
4.89538e-08,0.6323
4.89770e-08,0.7478
4.90003e-08,0.8229
4.90236e-08,0.8703
4.90468e-08,0.9020
4.90701e-08,0.9144
4.90934e-08,0.9220
4.91166e-08,0.9311
4.91399e-08,0.9364
4.91632e-08,0.9304
4.91864e-08,0.9116
4.92097e-08,0.8825
4.92330e-08,0.8480
4.92562e-08,0.8149
4.92795e-08,0.7893
4.93028e-08,0.7600
4.93260e-08,0.7271
4.93493e-08,0.6218
4.93726e-08,0.4962
4.93958e-08,0.4081
4.94191e-08,0.3456
4.94424e-08,0.3000
4.94656e-08,0.2778
4.94889e-08,0.2665
4.95122e-08,0.2566
4.95354e-08,0.2466
4.95587e-08,0.2429
4.95820e-08,0.2505
4.96052e-08,0.2703
4.96285e-08,0.2992
4.96518e-08,0.3320
4.96750e-08,0.3628
4.96983e-08,0.3845
4.97216e-08,0.3928
4.97448e-08,0.4088
4.97681e-08,0.5018
4.97914e-08,0.6602
4.98146e-08,0.7631
4.98379e-08,0.8354
4.98612e-08,0.8794
