.HEADER
..NAMES
Time,V U1.P1
2.0708e-09,1.2341
2.0940e-09,1.2442
2.1173e-09,1.2525
2.1406e-09,1.2561
2.1638e-09,1.2535
2.1871e-09,1.2445
2.2104e-09,1.2299
2.2336e-09,1.2115
2.2569e-09,1.1921
2.2802e-09,1.1744
2.3034e-09,1.1598
2.3267e-09,1.1494
2.3500e-09,1.1432
2.3732e-09,1.1415
2.3965e-09,1.1443
2.4198e-09,1.1514
2.4430e-09,1.1621
2.4663e-09,1.1746
2.4896e-09,1.1865
2.5128e-09,1.1958
2.5361e-09,1.2016
2.5594e-09,1.2038
2.5826e-09,1.2025
2.6059e-09,1.1983
2.6292e-09,1.1922
2.6524e-09,1.1707
2.6757e-09,1.1178
2.6990e-09,1.0001
2.7222e-09,0.8309
2.7455e-09,0.6997
2.7688e-09,0.6125
2.7920e-09,0.5576
2.8153e-09,0.5309
2.8386e-09,0.5211
2.8618e-09,0.5204
2.8851e-09,0.5227
2.9084e-09,0.5245
2.9316e-09,0.5243
2.9549e-09,0.5215
2.9782e-09,0.5158
3.0014e-09,0.5079
3.0247e-09,0.4995
3.0480e-09,0.4923
3.0712e-09,0.4882
3.0945e-09,0.4886
3.1178e-09,0.4914
3.1410e-09,0.4948
3.1643e-09,0.4973
3.1876e-09,0.4972
3.2108e-09,0.4910
3.2341e-09,0.4728
3.2574e-09,0.4371
3.2806e-09,0.3849
3.3039e-09,0.3215
3.3272e-09,0.2517
3.3504e-09,0.1811
3.3737e-09,0.1161
3.3970e-09,0.0606
3.4202e-09,0.0164
3.4435e-09,-0.0170
3.4668e-09,-0.0410
3.4901e-09,-0.0554
3.5133e-09,-0.0454
3.5366e-09,0.0003
3.5599e-09,0.1462
3.5831e-09,0.2773
3.6064e-09,0.3919
3.6297e-09,0.4774
3.6529e-09,0.5292
3.6762e-09,0.5599
3.6995e-09,0.5689
3.7227e-09,0.5662
3.7460e-09,0.5596
3.7693e-09,0.5538
3.7925e-09,0.5548
3.8158e-09,0.5651
3.8391e-09,0.5849
3.8623e-09,0.6122
3.8856e-09,0.6432
3.9089e-09,0.6731
3.9321e-09,0.6965
3.9554e-09,0.7117
3.9787e-09,0.7205
4.0019e-09,0.7254
4.0252e-09,0.7286
4.0485e-09,0.7305
4.0717e-09,0.7353
4.0950e-09,0.7499
4.1183e-09,0.7784
4.1415e-09,0.8200
4.1648e-09,0.8723
4.1881e-09,0.9323
4.2113e-09,0.9952
4.2346e-09,1.0559
4.2579e-09,1.1111
4.2811e-09,1.1584
4.3044e-09,1.1961
4.3277e-09,1.2232
4.3509e-09,1.2392
4.3742e-09,1.2447
4.3975e-09,1.2414
4.4207e-09,1.2325
4.4440e-09,1.2224
4.4673e-09,1.2149
4.4905e-09,1.2120
4.5138e-09,1.2135
4.5371e-09,1.2187
4.5603e-09,1.2272
4.5836e-09,1.2379
4.6069e-09,1.2484
4.6301e-09,1.2556
4.6534e-09,1.2569
4.6767e-09,1.2517
4.6999e-09,1.2400
4.7232e-09,1.2231
4.7465e-09,1.2033
4.7697e-09,1.1837
4.7930e-09,1.1664
4.8163e-09,1.1527
4.8395e-09,1.1435
4.8628e-09,1.1390
4.8861e-09,1.1394
4.9093e-09,1.1450
4.9326e-09,1.1550
4.9559e-09,1.1681
4.9791e-09,1.1818
5.0024e-09,1.1935
5.0257e-09,1.2017
5.0489e-09,1.2058
5.0722e-09,1.2060
5.0955e-09,1.2027
5.1187e-09,1.1967
5.1420e-09,1.1864
5.1653e-09,1.1427
5.1885e-09,1.0613
5.2118e-09,0.8928
5.2351e-09,0.7441
5.2583e-09,0.6414
5.2816e-09,0.5747
5.3049e-09,0.5383
5.3281e-09,0.5230
5.3514e-09,0.5201
5.3747e-09,0.5225
5.3979e-09,0.5254
5.4212e-09,0.5267
5.4445e-09,0.5253
5.4677e-09,0.5206
5.4910e-09,0.5128
5.5143e-09,0.5035
5.5375e-09,0.4949
5.5608e-09,0.4886
5.5841e-09,0.4869
5.6073e-09,0.4888
5.6306e-09,0.4922
5.6539e-09,0.4955
5.6771e-09,0.4970
5.7004e-09,0.4942
5.7237e-09,0.4821
5.7469e-09,0.4542
5.7702e-09,0.4085
5.7935e-09,0.3493
5.8168e-09,0.2817
5.8400e-09,0.2105
5.8633e-09,0.1423
5.8866e-09,0.0822
5.9098e-09,0.0329
5.9331e-09,-0.0052
5.9564e-09,-0.0331
5.9796e-09,-0.0522
6.0029e-09,-0.0633
6.0262e-09,-0.0676
6.0494e-09,-0.0671
6.0727e-09,-0.0642
6.0960e-09,-0.0614
6.1192e-09,-0.0607
6.1425e-09,-0.0626
6.1658e-09,-0.0668
6.1890e-09,-0.0728
6.2123e-09,-0.0804
6.2356e-09,-0.0884
6.2588e-09,-0.0940
6.2821e-09,-0.0936
6.3054e-09,-0.0853
6.3286e-09,-0.0694
6.3519e-09,-0.0473
6.3752e-09,-0.0217
6.3984e-09,0.0038
6.4217e-09,0.0256
6.4450e-09,0.0416
6.4682e-09,0.0516
6.4915e-09,0.0561
6.5148e-09,0.0564
6.5380e-09,0.0531
6.5613e-09,0.0469
6.5846e-09,0.0386
6.6078e-09,0.0295
6.6311e-09,0.0211
6.6544e-09,0.0147
6.6776e-09,0.0108
6.7009e-09,0.0096
6.7242e-09,0.0111
6.7474e-09,0.0150
6.7707e-09,0.0208
6.7940e-09,0.0267
6.8172e-09,0.0308
6.8405e-09,0.0315
6.8638e-09,0.0279
6.8870e-09,0.0201
6.9103e-09,0.0089
6.9336e-09,-0.0034
6.9568e-09,-0.0146
6.9801e-09,-0.0228
7.0034e-09,-0.0274
7.0266e-09,-0.0286
7.0499e-09,-0.0273
7.0732e-09,-0.0240
7.0964e-09,-0.0194
7.1197e-09,-0.0138
7.1430e-09,-0.0078
7.1662e-09,-0.0021
7.1895e-09,0.0027
7.2128e-09,0.0060
7.2360e-09,0.0074
7.2593e-09,0.0069
7.2826e-09,0.0044
7.3058e-09,0.0004
7.3291e-09,-0.0043
7.3524e-09,-0.0088
7.3756e-09,-0.0119
7.3989e-09,-0.0128
7.4222e-09,-0.0109
7.4454e-09,-0.0063
7.4687e-09,-0.0002
7.4920e-09,0.0062
7.5152e-09,0.0113
7.5385e-09,0.0144
7.5618e-09,0.0154
7.5850e-09,0.0146
7.6083e-09,0.0126
7.6316e-09,0.0098
7.6548e-09,0.0066
7.6781e-09,0.0032
7.7014e-09,-0.0001
7.7246e-09,-0.0031
7.7479e-09,-0.0054
7.7712e-09,-0.0067
7.7944e-09,-0.0068
7.8177e-09,-0.0056
7.8410e-09,-0.0032
7.8642e-09,-0.0001
7.8875e-09,0.0032
7.9108e-09,0.0061
7.9340e-09,0.0080
7.9573e-09,0.0082
7.9806e-09,0.0066
8.0038e-09,0.0036
8.0271e-09,-0.0001
8.0504e-09,-0.0035
8.0736e-09,-0.0060
8.0969e-09,-0.0071
8.1202e-09,-0.0070
8.1435e-09,-0.0060
8.1667e-09,-0.0044
8.1900e-09,-0.0026
8.2133e-09,-0.0008
8.2365e-09,0.0010
8.2598e-09,0.0027
8.2831e-09,0.0042
8.3063e-09,0.0052
8.3296e-09,0.0056
8.3529e-09,0.0052
8.3761e-09,0.0041
8.3994e-09,0.0023
8.4227e-09,0.0002
8.4459e-09,-0.0019
8.4692e-09,-0.0036
8.4925e-09,-0.0014
8.5157e-09,0.0239
8.5390e-09,0.1050
8.5623e-09,0.2639
8.5855e-09,0.4054
8.6088e-09,0.5118
8.6321e-09,0.5932
8.6553e-09,0.6426
8.6786e-09,0.6666
8.7019e-09,0.6756
8.7251e-09,0.6765
8.7484e-09,0.6744
8.7717e-09,0.6705
8.7949e-09,0.6669
8.8182e-09,0.6640
8.8415e-09,0.6627
8.8647e-09,0.6622
8.8880e-09,0.6626
8.9113e-09,0.6632
8.9345e-09,0.6625
8.9578e-09,0.6613
8.9811e-09,0.6613
9.0043e-09,0.6640
9.0276e-09,0.6694
9.0509e-09,0.6778
9.0741e-09,0.6935
9.0974e-09,0.7227
9.1207e-09,0.7665
9.1439e-09,0.8217
9.1672e-09,0.8848
9.1905e-09,0.9517
9.2137e-09,1.0169
9.2370e-09,1.0757
9.2603e-09,1.1253
9.2835e-09,1.1650
9.3068e-09,1.1955
9.3301e-09,1.2177
9.3533e-09,1.2328
9.3766e-09,1.2417
9.3999e-09,1.2460
9.4231e-09,1.2474
9.4464e-09,1.2476
9.4697e-09,1.2482
9.4929e-09,1.2494
9.5162e-09,1.2509
9.5395e-09,1.2530
9.5627e-09,1.2565
9.5860e-09,1.2609
9.6093e-09,1.2638
9.6325e-09,1.2625
9.6558e-09,1.2555
9.6791e-09,1.2429
9.7023e-09,1.2254
9.7256e-09,1.2050
9.7489e-09,1.1845
9.7721e-09,1.1669
9.7954e-09,1.1542
9.8187e-09,1.1467
9.8419e-09,1.1439
9.8652e-09,1.1448
9.8885e-09,1.1488
9.9117e-09,1.1549
9.9350e-09,1.1625
9.9583e-09,1.1706
9.9815e-09,1.1780
1.00048e-08,1.1840
1.00281e-08,1.1885
1.00513e-08,1.1913
1.00746e-08,1.1923
1.00979e-08,1.1912
1.01211e-08,1.1884
1.01444e-08,1.1850
1.01677e-08,1.1824
1.01909e-08,1.1820
1.02142e-08,1.1846
1.02375e-08,1.1905
1.02607e-08,1.1990
1.02840e-08,1.2085
1.03073e-08,1.2171
1.03305e-08,1.2233
1.03538e-08,1.2264
1.03771e-08,1.2266
1.04003e-08,1.2246
1.04236e-08,1.2210
1.04469e-08,1.2164
1.04702e-08,1.2113
1.04934e-08,1.2063
1.05167e-08,1.2017
1.05400e-08,1.1981
1.05632e-08,1.1955
1.05865e-08,1.1940
1.06098e-08,1.1939
1.06330e-08,1.1953
1.06563e-08,1.1979
1.06796e-08,1.2012
1.07028e-08,1.2046
1.07261e-08,1.2072
1.07494e-08,1.2083
1.07726e-08,1.2072
1.07959e-08,1.2040
1.08192e-08,1.1994
1.08424e-08,1.1946
1.08657e-08,1.1908
1.08890e-08,1.1886
1.09122e-08,1.1883
1.09355e-08,1.1895
1.09588e-08,1.1917
1.09820e-08,1.1795
1.10053e-08,1.1354
1.10286e-08,1.0229
1.10518e-08,0.8535
1.10751e-08,0.7227
1.10984e-08,0.6305
1.11216e-08,0.5679
1.11449e-08,0.5306
1.11682e-08,0.5114
1.11914e-08,0.5025
1.12147e-08,0.4990
1.12380e-08,0.4973
1.12612e-08,0.4963
1.12845e-08,0.4960
1.13078e-08,0.4960
1.13310e-08,0.4967
1.13543e-08,0.4983
1.13776e-08,0.5004
1.14008e-08,0.5035
1.14241e-08,0.5077
1.14474e-08,0.5105
1.14706e-08,0.5106
1.14939e-08,0.5075
1.15172e-08,0.5006
1.15404e-08,0.4880
1.15637e-08,0.4647
1.15870e-08,0.4261
1.16102e-08,0.3738
1.16335e-08,0.3130
1.16568e-08,0.2476
1.16800e-08,0.1822
1.17033e-08,0.1220
1.17266e-08,0.0705
1.17498e-08,0.0290
1.17731e-08,-0.0028
1.17964e-08,-0.0264
1.18196e-08,-0.0431
1.18429e-08,-0.0540
1.18662e-08,-0.0606
1.18894e-08,-0.0645
1.19127e-08,-0.0672
1.19360e-08,-0.0700
1.19592e-08,-0.0734
1.19825e-08,-0.0769
1.20058e-08,-0.0800
1.20290e-08,-0.0832
1.20523e-08,-0.0868
1.20756e-08,-0.0897
1.20988e-08,-0.0893
1.21221e-08,-0.0831
1.21454e-08,-0.0705
1.21686e-08,-0.0525
1.21919e-08,-0.0307
1.22152e-08,-0.0076
1.22384e-08,0.0136
1.22617e-08,0.0303
1.22850e-08,0.0416
1.23082e-08,0.0476
1.23315e-08,0.0494
1.23548e-08,0.0481
1.23780e-08,0.0444
1.24013e-08,0.0391
1.24246e-08,0.0332
1.24478e-08,0.0276
1.24711e-08,0.0231
1.24944e-08,0.0202
1.25176e-08,0.0186
1.25409e-08,0.0181
1.25642e-08,0.0188
1.25874e-08,0.0211
1.26107e-08,0.0242
1.26340e-08,0.0268
1.26572e-08,0.0276
1.26805e-08,0.0255
1.27038e-08,0.0200
1.27270e-08,0.0114
1.27503e-08,0.0010
1.27736e-08,-0.0092
1.27968e-08,-0.0175
1.28201e-08,-0.0227
1.28434e-08,-0.0247
1.28667e-08,-0.0240
1.28899e-08,-0.0215
1.29132e-08,-0.0178
1.29365e-08,-0.0134
1.29597e-08,-0.0089
1.29830e-08,-0.0047
1.30063e-08,-0.0013
1.30295e-08,0.0011
1.30528e-08,0.0025
1.30761e-08,0.0028
1.30993e-08,0.0021
1.31226e-08,0.0003
1.31459e-08,-0.0023
1.31691e-08,-0.0053
1.31924e-08,-0.0078
1.32157e-08,-0.0091
1.32389e-08,-0.0085
1.32622e-08,-0.0057
1.32855e-08,-0.0011
1.33087e-08,0.0043
1.33320e-08,0.0091
1.33553e-08,0.0124
1.33785e-08,0.0138
1.34018e-08,0.0134
1.34251e-08,0.0117
1.34483e-08,0.0093
1.34716e-08,0.0065
1.34949e-08,0.0037
1.35181e-08,0.0012
1.35414e-08,-0.0009
1.35647e-08,-0.0024
1.35879e-08,-0.0033
1.36112e-08,-0.0037
1.36345e-08,-0.0033
1.36577e-08,-0.0022
1.36810e-08,-0.0005
1.37043e-08,0.0016
1.37275e-08,0.0038
1.37508e-08,0.0056
1.37741e-08,0.0064
1.37973e-08,0.0059
1.38206e-08,0.0040
1.38439e-08,0.0012
1.38671e-08,-0.0018
1.38904e-08,-0.0043
1.39137e-08,-0.0056
1.39369e-08,-0.0058
1.39602e-08,-0.0051
1.39835e-08,-0.0036
1.40067e-08,-0.0020
1.40300e-08,-0.0003
1.40533e-08,0.0011
1.40765e-08,0.0023
1.40998e-08,0.0032
1.41231e-08,0.0038
1.41463e-08,0.0041
1.41696e-08,0.0040
1.41929e-08,0.0035
1.42161e-08,0.0025
1.42394e-08,0.0013
1.42627e-08,-0.0002
1.42859e-08,-0.0016
1.43092e-08,-0.0026
1.43325e-08,0.0064
1.43557e-08,0.0457
1.43790e-08,0.1676
1.44023e-08,0.3256
1.44255e-08,0.4567
1.44488e-08,0.5481
1.44721e-08,0.6148
1.44953e-08,0.6543
1.45186e-08,0.6711
1.45419e-08,0.6756
1.45651e-08,0.6751
1.45884e-08,0.6721
1.46117e-08,0.6686
1.46349e-08,0.6657
1.46582e-08,0.6639
1.46815e-08,0.6635
1.47047e-08,0.6638
1.47280e-08,0.6644
1.47513e-08,0.6644
1.47745e-08,0.6630
1.47978e-08,0.6616
1.48211e-08,0.6620
1.48443e-08,0.6656
1.48676e-08,0.6717
1.48909e-08,0.6822
1.49141e-08,0.7030
1.49374e-08,0.7385
1.49607e-08,0.7877
1.49839e-08,0.8468
1.50072e-08,0.9122
1.50305e-08,0.9793
1.50537e-08,1.0425
1.50770e-08,1.0978
1.51003e-08,1.1434
1.51236e-08,1.1791
1.51468e-08,1.1915
1.51701e-08,1.1637
1.51934e-08,1.0621
1.52166e-08,0.8969
1.52399e-08,0.7686
1.52632e-08,0.6770
1.52864e-08,0.6153
1.53097e-08,0.5786
1.53330e-08,0.5610
1.53562e-08,0.5550
1.53795e-08,0.5557
1.54028e-08,0.5599
1.54260e-08,0.5649
1.54493e-08,0.5673
1.54726e-08,0.5640
1.54958e-08,0.5539
1.55191e-08,0.5380
1.55424e-08,0.5176
1.55656e-08,0.4964
1.55889e-08,0.4786
1.56122e-08,0.4645
1.56354e-08,0.4540
1.56587e-08,0.4465
1.56820e-08,0.4401
1.57052e-08,0.4318
1.57285e-08,0.4154
1.57518e-08,0.3857
1.57750e-08,0.3433
1.57983e-08,0.2922
1.58216e-08,0.2349
1.58448e-08,0.1754
1.58681e-08,0.1189
1.58914e-08,0.0687
1.59146e-08,0.0261
1.59379e-08,-0.0093
1.59612e-08,-0.0379
1.59844e-08,-0.0592
1.60077e-08,-0.0727
1.60310e-08,-0.0785
1.60542e-08,-0.0776
1.60775e-08,-0.0720
1.61008e-08,-0.0644
1.61240e-08,-0.0577
1.61473e-08,-0.0533
1.61706e-08,-0.0521
1.61938e-08,-0.0545
1.62171e-08,-0.0602
1.62404e-08,-0.0671
1.62636e-08,-0.0717
1.62869e-08,-0.0711
1.63102e-08,-0.0642
1.63334e-08,-0.0515
1.63567e-08,-0.0342
1.63800e-08,-0.0143
1.64032e-08,0.0049
1.64265e-08,0.0213
1.64498e-08,0.0338
1.64730e-08,0.0427
1.64963e-08,0.0486
1.65196e-08,0.0517
1.65428e-08,0.0519
1.65661e-08,0.0489
1.65894e-08,0.0428
1.66126e-08,0.0344
1.66359e-08,0.0251
1.66592e-08,0.0164
1.66824e-08,0.0097
1.67057e-08,0.0057
1.67290e-08,0.0053
1.67522e-08,0.0083
1.67755e-08,0.0135
1.67988e-08,0.0190
1.68220e-08,0.0230
1.68453e-08,0.0239
1.68686e-08,0.0213
1.68918e-08,0.0152
1.69151e-08,0.0068
1.69384e-08,-0.0022
1.69616e-08,-0.0100
1.69849e-08,-0.0158
1.70082e-08,-0.0193
1.70314e-08,-0.0211
1.70547e-08,-0.0215
1.70780e-08,-0.0208
1.71012e-08,-0.0188
1.71245e-08,-0.0154
1.71478e-08,-0.0106
1.71710e-08,-0.0051
1.71943e-08,0.0005
1.72176e-08,0.0053
1.72408e-08,0.0085
1.72641e-08,0.0093
1.72874e-08,0.0076
1.73106e-08,0.0040
1.73339e-08,-0.0005
1.73572e-08,-0.0049
1.73804e-08,-0.0079
1.74037e-08,-0.0089
1.74270e-08,-0.0074
1.74502e-08,-0.0039
1.74735e-08,0.0007
1.74968e-08,0.0050
1.75201e-08,0.0084
1.75433e-08,0.0104
1.75666e-08,0.0113
1.75899e-08,0.0113
1.76131e-08,0.0108
1.76364e-08,0.0099
1.76597e-08,0.0142
1.76829e-08,0.0434
1.77062e-08,0.1428
1.77295e-08,0.3013
1.77527e-08,0.4297
1.77760e-08,0.5202
1.77993e-08,0.5934
1.78225e-08,0.6360
1.78458e-08,0.6587
1.78691e-08,0.6694
1.78923e-08,0.6744
1.79156e-08,0.6765
1.79389e-08,0.6762
1.79621e-08,0.6745
1.79854e-08,0.6720
1.80087e-08,0.6694
1.80319e-08,0.6668
1.80552e-08,0.6647
1.80785e-08,0.6627
1.81017e-08,0.6597
1.81250e-08,0.6569
1.81483e-08,0.6559
1.81715e-08,0.6583
1.81948e-08,0.6639
1.82181e-08,0.6740
1.82413e-08,0.6942
1.82646e-08,0.7297
1.82879e-08,0.7799
1.83111e-08,0.8404
1.83344e-08,0.9068
1.83577e-08,0.9743
1.83809e-08,1.0373
1.84042e-08,1.0917
1.84275e-08,1.1361
1.84507e-08,1.1707
1.84740e-08,1.1900
1.84973e-08,1.1680
1.85205e-08,1.0886
1.85438e-08,0.9231
1.85671e-08,0.7874
1.85903e-08,0.6949
1.86136e-08,0.6266
1.86369e-08,0.5867
1.86601e-08,0.5663
1.86834e-08,0.5588
1.87067e-08,0.5586
1.87299e-08,0.5624
1.87532e-08,0.5672
1.87765e-08,0.5698
1.87997e-08,0.5664
1.88230e-08,0.5558
1.88463e-08,0.5389
1.88695e-08,0.5177
1.88928e-08,0.4956
1.89161e-08,0.4774
1.89393e-08,0.4639
1.89626e-08,0.4547
1.89859e-08,0.4488
1.90091e-08,0.4441
1.90324e-08,0.4377
1.90557e-08,0.4237
1.90789e-08,0.3964
1.91022e-08,0.3553
1.91255e-08,0.3045
1.91487e-08,0.2472
1.91720e-08,0.1869
1.91953e-08,0.1290
1.92185e-08,0.0771
1.92418e-08,0.0328
1.92651e-08,-0.0041
1.92883e-08,-0.0340
1.93116e-08,-0.0567
1.93349e-08,-0.0712
1.93581e-08,-0.0776
1.93814e-08,-0.0769
1.94047e-08,-0.0710
1.94279e-08,-0.0630
1.94512e-08,-0.0558
1.94745e-08,-0.0515
1.94977e-08,-0.0507
1.95210e-08,-0.0536
1.95443e-08,-0.0599
1.95675e-08,-0.0676
1.95908e-08,-0.0733
1.96141e-08,-0.0737
1.96373e-08,-0.0676
1.96606e-08,-0.0553
1.96839e-08,-0.0380
1.97071e-08,-0.0178
1.97304e-08,0.0021
1.97537e-08,0.0193
1.97769e-08,0.0326
1.98002e-08,0.0423
1.98235e-08,0.0488
1.98468e-08,0.0525
1.98700e-08,0.0531
1.98933e-08,0.0504
1.99166e-08,0.0443
1.99398e-08,0.0356
1.99631e-08,0.0257
1.99864e-08,0.0165
2.00096e-08,0.0093
2.00329e-08,0.0052
2.00562e-08,0.0048
2.00794e-08,0.0080
2.01027e-08,0.0135
2.01260e-08,0.0195
2.01492e-08,0.0240
2.01725e-08,0.0254
2.01958e-08,0.0231
2.02190e-08,0.0171
2.02423e-08,0.0086
2.02656e-08,-0.0007
2.02888e-08,-0.0090
2.03121e-08,-0.0152
2.03354e-08,-0.0191
2.03586e-08,-0.0212
2.03819e-08,-0.0219
2.04052e-08,-0.0214
2.04284e-08,-0.0196
2.04517e-08,-0.0162
2.04750e-08,-0.0113
2.04982e-08,-0.0054
2.05215e-08,0.0006
2.05448e-08,0.0057
2.05680e-08,0.0091
2.05913e-08,0.0100
2.06146e-08,0.0083
2.06378e-08,0.0046
2.06611e-08,-0.0002
2.06844e-08,-0.0048
2.07076e-08,-0.0081
2.07309e-08,-0.0093
2.07542e-08,-0.0080
2.07774e-08,-0.0045
2.08007e-08,0.0001
2.08240e-08,0.0047
2.08472e-08,0.0083
2.08705e-08,0.0106
2.08938e-08,0.0116
2.09170e-08,0.0118
2.09403e-08,0.0114
2.09636e-08,0.0106
2.09868e-08,0.0120
2.10101e-08,0.0340
2.10334e-08,0.1182
2.10566e-08,0.2637
2.10799e-08,0.4084
2.11032e-08,0.5033
2.11264e-08,0.5806
2.11497e-08,0.6296
2.11730e-08,0.6549
2.11962e-08,0.6680
2.12195e-08,0.6741
2.12428e-08,0.6770
2.12660e-08,0.6770
2.12893e-08,0.6754
2.13126e-08,0.6728
2.13358e-08,0.6701
2.13591e-08,0.6673
2.13824e-08,0.6651
2.14056e-08,0.6631
2.14289e-08,0.6603
2.14522e-08,0.6573
2.14754e-08,0.6559
2.14987e-08,0.6574
2.15220e-08,0.6624
2.15452e-08,0.6714
2.15685e-08,0.6892
2.15918e-08,0.7217
2.16150e-08,0.7694
2.16383e-08,0.8282
2.16616e-08,0.8937
2.16848e-08,0.9612
2.17081e-08,1.0252
2.17314e-08,1.0813
2.17546e-08,1.1276
2.17779e-08,1.1640
2.18012e-08,1.1888
2.18244e-08,1.1734
2.18477e-08,1.1153
2.18710e-08,0.9571
2.18942e-08,0.8148
2.19175e-08,0.7120
2.19408e-08,0.6382
2.19640e-08,0.5930
2.19873e-08,0.5696
2.20106e-08,0.5597
2.20338e-08,0.5583
2.20571e-08,0.5615
2.20804e-08,0.5665
2.21037e-08,0.5698
2.21269e-08,0.5678
2.21502e-08,0.5585
2.21735e-08,0.5425
2.21967e-08,0.5220
2.22200e-08,0.4997
2.22433e-08,0.4807
2.22665e-08,0.4665
2.22898e-08,0.4566
2.23131e-08,0.4503
2.23363e-08,0.4456
2.23596e-08,0.4398
2.23829e-08,0.4279
2.24061e-08,0.4035
2.24294e-08,0.3649
2.24527e-08,0.3157
2.24759e-08,0.2595
2.24992e-08,0.1994
2.25225e-08,0.1406
2.25457e-08,0.0873
2.25690e-08,0.0414
2.25923e-08,0.0029
2.26155e-08,-0.0284
2.26388e-08,-0.0526
2.26621e-08,-0.0688
2.26853e-08,-0.0768
2.27086e-08,-0.0773
2.27319e-08,-0.0722
2.27551e-08,-0.0643
2.27784e-08,-0.0569
2.28017e-08,-0.0519
2.28249e-08,-0.0505
2.28482e-08,-0.0527
2.28715e-08,-0.0585
2.28947e-08,-0.0661
2.29180e-08,-0.0725
2.29413e-08,-0.0741
2.29645e-08,-0.0693
2.29878e-08,-0.0581
2.30111e-08,-0.0417
2.30343e-08,-0.0219
2.30576e-08,-0.0017
2.30809e-08,0.0162
2.31041e-08,0.0304
2.31274e-08,0.0408
2.31507e-08,0.0479
2.31739e-08,0.0521
2.31972e-08,0.0534
2.32205e-08,0.0513
2.32437e-08,0.0458
2.32670e-08,0.0375
2.32903e-08,0.0277
2.33135e-08,0.0182
2.33368e-08,0.0106
2.33601e-08,0.0059
2.33833e-08,0.0048
2.34066e-08,0.0073
2.34299e-08,0.0125
2.34531e-08,0.0186
2.34764e-08,0.0234
2.34997e-08,0.0395
2.35229e-08,0.0908
2.35462e-08,0.2287
2.35695e-08,0.3710
2.35927e-08,0.4800
2.36160e-08,0.5570
2.36393e-08,0.6090
2.36625e-08,0.6337
2.36858e-08,0.6440
2.37091e-08,0.6463
2.37323e-08,0.6458
2.37556e-08,0.6451
2.37789e-08,0.6460
2.38021e-08,0.6494
2.38254e-08,0.6551
2.38487e-08,0.6623
2.38719e-08,0.6693
2.38952e-08,0.6746
2.39185e-08,0.6759
2.39417e-08,0.6728
2.39650e-08,0.6673
2.39883e-08,0.6623
2.40115e-08,0.6605
2.40348e-08,0.6625
2.40581e-08,0.6728
2.40813e-08,0.6982
2.41046e-08,0.7418
2.41279e-08,0.8001
2.41511e-08,0.8674
2.41744e-08,0.9385
2.41977e-08,1.0078
2.42209e-08,1.0699
2.42442e-08,1.1220
2.42675e-08,1.1634
2.42907e-08,1.1947
2.43140e-08,1.1958
2.43373e-08,1.1590
2.43605e-08,1.0275
2.43838e-08,0.8667
2.44071e-08,0.7431
2.44303e-08,0.6541
2.44536e-08,0.5946
2.44769e-08,0.5630
2.45002e-08,0.5509
2.45234e-08,0.5510
2.45467e-08,0.5576
2.45700e-08,0.5666
2.45932e-08,0.5740
2.46165e-08,0.5759
