.HEADER
..NAMES
Time,V U1.L1&L2
6.0960e-09,0.7927
6.1192e-09,0.8389
6.1425e-09,0.8724
6.1658e-09,0.8904
6.1890e-09,0.9021
6.2123e-09,0.9169
6.2356e-09,0.9293
6.2588e-09,0.9290
6.2821e-09,0.9112
6.3054e-09,0.8791
6.3286e-09,0.8400
6.3519e-09,0.8012
6.3752e-09,0.7698
6.3984e-09,0.7432
6.4217e-09,0.7162
6.4450e-09,0.6368
6.4682e-09,0.5227
6.4915e-09,0.4334
6.5148e-09,0.3769
6.5380e-09,0.3342
6.5613e-09,0.3073
6.5846e-09,0.2922
6.6078e-09,0.2766
6.6311e-09,0.2607
6.6544e-09,0.2503
6.6776e-09,0.2526
6.7009e-09,0.2717
6.7242e-09,0.3034
6.7474e-09,0.3410
6.7707e-09,0.3771
6.7940e-09,0.4037
6.8172e-09,0.4125
6.8405e-09,0.4192
6.8638e-09,0.4822
6.8870e-09,0.6354
6.9103e-09,0.7374
6.9336e-09,0.8051
6.9568e-09,0.8469
6.9801e-09,0.8774
7.0034e-09,0.8924
7.0266e-09,0.9050
7.0499e-09,0.9200
7.0732e-09,0.9305
7.0964e-09,0.9268
7.1197e-09,0.9057
7.1430e-09,0.8716
7.1662e-09,0.8319
7.1895e-09,0.7940
7.2128e-09,0.7651
7.2360e-09,0.7369
7.2593e-09,0.7102
7.2826e-09,0.6153
7.3058e-09,0.5001
7.3291e-09,0.4208
7.3524e-09,0.3672
7.3756e-09,0.3278
7.3989e-09,0.3043
7.4222e-09,0.2890
7.4454e-09,0.2733
7.4687e-09,0.2580
7.4920e-09,0.2495
7.5152e-09,0.2551
7.5385e-09,0.2771
7.5618e-09,0.3107
7.5850e-09,0.3485
7.6083e-09,0.3834
7.6316e-09,0.4071
7.6548e-09,0.4132
7.6781e-09,0.4234
7.7014e-09,0.5085
7.7246e-09,0.6609
7.7479e-09,0.7517
7.7712e-09,0.8160
7.7944e-09,0.8561
7.8177e-09,0.8811
7.8410e-09,0.8950
7.8642e-09,0.9079
7.8875e-09,0.9227
7.9108e-09,0.9311
7.9340e-09,0.9239
7.9573e-09,0.8996
7.9806e-09,0.8637
8.0038e-09,0.8239
8.0271e-09,0.7871
8.0504e-09,0.7610
8.0736e-09,0.7311
8.0969e-09,0.6976
8.1202e-09,0.5882
8.1435e-09,0.4797
8.1667e-09,0.4090
8.1900e-09,0.3604
8.2133e-09,0.3231
8.2365e-09,0.3001
8.2598e-09,0.2866
8.2831e-09,0.2702
8.3063e-09,0.2554
8.3296e-09,0.2493
8.3529e-09,0.2584
8.3761e-09,0.2832
8.3994e-09,0.3182
8.4227e-09,0.3559
8.4459e-09,0.3893
8.4692e-09,0.4097
8.4925e-09,0.4139
8.5157e-09,0.4333
8.5390e-09,0.5404
8.5623e-09,0.6825
8.5855e-09,0.7660
8.6088e-09,0.8236
8.6321e-09,0.8629
8.6553e-09,0.8851
8.6786e-09,0.8971
8.7019e-09,0.9109
8.7251e-09,0.9252
8.7484e-09,0.9311
8.7717e-09,0.9203
8.7949e-09,0.8931
8.8182e-09,0.8559
8.8415e-09,0.8162
8.8647e-09,0.7809
8.8880e-09,0.7567
8.9113e-09,0.7263
8.9345e-09,0.6828
8.9578e-09,0.5653
8.9811e-09,0.4622
9.0043e-09,0.3990
9.0276e-09,0.3498
9.0509e-09,0.3170
9.0741e-09,0.2979
9.0974e-09,0.2829
9.1207e-09,0.2667
9.1439e-09,0.2533
9.1672e-09,0.2498
9.1905e-09,0.2623
9.2137e-09,0.2896
9.2370e-09,0.3257
9.2603e-09,0.3632
9.2835e-09,0.3946
9.3068e-09,0.4115
9.3301e-09,0.4145
9.3533e-09,0.4441
9.3766e-09,0.5692
9.3999e-09,0.7028
9.4231e-09,0.7812
9.4464e-09,0.8303
9.4697e-09,0.8682
9.4929e-09,0.8876
9.5162e-09,0.8997
9.5395e-09,0.9140
9.5627e-09,0.9274
9.5860e-09,0.9304
9.6093e-09,0.9160
9.6325e-09,0.8863
9.6558e-09,0.8480
9.6791e-09,0.8087
9.7023e-09,0.7752
9.7256e-09,0.7506
9.7489e-09,0.7228
9.7721e-09,0.6603
9.7954e-09,0.5437
9.8187e-09,0.4481
9.8419e-09,0.3862
9.8652e-09,0.3417
9.8885e-09,0.3132
9.9117e-09,0.2946
9.9350e-09,0.2799
9.9583e-09,0.2637
9.9815e-09,0.2517
1.00048e-08,0.2509
1.00281e-08,0.2667
1.00513e-08,0.2963
1.00746e-08,0.3333
1.00979e-08,0.3702
1.01211e-08,0.3994
1.01444e-08,0.4124
1.01677e-08,0.4163
1.01909e-08,0.4624
1.02142e-08,0.5991
1.02375e-08,0.7202
1.02607e-08,0.7933
1.02840e-08,0.8386
1.03073e-08,0.8723
1.03305e-08,0.8904
1.03538e-08,0.9021
1.03771e-08,0.9169
1.04003e-08,0.9292
1.04236e-08,0.9289
1.04469e-08,0.9112
1.04702e-08,0.8792
1.04934e-08,0.8401
1.05167e-08,0.8014
1.05400e-08,0.7700
1.05632e-08,0.7435
1.05865e-08,0.7161
1.06098e-08,0.6362
1.06330e-08,0.5232
1.06563e-08,0.4338
1.06796e-08,0.3777
1.07028e-08,0.3349
1.07261e-08,0.3073
1.07494e-08,0.2924
1.07726e-08,0.2768
1.07959e-08,0.2608
1.08192e-08,0.2505
1.08424e-08,0.2527
1.08657e-08,0.2716
1.08890e-08,0.3032
1.09122e-08,0.3408
1.09355e-08,0.3768
1.09588e-08,0.4035
1.09820e-08,0.4124
1.10053e-08,0.4190
1.10286e-08,0.4807
1.10518e-08,0.6337
1.10751e-08,0.7341
1.10984e-08,0.8041
1.11216e-08,0.8468
1.11449e-08,0.8771
1.11682e-08,0.8922
1.11914e-08,0.9050
1.12147e-08,0.9199
1.12380e-08,0.9304
1.12612e-08,0.9267
1.12845e-08,0.9058
1.13078e-08,0.8719
1.13310e-08,0.8323
1.13543e-08,0.7944
1.13776e-08,0.7654
1.14008e-08,0.7373
1.14241e-08,0.7097
1.14474e-08,0.6159
1.14706e-08,0.5016
1.14939e-08,0.4214
1.15172e-08,0.3671
1.15404e-08,0.3281
1.15637e-08,0.3042
1.15870e-08,0.2889
1.16102e-08,0.2734
1.16335e-08,0.2581
1.16568e-08,0.2497
1.16800e-08,0.2552
1.17033e-08,0.2771
1.17266e-08,0.3105
1.17498e-08,0.3482
1.17731e-08,0.3831
1.17964e-08,0.4068
1.18196e-08,0.4131
1.18429e-08,0.4236
1.18662e-08,0.5078
1.18894e-08,0.6572
1.19127e-08,0.7489
1.19360e-08,0.8142
1.19592e-08,0.8558
1.19825e-08,0.8806
1.20058e-08,0.8947
1.20290e-08,0.9078
1.20523e-08,0.9225
1.20756e-08,0.9310
1.20988e-08,0.9239
1.21221e-08,0.8999
1.21454e-08,0.8643
1.21686e-08,0.8245
1.21919e-08,0.7877
1.22152e-08,0.7616
1.22384e-08,0.7316
1.22617e-08,0.6960
1.22850e-08,0.5892
1.23082e-08,0.4802
1.23315e-08,0.4091
1.23548e-08,0.3603
1.23780e-08,0.3233
1.24013e-08,0.3002
1.24246e-08,0.2864
1.24478e-08,0.2704
1.24711e-08,0.2557
1.24944e-08,0.2495
1.25176e-08,0.2584
1.25409e-08,0.2830
1.25642e-08,0.3178
1.25874e-08,0.3555
1.26107e-08,0.3889
1.26340e-08,0.4095
1.26572e-08,0.4138
1.26805e-08,0.4336
1.27038e-08,0.5396
1.27270e-08,0.6790
1.27503e-08,0.7645
1.27736e-08,0.8216
1.27968e-08,0.8619
1.28201e-08,0.8846
1.28434e-08,0.8967
1.28667e-08,0.9107
1.28899e-08,0.9250
1.29132e-08,0.9310
1.29365e-08,0.9205
1.29597e-08,0.8936
1.29830e-08,0.8565
1.30063e-08,0.8168
1.30295e-08,0.7815
1.30528e-08,0.7572
1.30761e-08,0.7267
1.30993e-08,0.6826
1.31226e-08,0.5635
1.31459e-08,0.4606
1.31691e-08,0.3980
1.31924e-08,0.3491
1.32157e-08,0.3165
1.32389e-08,0.2978
1.32622e-08,0.2829
1.32855e-08,0.2669
1.33087e-08,0.2535
1.33320e-08,0.2499
1.33553e-08,0.2623
1.33785e-08,0.2895
1.34018e-08,0.3255
1.34251e-08,0.3630
1.34483e-08,0.3945
1.34716e-08,0.4115
1.34949e-08,0.4147
1.35181e-08,0.4433
1.35414e-08,0.5680
1.35647e-08,0.6999
1.35879e-08,0.7799
1.36112e-08,0.8285
1.36345e-08,0.8668
1.36577e-08,0.8870
1.36810e-08,0.8993
1.37043e-08,0.9138
1.37275e-08,0.9273
1.37508e-08,0.9305
1.37741e-08,0.9164
1.37973e-08,0.8868
1.38206e-08,0.8486
1.38439e-08,0.8093
1.38671e-08,0.7756
1.38904e-08,0.7511
1.39137e-08,0.7233
1.39369e-08,0.6606
1.39602e-08,0.5400
1.39835e-08,0.4458
1.40067e-08,0.3847
1.40300e-08,0.3401
1.40533e-08,0.3122
1.40765e-08,0.2942
1.40998e-08,0.2798
1.41231e-08,0.2638
1.41463e-08,0.2518
1.41696e-08,0.2510
1.41929e-08,0.2668
1.42161e-08,0.2963
1.42394e-08,0.3333
1.42627e-08,0.3702
1.42859e-08,0.3995
1.43092e-08,0.4127
1.43325e-08,0.4167
1.43557e-08,0.4605
1.43790e-08,0.5974
1.44023e-08,0.7154
1.44255e-08,0.7910
1.44488e-08,0.8371
1.44721e-08,0.8709
1.44953e-08,0.8895
1.45186e-08,0.9019
1.45419e-08,0.9167
1.45651e-08,0.9292
1.45884e-08,0.9291
1.46117e-08,0.9116
1.46349e-08,0.8797
1.46582e-08,0.8406
1.46815e-08,0.8018
1.47047e-08,0.7703
1.47280e-08,0.7441
1.47513e-08,0.7169
1.47745e-08,0.6368
1.47978e-08,0.5177
1.48211e-08,0.4298
1.48443e-08,0.3750
1.48676e-08,0.3335
1.48909e-08,0.3056
1.49141e-08,0.2918
1.49374e-08,0.2767
1.49607e-08,0.2608
1.49839e-08,0.2505
1.50072e-08,0.2528
1.50305e-08,0.2718
1.50537e-08,0.3035
1.50770e-08,0.3411
1.51003e-08,0.3772
1.51236e-08,0.4039
1.51468e-08,0.4129
1.51701e-08,0.4193
1.51934e-08,0.4790
1.52166e-08,0.6297
1.52399e-08,0.7297
1.52632e-08,0.8006
1.52864e-08,0.8458
1.53097e-08,0.8758
1.53330e-08,0.8915
1.53562e-08,0.9048
1.53795e-08,0.9198
1.54028e-08,0.9305
1.54260e-08,0.9271
1.54493e-08,0.9062
1.54726e-08,0.8723
1.54958e-08,0.8326
1.55191e-08,0.7947
1.55424e-08,0.7657
1.55656e-08,0.7378
1.55889e-08,0.7100
1.56122e-08,0.6176
1.56354e-08,0.4974
1.56587e-08,0.4180
1.56820e-08,0.3637
1.57052e-08,0.3263
1.57285e-08,0.3027
1.57518e-08,0.2882
1.57750e-08,0.2732
1.57983e-08,0.2581
1.58216e-08,0.2497
1.58448e-08,0.2554
1.58681e-08,0.2773
1.58914e-08,0.3108
1.59146e-08,0.3486
1.59379e-08,0.3835
1.59612e-08,0.4074
1.59844e-08,0.4136
1.60077e-08,0.4239
1.60310e-08,0.5067
1.60542e-08,0.6525
1.60775e-08,0.7462
1.61008e-08,0.8110
1.61240e-08,0.8546
1.61473e-08,0.8794
1.61706e-08,0.8940
1.61938e-08,0.9076
1.62171e-08,0.9224
1.62404e-08,0.9311
1.62636e-08,0.9242
1.62869e-08,0.9003
1.63102e-08,0.8646
1.63334e-08,0.8248
1.63567e-08,0.7880
1.63800e-08,0.7618
1.64032e-08,0.7322
1.64265e-08,0.6954
1.64498e-08,0.5909
1.64730e-08,0.4759
1.64963e-08,0.4056
1.65196e-08,0.3570
1.65428e-08,0.3216
1.65661e-08,0.2991
1.65894e-08,0.2857
1.66126e-08,0.2703
1.66359e-08,0.2556
1.66592e-08,0.2495
1.66824e-08,0.2586
1.67057e-08,0.2833
1.67290e-08,0.3182
1.67522e-08,0.3559
1.67755e-08,0.3894
1.67988e-08,0.4100
1.68220e-08,0.4143
1.68453e-08,0.4338
1.68686e-08,0.5383
1.68918e-08,0.6746
1.69151e-08,0.7635
1.69384e-08,0.8188
1.69616e-08,0.8604
1.69849e-08,0.8836
1.70082e-08,0.8962
1.70314e-08,0.9105
1.70547e-08,0.9250
1.70780e-08,0.9312
1.71012e-08,0.9208
1.71245e-08,0.8939
1.71478e-08,0.8568
1.71710e-08,0.8171
1.71943e-08,0.7817
1.72176e-08,0.7575
1.72408e-08,0.7272
1.72641e-08,0.6834
1.72874e-08,0.5604
1.73106e-08,0.4577
1.73339e-08,0.3960
1.73572e-08,0.3475
1.73804e-08,0.3150
1.74037e-08,0.2971
1.74270e-08,0.2826
1.74502e-08,0.2668
1.74735e-08,0.2535
1.74968e-08,0.2499
1.75201e-08,0.2623
1.75433e-08,0.2896
1.75666e-08,0.3257
1.75899e-08,0.3632
1.76131e-08,0.3947
1.76364e-08,0.4118
1.76597e-08,0.4150
1.76829e-08,0.4424
1.77062e-08,0.5668
1.77295e-08,0.6967
1.77527e-08,0.7784
1.77760e-08,0.8271
1.77993e-08,0.8655
1.78225e-08,0.8862
1.78458e-08,0.8988
1.78691e-08,0.9135
1.78923e-08,0.9272
1.79156e-08,0.9305
1.79389e-08,0.9166
1.79621e-08,0.8872
1.79854e-08,0.8489
1.80087e-08,0.8096
1.80319e-08,0.7759
1.80552e-08,0.7516
1.80785e-08,0.7238
1.81017e-08,0.6612
1.81250e-08,0.5400
1.81483e-08,0.4447
1.81715e-08,0.3835
1.81948e-08,0.3390
1.82181e-08,0.3112
1.82413e-08,0.2936
1.82646e-08,0.2795
1.82879e-08,0.2637
1.83111e-08,0.2518
1.83344e-08,0.2510
1.83577e-08,0.2667
1.83809e-08,0.2962
1.84042e-08,0.3332
1.84275e-08,0.3702
1.84507e-08,0.3995
1.84740e-08,0.4128
1.84973e-08,0.4169
1.85205e-08,0.4587
1.85438e-08,0.5961
1.85671e-08,0.7127
1.85903e-08,0.7893
1.86136e-08,0.8364
1.86369e-08,0.8698
1.86601e-08,0.8885
1.86834e-08,0.9014
1.87067e-08,0.9163
1.87299e-08,0.9289
1.87532e-08,0.9291
1.87765e-08,0.9119
1.87997e-08,0.8802
1.88230e-08,0.8411
1.88463e-08,0.8023
1.88695e-08,0.7707
1.88928e-08,0.7446
1.89161e-08,0.7175
1.89393e-08,0.6375
1.89626e-08,0.5203
1.89859e-08,0.4301
1.90091e-08,0.3747
1.90324e-08,0.3334
1.90557e-08,0.3051
1.90789e-08,0.2915
1.91022e-08,0.2766
1.91255e-08,0.2609
1.91487e-08,0.2505
1.91720e-08,0.2528
1.91953e-08,0.2715
1.92185e-08,0.3031
1.92418e-08,0.3407
1.92651e-08,0.3768
1.92883e-08,0.4037
1.93116e-08,0.4129
1.93349e-08,0.4193
1.93581e-08,0.4784
1.93814e-08,0.6266
1.94047e-08,0.7274
1.94279e-08,0.7986
1.94512e-08,0.8456
1.94745e-08,0.8752
1.94977e-08,0.8907
1.95210e-08,0.9042
1.95443e-08,0.9194
1.95675e-08,0.9302
1.95908e-08,0.9271
1.96141e-08,0.9065
1.96373e-08,0.8728
1.96606e-08,0.8332
1.96839e-08,0.7952
1.97071e-08,0.7660
1.97304e-08,0.7383
1.97537e-08,0.7098
1.97769e-08,0.6193
1.98002e-08,0.5003
1.98235e-08,0.4188
1.98468e-08,0.3630
1.98700e-08,0.3258
1.98933e-08,0.3023
1.99166e-08,0.2879
1.99398e-08,0.2732
1.99631e-08,0.2582
1.99864e-08,0.2497
2.00096e-08,0.2552
2.00329e-08,0.2769
2.00562e-08,0.3103
2.00794e-08,0.3481
2.01027e-08,0.3832
2.01260e-08,0.4072
2.01492e-08,0.4136
2.01725e-08,0.4241
2.01958e-08,0.5061
2.02190e-08,0.6491
2.02423e-08,0.7455
2.02656e-08,0.8094
2.02888e-08,0.8537
2.03121e-08,0.8787
2.03354e-08,0.8932
2.03586e-08,0.9070
2.03819e-08,0.9220
2.04052e-08,0.9309
2.04284e-08,0.9243
2.04517e-08,0.9007
2.04750e-08,0.8652
2.04982e-08,0.8254
2.05215e-08,0.7884
2.05448e-08,0.7621
2.05680e-08,0.7326
2.05913e-08,0.6959
2.06146e-08,0.5930
2.06378e-08,0.4780
2.06611e-08,0.4061
2.06844e-08,0.3565
2.07076e-08,0.3211
2.07309e-08,0.2989
2.07542e-08,0.2852
2.07774e-08,0.2702
2.08007e-08,0.2557
2.08240e-08,0.2494
2.08472e-08,0.2583
2.08705e-08,0.2828
2.08938e-08,0.3177
2.09170e-08,0.3555
2.09403e-08,0.3890
2.09636e-08,0.4098
2.09868e-08,0.4144
2.10101e-08,0.4340
2.10334e-08,0.5376
2.10566e-08,0.6714
2.10799e-08,0.7632
2.11032e-08,0.8177
2.11264e-08,0.8590
2.11497e-08,0.8826
2.11730e-08,0.8954
2.11962e-08,0.9098
2.12195e-08,0.9245
2.12428e-08,0.9309
2.12660e-08,0.9209
2.12893e-08,0.8944
2.13126e-08,0.8574
2.13358e-08,0.8177
2.13591e-08,0.7821
2.13824e-08,0.7578
2.14056e-08,0.7275
2.14289e-08,0.6850
2.14522e-08,0.5640
2.14754e-08,0.4590
2.14987e-08,0.3966
2.15220e-08,0.3478
2.15452e-08,0.3141
2.15685e-08,0.2968
2.15918e-08,0.2825
2.16150e-08,0.2667
2.16383e-08,0.2535
2.16616e-08,0.2498
2.16848e-08,0.2620
2.17081e-08,0.2891
2.17314e-08,0.3251
2.17546e-08,0.3627
2.17779e-08,0.3944
2.18012e-08,0.4117
2.18244e-08,0.4152
2.18477e-08,0.4416
2.18710e-08,0.5663
2.18942e-08,0.6945
2.19175e-08,0.7771
2.19408e-08,0.8271
2.19640e-08,0.8645
2.19873e-08,0.8853
2.20106e-08,0.8981
2.20338e-08,0.9129
2.20571e-08,0.9267
2.20804e-08,0.9304
2.21037e-08,0.9168
2.21269e-08,0.8877
2.21502e-08,0.8495
2.21735e-08,0.8101
2.21967e-08,0.7763
2.22200e-08,0.7520
2.22433e-08,0.7239
2.22665e-08,0.6621
2.22898e-08,0.5431
2.23131e-08,0.4461
2.23363e-08,0.3837
2.23596e-08,0.3391
2.23829e-08,0.3104
2.24061e-08,0.2933
2.24294e-08,0.2794
2.24527e-08,0.2637
2.24759e-08,0.2518
2.24992e-08,0.2509
2.25225e-08,0.2663
2.25457e-08,0.2957
2.25690e-08,0.3326
2.25923e-08,0.3697
2.26155e-08,0.3992
2.26388e-08,0.4128
2.26621e-08,0.4169
2.26853e-08,0.4570
2.27086e-08,0.5952
2.27319e-08,0.7118
2.27551e-08,0.7873
2.27784e-08,0.8366
2.28017e-08,0.8689
2.28249e-08,0.8875
2.28482e-08,0.9008
2.28715e-08,0.9158
2.28947e-08,0.9286
2.29180e-08,0.9291
2.29413e-08,0.9121
2.29645e-08,0.8807
2.29878e-08,0.8416
2.30111e-08,0.8027
2.30343e-08,0.7710
2.30576e-08,0.7451
2.30809e-08,0.7178
2.31041e-08,0.6386
2.31274e-08,0.5228
2.31507e-08,0.4311
2.31739e-08,0.3746
2.31972e-08,0.3332
2.32205e-08,0.3047
2.32437e-08,0.2910
2.32670e-08,0.2765
2.32903e-08,0.2609
2.33135e-08,0.2505
2.33368e-08,0.2526
2.33601e-08,0.2711
2.33833e-08,0.3026
2.34066e-08,0.3402
2.34299e-08,0.3764
2.34531e-08,0.4035
2.34764e-08,0.4130
2.34997e-08,0.4192
2.35229e-08,0.4776
2.35462e-08,0.6236
2.35695e-08,0.7268
2.35927e-08,0.7967
2.36160e-08,0.8451
2.36393e-08,0.8745
2.36625e-08,0.8901
2.36858e-08,0.9036
2.37091e-08,0.9189
2.37323e-08,0.9299
2.37556e-08,0.9271
2.37789e-08,0.9069
2.38021e-08,0.8733
2.38254e-08,0.8337
2.38487e-08,0.7956
2.38719e-08,0.7663
2.38952e-08,0.7386
2.39185e-08,0.7096
2.39417e-08,0.6204
2.39650e-08,0.5027
2.39883e-08,0.4198
2.40115e-08,0.3625
2.40348e-08,0.3253
2.40581e-08,0.3020
2.40813e-08,0.2876
2.41046e-08,0.2731
2.41279e-08,0.2582
2.41511e-08,0.2497
2.41744e-08,0.2550
2.41977e-08,0.2765
2.42209e-08,0.3098
2.42442e-08,0.3476
2.42675e-08,0.3828
2.42907e-08,0.4070
2.43140e-08,0.4138
2.43373e-08,0.4241
2.43605e-08,0.5048
2.43838e-08,0.6459
2.44071e-08,0.7464
2.44303e-08,0.8080
2.44536e-08,0.8530
2.44769e-08,0.8782
2.45002e-08,0.8927
2.45234e-08,0.9065
2.45467e-08,0.9216
2.45700e-08,0.9307
2.45932e-08,0.9245
2.46165e-08,0.9011
2.46398e-08,0.8657
2.46630e-08,0.8259
2.46863e-08,0.7888
2.47096e-08,0.7623
2.47328e-08,0.7329
2.47561e-08,0.6966
2.47794e-08,0.5937
2.48026e-08,0.4792
2.48259e-08,0.4066
2.48492e-08,0.3561
2.48724e-08,0.3205
2.48957e-08,0.2985
2.49190e-08,0.2850
2.49422e-08,0.2702
2.49655e-08,0.2557
2.49888e-08,0.2494
2.50120e-08,0.2580
